step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-actor/lr_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-actor/lr_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-actor/lr_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-actor/lr_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-actor/lr_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-actor/lr_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/lr_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/lr_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/lr_step
111,4.990675142698495e-06,3.7099999999999996e-06,3.208385708284268e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,4.1847500547085384e-06
112,4.990675142698495e-06,1.8549999999999998e-06,3.2366147927833428e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,4.627079832480325e-06
113,5.2617674467575024e-06,3.7099999999999996e-06,3.2366147927833428e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
114,3.1572232210725737e-06,3.7099999999999996e-06,3.5071180615291784e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
115,4.209495333915038e-06,3.7099999999999996e-06,4.231061525069577e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
116,3.594008689424152e-06,3.7099999999999996e-06,4.859170457599836e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.8288860206541244e-06
117,2.4999999999999998e-06,1.8549999999999998e-06,4.859170457599836e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,3.0883075804176322e-06
118,2.823128415211697e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,3.0883075804176322e-06
119,2.4999999999999998e-06,1.8549999999999998e-06,3.2893532247392018e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
120,2.4999999999999998e-06,1.8549999999999998e-06,3.2893532247392018e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
121,2.4999999999999998e-06,3.7099999999999996e-06,3.340651353420486e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
122,2.4999999999999998e-06,3.7099999999999996e-06,5.190231719839832e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
123,2.4999999999999998e-06,1.8549999999999998e-06,5.190231719839832e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
124,2.880609358708209e-06,1.8549999999999998e-06,5.53026054916272e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
125,2.880609358708209e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
126,2.4999999999999998e-06,1.8549999999999998e-06,2.917481467811556e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
127,3.0453934203207053e-06,3.7099999999999996e-06,2.917481467811556e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
128,3.481731300027932e-06,3.7099999999999996e-06,2.917481467811556e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
129,2.4999999999999998e-06,3.7099999999999996e-06,2.917481467811556e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.5489210865699726e-06
130,3.571164339813145e-06,1.8549999999999998e-06,3.13239675595361e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
131,3.571164339813145e-06,3.7099999999999996e-06,3.13239675595361e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,3.3347151557337127e-06
132,2.5190324695635923e-06,3.7099999999999996e-06,3.595359206384562e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,3.3347151557337127e-06
133,3.579165194847592e-06,3.7099999999999996e-06,3.595359206384562e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,3.3347151557337127e-06
134,3.5852899475643372e-06,3.7099999999999996e-06,3.595359206384562e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,4.638739180142066e-06
135,3.66033726241058e-06,1.8549999999999998e-06,4.614219782974499e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,4.638739180142066e-06
136,3.66033726241058e-06,1.8549999999999998e-06,4.614219782974499e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,4.638739180142066e-06
137,3.66033726241058e-06,3.7099999999999996e-06,3.038765033286573e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,4.9122408512315655e-06
138,3.691486236205907e-06,1.8549999999999998e-06,3.8264924081305355e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,4.9122408512315655e-06
139,4.5211941652456005e-06,3.7099999999999996e-06,3.8264924081305355e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,4.9122408512315655e-06
140,4.5211941652456005e-06,1.8549999999999998e-06,3.8264924081305355e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,3.192531984607321e-06
141,4.5211941652456005e-06,3.7099999999999996e-06,3.8264924081305355e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,4.3098031332813564e-06
142,2.4999999999999998e-06,3.7099999999999996e-06,3.052818075700145e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,3.873147670281618e-06
143,3.719634571610055e-06,1.8549999999999998e-06,3.439655241915341e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,4.0914754017814876e-06
144,3.4565799106427704e-06,3.7099999999999996e-06,3.439655241915341e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,4.6813473180055806e-06
145,3.943105014684869e-06,3.7099999999999996e-06,3.6897339616443255e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,4.689442892546231e-06
146,3.943105014684869e-06,3.7099999999999996e-06,3.6897339616443255e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
147,3.943105014684869e-06,1.8549999999999998e-06,3.6897339616443255e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,3.055725644903163e-06
148,3.943105014684869e-06,1.8549999999999998e-06,4.068849176343442e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
149,2.4999999999999998e-06,3.7099999999999996e-06,4.074362659330239e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
150,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
151,2.4999999999999998e-06,3.7099999999999996e-06,3.191467578062198e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,3.288078894345123e-06
152,2.4999999999999998e-06,1.8549999999999998e-06,3.191467578062198e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
153,2.8880903905745353e-06,1.8549999999999998e-06,3.416847993322612e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.600427460540531e-06
154,2.8880903905745353e-06,1.8549999999999998e-06,4.117673584120949e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.600427460540531e-06
155,3.501887966479116e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.982685017575302e-06
156,3.501887966479116e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.982685017575302e-06
157,2.832442503448666e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,3.400505176733903e-06
158,3.1671652349638907e-06,3.7099999999999996e-06,3.8144942523450558e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,3.400505176733903e-06
159,3.033958739327716e-06,3.7099999999999996e-06,3.8144942523450558e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
160,3.3051069827844106e-06,3.7099999999999996e-06,3.8144942523450558e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
161,2.8974253042467546e-06,1.8549999999999998e-06,3.8144942523450558e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
162,3.228820333586201e-06,3.7099999999999996e-06,3.2524452228146584e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
163,3.228820333586201e-06,3.7099999999999996e-06,3.5334697375798567e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
164,3.74626585005409e-06,3.7099999999999996e-06,4.096662882191506e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
165,2.4999999999999998e-06,3.7099999999999996e-06,4.985879398972437e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
166,2.6743741894183344e-06,1.8549999999999998e-06,4.985879398972437e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
167,2.9188293365371684e-06,1.8549999999999998e-06,4.985879398972437e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
168,3.3949311322949853e-06,1.8549999999999998e-06,4.985879398972437e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
169,3.7011998381395274e-06,3.7099999999999996e-06,4.985879398972437e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.7790346183628143e-06
170,3.7011998381395274e-06,1.8549999999999998e-06,5.009205983632099e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
171,3.7011998381395274e-06,1.8549999999999998e-06,5.009205983632099e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.5008486830514733e-06
172,3.976955378055431e-06,1.8549999999999998e-06,5.009205983632099e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.516455408497701e-06
173,3.976955378055431e-06,3.7099999999999996e-06,5.009205983632099e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.516455408497701e-06
174,4.1042490996035575e-06,3.7099999999999996e-06,5.143254791139522e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,3.0150972418951556e-06
175,4.390365284900189e-06,3.7099999999999996e-06,5.143254791139522e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,3.4248474593496384e-06
176,4.508932628067034e-06,1.8549999999999998e-06,4.604686123416444e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
177,4.636205746002382e-06,1.8549999999999998e-06,5.189358907318822e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
178,4.636205746002382e-06,3.7099999999999996e-06,5.189358907318822e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
179,4.636205746002382e-06,1.8549999999999998e-06,5.319483075428893e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
180,4.636205746002382e-06,3.7099999999999996e-06,5.319483075428893e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
181,2.4999999999999998e-06,3.7099999999999996e-06,6.036872181945153e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
182,2.7749794245466022e-06,1.8549999999999998e-06,6.506446826964706e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
183,2.7749794245466022e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
184,2.4999999999999998e-06,3.7099999999999996e-06,3.436177344319264e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.8446917019515385e-06
185,2.4999999999999998e-06,3.7099999999999996e-06,2.5562911240325515e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
186,2.4999999999999998e-06,1.8549999999999998e-06,2.9962342341759072e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
187,2.4999999999999998e-06,1.8549999999999998e-06,2.9962342341759072e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
188,2.4999999999999998e-06,1.8549999999999998e-06,2.9962342341759072e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
189,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
190,2.4999999999999998e-06,3.7099999999999996e-06,2.7133000277321165e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
191,2.4999999999999998e-06,1.8549999999999998e-06,2.7133000277321165e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
192,2.4999999999999998e-06,3.7099999999999996e-06,2.7133000277321165e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
193,2.4999999999999998e-06,3.7099999999999996e-06,3.464968564240736e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
194,2.4999999999999998e-06,1.8549999999999998e-06,3.464968564240736e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
195,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
196,2.4999999999999998e-06,3.7099999999999996e-06,2.8853048907333995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
197,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
198,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
199,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
200,2.4999999999999998e-06,1.8549999999999998e-06,2.8329198614637234e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
201,2.4999999999999998e-06,1.8549999999999998e-06,2.8329198614637234e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
202,2.4999999999999998e-06,1.8549999999999998e-06,2.8329198614637234e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
203,2.4999999999999998e-06,3.7099999999999996e-06,2.8329198614637234e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
204,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
205,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
206,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
207,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
208,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
209,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
210,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
211,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
212,2.4999999999999998e-06,1.8549999999999998e-06,2.6343255617174663e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
213,2.4999999999999998e-06,1.8549999999999998e-06,2.6343255617174663e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
214,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
215,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
216,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
217,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
218,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.4999999999999998e-06
219,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.7286228881612717e-06
220,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.7286228881612717e-06
221,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.7286228881612717e-06
222,2.6453330076131615e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.7286228881612717e-06
223,2.6453330076131615e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.8727225295712012e-06
224,2.6453330076131615e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.8727225295712012e-06
225,2.6453330076131615e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.8727225295712012e-06
226,3.4503208991918978e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.8727225295712012e-06
227,3.4503208991918978e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.7933770946190103e-06
228,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,3.9261635558586354e-06
229,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9768926523322405e-06
230,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,3.6339034408671998e-06
231,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,4.313809716551236e-06
232,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.4999999999999998e-06
233,2.4999999999999998e-06,1.8549999999999998e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.7346261262838413e-06
234,2.4999999999999998e-06,3.7099999999999996e-06,2.4999999999999998e-06,2.9699999999999995e-06,1.8549999999999998e-06,2.9699999999999995e-06,2.9699999999999995e-06,3.7099999999999996e-06,2.826217994314786e-06
