step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-actor/r_hat_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-actor/r_hat_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-actor/r_hat_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-actor/r_hat_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-actor/r_hat_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-actor/r_hat_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/r_hat_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/r_hat_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/r_hat_step
11,0.03777437100804736,0.04162536702854552,0.041606617468959994,0.027456731190783,0.03379813311903089,0.03380301055058266,0.0489856158895601,0.03415292435618513,0.018291062591314917
12,0.028212224521439393,0.04162536702854552,0.041606617468959994,0.0322298222343163,0.03530632305183171,0.024091661457010444,0.0368145964752108,0.03428539747765197,0.019304997459995844
13,0.028212224521439393,0.04162536702854552,0.02535258693796708,0.0322298222343163,0.0362993386205912,0.024091661457010444,0.022484344870336275,0.037082434012604026,0.01982547694574356
14,0.028212224521439393,0.024988303462052875,0.020981540104958615,0.03317003316354323,0.020946157398623023,0.01453024549767562,0.022484344870336275,0.03876838812958372,0.01982547694574356
15,0.032963573203969206,0.026606644688657866,0.01193140991490679,0.03421875053367529,0.021190511211929112,0.01453024549767562,0.020232895848205583,0.02562690462301069,0.024190381812561872
16,0.03370189055399651,0.020712955811300976,0.012886294034818576,0.0377506050044611,0.021190511211929112,0.012326413956985915,0.020232895848205583,0.02763166739748806,0.012463357844217223
17,0.032784289838328665,0.020712955811300976,0.01360501730915527,0.03365240822410415,0.02789941098179308,0.012326413956985915,0.024921873344317187,0.02763166739748806,0.011218403740718176
18,0.032784289838328665,0.012890396774787935,0.014080842330945172,0.02443368527155896,0.02789941098179308,0.012326413956985915,0.027648488652685085,0.02961062272931033,0.006391347531647334
19,0.032784289838328665,0.014425514911037551,0.014080842330945172,0.01873986656675927,0.02789941098179308,0.014003080293046656,0.018062611081878385,0.020219115812267735,0.008140337485464107
20,0.022422464943362787,0.014425514911037551,0.01089543794131921,0.019764369614459716,0.02789941098179308,0.017470635580087067,0.022866205496355707,0.012165244161186828,0.008140337485464107
21,0.02520181579034121,0.014425514911037551,0.012854197558770094,0.021423943574864733,0.02789941098179308,0.019631853983379608,0.021642199906943,0.012165244161186828,0.0076889114413080575
22,0.02803086689977917,0.015186787414938865,0.012393478656616929,0.02291872207289051,0.02789941098179308,0.011689756920741643,0.023363381205639924,0.013007824928497546,0.007507417901985334
23,0.02803086689977917,0.015186787414938865,0.009199267197334774,0.025269950358444537,0.02350181624017214,0.011689756920741643,0.02478023704517101,0.013007824928497546,0.009174568146489124
24,0.02803086689977917,0.015186787414938865,0.011939436925993334,0.027089856177823574,0.019477920009412206,0.0112737068910828,0.02685084205156981,0.0172429212475727,0.009174568146489124
25,0.028706164172443756,0.01564210066391932,0.011939436925993334,0.013694357097330294,0.012209172673385183,0.0112737068910828,0.023392405239910517,0.0172429212475727,0.009448818995803644
26,0.028706164172443756,0.019800756164092985,0.014644349540834533,0.01922286499116284,0.01626820981437843,0.0112737068910828,0.023392405239910517,0.0172429212475727,0.01052374584057663
27,0.028706164172443756,0.019800756164092985,0.016423559165611324,0.0191723616143666,0.017542284156266446,0.0112737068910828,0.015681370952041685,0.01957680888500055,0.01052374584057663
28,0.03165632909045962,0.019800756164092985,0.009780711744653114,0.02303583351748688,0.013232354496068513,0.01267830375677321,0.015681370952041685,0.02006928047234314,0.01052374584057663
29,0.02336072085206887,0.02054284137039148,0.006956758272879969,0.02303583351748688,0.013232354496068513,0.01267830375677321,0.015681370952041685,0.02006928047234314,0.011877474178585735
30,0.02371173899576519,0.020026744908742383,0.007283879518362646,0.017930323065914376,0.010209552263520535,0.01267830375677321,0.015681370952041685,0.021900444190360288,0.009402150304103202
31,0.02371173899576519,0.012053132598178248,0.008015092735634414,0.017930323065914376,0.010781386193533778,0.01267830375677321,0.015681370952041685,0.013932624029931782,0.009911338706092275
32,0.02371173899576519,0.022206372027390574,0.004873695392758912,0.015622794045274526,0.009665732535972468,0.012862091557283965,0.015681370952041685,0.015519370908261124,0.009911338706092275
33,0.02371173899576519,0.022206372027390574,0.004873695392758912,0.013149199422530237,0.013739271524638682,0.014666020790406294,0.013491203913074314,0.015334330269682658,0.017251162718961256
34,0.02371173899576519,0.022206372027390574,0.004873695392758912,0.013451726477521145,0.014029506449344314,0.014666020790406294,0.013491203913074314,0.015334330269682658,0.020977300182824662
35,0.01555858966023927,0.013029391070138011,0.004873695392758912,0.014610217458700732,0.014029506449344314,0.00943617714303515,0.01025803882879934,0.015334330269682658,0.020977300182824662
36,0.01555858966023927,0.013029391070138011,0.004873695392758912,0.012344999999110248,0.016694262461528046,0.00943617714303515,0.01025803882879934,0.015334330269682658,0.02148356239231076
37,0.017479948124277875,0.013029391070138011,0.006173113957002234,0.012344999999110248,0.01850422726747778,0.0070577473961965925,0.007338981853745872,0.020305406240658356,0.02148356239231076
38,0.017479948124277875,0.015445124398148848,0.006173113957002234,0.007232661223066059,0.014440566072646653,0.009942493278486885,0.011623819963892683,0.020305406240658356,0.02148356239231076
39,0.01908507023163058,0.015445124398148848,0.006173113957002234,0.007232661223066059,0.01589900241928045,0.009942493278486885,0.011623819963892683,0.016268298975896114,0.017743599161420466
40,0.01908507023163058,0.01169622703535945,0.006173113957002234,0.007232661223066059,0.01589900241928045,0.012364694928924063,0.01251347637850959,0.016268298975896114,0.01834149306875353
41,0.01908507023163058,0.016834342570197256,0.004647832311169854,0.005232573363874345,0.01589900241928045,0.00641315486161872,0.007328476774918242,0.017011748016740484,0.018926364296825617
42,0.01908507023163058,0.015634693183893766,0.004647832311169854,0.0066709680480400955,0.018366963212336208,0.005282911763256604,0.010616500601868133,0.017011748016740484,0.0219245381790165
43,0.01908507023163058,0.015634693183893766,0.006044062822802156,0.012606552017651892,0.017116406522091857,0.005282911763256604,0.010616500601868133,0.017011748016740484,0.0219245381790165
44,0.014752687187497442,0.015634693183893766,0.006278238962463539,0.007879420030573181,0.017116406522091857,0.005282911763256604,0.010616500601868133,0.010825714150331192,0.01921519934787108
45,0.0194351565767239,0.015634693183893766,0.007590780177108708,0.007879420030573181,0.017116406522091857,0.006516310812779496,0.010616500601868133,0.010825714150331192,0.015593569104173102
46,0.015822589280482035,0.015634693183893766,0.007590780177108708,0.007879420030573181,0.017116406522091857,0.010955230995172469,0.010616500601868133,0.011434763936939167,0.01009403340067604
47,0.017655281508011513,0.013797952266595654,0.013925481531009256,0.007879420030573181,0.01725095943988219,0.010654453110707889,0.012419235339848712,0.012357725303971064,0.01009403340067604
48,0.021985596770234046,0.008152633248417173,0.013925481531009256,0.008956843847131229,0.0204678358658028,0.011526321446664354,0.012419235339848712,0.012357725303971064,0.01009403340067604
49,0.02026467050811403,0.01078239770396559,0.007577373786657416,0.008956843847131229,0.0204678358658028,0.011774624104654527,0.012419235339848712,0.012357725303971064,0.01009403340067604
50,0.02026467050811403,0.00928076598826217,0.007577373786657416,0.008956843847131229,0.0204678358658028,0.011774624104654527,0.013920205715835606,0.012357725303971064,0.01009403340067604
51,0.015140900285061324,0.00928076598826217,0.007577373786657416,0.008956843847131229,0.010512462073120217,0.013599860898879122,0.013920205715835606,0.016700540028544292,0.01009403340067604
52,0.015140900285061324,0.01099194090337319,0.009714538861054502,0.008956843847131229,0.012640067358547396,0.013599860898879122,0.014338636214288996,0.017145074234809068,0.011048679276274807
53,0.016692608343745894,0.0144391554747672,0.009831055826994888,0.004635401995207538,0.012640067358547396,0.010074394362421805,0.014338636214288996,0.017145074234809068,0.013068595673521808
54,0.016692608343745894,0.0144391554747672,0.009831055826994888,0.005823343330850609,0.012640067358547396,0.010415639673762682,0.014338636214288996,0.018275964254494955,0.008282674380052093
55,0.01898590093677978,0.0144391554747672,0.010905070998339667,0.004072336010470158,0.007640177490477439,0.010415639673762682,0.014338636214288996,0.019499934121012977,0.008282674380052093
56,0.013704945555646796,0.0144391554747672,0.010905070998339667,0.004072336010470158,0.004176916571660872,0.010415639673762682,0.01628749264121276,0.02247619240443387,0.008282674380052093
57,0.009473735080998006,0.01437338984180746,0.008585538815995079,0.005937286533233937,0.004176916571660872,0.010415639673762682,0.009508460644228963,0.02247619240443387,0.008282674380052093
58,0.006612465268216438,0.01437338984180746,0.008585538815995079,0.003440237209955806,0.004176916571660872,0.010415639673762682,0.010693360961655112,0.014954991855272251,0.008282674380052093
59,0.008411490654226621,0.01437338984180746,0.004436312159768734,0.005746501781591988,0.0042511019126142986,0.010415639673762682,0.010693360961655112,0.01594760234293407,0.009349677483759682
60,0.008411490654226621,0.008689739214441036,0.0027088200018610476,0.005746501781591988,0.005046277061267364,0.010415639673762682,0.010693360961655112,0.01594760234293407,0.008329520283604881
61,0.008411490654226621,0.013034028005583013,0.004016624898579018,0.005746501781591988,0.005046277061267364,0.010415639673762682,0.010740978599227229,0.01594760234293407,0.0103465420829829
62,0.01053076220708918,0.013232820968907414,0.004016624898579018,0.005746501781591988,0.005046277061267364,0.010415639673762682,0.010740978599227229,0.01680578983391446,0.0103465420829829
63,0.01053076220708918,0.013232820968907414,0.004016624898579018,0.005746501781591988,0.005046277061267364,0.012116038431606416,0.010740978599227229,0.015522293356710725,0.010378450196168612
64,0.01053076220708918,0.013232820968907414,0.008050084382824401,0.005746501781591988,0.005171513176024315,0.006275741899602904,0.010740978599227229,0.015522293356710725,0.010378450196168612
65,0.01053076220708918,0.009852888153191568,0.004176212653240025,0.009676075724299394,0.005171513176024315,0.006275741899602904,0.014061771601453,0.015522293356710725,0.010158075924412806
66,0.01053076220708918,0.010213391212889313,0.004176212653240025,0.009676075724299394,0.005171513176024315,0.006422606727375533,0.014061771601453,0.015503188555342044,0.007407285730704395
67,0.012119139459883294,0.010213391212889313,0.00574470109934997,0.009676075724299394,0.005171513176024315,0.006422606727375533,0.008469434828182878,0.015503188555342044,0.007842941501917002
68,0.01033891804642116,0.013565408000521098,0.00574470109934997,0.009676075724299394,0.003259641739681521,0.007369987568996043,0.008469434828182878,0.015503188555342044,0.007842941501917002
69,0.0053340285364487355,0.01482494004007362,0.006512490439167279,0.01009752557012487,0.006729664510478327,0.010646879922144518,0.0055458514064589464,0.012856968607857133,0.007842941501917002
70,0.004904256651504076,0.01618351148916185,0.008201139908952083,0.01009752557012487,0.008450832410804836,0.013295306069058922,0.0055458514064589464,0.01421683902955465,0.007842941501917002
71,0.007816128922780613,0.01618351148916185,0.008201139908952083,0.01060510611964471,0.008450832410804836,0.013295306069058922,0.0055458514064589464,0.014656017955241716,0.01025175834027544
72,0.010711101784807131,0.018359746680251223,0.010465997298766228,0.01088818201500219,0.009822265122291987,0.013295306069058922,0.00280309274529591,0.014656017955241716,0.01025175834027544
73,0.010711101784807131,0.018359746680251223,0.0057760247032762006,0.012693017070221925,0.009822265122291987,0.014635798290622497,0.0068728208717093175,0.01590178717069407,0.01279223728402915
74,0.011025663882721156,0.018359746680251223,0.0057760247032762006,0.012693017070221925,0.011834580188638689,0.010146880199344935,0.0068728208717093175,0.018654737213796457,0.01279223728402915
75,0.012136130848395424,0.013756610800451973,0.0057760247032762006,0.01292618554940768,0.01327143538688048,0.010146880199344935,0.006545271907708594,0.02171537274824241,0.01333772652489922
76,0.013823306713824524,0.011749631765073557,0.0057760247032762006,0.013529245238540454,0.01327143538688048,0.01142068519834093,0.004177176772332797,0.02191052386213417,0.01333772652489922
77,0.015059414526893891,0.011749631765073557,0.0057760247032762006,0.013529245238540454,0.017464485700595073,0.01142068519834093,0.004177176772332797,0.02191052386213417,0.01333772652489922
78,0.015493069694533226,0.01280209921468948,0.0057760247032762006,0.015782663231579258,0.017464485700595073,0.013286937406765722,0.004843528538485124,0.02191052386213417,0.015560900440978251
79,0.01576952935958418,0.01280209921468948,0.007599490509496586,0.015782663231579258,0.012956454814098056,0.00967431738832349,0.003716177482413893,0.024502362532529617,0.009941663931740008
80,0.018992789800941844,0.01280209921468948,0.00410132291271593,0.015782663231579258,0.012956454814098056,0.00967431738832349,0.003716177482413893,0.024502362532529617,0.009941663931740008
81,0.009895826468676606,0.014125428552317404,0.00410132291271593,0.011891691123699902,0.0109760313651672,0.00967431738832349,0.003716177482413893,0.02799802310983604,0.005367963475503145
82,0.009895826468676606,0.008702631594696052,0.00410132291271593,0.011891691123699902,0.0109760313651672,0.01129701542412314,0.009683311065283851,0.021726414551503873,0.005367963475503145
83,0.009895826468676606,0.01060181541091894,0.004786541146055057,0.011891691123699902,0.0109760313651672,0.012029855594835827,0.010270750192038151,0.017395327425831306,0.006621034454334706
84,0.009895826468676606,0.01060181541091894,0.006130651647566062,0.014257573368170998,0.0109760313651672,0.012029855594835827,0.010270750192038151,0.017395327425831306,0.006621034454334706
85,0.010881974996371602,0.01060181541091894,0.00668309986090398,0.015126336363397335,0.008517172245344345,0.012029855594835827,0.008184953871237638,0.011743638328967855,0.008003349558618904
86,0.010219503110559476,0.01060181541091894,0.005098992816260579,0.015126336363397335,0.010044493420605748,0.012029855594835827,0.008184953871237638,0.015564028194608882,0.012777517167641094
87,0.01401291011090509,0.012094125733502069,0.010435837264805674,0.015126336363397335,0.010720691909090892,0.008066352713541204,0.008184953871237638,0.016491215677295223,0.01350262863369752
88,0.01401291011090509,0.012094125733502069,0.010435837264805674,0.015218257986948584,0.011772052426133717,0.008593437765663627,0.010839633466876062,0.016491215677295223,0.01632810905002974
89,0.015752591184739935,0.013953043761187044,0.015030943979032272,0.015218257986948584,0.012553296754970824,0.008593437765663627,0.010839633466876062,0.011254556217769034,0.01632810905002974
90,0.015752591184739935,0.01752079297570372,0.015030943979032272,0.015218257986948584,0.012553296754970824,0.010765580615110168,0.010839633466876062,0.011254556217769034,0.013209700675542252
91,0.014839792177266211,0.01358613474938864,0.015030943979032272,0.011698624897117042,0.012553296754970824,0.008866578905443727,0.011187896367491273,0.011254556217769034,0.011794754873957938
92,0.012741814900246506,0.01358613474938864,0.015030943979032272,0.011698624897117042,0.012571130507025314,0.01070457993038312,0.015318402621258838,0.009614887748167556,0.014365586625398157
93,0.014961840763418097,0.013020629299456656,0.015030943979032272,0.011229143494875332,0.012571130507025314,0.009965179304747364,0.015318402621258838,0.009614887748167556,0.014864451596773765
94,0.011493109101553984,0.013829483622911946,0.016175263333232274,0.011229143494875332,0.012571130507025314,0.009965179304747364,0.015318402621258838,0.00709936651420186,0.014864451596773765
95,0.011493109101553984,0.010896549761926014,0.01245515776049732,0.011229143494875332,0.013679580794304891,0.009965179304747364,0.014397861275355917,0.010969614016162713,0.014864451596773765
96,0.012185173298918548,0.010896549761926014,0.01245515776049732,0.012688848988954829,0.014363469099288168,0.010210338182872494,0.014603737660047474,0.011680807140984533,0.014864451596773765
97,0.012185173298918548,0.006411115362540138,0.0122707061649527,0.01322323731680967,0.016178287002819276,0.010210338182872494,,,0.014864451596773765
98,0.014452570074851822,0.006411115362540138,0.0122707061649527,0.014818694200883768,0.017669819385574936,0.010602148337580568,,,0.014864451596773765
99,0.014452570074851822,0.006411115362540138,0.0122707061649527,0.014818694200883768,0.018383234154926174,0.010890446846237231,,,0.018613299727776
100,0.014452570074851822,0.006411115362540138,0.0122707061649527,0.008161872407154122,0.018383234154926174,0.010890446846237231,0.014673798214597352,0.004757754346648471,0.019000047746679863
101,0.01665516659827479,0.007165189571576167,0.013074171292138788,0.008161872407154122,0.018383234154926174,0.010890446846237231,0.014673798214597352,0.004757754346648471,0.019000047746679863
102,0.01665516659827479,0.010567176020527074,0.014901242594301868,0.009189178921440775,0.018383234154926174,0.011837708596268242,0.012019364265216586,0.004757754346648471,0.019000047746679863
103,0.013890811579481152,0.010567176020527074,0.014901242594301868,0.012867318653440893,0.01272513836367151,0.011837708596268242,0.012267328137808594,0.008426676645057068,0.019000047746679863
104,0.013890811579481152,0.01162888969397921,0.014505792620694846,0.01738603768949868,0.014551918565606677,0.011837708596268242,0.012267328137808594,0.011449690205558968,0.019000047746679863
105,0.013890811579481152,0.01162888969397921,0.017633796559562424,0.015550602624114156,0.014551918565606677,0.016381297262165,0.012267328137808594,0.014039429806204292,0.019000047746679863
106,0.013890811579481152,0.014440985678077946,0.00883144042403299,0.015642360680304158,0.015555114390461871,0.016381297262165,0.012267328137808594,0.014045132222162282,0.019000047746679863
107,0.014273615368087677,0.010311344998595545,0.012698938773595007,0.013999273074908388,0.009708292794057428,0.016381297262165,0.012267328137808594,0.012747154268397237,0.019000047746679863
108,0.015188865892364272,0.010311344998595545,0.012698938773595007,0.013999273074908388,0.009708292794057428,0.023355441494872113,0.012267328137808594,0.007743919784350807,0.016306798848456237
109,0.017918570186223937,0.010311344998595545,0.012698938773595007,0.013999273074908388,0.009858732890375314,0.023355441494872113,0.014943901741798007,0.010694015040555897,0.016306798848456237
110,0.019962700570793974,0.010311344998595545,0.01305937550912967,0.013999273074908388,0.009858732890375314,0.02520942614849042,0.014943901741798007,0.010694015040555897,0.02027763844100846
111,0.019962700570793974,0.01103421980343313,0.012946459171133372,0.016759303490824367,0.014375059310506574,0.0294506656473022,0.015052362323010398,0.012837709503606916,0.018508319329921304
112,0.019962700570793974,0.01103421980343313,0.012946459171133372,0.016759303490824367,0.018101970042311073,0.021844123526650376,0.016631398975462446,0.012837709503606916,0.018508319329921304
113,0.02104706978703001,0.012725185753523674,0.012946459171133372,0.016239045036253143,0.019914083739334315,0.021844123526650376,0.01725790269518671,0.012837709503606916,0.012134537283734185
114,0.01683798133566015,0.014704582259448304,0.014028472246116714,0.016239045036253143,0.020507541618429628,0.021844123526650376,0.01725790269518671,0.007956239598770896,0.007818032541711414
115,0.01683798133566015,0.013279968051170371,0.01692424610027831,0.022468756895280287,0.013653738164363362,0.024829513375173716,0.01725790269518671,0.008258523379979739,0.009872848072302143
116,0.01560700804667838,0.009499477810189104,0.019436681830399347,0.01573811330967404,0.010991516242949952,0.024829513375173716,0.01725790269518671,0.008258523379979739,0.011315544082616496
117,0.00997091751960977,0.009499477810189104,0.019436681830399347,0.01582546133100574,0.007076947046051746,0.024829513375173716,0.01992621647146638,0.008258523379979739,0.01235323032167053
118,0.011292513660846788,0.009499477810189104,0.01315741289895681,0.01582546133100574,0.007450987463243242,0.024829513375173716,0.01992621647146638,0.011211051408259856,0.01235323032167053
119,0.009549297972960922,0.009499477810189104,0.01315741289895681,0.015876745713145134,0.007450987463243242,0.024829513375173716,0.022017313359267977,0.012142688356332318,0.007882298153791982
120,0.009549297972960922,0.009499477810189104,0.01315741289895681,0.015876745713145134,0.009351006712478733,0.024829513375173716,0.02449395883252299,0.012142688356332318,0.007882298153791982
121,0.009549297972960922,0.00964596989400828,0.013362605413681942,0.016263535050035315,0.009351006712478733,0.02770694654463337,0.022806906702086363,0.012142688356332318,0.007882298153791982
122,0.009549297972960922,0.007027540918444566,0.020760926879359327,0.0195011937565088,0.012678530379430885,0.028291906962831577,0.01941641054874075,0.0069681316390859,0.008630674797473495
123,0.009549297972960922,0.007027540918444566,0.020760926879359327,0.020036957456311247,0.012547964970772455,0.03151703796739334,0.02251855643615204,0.00579640851966037,0.008630674797473495
124,0.011522437434832836,0.007027540918444566,0.022121042196650884,0.0205561704602474,0.012547964970772455,0.03151703796739334,0.023349200272907204,0.003390321084148981,0.008630674797473495
125,0.011522437434832836,0.008605516100903828,0.011669925871246224,0.02157095947328134,0.012547964970772455,0.03151703796739334,0.023349200272907204,0.003390321084148981,0.009587583212629668
126,0.00984746560869109,0.008605516100903828,0.011669925871246224,0.022777385129265543,0.009660749500193223,0.03151703796739334,0.016088838604276824,0.010008759299380292,0.009587583212629668
127,0.012181573681282825,0.005248011168635741,0.011669925871246224,0.022777385129265543,0.01325398895040018,0.021791019197403665,0.01645285640690237,0.010008759299380292,0.009587583212629668
128,0.013926925200111727,0.005271689564500344,0.011669925871246224,0.022777385129265543,0.015250550939679024,0.023232135217888025,0.011332977953825978,0.0115759813822228,0.009587583212629668
129,0.011636264766166474,0.005617403516293241,0.011669925871246224,0.0167790814959343,0.0174697675698246,0.022910812177534788,0.011332977953825978,0.011852365227760935,0.01019568434627989
130,0.01428465735925258,0.005617403516293241,0.012529587023814442,0.008794748167145336,0.017288124715630918,0.022910812177534788,0.013469359938231206,0.015574928334698736,0.007862002451395789
131,0.01428465735925258,0.0064929042243318845,0.012529587023814442,0.008794748167145336,0.017288124715630918,0.022910812177534788,0.014880969202976747,0.015574928334698736,0.01333886062293485
132,0.012180393618753477,0.004930113344155449,0.014381436825538245,0.010679828313902665,0.017288124715630918,0.022910812177534788,0.015516658359830246,0.01869327610486407,0.01333886062293485
133,0.01431666077939037,0.007407595631948321,0.014381436825538245,0.012748450984277352,0.011462922740000376,0.022910812177534788,0.01572664503335667,0.01765232649606034,0.01333886062293485
134,0.01434115979025735,0.008277472463592098,0.014381436825538245,0.012748450984277352,0.011462922740000376,0.022910812177534788,0.01572664503335667,0.018872697033479123,0.018554956720568266
135,0.01464134904964232,0.008277472463592098,0.018456879131898,0.012938922734361131,0.012219471822553632,0.014749842620044494,0.01572664503335667,0.020228539006770217,0.018554956720568266
136,0.01464134904964232,0.008277472463592098,0.018456879131898,0.012938922734361131,0.015362117837257182,0.015517336516381307,0.016777690376303785,0.01199449929458722,0.018554956720568266
137,0.01464134904964232,0.009069130039157294,0.015305969632522148,0.012938922734361131,0.01075173019941618,0.009952932460855097,0.017114402609232554,0.01199449929458722,0.019648963404926265
138,0.014765944944823629,0.009069130039157294,0.015305969632522148,0.012938922734361131,0.01075173019941618,0.011198566470707402,0.013823359292897072,0.006185553021110903,0.019648963404926265
139,0.018084776660982405,0.005989057210516336,0.015305969632522148,0.012938922734361131,0.01075173019941618,0.0060719824652844335,0.009232823272830568,0.006185553021110903,0.019648963404926265
140,0.018084776660982405,0.005989057210516336,0.015305969632522148,0.012938922734361131,0.01029992803360303,0.013795803481134374,0.01043340071463614,0.006538789748871863,0.016209545671677775
141,0.018084776660982405,0.00950956138533593,0.015305969632522148,0.013567766538657725,0.01029992803360303,0.013795803481134374,0.01043340071463614,0.007462003363162311,0.017239212533125423
142,0.009890939409448315,0.007471104453445969,0.013758620967661363,0.01069015179175888,0.012984718759568673,0.013795803481134374,0.009407905345015335,0.008463000027477924,0.01636590160712595
143,0.01487853828644022,0.007471104453445969,0.013758620967661363,0.01069015179175888,0.014330805824242876,0.013795803481134374,0.008773930573343598,0.008463000027477924,0.01636590160712595
144,0.01435242896450565,0.010773778224258488,0.013758620967661363,0.01069015179175888,0.014708818365948582,0.013795803481134374,0.010579663902990585,0.008700206407107992,0.018725389272022323
145,0.015772420058739474,0.012249851270837036,0.014758935846577304,0.01069015179175888,0.014708818365948582,0.013795803481134374,0.010579663902990585,0.009631172114823562,0.018757771570184923
146,0.015772420058739474,0.014537350667799724,0.014758935846577304,0.01069015179175888,0.014708818365948582,0.013795803481134374,0.0070117101762302925,0.01214074185811201,0.012222902579612652
147,0.015772420058739474,0.014537350667799724,0.014758935846577304,0.01069015179175888,0.014708818365948582,0.013795803481134374,0.007162674426661756,0.0128418222245418,0.012222902579612652
148,0.015772420058739474,0.014537350667799724,0.016275396705373767,0.01069015179175888,0.014708818365948582,0.013795803481134374,0.007162674426661756,0.012964368114939324,0.009111044601676306
149,0.009786595534101996,0.011118823998721517,0.016297450637320958,0.007031113616654152,0.016146860255903988,0.015282546054426456,0.007162674426661756,0.012964368114939324,0.009310762458117064
150,0.009786595534101996,0.00891630276601205,0.012765870312248791,0.007031113616654152,0.01727826929096945,0.019733492352782527,0.008718639513815655,0.012964368114939324,0.009310762458117064
151,0.009786595534101996,0.008735113027898435,0.012765870312248791,0.008127873797984535,0.00906830754142094,0.019733492352782527,0.009021633471571696,0.014427876919184976,0.013152315577380492
152,0.009786595534101996,0.008735113027898435,0.012765870312248791,0.00943240932725243,0.00906830754142094,0.019904520581912315,0.005010603549209257,0.014427876919184976,0.00954929653185265
153,0.011552361562298144,0.008735113027898435,0.013667391973290447,0.00943240932725243,0.010282251772405744,0.019003609190480854,0.005010603549209257,0.012687424588215883,0.010401709842162123
154,0.011552361562298144,0.008735113027898435,0.016470694336483797,0.00943240932725243,0.006973019068874842,0.02003844763602152,0.009952186607525736,0.012687424588215883,0.010401709842162123
155,0.014007551865916464,0.008735113027898435,0.009203374165260255,0.007361176152515424,0.006973019068874842,0.02003844763602152,0.009952186607525736,0.012687424588215883,0.011930740070301208
156,0.014007551865916464,0.008735113027898435,0.009203374165260255,0.012260197387361206,0.009368071564339067,0.016600802605325753,0.009952186607525736,0.009645292027176126,0.011930740070301208
157,0.012668660939855563,0.00911957488758208,0.009203374165260255,0.012260197387361206,0.010809540934834804,0.008550230769012441,0.009952186607525736,0.014847016945519528,0.013602020706935612
158,0.012668660939855563,0.012698100983612234,0.015257977009380225,0.012260197387361206,0.010809540934834804,0.008550230769012441,0.005261771623185894,0.011192683540749876,0.013602020706935612
