step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-actor/r_hat_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-actor/r_hat_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-actor/r_hat_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-actor/r_hat_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-actor/r_hat_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-actor/r_hat_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/r_hat_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/r_hat_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/r_hat_step
159,0.012402247948583214,0.0070262365527891954,0.015257977009380225,0.012260197387361206,0.005624575779790953,0.008560150728624687,0.005261771623185894,0.011192683540749876,0.009166296355177735
160,0.013220427931137644,0.0050058615922525624,0.015257977009380225,0.013396803227742272,0.005624575779790953,0.008560150728624687,0.008387161346813828,0.011192683540749876,0.005619644521508689
161,0.01240506457406233,0.0050058615922525624,0.015257977009380225,0.01062760064398405,0.005624575779790953,0.009972449737423658,0.00909302335397687,0.016320950267322536,0.005619644521508689
162,0.012915281334344804,0.006295387590148635,0.014133878950319428,0.01062760064398405,0.006067911901303812,0.009972449737423658,0.009227778776098676,0.016320950267322536,0.005935326650427385
163,0.012915281334344804,0.008910423530808363,0.014133878950319428,0.011364069956895814,0.006070611394384774,0.009972449737423658,0.009227778776098676,0.01700191249231902,0.007470967959533543
164,0.01498506340021636,0.010693571860341162,0.016386651528766023,0.013017406079728344,0.006070611394384774,0.01043278507897835,0.009227778776098676,0.016012441077629263,0.007470967959533543
165,0.010697496757673338,0.011301261737342758,0.019943517595889748,0.007504253171506027,0.006070611394384774,0.01043278507897835,0.0068076617835781394,0.016012441077629263,0.009346643672309855
166,0.010697496757673338,0.011301261737342758,0.019943517595889748,0.007504253171506027,0.007698398276235454,0.01043278507897835,0.008293417559637683,0.01647134963960077,0.009346643672309855
167,0.011675317346148672,0.011301261737342758,0.019943517595889748,0.007887689859178145,0.007698398276235454,0.01043278507897835,0.008293417559637683,0.01647134963960077,0.009346643672309855
168,0.01357972452917994,0.011301261737342758,0.019943517595889748,0.007887689859178145,0.00817679898644695,0.012978475321717428,0.008293417559637683,0.016476782502328594,0.009346643672309855
169,0.01480479935255811,0.011306326178560491,0.019943517595889748,0.01145329842225713,0.009856636301969344,0.012978475321717428,0.008293417559637683,0.016476782502328594,0.011116138473451258
170,0.01480479935255811,0.011306326178560491,0.02003682393452839,0.012051394012558073,0.006025418448493749,0.007385318896011409,0.009300457850087589,0.018791550141351837,0.010003394732205895
171,0.01480479935255811,0.011306326178560491,0.02003682393452839,0.013522961400436836,0.006025418448493749,0.010730291780645183,0.009300457850087589,0.019966381272535808,0.010003394732205895
172,0.015907821512221722,0.011306326178560491,0.02003682393452839,0.014420429558095697,0.0036930391092108426,0.010730291780645183,0.00525018876231941,0.021288433533811865,0.010065821633990803
173,0.015907821512221722,0.012406510081345532,0.02003682393452839,0.016952763594197357,0.004841484443011155,0.012065942889878122,0.00525018876231941,0.015322394692297174,0.010065821633990803
174,0.01641699639841423,0.007176168708409747,0.02057301916455809,0.016952763594197357,0.005228610756496093,0.007510950403878439,0.00525018876231941,0.016108413598915294,0.012060388967580623
175,0.017561461139600755,0.00946709888375049,0.02057301916455809,0.017215682806338985,0.005228610756496093,0.007510950403878439,0.006905093099667345,0.012601440865022576,0.013699389837398553
176,0.018035730512268137,0.00946709888375049,0.019495881829111935,0.017215682806338985,0.005228610756496093,0.007510950403878439,0.006905093099667345,0.012601440865022576,0.009619512358246976
177,0.01854482298400953,0.00946709888375049,0.02075743562927529,0.017215682806338985,0.004493009591934875,0.007510950403878439,0.006793176473671742,0.006444381081820879,0.009619512358246976
178,0.01854482298400953,0.013426534187606467,0.02075743562927529,0.01842977344847831,0.004493009591934875,0.007510950403878439,0.006793176473671742,0.006444381081820879,0.005602218202383163
179,0.01854482298400953,0.013426534187606467,0.021277932301715572,0.01842977344847831,0.004493009591934875,0.007510950403878439,0.006806501562406476,0.006444381081820879,0.005568602892637145
180,0.01854482298400953,0.012080003608089068,0.021277932301715572,0.01842977344847831,0.005449644708220624,0.008111193418510767,0.006806501562406476,0.006444381081820879,0.005613031205528527
181,0.01063132310450067,0.013376411922048774,0.024147488727780612,0.01842977344847831,0.005449644708220624,0.012363796550922013,0.01026003440409022,0.006444381081820879,0.006714035548792794
182,0.011099917698186409,0.013376411922048774,0.026025787307858823,0.01842977344847831,0.010502135944040245,0.012363796550922013,0.01026003440409022,0.006444381081820879,0.005941020003279986
183,0.011099917698186409,0.013376411922048774,0.013744709377277056,0.01842977344847831,0.010502135944040245,0.012363796550922013,0.01026003440409022,0.006444381081820879,0.006950475521825388
184,0.006832083585587226,0.0158112639074499,0.013744709377277056,0.012030897456405247,0.009391512924409913,0.009021456435791789,0.01026003440409022,0.006444381081820879,0.011378766807806154
185,0.003553191393597897,0.014930410472008831,0.01198493693670363,0.012030897456405247,0.009391512924409913,0.006675064475773214,0.01273703801362771,0.006444381081820879,0.010594284826392335
186,0.002525022493522262,0.014930410472008831,0.01198493693670363,0.01324447329711565,0.006148252539839933,0.006675064475773214,0.013435548002631206,0.007794576921406369,0.009510596105611162
187,0.003774206335582846,0.014930410472008831,0.01198493693670363,0.01324447329711565,0.011038924839837538,0.004984119267203708,0.014313410546408594,0.00784391090955478,0.009532656409080352
188,0.004234327614669934,0.014930410472008831,0.01198493693670363,0.01324447329711565,0.012214644975810464,0.008081859780911077,0.014313410546408594,0.01045061905811049,0.009532656409080352
189,0.004234327614669934,0.013415786487290134,0.010853200110928468,0.013892752900202265,0.012821586411824012,0.008081859780911077,0.008942279356225451,0.00924701238839602,0.005186869922178362
190,0.005799340827325602,0.015190092139762756,0.010853200110928468,0.01140330998357867,0.012821586411824012,0.008770895985989405,0.008942279356225451,0.008246714673408767,0.00627499652155727
191,0.006435878046666107,0.015190092139762756,0.010853200110928468,0.01140330998357867,0.009489572475981598,0.00955377426877876,0.008942279356225451,0.008246714673408767,0.004461388707922703
192,0.007215275553365536,0.012058334447600488,0.010853200110928468,0.01140330998357867,0.009489572475981598,0.00955377426877876,0.008942279356225451,0.008246714673408767,0.004461388707922703
193,0.007215275553365536,0.008428329667157192,0.013859874256962943,0.01140330998357867,0.009489572475981598,0.012616372875706976,0.008942279356225451,0.008246714673408767,0.006090301885169655
194,0.007215275553365536,0.008428329667157192,0.013859874256962943,0.01140330998357867,0.009887497266149122,0.014409381480326514,0.008942279356225451,0.010403391823668147,0.0036144384527423863
195,0.007828695437772221,0.011156635676508094,0.010441007112202003,0.01140330998357867,0.012214648121529594,0.01443135642250943,0.011797490060884808,0.0077195507450798576,0.005003351880407963
196,0.007828695437772221,0.010120056109691408,0.011541219562933596,0.012851538683504252,0.012214648121529594,0.007235023092774896,0.011797490060884808,0.0077195507450798576,0.005003351880407963
197,0.005336784577031413,0.005676967233759565,0.007895369346864578,0.012851538683504252,0.012214648121529594,0.011987610701957668,0.011797490060884808,0.008333859270450515,0.005003351880407963
198,0.005336784577031413,0.005676967233759565,0.00871499744142386,0.014883980719970625,0.016586653921010292,0.017617839420024393,0.011797490060884808,0.011797130889598785,0.0063313015221126995
199,0.007033530805126543,0.005676967233759565,0.009724726856947929,0.01621292755428693,0.01972874645129235,0.01694470873071889,0.007776513236697573,0.01250877054484666,0.0063313015221126995
200,0.007505732699142717,0.005676967233759565,0.011331679445854894,0.01621292755428693,0.01972874645129235,0.01694470873071889,0.007776513236697573,0.01250877054484666,0.0063313015221126995
201,0.004406536756347861,0.005676967233759565,0.011331679445854894,0.014939359195051084,0.02092056635398862,0.01425716115972098,0.008095734076705226,0.014756623391132009,0.0063313015221126995
202,0.004406536756347861,0.005676967233759565,0.011331679445854894,0.014939359195051084,0.02332033182015709,0.009365984095517116,0.004975537367702162,0.01517639877226922,0.0063313015221126995
203,0.004406536756347861,0.01628780959372844,0.011331679445854894,0.014939359195051084,0.02332033182015709,0.009365984095517116,0.00932435784892168,0.01517639877226922,0.0063313015221126995
204,0.004508936705584165,0.01628780959372844,0.006082053251148474,0.014939359195051084,0.02332033182015709,0.009537767088315878,0.009757343706197965,0.01517639877226922,0.007270965864944305
205,0.004508936705584165,0.017628145867666332,0.006082053251148474,0.014939359195051084,0.02364007757094285,0.01399870106386757,0.01003007155682818,0.015185169283133026,0.007270965864944305
206,0.005356351051333754,0.01411613861803913,0.007542265396988103,0.014939359195051084,0.02364007757094285,0.014550817892378607,0.01003007155682818,0.015185169283133026,0.007270965864944305
207,0.006416601574546108,0.01411613861803913,0.007542265396988103,0.015173096922522432,0.02364007757094285,0.017565894899257178,0.01003007155682818,0.015185169283133026,0.008924147947692926
208,0.006416601574546108,0.01411613861803913,0.007542265396988103,0.007953188114142614,0.02364007757094285,0.017565894899257178,0.0052143568868841805,0.015185169283133026,0.009314025733694966
209,0.006416601574546108,0.01411613861803913,0.007837327607353561,0.007953188114142614,0.02130692818873445,0.02244760721875568,0.004299346513128918,0.015185169283133026,0.009314025733694966
210,0.006416601574546108,0.014969220875065263,0.007837327607353561,0.007953188114142614,0.02142860623708214,0.023636451131283934,0.004299346513128918,0.015185169283133026,0.009314025733694966
211,0.008161291921305644,0.009727807825793529,0.009500762007265892,0.008557188184246474,0.02142860623708214,0.023636451131283934,0.004259241134288187,0.015185169283133026,0.009314025733694966
212,0.005018704713982077,0.009727807825793529,0.010537302246869863,0.008557188184246474,0.02174881399134947,0.023636451131283934,0.006850257767072113,0.015185169283133026,0.009314025733694966
213,0.005018704713982077,0.009727807825793529,0.010537302246869863,0.008557188184246474,0.017745260270336023,0.023636451131283934,0.007258740369550333,0.015185169283133026,0.005125965448209464
214,0.005018704713982077,0.006348499940050483,0.0060423590359763,0.008557188184246474,0.011248241517297712,0.012135611372618585,0.007258740369550333,0.015185169283133026,0.006551687120885957
215,0.007081669318890874,0.006348499940050483,0.0060423590359763,0.009072528368521886,0.012477458800165733,0.014477863661793057,0.007703792628239047,0.016242782100907398,0.007487970943187303
216,0.008591918139637014,0.007127798321942455,0.007058946989834304,0.00933974699155704,0.012477458800165733,0.010318862576810068,0.007703792628239047,0.01844678108987016,0.007487970943187303
217,0.008501956971477386,0.007127798321942455,0.007389305195914117,0.00933974699155704,0.014075559567940054,0.010318862576810068,0.007703792628239047,0.01844678108987016,0.007487970943187303
218,0.008501956971477386,0.007375159070838754,0.007441848987319544,0.011053954950624133,0.014075559567940054,0.011271523622806656,0.004853181079230762,0.01844678108987016,0.008249242261843521
219,0.008501956971477386,0.00805601735741248,0.005415905422795389,0.011053954950624133,0.009387433763546869,0.014342923946044108,0.0031121337108388773,0.015834787664762543,0.010914491552645086
220,0.008950377839798187,0.00805601735741248,0.006025932790982783,0.008782092802790718,0.00879001135528104,0.014342923946044108,0.003712822193627203,0.015834787664762543,0.010914491552645086
221,0.008950377839798187,0.008463061618713867,0.006025932790982783,0.008782092802790718,0.005491220827341051,0.014651793398968743,0.003712822193627203,0.012499677941824638,0.010914491552645086
222,0.010581332030452646,0.008463061618713867,0.006309054204762385,0.008782092802790718,0.005491220827341051,0.014651793398968743,0.003712822193627203,0.012499677941824638,0.010914491552645086
223,0.010581332030452646,0.008463061618713867,0.006309054204762385,0.008782092802790718,0.006459660626485485,0.014651793398968743,0.003712822193627203,0.012594575710378643,0.011490890118284806
224,0.010581332030452646,0.007305507862734177,0.005283485753307044,0.010611792712352772,0.006459660626485485,0.014651793398968743,0.004506027179036188,0.012594575710378643,0.011490890118284806
225,0.010581332030452646,0.007305507862734177,0.005283485753307044,0.010611792712352772,0.006459660626485485,0.014651793398968743,0.004506027179036188,0.012594575710378643,0.011490890118284806
226,0.013801283596767596,0.007305507862734177,0.005283485753307044,0.010611792712352772,0.006459660626485485,0.014651793398968743,0.005562507818564929,0.009537004801483012,0.011490890118284806
227,0.013801283596767596,0.007305507862734177,0.005283485753307044,0.0077709843221621154,0.006967636247213896,0.008096985840683687,0.005562507818564929,0.009537004801483012,0.011332199248380423
228,0.007867824016677,0.010704646709154348,0.005283485753307044,0.008460024039716414,0.009032019475268918,0.008900159140802277,0.005562507818564929,0.00967320398640856,0.01570465422343454
229,0.007867824016677,0.010704646709154348,0.003623416121258649,0.005087065282559001,0.009032019475268918,0.008900159140802277,0.01254568807539749,0.006275864732036699,0.01380611241638175
230,0.008783707743683974,0.010704646709154348,0.0037063448418492018,0.006711649247342679,0.009032019475268918,0.012182715714528036,0.01254568807539749,0.006388205149091158,0.0145356137634688
231,0.009719017228253229,0.010704646709154348,0.004076695778828859,0.007513139148335846,0.010591562134967704,0.01663767774381642,0.01254568807539749,0.006388205149091158,0.017255238866204947
232,0.005005132631910171,0.010704646709154348,0.004076695778828859,0.007513139148335846,0.005577882437774785,0.01663767774381642,0.01254568807539749,0.0053830921090901734,0.010938504505135367
233,0.003216201906002341,0.010704646709154348,0.004076695778828859,0.007513139148335846,0.005577882437774785,0.01545715186130605,0.01254568807539749,0.0053830921090901734,0.010938504505135367
234,0.00585083592906438,0.011870979227031172,0.004076695778828859,0.007513139148335846,0.005577882437774785,0.012411978240773888,0.01254568807539749,0.008826634837785664,0.01130487197725914
235,0.005634176115955751,0.011870979227031172,0.005607319695198261,0.007513139148335846,0.006662502246977914,0.013191721960468111,0.007077107780081258,0.009629614627089354,0.00782043158900061
236,0.006830931100014211,0.007040417063738913,0.005115921143903861,0.007513139148335846,0.006931931303725778,0.01378171001158254,0.007379228919734711,0.01197046222007798,0.00782043158900061
237,0.006830931100014211,0.004136582907195215,0.005115921143903861,0.007513139148335846,0.006931931303725778,0.01378171001158254,0.007379228919734711,0.013190984169547514,0.009015952971299705
238,0.007234279136950895,0.004951293136265966,0.0029705046178392187,0.007513139148335846,0.00862176316203259,0.014971904773549758,0.010056649781661698,0.01324111583040672,0.0049460029363644666
239,0.004682936152055646,0.004951293136265966,0.0025825520070627012,0.004559241381243195,0.004790042822273632,0.014971904773549758,0.010056649781661698,0.01324111583040672,0.005006128390102266
240,0.005438637972332512,0.005345092439246455,0.006842167195996135,0.004559241381243195,0.005757753275138384,0.016052510974413604,0.010056649781661698,0.009702717337397204,0.005006128390102266
241,0.004210995985655076,0.007511827616682098,0.007579604002344329,0.006326135440216908,0.0061008657313809285,0.016052510974413604,0.010056649781661698,0.011039340965724452,0.007370087458031862
242,0.004210995985655076,0.009706399208749153,0.007579604002344329,0.010177161054696036,0.007459745235809754,0.016052510974413604,0.011222411775367275,0.006448520055386622,0.007370087458031862
243,0.00550125272627003,0.009795872525777715,0.007579604002344329,0.01088478999675998,0.006230153579130825,0.016052510974413604,0.011222411775367275,0.007328094628686496,0.007370087458031862
244,0.0066446502065116925,0.014189489942612512,0.008214284628468033,0.01088478999675998,0.006230153579130825,0.016052510974413604,0.011778322491264604,0.00912862699962998,0.007370087458031862
245,0.009510949522007994,0.014189489942612512,0.009886405529203873,0.008141284636209303,0.006230153579130825,0.016052510974413604,0.011778322491264604,0.00912862699962998,0.009606094195231231
246,0.009510949522007994,0.014883937682523574,0.009886405529203873,0.008141284636209303,0.006230153579130825,0.016052510974413604,0.012585672441739608,0.012010112964743877,0.009606094195231231
247,0.010193039076770884,0.016222740484855485,0.010916887729278069,0.004761361300490362,0.008207243158848725,0.016052510974413604,0.011509027919129451,0.012010112964743877,0.009606094195231231
248,0.010193039076770884,0.016494412709789245,0.010916887729278069,0.004761361300490362,0.008644975100621738,0.016052510974413604,0.011509027919129451,0.007371529150319463,0.0103164498914005
249,0.006747290807603354,0.016494412709789245,0.010325095520274106,0.0024284967449070857,0.01126081025303097,0.016052510974413604,0.011509027919129451,0.007371529150319463,0.0103164498914005
250,0.006747290807603354,0.016494412709789245,0.010325095520274106,0.0050674068847696855,0.01126081025303097,0.016052510974413604,0.014677922501489808,0.00749863517223842,0.006827383688421493
251,0.00786638743406651,0.017767177285997575,0.00781260600471739,0.003789697728966058,0.01126081025303097,0.016052510974413604,0.014300898588200796,0.00996543117325249,0.006827383688421493
252,0.00786638743406651,0.017767177285997575,0.00781260600471739,0.007236529150412178,0.012013346741419377,0.01917957750840108,0.007694671853422798,0.015822098374035688,0.0070781922894664106
253,0.00786638743406651,0.019065357176344434,0.005671687971710715,0.007236529150412178,0.012013346741419377,0.01917957750840108,0.010018480437275244,0.019034237207890884,0.011384088672826306
254,0.00786638743406651,0.013334464799746808,0.005671687971710715,0.007236529150412178,0.013007353944534162,0.01917957750840108,0.010858488911601905,0.019034237207890884,0.011384088672826306
255,0.012390380720831602,0.013334464799746808,0.005671687971710715,0.010309213211618876,0.013007353944534162,0.01917957750840108,0.0116117032063532,0.019034237207890884,0.011384088672826306
256,0.012390380720831602,0.015663948652485268,0.005671687971710715,0.010309213211618876,0.014971972664613956,0.01917957750840108,0.0060622854148596,0.019034237207890884,0.013056113007396656
257,0.0130067133430722,0.01657799771729075,0.003151180134577079,0.012848737248178166,0.0136113943960042,0.01977508862506185,0.0060622854148596,0.019034237207890884,0.013056113007396656
258,0.0130067133430722,0.01657799771729075,0.003151180134577079,0.012848737248178166,0.007972994550124193,0.01977508862506185,0.00997586880400066,0.012854693261516751,0.013056113007396656
259,0.0130067133430722,0.011115215101054622,0.007814388189681911,0.013304334632096272,0.007972994550124193,0.01977508862506185,0.00997586880400066,0.012854693261516751,0.006700622875369384
260,0.0130067133430722,0.011115215101054622,0.009209359817154822,0.013304334632096272,0.00518843547370902,0.015351881963505997,0.013438503263626618,0.012854693261516751,0.006700622875369384
261,0.013322565601111036,0.011115215101054622,0.010920798056367986,0.013304334632096272,0.0062150159868937715,0.015351881963505997,0.013438503263626618,0.014189057987190523,0.0077975639146722255
262,0.015098572842103704,0.011115215101054622,0.007933530225672766,0.013304334632096272,0.0062150159868937715,0.015351881963505997,0.014687158501987143,0.014189057987190523,0.0077975639146722255
263,0.010773266314624271,0.011115215101054622,0.007933530225672766,0.014889647361506508,0.006450708213476072,0.013154919059059004,0.01753904035817809,0.014189057987190523,0.0044946697508491135
264,0.010773266314624271,0.006244879881678563,0.007933530225672766,0.014889647361506508,0.007524250334061325,0.013154919059059004,0.01753904035817809,0.014189057987190523,0.0044946697508491135
265,0.010773266314624271,0.006244879881678563,0.008410994249057063,0.011741657852751029,0.004366662869573238,0.012130561410137426,0.01753904035817809,0.014189057987190523,0.0044946697508491135
266,0.010773266314624271,0.0043834892315704746,0.009082811688125336,0.012109546764786426,0.004366662869573238,0.01254659339474578,0.018042700093088785,0.01447105329805683,0.0044946697508491135
267,0.012816065190578506,0.0043834892315704746,0.009082811688125336,0.01266719832189515,0.004366662869573238,0.01254659339474578,0.018042700093088785,0.009435866116487144,0.004361378025658772
268,0.012816065190578506,0.0043834892315704746,0.009733419395286876,0.0105458108694198,0.006477207347437499,0.01254659339474578,0.02047500598479196,0.012436350123453116,0.004361378025658772
269,0.014148377751941369,0.005848058010813906,0.011721572724647272,0.0105458108694198,0.005007705780044901,0.01119229257155456,0.02047500598479196,0.012436350123453116,0.002192834098618102
270,0.011792102959927027,0.006262512921325927,0.011721572724647272,0.0105458108694198,0.005419329559689128,0.007791366407177201,0.0235971680256375,0.012587484682811135,0.002571214421191977
271,0.011792102959927027,0.008461913330515958,0.011721572724647272,0.0105458108694198,0.005419329559689128,0.008792772625526699,0.0235971680256375,0.008363230509354098,0.002571214421191977
272,0.011909021057283748,0.00905162440814032,0.01266291135847294,0.012552583560654414,0.005419329559689128,0.012588206089965602,0.0235971680256375,0.008363230509354098,0.002571214421191977
273,0.011909021057283748,0.00905162440814032,0.010479545923681655,0.00909213695766792,0.006888923621520646,0.013761700224322236,0.018980849932017596,0.008473262046808015,0.002571214421191977
274,0.011926044658367205,0.00905162440814032,0.010479545923681655,0.00909213695766792,0.006888923621520646,0.013761700224322236,0.014401659573946634,0.0105010925317162,0.007564215045359094
275,0.011926044658367205,0.00905162440814032,0.010479545923681655,0.010854814603200667,0.006888923621520646,0.012544600293180974,0.0162284370071491,0.01209974860047234,0.0094611523292269
276,0.013372914806282278,0.005987261005664178,0.011636291761577124,0.00853590235461801,0.006888923621520646,0.015570859814781748,0.019526527153375654,0.014910131459972817,0.009267454853955573
277,0.013372914806282278,0.006941604904825642,0.012541232575175733,0.012972633652435783,0.00840686468863201,0.015570859814781748,0.019526527153375654,0.012423125684107424,0.009267454853955573
278,0.013372914806282278,0.005416695567900237,0.013862490106847095,0.012972633652435783,0.011334005202955166,0.013490729785002311,0.019526527153375654,0.015083425526781227,0.009267454853955573
279,0.013372914806282278,0.008826577931038901,0.015297090409877487,0.007064846623633547,0.011334005202955166,0.013379291268053374,0.0209632594338258,0.012324897243620028,0.009526367008113969
280,0.01517117163605172,0.008826577931038901,0.015297090409877487,0.007064846623633547,0.006109070369839917,0.0142076600140951,0.011107345783961406,0.008503069877097274,0.011394835986849252
281,0.01517117163605172,0.008826577931038901,0.015297090409877487,0.008292932336792076,0.006109070369839917,0.0142076600140951,0.011107345783961406,0.008503069877097274,0.012330191293491707
282,0.007644703638266069,0.009216916055080984,0.01314170535956572,0.007108193597580504,0.005900727107740741,0.008231620500502735,0.011107345783961406,0.008503069877097274,0.01206127518270276
283,0.004372590847508609,0.009216916055080984,0.013534475010047748,0.007108193597580504,0.005900727107740741,0.008231620500502735,0.011107345783961406,0.008503069877097274,0.012540362495886193
284,0.008947786954932188,0.01122088242006235,0.007846337720192085,0.007108193597580504,0.005900727107740741,0.010267712230619912,0.011107345783961406,0.00814291195114054,0.012540362495886193
285,0.008947786954932188,0.01122088242006235,0.007846337720192085,0.007108193597580504,0.005900727107740741,0.01637202562577433,0.006074414300915112,0.00814291195114054,0.012540362495886193
286,0.009474887583890043,0.01122088242006235,0.007846337720192085,0.007108193597580504,0.006034587588881131,0.01637202562577433,0.006074414300915112,0.008273925557694498,0.012540362495886193
287,0.009474887583890043,0.01122088242006235,0.00915523158190999,0.009359269436849333,0.0043112472751460655,0.017116703636511216,0.006687728075246296,0.008273925557694498,0.012540362495886193
288,0.009474887583890043,0.011334684579673014,0.00915523158190999,0.009359269436849333,0.005986691901327372,0.01009244200552833,0.007767370982598064,0.011977062047591108,0.013131927774498968
289,0.01157762251903824,0.011334684579673014,0.00915523158190999,0.009359269436849333,0.005986691901327372,0.01421840613517236,0.008049245280206622,0.006635912371916445,0.010493777625504169
290,0.01157762251903824,0.013166721017920786,0.004631956266676865,0.009737764924656216,0.006666930268425156,0.01421840613517236,0.005494781919197021,0.006635912371916445,0.006863807041197828
291,0.00765266384141253,0.013166721017920786,0.004935907814281542,0.01024374678090752,0.006666930268425156,0.01828035434010809,0.005494781919197021,0.006635912371916445,0.00731198361993185
292,0.00765266384141253,0.013166721017920786,0.0070644384728041024,0.01364797494077478,0.008192203791214549,0.01828035434010809,0.006411697871360395,0.006635912371916445,0.00731198361993185
293,0.00765266384141253,0.012839990404093966,0.006314229324141293,0.009441579342591593,0.008192203791214549,0.010376859113418612,0.006411697871360395,0.006635912371916445,0.00731198361993185
294,0.005743999277920939,0.006564165818374359,0.007503922561611494,0.009441579342591593,0.0061679172267132525,0.010555318358819897,0.009644687033226872,0.006635912371916445,0.00731198361993185
295,0.005743999277920939,0.006564165818374359,0.008478893487513288,0.011026632276357777,0.0061679172267132525,0.010555318358819897,0.009644687033226872,0.010805900829624428,0.00731198361993185
296,0.0072542323365354655,0.007932313543932501,0.007423407841692067,0.011275146167540096,0.007115220492021398,0.010555318358819897,0.007946517769613536,0.012360290363457808,0.00731198361993185
297,0.007063624144994417,0.008376914800661049,0.007926558612662438,0.012126386982116122,0.007115220492021398,0.011594332115665565,0.007946517769613536,0.012440573355180527,0.008836622853648841
298,0.007063624144994417,0.005066405516783715,0.010770548190175878,0.013594740759276412,0.008934111327295737,0.012125841852074309,0.007946517769613536,0.012440573355180527,0.008836622853648841
299,0.007063624144994417,0.005066405516783715,0.010770548190175878,0.007750504380563864,0.008934111327295737,0.012125841852074309,0.009868812608337897,0.012440573355180527,0.010850156111084516
300,0.008937584628871738,0.005291066895260757,0.010040590410837866,0.011199619181904891,0.008934111327295737,0.012125841852074309,0.009868812608337897,0.012440573355180527,0.010850156111084516
