step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-actor/ppo_kl_mean_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-actor/ppo_kl_mean_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-actor/ppo_kl_mean_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-actor/ppo_kl_mean_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-actor/ppo_kl_mean_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-actor/ppo_kl_mean_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/ppo_kl_mean_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/ppo_kl_mean_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/ppo_kl_mean_step
49,0.0004071282164659351,0.0003595926391426474,0.0004147095023654402,0.000386074127163738,0.0003791358030866831,0.0003606102254707366,0.0003750408359337598,0.0003656665794551373,0.0003889717336278409
50,0.0003913388354703784,0.0004080395156051963,0.00040267419535666704,0.0003871016961056739,0.0004352395189926028,0.0003948616213165224,0.00039045416633598506,0.0004000744665972889,0.0003858398413285613
51,0.000377011630916968,0.00037480882019735873,0.0003700487723108381,0.0003814346564467997,0.00040094295400194824,0.0003800492559093982,0.00037933175917714834,0.00041883441735990345,0.0003589345433283597
52,0.00036727762199006975,0.00038048604619689286,0.00037624646211043,0.0003971611731685698,0.00038834879524074495,0.0004040934145450592,0.00034150309511460364,0.00039316253969445825,0.00035677271080203354
53,0.0004124198167119175,0.0004184658173471689,0.0003840023709926754,0.0004205776785966009,0.000381772784749046,0.000389071210520342,0.00037656340282410383,0.0003959213208872825,0.0003768957685679198
54,0.0003868104249704629,0.00042414452764205635,0.00037704125861637294,0.00039448871393688023,0.00041003909427672625,0.0003956489672418684,0.0003912273677997291,0.0004016345483250916,0.000393411930417642
55,0.00041313344263471663,0.0003830657806247473,0.0003712510224431753,0.0004036894242744893,0.0004349307855591178,0.00041722707101143897,0.0003691710880957544,0.00039912606007419527,0.0003793727373704314
56,0.00036913115764036775,0.00037938670720905066,0.0003909668594133109,0.0003927536890842021,0.0004451590357348323,0.0003868704661726952,0.0003743126871995628,0.000416627008235082,0.0003937626024708152
57,0.0003642946248874068,0.0003834814124274999,0.0004118942015338689,0.00038472205051220953,0.0004084828542545438,0.0003634442982729525,0.0004014147561974823,0.00041851139394566417,0.0003524912754073739
58,0.00034917888115160167,0.00042835139902308583,0.0003866256738547236,0.00039988369098864496,0.0004004818038083613,0.0003764113935176283,0.0003822308499366045,0.0004241987771820277,0.0004055150493513793
59,0.000380227982532233,0.0004409043758641928,0.00039376391214318573,0.0004195365181658417,0.0003864778846036643,0.0003718292573466897,0.0003646596451289952,0.0003865543694701046,0.0004112305177841335
60,0.00037098687607795,0.0003768271126318723,0.0003643498639576137,0.0003638590860646218,0.0004396999138407409,0.0003663237730506808,0.0004133516049478203,0.0003987214877270162,0.00041657642577774823
61,0.0004059612692799419,0.00037142669316381216,0.00039867713348940015,0.0003396485699340701,0.0003628653648775071,0.0003923159674741328,0.0003848952183034271,0.00040202471427619457,0.0003830709320027381
62,0.0003994930593762547,0.0004158494411967695,0.0004021663917228579,0.0003477505233604461,0.0004275460378266871,0.00039683262002654374,0.0004295604594517499,0.0003891503729391843,0.0003922149771824479
63,0.0003625004028435797,0.00038524213596247137,0.00041960750240832567,0.00040582436486147344,0.00041402605711482465,0.00039031761116348207,0.0004014781734440476,0.0004063810338266194,0.00038768621743656695
64,0.0003735986538231373,0.0003854584938380867,0.0003891116939485073,0.00033309037098661065,0.0003841993457172066,0.00035235719406045973,0.0004274964740034193,0.00042113932431675494,0.00040261013782583177
65,0.0003997827006969601,0.0003424030728638172,0.0003956264117732644,0.00038097877404652536,0.00042146179475821555,0.00040330682531930506,0.0003853618400171399,0.0004106751002836973,0.00040767272002995014
66,0.000395528506487608,0.000402140140067786,0.00036629842361435294,0.0003868429339490831,0.00039699370972812176,0.00038323187618516386,0.0004105524276383221,0.0004107579297851771,0.0003536184085533023
67,0.0003494535922072828,0.0003744972054846585,0.0003765626170206815,0.000368983339285478,0.0004221141862217337,0.0004058105987496674,0.000382135040126741,0.0004013524448964745,0.0003767471935134381
68,0.0003688149736262858,0.0004373133124317974,0.0003856713883578778,0.0003600579802878201,0.00040962902130559087,0.0004013692087028176,0.0003780953702516854,0.0003935496788471937,0.0003655581676866859
69,0.0003553675196599215,0.0004101780359633267,0.0004289328644517809,0.00035563617711886764,0.0004203426360618323,0.0003947245713789016,0.00039303454104810953,0.0003818571858573705,0.0003843727754428983
70,0.00037823987076990306,0.0003783150459639728,0.0003900924348272383,0.0004030933778267354,0.00040720723336562514,0.0003916079003829509,0.0004176368529442698,0.00037959887413308024,0.0003832018410321325
71,0.0003923775220755488,0.00036219393950887024,0.00037487977533601224,0.00036286350223235786,0.00040883253677748144,0.0003899644361808896,0.00040530788828618824,0.0003931178362108767,0.00040111358975991607
72,0.0003613067092373967,0.0003897454880643636,0.0003885081387124956,0.0003763068816624582,0.0003942236653529107,0.0003893891116604209,0.00041335501009598374,0.0004469588457141072,0.0004095467156730592
73,0.0003992857818957418,0.0004258216067682952,0.0003905041085090488,0.00041523875552229583,0.00043347859173081815,0.0004181734111625701,0.0003693661419674754,0.0003969811659771949,0.00042405829299241304
74,0.0003858878626488149,0.000380631594453007,0.00041150368633680046,0.0003880981530528515,0.0004416178271640092,0.00039786272100172937,0.00038668635534122586,0.0004022665962111205,0.0003896959824487567
75,0.00037523984792642295,0.0004117141652386635,0.00034904293715953827,0.00036712607834488153,0.0004041582287754863,0.00037668037111870944,0.0003983489878010005,0.0003649420686997473,0.0003951166872866452
76,0.0003534100251272321,0.00041536777280271053,0.00037167390109971166,0.00037954087019898,0.00040516856824979186,0.0004128372820559889,0.0003835739626083523,0.00042928315815515816,0.0004122062237001955
77,0.0003851270012091846,0.00040523623465560377,0.0003945067001041025,0.00039987769559957087,0.0004311932716518641,0.0003738953091669828,0.0003340104012750089,0.00037678793887607753,0.0003826554166153074
78,0.0003808212641160935,0.0003940596943721175,0.0003837607509922236,0.0003998207685071975,0.0004098041681572795,0.0004055501194670797,0.0003888505743816495,0.0004014519217889756,0.0003755232610274106
79,0.0003882489982061088,0.0004175118228886277,0.00039020334952510893,0.0004100044025108218,0.0004103050450794399,0.0003551878035068512,0.0004000594490207732,0.000393489288398996,0.0004189932660665363
80,0.00040800892747938633,0.00039244742947630584,0.0004032090364489704,0.0004047491529490798,0.00040771334897726774,0.0003437514533288777,0.0003897924325428903,0.000402950361603871,0.0003911880776286125
81,0.00034327234607189894,0.00043539979378692806,0.0004223317373543978,0.0004053610900882631,0.0004214630753267557,0.00040270673343911767,0.0003659524954855442,0.0004213465144857764,0.0003685439587570727
82,0.0003904927580151707,0.0004247650504112244,0.0004106131964363158,0.0003674520121421665,0.0004171502660028637,0.0003628158301580698,0.0004119690274819732,0.00040307771996594965,0.00042984538595192134
83,0.000382809666916728,0.0004255076346453279,0.0003907257632818073,0.0004093737807124853,0.0004143512633163482,0.00038216341636143625,0.0003980938927270472,0.0004097296914551407,0.00037539892946369946
84,0.000382688594982028,0.0003612474247347563,0.0004004316870123148,0.0003821256977971643,0.00043883631587959826,0.0004382351180538535,0.00041599830728955567,0.00038865351234562695,0.0004263845912646502
85,0.0003826608008239418,0.0003938663867302239,0.00042436312651261687,0.00039430204196833074,0.0004203327698633075,0.00039752901648171246,0.00034412392415106297,0.0003782999992836267,0.0004111274320166558
86,0.000386830884963274,0.0003685011179186404,0.0003894540132023394,0.0003959315945394337,0.0004148587759118527,0.000403823156375438,0.0003545844228938222,0.00040037091821432114,0.0003890313964802772
87,0.00037063020863570273,0.0004026837705168873,0.0003948706435039639,0.000388604326872155,0.0004173092602286488,0.0004082914092577994,0.0003842459700535983,0.0004190430627204478,0.0004040393978357315
88,0.0003638075140770525,0.00040986985550262034,0.0004075548786204308,0.0004166006692685187,0.00041011974099092185,0.0003924412885680794,0.0003869431093335152,0.0003722186665982008,0.00039581244345754385
89,0.0003407779149711132,0.0004169025050941854,0.00039839863893575966,0.00039611224201507866,0.000408437626902014,0.0003968969685956836,0.0003748005838133394,0.0003933457483071834,0.00039948170888237655
90,0.0003833113005384803,0.0004328033537603915,0.0003976586158387363,0.00042744161328300834,0.0003668260760605335,0.0004098262870684266,0.00035630943602882326,0.0003843001613859087,0.0004169942694716155
91,0.00036623148480430245,0.00040159220225177705,0.0004001702764071524,0.0003945916541852057,0.0004060645296704024,0.0004015993617940694,0.0004191843618173152,0.0003867788182105869,0.0003887649509124458
92,0.00034023154876194894,0.0004105585103388876,0.0004038945189677179,0.0003896798298228532,0.0003918715810868889,0.00039744030800648034,0.00037582527147606015,0.00044790818355977535,0.0003803506842814386
93,0.00039081028080545366,0.0003989473916590214,0.0004059534694533795,0.00040786113822832704,0.0004191672196611762,0.0003899838193319738,0.00039441665285266936,0.00040282137342728674,0.0003976656007580459
94,0.00040594168240204453,0.0003710757300723344,0.0004123343387618661,0.00041640567360445857,0.0004162864352110774,0.0003864775935653597,0.0004219974798616022,0.000436239322880283,0.0004047279362566769
95,0.0003618303162511438,0.0004204667347948998,0.00043120281770825386,0.0003999424516223371,0.000422646728111431,0.00040452840039506555,0.00043124009971506894,0.00041221248102374375,0.00038626816240139306
96,0.00036245305091142654,0.0003818646364379674,0.0004255750682204962,0.00039128720527514815,0.0003800915146712214,0.0004222936404403299,0.0003882886376231909,0.00041579996468499303,0.0003454608959145844
97,0.00038161411066539586,0.00037170221912674606,0.000419957097619772,0.0003779448452405631,0.0004040648927912116,0.0003871912194881588,0.0004078979254700243,,0.00039671073318459094
98,0.00038864678936079144,0.00038350257091224194,0.0004072429437655955,0.00042035352089442313,0.00042761219083331525,0.0004187751328572631,0.0003857886476907879,0.000411052315030247,0.0003428812196943909
99,0.0004056470934301615,0.0004291337972972542,0.000400702643673867,0.00041510286973789334,0.0004123614344280213,0.00036504206946119666,0.0004089589056093246,0.00039360186201520264,0.00037712170160375535
100,0.00038533980841748416,0.00040036055725067854,0.00041078031063079834,0.0003889528743457049,0.0003531119436956942,0.0003835522802546621,0.0004142759134992957,0.0003979508765041828,0.00037547561805695295
101,0.000390075845643878,0.00039446516893804073,0.0003877507988363504,0.00038318007136695087,0.00041285721817985177,0.00038806398515589535,0.0004021142958663404,0.00042864560964517295,0.00038638056139461696
102,0.0003741588443517685,0.00040338264079764485,0.0004232307546772063,0.00038721453165635467,0.0003985659859608859,0.00039502597064711154,0.0004438473260961473,0.0003904215700458735,0.0003819466510321945
103,0.0003883300523739308,0.000402764679165557,0.000389699125662446,0.00038190395571291447,0.0004237967950757593,0.00039537815609946847,0.0004032895958516747,0.0004081282240804285,0.0003604844678193331
104,0.0003702895774040371,0.0003768733877222985,0.00043921341421082616,0.0003895919944625348,0.0004261425929144025,0.000431940978160128,0.0004012889985460788,0.00041239638812839985,0.0003732949262484908
105,0.0003919846785720438,0.00039195906720124185,0.000385745195671916,0.00044092972530052066,0.0003837992553599179,0.00043098870082758367,0.0004188133170828223,0.000418024486862123,0.0003891527303494513
106,0.0004069710557814687,0.000377614313038066,0.0004023869114462286,0.0003972846898250282,0.000401616794988513,0.0003939491580240429,0.0004010193515568971,0.0003857000265270472,0.00036970857763662934
107,0.0003876840637531131,0.00039272275171242654,0.00041399261681362987,0.000411426619393751,0.00038971216417849064,0.0003969004901591688,0.0003753777709789574,0.0004137045762035996,0.0003887810162268579
108,0.00038176975795067847,0.0004019719490315765,0.0004443845245987177,0.000389595195883885,0.0004151641333010048,0.0004097492201253772,0.0003953257401008159,0.000398840376874432,0.0003473051474429667
109,0.00034596718614920974,0.0003816001408267766,0.00037046411307528615,0.0004166683938819915,0.00041744703776203096,0.0003971264814026654,0.00035972142359241843,0.0004125529667362571,0.000353259383700788
110,0.0003749830066226423,0.0004008505202364177,0.00042496496462263167,0.00040247003198601305,0.0004167367296759039,0.00040378118865191936,0.0004130260495003313,0.0003863673191517591,0.000355611031409353
111,0.0004028128460049629,0.0003886069171130657,0.00042009621392935514,0.0003783254069276154,0.0003937640285585075,0.0004128161526750773,0.0004237289249431342,0.0003818300319835544,0.0003888177743647248
112,0.00038091593887656927,0.0003818986879196018,0.0004113042959943414,0.0004187696904409677,0.0003790666814893484,0.0003777847159653902,0.00037301768315956,0.00037497325683943927,0.00036249004187993705
113,0.0003349818871356547,0.0003977828600909561,0.0003903669712599367,0.0004139772499911487,0.00038960910751484334,0.0003828081535175442,0.0004093910683877766,0.00040269517921842635,0.0003867733757942915
114,0.0003684630792122334,0.00038298784056678414,0.0004419796750880778,0.000399989599827677,0.00040030115633271635,0.00040906461072154343,0.00039298905176110566,0.00039291285793296993,0.0003650006838142872
115,0.0003729617455974221,0.0004020929336547851,0.0004445741942618042,0.000424638856202364,0.0003850532812066376,0.000387523032259196,0.0004221862182021141,0.00041085106204263866,0.0003549834946170449
116,0.0003596066380850971,0.0003903651377186179,0.00043600090430118144,0.0004184099670965225,0.0004116429481655359,0.0003972320409957319,0.0004190936451777816,0.00035778374876827,0.0003945975331589579
117,0.00036931264912709594,0.0004032336291857064,0.0004137923242524266,0.0003984652867075056,0.000371163449017331,0.00038593352655880153,0.00040616659680381417,0.0003825005260296166,0.0003327122831251472
118,0.00036146349157206714,0.0004283742164261639,0.0003651824372354895,0.0004012707504443824,0.00039723789086565375,0.0003951161343138665,0.0004135638882871717,0.00039296032628044486,0.0003737661463674158
119,0.0003492597898002714,0.0004059474740643054,0.0004277573025319726,0.0003981051268056035,0.0003782514249905944,0.0004020623746328056,0.00040766980964690447,0.0003887518832925707,0.0003624271776061505
120,0.0003766263253055513,0.0004205870209261775,0.0004135913623031229,0.00037756943493150175,0.0003867768100462854,0.0003649795544333756,0.0004061650543008,0.0003702774993143976,0.00035726436180993915
121,0.0003837954718619585,0.00043712183833122253,0.0004147017898503691,0.0003807470202445984,0.0003792391798924654,0.0004116971103940159,0.0003990865661762655,0.0003643563250079751,0.00039303346420638263
122,0.0003668524732347578,0.00040909458766691387,0.00044347214861772954,0.0003642357769422233,0.0003906542842742056,0.00041598110692575574,0.0003850114298984408,0.0003936352441087365,0.00035518250660970807
123,0.00038787885569036007,0.0004299881402403116,0.00042208636295981705,0.0004155540082138032,0.0003741131804417819,0.00040888256626203656,0.0004167400766164064,0.0003628191479947418,0.00036117411218583584
124,0.0003683755057863891,0.0004064931417815387,0.0004104336549062282,0.000394743139622733,0.0003974738938268274,0.0004033957957290113,0.00038865767419338226,0.0003898222930729389,0.0003469043876975775
125,0.0003617573820520192,0.0004109891306143254,0.0004775197885464877,0.0004227399476803839,0.00033607552177272737,0.0004120675148442387,0.00040858876309357584,0.0003711393510457128,0.0003743141714949161
126,0.00039360474329441786,0.0004225994343869388,0.0004188815364614129,0.0004030861600767821,0.0003736298240255565,0.0004207097517792135,0.00039706125971861184,0.0003878848801832646,0.0003699999942909926
127,0.0003923028707504273,0.00043465456110425293,0.0004048298578709364,0.0004593555931933224,0.0004040422209072858,0.0004383267078083009,0.0003998781612608582,0.0004164226120337844,0.00036330605507828295
128,0.0003519604215398431,0.00040188003913499415,0.00042079316335730255,0.0003755906363949179,0.00038776927976869047,0.0004131706082262099,0.000396397546865046,0.0003693041217047721,0.0003365356824360788
129,0.0003276777861174196,0.0004015424055978656,0.00045013369526714087,0.0004076904733665287,0.0003596780588850379,0.0004195997607894242,0.00040647151763550937,0.00038887819391675293,0.00034313625656068325
130,0.0003708676667883992,0.0004134630144108087,0.0004531684098765254,0.0004255934327375144,0.0003943710180465132,0.0004290821379981935,0.0003970196703448891,0.00042800011578947306,0.0003410347271710634
131,0.00033678620820865035,0.00040424944018013775,0.0004660542181227356,0.0004165850696153939,0.0003923639887943864,0.0004164777928963304,0.00040001916931942105,0.0003945158387068659,0.00036832987098023295
132,0.000373021699488163,0.00038608492468483746,0.0003848171909339726,0.0004021433414891362,0.0003821872815024108,0.0003896108246408403,0.0004078087513335049,0.0004086385597474873,0.0003597510512918234
133,0.000365753541700542,0.000405769475037232,0.0004202572745271027,0.0004001944907940924,0.000386231520678848,0.00041144018177874386,0.00041861695353873074,0.00038326813955791295,0.00036834654747508466
134,0.00036177944275550544,0.0004089732246939093,0.0004076711484231055,0.0004089058784302324,0.0003895481931976974,0.0004006284871138632,0.00036171291139908135,0.00042850899626500905,0.0003350343613419682
135,0.0003533670387696475,0.0003990353725384921,0.00043600393109954894,0.0003891955711878836,0.0003850808716379106,0.00037243610131554306,0.0003831858048215509,0.0003524397616274655,0.00031753236544318497
136,0.0003356777597218752,0.00039083362207748,0.00043329165782779455,0.0004374223935883492,0.00036245942465029657,0.0003765609872061759,0.0004245468298904598,0.00041225532186217606,0.00036721909418702126
137,0.0003448457573540509,0.0004040298226755112,0.0004113469331059605,0.0004183082201052457,0.0003746274742297828,0.00038044340908527374,0.0003684317343868315,0.00035508457222022116,0.00034779697307385504
138,0.0003819979610852897,0.0004086195258423686,0.00044992860057391226,0.00041056019836105406,0.0004140478267800063,0.0003961972252000123,0.0003521223843563348,0.0003513119008857757,0.0003580246993806213
139,0.000377855816623196,0.0003984950017184019,0.0004159969394095242,0.0004550563171505928,0.0003714821068570018,0.0003933554398827255,0.0004035784804727882,0.00037653735489584506,0.0003616715839598328
140,0.00035470849252305925,0.00041529920417815447,0.0004646799934562296,0.0004602113913279027,0.0004099096986465156,0.0004228762409184128,0.0004045565146952867,0.0004197958915028721,0.0003712303878273815
141,0.0003565600491128862,0.00040625676047056913,0.00043492732220329344,0.0004163722041994333,0.0003919188166037202,0.0004017149622086435,0.0003519048332236707,0.0004050795978400856,0.00034999795025214553
142,0.0003576863673515618,0.0003710398741532117,0.00044176241499371827,0.0004117562784813345,0.0004169082967564464,0.0004035198653582483,0.0003519179590512067,0.0003716613573487848,0.0003204235981684178
