step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-actor/param_delta_norm_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-actor/param_delta_norm_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-actor/param_delta_norm_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-actor/param_delta_norm_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-actor/param_delta_norm_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-actor/param_delta_norm_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/param_delta_norm_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/param_delta_norm_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/param_delta_norm_step
158,0.025586120784282684,0.029689446091651917,0.03109387867152691,0.02427176758646965,0.015466678887605669,0.023207252845168114,0.024481194093823433,0.03179238364100456,0.028276726603507996
159,0.024596326053142548,0.029890211299061775,0.0310687106102705,0.0242418609559536,0.031390827149152756,0.02351771853864193,0.02445385232567787,0.015878496691584587,0.020714448764920235
160,0.02691053226590157,0.0296956580132246,0.030656009912490845,0.024295683950185776,0.01558120921254158,0.023642556741833687,0.024572720751166344,0.01586190238595009,0.020829293876886368
161,0.023590972647070885,0.014796026051044464,0.030370496213436127,0.024213897064328194,0.015644621104002,0.023675786331295967,0.02434440143406391,0.03155870735645294,0.020930903032422062
162,0.026256756857037544,0.029562056064605713,0.026411615312099457,0.02467026747763157,0.03130299970507622,0.023667944595217705,0.024638717994093895,0.015693629160523415,0.02112201228737831
163,0.0262050349265337,0.0300015602260828,0.028623534366488457,0.02449104376137257,0.031006643548607823,0.023453013971447945,0.02442321367561817,0.03086778149008751,0.02123740315437317
164,0.030709581449627876,0.029869820922613144,0.033146932721138,0.024240044876933094,0.015750428661704063,0.023534273728728294,0.02436761744320393,0.030652564018964767,0.021335292607545853
165,0.0205819271504879,0.029844030737876892,0.04050051420927048,0.024515479803085327,0.015754899010062218,0.02366691827774048,0.024461131542921063,0.015504762530326843,0.021380534395575523
166,0.02204401418566704,0.014868185855448246,0.04027959331870079,0.02435852587223053,0.03141773119568825,0.023782502859830856,0.024192795157432556,0.030712474137544632,0.02124723605811596
167,0.02403019554913044,0.01497787330299616,0.04044835641980171,0.024434812366962433,0.015733342617750168,0.024081796407699585,0.0246150903403759,0.015562488697469234,0.021343395113945007
168,0.028004193678498268,0.014924791641533377,0.040255144238471985,0.024646831676363945,0.03151398152112961,0.024179020896553993,0.024389276280999184,0.03110082820057869,0.02145779505372047
169,0.030400240793824196,0.029919888824224472,0.04067688807845116,0.024578746408224102,0.03125812113285065,0.02411257103085518,0.024536719545722008,0.015689251944422722,0.024060430005192757
170,0.030220886692404747,0.01479027047753334,0.041059594601392746,0.02438248321413994,0.03111674077808857,0.02401715517044067,0.02487600594758987,0.031414348632097244,0.02167253941297531
171,0.03012804314494133,0.014725425280630589,0.04100368916988373,0.024110248312354088,0.01537309866398573,0.02401493862271309,0.024589968845248222,0.031032396480441093,0.02145434357225895
172,0.03239510580897331,0.014796624891459942,0.04147987067699432,0.024194596335291862,0.03104417398571968,0.024291595444083217,0.024625202640891075,0.031071143224835396,0.02136371284723282
173,0.03242500498890877,0.0294706542044878,0.04158495366573334,0.02409335784614086,0.03108791448175907,0.02414465509355068,0.024771222844719887,0.03126166760921478,0.021427178755402565
174,0.03319963067770004,0.029510797932744023,0.0429920069873333,0.024118535220623016,0.0311660785228014,0.02412455901503563,0.02471190132200718,0.030819807201623917,0.025279495865106583
175,0.035870954394340515,0.029249729588627815,0.04264317452907562,0.02374189905822277,0.015633216127753258,0.024002939462661743,0.02481149509549141,0.03107900172472,0.028546422719955444
176,0.0361727736890316,0.014761905185878277,0.03778279200196266,0.023539457470178604,0.01554461196064949,0.02399749681353569,0.024799346923828125,0.015517122112214564,0.020636389032006264
177,0.037467800080776215,0.014747639186680315,0.04301450774073601,0.02363663911819458,0.03100946731865406,0.02418181672692299,0.024677854031324387,0.03127562999725342,0.020466553047299385
178,0.0371079258620739,0.029681432992219925,0.042998891323804855,0.023350154981017113,0.015285994857549667,0.02394150011241436,0.024646425619721413,0.01564357429742813,0.020181816071271896
179,0.0368826724588871,0.015132592990994452,0.04467809945344925,0.023711171001195908,0.015425077639520168,0.023700028657913208,0.024597536772489548,0.01586846634745598,0.020177701488137245
180,0.03746843710541725,0.029782192781567577,0.04435762017965317,0.024010073393583298,0.031079022213816643,0.02418641932308674,0.02427680604159832,0.015779878944158554,0.020357759669423103
181,0.020418213680386543,0.029824912548065186,0.05121538043022156,0.024045655503869057,0.015584714710712433,0.02433176152408123,0.024335281923413277,0.015562725253403189,0.020158395171165463
182,0.022554440423846245,0.014688912779092789,0.05440860241651535,0.0242619588971138,0.030973520129919052,0.0242014080286026,0.024556783959269524,0.015514908358454704,0.02014578133821487
183,0.022628439590334892,0.014712255448102953,0.02070498652756214,0.0242393109947443,0.015613630414009094,0.0241630170494318,0.024237604811787605,0.01539049856364727,0.02005157247185707
184,0.02024063654243946,0.02952864021062851,0.028530318289995193,0.024285314604640007,0.0313195139169693,0.024053821340203285,0.02376953698694706,0.01536894589662552,0.022746995091438293
185,0.020280811935663223,0.029813596978783607,0.021377716213464737,0.02403066493570805,0.01575586013495922,0.02447597123682499,0.023692935705184937,0.01572163961827755,0.01998796872794628
186,0.02027367241680622,0.014885306358337402,0.024821771308779716,0.02377212978899479,0.03099777176976204,0.02428235486149788,0.024165650829672813,0.031257595866918564,0.02025848627090454
187,0.020167378708720207,0.014829917810857296,0.02478678897023201,0.023639915511012077,0.03062994964420795,0.024254903197288513,0.024413876235485077,0.031174195930361748,0.02008514292538166
188,0.020040148869156837,0.014845626428723335,0.02499738708138466,0.023879876360297203,0.030806496739387512,0.02450978010892868,0.02453913353383541,0.030864201486110687,0.02028152160346508
189,0.020089229568839073,0.030061298981308937,0.020699888467788696,0.024109911173582077,0.03082041442394257,0.02455664426088333,0.024352971464395523,0.031175728887319565,0.02034129574894905
190,0.01997404173016548,0.030097343027591705,0.02233308926224709,0.02373705431818962,0.015506526455283163,0.024440256878733635,0.024348394945263863,0.03092474304139614,0.020426247268915176
191,0.019955506548285484,0.01515075657516718,0.022697247564792633,0.024034591391682625,0.031004974618554115,0.024262676015496257,0.024171248078346252,0.015372620895504951,0.020457055419683456
192,0.019938917830586433,0.03013158217072487,0.022566957399249077,0.023865163326263428,0.015533490106463432,0.023972908034920692,0.024163145571947094,0.015478231944143772,0.020634880289435387
193,0.01965299621224403,0.030140837654471397,0.029154079034924507,0.02394387684762478,0.015485811047255991,0.024052254855632785,0.02417399361729622,0.015463300049304962,0.020711716264486313
194,0.01974843442440033,0.015072972513735294,0.029038097709417343,0.023696111515164375,0.031192513182759285,0.02379353903234005,0.023815423250198364,0.030542727559804916,0.02042500674724579
195,0.020007332786917686,0.03017197921872139,0.02128300629556179,0.02368554100394249,0.031074780970811844,0.023836301639676098,0.02396523766219616,0.03078548423945904,0.02040286920964718
196,0.020013775676488876,0.03010297194123268,0.024586142972111705,0.02360541746020317,0.0154555207118392,0.023968534544110295,0.02390904910862446,0.01532729435712099,0.020639583468437195
197,0.020108090713620182,0.030429162085056305,0.021050620824098587,0.02354477345943451,0.0155487647280097,0.02419915795326233,0.024163922294974327,0.030577147379517555,0.020582713186740875
198,0.020342273637652397,0.015055907890200617,0.021041857078671455,0.023824013769626617,0.03080381080508232,0.024226676672697067,0.023986846208572388,0.031236331909894943,0.02092468738555908
199,0.0203032735735178,0.01500397641211748,0.020949138328433037,0.023644808679819107,0.03125063329935074,0.02418126165866852,0.024168239906430244,0.031247561797499657,0.02103344723582268
200,0.020269179716706276,0.014865633100271223,0.024046504870057103,0.023451067507267,0.015607249923050404,0.02378303185105324,0.023992685601115227,0.015691746026277542,0.02117176167666912
201,0.020055554807186127,0.014996059238910677,0.024234823882579803,0.02362659014761448,0.030980076640844345,0.023785848170518875,0.024608535692095757,0.031598158180713654,0.021117528900504112
202,0.020038636401295665,0.014922652393579485,0.02431871742010117,0.02353827469050884,0.030992193147540092,0.023924849927425385,0.024817178025841713,0.031384438276290894,0.021120889112353325
203,0.02009091153740883,0.029629452154040337,0.02439052239060402,0.02357544936239719,0.015307103283703327,0.023867778480052948,0.024826999753713608,0.015627535060048103,0.020783064886927605
204,0.02002444304525852,0.015002075582742693,0.021920528262853622,0.023521678522229195,0.015218660235404968,0.02366484142839909,0.025078877806663513,0.015593110583722591,0.02070832997560501
205,0.01973002217710018,0.029346736147999763,0.02196633256971836,0.0232884269207716,0.030367828905582428,0.02346784807741642,0.02518128603696823,0.031060585752129555,0.020900819450616837
206,0.019699890166521072,0.029530806466937065,0.02251817472279072,0.023295549675822255,0.015139068476855757,0.02346340194344521,0.02513776905834675,0.015475067310035229,0.02086986042559147
207,0.019755952060222626,0.01495012454688549,0.022451002150774,0.023531338199973103,0.01508165057748556,0.02363872155547142,0.025211742147803307,0.015432565473020077,0.020771542564034465
208,0.019679546356201172,0.015112719498574734,0.022223126143217087,0.023498496040701863,0.015162619762122633,0.023627901449799538,0.025765111669898033,0.015499811619520187,0.020788418129086494
209,0.019739026203751564,0.015071477741003036,0.02209586463868618,0.023357423022389412,0.03050891123712063,0.023676253855228424,0.025816135108470917,0.015739157795906067,0.020978447049856182
210,0.01974572986364365,0.03064350038766861,0.022171752527356148,0.023507364094257355,0.030559154227375984,0.02396336756646633,0.02576492726802826,0.015813730657100677,0.021020138636231422
211,0.019734054803848267,0.03067338466644287,0.02242105081677437,0.023519881069660187,0.0152076818048954,0.023628028109669685,0.025694215670228004,0.015828516334295273,0.02131650596857071
212,0.01999758370220661,0.015472224913537502,0.02407960034906864,0.02377346903085709,0.03070062026381493,0.023888086900115013,0.02565091848373413,0.015693366527557373,0.021801989525556564
213,0.019772551953792572,0.01538509875535965,0.024386053904891018,0.023562699556350708,0.031259119510650635,0.02387557365000248,0.02572957798838615,0.015613634139299393,0.02215395495295525
214,0.019840441644191745,0.03039061278104782,0.023118754848837852,0.02345118299126625,0.03092363104224205,0.023856500163674355,0.02549494430422783,0.015364783816039562,0.02183627150952816
215,0.019980283454060555,0.015611262060701849,0.023848693817853928,0.02377159893512726,0.030983231961727142,0.024072224274277687,0.02572102472186089,0.03079555369913578,0.021954603493213657
216,0.01988379657268524,0.031105125322937965,0.02386490628123283,0.02331940084695816,0.015207543037831783,0.023864073678851128,0.02605820819735527,0.030898313969373703,0.02231297455728054
217,0.019877752289175987,0.015688303858041763,0.024313146248459816,0.023337190970778465,0.030442455783486366,0.02359914220869541,0.0258715245872736,0.015214839950203896,0.022636963054537773
218,0.020151974633336067,0.031633783131837845,0.02445874735713005,0.02351631596684456,0.01527829747647047,0.02369975298643112,0.02566356211900711,0.015190375968813896,0.022661831229925156
219,0.02004774659872055,0.03193853050470352,0.024314872920513153,0.023467203602194783,0.030500221997499462,0.0236804336309433,0.026002174243330956,0.03070576675236225,0.02570127509534359
220,0.019850587472319603,0.015795951709151268,0.024020833894610405,0.02298426441848278,0.03056497871875763,0.02350330352783203,0.025899704545736313,0.015205775387585165,0.025493796914815903
221,0.019777899608016018,0.03216874599456787,0.024089297279715535,0.022819090634584427,0.03038192354142666,0.023135460913181305,0.025775356218218803,0.030378665775060657,0.02596374601125717
222,0.02118811383843422,0.016154024749994278,0.02445640042424202,0.02288513071835041,0.015285782516002657,0.023396089673042297,0.025522060692310333,0.015212803147733212,0.026292474940419197
223,0.021387198939919472,0.016284309327602386,0.024420494213700294,0.02293826825916767,0.030909806489944455,0.02356128022074699,0.025447338819503784,0.03032405488193035,0.02914823591709137
224,0.021250177174806595,0.032495394349098206,0.024494891986250877,0.023064248263835907,0.01546537782996893,0.023436523973941803,0.02581629529595375,0.01541067101061344,0.03105374425649643
225,0.02126683108508587,0.016234522685408592,0.024425221607089043,0.02305599115788937,0.015546539798378944,0.023436395451426503,0.02536913938820362,0.015367108397185802,0.031267572194337845
226,0.02755131386220455,0.016277089715003967,0.02455107495188713,0.02319939248263836,0.015546489506959915,0.023240340873599052,0.025413930416107178,0.03052937611937523,0.03228266164660454
227,0.0275906715542078,0.016542185097932816,0.02496998757123947,0.02366056852042675,0.031403735280036926,0.02314980141818523,0.0253453329205513,0.015476461499929428,0.03244622424244881
228,0.019682759419083595,0.032978419214487076,0.024790605530142784,0.023926928639411926,0.031414393335580826,0.02305769734084606,0.02521857433021069,0.030664514750242233,0.045808229595422745
229,0.019947299733757973,0.01661251299083233,0.024262594059109688,0.024283625185489655,0.015951769426465034,0.023205069825053215,0.025209935382008553,0.030546732246875763,0.03609243780374527
230,0.019789904356002808,0.016742445528507233,0.023994123563170433,0.02428499050438404,0.015997806563973427,0.02332838997244835,0.025279583409428596,0.03051239810883999,0.04518633335828781
231,0.019634604454040527,0.01658678986132145,0.023794686421751976,0.024346036836504936,0.031999729573726654,0.023454684764146805,0.025042610242962837,0.015138879418373108,0.05457055568695069
232,0.019824350252747536,0.01673789508640766,0.023474685847759247,0.02454392984509468,0.03236259147524834,0.023516511544585228,0.024878699332475666,0.029947731643915176,0.03220340609550476
233,0.019711896777153015,0.016449984163045883,0.02334105223417282,0.024362729862332344,0.01611124910414219,0.02323124371469021,0.025061285123229027,0.015159609727561474,0.03539174795150757
234,0.01991225779056549,0.032805122435092926,0.023018429055809975,0.024271344766020775,0.016014065593481064,0.023442618548870087,0.025142459198832512,0.030403563752770424,0.0362468995153904
235,0.019921014085412025,0.016468817368149757,0.022848371416330338,0.02444794774055481,0.03216322883963585,0.0234481617808342,0.025104425847530365,0.03078984841704369,0.03162362799048424
236,0.02004101313650608,0.03281566873192787,0.02255574986338615,0.024295732378959656,0.03248551860451698,0.023337269201874733,0.025050301104784012,0.030703574419021606,0.03139859437942505
237,0.0196992140263319,0.03303062170743942,0.022436346858739853,0.0240541473031044,0.01623455062508583,0.023008063435554504,0.024690933525562286,0.03096115030348301,0.030983787029981613
238,0.019898241385817528,0.03336075320839882,0.022522171959280968,0.024774258956313133,0.03258529677987099,0.023258505389094353,0.02483675256371498,0.031127991154789925,0.030632926151156425
239,0.01989108882844448,0.016660669818520546,0.021898571401834488,0.02468027174472809,0.032231394201517105,0.023055188357830048,0.02454616501927376,0.015337810851633549,0.03002831339836121
240,0.019963502883911133,0.033446282148361206,0.02194695919752121,0.02466718852519989,0.03234617039561272,0.023029537871479988,0.024629108607769012,0.031123913824558255,0.029558097943663597
241,0.019953185692429543,0.0339156873524189,0.02161731757223606,0.025127870962023735,0.03221920132637024,0.02295494824647903,0.024274220690131187,0.030771616846323013,0.02838055230677128
242,0.01993223838508129,0.03344383463263512,0.02137768641114235,0.02502262033522129,0.0321236290037632,0.022882984951138496,0.024212641641497612,0.030745094642043114,0.02781873196363449
243,0.020018195733428,0.03397130221128464,0.021200019866228104,0.024988792836666107,0.032065220177173615,0.023203514516353607,0.024141032248735428,0.030689766630530357,0.02768373303115368
244,0.020040757954120636,0.03473609685897827,0.021309981122612953,0.025104131549596783,0.01593170315027237,0.023109912872314453,0.024177186191082,0.030184222385287285,0.02698834612965584
245,0.019834045320749283,0.017207644879817963,0.020991621538996696,0.024959761649370193,0.015934718772768974,0.02320915088057518,0.02416793815791607,0.015306015498936176,0.026136208325624462
246,0.01990753412246704,0.03474564850330353,0.020741213113069534,0.02514166384935379,0.015918033197522163,0.02293960377573967,0.02362188883125782,0.030240563675761223,0.025552745908498764
247,0.02003883570432663,0.03480442240834236,0.02224171906709671,0.02491718903183937,0.03207870200276375,0.02305210940539837,0.023467035964131355,0.015038210898637772,0.025053992867469788
248,0.02016569674015045,0.03523687273263931,0.02220332995057106,0.02499416097998619,0.03213557228446007,0.023387545719742775,0.02364395000040531,0.030228331685066223,0.025312745943665504
249,0.019799450412392616,0.01772887073457241,0.02043175138533115,0.025054996833205223,0.032199423760175705,0.023184414952993393,0.023550035431981087,0.015246493741869926,0.02534257434308529
250,0.019880611449480057,0.01803135685622692,0.02089964970946312,0.02483314648270607,0.016001498326659203,0.023099780082702637,0.023242104798555378,0.03104511462152004,0.02410631813108921
251,0.019725676625967022,0.03643345460295677,0.020150285214185715,0.024711549282073975,0.01564139686524868,0.022902576252818108,0.022962728515267372,0.030759619548916817,0.02373632788658142
252,0.01976925879716873,0.01805705763399601,0.019876623526215553,0.024467458948493004,0.031708698719739914,0.02275599166750908,0.022845622152090073,0.030932150781154633,0.023389441892504692
253,0.019550029188394547,0.036287497729063034,0.01980411633849144,0.0243079774081707,0.015568598173558712,0.022731224074959755,0.02267790585756302,0.03126664087176323,0.026175258681178093
254,0.01987222209572792,0.036009494215250015,0.019648352637887,0.02412482164800167,0.031474530696868896,0.023040220141410828,0.0226302407681942,0.015563220717012882,0.025770053267478943
255,0.02448985166847706,0.017859620973467827,0.019754726439714432,0.02439519576728344,0.015564724802970886,0.023240042850375175,0.022206127643585205,0.015416293404996397,0.025515977293252945
256,0.02446852996945381,0.035800687968730927,0.01983741484582424,0.024077413603663445,0.030996110290288925,0.02349207177758217,0.021954821422696114,0.015245451591908932,0.02912290208041668
257,0.0253392793238163,0.03649540990591049,0.019972115755081177,0.024538299068808556,0.03078608773648739,0.0233490988612175,0.02204143814742565,0.015276022255420685,0.028914202004671097
258,0.02541804313659668,0.017976917326450348,0.01993284933269024,0.024826955050230023,0.031085502356290817,0.02351078763604164,0.022244254127144817,0.030512992292642593,0.028327228501439095
259,0.025205880403518677,0.035864561796188354,0.019813884049654007,0.02462969720363617,0.015380053780972958,0.02337922528386116,0.02229350619018078,0.0154208829626441,0.021445341408252716
260,0.025541186332702637,0.017930055037140846,0.01986899971961975,0.024434376507997513,0.03115626610815525,0.0237635001540184,0.02202475629746914,0.015279797837138176,0.02125007100403309
261,0.026126427575945858,0.017917999997735023,0.0213340874761343,0.024461785331368446,0.031287986785173416,0.0239756740629673,0.022170396521687508,0.030340397730469704,0.02082718536257744
262,0.029583413153886795,0.018087835982441906,0.019569186493754387,0.02450625970959663,0.015492686070501804,0.024034550413489345,0.022153696045279503,0.015221914276480676,0.020655857399106026
263,0.01960653625428677,0.018074171617627144,0.01952766813337803,0.024426981806755062,0.031144849956035617,0.024505311623215675,0.022247448563575745,0.015027545392513275,0.02097075618803501
264,0.021227914839982983,0.03566329926252365,0.01962408423423767,0.02470584399998188,0.031604982912540436,0.024728771299123764,0.022430451586842537,0.015208417549729347,0.020803187042474747
265,0.021254777908325195,0.017791269347071648,0.019746940582990646,0.024548573419451714,0.03171096369624138,0.024838998913764954,0.02239402011036873,0.015126706101000307,0.020442180335521695
266,0.02139238640666008,0.03563259541988373,0.019806943833827972,0.024610698223114017,0.015945130959153175,0.02487826719880104,0.02232037298381329,0.030362149700522423,0.02027947269380093
267,0.025553449988365173,0.017880111932754517,0.02008397877216339,0.02421857975423336,0.01595953106880188,0.024805914610624313,0.02203727699816227,0.030283695086836815,0.020035503432154655
268,0.025598742067813873,0.01802167482674122,0.019739661365747452,0.02400209754705429,0.03201238438487053,0.025161786004900932,0.02195686288177967,0.029967065900564194,0.01969311758875847
269,0.02814752422273159,0.03662802278995514,0.023496467620134354,0.024067986756563187,0.031601209193468094,0.02485053241252899,0.02221469953656197,0.015166071243584156,0.01990436762571335
270,0.019987350329756737,0.03721071779727936,0.023405734449625015,0.024155067279934883,0.03118624910712242,0.02503766305744648,0.02268935926258564,0.030518407002091408,0.020115448161959648
271,0.023659154772758484,0.036481454968452454,0.023180775344371796,0.02397691272199154,0.015569121576845646,0.024880271404981613,0.022504404187202457,0.030605299398303032,0.01990991272032261
272,0.02366427704691887,0.03643738105893135,0.02506637386977673,0.023925624787807465,0.015520174987614157,0.024543242529034615,0.02253578044474125,0.015247476287186146,0.019839134067296985
273,0.023544596508145332,0.018314288929104805,0.019935721531510353,0.024080684408545498,0.03067946434020996,0.024755209684371948,0.022794343531131744,0.03043006546795368,0.019836708903312683
274,0.02380712516605854,0.018137836828827855,0.0208743903785944,0.024108335375785828,0.015415661968290806,0.024850569665431976,0.022939316928386688,0.030262839049100876,0.019976794719696045
275,0.023505590856075287,0.018392592668533325,0.021171556785702705,0.024610113352537155,0.015365584753453732,0.02479388378560543,0.023035550490021706,0.03020244836807251,0.020349228754639626
276,0.026319921016693115,0.037114184349775314,0.02346213161945343,0.024591388180851936,0.015430421568453312,0.024787571281194687,0.02271414175629616,0.03049284406006336,0.02014743536710739
277,0.02624542824923992,0.0376860573887825,0.02560702338814735,0.024706732481718063,0.03088768757879734,0.024868594482541084,0.022849563509225845,0.030221132561564445,0.019939260557293892
278,0.02647785283625126,0.037776533514261246,0.028560837730765343,0.02447107434272766,0.030796920880675316,0.025257065892219543,0.02297062613070011,0.03097285702824593,0.019839148968458176
279,0.026355253532528877,0.03769136965274811,0.031407929956912994,0.024425534531474113,0.015388098545372486,0.025531359016895298,0.02312896773219109,0.030818456783890724,0.01984492130577564
280,0.0296010859310627,0.018974097445607185,0.03156564384698868,0.024622691795229912,0.030753837898373604,0.02613397128880024,0.02302700467407703,0.030811291188001633,0.0225826483219862
281,0.0293902475386858,0.019166957587003708,0.03146098181605339,0.024815531447529793,0.015199858695268633,0.02598959393799305,0.023320835083723068,0.015549076721072195,0.024448754265904427
282,0.01931533589959145,0.037670522928237915,0.02226223424077034,0.024714399129152295,0.030594756826758385,0.0259205624461174,0.02357114665210247,0.015890173614025116,0.023097055032849312
283,0.019256997853517532,0.018672926351428032,0.027362026274204258,0.024704305455088615,0.01514272391796112,0.025790058076381683,0.023382842540740967,0.015762295573949814,0.024539457634091377
284,0.01931522972881794,0.03749047964811325,0.02017293870449066,0.024566203355789185,0.015090879052877426,0.02579699084162712,0.023381803184747696,0.031481239944696426,0.02392275258898735
285,0.019466882571578022,0.01838988810777664,0.02028612233698368,0.0247618705034256,0.015129968523979189,0.02580489218235016,0.023487232625484467,0.015777524560689926,0.023632027208805084
286,0.01944190450012684,0.018129756674170498,0.02011488378047943,0.02483823709189892,0.030168043449521065,0.0256744883954525,0.023545315489172935,0.03161635249853134,0.023374885320663452
287,0.019269635900855064,0.01818094402551651,0.020014498382806774,0.025029370561242104,0.03050081618130207,0.02589094080030918,0.023877201601862907,0.01602710224688053,0.02348761446774006
288,0.019175494089722633,0.03592820465564728,0.019969457760453224,0.02494390867650509,0.030493006110191345,0.02600977197289467,0.02352810651063919,0.03218875825405121,0.024646153673529625
289,0.022262196987867355,0.017914148047566414,0.02010153047740459,0.02508252859115601,0.015076459385454656,0.02583565190434456,0.023249298334121704,0.032291170209646225,0.01855587027966976
290,0.02263617515563965,0.03615045174956322,0.020092949271202087,0.024921992793679237,0.03069471195340157,0.02598519437015057,0.023023217916488647,0.01596023328602314,0.018232202157378197
291,0.019631825387477875,0.01783248968422413,0.02014387771487236,0.025105653330683708,0.015427508391439916,0.026238327845931053,0.02327360399067402,0.01594061218202114,0.01812189444899559
292,0.019867543131113052,0.017789233475923538,0.020044919103384014,0.025327853858470917,0.03068162128329277,0.02648521214723587,0.023643264546990395,0.015988515689969063,0.01811620220541954
293,0.01970701664686203,0.03487301617860794,0.020006978884339333,0.02581469714641571,0.015360298566520214,0.026305219158530235,0.023338809609413147,0.01569734327495098,0.017846105620265007
294,0.01986507885158062,0.03462683781981468,0.01999322697520256,0.0254510585218668,0.030685491859912872,0.026477590203285217,0.023827729746699333,0.015911299735307693,0.017964284867048264
295,0.01967552676796913,0.01721920818090439,0.02006731927394867,0.02541385218501091,0.015211377292871475,0.02640717104077339,0.023732690140604973,0.03225883096456528,0.01823664829134941
296,0.019803177565336227,0.034629471600055695,0.01998400501906872,0.02584516443312168,0.030702516436576843,0.026817869395017624,0.023756118491292,0.0326533243060112,0.01816265471279621
297,0.01984083093702793,0.03456949442625046,0.020182913169264793,0.02587314508855343,0.015374029986560345,0.02691897749900818,0.02425515092909336,0.03346378356218338,0.01822553388774395
298,0.01976189762353897,0.03394516929984093,0.02197176963090897,0.02577265165746212,0.030414730310440063,0.026931531727313995,0.02426440827548504,0.016653429716825485,0.018357446417212486
299,0.019757861271500587,0.017059946432709694,0.021869121119379997,0.02578554674983025,0.015074267983436584,0.027162805199623108,0.02399564348161221,0.01641060784459114,0.01991891488432884
300,0.019869964569807053,0.03459731489419937,0.02041548304259777,0.026039544492959976,0.015068640932440758,0.027279753237962723,0.023913851007819176,0.01647576317191124,0.01997631788253784
