step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-actor/param_delta_norm_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-actor/param_delta_norm_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-actor/param_delta_norm_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-actor/param_delta_norm_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-actor/param_delta_norm_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-actor/param_delta_norm_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/param_delta_norm_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/param_delta_norm_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/param_delta_norm_step
32,0.05256640911102295,0.03811898082494736,0.022428808733820915,0.030643297359347343,0.03880486637353897,0.030672648921608925,0.03086485341191292,0.03801102936267853,0.021988676860928535
33,0.051570482552051544,0.018895640969276428,0.022163638845086098,0.03059716522693634,0.03887302428483963,0.03045041859149933,0.03053930774331093,0.03752613067626953,0.03776345774531365
34,0.051327623426914215,0.01916680298745632,0.022118357941508293,0.030489476397633553,0.03916144743561745,0.030570100992918015,0.030323537066578865,0.018794672563672062,0.04596937447786331
35,0.021451495587825775,0.03815425932407379,0.021825667470693588,0.030081329867243767,0.0194056686013937,0.03053622506558895,0.03006850928068161,0.01880703866481781,0.04560544341802597
36,0.0334765650331974,0.018863579258322716,0.021498629823327065,0.030108803883194923,0.03877036273479462,0.03068656474351883,0.029814153909683228,0.0186812337487936,0.04640379175543785
37,0.03761562332510948,0.018740030005574223,0.02119329199194908,0.029986590147018433,0.0385800339281559,0.03056703880429268,0.02990512363612652,0.03777649253606796,0.046597424894571304
38,0.03718727082014084,0.03781815990805626,0.02131732925772667,0.029842311516404152,0.038624357432127,0.03007863648235798,0.030104801058769223,0.019114799797534943,0.04727158695459366
39,0.04030418395996094,0.018905390053987503,0.021379202604293823,0.03016743995249271,0.039063356816768646,0.030119553208351135,0.03000643849372864,0.03804758936166763,0.030446400865912437
40,0.040282297879457474,0.03768157586455345,0.02140321023762226,0.030256042256951332,0.0193759948015213,0.029965102672576904,0.030246101319789886,0.01867799460887909,0.03959501162171364
41,0.040653351694345474,0.03734031319618225,0.02114942297339439,0.030241860076785088,0.01946379616856575,0.030163733288645744,0.030042830854654312,0.037826165556907654,0.0403839498758316
42,0.04099133983254433,0.03730718418955803,0.020950989797711372,0.0301093440502882,0.038858141750097275,0.030004281550645828,0.029744544997811317,0.018767884001135823,0.04646825045347214
43,0.04118629917502403,0.01883702725172043,0.020880768075585365,0.030040087178349495,0.039488960057497025,0.03007296286523342,0.02933892235159874,0.018586764112114903,0.04623301699757576
44,0.02205459587275982,0.018598947674036023,0.020591678097844124,0.029544085264205933,0.01917084865272045,0.03000794537365437,0.02901231124997139,0.03659350425004959,0.03485079109668732
45,0.040547363460063934,0.01848103292286396,0.02041778340935707,0.02939319610595703,0.018716784194111824,0.02971833758056164,0.028591623529791832,0.01806013286113739,0.02521347999572754
46,0.02543001063168049,0.01827382482588291,0.02036825567483902,0.02902499213814735,0.018688078969717022,0.029691891744732857,0.02875479683279991,0.035334181040525436,0.02087324857711792
47,0.037074048072099686,0.03669959679245949,0.028556637465953827,0.029097557067871097,0.037356242537498474,0.029635217040777206,0.029439928010106087,0.03508627787232399,0.021213455125689507
48,0.04690166190266609,0.03688253834843635,0.028561225160956383,0.02928937040269375,0.03680967912077904,0.02960694395005703,0.029241323471069336,0.017478762194514275,0.021165505051612857
49,0.039779748767614365,0.036415547132492065,0.020517665892839432,0.029065867885947227,0.01820850744843483,0.029215944930911064,0.028748612850904465,0.017298629507422447,0.02080034092068672
50,0.043341100215911865,0.03591121733188629,0.020389102399349213,0.028770042583346367,0.017945118248462677,0.028854480013251305,0.02866509184241295,0.016930118203163147,0.020716652274131775
51,0.0214200709015131,0.01746392250061035,0.020292095839977264,0.02847861312329769,0.03525006026029587,0.02896028384566307,0.028408976271748543,0.03435661643743515,0.02068117633461952
52,0.03258325532078743,0.03460141643881798,0.02030891180038452,0.028265681117773056,0.03516203165054321,0.02878224290907383,0.028098706156015396,0.034170087426900864,0.022791560739278793
53,0.0359237864613533,0.03406784310936928,0.02020060084760189,0.02783737890422344,0.01743810437619686,0.02833677269518375,0.028053048998117447,0.017017820850014687,0.027086438611149788
54,0.035630691796541214,0.016956880688667297,0.02005949430167675,0.02753737196326256,0.017357639968395233,0.02798367291688919,0.027760719880461693,0.03323033079504967,0.020471645519137383
55,0.040903180837631226,0.017069663852453232,0.021930383518338203,0.027537576854228973,0.03449293226003647,0.027783941477537155,0.02744199335575104,0.0332723967730999,0.02047177031636238
56,0.02160976082086563,0.016989361494779587,0.02198688872158527,0.027313601225614548,0.03407606855034828,0.02707737125456333,0.027132892981171608,0.033391840755939484,0.02050151117146015
57,0.02162986993789673,0.03366505727171898,0.01999875344336033,0.027353553101420403,0.016794709488749504,0.026575956493616104,0.027208352461457253,0.016855556517839432,0.020814111456274983
58,0.02170356549322605,0.016826815903186798,0.02006288431584835,0.027670418843626976,0.016564469784498215,0.026518812403082848,0.02683374658226967,0.03321697935461998,0.02076849155128002
59,0.021673372015357018,0.0169121902436018,0.019954457879066467,0.02771586738526821,0.03315659612417221,0.02613932266831398,0.02662145160138607,0.032884929329156876,0.020640920847654343
60,0.02141959592700005,0.033922504633665085,0.019865838810801503,0.027774102985858917,0.032753195613622665,0.026122570037841797,0.026225214824080467,0.016241533681750298,0.02043871395289898
61,0.021557947620749474,0.03373640030622482,0.01985347270965576,0.027442049235105515,0.01619049161672592,0.025657445192337036,0.0261823907494545,0.01614014059305191,0.021178781986236572
62,0.02279757708311081,0.033803824335336685,0.019951041787862778,0.02736946940422058,0.016313597559928894,0.02560054510831833,0.02626817114651203,0.032171931117773056,0.02147970534861088
63,0.0226789191365242,0.016875669360160828,0.01985994353890419,0.027311645448207855,0.016288574784994125,0.02567639760673046,0.026248708367347717,0.032097332179546356,0.0215328149497509
64,0.022510357201099396,0.016733530908823013,0.019909406080842015,0.02701394259929657,0.03220241516828537,0.025180533528327945,0.02609004452824593,0.01589040271937847,0.021402819082140923
65,0.02242276631295681,0.033322978764772415,0.019917776808142666,0.026986436918377876,0.01610405370593071,0.024881264194846153,0.02573460526764393,0.015826929360628128,0.020756259560585025
66,0.02235533483326435,0.032834071666002274,0.01994502916932106,0.026680484414100647,0.016045531257987022,0.024704009294509888,0.025833463296294212,0.03120996057987213,0.020588234066963196
67,0.02565993182361126,0.016276037320494652,0.020072512328624725,0.026615114882588387,0.016226937994360924,0.024974580854177475,0.0259257685393095,0.015756145119667053,0.020539220422506332
68,0.02109566517174244,0.03253175690770149,0.019686272367835045,0.02599143609404564,0.03244752809405327,0.024824371561408043,0.025998398661613464,0.01578170247375965,0.020673833787441257
69,0.020931420847773552,0.032607242465019226,0.019795957952737808,0.02599913813173771,0.03222065791487694,0.02462095208466053,0.02583680860698223,0.03128901496529579,0.020592885091900826
70,0.02094173990190029,0.0320424810051918,0.0197030920535326,0.025981614366173744,0.03216889128088951,0.02472560666501522,0.02576524205505848,0.03104211390018463,0.02075202949345112
71,0.02113872766494751,0.016212821006774902,0.020034290850162503,0.02590416558086872,0.016006674617528915,0.02475001849234104,0.02552122250199318,0.03083803318440914,0.02136576548218727
72,0.02283218689262867,0.03231313079595566,0.02072618342936039,0.02597857266664505,0.03178894519805908,0.024845153093338013,0.025305988267064095,0.015337656252086164,0.021423358470201492
73,0.022522935643792152,0.01632741093635559,0.019658390432596207,0.025770943611860275,0.015884041786193848,0.02470277063548565,0.025454362854361538,0.031055020168423653,0.02703895792365074
74,0.023353388532996178,0.016096023842692375,0.019749289378523827,0.025439471006393433,0.03204561397433281,0.024790722876787186,0.025237087160348892,0.03077785111963749,0.026546798646450043
75,0.025300772860646248,0.03216429427266121,0.01984885334968567,0.025578871369361877,0.03209887817502022,0.024904487654566765,0.025303464382886887,0.03118712827563286,0.027709458023309708
76,0.028696103021502495,0.03220192342996597,0.02001336589455605,0.025288287550210953,0.01596362516283989,0.024768278002738953,0.02556190639734268,0.031547147780656815,0.028006570413708687
77,0.03093303181231022,0.016036007553339005,0.020051270723342896,0.025336790829896927,0.031204992905259132,0.024615585803985596,0.025368014350533485,0.01564181223511696,0.02776338905096054
78,0.032182727009058,0.03154778853058815,0.02006489224731922,0.025447318330407143,0.015611093491315842,0.02476532757282257,0.02487606555223465,0.015503745526075363,0.03247024863958359
79,0.03339966759085655,0.01573978178203106,0.02027479000389576,0.025519246235489845,0.03135131299495697,0.024983854964375496,0.0250941701233387,0.03134760633111,0.0209725983440876
80,0.04010848328471184,0.015651974827051163,0.0203726626932621,0.025423629209399223,0.01557969581335783,0.02465841732919216,0.025231150910258293,0.01575506664812565,0.021192945539951324
81,0.020902466028928757,0.031234869733452797,0.02062821015715599,0.025270098820328712,0.03144414722919464,0.024566540494561195,0.025223182514309883,0.03171124681830406,0.021338066086173058
82,0.020812252536416057,0.031208323314785957,0.020620567724108696,0.02489541843533516,0.015567457303404808,0.024598801508545876,0.025247449055314064,0.03184090927243233,0.021358611062169075
83,0.020848579704761505,0.031292762607336044,0.020627453923225403,0.02493693120777607,0.015673985704779625,0.02453487738966942,0.025409039109945297,0.03154517337679863,0.021315835416316983
84,0.020849859341979027,0.015605452470481396,0.020419273525476456,0.024778161197900772,0.015652095898985863,0.024657247588038445,0.0253277774900198,0.015853896737098694,0.02100781537592411
85,0.022663939744234085,0.01550781074911356,0.02029179595410824,0.024954626336693764,0.031257957220077515,0.024503260850906372,0.02509491704404354,0.03172076493501663,0.02071213535964489
86,0.021090151742100716,0.015509270131587982,0.02009847946465015,0.024811571463942528,0.0314457081258297,0.024574998766183853,0.02503267303109169,0.03168438374996185,0.026259001344442368
87,0.029589900746941566,0.031074609607458115,0.02079116925597191,0.024742169305682182,0.03120720386505127,0.024550780653953552,0.02505538985133171,0.03130276873707771,0.027721595019102097
88,0.02941986918449402,0.01550583727657795,0.020932983607053757,0.02495708502829075,0.031189920380711555,0.02457011491060257,0.025110771879553795,0.015652162954211235,0.0334019809961319
89,0.032456859946250916,0.031087631359696388,0.030104614794254303,0.024808676913380623,0.03097006119787693,0.024255190044641495,0.024861633777618408,0.03076912648975849,0.03344447538256645
90,0.032728563994169235,0.03068075142800808,0.029798617586493492,0.024884361773729324,0.015670552849769592,0.024537798017263412,0.024909064173698425,0.01513543538749218,0.020457709208130836
91,0.028981316834688187,0.030636567622423172,0.029928404837846756,0.024822650477290154,0.015789160504937172,0.024671003222465515,0.024925313889980316,0.015417943708598614,0.02099449373781681
92,0.022019609808921817,0.015255546197295187,0.0301499105989933,0.024877944961190224,0.0313962921500206,0.024566730484366417,0.02471804991364479,0.030321171507239345,0.028538549318909645
93,0.030698854476213455,0.030636148527264595,0.03041536919772625,0.02487774193286896,0.015728559345006943,0.024617016315460205,0.0246710404753685,0.01522317435592413,0.02962014079093933
94,0.020640728995203972,0.03115319646894932,0.032748132944107056,0.025061985477805138,0.015863768756389618,0.024632040411233905,0.024537324905395508,0.03035779856145382,0.029583154246211052
95,0.023457570001482964,0.031348928809165955,0.02020793966948986,0.02512921765446663,0.03137800097465515,0.02458740770816803,0.024675259366631508,0.030645253136754036,0.02997705340385437
96,0.02460096962749958,0.015590342693030834,0.02518114447593689,0.025046518072485924,0.03103693574666977,0.024326778948307037,0.024626579135656357,0.030414020642638206,0.029800713062286377
97,0.024570167064666748,0.030906541272997856,0.02420623041689396,0.024844694882631305,0.03118382953107357,0.02435614913702011,0.024620315060019493,,0.02972029522061348
98,0.029175598174333572,0.015531081706285477,0.024657361209392548,0.02515948936343193,0.03168880566954613,0.024365268647670742,0.025027066469192505,0.015243391506373882,0.03019076958298683
99,0.029407629743218425,0.015555796213448048,0.02477354183793068,0.025210022926330566,0.03151477128267288,0.024527890607714653,0.025130582973361015,0.03037230670452118,0.03776262700557709
100,0.02971023879945278,0.015451801009476185,0.02450737915933132,0.02497384324669838,0.015554160811007025,0.024731839075684547,0.025162970647215843,0.015216955915093422,0.038358453661203384
101,0.03420128673315048,0.030724767595529556,0.02618895098567009,0.024706069380044937,0.015652338042855263,0.02504968084394932,0.0249896626919508,0.01521742343902588,0.03801969066262245
102,0.03366134315729141,0.030941490083932877,0.029916366562247276,0.024554606527090073,0.01552971452474594,0.024594180285930634,0.02495546080172062,0.015393084846436976,0.03793584927916527
103,0.022147929295897484,0.01546500064432621,0.029738185927271843,0.02450984343886375,0.030997101217508316,0.02434723637998104,0.024781933054327965,0.030603086575865746,0.037918124347925186
104,0.027457723394036293,0.0309639610350132,0.028248140588402748,0.02452581189572811,0.030836159363389015,0.02425106056034565,0.02454530820250511,0.03102933429181576,0.03830672055482864
105,0.02788819931447506,0.0154704712331295,0.035411134362220764,0.024592822417616844,0.015563415363430975,0.02444528043270111,0.0248955599963665,0.03149304538965225,0.03845028951764107
106,0.027761604636907578,0.030790312215685844,0.0199288260191679,0.02445707842707634,0.03104699589312077,0.023997722193598747,0.02488539926707745,0.031292255967855453,0.037950579077005386
107,0.028957083821296692,0.03055744804441929,0.025423409417271618,0.024226808920502663,0.03113388642668724,0.02414523623883724,0.02482556737959385,0.03102748841047287,0.03755664452910423
108,0.030377773568034172,0.015141022391617298,0.025299636647105217,0.024282418191432953,0.01547805778682232,0.02380642481148243,0.0243233572691679,0.030752114951610565,0.02665487304329872
109,0.035640593618154526,0.0149623341858387,0.024973537772893906,0.02412538416683674,0.030809203162789345,0.0238284170627594,0.02415510267019272,0.030448054894804955,0.031958311796188354
110,0.03977383300662041,0.015024234540760515,0.02587464079260826,0.024403274059295654,0.01540324930101633,0.02389097772538662,0.02376582659780979,0.015095118433237076,0.03932265192270279
111,0.04009341076016426,0.03039330802857876,0.025456340983510017,0.02458205074071884,0.03064681962132454,0.02393677644431591,0.023460175842046738,0.03059354238212109,0.03277084231376648
112,0.04043443500995636,0.015218334272503853,0.025855712592601776,0.024634502828121185,0.031158320605754852,0.02393469400703907,0.023593707010149956,0.015334424562752249,0.03606558218598366
113,0.04325897619128227,0.030426951125264168,0.02599490806460381,0.024567903950810432,0.03129962831735611,0.02389079332351685,0.023781225085258484,0.015367615967988968,0.01957460679113865
114,0.025903768837451935,0.030167188495397568,0.02833711728453636,0.02431652694940567,0.030985768884420395,0.023777930065989494,0.0237712562084198,0.03110643289983273,0.01950443349778652
115,0.03464354947209358,0.030186109244823456,0.03415922448039055,0.024466097354888916,0.031285978853702545,0.023803001269698143,0.0236135832965374,0.031337447464466095,0.019292784854769707
116,0.029617836698889732,0.02991456538438797,0.03910424560308456,0.024424592033028603,0.031123729422688484,0.023663854226469994,0.02331010438501835,0.015368764288723469,0.021564889699220657
117,0.020632140338420868,0.01490997988730669,0.03906695917248726,0.024483224377036095,0.03123464621603489,0.023658663034439087,0.02350601926445961,0.015200512483716013,0.023789087310433388
118,0.023336315527558327,0.01474794838577509,0.019748710095882416,0.024535546079277992,0.031046062707901,0.02391713112592697,0.023763222619891167,0.030355047434568405,0.023774733766913417
119,0.02033507451415062,0.014970431104302406,0.02627435140311718,0.024733155965805057,0.015194153413176537,0.023785142228007317,0.023580869659781456,0.03008121438324451,0.019273974001407623
120,0.020260969176888462,0.014960703440010548,0.02622075751423836,0.02484961412847042,0.029991336166858673,0.02360384911298752,0.02389702945947647,0.015186766162514688,0.019374294206500053
121,0.0202960092574358,0.030140595510601997,0.026929985731840137,0.02447354979813099,0.01520206779241562,0.023731494322419167,0.023929301649332047,0.01531698927283287,0.0195679422467947
122,0.020229116082191467,0.030047152191400528,0.041723839938640594,0.024668894708156586,0.03082289732992649,0.023694569244980812,0.02368406020104885,0.030589653179049492,0.01935701444745064
123,0.020686477422714233,0.01481276098638773,0.04151969030499458,0.02458200417459011,0.03121176175773144,0.02368505485355854,0.02383001707494259,0.030705200508236885,0.019253382459282875
124,0.023922156542539597,0.014848225750029089,0.04427299275994301,0.02432890422642231,0.01549346186220646,0.023454269394278526,0.02400519698858261,0.030567554756999016,0.019253790378570557
125,0.02410919778048992,0.02952912263572216,0.01991872861981392,0.024138445034623143,0.015667056664824486,0.023517204448580745,0.024020032957196236,0.015302320942282677,0.019324634224176407
126,0.02075744047760963,0.014629580080509186,0.023210426792502403,0.024136269465088844,0.031249186024069783,0.02348004095256329,0.023856936022639275,0.030689986422657967,0.019435683265328407
127,0.025071272626519203,0.029201146215200424,0.023301439359784126,0.02416165918111801,0.03122323751449585,0.023399658501148224,0.024230552837252617,0.01565253734588623,0.019419660791754723
128,0.028819700703024864,0.02941770665347576,0.023187804967164993,0.02411161921918392,0.03089502640068531,0.023536618798971176,0.024176020175218586,0.031484510749578476,0.019224489107728004
129,0.020604388788342476,0.029325515031814575,0.02310911752283573,0.023957865312695503,0.03072732500731945,0.023534970358014107,0.024200621992349625,0.03157907724380493,0.01947216689586639
130,0.029679695144295692,0.014559770934283732,0.0249303225427866,0.023934094235301014,0.030811499804258347,0.023725345730781555,0.023866189643740657,0.03111760132014751,0.019110122695565224
131,0.02952706627547741,0.029270151630043983,0.02525257132947445,0.024267060682177544,0.015454867854714394,0.023862384259700775,0.02388736605644226,0.01549998950213194,0.025283927097916603
132,0.020579522475600243,0.029131412506103516,0.028990982100367543,0.024367865175008777,0.015361259691417216,0.02367115393280983,0.023737844079732895,0.031142473220825195,0.02526678889989853
133,0.029400290921330452,0.028991663828492165,0.02889130637049675,0.024293238297104836,0.03084714338183403,0.02357834205031395,0.023555731400847435,0.030721865594387054,0.02540924772620201
134,0.029709147289395332,0.029185591265559196,0.02874040976166725,0.02424055337905884,0.015569113194942474,0.0239586029201746,0.02358032576739788,0.03054056502878666,0.03543299064040184
135,0.03033996745944023,0.014663727022707462,0.03701600432395935,0.024046756327152252,0.031161624938249588,0.024093110114336017,0.02360524609684944,0.030470378696918488,0.03569600358605385
136,0.03046148642897606,0.01470532827079296,0.036971092224121094,0.023649688810110092,0.031231878325343132,0.023897606879472733,0.023847011849284172,0.03037494607269764,0.03570512309670448
137,0.030481496825814247,0.029583431780338287,0.02429545484483242,0.023966310545802116,0.031160326674580578,0.024065081030130383,0.024303844198584557,0.015303517691791058,0.03816182538866997
138,0.03088972717523575,0.014667240902781488,0.030534664168953896,0.02373051457107067,0.015596085228025912,0.024188149720430378,0.024251218885183334,0.03073262050747871,0.03816140443086624
139,0.03789016604423523,0.029435589909553528,0.030783694237470627,0.02366146259009838,0.01564151979982853,0.02409145049750805,0.024330107495188713,0.01551107969135046,0.0384514220058918
140,0.03804202005267143,0.014720364473760128,0.03073284588754177,0.023551099002361298,0.03151950240135193,0.024088112637400627,0.02419169433414936,0.030950382351875305,0.02506070025265217
141,0.038111671805381775,0.02973419800400734,0.030728723853826523,0.023646896705031395,0.015632089227437973,0.024064816534519196,0.024216515943408012,0.03093349188566208,0.03389241546392441
142,0.020931020379066467,0.02966107241809368,0.024606235325336456,0.02381225489079952,0.03196824714541435,0.024135582149028775,0.02407554537057877,0.03105340525507927,0.03029857575893402
143,0.031101493164896965,0.014754019677639008,0.0278003066778183,0.02387203462421894,0.03160363808274269,0.023617805913090702,0.023693235591053963,0.015470636077225208,0.03187409043312073
144,0.0289959330111742,0.029531363397836685,0.02779223583638668,0.0236849095672369,0.031466055661439896,0.023865455761551857,0.02421532012522221,0.031017698347568512,0.03705956786870957
145,0.03295212611556053,0.02956242486834526,0.029768571257591248,0.023625114932656288,0.015645969659090042,0.024046530947089195,0.024223772808909416,0.031414248049259186,0.03797275573015213
146,0.03206859156489372,0.029579995200037956,0.029886368662118912,0.02366280741989613,0.01558399572968483,0.024114547297358513,0.024328993633389473,0.031533133238554,0.02045600861310959
147,0.03242082893848419,0.014839591458439829,0.02997017465531826,0.023687001317739487,0.015680262818932533,0.023548699915409088,0.02415814064443111,0.03153247758746147,0.02507835067808628
148,0.03220440447330475,0.014840992167592049,0.033261362463235855,0.023578902706503868,0.01554809883236885,0.023543694987893105,0.024441471323370937,0.03196238726377487,0.02056092955172062
149,0.02025197260081768,0.029852235689759254,0.032775770872831345,0.02345958352088928,0.03080211579799652,0.023567546159029007,0.024393592029809952,0.01593291386961937,0.02063624188303947
150,0.020198753103613853,0.02987269125878811,0.020258093252778053,0.02357095666229725,0.03098723664879799,0.023483918979763985,0.024169323965907097,0.015890488401055336,0.020919721573591232
151,0.020015301182866096,0.030083850026130676,0.02610957808792591,0.023759175091981888,0.030634667724370956,0.023149359971284863,0.02406850829720497,0.0319046787917614,0.027378413826227188
152,0.0200906191021204,0.015074103139340878,0.025833938270807263,0.023708239197731015,0.01544979028403759,0.0232100747525692,0.02419567853212357,0.01594730280339718,0.0207880437374115
153,0.023229194805026054,0.01517908088862896,0.02785096690058708,0.023666221648454663,0.03068075142800808,0.02342802844941616,0.024105295538902283,0.03153400495648384,0.021897459402680397
154,0.02306816726922989,0.015123470686376097,0.033095281571149826,0.02372300997376442,0.03084786795079708,0.023471813648939133,0.02389495074748993,0.015534092672169209,0.021466536447405815
155,0.02807531505823135,0.015022476203739645,0.020161129534244537,0.02390112169086933,0.01553420163691044,0.02342689037322998,0.024134648963809013,0.015563386492431164,0.02479095570743084
156,0.02803255431354046,0.015022868290543556,0.02040698565542698,0.02423243224620819,0.030563268810510635,0.02306501939892769,0.024172166362404823,0.03133727237582207,0.024866733700037003
157,0.022824959829449657,0.02979109436273575,0.02042277529835701,0.024157194420695305,0.030979232862591743,0.02309180609881878,0.02426871284842491,0.03135310858488083,0.02830914966762066
