step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-actor/g_rms_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-actor/g_rms_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-actor/g_rms_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-actor/g_rms_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-actor/g_rms_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-actor/g_rms_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/g_rms_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/g_rms_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/g_rms_step
113,9.997239212452599e-07,9.61985832969206e-07,9.58712196411474e-07,9.72646352476847e-07,9.507037533448576e-07,9.061747800069636e-07,9.840185373718826e-07,9.853004488759975e-07,9.111927540677556e-07
114,9.20436289860207e-07,9.342485631998259e-07,1.0207352185971596e-06,9.388355256727243e-07,9.299342973984803e-07,9.245600312371207e-07,9.465565840957185e-07,9.77156083562888e-07,8.824545898285526e-07
115,9.361101821379709e-07,9.636323284592898e-07,1.015826628607967e-06,1.0372588994743953e-06,9.616962906122101e-07,9.77725989790715e-07,9.053677434320382e-07,9.648960184147438e-07,8.308550617409889e-07
116,9.563360347042563e-07,9.237140367461435e-07,9.864483168635697e-07,9.422293268644127e-07,9.331134981656189e-07,8.955001364972681e-07,8.546950000214579e-07,8.271039912018399e-07,8.459686526095051e-07
117,9.37261988712634e-07,9.177152035173349e-07,9.86065571799323e-07,1.0082245476796105e-06,9.305735498914797e-07,8.889344649386448e-07,9.711246769210065e-07,9.003287194832771e-07,8.878436457621558e-07
118,9.68519549673592e-07,8.734025356483465e-07,9.138180549626936e-07,9.491470266537696e-07,9.27447732343198e-07,9.41848053121293e-07,1.0190693151093211e-06,9.6598973689792e-07,8.488698891752294e-07
119,8.660621626006943e-07,1.0047972735715053e-06,1.0232501425075618e-06,1.0250081139938255e-06,8.596282831944231e-07,8.804293636606903e-07,9.200007097542895e-07,9.154418665979109e-07,8.748866975160366e-07
120,9.217936386388508e-07,9.496300266206529e-07,9.50170345521084e-07,9.823897170913063e-07,8.723297388793856e-07,9.34955081289832e-07,1.0188716272082797e-06,9.285045308130429e-07,8.863248786771158e-07
121,9.19887375731382e-07,9.62946258087178e-07,1.0347392844555225e-06,8.820643163200621e-07,9.71880559352938e-07,9.643131356334169e-07,9.596770687773585e-07,9.464503895445414e-07,8.938561790958569e-07
122,8.94533952324846e-07,9.942749268428461e-07,1.0330395689547364e-06,1.018776642543251e-06,9.791749573692009e-07,9.419929637605236e-07,9.169961811455332e-07,9.224865797768288e-07,8.347205288404344e-07
123,9.824294674724809e-07,8.973524637939336e-07,9.498559650261851e-07,9.500857147155694e-07,9.602067784475673e-07,9.683771401215073e-07,1.0098438889660021e-06,9.422759300308957e-07,8.337888141042382e-07
124,9.88824694749735e-07,9.719526446515434e-07,9.884622690019609e-07,9.38617940988918e-07,9.039551926280431e-07,8.612497448274491e-07,9.732008361712003e-07,9.05821708100804e-07,8.557095805447605e-07
125,9.74602174188873e-07,9.767212723530785e-07,9.699648808959748e-07,9.59492289567946e-07,9.84171031080117e-07,8.941885350169285e-07,9.375190301382536e-07,9.290592291381313e-07,8.630316736767335e-07
126,9.192824263355009e-07,8.725946025980832e-07,9.670431342968575e-07,9.850585548940034e-07,9.37795406083484e-07,9.142192988725913e-07,9.403562464686384e-07,1.0191339538397198e-06,8.981683494614232e-07
127,9.105228710169855e-07,8.94623279326749e-07,9.624241931404864e-07,9.270270728598472e-07,9.645721927356432e-07,9.353984302349136e-07,1.0131581735735642e-06,1.005193096550011e-06,8.781348396090744e-07
128,9.440085029501443e-07,9.773281333148204e-07,9.431996165642871e-07,8.992760141296889e-07,9.119985778030358e-07,9.314844150625587e-07,9.351234432987707e-07,9.96164289059618e-07,8.604429312428104e-07
129,9.077938732174235e-07,9.034265025085368e-07,9.402609256998888e-07,9.509554521519108e-07,9.214708174574759e-07,9.61710492504997e-07,9.206584860609476e-07,9.321363010607234e-07,8.572021879445027e-07
130,9.9452563708201e-07,8.921648610815796e-07,9.969209251595354e-07,9.515127858711702e-07,9.270038860357427e-07,9.862888668431358e-07,8.904842719295784e-07,9.005123470905635e-07,8.575205199942898e-07
131,9.491294217786059e-07,9.6896609747964e-07,1.0211935521861086e-06,9.754811298088217e-07,9.789014490102056e-07,9.64748160830528e-07,9.513694620835693e-07,9.017008127088696e-07,8.654073405281181e-07
132,8.715962572290749e-07,9.084149842528393e-07,9.85328139102868e-07,1.0607840461046317e-06,8.841577184869312e-07,9.003833247605953e-07,9.170420443400963e-07,1.004471320491369e-06,8.540585491967252e-07
133,9.698074736722493e-07,9.194969359034659e-07,9.355378105391691e-07,9.515311411601212e-07,9.508102872372657e-07,9.231731185352904e-07,9.144369518005349e-07,8.970329209157365e-07,8.364410119701995e-07
134,9.68242498395012e-07,9.393512606236948e-07,9.438350050649135e-07,1.0040600054569172e-06,9.370775145267854e-07,9.747195139991216e-07,9.088289343007922e-07,9.104625539208538e-07,9.042394525088505e-07
135,9.441352190078398e-07,9.066493552210461e-07,1.044647106909499e-06,8.984890613864063e-07,9.367993283579599e-07,9.672003055988504e-07,8.757170923328349e-07,9.173256260257734e-07,8.899176084293934e-07
136,9.338114653614843e-07,9.066737324760872e-07,9.395503803199368e-07,8.90186508229107e-07,9.812965010772555e-07,9.343369286839552e-07,9.401131212903996e-07,9.290334545749649e-07,8.755758516367294e-07
137,9.209782833628805e-07,9.336104864048428e-07,9.706834855806978e-07,1.0213914644766892e-06,8.948167656785271e-07,9.69731538908793e-07,9.769846462519084e-07,9.437242239766595e-07,8.888776963065689e-07
138,9.618109560966869e-07,8.987816101363867e-07,9.249883438281264e-07,8.89000905798045e-07,9.416492407059366e-07,9.787962707291726e-07,8.901490303940603e-07,9.589246664952192e-07,8.653420933537175e-07
139,9.674213814557753e-07,9.125250923587922e-07,1.018853390036515e-06,9.531466283118879e-07,9.165490967969829e-07,9.498523465389701e-07,9.189400687036432e-07,9.449037399908519e-07,8.687982792443132e-07
140,9.531871610911968e-07,9.324997278512695e-07,9.950682023470758e-07,9.10110021698388e-07,9.458945919569243e-07,9.941422760690457e-07,8.812652691777518e-07,9.358005628207232e-07,8.89822907123343e-07
141,9.220453895118579e-07,9.378241211245538e-07,9.551826404120262e-07,9.667697899655657e-07,8.95792985319139e-07,8.973997109905764e-07,9.044095878452079e-07,9.318381863977995e-07,8.658272897890148e-07
142,9.092626921977289e-07,9.250389346533184e-07,1.002616788329853e-06,9.7111208550935e-07,1.0010852134851789e-06,9.206727677554468e-07,8.852020530809754e-07,9.605927597697059e-07,8.229607409288693e-07
143,9.943862723716964e-07,9.010974430012685e-07,9.662912761144334e-07,9.717490809301937e-07,8.919721134856315e-07,8.599684852287413e-07,8.399868461223924e-07,8.682583139317953e-07,8.043932507446122e-07
144,9.605669297484103e-07,9.190903789734628e-07,1.002862585419918e-06,9.145660807053024e-07,1.009800321530017e-06,9.536872104450782e-07,1.005061936269634e-06,9.316446871342778e-07,9.280901204630563e-07
145,9.329546322219465e-07,9.08449925202518e-07,9.675366336184167e-07,8.980509834635632e-07,9.372849450106771e-07,9.281526639286488e-07,8.959161573398283e-07,9.861775793568203e-07,9.197391837054688e-07
146,7.953611545464914e-07,8.789917596667271e-07,9.8575317379758e-07,9.2960691346653e-07,9.392151124194768e-07,9.004509418027933e-07,9.28902862723835e-07,9.99283331974544e-07,9.212098395188524e-07
147,9.444836870831104e-07,9.654215350728908e-07,9.607749715528592e-07,9.723852361887268e-07,9.681263426450937e-07,8.510015762947568e-07,9.086685297610933e-07,9.787049118560077e-07,8.930184448591804e-07
148,9.227590219471423e-07,9.263764273367991e-07,1.0308122193813062e-06,9.369691637156552e-07,9.000869020152547e-07,9.323961348790619e-07,9.261929736439723e-07,1.0180733798306341e-06,8.81913679621249e-07
149,8.896722236550163e-07,9.662422794997466e-07,9.180920967535888e-07,9.269387731527583e-07,9.174626111515767e-07,9.500376378686418e-07,9.104814022448193e-07,9.328828212679236e-07,8.813340533092082e-07
150,9.201840154057197e-07,9.783046028621885e-07,9.87390375364683e-07,9.221740717494988e-07,9.953510098551129e-07,9.700036558190127e-07,8.646321169984718e-07,9.133448535547156e-07,9.567779201666085e-07
151,8.843322539039084e-07,1.0128901077906871e-06,1.035560482499725e-06,9.833976850295635e-07,8.833855622931844e-07,8.749640925086285e-07,8.634806504751233e-07,9.713527644876734e-07,9.014678568445571e-07
152,9.375044160183103e-07,9.428212158030903e-07,9.57048324846795e-07,9.381793780771108e-07,9.83867506878154e-07,9.61379125708426e-07,9.36248802861742e-07,9.138255095087652e-07,8.68716047611875e-07
153,9.8346311324178e-07,9.758631502270972e-07,1.0104993795631773e-06,9.280739138521963e-07,9.156649364161391e-07,1.0008172767348498e-06,8.538572570784185e-07,9.258030902424188e-07,9.314822113284828e-07
154,8.719892534612203e-07,9.368957206250464e-07,9.529731061097532e-07,9.315537337194252e-07,9.369979547110588e-07,9.566697547569314e-07,8.924545379075983e-07,8.685936107490797e-07,8.157997811787671e-07
155,9.437318455816025e-07,9.48742759247806e-07,1.0107778699996952e-06,1.014143375315246e-06,9.635173031837229e-07,9.075215051926038e-07,8.971111510693086e-07,9.404383443914469e-07,9.177578685084905e-07
156,9.088499514448625e-07,1.013944050836117e-06,1.0385334730625725e-06,1.057569151844536e-06,8.839013434644866e-07,8.977091569065464e-07,8.924453914333534e-07,1.0080631142339234e-06,9.048586789286552e-07
157,9.272170078801551e-07,9.413061109504113e-07,9.757930115942813e-07,9.458797837065832e-07,1.0143782485646693e-06,9.166182610224257e-07,9.255647749315954e-07,9.901060944079642e-07,9.205819029426244e-07
158,8.894909390643036e-07,9.473497416710632e-07,1.0510370567331097e-06,9.511672110290955e-07,9.26814100879186e-07,8.983420516480839e-07,9.292981587316583e-07,1.0154831293811455e-06,8.975632729411108e-07
159,9.429388490564715e-07,9.309883816078403e-07,9.826283616679426e-07,9.234142669486788e-07,1.0092883080517314e-06,9.889033418235931e-07,8.897443429584427e-07,9.148723513469798e-07,8.798443454642878e-07
160,9.533519256632802e-07,8.931949153179177e-07,8.837024762169657e-07,1.0035437062049044e-06,9.319371738586669e-07,9.384515419498755e-07,9.435653863062407e-07,9.182177733807696e-07,8.964982918350987e-07
161,9.341804104665988e-07,8.707954621765738e-07,9.159540002113395e-07,9.529210619332195e-07,9.531786505902424e-07,9.565398127857438e-07,8.60827519785041e-07,9.80960731632504e-07,9.082526047510964e-07
162,9.503025444365572e-07,9.335799918132288e-07,1.0661660208725386e-06,1.0024326600353728e-06,9.437334575384927e-07,9.250707382080929e-07,9.472262219087031e-07,9.364590261436536e-07,9.314903691918507e-07
163,9.119063402548963e-07,1.02358059661331e-06,1.0110271929155423e-06,9.482158688751436e-07,8.887344142544591e-07,8.731193241944638e-07,8.433610667921602e-07,9.12568046664632e-07,9.135524585945358e-07
164,9.920990680516428e-07,9.505714206579611e-07,1.0028031081595581e-06,9.232064658842217e-07,1.0034123084774455e-06,9.572257619491217e-07,8.746348772657232e-07,9.393747164439197e-07,9.253872681088547e-07
165,9.492984336298688e-07,9.362586014490416e-07,1.0425919443468712e-06,1.0318373227041765e-06,9.816972511112065e-07,9.044483742748488e-07,9.03460650852476e-07,9.799627147915205e-07,9.450490057163279e-07
166,9.213079907371467e-07,9.107334850720612e-07,9.502845436546934e-07,8.889212049395087e-07,9.081214510606223e-07,9.263783185877569e-07,8.420534510291912e-07,9.000125340044234e-07,8.922989196081937e-07
167,9.30723594545797e-07,9.595329401237182e-07,1.0385142843297961e-06,9.426101722396295e-07,9.467130785575301e-07,9.500104567985195e-07,9.417654871331817e-07,9.852319880445113e-07,8.985074041117716e-07
168,9.539051442438e-07,8.894674910100518e-07,9.441229313967121e-07,9.822425634551966e-07,1.0031874185611795e-06,9.599671171551652e-07,8.645874547693999e-07,9.594634545132e-07,9.547663466301051e-07
169,9.41821204103045e-07,9.346633305914445e-07,9.841113266473702e-07,9.606036859940072e-07,9.250147589098251e-07,8.742416564123912e-07,8.94549494935674e-07,9.571897485893922e-07,9.7019251870134e-07
170,8.714189687113835e-07,8.707921549234022e-07,1.0385124680366052e-06,9.737919894329865e-07,9.080880210465518e-07,8.979087104983858e-07,9.494913474289429e-07,9.569496894117235e-07,9.46695588315198e-07
171,8.928821610491807e-07,9.097555963739136e-07,9.588854632729794e-07,9.041697855849788e-07,8.801062531786298e-07,9.74933014686464e-07,8.429168205985345e-07,8.738891644942381e-07,8.538772527371971e-07
172,9.231033965575219e-07,9.241474547925456e-07,9.935579707313224e-07,9.717225263991058e-07,9.623216420367047e-07,9.671278702314707e-07,9.19988483608636e-07,9.242200010786541e-07,8.54722433203858e-07
173,9.174981137302875e-07,8.983243599815187e-07,1.0109623279177799e-06,9.40890790877234e-07,9.698039082639242e-07,9.236750726379808e-07,8.793681361398636e-07,9.05064269758328e-07,9.096116985089631e-07
174,9.071455576428588e-07,8.965811808864242e-07,1.0311276812896214e-06,9.361092936067544e-07,9.438000481201557e-07,9.585770452108499e-07,8.767000149426275e-07,9.1081763739191e-07,9.017232209937256e-07
175,9.75398728282013e-07,9.295289666199934e-07,9.442440427600041e-07,8.630141402529009e-07,9.558404178557332e-07,8.987464769915106e-07,8.934883112909649e-07,9.368741093666027e-07,9.227552734459221e-07
176,8.483621183427301e-07,9.125514610125583e-07,9.292016410332935e-07,8.814869481180219e-07,9.16767568515037e-07,9.212398160755032e-07,9.057674462858992e-07,9.109743682509004e-07,8.804963141780904e-07
177,9.251344182346752e-07,8.938799794198294e-07,9.812892635244374e-07,9.265140249711468e-07,9.417606296191208e-07,9.306867641358556e-07,9.343596320090858e-07,9.252550252086149e-07,8.90129062698482e-07
178,8.656002658992161e-07,9.426199639149289e-07,9.441485615700386e-07,9.022804790207887e-07,8.769676530851821e-07,8.662779535528329e-07,9.59388384553643e-07,8.976186658950494e-07,8.471277659586411e-07
179,8.770160485764574e-07,9.58571598160646e-07,1.0100771830029775e-06,9.850295259272785e-07,9.75439910851518e-07,8.95448202819494e-07,8.953355232116124e-07,9.459728905803439e-07,8.993689461003549e-07
180,9.72462026133518e-07,8.631068752089074e-07,9.160656216729535e-07,9.334855308618569e-07,9.977578084677113e-07,1.0414741558752178e-06,8.719279100279142e-07,9.147684437486287e-07,9.408504369764164e-07
181,9.401527070027959e-07,9.517838096481078e-07,1.031870798567983e-06,9.186664383332536e-07,9.858683705202932e-07,9.65555783857092e-07,9.160717342096612e-07,9.427588339467427e-07,8.817781558404844e-07
182,9.249102978457657e-07,8.489640472374226e-07,9.891645829670489e-07,9.666844244962707e-07,9.327425942625863e-07,9.34200409470376e-07,9.336893381996983e-07,9.364092990932589e-07,8.804627082282788e-07
183,9.360685010286335e-07,8.828497293549955e-07,9.30391976243432e-07,9.803050708417404e-07,9.687235375574534e-07,9.570383972004946e-07,8.645280596558617e-07,8.701310329943657e-07,8.786438598497797e-07
184,8.927126547346338e-07,9.200152221785408e-07,9.818943242647745e-07,9.74085075117949e-07,9.499811509394578e-07,9.305976033709724e-07,8.414401646530902e-07,8.735919545735685e-07,9.157009783910135e-07
185,9.308340525477879e-07,9.362167113610638e-07,1.0543850800254545e-06,8.824884450445738e-07,1.00200016293974e-06,1.0104930331132959e-06,8.972219368657592e-07,9.844496896572489e-07,8.707328114783387e-07
186,8.910539908277303e-07,9.107310749764067e-07,9.29210570413157e-07,9.080902389144652e-07,8.907858784408128e-07,9.312044711259035e-07,9.536520515914476e-07,9.753474823793171e-07,9.349649751009657e-07
187,9.085678994991572e-07,8.791927040377473e-07,9.736792175631763e-07,9.245579175364317e-07,9.357497976867723e-07,9.1915889679835e-07,9.680392445228831e-07,9.323134949582524e-07,8.781860685322886e-07
188,8.912651323571826e-07,9.156367552290911e-07,1.002257025031439e-06,9.848894882433169e-07,9.806534010014948e-07,1.0154597692683774e-06,9.359729123802236e-07,9.208541134415765e-07,9.093687711066684e-07
189,8.998901439497071e-07,9.323671264389691e-07,9.723601751301956e-07,1.0042832355718848e-06,9.176005496007788e-07,9.450128309866528e-07,8.99014988436955e-07,9.911374858344914e-07,9.072175103862491e-07
190,8.807164534522229e-07,9.24196190783985e-07,9.774524883124916e-07,9.139313190530099e-07,9.356358318631344e-07,9.433367413599167e-07,8.742760685151133e-07,9.38777027556174e-07,9.120923361196463e-07
191,9.023038935953098e-07,9.09433771389126e-07,1.0358569903894579e-06,9.58069628952775e-07,9.718395712838683e-07,9.260153368285996e-07,8.619710481758301e-07,9.014303339648088e-07,8.811058530840548e-07
192,8.827197271673096e-07,9.17761490749177e-07,9.454567297794646e-07,8.95795208949492e-07,8.844518435809563e-07,8.99421026410814e-07,8.755400141193444e-07,9.329938817934101e-07,9.109800171715761e-07
193,8.322536886441602e-07,9.245465428907028e-07,9.908794655616308e-07,9.195909643555924e-07,9.311576621268816e-07,9.276916906193244e-07,9.164384700468016e-07,9.70688859966854e-07,9.119252463195538e-07
194,9.208149947640616e-07,8.84040894038938e-07,9.634262166153408e-07,8.651351644838941e-07,9.555286080077586e-07,9.361267026530203e-07,8.559094870022153e-07,9.092580022073034e-07,8.236457383568932e-07
195,9.422204910691732e-07,9.528544185142991e-07,9.902431058403556e-07,9.114902892111356e-07,9.490457327178394e-07,9.541648074952011e-07,9.073097538505782e-07,9.517973252328363e-07,8.981069490081028e-07
196,8.864107930138026e-07,9.016487109092375e-07,9.328605275610958e-07,9.064078339387039e-07,9.334243861859299e-07,9.491562410764364e-07,8.632373147651412e-07,8.927380515198212e-07,9.419157280891823e-07
197,9.227413127376143e-07,9.355632346116985e-07,9.554574370057669e-07,9.455967789378032e-07,9.998608107538628e-07,1.0045266740870937e-06,9.036260566400615e-07,9.173304817523015e-07,8.777259496426909e-07
198,9.091496133362788e-07,9.13804442685803e-07,9.803686758503929e-07,1.0103106389441835e-06,9.38581472858294e-07,9.410406763373616e-07,8.677864189759063e-07,1.0569393351986924e-06,9.515401529877472e-07
199,9.007987093379953e-07,8.769066990961599e-07,9.956155382815132e-07,9.314271223978078e-07,1.0446490605365594e-06,9.212565761862659e-07,8.775191085577816e-07,9.59798065308784e-07,9.407299454076395e-07
200,9.008756310307651e-07,8.522310460329955e-07,1.014924886224845e-06,9.091344173223447e-07,9.99990626082308e-07,8.926748712577836e-07,8.904721317334287e-07,9.334381589928611e-07,9.231998207539991e-07
201,8.591870540177187e-07,9.352328256142429e-07,9.621046097308145e-07,9.2677928844773e-07,9.465662810609061e-07,9.239718323179385e-07,9.400867675379374e-07,9.631599008547464e-07,8.85628869057098e-07
202,8.512126434595499e-07,8.601284108357626e-07,9.720878082919708e-07,9.398851189855163e-07,9.887590083724668e-07,9.435210770667658e-07,9.23146672294674e-07,9.733815336605041e-07,9.325409830268304e-07
203,8.888428818426227e-07,9.404744847388208e-07,9.674130441748993e-07,9.312843610675528e-07,8.902328809084332e-07,9.192916020809803e-07,9.036877107138508e-07,8.929445291031793e-07,8.152116117939089e-07
204,9.031790525304273e-07,9.05432017784382e-07,9.843146265321452e-07,9.047532922019303e-07,9.182596218480969e-07,8.986765972915467e-07,9.579943198613525e-07,9.51786010082376e-07,8.990026775724292e-07
205,8.06812642945075e-07,8.158304371254083e-07,9.719913556379143e-07,9.12025248808829e-07,9.412233510469871e-07,9.352847840484557e-07,9.203154946502543e-07,9.257256720322539e-07,9.193284109162698e-07
206,8.903415699091498e-07,9.260174002643261e-07,1.0839732164485204e-06,9.131626181284367e-07,9.320709850924487e-07,9.441708621080783e-07,8.786221994558404e-07,9.039648020034677e-07,8.253761259083562e-07
207,9.166173375449412e-07,9.133456522790534e-07,9.545961525298898e-07,9.658439406819615e-07,9.271762547182559e-07,9.80428481411618e-07,9.319337187833708e-07,8.922087049899308e-07,8.702208935384823e-07
208,8.629742819893092e-07,9.774542662451534e-07,9.933759420702051e-07,9.337783652256451e-07,9.548203421171909e-07,9.127286004897443e-07,1.009069387895391e-06,9.128328829193607e-07,9.210302286779114e-07
209,8.725791963625855e-07,8.843854611025735e-07,9.293921430268874e-07,9.271994352802716e-07,9.699831421662494e-07,9.88642601083969e-07,9.069559869590891e-07,9.756908585609155e-07,9.06618668006662e-07
210,8.742514735175076e-07,9.851123357453105e-07,9.591042763364314e-07,9.450223365351178e-07,9.504730362162661e-07,1.009255345324008e-06,9.183753425037099e-07,9.433947513681532e-07,8.726016165013504e-07
211,8.689776495634967e-07,9.099974242759959e-07,1.024278127650518e-06,9.326287964921883e-07,8.943118723469869e-07,8.739103426108869e-07,9.158425470240596e-07,9.356644714352613e-07,8.97271729069265e-07
212,9.317632400341967e-07,9.32125119438208e-07,1.0559727033411134e-06,9.80874126232614e-07,9.77876359099876e-07,9.777980764547762e-07,9.369231361633204e-07,8.915256125502757e-07,9.610583582276102e-07
213,8.239727329218174e-07,8.922581302399042e-07,1.0286311245035075e-06,8.901924439870244e-07,9.990456598107897e-07,9.014184560974751e-07,9.300910005333108e-07,8.888577855045794e-07,9.220389712593071e-07
214,8.657464057523844e-07,8.471352470970424e-07,9.615984622392199e-07,8.944317653926063e-07,9.001157135693352e-07,8.846842531777015e-07,8.575410448592057e-07,8.223756694072893e-07,9.357611864811232e-07
215,9.19246275694795e-07,9.623862376520562e-07,1.0828464624376204e-06,9.716870761809782e-07,9.829927911498286e-07,9.824392311592539e-07,9.91811117944734e-07,9.60757211011808e-07,9.18242770607782e-07
216,8.901883269640031e-07,9.071119803744671e-07,1.027108749995393e-06,8.188139694630466e-07,8.898922417661518e-07,8.938640693615938e-07,9.54647307724311e-07,9.436752797068523e-07,9.410908348419392e-07
217,8.872180281656861e-07,8.853360718230767e-07,1.0566984372038636e-06,8.819268480375895e-07,9.295983154875358e-07,8.838921655826519e-07,8.956118023262941e-07,8.420897282442615e-07,9.613583394275598e-07
218,9.198608543639519e-07,9.037255578827762e-07,9.840124169138998e-07,9.459162614102046e-07,9.245234785579896e-07,9.294574570342304e-07,8.89832414611149e-07,8.831850227364766e-07,9.186024270967413e-07
219,8.56329945628501e-07,9.231125047418679e-07,1.0137688797132572e-06,8.737014202779331e-07,9.43071407003968e-07,9.410540764043494e-07,9.590463970863352e-07,9.49354138438764e-07,1.0013001860999608e-06
220,8.76924650868505e-07,8.364950068122889e-07,9.156041040858379e-07,8.317829018192005e-07,9.08420754758262e-07,8.643295897115947e-07,9.121935587686216e-07,8.912432298261061e-07,9.943574378691569e-07
221,8.656461426329884e-07,9.322948112525422e-07,9.653206132574563e-07,8.53076519651656e-07,8.838629124808058e-07,8.479959773633556e-07,9.095916749478519e-07,9.017742404888672e-07,9.65969937602053e-07
222,9.10606934845253e-07,9.277718241206471e-07,1.0897986079229848e-06,8.719263732902794e-07,9.077682201191692e-07,9.136555574936707e-07,8.812378467677408e-07,9.285271670456965e-07,9.562724289731824e-07
223,9.152744195831468e-07,9.005461290458043e-07,1.010053475356883e-06,8.864600296205009e-07,9.863571198077719e-07,9.090409601557368e-07,8.935026237667704e-07,8.812556890269936e-07,1.0921980939640517e-06
224,8.785664022970495e-07,9.185690857792433e-07,1.0045609081085366e-06,9.462879911308183e-07,9.390779147837369e-07,8.738511231645486e-07,9.604066189162737e-07,9.77200618197745e-07,1.2009632164246322e-06
225,8.785544987485332e-07,8.878686323353267e-07,9.623330479301269e-07,8.895007204603789e-07,9.451974025633699e-07,9.020329343846131e-07,8.840734576487921e-07,9.02139750931529e-07,1.0682340423450082e-06
226,9.250820588846637e-07,9.108619682039244e-07,1.0349865838841844e-06,8.950413302377029e-07,9.536478020781276e-07,8.92819685945042e-07,9.261372292643935e-07,8.83650344438335e-07,1.1285719642822088e-06
227,8.953621744204273e-07,9.579723746027789e-07,1.0774217855734275e-06,9.446185029851079e-07,9.842469300802469e-07,8.897372519493151e-07,8.977233892613284e-07,9.382923421995604e-07,1.2251966141040173e-06
228,8.269603551039378e-07,9.268160149752473e-07,9.610968325653474e-07,9.448257101196208e-07,9.514844238225436e-07,9.170567068861883e-07,8.440609142523139e-07,8.832788736200226e-07,1.3178551901756554e-06
229,9.173273461923187e-07,9.273291762113977e-07,9.681914361506397e-07,9.709848228397018e-07,1.0402252970682226e-06,8.970417201361927e-07,9.346108390033304e-07,8.987667525440631e-07,1.2945206858750145e-06
230,8.330481228202909e-07,9.501473870625746e-07,9.634696651958858e-07,9.157210313241336e-07,9.731666257809667e-07,9.54762387282353e-07,8.820621695518731e-07,8.975711029334686e-07,1.3045402150670186e-06
231,8.470577806631105e-07,8.868874880096133e-07,9.732142528187523e-07,9.379119575986916e-07,9.589210041408836e-07,9.408998350613096e-07,8.483162213989664e-07,8.774237571934687e-07,1.3393002688541353e-06
232,9.121278564372943e-07,8.870948936086472e-07,9.579657903941274e-07,9.206439290680535e-07,1.007436625778304e-06,8.942939442259174e-07,8.520675404873106e-07,8.484547590052139e-07,1.3195633065130522e-06
233,8.496250340474695e-07,8.670537198326005e-07,9.487660764815858e-07,8.713582348683642e-07,9.130304986436515e-07,8.531004777750478e-07,9.247893552681378e-07,9.292225081095723e-07,1.2544672430831313e-06
234,8.821001943570738e-07,8.947195940280552e-07,9.55119322210263e-07,9.014653888491812e-07,9.09753169235571e-07,9.438885583102548e-07,9.081249973048652e-07,9.256551461328012e-07,1.1680731691206629e-06
235,8.697803486259786e-07,9.355441146176795e-07,9.582147267999731e-07,9.349859574934379e-07,9.324387196772481e-07,9.190416579095943e-07,9.050783956438239e-07,9.503311822904116e-07,1.1918196802512723e-06
236,9.067813671029668e-07,9.09558263786094e-07,8.715631437802212e-07,8.92563057683389e-07,9.968699920079135e-07,8.726960554380607e-07,8.835771052450041e-07,9.293216377070318e-07,1.1950049168128592e-06
237,7.808037597761876e-07,9.240154541031192e-07,9.265993038413099e-07,8.693922302710931e-07,9.594240764199625e-07,8.73660324266566e-07,8.384137730286773e-07,9.813874841476007e-07,1.1586882081679982e-06
238,8.852156900683622e-07,9.60331130597865e-07,9.969460040260714e-07,9.885615177519713e-07,1.000635573069584e-06,9.784734613974152e-07,9.153832674095952e-07,9.366636865184366e-07,1.1970052757130405e-06
239,8.431038850846173e-07,9.183199123376134e-07,8.999258151042742e-07,9.235041721171068e-07,8.975540081958652e-07,8.673820684549774e-07,8.335735285460677e-07,8.338303140226806e-07,1.0553090674740554e-06
240,8.490260963254316e-07,9.237569833147574e-07,9.69923507642395e-07,8.850221785472698e-07,9.822128730227777e-07,9.021796672611867e-07,9.216759500790801e-07,9.638985907510044e-07,1.1172543231662648e-06
241,8.769854853572566e-07,9.80920959130752e-07,9.558887643292268e-07,9.910190558822993e-07,9.5671834575576e-07,8.59133059945549e-07,8.597149939904216e-07,8.663777817306946e-07,1.0141222445245569e-06
242,8.430812340241363e-07,8.257488108948951e-07,8.981026403580681e-07,9.254595483255675e-07,9.85430331235101e-07,9.055843653775946e-07,8.909682344164551e-07,8.513713965484889e-07,1.0426015718041594e-06
243,9.044961566619996e-07,9.184964224960822e-07,9.184106687760424e-07,8.89239156034711e-07,9.471587474640946e-07,9.196485704013625e-07,8.676609077751714e-07,9.011713109254559e-07,1.0801430429421352e-06
244,8.564276782308379e-07,9.958973087042558e-07,9.55904293198177e-07,9.21482260749376e-07,9.194929464671588e-07,8.713847629760218e-07,8.579384932896953e-07,8.231398986708903e-07,9.962596395771557e-07
245,8.543970946080271e-07,8.448355913425816e-07,8.713558589947477e-07,9.154602772015293e-07,9.451356326273033e-07,9.244262945839951e-07,8.65078504215854e-07,9.147046070685643e-07,1.0048538884425892e-06
