step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-actor/r_hat_raw_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-actor/r_hat_raw_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-actor/r_hat_raw_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-actor/r_hat_raw_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-actor/r_hat_raw_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-actor/r_hat_raw_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/r_hat_raw_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/r_hat_raw_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/r_hat_raw_step
13,-0.0577319471498454,-0.02828435673042934,0.00909855640697417,-0.03171042904870637,0.04523647873942653,-0.0033576141618734735,0.008154093265461751,0.06225576282717253,0.024509792317473
14,-0.04266973492861403,0.008351239895560227,0.016610493271950154,0.04163193152658561,0.005592976176654848,0.004968829538340797,-0.009212435447066606,0.05394197518240095,-0.00842448888096177
15,0.07572571134673751,0.04117171572810273,0.0028812797248549617,0.043657206864863816,0.02338969553168388,-0.008799593950058134,0.017981446826074894,0.012485421116437663,0.06347452561392664
16,0.04034674670424224,0.014819266933944088,0.02148025111402465,0.06953729524153333,-0.029051051891495303,0.010122582416296207,-0.03868553388082764,0.04567453236778436,0.0007363338758725752
17,0.031866689122660816,-0.026471132278928465,0.0200735267781855,0.029554211443747196,0.08827950891056878,-0.015246435734881669,0.06712267080932162,-0.06899331904664965,0.009973449637219129
18,-0.015728917416426073,0.0050678377382748965,0.01836326752705428,0.015214962319013776,-0.0464096407156823,-0.028580004222722815,0.052188026427996186,0.04742122071571076,0.0015642913225764928
19,-0.013769258485305663,0.028241578137284097,-0.003531040086980938,0.01304604786195958,-0.019903130117296025,0.029093077317593315,0.008476733511071683,0.010827608895225136,0.023881247069815054
20,0.012060640048396907,-0.00075962132851818,0.007710033551693247,0.028984897043763735,-0.010492415267863969,0.048678633163450766,0.06609855522665159,0.0041113725101059205,-0.034131765155990826
21,0.050215973413147,-0.0023043048365331887,0.030483034115828055,0.03636010921850987,-0.026462661613757592,0.039082819613012465,0.02041819431753029,-0.04637226242636592,0.007237485397152008
22,0.053492326884720755,0.022038239950050643,0.01193275975446376,0.036371728555122496,-0.029791513687878135,0.003747659858103681,0.03885401289391224,0.020591051834294008,0.007325924362662611
23,-0.010997161893441049,-0.007860447102987668,0.00600505573805262,0.046431004928430795,0.0191042214985512,-0.0062543518138161655,0.037531939600950755,-0.0056103644186123805,0.024178920347023226
24,-0.03160501631801298,-0.06368088899224797,0.03660096448392036,0.04346900855223495,0.01545402377865227,0.010857656861423952,0.04548628710915904,0.05535878811924907,-0.02707191094733711
25,0.03478383962642503,0.019739919904743428,-0.022084263022393965,0.00029885801683701083,0.004940425337358161,-0.004398366327594793,0.019933968428251223,-0.03581155397827838,0.011917076639634311
26,-0.018697430379706417,0.05722865566565597,0.038988563074405305,0.06897943603565576,0.05279954408331764,-0.04172340607866048,-0.03957163436187824,-0.01810523149938048,0.020198087443533512
27,-0.04893002398811701,-0.02750363742557241,0.03243644578860247,0.01912185823757035,0.029008953233258587,-0.02148650740741751,0.007970336664172852,0.04058179762185118,-0.028587222597720476
28,0.058207813352602375,-0.04721714977791416,0.0031378643236949044,0.05780708064556942,0.008922424835870574,0.02531967554798691,-0.02332206083281328,0.02450152475842643,-0.00587559538328474
29,0.015065112613678116,0.02722160822707791,0.004132804801106824,-0.04644546768236077,-0.007487743441867238,-0.02819333207883252,-0.03599089304230873,-0.01144924492766992,0.024061029220667697
30,0.02687090228903203,0.01951064844709329,0.010227970727706738,0.01282481261434187,0.007186750030972559,-0.008806444983002495,-0.006369424206342461,0.03838091765251461,0.006926826429620666
31,-0.009516460595978693,0.004079520287614111,0.01459601169108032,-0.01456283001381044,0.015927891563652968,-0.004171195340448987,-0.015301970826002384,0.005964803869503277,0.014494034323993947
32,-0.004493243312524861,0.11358552689030152,0.0017322980498834096,0.013315265024634678,0.008550078878411155,0.014516181761880725,-0.016995993295642574,0.029800092813225203,-0.007804152533844922
33,-0.003411516656071934,-0.0369939252188587,-0.008379886354110445,0.010675604799785946,0.0504011224226346,0.030901383888507265,0.011301036874106942,0.015149289631104196,0.08330957883478206
34,-0.017462751385018384,-0.0008497557656115071,-0.01007025045859208,0.0161744699724393,0.016641620771695,-0.01088676240515669,-0.0020416944804450875,-0.011981606332149971,0.05451253735759537
35,0.007405440324713353,0.003852410112885449,-0.023374499589189936,0.025036636289317023,-0.0017714621590014866,0.004206333495664006,0.007024873744524367,-0.01221078108876942,-0.08537195098385376
36,-0.014790159514745152,-0.00905091380121553,-0.033585418022029634,0.010079782539519765,0.04067706657118164,-0.03956323599190354,-0.04087871927183408,-0.008826681622966084,0.026039922277685604
37,0.034772174300625305,-0.015684042739917643,0.017867881035192122,-0.016040071757728792,0.0347939105210254,0.004679317649358035,0.004419924878692405,0.06504508997943961,-0.0036837025657871407
38,-0.02375389846336345,0.03718672435024637,-0.02825292321067167,0.0021203224470218696,0.01037690487781552,0.03590520621909949,0.05018736295521399,-0.008211781972319377,-0.030066440644478266
39,0.033531169197804925,-0.035347827047518744,-0.00989092491854458,-0.020928841971681374,0.029024929538984626,-0.029081054084138556,-0.020835057381903378,0.012231191711133876,0.014003635930530172
40,-0.0452788219838892,0.007947329672570051,-0.023520445913323237,-0.028209377882850967,-0.03559627355410655,0.0341645097828587,0.020520384110061737,-0.03662154675454527,0.02372253823475114
41,-0.03676759139371697,0.06307738238373752,0.0031225506653374743,0.0032324855046826305,-0.04300347430445455,0.00046161479431337387,0.002143477171326893,0.0237027893843398,0.02419020534947436
42,-0.006196981991954123,0.014435043797590271,-0.031549695480611144,0.019616520205531857,0.04057861034983803,0.004152668664894488,0.040208715044417136,-0.017784415383592437,0.04890810311873447
43,-0.008750188636604463,-0.024133469540468685,0.018610137427492873,0.06602680774415806,0.015865849831847502,-0.010073211114874627,-0.01730818660420817,-0.004070581859212358,-0.0353774952237131
44,0.010420304143364308,-0.011127769671794943,0.00838582421941599,0.003152288043494468,-0.005932905922304904,-0.04589076504916067,-0.015358653464253986,0.004639680283921901,0.01650586051672566
45,0.061577381079762,-0.024102588072527027,0.019403651108915232,-0.017981158093371388,-0.00459282491566567,0.017616902258485518,-0.007643755398736367,-0.008870651842769462,0.01197193886047512
46,0.01221002198424017,-0.04068927545627232,-0.01073912141297294,-0.03085014627420831,-0.04395467603617596,0.0509055126367092,-0.003379286405576748,0.01691621201641093,0.004594497697178978
47,0.034149511555776814,0.011961211349297542,0.07093779371611421,-0.00985314223814984,0.018461935699995193,0.010353675226243312,0.028643847981673916,0.020664377607258123,-1.818562434391696e-05
48,0.06095843413023684,0.0025073142302386928,-0.0023340153724394903,0.018653658196153652,0.049419723699088286,0.019373136470272546,-0.00878664469049947,-0.06117178900328249,-0.04623351227398556
49,0.01854374424599401,0.03445027780390134,0.0012292660423055743,-0.01746249501324759,-0.05311684145413827,0.01400934802656611,-0.013370905971724951,-0.017902290571506666,-0.009638321891105249
50,-0.016947555311724274,0.007779134272558751,-0.0012604725066990242,-0.035063504911235076,-0.018335326269001667,-0.02474331806869205,0.027428939099717647,-0.017835407381984008,-0.01113018144671724
51,0.01001713006200862,-0.007374900528406962,-0.02858067676815365,-0.01942117810822169,0.000557088280437627,0.03002699204690045,-0.03806866618546333,0.05578587254970333,-0.05667497211384149
52,-0.02539274047119276,0.026392515139372356,0.02894902453062828,-0.04549981900831358,0.031788514927392014,-0.0036146991473534,0.01810451070036949,0.02114588209119204,0.01964049215666371
53,0.030657980871907017,0.0454640866173133,0.010879708520458355,0.0003139601432838461,-0.0052722479687679425,0.006548927825964484,-0.014322482115029725,-0.0016092591081808762,0.031247843248744807
54,-0.012486256591046484,-0.004899646001868133,-0.030529868807956655,0.01651481535163824,-0.0229933536700483,0.013486847475830585,-0.01599008535158061,0.028453974431667937,0.003496753086582379
55,0.039625534274084745,-0.024403897469032116,0.02057120754044269,0.002321328690089707,0.0026402876224074817,-0.023510656286582225,-0.015624868227773913,0.030515662919675186,-0.02284500949438643
56,0.008423990174513812,-0.016708863101116044,-0.014580903277252132,-0.01624162667342705,0.0007136556528443062,-0.021180039448032123,0.03382720048352663,0.04926251695522195,-0.007325402260281846
57,0.005242524606349216,0.014307624208847724,0.00626600663365049,0.02272184123810795,-0.04039386610253472,-0.030274116303638986,0.0027294286472451684,-0.022536455069229588,-0.00935482091934829
58,0.003751195455434871,-0.012550830719135096,-0.013784855988982988,0.0009431878866776748,-0.007008216810629674,-0.012849459000140966,0.021357463818490432,0.007433791306110633,-0.019006268438591156
59,0.024602719128318257,-0.01184999468678584,0.0002870855035423893,0.02650288292631763,0.0049187699811951285,-0.01354616568051628,-0.003777964460894393,0.02488109673189042,0.018952705417127992
60,-0.06587831434838481,0.0030060885870746125,0.0009813278439533611,-0.022685222006090893,0.012202853399144948,-0.024187707150280457,-0.05794841958178907,-0.10820645786466652,0.00730936308345008
61,-0.048964888953464,0.052132627125860795,0.01578686896904075,-0.006051086778750978,-0.01388480641696246,-0.013209004706818827,0.011169537337376266,-0.02776063995489081,0.02849973827738505
62,0.029604206182852203,0.01502195763882702,-0.018832065188572823,-0.004391097440169026,-0.017613456149584563,-0.004886885695140927,-0.005309392023839666,0.02452947725273793,-0.012122053070001417
63,-0.03767503466825035,-0.027508648984109835,-0.032619543372859924,-0.02450722317329624,-0.008190301388913707,0.0274196272522,-0.015560511782837164,0.014238796879506986,0.010665623214840032
64,-0.0062572934912949905,-0.042716445100092544,0.04435121974103284,-0.02829138330778197,0.006298638208836876,0.00043544536759939294,-0.09079571399786088,-0.031038661217836612,-0.0003833536032927477
65,-0.05725796458470387,0.0064729553374757234,0.000302340923655649,0.045042241208666046,-0.03852164246460037,-0.009749759665669253,0.04394890862148495,-0.01913511704078551,0.009937701652657
66,-0.02939570721415586,0.013457918750169008,-0.004413360584878684,-0.005005359674890795,-0.014108334999693464,0.007744390177329193,-0.022097530633367113,0.015484083753973362,0.004656495536995984
67,0.02641453473503031,-0.0019609706873515024,0.01986109711433947,-0.042611813159610185,-0.047655323694443,-0.01024472435112884,0.0028770980549127564,-0.020218884909294053,0.01176384344283047
68,0.00855869663295903,0.043733559089207175,-0.04388408213608107,-0.019467926251345788,0.0013477703033387277,0.015896415143580627,-0.03147870627795773,-0.004601948562644138,-0.007280648470778295
69,0.0003291390264763091,0.02616072839604633,0.01342259449752306,0.013890574182554162,0.03795986944764958,0.0401389111004808,0.002622267984735015,0.010210748660372224,-0.05361955703653252
70,0.004474484766559416,0.028410654530955915,0.02339898513701531,-0.013863530654163752,0.023941343513743423,0.03713114139128855,-0.018222412377896884,0.026455672824832313,-0.01841295111395695
71,0.03402297936426944,-0.022852402496940868,-0.033574894185996795,0.01517333106532328,-0.001717015307588429,-0.012187682404969874,-0.028394214060635383,0.018608628286425306,0.03193110988550138
72,0.0367658575430458,0.037945863400055575,0.030849713807093535,0.013435865073219502,0.02216515952567634,-0.03970937373292009,6.033408413287343e-05,-0.01091027190402078,-0.057399563196176034
73,-0.004099456807415911,-0.04949537335761046,0.001086052107786172,0.02893653256719951,-0.022989940239118028,0.026700228284694653,0.04350037400942998,0.02711371010976525,0.03565654777781254
74,0.013856722763947352,-0.008494943826580257,-0.02425548130716064,-0.009183150291505338,0.029945415785759,0.005657962108067374,-0.07330684152410769,0.04343128760171794,-0.01545671033113824
75,0.022130333539463858,0.00915347492065272,-0.006778689178260732,0.015024701862079475,0.026203132171056583,-0.009825730687313934,0.006217722943707871,0.04926109255825595,0.01824712969272985
76,0.02900788950268639,0.00974265272969514,-0.02768325062066099,0.018956782440735415,-0.034598300706299205,0.022884930189304875,0.0018090816369570003,0.023666883887160057,-0.03285446027558504
77,0.026184384844518217,-0.03293316331188409,-0.013064214446816947,-0.02509605573027577,0.05520193852402642,-0.02478797422616212,-0.04810625831060932,-0.000288382017970391,-0.02952713135908279
78,0.01939596620328724,0.022274306261232783,-0.021256779229374585,0.036063425168928506,-0.03727369602994227,0.03008320728258884,0.010840694433856069,-0.011513766972893705,0.03556946568568954
79,0.018257666345042733,-0.010155556595586203,0.024010682765480053,-0.030687125356882346,0.00844842392760104,0.006061697369881259,0.002588826426342661,0.047828910566088616,0.004322427422501765
80,0.04800213377316083,-0.0106027889549771,0.0006031553159352747,-0.06642572665878928,-0.056309951656149534,-0.012653154205739007,-0.0023444901733569137,-0.01752035511025937,-0.001740651265021341
81,0.0007988631364113671,0.02603539259096869,-0.027227528903696212,0.008000719015820546,0.008995607916236341,-0.005408572273739474,-0.019594830088284068,0.05945896830559388,0.0007942630192662804
82,-0.004128675660158431,0.0032798346370747,-0.02119094057064382,-0.051444267169489,-0.04843268500944689,0.02590129774632,0.06338751331111349,0.015454805993171703,-0.0031967089919271324
83,-0.026151120542241345,0.027694469756924935,0.010953505246107198,-0.04772935334123667,-0.01239527554087037,0.018625417131250023,0.015557702332826832,0.01306424030015874,0.01789867326381875
84,-0.027143799815575145,-0.01847011875389336,0.018227646161165116,0.03555051356841086,-0.012577736886743488,-0.001969549056435695,-0.040811051818972016,-0.0016336506182959697,-0.023914421694632294
85,0.01975731174562658,-0.030312504143907595,0.01165513378094523,0.022945203320434367,0.00605831312552149,-0.031098308625921754,0.006099157550437123,0.006091949232104407,0.020444185497176685
86,0.009557031224747348,-0.013890678510775445,0.0035148857716171787,-0.04290807861452718,0.02379038399795837,-0.02184874241657499,-0.03200552542007483,0.0499475369853781,0.05574502564884078
87,0.04815357311401562,0.0255249186367502,0.058467437301711514,-0.022642222948465233,0.01680647830545719,0.004102849832246579,-0.01686540421478574,0.0248359030214723,0.020028631828205336
88,-0.03858803979494825,-0.007458998052619064,-0.03459471436593769,0.016045552598909815,0.021234297079519137,0.01333720323476543,0.03473174982762187,-0.010884895095844643,0.04175743279701975
89,0.03140972084925355,0.03068330601035182,0.05638690440707168,-0.03626686727286755,0.019584495714504786,-0.012893527356698862,-0.03563230190913794,0.006017896758242846,-0.018856640259368534
90,-0.016135491283747343,0.0496305359063538,-0.016447996291514312,-0.03101672109499861,-0.008573798573509562,0.03031486626012903,-0.0015817693132981812,-0.015285742779045607,0.01009129230105476
91,0.013926993169792488,0.00965147652307356,-0.010150468862248211,0.0081789918072855,-0.038297006829557854,0.006967577195777286,0.014322262473028162,-0.015000592712684445,0.010379809072373625
92,0.0106438376232268,-0.0602539112588904,-0.0006867377604439898,-0.03550670743432534,0.012731634275515722,0.027246589154837644,0.05249295890516691,0.007975219278566077,0.03750307238836011
93,0.03494207353196239,0.012455123849524677,-0.014486659916409208,0.010759662092633624,-0.0029913424923352365,0.009225778679111608,-0.035028383952739106,-0.040115080801927126,0.019354236339154212
94,0.008024377439689877,0.021109172534009547,0.02647413752103227,-0.01218173601468543,-0.053679521017885534,-0.04277968538978617,-0.04270933519070049,0.0045838452802361655,-0.0021182114141701505
95,-0.03841191530696008,0.007963615900940083,0.008735052187762363,-0.04611121976356779,0.023655633379821087,-0.06899030202120732,0.013477319929452995,0.045801841533810374,-0.03384773417684228
96,0.018413751075199596,-0.014051289886402758,-0.026921866622263747,0.025826198435670304,0.020518463844137653,0.012416768085998654,0.016456625122271484,0.018081545264380876,-0.02289800680576762
97,-0.007181131983907202,0.0019256809631542616,0.01208625456940808,0.01803273226750323,0.03251164813459923,-0.03051292246523682,0.01530434320554624,,-0.0224340865474427
98,0.034859141058251296,-0.03109881406598442,-0.030645489676143337,0.029177806157550657,0.031093610830375873,0.014128439729953242,-0.04514651219789293,-0.013296973124403717,-0.03482508040282611
99,-0.012245511770089168,-0.030762193449470267,-0.015106781862398626,-0.03912959286797768,0.024803967079087337,0.013485133424147203,-0.03274381663211535,0.0016927003707557164,0.05235293290679613
100,-0.035243221612388506,-0.06967855486179293,-0.026950236059128017,0.0015050506134244757,-0.007960274909495475,-0.008073177212990498,-0.00869534279644219,-0.002665241488859473,0.02248077991681467
101,0.03647853530908151,0.013951857452900434,0.020305357436813574,-0.02573247269417537,-0.00938379979877475,-0.01933904124729654,-0.0080978861309701,-0.043396835767801074,-0.015895498839049522
102,-0.019815780145219473,0.04118505406108522,0.03134488431376958,0.01843493755002066,-0.021181842196073192,0.020363064346547312,0.00936493031583582,-0.001413200328278765,-0.021032036417525747
103,0.011126456560687514,-0.04691863073285576,-0.012363623212695064,0.04597057624144194,0.007067042572416841,-0.024409434951521737,0.01449900299113666,0.04144697733073444,-0.0006429636400467209
104,-0.052397571784126344,0.02118431275504844,0.014110342647087827,0.05805450901401878,0.030992940383023176,-0.012576917995398524,-0.015047250377679929,0.038656812250076056,-0.002986957498346363
105,-0.02776600833802762,-0.003288874792739032,0.045785832009370635,0.013715167558729629,-0.05055032721018326,0.05727359525523584,-0.012835801544194735,0.03734708621201221,-0.010409143809555233
106,-0.03834931318953635,0.039749849534966554,2.9084288503555045e-05,0.016468183186014188,0.02458387681415862,-0.0007114560920940419,-0.005778241557917224,0.014096453965784184,-0.006915746329371793
107,0.017718849465546378,0.006181704319113144,0.04750642391965315,0.012356185469512618,0.0038614711976529856,-0.012642022779260484,-0.00315911821981816,0.01144917631463219,-0.04432607365536694
108,0.023426120610853658,-0.007638973479055057,-0.0060679922016026846,-0.005555358356176935,-0.03137273800683633,0.08612273958923612,-0.03940115407180068,0.0027406853003043782,0.013613549950232604
109,0.04248590883096092,-0.0461954346268846,-0.014972902750151966,-0.004028359863883893,0.011212693757236289,-0.0031777998323725192,0.03903306417770274,0.03724487234640171,-0.024757248931044876
110,0.03835987403192434,-0.06738888226195418,0.016303306128941628,-0.010929852206773708,-0.018869608619398723,0.04189528803105519,-0.0015064443673474823,-0.03158587155103957,0.05601519477397847
111,-0.027372394661887123,0.017540093046971402,0.012833542833137071,0.041599577234068166,0.05502199709168792,0.0676218211366082,0.016028507553921913,0.032130959671066085,0.01673900021883415
112,-0.02909983447547755,-0.004132872192738821,-0.063959314703586,-0.021294103056568536,0.05164416662855158,0.014237581405998557,0.030842728847530892,-0.011972187922245728,-0.02337890994380623
113,0.0308063927331543,0.027943879304338552,-0.06340873676490431,0.01571878658168192,0.036223107012543505,-0.04646866003415284,0.022896436172705075,-0.003744208659845693,0.005760755237547065
114,0.012628892884290296,0.03251915081276997,0.023766589920966797,-0.033732326006952106,0.025848662530287413,-0.0356296256839766,-0.008363342035799044,0.003074769693934876,0.0035015277996886455
115,-0.002080331438504616,0.011855353842892444,0.04298621078773268,0.07853616362652459,0.006799934710297095,0.05169802201188376,-0.012240238313984924,0.010979077410859331,0.028366187847618705
116,0.014376034757696608,0.00571898756920783,0.04204860340148866,0.009007469724067792,0.00832929432153654,-0.016170970121425834,-0.03293874613969843,-0.0014078570913029016,0.024299808175445692
117,0.00433482699254116,-0.02198921364570922,-0.016974396799971626,0.016611593522991016,0.0031623778491535405,-0.04758424770267742,0.04394104045798342,-0.02715318934609596,0.021692406473156827
118,0.023186878931979946,-0.024266405443665345,0.006878143967514273,-0.02830086154584352,0.010817351217966708,-0.032843786213454046,-0.009235897245249827,0.03778380366278091,-0.04340886641081192
119,0.007806082285075055,-0.04021947603218702,-0.024347467137572028,0.016338305152399667,-0.015990630479280902,-0.01676885656759877,0.04083718534948235,0.02052742088898447,0.0034113659859134338
120,-0.003436225351313697,-0.04265931464137808,-0.0005978948234368512,-0.06583185715216476,0.026451179955598137,-0.01226653732891527,0.04678376809181814,-0.029253680127364345,-0.006349696652059225
121,-0.025645820549492902,0.010964398648380896,0.015209338046208129,0.019744639082046933,-0.002966828920642759,0.05360384506977026,0.021119854571649735,-0.040418834044942495,-0.022604727184219107
122,-0.03308966098947814,0.004409111942880851,0.08734582007045578,0.048640122114770146,0.04262624338200022,0.03355655072661544,0.016025914395395132,0.0017935749218394824,0.015366064590607097
123,-0.0021930475890718777,-0.006270072610697477,-0.007392191968049395,0.024858830754533236,0.012417399562114032,0.060543217008449175,0.050437869422853665,0.004624685400234838,-0.03054542119816543
124,0.029280692591680056,-0.03706326394994777,0.03436208005227488,0.02522908749567275,-0.003183744003446958,-0.08831172188730468,0.03082499480370367,0.000984233648637593,-0.03691837744889957
125,-0.009132542827377636,0.022807292743037184,0.0012188095458415657,0.030704060590586738,-0.01882752193909448,-0.021226626517840658,-0.02354650775988268,-0.05235577509721299,0.018199758949035225
126,0.008172493782549346,-0.0703517305068552,-0.022478627271700614,0.033635216033123375,0.00677353402961399,-0.04447443833422141,0.00882847693564644,0.06957470323646209,-0.04002160303656887
127,0.033188546334608396,0.001890506236367654,-0.00992809180082436,-0.030124799019571376,0.0455931440022628,0.012065000427413992,0.01972901663053231,-0.01719275425972609,-0.021067260894702483
128,0.029635088869571877,0.005484795127281757,-0.026902531077039788,-0.010200898611255718,0.033219608843188635,0.03620217940224726,0.006213099500749583,0.025680980127805383,-0.003684686303745245
129,0.009345604332221218,0.008728829082429314,-0.005785728886334308,0.010780777862603052,0.03744271724113477,0.022589489137181548,-0.012343816181192822,0.014339819837604142,0.015668594549131897
130,0.03812019069702752,-0.040779382236562745,0.0202665373969284,0.0008104148383563714,0.017106481861437234,-0.005779822376033319,0.032696797797878256,0.04907799629713894,0.005528320556511686
131,-0.0030239511104261656,0.014372410596679677,-0.020235660483037404,-0.011650963154093284,-0.017243900191371085,-0.03146763327365763,0.027585452585686628,-0.003780228333574283,0.06263058416678641
132,0.01007612987825437,0.003367322463979014,0.031048085041052456,0.027645549634718613,-0.031558732067547696,-0.002383174643615042,0.021237860771511713,0.04675840603635212,-0.003470882962966723
133,0.033543065225122425,0.029704936222084165,-0.018905103583164978,0.03136605501764953,0.005637720764369836,-0.019906286284367584,0.017616525095094458,0.01661137688725661,-0.0295990978277579
134,0.01456165088806017,0.016106363948386077,-0.06407356134227456,-0.009540383796552011,-0.03498225523119517,-0.043743362158377694,-0.037689466664912435,0.029856031870248143,0.06549982159926894
135,0.017343052384107053,-0.00757013929364891,0.0551358598891358,0.014653168485115149,0.01902841356553292,0.006588873062554199,-0.02919225571731428,0.03243111676639004,-0.0010859316712033213
136,-0.022733929894697302,-0.035255704924189876,-0.04552991006566479,-0.03131728575923716,0.04364593196958912,0.02242478158341264,0.02623709846282782,0.003760459582404225,-0.02426594639585234
137,-0.02794120932716053,0.016194048219244046,0.012155060133146291,-0.006563006707983119,0.006141342561575177,0.004388528405328879,0.02014481270559147,-0.002771386069122706,0.029495023564148293
138,0.015887308001455405,-0.01966621632328307,-0.03579491730441191,-0.04454295250579,-0.003667525291667586,0.02240927255937816,0.010532315976561587,0.0003766067476345837,-0.02855806799241921
139,0.04795426210641138,0.002908984381875378,-0.04490086833854889,-0.007521246970753109,-0.006056880454737016,0.0009453984598614642,0.004642287252764063,-0.013863273993287616,-0.03452001291695354
140,-0.0027633734254592394,-0.05010372127410799,-0.04040423963886004,-0.031611373149881425,0.00984812586778988,0.08331019262378385,0.021238597690886284,0.0097179202987205,0.012770127938429285
141,-0.006532257619067009,0.04119409895871228,-0.015322317663634734,0.01922736077732704,-0.03681634237567635,-0.01593420246279965,-0.02697292259146494,0.01577092589177634,0.026506214286154267
142,0.0016971021579142262,0.005432647521556008,0.01221127230280058,0.007812537044860032,0.037147835293259435,-0.00381704623050104,0.008382409975394535,0.017471970006318435,0.015492590681126472
143,0.05976692817936734,-0.05325218078793419,-0.016730070398231156,-0.04693590282394144,0.02644558940631073,-0.02359398601561175,0.00813995580167186,-0.00238592619391499,-0.03343677301922782
144,0.013826319642571082,0.040497842161571165,-0.01359021657808572,-0.006586269880421659,0.01811093124129992,-0.025058830953815156,0.026831263869813465,0.010835063823778582,0.0399607782560897
145,0.02855233990684388,0.025534508690043978,0.02376176975682075,-0.03285151351110589,-0.04068412340530467,-0.05102227894699001,-0.017247074100130582,0.018009863484263696,0.019049212253648327
146,-0.022549341360237767,0.035124845240463914,-0.07408579432100214,-0.030886288463834857,-0.02120603187680648,-0.033565809544798826,0.0034437564494700004,0.034726869547708025,0.00568803358904038
147,-0.020551861131668053,-0.016748515382992945,-0.013705939655046623,-0.02141396107329905,-0.01912250752953518,-0.0022804938601658914,0.008521352680544932,0.01915154552240991,-0.008106330068194398
148,-0.027171455963694108,-0.051237905291286495,0.02992354443454193,-0.017120038993065335,-0.02839546514160471,-0.01083120171075466,-0.016658868088029237,0.014067281128517031,0.00599918662373996
149,0.00380077100946452,0.007700297329643309,0.016495936024845677,0.0033720754415494237,0.02908923726550264,0.02866322921405519,-0.02072791382142378,-0.0070781923762207564,0.011108223166083902
