step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed1-actor/g_norm_A2_sq_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed0-actor/g_norm_A2_sq_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_seed0-actor/g_norm_A2_sq_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed0-actor/g_norm_A2_sq_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5_seed1-actor/g_norm_A2_sq_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6_seed1-actor/g_norm_A2_sq_step,deepseek1.5b_sync_8gpu_matched_alpha_2.97e-6-actor/g_norm_A2_sq_step,deepseek1.5b_sync_8gpu_sign_gate_meanmatch_gamma0.5-actor/g_norm_A2_sq_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/g_norm_A2_sq_step
1,0.0021490429761932195,0.0022829231018810423,0.002178419061107627,0.0018377600678925496,0.001822070201348693,0.0017079544921174915,0.0016138836021915568,0.00174793663002856,0.0019547081952112086
2,0.002110176932977941,0.001877550730299667,0.0018972836093193225,0.0019499472791048508,0.001784570255046523,0.0022434794953847953,0.00197161371723189,0.0015839144151377949,0.0014399248082262316
3,0.0021593186015490123,0.0015258160382046946,0.0018329384076587931,0.0017390479295369956,0.001873052593549472,0.0017219620025559269,0.0020250244612762523,0.0018312061910102293,0.001870079762050975
4,0.0018073263796406457,0.0016328834161580593,0.0020129875437847155,0.0014810834866822464,0.0016343163539606046,0.0017055841712769956,0.0016550127550376485,0.001651874365564783,0.001706894302662256
5,0.0019546747075039647,0.0019281445206535872,0.002009977120587915,0.0017478551689671788,0.0018435857333665472,0.001734850064065418,0.0020917142412331443,0.0022794579567103224,0.001629015165076479
6,0.002084579561231674,0.0015841125626689025,0.0022550455950709927,0.0019712601661909237,0.001886531119393573,0.0019739381470452325,0.0017437006676159226,0.0016992951800059,0.001859805831936592
7,0.0023378744715595668,0.0018337995894178048,0.0022079010249219516,0.002005395727412923,0.00167162007320377,0.0016127595704854708,0.0016291962332453745,0.0016127830771986071,0.0019118100285755448
8,0.002060850206312307,0.0019402467085478737,0.002587537468883327,0.0016670397320351143,0.0015758670970829915,0.0015703919139902255,0.0020767487316180546,0.0019115126615718832,0.002325539459923323
9,0.003644543077872865,0.0018004467724244558,0.0029410342327344003,0.0017312110682871503,0.0018795197657726769,0.0019209167765838289,0.002460619653821271,0.002315919073395135,0.003541675365521149
10,0.0029831721078168406,0.0016623482507073955,0.0032820012338306615,0.0019066834145922656,0.001872304552912242,0.0018419745782347432,0.002174418977140024,0.0024533652343514136,0.0034420378399465205
11,0.004299514786094734,0.0016980197948789674,0.0035864819339593464,0.001962549561292166,0.0019894576781528095,0.0019344352434287155,0.001873158718771964,0.0018222731358504408,0.0032976043766609307
12,0.004146561002674371,0.0019298981372141,0.004140307463157603,0.002055709167017642,0.001937939107279968,0.0021753982332572176,0.00198723282622461,0.0021157396768241156,0.003241285295160672
13,0.0045756590767261724,0.0024604735517168483,0.0034274146932167376,0.002138079217501511,0.002175766570479092,0.0021423076757237395,0.0019795653955466818,0.0019415824352956752,0.003854945993780601
14,0.005268381874514136,0.0019716200217630916,0.004134478852890248,0.0019673199047860936,0.0018855349307268104,0.0021164689721181137,0.0021412714158459112,0.0021637495414501555,0.004424204470509113
15,0.004719250339960709,0.002034161240668025,0.004577094349027318,0.002216022632598147,0.0021289058082707034,0.001749500009158302,0.001938712131612172,0.002150021350605414,0.005970318799169555
16,0.005645164102494761,0.0021633693013789336,0.004604097784739493,0.002326031290249127,0.0023344068560785867,0.0023257630677803475,0.0021551725753929394,0.002235697848349909,0.005360075777139868
