step,deepseek1.5b_sync_lr1e-5-rollout_corr/kl_step,deepseek1.5b_sync_lr1e-6-rollout_corr/kl_step
153,0.0006659604203304328,0.0003481647069768793
154,0.0007945674812808013,0.0003443815713299763
155,0.000844847384801036,0.000349399742867086
156,0.0007981152194897082,0.00029152151571571795
157,0.0009292667854533028,0.00036924253568091254
158,0.0007399666551088253,0.0003451001266450869
159,0.0008755718867294405,0.00034412986775092085
160,0.0009252128780717198,0.0003546939563298978
161,0.0007511262403480404,0.0003380123888788196
162,0.0009729849339650054,0.00035203817086138607
163,0.0009560537903204088,0.0003386141782281508
164,0.0009314314021870794,0.00031266766478871435
165,0.0009190280352671916,0.0003393253268912802
166,0.0008521056991933113,0.0003085189511612693
167,0.0007632383008692773,0.0003508870026655279
168,0.0008420984845913133,0.0003246660131285682
169,0.0007663802261262054,0.000304962892217223
170,0.0007210163068268432,0.0003445927734047301
171,0.0006277291686452573,0.00033044858557672194
172,0.0006282662837233859,0.0003388937634015651
173,0.0006104772306962837,0.0003350861944536088
174,0.0006572898883858799,0.000347878981911938
175,0.0007080848035436014,0.00034249554219708704
176,0.000738698210985452,0.0003507427809781065
177,0.0007641704836527064,0.00032841739930401055
178,0.0006930692763820962,0.00032870328431773744
179,0.0006641608687636512,0.0003071827821697962
180,0.000617291374496794,0.0002706387864577664
181,0.0006694230688971922,0.0003553850704372815
182,0.0006630438690548169,0.0003344538667629661
183,0.0007344313085629514,0.0003625752386924248
184,0.000695133461565366,0.0003347368566295472
185,0.0006938278602067132,0.0003031503070861024
186,0.0006838873714034182,0.0003576286212080086
187,0.0007017993902064499,0.000331343483817174
188,0.0007373514743693003,0.0003517993002051362
189,0.0006723798135144752,0.00031365976258814344
190,0.0007361322828482267,0.00034837467712128963
191,0.0008132135415137859,0.0003516089878102871
192,0.0007599609878872945,0.0003070652740425909
193,0.0006186804247339209,0.0003596092415505523
194,0.0006977865910568092,0.0003185454970617373
195,0.0007777865555435364,0.0003452344287718399
196,0.000662839568046457,0.0003540091183871092
197,0.0007851971430500819,0.00032079963133030886
198,0.0008549410624244625,0.0003319815824423095
199,0.0006772945462307172,0.0003262672526717951
200,0.00065408951291798,0.00032679217196434566
201,0.0008178874448305501,0.00030833381871522066
202,0.0007481778070859822,0.0003486665391953454
203,0.000750045423726223,0.0003228955855500241
204,0.0006884059184042542,0.00033755346572652086
205,0.0007766832122564955,0.0003863883476056847
206,0.000746338442732379,0.00036341253004336166
207,0.0007134006501885246,0.00037398452250109974
208,0.0006914304141826154,0.0003556958016384343
209,0.0006977442683726374,0.0003488266364192404
210,0.0006843024808945215,0.00033482333931232925
211,0.0007644894702397406,0.00038361027194648497
212,0.0007270849159433303,0.0003566008737035913
213,0.0006589360818480827,0.0003310367141303061
214,0.0006382440297997182,0.00037481723468033577
215,0.0005909854011088618,0.0003713107034337575
216,0.0006446803958675948,0.0003655926028483087
217,0.0006823318299420306,0.0003249003372997693
218,0.0007018630259499522,0.0003631333718959279
219,0.0007063393480222507,0.00036872958073139726
220,0.0007382019712191864,0.0003456388940328736
221,0.0007783984654696022,0.00035127736408355756
222,0.0007809900387224881,0.0003338835599690171
223,0.000770122295975284,0.00033442385429367506
224,0.0007011059218320447,0.00036696064568925775
225,0.0007365332636336911,0.0003847185511774161
226,0.0006103747510550761,0.0003680392338604352
227,0.0006677343390786294,0.000357012787345848
228,0.000684305797516771,0.0003328893837026324
229,0.0006238868382292632,0.00036448990362174526
230,0.0007146643200043693,0.00033620877832475334
231,0.0006547868316199393,0.0004071093613004594
232,0.0006789980182233535,0.000416383631331703
233,0.000660232163270417,0.00036874295910682096
234,0.0006841495426499478,0.0003950496988692355
235,0.0007219659329228042,0.000357237184534585
236,0.000699360567312605,0.0003863471085602604
237,0.0007454061408457257,0.0003614571702260678
238,0.0006382979135537425,0.00039943806850423495
239,0.0006480547421940759,0.0003969969262307416
240,0.0006809494305084485,0.0003846765142979717
241,0.0006851517420535355,0.00038729854561761625
242,0.0007468235638958731,0.0004109077677682649
243,0.0006575261113364552,0.0003714890027751494
244,0.0005859123049446577,0.00038022430340647217
245,0.0006720867396060507,0.00041090979447560015
246,0.0007364315205659994,0.0004604434035948251
247,0.0007531473012606654,0.0004563676607817914
248,0.0006540795264965682,0.00047391188848385017
249,0.0006908302652251636,0.0004739243580780495
250,0.0006454926322294779,0.0005083863413332778
251,0.0006238345843566042,0.00043726870621520046
252,0.0007098120489404084,0.00042181269546112606
253,0.0005992773815956264,0.0004207340452159028
254,0.0007166406015851014,0.0004625722998841613
255,0.0006546865497216896,0.00043923392919041263
256,0.0007181839797930757,0.0003944697649711924
257,0.0007299357036631488,0.00042223261098875946
258,0.0006374370350774183,0.0003875125769070564
259,0.0007075331193410451,0.0004476785161401901
260,0.0006819734514682833,0.0003947524213410405
261,0.0007642467586529628,0.000400169435919593
262,0.0006471569297713787,0.0004129818057696872
263,0.0007265241755567173,0.0004083666815461129
264,0.0006861153254175071,0.00044423324045831183
265,0.0006347423242421731,0.0004094589060557041
266,0.0006133654568773052,0.0004277589715774124
267,0.0006188580962294046,0.0004217882832128416
268,0.0005850741402892423,0.00042654195706622505
269,0.0005775776090810299,0.000415134267518317
270,0.0005829574349531468,0.0004026011416816513
271,0.0006628310670875079,0.0004139431356672449
272,0.000645279621919127,0.0003977307795096115
273,0.0006208234269547522,0.0004333531671444521
274,0.0006394416160246776,0.0004168595839599364
275,0.000580234286835085,0.0004341991575454616
276,0.00065932716607988,0.0004332112609010717
277,0.0007105280686892216,0.00043015503590682926
278,0.0006893023145299028,0.00043410816091244743
279,0.0007663834293936134,0.00036192255834851936
280,0.0006936249221991131,0.00046389219547461976
281,0.0007434145466527083,0.00043249508749818814
282,0.0006783675287897941,0.0004124560092546087
283,0.0006875217553628048,0.00040337128169563256
284,0.0006502352279453054,0.0004246977137467976
285,0.0006135953885359414,0.0004139481534001037
286,0.0006347375158941948,0.0004636709106748072
287,0.0006447908552976637,0.0003842175572566511
288,0.0006849802997275014,0.0004096966149660375
289,0.0006692398402572911,0.00043390527594997506
290,0.0005997268747615584,0.0004187851074264571
291,0.0005783724326793963,0.00044446437275300505
292,0.0006654876084442501,0.0004922209567334784
293,0.0007055798926415388,0.0004257632532256606
294,0.0006483371363551754,0.00047263067049123874
295,0.0005909288361181098,0.00048572236091340654
296,0.0005977115374904041,0.0004261523598987232
297,0.000580939124058733,0.00043380885951522103
298,0.0005936663485431891,0.0004318295858270161
299,0.000627735065472629,0.0004269949330528944
300,0.0007125349525405827,0.0004213074405844222
