step,deepseek1.5b_fa_partial_lr1e-6-actor/pg_clipfrac_step,deepseek1.5b_fa_partial_lr1e-5-actor/pg_clipfrac_step,deepseek1.5b_sync_lr1e-5-actor/pg_clipfrac_step,deepseek1.5b_sync_lr1e-6-actor/pg_clipfrac_step
24,0.00031332061217091765,0.021486250896547,0.000688867594567455,0.00021588277926899276
25,0.00036616049182025296,0.01813185278117436,0.0008017730197934725,0.0002240217710426474
26,0.0003803513604308743,0.008496349127923401,0.0008784345907257282,0.00022227465729313857
27,0.00046263801287307394,0.005904441737098024,0.0008179216881347072,0.00022083042909538825
28,0.0004113600756075661,0.00623615938775577,0.0008498035978463074,0.00024225552466733088
29,0.0003615339115811831,0.00369667296735575,0.0009770849354582526,0.00025961948404074064
30,0.00035684201666116253,0.002113712757114742,0.001262608579293699,0.00026149519947536574
31,0.00037933508183414234,0.0022838676929585835,0.0010263005174010686,0.00027804512842521945
32,0.0003464365490584662,0.0014118166192799565,0.001587868709456026,0.0002439573974584164
33,0.00032054059150621805,0.0010588806301344588,0.0010619921775331732,0.0002667734573691405
34,0.00031339590267028444,0.001214480311149478,0.0010177662878193491,0.00031896547537447383
35,0.0004342098342318642,0.001420309656448528,0.0011320568075557514,0.00030620701282283624
36,0.0004020411158409034,0.0014072981188368013,0.0012982123112235014,0.00030364959191933464
37,0.0003600776274437398,0.0012862206719376644,0.0016051605621453888,0.00030094015131418506
38,0.0003518936836550373,0.0021597287255265773,0.001178954467930551,0.0003019248980973106
39,0.00037392213267163263,0.0013599997025710478,0.001167679003651756,0.0003099990732530472
40,0.0003962823512066197,0.0014656427130833117,0.0009688347187276544,0.00033525506829391817
41,0.0003837282589460222,0.0014214556136356428,0.000959419958191921,0.00032261607677081075
42,0.00039675182506594746,0.0015513419599209569,0.0010449572581862974,0.000347157340596683
43,0.0003403171749910624,0.00121211460299905,0.0011812390016097023,0.00032920003512187506
44,0.0004887606970795381,0.0014004636184246266,0.0011764484535400166,0.00032201757269887115
45,0.0003989184166248992,0.0014588667258303085,0.0012940005463355597,0.0003545338918140224
46,0.0004103725674516075,0.0015313192906351194,0.0015772665942027483,0.00033025057775298497
47,0.00045733524437995725,0.0014603898756959206,0.0013022153807469294,0.00031699199847856147
48,0.0005825101189424628,0.0013708559431241131,0.0012344581330735974,0.0003391530061094272
49,0.0004763544272699412,0.001513405724672805,0.0014123717085221003,0.00033564636303550367
50,0.0004291867921411862,0.0015583618470383404,0.0016406909945771986,0.0003653178687479587
51,0.00043874137380824145,0.001630834058719418,0.0015210983295446568,0.000360137772238684
52,0.0013765628073870908,0.0017515936995300182,0.0012671235039761089,0.0003664057616002869
53,0.0003876309235145077,0.0015681603164875923,0.0014285005527199246,0.00033523873679025036
54,0.0004004569798107787,0.0015902846986834145,0.0011047910102206515,0.00033845650808001193
55,0.000439810679645667,0.0013059706258425942,0.001499376574147824,0.0003704736564427351
56,0.0004230756927528192,0.001560997101933026,0.0012605933717991103,0.0003230748669617848
57,0.00036410631643255854,0.0014679559333926869,0.0014183881614549248,0.00035588344091466267
58,0.00042846266136031006,0.0017418705022957208,0.001326193760259129,0.0003519355557690854
59,0.0004229447186859073,0.0016822517826627658,0.0015642480552424934,0.0003624789669036387
60,0.0003929870456579317,0.001724693808240166,0.0011836671023336914,0.0003200258004956898
61,0.0004052613155829132,0.00171911812277906,0.0012589359293008822,0.0003366960714023056
62,0.00040016330314347943,0.0016804889534249663,0.0013557903413086371,0.0003659997053318875
63,0.0022443461017199544,0.0024076585734474063,0.0013899196081762386,0.0003591018892992989
64,0.00042152718249395326,0.0015191915148974051,0.00149195767231244,0.00034544453142189014
65,0.0004709573922950924,0.0015047614132299714,0.0012525283304534068,0.0003783258339353779
66,0.0004488592924947928,0.0015837506106587775,0.0011671124619689571,0.0004009885075458104
67,0.0004352558574674808,0.0016648256577506495,0.0013814996570242026,0.0003495000146570017
68,0.0005038691236014767,0.0017452960980229666,0.0014742643284729898,0.0003968889744968226
69,0.0003863393098364603,0.0014164002978213832,0.0020590970545440327,0.0003719890812796869
70,0.0004176923694448587,0.0014157590139385926,0.0018632660724739083,0.0003764763423532713
71,0.0005718721840743267,0.0016232636042135102,0.0016216067533821928,0.0003976926986979379
72,0.0005186764985306995,0.001492511789344392,0.0011453849508273248,0.0003565963123123982
73,0.0003956511083064396,0.0011707475855723714,0.0017354349089678514,0.00040293427226548905
74,0.00043993823634964153,0.0016186834689051466,0.00150063985702651,0.0004182783507763646
75,0.0004296450202337726,0.0015331134881116436,0.0013063850926430729,0.0004283082573193696
76,0.0004534680390365379,0.0016279699930711992,0.0016156816005915484,0.0003751288776356887
77,0.00042885682790595655,0.0017764008827043654,0.0015593869276840234,0.0004044071068251686
78,0.0004121154786995379,0.0021461374806396915,0.0018803580711565225,0.0004411578388499038
79,0.0004895128086315838,0.001646771126805409,0.0016107823855799367,0.0004521185052821931
80,0.0004406784749774402,0.0019194933223237365,0.0021763723509918365,0.0004390425967932587
81,0.0003980794623252083,0.0018937370593994272,0.002610285337271177,0.00039982662755868486
82,0.0004658179984252681,0.001843419183160222,0.002259682672576123,0.00044213453154497986
83,0.0004617847605423324,0.001947392904872552,0.0020442306069439623,0.0004491055701691948
84,0.000454007705856801,0.0018469316922744671,0.001844392399063855,0.00042037728989223407
85,0.00048418645480726103,0.0021431979920187305,0.0019525881948125475,0.0004149237005809222
86,0.00042485781718814577,0.001960226939266319,0.001868213506332679,0.0004081423585597715
87,0.0004686402896902485,0.0022210394935513436,0.0016334734383595196,0.0004026644640517344
88,0.0004046083821413049,0.0022722095419734005,0.001709685543573869,0.0004788535767829671
89,0.0004748163338404588,0.0024392307254098946,0.001894243472386072,0.0004439012361997031
90,0.0004549469873013009,0.0025584324616314312,0.0019632819699878846,0.00047597701296538055
91,0.00046815482265768734,0.0021257670438606696,0.0017849044058190582,0.0004508843733977604
92,0.0004884333038500612,0.002372758144270987,0.0019445380171616664,0.0004319749190948469
93,0.0004177320784290512,0.0022139905295998938,0.0020719473162725557,0.00047006834361845425
94,0.0004580730063143501,0.0021069167131206367,0.0018474379900172131,0.00041774098626774504
95,0.000497138603139425,0.002166406458021205,0.0021033677607547583,0.0005128989177309622
96,0.0004793777397681224,0.0018827785286059503,0.0019057507293577403,0.00047616431524951367
97,0.0003773761328678423,0.002039356502488469,0.0020036699539733014,0.0004924298124397189
98,0.0004166993028225174,0.0020904610415583683,0.0022338401482730184,0.0004534798623220611
99,0.0004921297908787473,0.002205314142026439,0.002155194303798323,0.0004870722288488164
100,0.0004336312916595691,0.0022457063617275707,0.002317965696766762,0.0004565903002782891
101,0.0005214368106624317,0.0028529490822578594,0.002121958234883178,0.0004945648993487426
102,0.0005695338716927515,0.0023225844299025193,0.0022585866473015075,0.000464865447156626
103,0.0003944712668785739,0.0026675154923244313,0.0023637279945515647,0.0005212836457115084
104,0.00047215339479013375,0.002980771627042906,0.002232822201871646,0.0004636856089695761
105,0.000409888227765996,0.003756364350538206,0.002181362458161727,0.0004928362950017294
106,0.0004414540335460515,0.004222850445085686,0.002361402336423958,0.0005144362977218753
107,0.00044875339065501146,0.00521617224705551,0.0021641668053748813,0.0005509465169909943
108,0.0004844498600323277,0.007362051368459107,0.00216065239857376,0.00046312090655646897
109,0.0005165961942216078,0.008087090943333281,0.001988987890875987,0.0005479751133905319
110,0.0004929719396295695,0.010606552649627095,0.001791318146630753,0.0005577821949329865
111,0.0004922397357252823,0.011371766275680366,0.0018471421439071056,0.0005370343241804399
112,0.000445383543773527,0.014953499791697487,0.001938190642942486,0.0005257851116766687
113,0.0004943974897443438,0.01604426609727935,0.002203568115626033,0.0005459257782138415
114,0.0004094543323704798,0.01504673905595458,0.002726672011097738,0.0005195625380787159
115,0.0004889834589713852,0.010366236256587676,0.0021711389824867226,0.0004866144756162708
116,0.0004808295794993517,0.007477361857351449,0.0017970988794627904,0.0004887077180423408
117,0.0004626702532656661,0.006753840922005056,0.001598862742585403,0.0005497672748272118
118,0.0004930345544107695,0.007633058125714645,0.0019009432529323595,0.0005214809934159347
119,0.0005608233151346924,0.010277177325764516,0.00182562300829482,0.0005803029158245366
120,0.0005265789446903426,0.00944357389165816,0.0018252035471656809,0.0005645394492830747
121,0.0004429871488815746,0.008976128806731098,0.002123027159021668,0.0005222385386559836
122,0.00049766527976959,0.005134588453074684,0.0021796231205717916,0.0005049719755238345
123,0.0004515371574042995,0.0036931844981457594,0.0017006166112767504,0.0004824549881763036
124,0.0004543210214160354,0.002914199146546351,0.002336896957289851,0.0005178961928322678
125,0.0004522122369174516,0.003719084104773024,0.0018257867523061575,0.0005890080480017595
126,0.00039778139177161417,0.004336265055268416,0.002019665270712391,0.0005127145213918993
127,0.0011483586940448732,0.0038143586812461414,0.0019171645777706068,0.0005255960256493251
128,0.0004660367573372544,0.0025897968977770924,0.002057997523161248,0.0006005089994557368
129,0.00048089896132658946,0.002531943052730033,0.002068232286200371,0.00059585478543709
130,0.0005453422606137792,0.0026140508149046404,0.002197591784756191,0.00052742992463719
131,0.00047489425302873394,0.002420871779572735,0.0017914678293130047,0.0005428326008086515
132,0.0005014934861071996,0.002404165646790909,0.0019054447851843625,0.0005881252143995087
133,0.00046325285433383777,0.0019384421437808096,0.001957240819634039,0.0005325282923550754
134,0.0005075575133658579,0.002313698076534572,0.002150534209355354,0.0005364215233289302
135,0.0005426500901144622,0.0022906155535353414,0.002398954955582588,0.0005096041418028108
136,0.0004751873918734179,0.002303439676026518,0.002136770701488583,0.0006038005480009955
137,0.00054732154718522,0.0028987423250892348,0.0018776439533410112,0.0005727624163158068
138,0.0005095319275812761,0.0026841000009912796,0.0021013565517755415,0.0005722220668960492
139,0.0004726787563189303,0.002205305053914317,0.0022414965935154,0.0006230708868807178
140,0.0005052168424829991,0.0018994936313750563,0.0022011164657583107,0.0006182569807335951
141,0.0004519351154447742,0.001743577388132177,0.0020863412424833292,0.0005479644713321594
142,0.0005877421152631128,0.002669308964749517,0.0022074079205638207,0.0006010965909862373
143,0.0005407684761065765,0.0027883269309284856,0.002092530896249606,0.000516598767877868
144,0.0005038244373987723,0.0030799181363969793,0.002397866134848554,0.0006812334960052206
145,0.0005454689545206127,0.00346129799341394,0.0023193242262398903,0.0005918237547754843
146,0.0005575939484742775,0.0030915617627705126,0.002566677076411788,0.0005877800182084635
147,0.000555311260618147,0.0031107948062202868,0.0027915477812923708,0.0006079494334109178
148,0.0006269879642655779,0.0035024239090629492,0.002720780142882113,0.0006860740628486811
149,0.0014600843583931428,0.0028951292033105765,0.0025818869166652717,0.0005455019531837024
150,0.0005698710818995261,0.002886223863056743,0.0027381005581842963,0.0005745495802115971
151,0.0006098067888872364,0.003041596342499804,0.0027922639803198927,0.0006527858000529369
152,0.0006232870041308976,0.003622525734463125,0.0024643362911131303,0.0006246699750483779
153,0.0005256915547645818,0.003278099923924043,0.002232071916833692,0.0006252633645425177
154,0.0005223530261522077,0.00328351026081901,0.002504537938748822,0.0006385963610658731
155,0.0005302027329387296,0.003495915595930199,0.002263855099912224,0.0005685915144668899
156,0.0005741799835770205,0.004192589098780775,0.002899240863068068,0.000694806741241911
157,0.0005513005763122458,0.0040005931712668525,0.00296600691994668,0.0007259479899929781
158,0.0006594177424183042,0.003962493081747776,0.0024891585743780312,0.0006740047753762181
159,0.0005243993854729405,0.0037193381329522408,0.0022356350664902197,0.0005781351078679252
160,0.0006056350548399016,0.003634299289310547,0.0024634279994974017,0.000657979884516336
161,0.0005870897870532976,0.0036944694029534737,0.002634371760161064,0.0006221567448033296
162,0.0005828178839946959,0.004625511072831264,0.002873981225483086,0.0006961393147481859
163,0.00048484356031277046,0.003920853482589377,0.0027664842341653725,0.000652856556649163
164,0.000557129141320136,0.0048752165178545205,0.0024097623204811084,0.0007031715569090531
165,0.000515525585168427,0.004725275564291783,0.0023485574207701243,0.0006708915152290394
166,0.0005881432510692771,0.005886493612706545,0.0023378364489458777,0.0007173841837097175
167,0.0005990560405763626,0.005568539033750615,0.0024021646063057383,0.0008177328143918547
168,0.001601765247879366,0.007456151429808957,0.0022805072027082597,0.0007132894322096131
169,0.0007105040641495114,0.006163222698607955,0.0024367589278318476,0.0007527358292593687
170,0.0005447321116492645,0.00657057382613857,0.0021264393475980293,0.0007171582903194232
171,0.0005108045925191229,0.00560854225412296,0.0020787705554624176,0.0007143069160765908
172,0.0005693880170525573,0.005257794901739213,0.002029900093396503,0.000850217411521283
173,0.0005909670682202968,0.004973969556472598,0.0017569337992527935,0.0007430850260248377
174,0.0005345574940520238,0.004904639728028781,0.0023636835116438147,0.0007559543641467539
175,0.0005560179413611478,0.005516749087893611,0.002189728814068245,0.0007598687685458572
176,0.0005718154705341889,0.005272028489456385,0.002111538834307996,0.0007556852407179651
177,0.0006209872349586476,0.004987151520930265,0.0021929369879301725,0.0007864740743624519
178,0.0005458365775426053,0.0056044184827639945,0.0020952126828690425,0.000778605688001568
179,0.0005456000785156705,0.006048400014530368,0.0019178426982155849,0.000815477772807514
180,0.0006024901345995203,0.005954995531724169,0.0019064255131880875,0.0008655140080268861
181,0.0005839344254630333,0.005860970801729006,0.0020856142179937983,0.0007350792626508534
182,0.000608711120817547,0.005147105405946301,0.002185887427794628,0.0008484088121852102
183,0.0005903081655470656,0.003528382981647575,0.0022517589933007307,0.000775351167912713
184,0.0006506950349451776,0.0033762821849519023,0.001849489707224579,0.0007409180161125227
185,0.0005437502460243636,0.0028707711662028404,0.0017643035836550148,0.0008822247989428433
186,0.0005598432287446155,0.003576546658595317,0.0018103052282337257,0.0007946377055465264
187,0.0005820495699282964,0.004128011321978799,0.001893258777746941,0.0008686788763599099
188,0.000544878216643004,0.00524114006423891,0.002180028988580792,0.0008450093686358167
189,0.0005868211542747303,0.006976244070339364,0.0021374455825431877,0.0009397734044083532
190,0.0006256109374711134,0.0079708449685467,0.0019112839171763576,0.0009135083856391076
191,0.000599238816833419,0.007967627314178242,0.001920679721846914,0.0009601295674704152
192,0.0006498605314323152,0.007462628767822631,0.002194629564958935,0.0008898075124737883
193,0.0005557872017272364,0.0064457786637843115,0.00223027550593078,0.0010162317541373242
194,0.0006864043626865168,0.004917016555048052,0.0018843262139930728,0.0008787125500116657
195,0.0006581372117447741,0.004355453162176765,0.0022916929946127903,0.0008948324238853938
196,0.0007042132602376884,0.003398086803124236,0.001995846087973203,0.0009410636209265378
197,0.0006726361221073883,0.003436494594801237,0.002220917239438594,0.000991134653408413
198,0.0013348085684848836,0.004068285502302333,0.0023400053260874383,0.001003852449780664
199,0.0006352191980824335,0.005342760299499511,0.002040166692660767,0.0010586592054735505
200,0.0006548266069102369,0.00657968625044434,0.0019171468766217004,0.0010815609342292494
201,0.0006355623784896704,0.008212819273205902,0.002173530591306267,0.0009714521408498584
202,0.0008156110932466675,0.008487960468452608,0.002382228232422874,0.0011012242672362705
203,0.0005340697088935275,0.009349383986072443,0.0018836110215984677,0.0009582153055463196
204,0.0013580729913207183,0.006297355799830731,0.0020551140047325093,0.0009311798254489794
205,0.0005809515353809564,0.004148484642214336,0.002273050142775901,0.0012458593944661275
206,0.0005742298325334228,0.004163091468486211,0.0017621149987793283,0.0012041120194704778
207,0.0006637607230595677,0.005187314489582853,0.0017471598280694293,0.00109269013415282
208,0.0006506295236547223,0.007179651894408986,0.0019963634841505236,0.0010584848519684807
209,0.0006482675704184906,0.009069225368571712,0.0020240833704189176,0.001230629014104567
210,0.0006353858518380576,0.011311793605451715,0.001844068989447061,0.0010926687824039396
211,0.0006387889112809055,0.008219433184214203,0.0020107540200445906,0.0012262327839763249
212,0.0006023943074766672,0.005253121637410501,0.001968704393386195,0.001209912572775442
213,0.0006127017571344034,0.004861787182976101,0.0023200768782771775,0.0012119153957428352
214,0.0006318184725480271,0.004487768314158364,0.001851626528687947,0.001325989673478034
215,0.0006657433245802415,0.0046427003427830325,0.0016773874285718191,0.0011635119314010616
216,0.00054573195645465,0.006086803809379805,0.0016671714650907563,0.0012942257031251134
217,0.0006078009273930245,0.005144181888350762,0.0021215387805955774,0.0011844437438077492
218,0.0006688530373787327,0.006478317958167084,0.0017689689682924836,0.0012686716309406442
219,0.0006010889776065266,0.005145866840409023,0.002263995723354883,0.0013245667797491475
220,0.0007467450712845151,0.005236903222215584,0.0023528075614601047,0.0013154994328942848
221,0.0006638464295967509,0.004322705724521455,0.002105605110273246,0.0012447083089682563
222,0.0009350339288873024,0.004735218307247862,0.001900198382903303,0.001322716264689916
223,0.0007887564369217727,0.004231862489508454,0.0020095475045915617,0.001182964541749243
224,0.0006362466346857246,0.004585779546307648,0.002171501468789453,0.0013273034291058946
225,0.0007183499146743667,0.006125770291361153,0.001738715563912289,0.001267143349067714
226,0.0006405079909700362,0.0064866908948848735,0.0016941631682432974,0.0012586330311406574
227,0.0007320084028363757,0.009428241180045337,0.0021014008959051957,0.0012850725152977825
228,0.000681228035401463,0.00918267582131877,0.001700945301839359,0.0011261901926422396
229,0.0006584255818324892,0.00930586967670024,0.001970902962208735,0.001396108769404236
230,0.0006510082004288458,0.0073147271564981955,0.0018164837655755643,0.001456953568022738
231,0.000628386755681866,0.0059990739104132055,0.0016215087933915129,0.0013485988605392968
232,0.0007482087059621243,0.004924674991031284,0.0016916643665657225,0.0012820376592859056
233,0.0006103899598331093,0.0035597265825763605,0.001626282716983951,0.001273876829637211
234,0.0005423457312702559,0.003581174459603582,0.0017943347568234458,0.001527816187358679
235,0.0007062735720699658,0.004184904738739996,0.002162141766954543,0.0013746060139725926
236,0.0006783040014358014,0.00472503207880675,0.001834496510544644,0.0014301636631509089
237,0.0007481047008876629,0.004961952838784507,0.002094349998960566,0.0013000467062785248
238,0.0006586394247573808,0.00456430209064682,0.0017474264496573893,0.0015418714798502869
239,0.0006850738281858673,0.005671351600609515,0.0019228942167571336,0.001395692357482403
240,0.0007319234184403672,0.006598694961537592,0.0022428416793142483,0.0013531078035444615
241,0.0006444607935986164,0.006663726996792958,0.001799233903690109,0.001257929519038283
242,0.0006475860233776751,0.006414304192094277,0.001851545242607244,0.0015118469768367504
243,0.0005462145527021873,0.005009695525962069,0.0017513050865650608,0.0015053752332278235
244,0.0006519452607310748,0.005265240773087957,0.00154737873252124,0.0014599533128234355
245,0.0006646312783314815,0.004852608352949674,0.002059185545161969,0.0017697548472824566
246,0.0006231921976825905,0.005538878621956573,0.0018555728219535712,0.001728609505205116
247,0.0007818085589463987,0.004792067825237058,0.002323735001018755,0.0018230422785377295
248,0.0007664159173964435,0.004643745540364072,0.0019782870482371296,0.0017958318997108634
249,0.0006560075281305961,0.004602990868221715,0.0017102188611226245,0.001875984744210176
250,0.0007173728035748074,0.005058071097550575,0.001741352897345048,0.0019178236794687108
251,0.0008000323974145183,0.003980373378605388,0.001932370339265897,0.0016911128604988337
252,0.0008120368031278793,0.003674312089797791,0.0018319038430221284,0.0015501530608908536
253,0.0006810062458384892,0.0032412757086820506,0.001854204825172524,0.001560844013989768
254,0.0007426857490662025,0.003444522093179844,0.001906830951296657,0.0016455688998272917
255,0.0007870435768038422,0.003789975947692901,0.0018528974727674865,0.0014362059758145497
256,0.0006654541841438306,0.004159446431516368,0.002290686122890933,0.0016280390798881952
257,0.0007653881541459255,0.004379013512820877,0.0020976139798963064,0.00142416992627192
258,0.000651717162742388,0.003767411516396224,0.0018812726891526295,0.0013953985482275085
259,0.000725516258331812,0.005050780405368146,0.001884663403800984,0.0014372214969195116
260,0.0006426015371744779,0.004787922370148105,0.0018015107662166592,0.0014793195959504778
261,0.0008198368044709655,0.005479257861620484,0.0021291359818725914,0.0015825492283585009
262,0.0007460661676033198,0.006234089503996074,0.0019516989878656417,0.0014006609460107268
263,0.0007059076977136349,0.0067933571667203475,0.0019213378382119115,0.0014374557208611805
264,0.0006665724585879864,0.008657981970304828,0.002230010898992472,0.001822799620920425
265,0.0006291394266342347,0.007602193478123369,0.0016365914489142597,0.001645257589380459
266,0.0006530449751026578,0.0067488119106201335,0.0017173789814444048,0.0015769045963009518
267,0.0006532913264574304,0.005140611012196632,0.0016071346687264547,0.0015918863409260177
268,0.0007197268967112878,0.003808380511533566,0.0016371239637687812,0.0013148005193417906
269,0.0007660601437998703,0.0036423436393555504,0.0017762965452555294,0.001439269365742016
270,0.0006965514668556116,0.0031710897347269483,0.0017612358034832006,0.0015506182225133096
271,0.000928355282517466,0.004123640737297004,0.002004771001069188,0.001657563141012169
272,0.0008650973935651896,0.004518112864362605,0.0016514675106970211,0.0013676335953804436
273,0.0009147332931700912,0.004738547566780148,0.001870266809890853,0.0016821006613195334
274,0.0007744272565797116,0.004411416217004039,0.0017133117730231285,0.0014611521130159656
275,0.001008398302052559,0.005451952199360096,0.0016672548777192046,0.0013645674488715657
276,0.0009316507079382484,0.0068933278768582434,0.001835289590181438,0.001522986047628085
277,0.0008326414215961555,0.007951794290637854,0.001819632134390973,0.0013841157685816048
278,0.0007463991170779439,0.009312750467177552,0.002000031607441894,0.0013498804390971934
279,0.0008611131942173718,0.008356286166308565,0.00202688935230701,0.0014209536746085704
280,0.0007846220896790051,0.007212873045491939,0.0019172834780268504,0.0015007507483795436
281,0.0009201570034058408,0.006469886054546805,0.0017587399920300395,0.00152296644853031
282,0.0007530153457603526,0.007114437677683311,0.0021442251462598077,0.001723179077139826
283,0.000723931450109679,0.009408580479742737,0.0019138147107258664,0.00160637231303367
284,0.0006888626910238764,0.008443222108747948,0.0016102345617921446,0.0014347431551402386
285,0.0008204414928320311,0.008651323762312549,0.001697636008848349,0.0014373643091001962
286,0.0007991188392704564,0.008878499648417346,0.0017998410682062145,0.0015913724881556845
287,0.0008384085509068892,0.00829443874736171,0.001812123662882816,0.0015132915425802378
288,0.000834815386010839,0.007612557411984138,0.0017467657059380556,0.0015687124394162312
289,0.0010144646770264456,0.006170490130916118,0.0016553029728249454,0.0015730674975657163
290,0.0008167118508622066,0.005732498484073076,0.0016982902591923946,0.0014495486270071094
291,0.0009764843315903048,0.005887249048193052,0.0017794147582174413,0.0016285310869678046
292,0.0008096817427027168,0.006363623345574867,0.0016770911767347363,0.0015127954597789397
293,0.0008467294279350399,0.006709353731043782,0.0015316750614860497,0.0013257712499408457
294,0.0008823714252453515,0.010039975901366105,0.0016380230646183987,0.0016870554774485707
295,0.0007613073527405697,0.010276121746646823,0.0013945339966334822,0.001641646171019356
296,0.0008025961339254453,0.007147541880616139,0.0015534803636704586,0.0014996601911135305
297,0.0007119712384891224,0.005328068841594186,0.001807902903962073,0.0017550033037714923
298,0.0008017043415516541,0.005522789221729562,0.001483396873653582,0.0014056262000514451
299,0.0006631806702453895,0.005909391469646571,0.0017658972183198784,0.0016038075849505013
300,0.0009663308254415812,0.007271535640060967,0.001839809186128184,0.001533695637063877
