step,deepseek1.5b_fa_partial_lr1e-6-actor/grad_norm_step,deepseek1.5b_fa_partial_lr1e-5-actor/grad_norm_step,deepseek1.5b_sync_lr1e-5-actor/grad_norm_step,deepseek1.5b_sync_lr1e-6-actor/grad_norm_step
34,0.07095424551516771,0.07060150988399982,0.08023817278444767,0.08266822062432766
35,0.07633523549884558,0.08253355138003826,0.07216177694499493,0.07956169173121452
36,0.07637946307659149,0.07316186837852001,0.07752309180796146,0.08230352401733398
37,0.07639513816684484,0.07740944810211658,0.07921631447970867,0.083885557949543
38,0.07520623970776796,0.07883206196129322,0.077455323189497,0.0869718324393034
39,0.07519342564046383,0.07285423018038273,0.07454427517950535,0.08185693994164467
40,0.07672206312417984,0.08299721032381058,0.07389202527701855,0.08524955436587334
41,0.07772855646908283,0.07831748947501183,0.06508534029126167,0.08338325843214989
42,0.07624232117086649,0.07479623146355152,0.06534538511186838,0.08198998495936394
43,0.08147825580090284,0.07896225154399872,0.07079147547483444,0.08153806440532207
44,0.08061367832124233,0.07893599756062031,0.0699483510106802,0.08399877697229385
45,0.07753538433462381,0.0749809704720974,0.07395453751087189,0.08491100743412971
46,0.07881620898842812,0.07886045053601265,0.0702013298869133,0.08474516868591309
47,0.08225552178919315,0.07619347609579563,0.07442918419837952,0.08187415450811386
48,0.07427227683365345,0.06921947747468948,0.07364924810826778,0.0876075979322195
49,0.08102774992585182,0.07517937943339348,0.07664518430829048,0.08562394976615906
50,0.08324186317622662,0.0743942204862833,0.07174274325370789,0.08679199405014515
51,0.0844512190669775,0.07752557098865509,0.07588909938931465,0.08763397485017776
52,0.0855624321848154,0.07903150096535683,0.0722985789179802,0.08263490907847881
53,0.08852890320122242,0.07146691717207432,0.07319831103086472,0.09040309116244316
54,0.08881236426532269,0.07649105787277222,0.06681237556040287,0.07895823195576668
55,0.0916987471282482,0.06907445192337036,0.07431594096124172,0.08103646337985992
56,0.08426221273839474,0.0772064533084631,0.07103295810520649,0.07829095982015133
57,0.08091486059129238,0.07221326045691967,0.07749038189649582,0.08424657769501209
58,0.08835421688854694,0.07965407148003578,0.06949486769735813,0.07884188741445541
59,0.08446193672716618,0.07229916378855705,0.072440005838871,0.08127535693347454
60,0.08259557373821735,0.07481537014245987,0.06877957005053759,0.07880857214331627
61,0.08326037973165512,0.0739400815218687,0.07100094854831696,0.08355719782412052
62,0.08741927519440651,0.07599165849387646,0.07062152214348316,0.08984155207872391
63,0.09019310958683492,0.07417170144617558,0.07131207454949617,0.08179746381938457
64,0.08069750666618347,0.06944041885435581,0.06849394273012877,0.0847028587013483
65,0.09340903721749784,0.07187336310744286,0.06723856925964355,0.08653764054179192
66,0.08583840355277061,0.07117575965821743,0.06462372373789549,0.07973010092973709
67,0.08130071870982647,0.07351294904947281,0.070175064727664,0.08504436165094376
68,0.08632451109588146,0.07248862273991108,0.07253874838352203,0.08234350010752678
69,0.08038383349776268,0.06270278431475163,0.0779245812445879,0.08128263056278229
70,0.08720081485807896,0.06793218478560448,0.0781750250607729,0.0834591444581747
71,0.09371876530349256,0.0716993436217308,0.07155921496450901,0.08260244131088257
72,0.08673281967639923,0.0687725879251957,0.06645943038165569,0.0804030504077673
73,0.08651960268616676,0.07105564512312412,0.07804227992892265,0.0847355518490076
74,0.09186458215117456,0.07251694798469543,0.06579127814620733,0.08099939487874508
75,0.08331023901700974,0.06849372573196888,0.06666462309658527,0.08509087190032005
76,0.08287110552191734,0.07190687395632267,0.07519164495170116,0.08059073239564896
77,0.09197284281253816,0.07195104658603668,0.07088310457766056,0.08094900846481323
78,0.087403554469347,0.0751150194555521,0.07422464154660702,0.08715678751468658
79,0.09247474744915962,0.06806729547679424,0.07431072741746902,0.08753779996186495
80,0.09691358171403408,0.07643747515976429,0.07947194389998913,0.08228844031691551
81,0.08529387600719929,0.06673188135027885,0.08620231039822102,0.08195899613201618
82,0.08603845909237862,0.06686415243893862,0.0768042728304863,0.0837999265640974
83,0.08862855099141598,0.0707797147333622,0.07399486564099789,0.0886575635522604
84,0.09252054430544376,0.07210959494113922,0.0719399880617857,0.08158805407583714
85,0.0913113672286272,0.07529340498149395,0.07535049133002758,0.08212429471313953
86,0.08400553278625011,0.06966325454413891,0.07554862089455128,0.08028392493724823
87,0.09009004198014736,0.07223464362323284,0.07606939040124416,0.08382289297878742
88,0.08982037380337715,0.07120847702026367,0.07215128280222416,0.08069562539458275
89,0.09036553092300892,0.07992059737443924,0.07277567125856876,0.08101528510451317
90,0.08970347791910172,0.07606811076402664,0.0736805759370327,0.0803282056003809
91,0.09280654229223728,0.07267970591783524,0.07358571328222752,0.08314467780292034
92,0.08705640770494938,0.07329045236110687,0.07361515425145626,0.07725580781698227
93,0.09027502872049809,0.07465486042201519,0.08420980162918568,0.08418074436485767
94,0.08734959736466408,0.07144721783697605,0.0723164714872837,0.08231524471193552
95,0.08438352681696415,0.0683189770206809,0.08534900099039078,0.08306488581001759
96,0.09013844653964044,0.07005815766751766,0.07682789862155914,0.07752883061766624
97,0.08007390052080154,0.07104012183845043,0.07945220544934273,0.08593492954969406
98,0.08305141516029835,0.06940512172877789,0.08443892747163773,0.08147155120968819
99,0.08764825761318207,0.07299497630447149,0.08537161722779274,0.07701821252703667
100,0.087058424949646,0.07026913948357105,0.08511160500347614,0.08332747220993042
101,0.0905126053839922,0.07748229429125786,0.08061828091740608,0.08254960179328918
102,0.08611606061458588,0.06749959383159876,0.07960348762571812,0.0812242217361927
103,0.08167296089231968,0.0783208105713129,0.08477326110005379,0.0790097825229168
104,0.084171487018466,0.08356261998414993,0.08124424330890179,0.07877226546406746
105,0.0844956524670124,0.08638062886893749,0.08289380557835102,0.08435981720685959
106,0.08632706291973591,0.08902327343821526,0.07633666694164276,0.0781569704413414
107,0.07946812734007835,0.10240956395864488,0.08019241876900196,0.081725949421525
108,0.08794636279344559,0.09981475211679935,0.08091789670288563,0.07902982458472252
109,0.08231650665402412,0.11217280477285384,0.07289383560419083,0.08124320581555367
110,0.08669552579522133,0.1278509721159935,0.0772066805511713,0.08087911643087864
111,0.08029363118112087,0.13191376626491547,0.07491716183722019,0.07926963269710541
112,0.07651258446276188,0.14266685582697392,0.07677876204252243,0.07659652084112167
113,0.0909120999276638,0.16127633675932884,0.08584320917725563,0.082383519038558
114,0.08233986049890518,0.15276567451655865,0.09102115966379642,0.0816974975168705
115,0.08302380330860615,0.13237590342760086,0.08384042419493198,0.06981209479272366
116,0.0795243438333273,0.10928153060376644,0.07690363936126232,0.07220820523798466
117,0.08810217678546906,0.09742100536823271,0.07403827644884586,0.07985049486160278
118,0.08066805638372898,0.11004608869552612,0.07746176607906818,0.08305265009403229
119,0.08529337868094444,0.11427496932446957,0.07683905214071274,0.0867079421877861
120,0.07985351979732513,0.1166167389601469,0.08703452534973621,0.08493010140955448
121,0.08290813863277435,0.10764145478606224,0.08395733498036861,0.07599613256752491
122,0.08048776350915432,0.09566211700439452,0.08500844985246658,0.0792608018964529
123,0.08227107487618923,0.08123153448104858,0.07771717943251133,0.07875715009868145
124,0.08547149039804935,0.07896719686686993,0.08913969248533249,0.07526131719350815
125,0.08132532425224781,0.07816426455974579,0.07775519415736198,0.08526039123535156
126,0.08063226193189621,0.08372608572244644,0.07999314740300179,0.08133985940366983
127,0.09019342809915544,0.079082440584898,0.08270812220871449,0.07961676269769669
128,0.082166051492095,0.07428742945194244,0.08447544649243355,0.083487868309021
129,0.08165366388857365,0.07893398776650429,0.08373293839395046,0.08111003041267395
130,0.08865698985755444,0.07350302673876286,0.08755970560014248,0.07549601141363382
131,0.08050542883574963,0.07150096446275711,0.07712900638580322,0.08397318609058857
132,0.07917840965092182,0.07300606556236744,0.07798399776220322,0.07842057198286057
133,0.08774669468402863,0.07212045695632696,0.07720834948122501,0.07250326685607433
134,0.08609034307301044,0.07486294768750668,0.08416556566953659,0.0810933094471693
135,0.08608102425932884,0.07071727328002453,0.08524577133357525,0.07379322871565819
136,0.09342981688678265,0.07578381150960922,0.08218163996934891,0.08080443926155567
137,0.08452562429010868,0.07693756558001041,0.08040028810501099,0.07829523272812366
138,0.08367703296244144,0.07721962407231331,0.08485654555261135,0.08220366761088371
139,0.08380519226193428,0.06857003271579742,0.08389041759073734,0.0826066043227911
140,0.0856852550059557,0.06411829870194197,0.08365652523934841,0.0808511171489954
141,0.08239828608930111,0.06784259807318449,0.0869451705366373,0.0807790569961071
142,0.08328329399228096,0.07963587157428265,0.09086965024471284,0.08445458672940731
143,0.08627687394618988,0.07867653109133244,0.08782165125012398,0.07862493954598904
144,0.07650352641940117,0.07294486090540886,0.08957056514918804,0.09419339895248412
145,0.0917190220206976,0.08473733067512512,0.0923254881054163,0.08949661441147327
146,0.08347622863948345,0.0767707321792841,0.08989517763257027,0.08818590082228184
147,0.08450103923678398,0.07562115974724293,0.0981369074434042,0.08152176067233086
148,0.08434401452541351,0.07729841582477093,0.09578320011496544,0.0903378129005432
149,0.0819409228861332,0.07627476565539837,0.09179858863353728,0.08158276230096817
150,0.07917618751525879,0.07573378644883633,0.09671679325401784,0.08414904959499836
151,0.0858654472976923,0.07674699649214745,0.09706268459558488,0.0827543456107378
152,0.07727081328630447,0.08182775042951107,0.09117160737514496,0.08031031675636768
153,0.0872824601829052,0.08335211873054504,0.08910553716123104,0.07972322031855583
154,0.08364169299602509,0.07616811618208885,0.09511850401759148,0.08169545233249664
155,0.08144886791706085,0.07718048989772797,0.08910543844103813,0.08420061320066452
156,0.08149471320211887,0.08624565973877907,0.0995715968310833,0.08518019691109657
157,0.0851318184286356,0.08157418668270111,0.09856943972408772,0.08681031130254269
158,0.0887691006064415,0.08096352405846119,0.09599762596189976,0.08400968834757805
159,0.08003850094974041,0.08301744982600212,0.08968791551887989,0.082630829885602
160,0.08520567417144775,0.08057867363095284,0.0945169199258089,0.0874001570045948
161,0.08080280013382435,0.08255036920309067,0.09804094582796095,0.08850415050983429
162,0.08429965563118458,0.08505214005708694,0.09971795976161955,0.08686208538711071
163,0.08235251344740391,0.08489285781979561,0.09566598571836948,0.08126277290284634
164,0.08477403409779072,0.08489031344652176,0.085994066670537,0.08283212780952454
165,0.08101299591362476,0.0873981174081564,0.09143340215086936,0.08422958850860596
166,0.08147060871124268,0.09324874728918076,0.083656569942832,0.08206455036997795
167,0.08611001819372177,0.1000195350497961,0.0900882799178362,0.08953438140451908
168,0.08213605545461178,0.09408211521804331,0.10654301196336746,0.08665050938725471
169,0.08480749279260635,0.10392521135509014,0.09359926916658878,0.08727233670651913
170,0.07816899381577969,0.093120776116848,0.09002210386097431,0.086694261059165
171,0.08421307057142258,0.09687897749245168,0.08450578153133392,0.07841026596724987
172,0.07987397164106369,0.08829076588153839,0.08016499318182468,0.08783253841102123
173,0.08303780853748322,0.09227091446518898,0.08349673636257648,0.08285560645163059
174,0.08357876725494862,0.0914013274013996,0.09133198112249374,0.08067403361201286
175,0.08131580986082554,0.08961460366845131,0.09166205488145351,0.08306263945996761
176,0.07796845957636833,0.09546824730932713,0.09108540043234824,0.08629835210740566
177,0.08461353369057178,0.08418856374919415,0.09471856243908404,0.0908730272203684
178,0.07918816991150379,0.09529764577746393,0.08163178525865078,0.0800341684371233
179,0.0810814369469881,0.09914852306246758,0.0863803680986166,0.08585082553327084
180,0.07940450869500637,0.0977768823504448,0.0852749478071928,0.08957616612315178
181,0.08194512873888016,0.09659051522612572,0.08523434773087502,0.08883475326001644
182,0.08243278227746487,0.09722749516367912,0.09378589317202568,0.09811176918447018
183,0.08181724324822426,0.08326990157365799,0.08656668663024902,0.09517034888267516
184,0.08841691352427006,0.08152802474796772,0.09510131552815436,0.07847509533166885
185,0.07816217839717865,0.07467671297490597,0.08170219138264656,0.09910119511187077
186,0.08124916069209576,0.07989319786429405,0.08395742624998093,0.09182418137788773
187,0.07685857452452183,0.08326338790357113,0.0816388763487339,0.0918812807649374
188,0.07896899059414864,0.0958196371793747,0.09111964330077171,0.08960049226880074
189,0.08487603068351746,0.11010758206248283,0.08552378416061401,0.09226690605282784
190,0.08108390122652054,0.11455032043159008,0.09139623120427132,0.09802922792732716
191,0.08066281117498875,0.11251653730869292,0.0817615669220686,0.0911029800772667
192,0.07852347381412983,0.10534922033548356,0.09167716279625893,0.09615330025553703
193,0.07848923467099667,0.0978448037058115,0.09023000672459602,0.09442538022994997
194,0.07916777208447456,0.09450322017073633,0.08205206133425236,0.09272166900336742
195,0.07901693321764469,0.0902950633317232,0.08863939717411995,0.0943700484931469
196,0.08340848796069622,0.08282890636473894,0.0857543908059597,0.09397654421627522
197,0.0779572632163763,0.0748891532421112,0.0943983867764473,0.09852270409464836
198,0.07925441674888134,0.08421031013131142,0.0907747633755207,0.09694354608654976
199,,0.09175225533545016,0.08613590896129608,0.09670866094529627
200,,0.10987021960318089,0.08603925071656704,0.10337280854582788
201,,0.11438949778676032,0.09124491922557354,0.0979708470404148
202,,0.11947999335825445,0.09342340752482414,0.1051898393779993
203,,0.12630480341613293,0.08212701976299286,0.09570010006427764
204,,0.10274943895637988,0.0902881771326065,0.09631689451634884
205,,0.08416545577347279,0.09225589781999588,0.10086243972182274
206,,0.09069940634071828,0.08676153421401978,0.1035191211849451
207,,0.09112248569726944,0.07916744984686375,0.0940143335610628
208,,0.10890191234648228,0.08888772316277027,0.0948504749685526
209,,0.12426270171999931,0.08617441728711128,0.10165980644524096
210,,0.13291907496750355,0.089952128008008,0.09890347719192503
211,,0.12247244641184808,0.08599828742444515,0.1044203508645296
212,,0.09994755685329436,0.08516624756157398,0.10534584149718285
213,,0.10061921924352646,0.0932936780154705,0.10800940357148647
214,,0.09038961865007876,0.08484542556107044,0.10013930685818195
215,,0.09663358516991138,0.08097047172486782,0.10241508856415749
216,,0.09476905316114426,0.08034351840615273,0.10480811819434166
217,,0.10440890304744244,0.09114660881459712,0.10928266867995262
218,,0.10016835667192936,0.0827424693852663,0.09891723282635212
219,,0.10218062624335288,0.0888502188026905,0.11782016977667809
220,,0.09947670623660088,0.09301298297941683,0.1059502363204956
221,,0.09014013782143591,0.0865586269646883,0.10792996920645236
222,,0.0969092845916748,0.08421227149665356,0.10117599181830884
223,,0.08859981223940849,0.08732513524591923,0.10140114836394788
224,,0.09393784776329994,0.0944698378443718,0.1101551353931427
225,,,0.0778704546391964,0.10650480911135674
226,,,0.07866548746824265,0.1040591299533844
227,,,0.0952170081436634,0.10405121184885502
228,,,0.08096607401967049,0.10461093485355376
229,,,0.08583623543381691,0.1115744486451149
230,,,0.0862941425293684,0.10896173864603044
231,,,0.08270283229649067,0.11140049248933792
232,,,0.08129414916038513,0.10344024188816547
233,,,0.0830052774399519,0.1060166098177433
234,,,0.08414044417440891,0.11284855008125304
235,,,0.0928516946732998,0.11027934402227402
236,,,0.08442181907594204,0.11178885214030744
237,,,0.08811870962381363,0.10846098698675632
238,,,0.08537448570132256,0.12710484862327576
239,,,0.0794087927788496,0.11305526457726955
240,,,0.09354681335389614,0.10137714818120004
241,,,0.08018573746085167,0.107664305716753
242,,,0.08245293237268925,0.11423878185451032
243,,,0.07942195236682892,0.11129100993275642
244,,,0.07962234690785408,0.118491368368268
245,,,0.0876812506467104,0.12824798934161663
246,,,0.0834884149953723,0.1158395539969206
247,,,0.09159678407013416,0.13461733236908913
248,,,0.0813097320497036,0.13054023496806622
249,,,0.08003452513366938,0.13492194935679436
250,,,0.07871454581618309,0.13061164878308773
251,,,0.09320848621428011,0.12307319417595863
252,,,0.08078495971858501,0.11329570971429348
253,,,0.08112876676023006,0.12252187915146352
254,,,0.08408048748970032,0.1250868011265993
255,,,0.08072111941874027,0.11037478037178516
256,,,0.08775605075061321,0.12064623087644576
257,,,0.08439216762781143,0.11436924152076244
258,,,0.08073691464960575,0.11717097274959087
259,,,0.08037335611879826,0.11833450198173524
260,,,0.08120265789330006,0.1172110103070736
261,,,0.08396630361676216,0.12009220570325851
262,,,0.08592769876122475,0.11616935953497888
263,,,0.0824509710073471,0.1216908134520054
264,,,0.08751296065747738,0.1256896574050188
265,,,0.07755429483950138,0.12304359674453735
266,,,0.08008498139679432,0.11716377921402454
267,,,0.0760071612894535,0.12349449284374714
268,,,0.07477962225675583,0.10869377478957176
269,,,0.08204871602356434,0.11784528568387032
270,,,0.07884495705366135,0.11857112497091292
271,,,0.08472973853349686,0.11656305752694608
272,,,0.07692050188779831,0.10903272405266762
273,,,0.07989558763802052,0.12500243820250034
274,,,0.08084743097424507,0.11239685490727425
275,,,0.07653075642883778,0.11999819241464138
276,,,0.07946393638849258,0.1096066553145647
277,,,0.08346904069185257,0.1082271672785282
278,,,0.08411505073308945,0.11592893674969672
279,,,0.08718093670904636,0.11265750788152218
280,,,0.08175426349043846,0.12461728975176813
281,,,0.07868320494890213,0.12339825555682182
282,,,0.09416697919368744,0.1350456215441227
283,,,0.08189262636005878,0.11647498048841952
284,,,0.07708671130239964,0.10994264855980872
285,,,0.08013611473143101,0.11046020314097404
286,,,0.0806117057800293,0.11437295004725456
287,,,0.082438999786973,0.12085294909775256
288,,,0.07910940982401371,0.11519526690244676
289,,,0.07677777297794819,0.1172079686075449
290,,,0.078752301633358,0.11303323693573476
291,,,0.09455644153058528,0.11856872774660587
292,,,0.08035372383892536,0.11283929646015169
293,,,0.07690048776566982,0.11177011020481586
294,,,0.0767727755010128,0.12438109144568445
295,,,0.07623911835253239,0.13149079494178295
296,,,0.0752335712313652,0.11510186083614826
297,,,0.08065680600702763,0.12442383728921412
298,,,0.0754526574164629,0.11608713306486608
299,,,0.08036576770246029,0.120633689686656
300,,,0.08405881933867931,0.120975524187088
