step,deepseek1.5b_fa_partial_lr1e-6-critic/rewards/mean_step,deepseek1.5b_fa_partial_lr1e-5-critic/rewards/mean_step,deepseek1.5b_sync_lr1e-5-critic/rewards/mean_step,deepseek1.5b_sync_lr1e-6-critic/rewards/mean_step
63,-0.0657198429107666,0.057337284088134766,-0.030450105667114254,-0.20539474487304688
64,-0.18557357788085935,-0.10223507881164552,-0.0707547664642334,-0.22649121284484863
65,-0.06979656219482422,0.03958392143249512,0.08758378028869629,-0.06537961959838867
66,-0.16922307014465332,-0.07103228569030762,0.028545379638671875,-0.1697995662689209
67,-0.16759967803955078,-0.0035524368286132812,0.06187295913696289,-0.15355587005615234
68,-0.1941227912902832,-0.04504847526550293,0.14505863189697266,-0.06662344932556152
69,-0.10495400428771973,0.039819955825805664,0.06179213523864746,-0.10788321495056152
70,-0.14544105529785156,-0.03273439407348633,0.02421236038208008,-0.09940385818481444
71,-0.14324116706848145,-0.03451967239379883,0.008409500122070312,-0.13382411003112793
72,-0.19852709770202637,-0.073699951171875,-0.036182403564453125,-0.17441201210021973
73,-0.24231410026550293,-0.0959324836730957,0.12653684616088867,-0.05953693389892578
74,-0.13152217864990234,-0.011639833450317385,0.008091211318969727,-0.13203859329223633
75,-0.26784849166870117,-0.1583712100982666,0.013950824737548828,-0.0229034423828125
76,-0.22271060943603516,-0.18849897384643555,0.04738903045654297,-0.08418631553649902
77,-0.16482162475585938,-0.030464649200439453,0.035416603088378906,-0.18526172637939453
78,-0.2903323173522949,-0.14247775077819824,-0.05536460876464844,-0.1997077465057373
79,-0.17274236679077148,-0.02572536468505859,0.04630160331726074,-0.14828133583068848
80,-0.07613277435302734,0.05021524429321289,0.09589362144470216,0.025681257247924805
81,-0.06583476066589355,0.038205862045288086,0.14029312133789062,-0.05651521682739258
82,-0.1309208869934082,0.006622314453125,0.10145115852355956,-0.021659374237060547
83,-0.1659862995147705,-0.05605745315551758,-0.026398897171020508,-0.10200166702270508
84,-0.14298439025878906,-0.01981163024902344,0.2010338306427002,0.03889632225036621
85,-0.09747672080993652,0.05468273162841797,-0.10999011993408205,-0.21979594230651855
86,-0.14540672302246094,-0.10101771354675292,0.02527427673339844,-0.11742258071899414
87,-0.1454484462738037,0.047568559646606445,0.07895183563232422,-0.0862739086151123
88,-0.166853666305542,-0.08066487312316895,0.06337332725524902,-0.09365057945251463
89,-0.18809127807617188,-0.0782613754272461,0.03799581527709961,-0.035233497619628906
90,-0.11691999435424805,-0.05406999588012695,0.08630633354187012,-0.05889010429382324
91,-0.06532573699951172,-0.0654594898223877,0.07691383361816406,-0.07084512710571289
92,-0.24840283393859863,-0.07827901840209961,-0.04691958427429199,-0.24549388885498047
93,0.034177303314208984,0.11551427841186523,0.0901486873626709,-0.001760721206665039
94,-0.2468738555908203,-0.06982064247131348,-0.017587661743164062,-0.1688392162322998
95,-0.027765989303588867,0.05808544158935547,0.1317760944366455,0.08783435821533203
96,-0.1063551902770996,0.06647109985351562,0.2035205364227295,0.007337808609008789
97,-0.037712812423706055,0.05815553665161133,-0.010945320129394531,-0.06991457939147949
98,-0.16800451278686523,-0.10941624641418456,0.1185283660888672,0.04314589500427246
99,-0.09666156768798828,0.03337264060974121,-0.0003864765167236328,-0.08945178985595703
100,-0.08936214447021484,0.07265281677246094,0.0931248664855957,-0.030962705612182617
101,-0.0958120822906494,0.037471771240234375,-0.0015761852264404297,-0.08564615249633789
102,-0.21015143394470215,-0.12441897392272948,0.05106210708618164,-0.1121375560760498
103,-0.05716061592102051,0.045734405517578125,0.12767863273620603,0.024314403533935547
104,-0.1427466869354248,0.0507810115814209,0.123429536819458,0.029912233352661133
105,-0.09793615341186523,-0.0280611515045166,0.1274418830871582,0.06534624099731445
106,0.026418209075927734,0.002351999282836914,0.022203922271728516,-0.08828234672546387
107,-0.09833455085754396,0.0062711238861083984,-0.011269807815551758,-0.08719468116760254
108,-0.0775766372680664,0.05900764465332031,0.012555837631225586,-0.08343172073364258
109,-0.1247079372406006,-0.2103424072265625,0.14432430267333984,0.016053438186645508
110,-0.15722227096557617,-0.01082921028137207,-0.037663936614990234,-0.10580921173095705
111,-0.24754095077514648,-0.15751934051513672,0.09968161582946776,-0.05855345726013184
112,-0.1406726837158203,-0.023350000381469727,0.1418757438659668,0.0825660228729248
113,-0.05274105072021485,-0.09870100021362305,0.010210514068603516,-0.08057737350463867
114,-0.0908515453338623,-0.011481285095214844,-0.06740427017211914,-0.04186058044433594
115,0.07507920265197754,0.08120322227478027,-0.02485990524291992,-0.05356001853942871
116,-0.0015594959259033203,0.06980228424072266,0.0013806819915771484,-0.1003870964050293
117,-0.02320384979248047,0.06546854972839355,0.014185190200805664,0.019548654556274418
118,-0.05811619758605957,-0.05053520202636719,0.03388476371765137,-0.09413552284240724
119,0.12978339195251465,0.13268518447875977,-0.05255794525146485,-0.1440906524658203
120,-0.1389167308807373,-0.04632735252380371,0.012673616409301758,-0.10591840744018556
121,-0.1583249568939209,-0.12819743156433103,-0.05692267417907715,-0.1373298168182373
122,-0.07130074501037598,-0.024538040161132812,0.035930633544921875,-0.015327930450439451
123,-0.09448885917663574,-0.05143451690673828,0.029839277267456055,-0.007724285125732422
124,-0.027122020721435547,-0.01031208038330078,-0.07094597816467285,-0.09152054786682128
125,0.08169293403625488,0.1845531463623047,-0.013170957565307615,-0.006850242614746094
126,-0.01279926300048828,0.07586860656738281,-0.014721155166625977,-0.10299944877624512
127,-0.05742359161376953,-0.006076812744140625,0.1662142276763916,0.1181027889251709
128,-0.00046443939208984375,0.08954143524169922,0.13994741439819336,0.10607743263244628
129,-0.18287348747253415,-0.10557937622070312,0.04887509346008301,0.0182802677154541
130,-0.056509971618652344,0.01526498794555664,-0.11517071723937988,-0.1666390895843506
131,-0.2442800998687744,-0.1737983226776123,-0.07714414596557617,-0.08209037780761719
132,-0.01425933837890625,0.12033605575561523,0.048256635665893555,-0.07614469528198242
133,0.02506375312805176,-0.00879669189453125,0.004293203353881836,-0.06287765502929688
134,-0.08433198928833008,0.029757261276245117,0.1087808609008789,0.04488325119018555
135,-0.1473557949066162,0.03701114654541016,-0.08952736854553223,-0.20367193222045896
136,0.007076263427734375,0.035001516342163086,0.04245924949645996,-0.010379314422607422
137,-0.040546417236328125,0.030555009841918945,0.1378319263458252,0.08089661598205566
138,-0.15150117874145508,-0.039106130599975586,0.07824897766113281,0.036086320877075195
139,-0.027106285095214844,0.06138157844543457,0.051163434982299805,-0.07736897468566895
140,0.003822088241577149,0.06010150909423828,-0.08107876777648926,-0.1227431297302246
141,-0.12426090240478516,-0.01977825164794922,-0.01031804084777832,-0.02670454978942871
142,-0.06676173210144043,0.021495819091796875,0.08452963829040527,0.07556009292602539
143,0.015933513641357422,0.059615135192871094,0.021683692932128903,-0.05616259574890137
144,-0.035954952239990234,0.07030820846557617,0.06004595756530762,-0.028591632843017575
145,-0.002872943878173828,0.10946893692016602,0.08021140098571777,0.03239107131958008
146,-0.08756113052368164,-0.02911210060119629,-0.0707085132598877,-0.19635772705078125
147,-0.03224635124206543,0.0696711540222168,-0.0408167839050293,-0.1410069465637207
148,-0.08239054679870605,0.016298532485961914,0.06832671165466309,-0.04218506813049317
149,-0.14150357246398926,-0.06714439392089844,0.06905746459960938,-0.05074930191040039
150,-0.109785795211792,0.06851863861083984,0.0353398323059082,-0.02851080894470215
151,-0.0482332706451416,-0.003742218017578125,-0.12226533889770508,-0.13344669342041016
152,-0.11557388305664062,0.023899555206298828,0.08927011489868164,0.05431771278381348
153,0.060758113861083984,0.12828612327575684,0.023264169692993164,-0.08482909202575684
154,-0.1012420654296875,0.051111459732055664,-0.030582904815673828,-0.08325743675231934
155,-0.1070556640625,-0.05308723449707031,-0.05947732925415039,-0.11754274368286131
156,-0.055487871170043945,-0.005072832107543945,0.02256178855895996,0.038193702697753906
157,-0.1527707576751709,-0.06907463073730469,-0.0983419418334961,-0.13529348373413086
158,-0.05245542526245117,0.07183384895324707,0.017600536346435547,-0.009846925735473633
159,-0.07291579246520996,-0.0074918270111083984,-0.07746577262878418,-0.07839107513427734
160,-0.05327248573303223,-0.0047185420989990234,0.004274606704711914,-0.011026859283447266
161,-0.1083822250366211,-0.027132034301757812,0.031281232833862305,0.04381537437438965
162,-0.1871888637542725,-0.13767600059509277,-0.015655994415283203,0.013924360275268556
163,-0.07163596153259277,0.07262349128723145,-0.004106998443603516,-0.05778670310974121
164,0.029458999633789062,0.02893996238708496,0.03369140625,0.025753259658813477
165,-0.13433837890625,-0.010158061981201172,0.0532221794128418,0.018655776977539062
166,-0.02743625640869141,0.01976656913757324,0.05369400978088379,0.08259749412536621
167,0.03287935256958008,0.050047874450683594,-0.03864932060241699,-0.002721071243286133
168,-0.07088828086853027,0.05296468734741211,0.07005190849304199,0.05327320098876953
169,0.01268911361694336,0.023903608322143555,0.07529115676879883,0.05464410781860352
170,-0.07811498641967773,0.006410121917724609,-0.08810973167419434,-0.07052326202392578
171,0.08528757095336914,0.05523014068603515,0.018013954162597656,-0.04905939102172851
172,-0.15767836570739746,-0.017163991928100586,-0.09528803825378418,-0.10137701034545898
173,0.12903547286987305,0.10548734664916992,0.0076444149017333984,0.004897117614746094
174,-0.03357529640197754,0.08951020240783691,-0.017322778701782227,-0.030981779098510746
175,-0.023723840713500977,-0.01250147819519043,0.1113746166229248,0.06560516357421875
176,-0.08435416221618652,-0.06406211853027344,-0.04661011695861816,-0.05980396270751953
177,-0.059299468994140625,-0.035154104232788086,0.003862857818603515,-0.067840576171875
178,0.02237677574157715,0.1112513542175293,-0.030739784240722656,-0.04333949089050293
179,0.058976173400878906,0.18512439727783203,0.019975900650024418,0.02406764030456543
180,0.0178983211517334,-0.012552738189697266,0.030544042587280273,0.030219554901123047
181,-0.002181529998779297,0.03980898857116699,0.009369611740112305,0.010431528091430664
182,-0.1188669204711914,-0.12454700469970705,-0.04201865196228027,-0.07769775390625
183,-0.06351137161254883,-0.06592845916748047,-0.04182577133178711,-0.056520700454711914
184,0.020115375518798828,0.08101010322570801,0.11138606071472168,0.07190895080566406
185,-0.06539535522460938,-0.07649850845336914,0.06601977348327637,-0.03037571907043457
186,0.018174409866333008,0.012922048568725586,0.1332991123199463,0.0944516658782959
187,-0.09014439582824708,-0.023112058639526367,-0.06311702728271484,-0.07284116744995117
188,0.08618927001953125,0.1190054416656494,-0.08650445938110352,-0.1253185272216797
189,0.019686222076416016,0.07463884353637695,-0.015564918518066406,-0.02560639381408691
190,-0.07093572616577148,-0.05865359306335449,-0.04793334007263184,-0.04758048057556152
191,-0.0005917549133300781,0.0076618194580078125,-0.029909610748291016,-0.08161783218383789
192,-0.02136373519897461,0.012230873107910156,0.06383728981018066,0.014512062072753906
193,0.18289685249328613,0.09171342849731444,0.03412199020385742,0.03875255584716797
194,-0.018015384674072266,0.09802985191345216,-0.08537983894348145,-0.09543538093566896
195,-0.03142666816711426,-0.11430597305297852,0.034996747970581055,-0.04176831245422363
196,-0.02474832534790039,0.019485950469970703,-0.003648042678833008,-0.011337041854858398
197,-0.1247260570526123,-0.07257723808288574,0.07528877258300781,0.016589641571044922
198,0.09237408638000488,0.05760622024536133,0.020437240600585938,0.01588726043701172
199,-0.010292768478393556,0.04402971267700195,0.10528850555419922,0.04302978515625
200,0.03513479232788086,-0.025211095809936523,0.06043291091918945,-0.025819778442382812
201,0.028751611709594727,0.09103155136108398,-0.01651620864868164,-0.07020425796508789
202,-0.08229565620422363,-0.09480881690979004,-0.06558394432067871,-0.05956864356994629
203,-0.0025207996368408203,-0.0005934238433837891,-0.18098688125610352,-0.146989107131958
204,-0.0948340892791748,-0.03120136260986328,-0.040842533111572266,-0.09184575080871582
205,-0.03797173500061035,-0.0877530574798584,-0.10148477554321288,-0.15326905250549316
206,0.013749361038208008,0.02219152450561523,0.06463193893432617,-0.004061460494995117
207,-0.08863663673400879,-0.11338305473327635,0.03225421905517578,-0.015623092651367188
208,-0.01807379722595215,-0.10299468040466309,-0.10871458053588869,-0.13738346099853516
209,0.03006148338317871,-0.06241035461425781,-0.0592806339263916,-0.0028378963470458984
210,-0.007794380187988281,-0.02088141441345215,-0.008755207061767578,-0.11002707481384276
211,0.1133873462677002,0.02250385284423828,-0.05597710609436035,-0.06666684150695801
212,-0.01413273811340332,-0.014073371887207031,-0.0012118816375732422,-0.003540515899658203
213,0.06902217864990234,-0.0011103153228759766,0.008117914199829102,-0.017407894134521484
214,0.04386591911315918,-0.008307933807373047,0.01804804801940918,-0.0041141510009765625
215,-0.013497352600097656,0.06319737434387207,0.13196587562561035,0.0727698802947998
216,0.012518882751464844,-0.05866765975952149,0.07239699363708496,0.10892057418823242
217,-0.0546872615814209,-0.031734466552734375,0.054953813552856445,0.06450891494750977
218,-0.022528886795043945,-0.1110992431640625,-0.24187874794006348,-0.22755026817321777
219,-0.009999513626098633,-0.039818525314331055,-0.03171825408935547,0.018306970596313477
220,0.060977935791015625,0.0983278751373291,-0.04010343551635742,-0.03529000282287598
221,-0.03993463516235352,-0.04939627647399902,0.012272119522094728,-0.016665220260620117
222,0.08472585678100586,0.03347158432006836,-0.10736560821533205,-0.0932457447052002
223,-0.008172988891601562,-0.02802038192749023,-0.06165933609008789,-0.1316063404083252
224,-0.08232283592224121,-0.08507227897644043,0.11392807960510254,0.0707862377166748
225,-0.06118965148925781,-0.10333704948425292,-0.10608482360839844,-0.07083678245544434
226,-0.04188203811645508,-0.13669180870056152,0.01917099952697754,-0.02141427993774414
227,0.05116105079650879,-0.004660367965698242,0.07221364974975586,0.13959217071533203
228,0.003712177276611328,-0.05164766311645508,0.021514415740966797,-0.047020673751831055
229,-0.1365973949432373,-0.17600035667419434,-0.051050662994384766,-0.0959486961364746
230,0.13777947425842285,0.11818075180053712,-0.07968521118164062,-0.11301755905151369
231,0.10304856300354004,-0.04855823516845703,-0.040274620056152344,-0.05022692680358887
232,-0.08892655372619629,-0.10296249389648438,-0.15255284309387207,-0.14331293106079102
233,0.08375859260559082,0.08025646209716797,0.06866168975830078,0.019826889038085938
234,-0.06424379348754883,-0.07251453399658203,-0.05214643478393555,-0.0031156539916992188
235,0.16212201118469238,0.014513731002807615,0.06260251998901367,0.035761117935180664
236,0.09273886680603027,0.000918865203857422,0.06334233283996582,0.04398870468139648
237,-0.1715219020843506,-0.20673179626464844,0.046117544174194336,0.02366495132446289
238,-0.08479690551757812,-0.13184142112731934,0.06220650672912598,0.02267670631408691
239,0.12161517143249512,-0.00030612945556640625,-0.10260295867919922,-0.14722657203674316
240,0.023165225982666016,0.03194165229797363,0.00883936882019043,-0.00992131233215332
241,0.06104397773742676,0.0011997222900390625,0.08156275749206543,-0.008215904235839844
242,-0.08491134643554688,-0.144303560256958,-0.05699801445007324,-0.0535428524017334
243,0.07060599327087402,-0.06501388549804688,-0.15949749946594238,-0.13935065269470215
244,0.018415212631225582,0.03281712532043457,0.03484773635864258,-0.012439489364624023
245,0.0659787654876709,-0.07444548606872559,-0.07485532760620117,-0.09826183319091795
246,0.029460668563842773,-0.0290985107421875,-0.05627727508544922,-0.08856344223022461
247,0.04131960868835449,-0.0869455337524414,-0.032933712005615234,-0.054482460021972656
248,0.013979673385620115,-0.09179067611694336,0.011302471160888672,-0.037687063217163086
249,0.0017023086547851562,-0.1101248264312744,-0.08427667617797852,-0.1394963264465332
250,0.057796478271484375,-0.05464410781860352,-0.10951733589172365,-0.0947895050048828
251,-0.05202841758728027,-0.11633563041687012,0.09951901435852052,0.12516379356384277
252,-0.12287330627441406,-0.19761276245117188,-0.13120198249816897,-0.1099374294281006
253,0.1125478744506836,-0.026212692260742188,-0.043024539947509766,-0.04606151580810547
254,0.009891510009765623,-0.0042552947998046875,0.02866649627685547,0.005761861801147461
255,0.019220590591430664,-0.10482311248779295,-0.0751807689666748,-0.03804612159729004
256,-0.018242835998535156,-0.03478717803955078,-0.029971837997436523,-0.03432440757751465
257,-0.018024206161499023,-0.16361379623413086,0.030230283737182617,0.08923745155334473
258,0.008432388305664062,-0.10625481605529784,-0.04368185997009277,-0.051017045974731445
259,0.016568422317504883,-0.021240234375,-0.08527994155883789,-0.048079490661621094
260,-0.09170103073120116,-0.17926526069641113,-0.16077733039855957,-0.16684579849243164
261,-0.009114503860473633,-0.03304648399353027,0.06034255027770996,-0.04041314125061035
262,0.05860304832458496,0.019364118576049805,0.030520915985107425,0.0049245357513427734
263,0.13517284393310547,-0.07688546180725098,-0.15835094451904297,-0.1655867099761963
264,0.15149140357971191,0.13865160942077637,-0.05682206153869629,-0.023679733276367188
265,-0.0703129768371582,-0.212268590927124,-0.06810140609741211,-0.05087709426879883
266,0.01577448844909668,-0.013574838638305664,-0.04176688194274902,0.003598451614379883
267,0.03535628318786621,-0.13509392738342285,-0.015288829803466795,-0.027186870574951172
268,-0.020005464553833008,-0.20427441596984863,0.0919046401977539,0.06049203872680664
269,0.16075921058654785,0.020437002182006836,0.04856753349304199,0.0610506534576416
270,0.08782458305358887,-0.23353266716003415,-0.031499624252319336,-0.08185362815856934
271,0.0749661922454834,0.01321721076965332,-0.199601411819458,-0.14224839210510254
272,0.22689127922058103,0.0667426586151123,-0.06352353096008301,-0.04307985305786133
273,0.04101419448852539,-0.1681840419769287,0.05657529830932617,-0.0086669921875
274,-0.06000113487243652,-0.17949938774108887,-0.08325886726379395,-0.03391861915588379
275,0.03318953514099121,-0.011288166046142578,-0.0077364444732666016,-0.018488168716430664
276,0.02991771697998047,-0.08864235877990723,-0.06639671325683594,-0.11433029174804688
277,0.07091069221496582,-0.08653855323791504,-0.13207077980041504,-0.14810872077941897
278,0.00343465805053711,-0.10631632804870604,0.014740228652954102,-0.04777932167053223
279,-0.04295778274536133,-0.16780900955200195,0.07094645500183105,-0.014015436172485352
280,0.02809453010559082,-0.027845382690429688,-0.16440129280090332,-0.17087411880493164
281,0.09156990051269533,-0.15064620971679688,-0.1290268898010254,-0.1773850917816162
282,0.07328200340270996,-0.06937336921691895,0.06265640258789062,0.07510852813720703
283,0.1380617618560791,-0.06475710868835449,-0.04006791114807129,-0.06717181205749512
284,0.10737895965576172,-0.12748336791992188,-0.0513911247253418,-0.009767770767211914
285,-0.03369951248168945,-0.2129671573638916,0.06812310218811035,0.017504453659057617
286,0.04834604263305664,-0.11492156982421876,-0.13629579544067383,-0.11440157890319824
287,-0.02760767936706543,-0.32729291915893555,-0.04545998573303223,-0.06852507591247559
288,0.06770944595336914,-0.0751945972442627,-0.034140586853027344,-0.014803647994995115
289,0.005489826202392578,-0.2394263744354248,-0.015440702438354492,-0.034320831298828125
290,0.04171919822692871,-0.15773391723632812,-0.06901383399963379,-0.0359804630279541
291,0.035039424896240234,-0.207291841506958,-0.06802177429199219,0.0020475387573242188
292,-0.025630950927734375,-0.1799015998840332,-0.02017688751220703,-0.005647897720336914
293,0.0876004695892334,-0.16829299926757812,-0.09493708610534668,-0.11810541152954102
294,0.017338275909423828,-0.1434309482574463,-0.06000947952270508,-0.06586599349975586
295,0.08975934982299805,-0.24582719802856445,0.007115364074707031,0.009675025939941406
296,0.2090139389038086,-0.14264297485351562,-0.03223156929016113,-0.06051945686340332
297,0.1342568397521973,-0.0831766128540039,-0.1000525951385498,-0.12056779861450195
298,0.08634185791015625,-0.23579645156860352,0.02110004425048828,-0.055023908615112305
299,0.11191582679748537,-0.19071316719055176,0.011920928955078123,0.048566579818725586
300,0.0724794864654541,-0.21637988090515137,-0.009206533432006836,-0.04253959655761719
