step,deepseek1.5b_fa_partial_lr1e-6-actor/entropy_step,deepseek1.5b_fa_partial_lr1e-5-actor/entropy_step,deepseek1.5b_sync_lr1e-5-actor/entropy_step,deepseek1.5b_sync_lr1e-6-actor/entropy_step
102,0.4142281115055084,0.35332414507865906,0.1510888636112213,0.3569001257419586
103,0.4289630353450775,0.36083948612213135,0.14235171675682068,0.3289582431316376
104,0.4116382300853729,0.3490566313266754,0.14386169612407684,0.3445422649383545
105,0.4174125492572784,0.34678828716278076,0.14617657661437988,0.3466649651527405
106,0.4077469408512115,0.34914103150367737,0.14725282788276672,0.3326931893825531
107,0.4175441563129425,0.34828728437423706,0.1482202112674713,0.3358607590198517
108,0.41666632890701294,0.3451310992240906,0.13941684365272522,0.3192313611507416
109,0.41113606095314026,0.3267481327056885,0.13435113430023193,0.31088986992836
110,0.4158543348312378,0.352421373128891,0.14486362040042877,0.32025712728500366
111,0.4139770269393921,0.3313572406768799,0.14304926991462708,0.31594881415367126
112,0.4083785712718963,0.3281414210796356,0.13813982903957367,0.29927507042884827
113,0.43851596117019653,0.33957579731941223,0.14705853164196014,0.3082539141178131
114,0.4158082902431488,0.3389403223991394,0.1318824142217636,0.3008720576763153
115,0.3996586799621582,0.3268565833568573,0.13385477662086487,0.29613491892814636
116,0.39642390608787537,0.31987375020980835,0.13989882171154022,0.30720165371894836
117,0.4162724316120148,0.34921756386756897,0.13149447739124298,0.2830909192562103
118,0.4067197740077973,0.319810152053833,0.13997069001197815,0.3022971749305725
119,0.3946995437145233,0.33917495608329773,0.13949036598205566,0.29135531187057495
120,0.411283016204834,0.3185608685016632,0.1385861486196518,0.28756362199783325
121,0.41782259941101074,0.3678198754787445,0.139761820435524,0.29361557960510254
122,0.4077387750148773,0.3445243537425995,0.12686628103256226,0.2749372124671936
123,0.41616907715797424,0.3614862263202667,0.13262943923473358,0.2867695093154907
124,0.3971249461174011,0.34262388944625854,0.12131178379058838,0.27379924058914185
125,0.38168326020240784,0.3040553629398346,0.12572552263736725,0.28560104966163635
126,0.4104728102684021,0.3243139386177063,0.130980983376503,0.28305983543395996
127,0.3993549346923828,0.3222748935222626,0.12157614529132844,0.27119526267051697
128,0.3923705816268921,0.33576756715774536,0.120870403945446,0.2664547264575958
129,0.4081974327564239,0.33418506383895874,0.12273550033569336,0.26209157705307007
130,0.4150843918323517,0.3386405110359192,0.1265300810337067,0.26911088824272156
131,0.39775604009628296,0.32638123631477356,0.13117294013500214,0.2734750509262085
132,0.3864023685455322,0.30603450536727905,0.1252449005842209,0.2661842703819275
133,0.3967518508434296,0.3235161006450653,0.1270999014377594,0.25183728337287903
134,0.382578581571579,0.31902408599853516,0.1220414862036705,0.25227755308151245
135,0.4016968011856079,0.326452374458313,0.12682440876960754,0.26037755608558655
136,0.38887089490890503,0.31039270758628845,0.1308036595582962,0.2678358256816864
137,0.3797661364078522,0.30948561429977417,0.1176406666636467,0.2289036512374878
138,0.3905154168605805,0.31843671202659607,0.11515695601701736,0.23032023012638092
139,0.39543530344963074,0.3068227469921112,0.11956631392240524,0.2567649185657501
140,0.3790970742702484,0.2998099625110626,0.1241908073425293,0.24923358857631683
141,0.3842744529247284,0.30225834250450134,0.1162499487400055,0.2283097505569458
142,0.37290868163108826,0.28780367970466614,0.11299975216388702,0.22496749460697177
143,0.39251208305358887,0.29279646277427673,0.11748616397380827,0.23204976320266724
144,0.3606297373771667,0.28655722737312317,0.12218839675188065,0.24120892584323883
145,0.40252047777175903,0.28638172149658203,0.11828993260860445,0.21880918741226196
146,0.3948014676570892,0.2987942099571228,0.1178903728723526,0.2322661131620407
147,0.37064263224601746,0.27534323930740356,0.11679264903068542,0.22413134574890137
148,0.3847377300262451,0.2806119918823242,0.1127646267414093,0.21249112486839297
149,0.38200023770332336,0.2875000238418579,0.10899386554956436,0.20533517003059387
150,0.37507498264312744,0.2832307517528534,0.10915052890777588,0.21694572269916537
151,0.3703547716140747,0.27188190817832947,0.11961174756288528,0.21532641351222992
152,0.36705878376960754,0.2820202112197876,0.10542287677526474,0.20650456845760343
153,0.37430939078330994,0.27459755539894104,0.10857108980417252,0.2012282162904739
154,0.3587748408317566,0.26050859689712524,0.10927355289459229,0.2020310014486313
155,0.3737142086029053,0.2881620228290558,0.10878363996744156,0.20205862820148468
156,0.3654138743877411,0.26496273279190063,0.10526648163795473,0.1947448253631592
157,0.36536628007888794,0.2751390337944031,0.10681100189685822,0.20124982297420504
158,0.3738197088241577,0.26362356543540955,0.09920557588338852,0.19600538909435272
159,0.3769635558128357,0.27057820558547974,0.1079978421330452,0.20335638523101807
160,0.36136144399642944,0.2662082016468048,0.10094260424375534,0.18368250131607056
161,0.35836949944496155,0.26345911622047424,0.1005241647362709,0.18716059625148773
162,0.36895522475242615,0.2776642441749573,0.1003718003630638,0.18814946711063385
163,0.3860418498516083,0.27617254853248596,0.0991092398762703,0.17860500514507294
164,0.3703980445861816,0.28131741285324097,0.10211537778377532,0.18566836416721344
165,0.3646266162395478,0.27036207914352417,0.10703681409358978,0.18246963620185852
166,0.3496093153953552,0.2673172652721405,0.10058829933404922,0.1730609834194183
167,0.358331561088562,0.26048654317855835,0.10281990468502045,0.1821456402540207
168,0.35490936040878296,0.2650868892669678,0.10513635724782944,0.16874124109745026
169,0.34386909008026123,0.25261032581329346,0.1000434011220932,0.15791986882686615
170,0.35812750458717346,0.2761639952659607,0.10612694919109344,0.17154070734977722
171,0.3492819666862488,0.2565155625343323,0.10036487132310867,0.15759436786174774
172,0.36144134402275085,0.26681679487228394,0.10387082397937776,0.16101564466953278
173,0.35109713673591614,0.2542641758918762,0.09680957347154616,0.16078685224056244
174,0.3496744930744171,0.25203239917755127,0.09574496746063232,0.15122327208518982
175,0.3454914689064026,0.262366384267807,0.09935282170772552,0.15631334483623505
176,0.3536895513534546,0.26592400670051575,0.09606066346168518,0.1576848328113556
177,0.3312978744506836,0.2571936547756195,0.09386780112981796,0.1514011025428772
178,0.34712886810302734,0.2381758093833923,0.09555631130933762,0.1463867574930191
179,0.3440242409706116,0.2588554620742798,0.08811919391155243,0.1408456414937973
180,0.34223097562789917,0.2573319375514984,0.09247718006372452,0.1364453136920929
181,0.347148060798645,0.27024444937705994,0.09775646030902864,0.14611218869686127
182,0.3479970395565033,0.2757021486759186,0.09286923706531525,0.14290452003479004
183,0.35546478629112244,0.2846210300922394,0.09063883125782012,0.14051108062267303
184,0.3346954882144928,0.25180983543395996,0.08704600483179092,0.1415019929409027
185,0.33719393610954285,0.2554660737514496,0.09138063341379166,0.1363951414823532
186,0.3340698480606079,0.25350767374038696,0.08880160003900528,0.13943392038345337
187,0.3419096767902374,0.25260114669799805,0.09346432983875276,0.1400725096464157
188,0.3332003057003021,0.23898418247699735,0.0905383676290512,0.13430717587471008
189,0.3343184292316437,0.25673872232437134,0.08224286884069443,0.1209489107131958
190,0.34567075967788696,0.25142237544059753,0.09241220355033876,0.13293205201625824
191,0.3349248766899109,0.24451440572738647,0.09237036108970642,0.1262956261634827
192,0.3241299092769623,0.2530176043510437,0.08552904427051544,0.12137223780155182
193,0.3391410708427429,0.24761919677257535,0.0862097293138504,0.12579438090324402
194,0.31218820810317993,0.2308676540851593,0.0867026075720787,0.11937543749809264
195,0.34128206968307495,0.2542096674442291,0.08827877789735794,0.12855975329875946
196,0.3351614475250244,0.25852108001708984,0.08728501945734024,0.11871082335710526
197,0.3358064889907837,0.24011476337909696,0.08019055426120758,0.11469921469688416
198,0.322467178106308,0.23911389708518985,0.08586512506008148,0.12056522071361542
199,0.33486616611480713,0.2504703998565674,0.07965654134750366,0.1092228963971138
200,0.329428106546402,0.22869931161403656,0.08227283507585526,0.11683284491300584
201,0.3209463357925415,0.23094993829727173,0.08266489952802658,0.10612809658050536
202,0.32093489170074463,0.2455131709575653,0.08538249880075455,0.1146332547068596
203,0.31955307722091675,0.24471406638622284,0.0852493867278099,0.12303605675697328
204,0.3376788794994354,0.24105821549892423,0.08461400121450424,0.1213872954249382
205,0.327812135219574,0.2538139522075653,0.08495012670755386,0.12044429779052734
206,0.3273148238658905,0.23751436173915863,0.08193191885948181,0.11188924312591551
207,0.3172510266304016,0.24596229195594788,0.08330763131380081,0.11387930065393448
208,0.3166429400444031,0.24264243245124817,0.08608855307102203,0.11466096341609956
209,0.30549293756484985,0.2213619649410248,0.08806728571653366,0.11414629966020584
210,0.31067371368408203,0.2391364574432373,0.08353331685066223,0.10871592909097672
211,0.3087231516838074,0.2206536680459976,0.08419425040483475,0.10974987596273422
212,0.302670955657959,0.260064959526062,0.084862120449543,0.1058141142129898
213,0.3154841959476471,0.2362421602010727,0.07845562696456909,0.10111379623413086
214,0.29958298802375793,0.2479167282581329,0.08164150267839432,0.10309430211782455
215,0.3088531792163849,0.23305508494377136,0.08297579735517502,0.10725246369838716
216,0.31030023097991943,0.23683461546897888,0.0844525396823883,0.10074147582054138
217,0.314665287733078,0.2470355778932571,0.08884506672620773,0.1015365719795227
218,0.31475088000297546,0.23568540811538696,0.08747228980064392,0.10357648879289628
219,0.31631457805633545,0.2300812155008316,0.08358051627874374,0.09822789579629898
220,0.28974124789237976,0.21083401143550873,0.0873531699180603,0.09762593358755112
221,0.312406063079834,0.2409445643424988,0.08378007262945175,0.09647789597511292
222,0.28792688250541687,0.22338362038135529,0.08189159631729126,0.09249939769506454
223,0.2918807864189148,0.2218761444091797,0.08899197727441788,0.09534799307584764
224,0.30516308546066284,0.22106559574604032,0.08447694033384323,0.09526504576206209
225,0.29279860854148865,0.23186899721622467,0.08663031458854675,0.09595333784818648
226,0.3015887141227722,0.2275758683681488,0.09106706082820892,0.09422139823436736
227,0.28385692834854126,0.21991226077079773,0.0846826583147049,0.09396692365407944
228,0.290922075510025,0.2050759196281433,0.08869905024766922,0.09370585530996324
229,0.3014400601387024,0.2412523776292801,0.08634442090988159,0.09180432558059692
230,0.2942834496498108,0.19804808497428897,0.08917556703090668,0.09237805008888245
231,0.2976250946521759,0.22914856672286987,0.08815134316682816,0.09683869034051897
232,0.2920675575733185,0.21662721037864685,0.08886750042438507,0.09373653680086136
233,0.2820671796798706,0.19477535784244537,0.08276769518852234,0.08683218061923981
234,0.29861879348754883,0.21594953536987305,0.08793199807405472,0.09092754870653152
235,0.27176785469055176,0.21078695356845856,0.08475295454263687,0.08916354179382324
236,0.2875896990299225,0.2325069159269333,0.08368706703186035,0.08829092234373093
237,0.2847497761249542,0.22777585685253143,0.0843563824892044,0.08683624118566513
238,0.27359628677368164,0.22474507987499237,0.08651497960090637,0.08920218050479889
239,0.2685737609863281,0.21287085115909576,0.0897563099861145,0.08820291608572006
240,0.2675665616989136,0.2241021692752838,0.08389858901500702,0.08833178877830505
241,0.28005489706993103,0.232804536819458,0.07706404477357864,0.08500521630048752
242,0.28149592876434326,0.24021242558956143,0.08116716146469116,0.0831821858882904
243,0.27942582964897156,0.22253555059432983,0.08433519303798676,0.08672048896551132
244,0.26312676072120667,0.22102895379066467,0.0800737664103508,0.0840814933180809
245,0.28100451827049255,0.23034200072288513,0.08026418834924698,0.08557359129190445
246,0.2784341275691986,0.23709845542907715,0.08089341968297958,0.08431394398212433
247,0.27242833375930786,0.2227860689163208,0.07987052947282791,0.08575169742107391
248,0.2651118338108063,0.23034143447875977,0.08058449625968933,0.0846686065196991
249,0.2712158262729645,0.22045105695724487,0.08440201729536057,0.08892904222011566
250,0.2678433060646057,0.23508119583129883,0.08228886872529984,0.08683963119983673
251,0.2767067551612854,0.23546136915683744,0.07495896518230438,0.08338609337806702
252,0.28652051091194153,0.2500619888305664,0.08274874836206436,0.08419767767190933
253,0.2672528028488159,0.22205480933189392,0.08010628819465637,0.08800645917654037
254,0.261386901140213,0.2186594009399414,0.08090195804834366,0.0858423113822937
255,0.2569505572319031,0.21997645497322085,0.0789027139544487,0.08805020153522491
256,0.26940780878067017,0.21932342648506165,0.07814732939004898,0.0852043628692627
257,0.26651448011398315,0.24050574004650116,0.07575919479131699,0.08801669627428055
258,0.27275386452674866,0.2416415810585022,0.07522405683994293,0.08180370181798935
259,0.26597774028778076,0.24491161108016968,0.0787496268749237,0.08703012019395828
260,0.2541333734989166,0.2457844614982605,0.08025931566953659,0.08568523824214935
261,0.26388266682624817,0.23837171494960785,0.07454082369804382,0.08523467183113098
262,0.25263848900794983,0.24372413754463196,0.07028954476118088,0.0808362141251564
263,0.2566950023174286,0.2086571604013443,0.0743478313088417,0.08197039365768433
264,0.2656944990158081,0.2306073307991028,0.07616539299488068,0.08513250201940536
265,0.26849085092544556,0.22657231986522677,0.07635720074176788,0.08523668348789215
266,0.25539276003837585,0.25554826855659485,0.07192125916481018,0.08324816823005676
267,0.2544674277305603,0.22751925885677335,0.07018254697322845,0.08488649129867554
268,0.25481244921684265,0.2582874000072479,0.07342376559972763,0.08856479078531265
269,0.2445002794265747,0.20696324110031128,0.07559992372989655,0.0860595628619194
270,0.25345224142074585,0.2340700328350067,0.07063308358192444,0.08044401556253433
271,0.2509315311908722,0.23710617423057556,0.07274964451789856,0.08509433269500732
272,0.229742094874382,0.21444642543792725,0.07171617448329926,0.08323466777801514
273,0.25189152359962463,0.21335044503211975,0.06574567407369614,0.08148787915706635
274,0.2423552572727203,0.21325288712978363,0.07201234996318817,0.08547083288431168
275,0.2429527044296265,0.22583460807800293,0.06889950484037399,0.08342084288597107
276,0.23044998943805697,0.20411910116672516,0.07073445618152618,0.0822564885020256
277,0.23976753652095795,0.2117915004491806,0.0713939368724823,0.086610347032547
278,0.2547256350517273,0.22728559374809265,0.06804130226373672,0.08308124542236328
279,0.252747118473053,0.2309441864490509,0.06745246797800064,0.0821341723203659
280,0.24729762971401217,0.18464727699756625,0.07499711960554123,0.08664128929376602
281,0.2401897609233856,0.23279832303524017,0.070220448076725,0.08498285710811615
282,0.23495075106620789,0.20126360654830933,0.06700881570577621,0.08210315555334091
283,0.24771814048290253,0.21974457800388336,0.0707668587565422,0.07993160933256149
284,0.2311222106218338,0.20706911385059357,0.0663803368806839,0.0784410908818245
285,0.2440364956855774,0.23191377520561215,0.06970234215259552,0.08359010517597198
286,0.25062671303749084,0.243375763297081,0.07226134836673737,0.08202166855335236
287,0.2420385181903839,0.2050317674875259,0.0727648064494133,0.08187072724103928
288,0.24610784649848935,0.2446184009313583,0.07115955650806427,0.08021344244480133
289,0.24858833849430084,0.2478930950164795,0.0682855024933815,0.08029542118310928
290,0.22529521584510803,0.23498988151550293,0.07014116644859314,0.08181586861610413
291,0.23955565690994263,0.2273220419883728,0.06819729506969452,0.0826256275177002
292,0.23047129809856415,0.2423831820487976,0.06632357090711594,0.08166822791099548
293,0.2329300045967102,0.21843549609184265,0.07490633428096771,0.0866074487566948
294,0.2350464016199112,0.21813611686229703,0.07094469666481018,0.08290976285934448
295,0.2374693900346756,0.25150904059410095,0.06580200791358948,0.08150401711463928
296,0.2172909528017044,0.20295843482017517,0.06582385301589966,0.08046106994152069
297,0.23918864130973816,0.24091604351997375,0.07381945848464966,0.08063105493783951
298,0.22760173678398132,0.21636216342449188,0.06823993474245071,0.08062023669481277
299,0.22408270835876465,0.2402476668357849,0.06931447982788086,0.07658333331346512
300,0.22547319531440735,0.23590271174907684,0.06844596564769745,0.07819225639104843
