step,deepseek1.5b_fa_partial_lr1e-6-actor/ppo_kl_step,deepseek1.5b_fa_partial_lr1e-5-actor/ppo_kl_step,deepseek1.5b_sync_lr1e-5-actor/ppo_kl_step,deepseek1.5b_sync_lr1e-6-actor/ppo_kl_step
48,0.0005247140807281005,0.0007080325334553831,0.00019624791173863208,1.9379258651142095e-05
49,0.0004468082402489477,0.0006925999709038932,0.00015625807844771566,-1.3286965422634385e-05
50,0.00046597762331082034,0.0007706868622532939,0.0002792112078047637,3.0784812216259766e-05
51,0.00042506462480594186,0.0007954200862151631,0.0002590001520886176,3.2497465222528867e-06
52,0.0013500078428480085,0.0015010600714348151,0.00011848536351166672,1.1532736295323655e-05
53,0.000436864742527208,0.0007634522194386287,0.00018858727864368735,3.524096234547807e-06
54,0.0004523241343568343,0.0007285221428472491,0.000123199611602147,-1.6200497183683144e-05
55,0.00041224043084762935,0.0006606019499635798,0.0002355573908868923,1.0861799791421188e-05
56,0.0004562720450249142,0.0006779281650499168,0.0001918380467722419,-9.405622452934242e-06
57,0.0003982337486360978,0.0007868747846709804,0.0002435060169446155,1.7034982134358087e-05
58,0.0004395570450503013,0.0007647316338861287,0.00019006320916206375,5.397283813530456e-07
59,0.00039570147668145986,0.000765214290311178,0.0002512618840505189,1.839407367908586e-05
60,0.0004174607234020115,0.0007414671129481575,0.00017813390295629006,2.1782502289013905e-05
61,0.0004145939127164282,0.0007145421396767932,0.00030152321935138167,2.5202403318442313e-06
62,0.0004216744971005906,0.0007316034420622321,0.0001966320701461384,-4.278371769661504e-06
63,0.001565791757115477,0.001781095370050087,0.00019802653570690575,1.0107086832921263e-05
64,0.0004285803359106343,0.0007585340845050344,0.00023840323167839415,1.8247507798108131e-06
65,0.0004459594047299059,0.0007302481388270129,0.0001658296052599304,3.433526844785563e-05
66,0.0004669243909186586,0.0007347739513458388,0.00015165926703816912,8.548319226718398e-06
67,0.0004435881812084832,0.0007006277625952368,0.0002557603920954372,2.0533744074206225e-05
68,0.00043750570711725,0.000831530997933972,0.00020004436196895456,4.766357578621727e-05
69,0.0004239642467122654,0.0007218558271097682,0.00033981212930879137,6.960886816448857e-06
70,0.0004340532564540432,0.0006850035991009898,0.00026826229441724743,1.8497595918036887e-05
71,0.00041450893672051415,0.0006868053838839691,0.0002351503557985693,1.499146193309354e-05
72,0.0004277151522638522,0.0006789198101296278,0.00017131039058866583,2.1005583457438315e-05
73,0.00040913706625214977,0.0006306035410186912,0.00027331903024219173,6.537916405222935e-06
74,0.00044433091904812265,0.0007452800943544465,0.00024868830813453595,9.678445137339178e-06
75,0.0004588974535829687,0.0007579734134587715,0.000168899989894217,2.2448669909895964e-05
76,0.0004602844445211455,0.000731916776215927,0.0002525277081681119,-2.0906447964819107e-06
77,0.0004132739638032723,0.0007243841819857266,0.0001994348371915948,1.1230198588629308e-05
78,0.0004204990112922228,0.0008129779260863611,0.0003519293306583547,1.589702541777916e-05
79,0.00041837236542220223,0.0008371412369096257,0.0002861075671814563,1.0089328226976183e-05
80,0.0004118849593295413,0.0007462852651941947,0.0003547566056378214,-1.506478666736898e-05
81,0.0003897509693404708,0.0008006601439756022,0.00041242709343691786,2.3738743030833288e-05
82,0.0003732850086255603,0.0007310639287670011,0.0003657791047703011,1.7452036097154177e-06
83,0.0011703774498679036,0.001672307924067616,0.00044849739165085466,-5.2470291546033284e-06
84,0.0004216997062900248,0.0007125171648942943,0.00029555559551126755,-2.147766608735268e-05
85,0.0004512423633634581,0.000780025769128995,0.00033006090054305497,-1.5366379400239522e-06
86,0.0004084285900560718,0.0007934106129295498,0.000328932242128065,1.951716002499027e-05
87,0.0004446842858483366,0.0008876355015116769,0.00026197979417276636,-3.9613321044829605e-06
88,0.0003804217978846935,0.0008508767215348219,0.00030539901249783597,2.586695730713018e-05
89,0.00040021251029126383,0.0008117411925212535,0.000270161779471549,-1.1525256902749398e-05
90,0.00041753978105051113,0.00093581252156658,0.00031889385649612695,1.5576886116805544e-05
91,0.00041006901865505194,0.0008250930922097647,0.00030192540201109556,2.514400139411248e-05
92,0.00040958374730926735,0.0008877885471757998,0.0003401443872020083,-8.297672147013676e-06
93,0.0003936801282919798,0.0007535809610367386,0.0002808966051031938,2.2262121334685952e-05
94,0.0004179561951373133,0.0007585513732631345,0.000291781829049299,2.9292815899495396e-05
95,0.001057542439385968,0.0014565747962317723,0.00030216882177292175,2.3732609970404548e-05
96,0.0004243945856266067,0.0006797338419780247,0.0002319241042370447,1.6514190254907208e-05
97,0.0004243634788631212,0.0007685378860943597,0.0002884119985997997,6.838101914132867e-06
98,0.0003988552045444391,0.0007663599158392196,0.0003074546414993728,9.067554409265922e-06
99,0.00042587835511959874,0.0007979842851934266,0.0003259925676964822,3.3525667438266813e-05
100,0.000372510870361806,0.000843093763817251,0.000406974633154364,1.1349555965775183e-05
101,0.0004220074618558854,0.0009183592790988044,0.0003283731871642265,2.506167720305372e-05
102,0.00041464511590414126,0.0008752836791992285,0.0003504827019976834,-3.665361474992053e-06
103,0.0004053539225019397,0.0008857997839760401,0.00031022075470103647,1.695777868868978e-06
104,0.0004196110711120065,0.0008834491068273564,0.00037586662471545383,2.8387226617749343e-06
105,0.000395357293659537,0.0011628658553842304,0.0003379392140240882,3.791797433490748e-05
106,0.0003706079322862858,0.0014173907588708693,0.0003777557031020883,-7.655767431304281e-06
107,0.0004300952176160183,0.00188140246698822,0.0002990803636942606,8.134576349321032e-06
108,0.0004662776277407943,0.0035472682158918666,0.00033655576761396143,-5.114846176823562e-07
109,0.0004612702129051822,0.0023601243995541995,0.00035783157287121235,1.232760139860797e-05
110,0.0004247567109450756,0.0034046624627778028,0.0002866023354777604,-4.8062338708275225e-06
111,0.00044267800451107343,0.003875587988866475,0.0003176712529525936,3.0165759167120107e-06
112,0.000431735032430917,0.004815982077236751,0.0002583061805301852,1.3399811455390894e-05
113,0.0003902743920647894,0.007215961465342181,0.00028063490892549225,1.792304261497487e-05
114,0.0004080905635739959,0.005074346255496494,0.0004410428615637145,2.4995787460587355e-05
115,0.0004491456133209226,0.0028506142950819008,0.00040406102105515154,9.477728824729064e-06
116,0.00040221755863955976,0.001982118138119707,0.0002698502385801793,2.1527680458922033e-05
117,0.00042256736038114674,0.001913363522128224,0.0002240220434310507,-3.880220035009382e-07
118,0.0004008609136914077,0.0021177809731428472,0.00035191952260015013,4.286525618546478e-06
119,0.0004105333746391952,0.0032377740458657354,0.00026063348653148445,1.0210276597558972e-06
120,0.00042057586668215656,0.002978225983097218,0.0003138881832596564,3.0283248851503685e-05
121,0.0003992165159124542,0.0024846480779532137,0.00035306595136033606,1.2833481009266732e-05
122,0.00043272763425047115,0.0015740316882026186,0.00032929274426118395,9.92431767455951e-06
123,0.00041665362584600453,0.0011419669977845122,0.0003146863082200988,4.922926380204075e-06
124,0.0012784052917402516,0.001553123342524895,0.0004514940547024211,-3.294688151767033e-06
125,0.0003942492948196888,0.000984565629440342,0.00029136854201668297,9.693303787709117e-06
126,0.0014480486081415726,0.002048784278015517,0.000319151085213369,-4.015099689450165e-06
127,0.001249232257799946,0.001766411669957681,0.00029752014303655966,9.324343120705894e-06
128,0.00041316976220940655,0.00091465057848822,0.0003737814416069795,8.435194288633087e-06
129,0.0004328307206177688,0.000839733864013527,0.0003211113559613988,1.7387336031164694e-05
130,0.0004461315977794792,0.0009863358654688147,0.00039606379323073624,2.861926566518976e-06
131,0.00040449689457892126,0.0009695694001477288,0.0003295202816842655,-2.0596342088952113e-05
132,0.0004005840554884325,0.0008345664901806447,0.0003419289570542179,1.835625895861808e-05
133,0.0003891145780531111,0.0007680979213374351,0.0003057516208958656,-8.374737757351388e-06
134,0.000388913292971959,0.0008179179280544056,0.0003479135505223661,7.182084168277925e-06
135,0.00041984694171731007,0.0008283468924707904,0.0003380191010556721,-2.3190749968993175e-05
136,0.00043891920787481894,0.0008327462909027586,0.0003639962708629381,7.829009018241077e-06
137,0.0004206124504577246,0.0015892384622360949,0.0003155918308043906,-1.6240491280774597e-05
138,0.001491479055636462,0.0008356459773079389,0.00039431167309297654,3.57857484603288e-06
139,0.00044524179884869106,0.0008318903627688521,0.0003861565369225857,2.2475735081217396e-05
140,0.000392743659583535,0.000746906785811537,0.0004379099519763399,4.8313109064807766e-05
141,0.00042500047086257314,0.0007244500087994618,0.0003849080474150837,-1.3068643287443295e-05
142,0.0003991716463795053,0.0007922729515061215,0.00045805042658132934,1.379979131436759e-06
143,0.0004429599733126471,0.0009141485611094554,0.0004319033882444104,-1.3313090589469024e-05
144,0.0003897944288038786,0.000989654681459342,0.000394897332960273,2.0521031010101817e-05
145,0.0004334060071280905,0.0009167967680067788,0.0004240668042581793,-6.747655391527794e-06
146,0.0004412186325667496,0.0009833782604223766,0.0004564515685783392,2.649030357809573e-05
147,0.0003916151178188572,0.001048418852604982,0.0005651230787399326,1.5788687598217166e-05
148,0.00039846977901630663,0.001072559540463352,0.0007047656318390668,4.75870950036578e-05
149,0.0014330710633371718,0.0019736583503242857,0.0004258737134852893,-9.699416319322422e-06
150,0.0003897431750717509,0.0009936075157836203,0.0007593487792624168,1.2948808588094729e-05
151,0.0004010655083858262,0.0008976370405604228,0.0004915969051565741,1.35994087574768e-05
152,0.00040573136379509544,0.0010903421378728895,0.0005463472346612091,3.767479425090749e-05
153,0.0004269040779260558,0.0010661408981490624,0.0003498431788774393,2.32592802699453e-05
154,0.00040021496734183866,0.0010453541678422868,0.0004628858663580971,4.601174443726115e-05
155,0.0004299436393595677,0.0012269666534980052,0.0005170806874175046,4.313171802709329e-05
156,0.0003862448672400376,0.0011122147443471807,0.0004689218120686535,5.570237490067149e-06
157,0.00034728253935011435,0.0013832133592920094,0.0005710064289468681,2.77185231660993e-05
158,0.0004548177001378301,0.0013601545672412428,0.00038439532049858107,4.101531931385924e-07
159,0.0004364288289307098,0.0011658642160530992,0.0005458483496860888,2.049432764519416e-05
160,0.0004422491990818834,0.0011549468759901572,0.0005824507905045225,3.368728693284745e-05
161,0.0004250777591260337,0.0010380899656903845,0.00041139542381914265,6.535400680793134e-06
162,0.00042705549418113126,0.0012382402811223214,0.000637170228125277,1.250999089869358e-05
163,0.0003860352937373234,0.0012052776136885009,0.0006471062959891226,3.459603399649483e-05
164,0.0003991478146888461,0.0015270418942683742,0.0005842248695467396,1.3091320853878382e-05
165,0.0004326968440147891,0.0014148397110209142,0.0005403947711706471,4.076662373965397e-05
166,0.00043155639954661046,0.0018714005689730584,0.0005068084054652321,2.1452342014478225e-05
167,0.0004225964479226505,0.0028543646078655156,0.0004299975517787336,5.630851973329435e-05
168,0.0017522930682825626,0.002793692441701776,0.0005246335172574647,2.2495950415602512e-05
169,0.0003826855606011816,0.0018090393337690852,0.00043367380447143606,2.297662626428324e-05
170,0.0004170607730699154,0.002338680967341134,0.0003711651110961611,1.1020568389635384e-05
171,0.0004137302748089969,0.0016412481041357184,0.0002666916802478798,1.4114753219479786e-05
172,0.00045415626820591,0.0017612502816932234,0.00030746919811542244,2.722680764091329e-05
173,0.0004061451527201659,0.0014853532814957805,0.0002922220777583738,3.855632878616837e-05
174,0.00041948258926420107,0.001687114951486344,0.00033687279116881416,4.123934310092187e-05
175,0.00042748010312024405,0.0017556655749346344,0.0003668203693707565,3.8080683807655595e-05
176,0.0003862921681334539,0.0016698327708565392,0.0003908633956487822,3.570589565027616e-05
177,0.0003689791036189642,0.0018709235960084653,0.0003932386638775084,1.8603338512648672e-05
178,0.00040147496246460007,0.0019508523291446892,0.0003516041372024673,4.1271995434964646e-05
179,0.0004065901955946437,0.002123506813328883,0.00032169730644871685,3.008818300324827e-05
180,0.0004238368361974664,0.002262308626679001,0.0002755141791906028,5.836602369413413e-06
181,0.0004277577860048706,0.0019840593626476895,0.0003136324085216063,2.3456569750821375e-05
182,0.0003927124756356848,0.001830060688501665,0.000302355563206593,1.5934674792854247e-05
183,0.0004417960432059998,0.00132817585476168,0.0003869811241505872,5.593489944538527e-05
184,0.0004401948366620445,0.0010812475488035725,0.00032924611440786724,2.474908989174512e-05
185,0.0004022682842809256,0.001067547053610967,0.0003346341312332394,-6.520878847658827e-06
186,0.0003884885654579245,0.0011533830559528446,0.00031096021228146735,2.616273497422478e-05
187,0.0004062192193560515,0.0015957620468225284,0.00035238406246786207,1.987509633257408e-05
188,0.00039768079741773945,0.0018441131311192293,0.0003770042214352396,3.992744186719296e-05
189,0.00040734239898287207,0.0024582125233872766,0.00034145596200028434,2.554943734526819e-05
190,0.0004323292196302001,0.0034646154327744555,0.0003602469620342201,1.8897984957091564e-05
191,0.0004063096356736631,0.002762182455560336,0.00045147593178648034,5.993623024455461e-05
192,0.00040542278471607295,0.003338598522386746,0.00039871721317460046,1.4972743687324234e-05
193,0.0004346344278308449,0.0034761566473479164,0.0003008635627795829,2.3604486865390237e-05
194,0.00041378558904852974,0.0020452406582762706,0.00036641199571181945,8.753482920965147e-06
195,0.0003988626532025758,0.0014371141173310734,0.0004120468363993886,-4.712505926050112e-06
196,0.00043034212351391086,0.0011710907382876303,0.000319099542360214,3.5470958056293964e-05
197,0.00043513812950889943,0.001841860536077699,0.0004318827930828465,7.830853121910357e-06
198,0.0014178835409308255,0.0015556627290452111,0.0005125364626043062,3.346305457801136e-05
199,0.00039319872274642297,0.0021768773038712695,0.0003443120065272415,-6.538648072186383e-06
200,0.0004236126052350664,0.0024433237616533813,0.0003115404939596803,2.266736720980668e-05
201,0.0004390584437685551,0.0033486182433460437,0.0004844117765892092,3.1694702973557774e-05
202,0.00042236376807121425,0.003423215175492563,0.0003941788691169341,1.6247158207249868e-05
203,0.0003918506466864792,0.004405863671130363,0.000409753971651257,9.546472841866678e-07
204,0.0008994089174143364,0.0029712335277113397,0.0003287053326849054,2.7438420836371113e-05
205,0.0004001940819489329,0.001639673794759793,0.0004133931380035422,4.369878593174211e-05
206,0.0013208847860980717,0.0021214848516691465,0.0003836858600682159,3.9458275567558065e-05
207,0.0003718476263895217,0.0018200262933296956,0.00035066005150273907,5.13938987605148e-05
208,0.000368107654073242,0.00275052160737971,0.0003404873940992688,2.1874209152609837e-06
209,0.0003747908713758455,0.004653664723678234,0.000348559002447437,-2.2297286678880288e-07
210,0.00035572114636098055,0.006628917580978437,0.000304894248035804,4.699315852770646e-05
211,0.0003856803020415141,0.0027970788834084355,0.0004033876713714206,6.503265999070531e-05
212,0.0003932453005258374,0.0019044787805098172,0.00039945323404243606,3.2869454964102904e-05
213,0.00040870415243143214,0.001520013848998112,0.000285957921058196,4.328488003224607e-06
214,0.0004127693024034286,0.001505462565241735,0.0002705898475480498,4.193033926580547e-05
215,0.0003982808432910965,0.0016299071857504355,0.0002486091701964132,2.081466319294266e-05
216,0.0013517788330683757,0.002803169523738926,0.0002785150030426564,2.5300334854705397e-05
217,0.0004218972641014674,0.0023570574211892003,0.00031471732143252345,-1.1269989885414287e-05
218,0.000429572494131104,0.0024185610794159834,0.0003346949083535833,2.2404775793153555e-05
219,0.0004072912865143165,0.0016383673486169907,0.0003330307664401018,2.398343445761952e-05
220,0.0003946180998856231,0.0015138074908753135,0.000374701710008045,1.3840255770425358e-05
221,0.0004244659077177465,0.0014806576334995436,0.00041463886145048,2.530772682831639e-05
222,0.0004384253029532677,0.0015812633925030286,0.0004257290413391957,4.53022394102387e-06
223,0.00039918923162748465,0.00165439517057747,0.00042885545153378894,2.9183817066780193e-05
224,0.0003863487547232723,0.0018231616429800297,0.0003578301432753506,1.7014414376268247e-05
225,0.0004426362986978141,0.0021609255352634383,0.00035002007774250404,4.8097899480126216e-05
226,0.0003932261312668573,0.0035839943936555757,0.00026732112718915363,2.4982585037884513e-05
227,0.00038448453696034336,0.003465152209352682,0.0002939119081470191,4.356546129806972e-05
228,0.00039379412222968546,0.0042818254944268245,0.0003392420371683691,1.183806485417522e-05
229,0.00043910530494163896,0.003983696236355172,0.0002827843267668347,5.971727127462856e-06
230,0.0003865026119352294,0.0028355325382631927,0.00033693366852549644,-1.9355401435535254e-06
231,0.00041901603781746826,0.002242573647867096,0.0003011745767128223,2.566459648496795e-05
232,0.0004412822503195675,0.0018295393133542469,0.0003108244683666476,1.5936874839595522e-05
233,0.0004257071914492461,0.0014072321378802055,0.00029431246716197607,2.181221348600008e-05
234,0.00040160740720262487,0.001393993939830778,0.0003099811357269999,4.590075579208611e-05
235,0.00038360869592266185,0.0014358259743406606,0.00034517568364211826,-5.4945934118378367e-08
236,0.0003792620589632387,0.0016981095215033298,0.0003448400685019948,2.120389344010424e-05
237,0.00039887008305574165,0.0017369746245862825,0.00040632767930251897,2.0262620781936063e-05
238,0.00036965996478368897,0.001908307679217835,0.0002804372476681169,2.8851783252105774e-05
239,0.00035259488177598287,0.0021905942894417897,0.00030173340669590833,5.4420469813365455e-05
240,0.00041348153080387345,0.0029982041905258954,0.00031278236909448864,1.5060868770508238e-05
241,0.0003650044325017656,0.0030728370143368097,0.0003557317926553756,4.463725079592438e-05
242,0.0004511885526310322,0.0025081515377640548,0.0003718288427384664,5.793772458311253e-05
243,0.00041369458069630624,0.0026750824489291908,0.00030580144946511765,3.307898001025933e-05
244,0.00040549797471400823,0.0019183951326064716,0.000237905782983001,3.7743145707864686e-05
245,0.0003948532966180871,0.0019520399561900248,0.00029313827235564707,7.912485500298772e-05
246,0.00035786945725208187,0.0019794954753262644,0.00036984282559625006,7.918072220562744e-05
247,0.00035551927785788774,0.0017148983400381962,0.0003849273645140356,0.00010549338450060438
248,0.0003920497233802204,0.0014040905867141946,0.0002946535789320684,0.00013681085667484108
249,0.00037507326687101456,0.001440342527769684,0.0003388024131560577,0.00010780187599273834
250,0.0003874677683185359,0.001619922661309483,0.0003189388244323893,9.569358413727968e-05
251,0.0003963468778927802,0.001402310358732182,0.00028348544964644187,7.346236982957382e-05
252,0.0004072268785498396,0.0012925275373253892,0.00035841434533760247,8.464794890236303e-05
253,0.002472742565688672,0.003229778533636818,0.00022636782060243065,3.891410470489488e-05
254,0.00039582277735085187,0.001148342815491056,0.00035277467819893303,3.835642587102228e-05
255,0.0003758507192955762,0.0013527319357820031,0.0003249764804805339,1.3772487819716984e-05
256,0.0003896373129699289,0.0015674713407639212,0.0003753844385554072,1.9764992620016404e-05
257,0.00038353469380036193,0.0017648541303416374,0.00038626182838554624,4.48961768824261e-05
258,0.0004509661514949433,0.0015265112565525437,0.0003103043034383238,3.5012170318351e-05
259,0.00041639832181555327,0.001872162320782451,0.00034005904901535957,1.726744619645615e-05
260,0.0003966836992814789,0.002041618824540213,0.0003460859152239492,2.058854344689899e-05
261,0.0004396460894672187,0.002378361361598249,0.0004113513822090382,1.0687994014557066e-05
262,0.0003609453707663262,0.0024602376577604447,0.00032503137800323254,1.742676638802197e-05
263,0.0003696528590969587,0.003677105441504012,0.0003589176313449082,3.657852699650022e-05
264,0.0004391102548759175,0.0039690525003044635,0.0003630370924144189,5.677162785951614e-05
265,0.00037877111133023314,0.0036191585371182617,0.0002939261409790843,1.4199988590827448e-05
266,0.0004228700100796948,0.0031940866936986364,0.00027688636670012237,2.166199979569683e-05
267,0.0003764723986410593,0.002006100987613953,0.00027828908295256114,4.651300145234153e-05
268,0.00039871516098296904,0.001573590087450485,0.00023454028817972288,4.220299186632717e-05
269,0.0010714444466333856,0.001965160284444643,0.00024572799735026065,2.9263578265468635e-05
270,0.0004171678635945268,0.0012423533994994048,0.00023776287842538737,2.360007773037266e-05
271,0.0003808694255722769,0.0014193521637238691,0.0003091455125117351,-6.184474409639949e-06
272,0.00036070143168238,0.0013969562929622807,0.0003037890581499103,1.2760015098335412e-05
273,0.00040514311609783865,0.001857485580859073,0.0002811032376025987,2.5640247676431283e-05
274,0.0003833372019954422,0.001842798104177926,0.0002867480141227824,1.2264640386698485e-05
275,0.0004323126497927826,0.0021761839177309736,0.0002305473655402613,4.303347181754312e-05
276,0.0003537073026675144,0.00321493806458523,0.0002953654104921363,3.040709793457935e-05
277,0.000385515791268779,0.004139383932456638,0.0003642116263915152,3.482341732545061e-05
278,0.00037565130671524544,0.005813486270112446,0.0003481217162688398,4.102765848283016e-05
279,0.0004175128091947045,0.003900120260514086,0.0004378031579309348,6.9134437014003855e-06
280,0.00037382391117690966,0.0030088285585038862,0.0003574012364332454,5.147183064330444e-05
281,0.00038241409573894696,0.0025973938127572182,0.0003832215384688708,6.61349097091838e-05
282,0.0003821917814690915,0.003389286849729738,0.00032654681414760934,2.2034430162736705e-05
283,0.0003848603575972091,0.00503379188282949,0.00033092948196971966,4.876980024248176e-05
284,0.00033882520690342105,0.004748010185752553,0.0002826110446169334,1.7183243028211902e-05
285,0.00037408705508373537,0.004440507087149461,0.00024958382777125367,6.70767317329284e-06
286,0.0004069703322822672,0.004369800582280732,0.0002604382161836864,3.891255712247243e-05
287,0.0004048809777733547,0.0037629942128603487,0.00029181722941332784,8.127864837557917e-06
288,0.0004153056361477328,0.0035763526435724775,0.00030578816360332976,5.3603011224367935e-06
289,0.000441026091973929,0.0026632886976392404,0.0003265942022380573,7.299404785570119e-05
290,0.00039535575235447593,0.0020015385096183295,0.00026916093703759525,2.8301204495344217e-05
291,0.0004039219438377236,0.0024577897037743484,0.00023398232295269427,1.627923828521236e-05
292,0.0003515247316915842,0.0029540253090658553,0.0003258758723267471,1.3143053495779993e-05
293,0.00039810801627909894,0.003345405962261503,0.00034457445069530844,8.578324815750197e-06
294,0.0003664792212442594,0.005662791314002139,0.00030991952714059135,3.6340663182512034e-05
295,0.0003997951729904847,0.006325112496124347,0.00024028341960911123,9.62990359488919e-05
296,0.00039761366183723454,0.002730453334347692,0.00024903854965138537,1.5307792888152288e-05
297,0.0004013622999986696,0.0024189386916857207,0.0002278726938053376,6.792540276789029e-05
298,0.0003561509521943342,0.0023494262024908743,0.00024751213620829624,4.0099921065461785e-05
299,0.0003742590392545315,0.0024775612783344307,0.00029364815109236933,3.622995974171174e-05
300,0.0003747676058339805,0.003343723801356043,0.0003849430628222266,4.3037116342587767e-05
