step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-6-actor/pg_loss_step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-5-actor/pg_loss_step
1,0.18899717507858232,0.17959637998648748
2,0.13322646539373736,0.1301835361730427
3,0.13750345224183586,0.14414430674773435
4,0.14681530775513155,0.1637802906378702
5,0.14359063489086468,0.14818639639414005
6,0.17672090840725746,0.21111599337499348
7,0.14047625258635063,0.1534662102458242
8,0.16169556933235116,0.17094693626433846
9,0.15036313240675442,0.21245294305232423
10,0.1673251500942063,0.2016254686429668
11,0.19077722213038195,0.16629602984520667
12,0.13237370476993018,0.19919465650606
13,0.1369018379275583,0.19759393936800587
14,0.12135044774188632,0.14682562776296337
15,0.1600283185225202,0.08929716799279308
16,0.18752870276357853,0.033659104566877
17,0.14806615433119033,0.050815500320933286
18,0.1250063579974498,0.027836094698432137
19,0.1406421866087753,0.026157962978383395
20,0.14511614081441493,0.021021462343290324
21,0.18584512446258,0.0311345513749611
22,0.14755180586135103,0.06168598168446668
23,0.16413935545752728,0.04166505780244151
24,0.15561224220426223,0.05315670213279261
25,0.15255466031326584,0.04131854371091602
26,0.2115696496291221,0.045220980874936305
27,0.136577573406908,0.027694590554996727
28,0.16869583060866447,0.06797912340978375
29,0.1561542251252831,0.0612712685497472
30,0.16427109662085637,0.06868200716858805
31,0.19554407466386808,0.07867985080862555
32,0.1630784347547503,0.10674383144942112
33,0.16375777309750444,0.055929149780422446
34,0.1697936294513056,0.07949829438751164
35,0.16686160127240485,0.053809474782541486
36,0.216368322268358,0.07652542994467254
37,0.13870709976026835,0.07913686167476477
38,0.14473244727326728,0.053826818546180474
39,0.1540327027814783,0.06448954322064916
40,0.15407822047843814,0.0773436620317322
41,0.18877122218632936,0.04505659408399272
42,0.15683496084385906,0.058639079182952025
43,0.1486375908240539,0.09342591224765996
44,0.17228218928339628,0.07497535197750646
45,0.16950034663895908,0.09371521379302174
46,0.23047931945916,0.07737518610560477
47,0.15877428324754128,0.0888708963211684
48,0.1489593165345894,0.0609972647250288
49,0.16761325514707565,0.09045983412943316
50,0.15668483647915565,0.06714598143977735
51,0.16604680785076198,0.09683851183332368
52,0.16286388364057308,0.06159193472012703
53,0.14908080267959703,0.08298256235838153
54,0.15713943888473203,0.10684958099430814
55,0.15266447865193208,0.07043961050112557
56,0.22709488939055633,0.06142640646673196
57,0.20104874073378076,0.0954511170570792
58,0.15874225362131256,0.05649600669686847
59,0.1522172126954781,0.07805445673190715
60,0.171881799273047,0.07612310928599232
61,0.24640269738906864,0.051512967452799784
62,0.17475445367758985,0.09326012260498828
63,0.17040063489357157,0.1009579204084516
64,0.1764652817056837,0.05603517317273751
65,0.1722921930933302,0.07331159598788872
66,0.21298642115183403,0.07773032236339836
67,0.15094459723158363,0.07255173135490622
68,0.20391576167243972,0.09549128113170516
69,0.16468280395566764,0.08288377396820579
70,0.15885824390918263,0.07586134699126619
71,0.23679702519348889,0.06986706084483275
72,0.18281433256037063,0.08284015072523984
73,0.19049042175651015,0.06984788207967843
74,0.14318987406983755,0.08401747414737815
75,0.17753259176887304,0.09379467884975703
76,0.168327195882739,0.03612483167065268
77,0.1967933274669565,0.09318986071539138
78,0.1851985033468476,0.10538821522084832
79,0.19428977921405252,0.06998794810565681
80,0.17265808120796197,0.08753198340446033
81,0.19602380102788583,0.05194806158348607
82,0.20012643711197595,0.07284887125457745
