step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-6-actor/pg_loss_step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-5-actor/pg_loss_step
83,0.19943465185882384,0.07216660430447733
84,0.1953547375025645,0.06089557628320108
85,0.1847273871498619,0.09116209810932573
86,0.19243644403031795,0.0583825847629057
87,0.1849790782922783,0.0747419599278253
88,0.18376039066770317,0.0790518198114114
89,0.1796016517224618,0.07566709594474934
90,0.17333250585738022,0.07326377205620649
91,0.12007292039987091,0.04812583218213601
92,0.20559559816985193,0.0701057543203705
93,0.19442999526946744,0.0773215643275762
94,0.22026959429284151,0.04934950700044283
95,0.2259403717182595,0.08241282456559323
96,0.14287567660213368,0.06646677896108788
97,0.1955765417760631,0.05759968404549909
98,0.20700338681631764,0.05917804768489532
99,0.21184861491039528,0.051711745439982165
100,0.2159789091523811,0.07884974083094676
101,0.13299585729628077,0.051099666532834355
102,0.23358652229535437,0.0526684728138207
103,0.22998649944061217,0.07066701405801723
104,0.2074640134019622,0.03277810349079248
105,0.1856511998846364,0.04396591281043324
106,0.1514821371832858,0.05979785389737165
107,0.1839302099594052,0.05129275495967116
108,0.19715417420417408,0.05430352745679557
109,0.22072689658944,0.0710868517319742
110,0.2161881516840724,0.08963125801323127
111,0.18436706866982505,0.0536202131164732
112,0.19835124263926623,0.05459518876571868
113,0.19174637671804864,0.09378669437642706
114,0.21585720607105344,0.0904005350316498
115,0.24489120446472248,0.08722366842908635
116,0.17269169721298686,0.06849571749966368
117,0.202729338677212,0.07222650789309923
118,0.17513412217258226,0.06640291489491253
119,0.17869864076899586,0.08131983196266691
120,0.2142998407491412,0.0642943259634289
121,0.14650363547234443,0.09953565562464065
122,0.19099941319796657,0.057615583637765234
123,0.2238804803965288,0.05537392271889985
124,0.1972547122211898,0.044984738065371246
125,0.19681621721198703,0.06407427741985029
126,0.13281444321834185,0.06652869419148805
127,0.22201066412432097,0.05746251551463501
128,0.20196343866739752,0.06567006364821282
129,0.21362727680437577,0.09764921541243572
130,0.20852756548233764,0.06581074679209116
131,0.09326015422124294,0.02115191252869409
132,0.21115159631064315,0.09048270921711164
133,0.20239496811603505,0.08341240572294767
134,0.18736604004958024,0.07437389239907001
135,0.1941644981109703,0.08543094585375481
136,0.16372354367915584,0.033504071505841074
137,0.19353215639760796,0.0639660158833269
138,0.202320879010568,0.07395396943798005
139,0.1982914103022527,0.08067987646424976
140,0.21618336158959817,0.08821087609237233
141,0.13863185562545874,0.05352269849395921
142,0.18407495990868483,0.06673744861905849
143,0.17366614345311454,0.06059850047555907
144,0.2083329712100008,0.07921358965945224
145,0.1994361817025565,0.0745276647811646
146,0.12923866145250118,0.03325520173619863
147,0.20917623999081136,0.08894693603935211
148,0.1974016763798082,0.08797550439942968
149,0.15786345682863612,0.08679714942752492
150,0.19054130628643293,0.04935911505025038
151,0.18638361052338345,0.04515160693633581
152,0.17295135484220317,0.07089640541770457
153,0.1840837842720593,0.0746773282279671
154,0.20108955355476943,0.0744752180095307
155,0.1857906874769796,0.06365570192994913
156,0.11576501239648414,0.04308010408038336
157,0.20317436353833385,0.07520756424126067
158,0.22154883636469297,0.07080799356183182
159,0.19518458580778575,0.04744223448024594
160,0.20830770763509293,0.07515314163962708
161,0.12269356987011736,0.043283673711729614
162,0.19264404934536009,0.08666693629364838
163,0.1985046345009603,0.05922329749035485
164,0.20403535037453716,0.055130604330984434
165,0.191614846498851,0.04781614209423424
166,0.10581050612031856,0.04939729368161351
167,0.203290799001759,0.05854327273760539
168,0.18604232869788223,0.05780969562192398
169,0.17283493732441765,0.060880271742729856
170,0.1850786204404228,0.036179169397441646
171,0.0936333490501018,0.06614343827539798
172,0.19208719229694304,0.045353627878487006
173,0.1873290488738929,0.06069498258019688
174,0.21163930265118747,0.0696318925667607
175,0.1831723458584076,0.053119669230882745
176,0.08734393146829252,0.028722593973916927
177,0.19134950848183507,0.05925644428583944
178,0.17918789850820624,0.08388189423529088
179,0.20352715876535513,0.05871151336375786
180,0.2104777907882543,0.0784795344922767
181,0.09145173484270903,0.053357671678531914
182,0.1925734734641782,0.047881221119586745
183,0.21114506984388123,0.04680289505813561
184,0.19889039049030544,0.06306708082759548
185,0.2040023720606741,0.06070853163712147
186,0.10718053406599212,0.05382669301654555
187,0.1913182364832028,0.04847486559568401
188,0.17836691628326662,0.06501033322354871
189,0.2156927683330511,0.06718559938199922
190,0.20833567359050692,0.07030843391590966
191,0.07067022832905842,0.03210846582083888
192,0.18479148037639195,0.09141165955225006
193,0.2063792498879887,0.06511236216005943
194,0.21180918483514688,0.048979954557034945
195,0.18320264185664809,0.07255343306276604
196,0.07739212810556637,0.024149848240829833
197,0.17078054757819147,0.06132008395141181
198,0.20005862281041725,0.0852738968596441
199,0.1995689324406946,0.08911518028563525
200,0.18332111407250823,0.07216408448276573
201,0.08748964503853737,0.06436851516826375
202,0.21780101365220617,0.07184893271896726
203,0.16169943268050702,0.04416049321625906
204,0.17036882383923513,0.06911151544931532
205,0.169201635869839,0.07564074508700287
206,0.1096117286660224,0.054960214529108445
207,0.17915247106835386,0.1008361390222777
208,0.20251155570462287,0.08245631690865377
209,0.1828252134712428,0.0640646174403963
210,0.20650826539629352,0.07519266489874676
211,0.0860238058275768,0.05306975318229018
212,0.1913885295422612,0.08204193864228382
213,0.18701586139296225,0.09287661850976292
214,0.16942415282966872,0.06883007957436521
215,0.1748208372972096,0.07403434915437461
216,0.10929867576459248,0.0952134948241976
217,0.18008867543539964,0.08724283613432601
218,0.1852809107994108,0.08650259870079358
219,0.16958772464325494,0.0872991121744105
220,0.18244838789700143,0.0924113015151566
221,0.08507939232009694,0.036622709900863505
222,0.19904586177511624,0.08112638709205279
223,0.19083747674823456,0.07599995668611624
224,0.16732176150461392,0.06982418490320255
225,0.15911281994033963,0.07029625461256642
226,0.11108713976510703,0.04715532839659515
227,0.15066926851074747,0.0721299608711325
228,0.18539205285378557,0.0811575039701947
229,0.15680258226822608,0.05841225584195594
230,0.1790347976157136,0.07851792426002001
231,0.1129218319393514,0.05852294126099988
232,0.17510708168961372,0.062419192158683606
233,0.16355779961363462,0.07239346646238118
234,0.1495979416593709,0.07283565751813512
235,0.17242866995227468,0.07462525560986251
236,0.09281190708308028,0.03474809155808015
237,0.1676846864465915,0.06594475204619812
238,0.14900006912384098,0.06522852260509114
239,0.170336336365585,0.06681516088501667
240,0.17939827679841078,0.057768585681601266
241,0.09362656975485371,0.05107913831691359
242,0.1798576197082763,0.07102280689133822
243,0.1512003795315639,0.05012190899142296
244,0.16905379304981105,0.07183094801562831
245,0.16503773509967962,0.0775819081973168
246,0.08296666364185512,0.03886181982451466
247,0.1581708722362583,0.035635034406732304
248,0.14371373434481763,0.05242066190571916
249,0.1310467171022624,0.04724119164284275
250,0.17250733324022882,0.04958962825663288
251,0.07566234034189001,0.04854379139293956
252,0.15256903909622369,0.06691999410244322
253,0.15790592107199092,0.04011970684978224
254,0.13835469183686655,0.06463762648282464
255,0.16006551277851463,0.05560480271934036
256,0.0736167322946741,0.019294043918350892
257,0.177344260910537,0.06469707887161733
258,0.16847751464821548,0.05385817882051924
259,0.14818611944099844,0.0340544161728375
260,0.1456963308208547,0.0350875810496578
261,0.07656239411867732,0.027942566766298457
262,0.14475717410442443,0.0611493312914574
263,0.15781563135310123,0.04878546816617018
264,0.1581170848920589,0.06351375170488609
265,0.14575595898362603,0.023919831313105537
266,0.0955647233073454,0.04350334671696118
267,0.1497102865105955,0.04334791311075126
268,0.1449927640450034,0.04454785653635756
269,0.1770512894348247,0.0555310587760208
270,0.16266851792239495,0.053961622624908494
271,0.10425495397722856,0.0324243978875096
272,0.147103848040305,0.04369160115053265
273,0.1344547801812171,0.04299008687452634
274,0.14102927021823625,0.050725842052327746
275,0.16864847979455327,0.06308632357410571
276,0.07842874699787256,0.04088151055844774
277,0.14447338950668767,0.0660926333304295
278,0.13535814081979405,0.047087520893546744
279,0.16756266958085084,0.05819546569691738
280,0.11546300822235588,0.04476784423777644
281,0.0737283410189915,0.054981016515904965
282,0.17198041890660534,0.05646452033359215
283,0.16403696956979769,0.06389041530772893
284,0.17330650344543258,0.0640172655099637
285,0.1367706346663164,0.06146165948788014
286,0.09784914045639408,0.057712446727580406
287,0.13669013683961978,0.05164357458888845
288,0.14663545026546454,0.0645163089990427
289,0.1506934005033873,0.04499067536727082
290,0.1531363378536688,0.06998548432533616
291,0.08059746683868897,0.04124298907713223
292,0.1494083934305787,0.04191621068218267
293,0.15538431847765943,0.04860040983355343
294,0.1388880337627987,0.0516149352392382
295,0.11316880745663815,0.049415733250540855
296,0.13826141666557978,0.060719000823501984
297,0.16335456625694694,0.052457045054065274
298,0.13422553216098876,0.036916632520105366
299,0.1273193852315767,0.05353179393540287
300,0.14194962788765442,0.05573011074723725
