step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-6-actor/r_hat_raw_step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-5-actor/r_hat_raw_step
1,0.0014725970422290785,-0.0007369848833842989
2,-0.038577047753511735,0.016462814702313432
3,0.023906149542339623,0.017183659900958468
4,0.03898569804113251,0.09035617589025809
5,0.017280006017751696,0.06279582606611826
6,0.036548276353464554,-0.030854198706447223
7,0.05931422570197846,0.0027288620497515664
8,0.051050503071148584,0.02363432307924176
9,0.012533018362127417,-0.057702684070611555
10,-0.019341104772853307,0.008631301686038118
11,0.014324503559526268,-0.03563159105300627
12,-0.00323033673917385,0.03997732073862938
13,0.06792345310873373,-0.009841172188887406
14,0.031665632020007745,0.00561768516850353
15,0.040797670088339275,0.003232101216427666
16,0.035078842743804274,-0.030634636027812134
17,0.06778713960363565,0.04050251347713815
18,0.06086158834909226,0.020405523416318128
19,0.02876753015397137,0.05514161086461005
20,0.08256309917440283,0.010447594453766956
21,0.03773354327640977,0.02652246337049463
22,0.0502918661227095,0.03087747196511966
23,-0.027679491787414873,0.004396440845204388
24,0.04064521010438679,0.0017100673939827089
25,0.12075836102770358,0.01192154619952624
26,0.03825614338997056,0.05032608873867977
27,0.01883428301347841,0.0021821331592117984
28,-0.022832891646493277,0.0069006061983645575
29,0.06139921949402089,0.02704268966246364
30,0.0128069949416558,-0.024293489223734553
31,0.005649951341516857,0.015141993664394282
32,0.04852532783903484,-0.012838237152892475
33,0.06040632538890115,-0.001061847841441797
34,0.07449937836017012,0.008924499653298543
35,0.025335156085600656,0.027912467237493983
36,0.02146779260371056,0.012322685536361497
37,0.0033229308138874795,-0.006933134972646048
38,-0.010116807692881096,0.032779820900413904
39,0.02077575985462672,0.008297970383852033
40,0.010417389018749432,-0.011852469641924582
41,-0.016521527692193557,0.00402884646165397
42,0.035987161191593356,0.007396277979065649
43,0.021242448827866266,0.009550288343001116
44,0.08586488382441496,-0.02122973355568036
45,-0.0029137952955356023,-0.014700050969762145
46,0.053181913346628785,0.008810663122927128
47,0.07078735921967615,0.0013070108862885798
48,-0.01685858668777585,-0.0017624861178813826
49,0.02365840820651833,-0.07036724124436941
50,0.018937431059268504,-0.015160656596783168
51,0.021160834866135993,-0.03530872750613268
52,0.004449417053752934,-0.042190071772034585
53,0.019635561549625095,-0.002447692480360727
54,0.130881504279602,-0.019479667878432663
55,0.030994733824362984,-0.0016345580253425932
56,-0.05414228697907895,-0.02290999602164711
57,-0.02070609193727243,0.000697635307394156
58,0.0031192466544108736,0.0029062334501915015
59,0.01988350220506903,-0.0001385669558995317
60,0.020638197785701168,-0.01597049829877225
61,0.058692633283126565,4.3147157207240885e-06
62,0.0008360079479225935,-0.05263206064519503
63,0.0228551669922354,-0.01917393160209824
64,0.021395813498667385,-0.008091557655210734
65,0.0205388711629931,0.006749381449756069
66,0.036869487728953765,0.0075399612183767156
67,-0.0008862534052394392,0.01634515107849313
68,-0.028391067385289657,-0.017462534490816906
69,0.023473782950421625,0.0010482248601576254
70,-0.021517624724234633,-0.022142056969123268
71,0.04462794654807384,0.04064229832216238
72,0.04461160250235515,-0.03807005920157736
