step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-6-actor/r_hat_raw_step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-5-actor/r_hat_raw_step
73,0.03548382774421319,0.014049439636731083
74,-0.02586743782605575,-0.009701741697118677
75,0.08047675333958036,-0.004922767900126375
76,0.07043352451283617,-0.012117107913291158
77,-0.0007450182884083335,0.0299415209318032
78,0.0020496643426075292,0.0031829090288056686
79,-0.0017105828875767404,-0.012202207424085306
80,0.06690820730824076,0.004026812971178893
81,-0.0049038604780227936,0.008403670083036873
82,0.01515384253690135,0.008700560934774284
83,0.0411973096026716,0.017268210556643192
84,0.022054251465517614,0.06889573621327368
85,0.051652752899555635,0.002996278615179817
86,0.012439701149609256,-0.0016399719742242478
87,-0.02454989552608924,-0.001246854476843951
88,0.03954290361164307,0.01699379147969687
89,-0.016055088557115252,0.002619731334683901
90,0.023991407766837235,0.016365379792664603
91,-0.032152760620369376,0.01737597974237099
92,0.01477867651235105,-0.024965466915864452
93,0.011929358666011348,-0.03276251276068946
94,0.016535160290462286,0.012659627948335032
95,0.020118271129825248,0.027931546716901255
96,-0.0004423873230317883,0.008975098377544097
97,-0.029440015710113582,0.01658891839490978
98,-0.027787622651975204,-0.016307057738720335
99,0.003535343278265864,0.005836668823147309
100,0.0029930312358494365,0.018267234896055497
101,0.0214697220751472,0.021732497145906037
102,-0.00512832623777989,-0.03925529877601028
103,-0.03983469275159177,-0.022803734823143258
104,0.02465207103518931,0.010711950178830842
105,-0.004773544764384351,-0.023697776442019123
106,0.01288731709496695,-0.0010321554729348112
107,-0.011515659975122435,-0.05413020227838376
108,0.0006097492393889943,-0.005953443245880825
109,-0.005742764867561446,0.01908745011988351
110,0.02407671573351542,-0.0057139135970977134
111,0.04578089747255947,-0.017463422205501004
112,0.005477761360501124,0.003954474706940007
113,0.04496173501072085,-0.007288965638833607
114,-0.04031164719652558,-0.033851612418909334
115,0.022228784400401103,0.018974347195309105
116,0.0093313715757544,0.003732603579418391
117,-0.026686340338874855,0.01609298244618747
118,0.004855172724294181,0.05027338350337141
119,-0.03092624094215955,0.027306958033586577
120,-0.004894133015459426,-0.031046357012967388
121,0.01967323031152161,-0.01442192856458085
122,-0.0005021346116671308,0.017188212072965565
123,0.03948765771155281,-0.006847764884562387
124,0.08447449058173309,-0.03819659014960547
125,0.014831757560882447,0.020798751036441895
126,0.04797726363344824,-0.006056938439935354
127,0.014558056884439776,-0.004125386429045104
128,-0.06586807834314497,-0.02325782960131256
129,0.01971083339379837,-0.031971745062267874
130,0.012894728015941452,-0.002318546872823089
131,-0.04156182687290436,0.009154737668731004
132,0.03127098795286666,0.021252917300312264
133,0.03270846971278716,0.014178608745728957
134,-0.06145833309219033,-0.001612993286673809
135,0.033511743785172826,-0.01960635595224024
136,0.014536274452164427,-0.007034674707468492
137,0.05862581398884309,-0.024167115966752546
138,-0.004616817069344651,-0.01937091555391277
139,0.02124759177013403,0.03262604985783086
140,0.05036947635484909,-0.004437861704860212
141,0.017355443871316482,-0.034838980335613674
142,0.014852081475184008,0.008373908108777148
143,0.010210847731884217,0.021120558958228067
144,-0.010760880277230898,0.04797531131517115
145,0.014784400772916656,0.015996965369090444
146,0.1056466422875452,0.04583701843616823
147,0.06750006855407627,-0.04490138584442329
148,0.030592449772226183,0.004806651280538463
149,0.006613455816573183,-0.01908211261707683
150,0.012643749170778486,0.0013913060852579326
151,-0.010804657976068633,-0.0038767845187780417
152,-0.04626585482564147,0.022172052670530257
153,0.022470626600309775,0.02901763360223652
154,-0.02788653597480372,-0.0009545580031149792
155,-0.02879693660797071,0.05690911078363721
156,0.008258557950240095,0.0006541424907711865
157,-0.018241941265583955,-0.022133460003136776
158,0.00521220643979615,0.01814694506391661
159,0.018036028608159005,-0.005539575413863631
160,0.015884831941869203,-0.00018913698839451287
161,0.02053398317992539,0.016204266207131304
162,-0.04438201286483688,0.0017100286132970754
163,0.010539145855754398,0.01783233956598081
164,0.043549881211295945,0.021072472622556297
165,0.0010794717624915042,0.008215708821098506
166,0.038322687623402275,-0.034513069049264114
167,0.07170308656882458,0.004221489554977065
168,0.027763095934106963,0.004316549931721378
169,0.007907150961011161,-0.010517078659759245
170,0.0107762699589738,0.010902854002600796
171,0.002852823023229544,-0.01686385927528833
172,-0.027882069329281497,0.007684180816659994
173,0.03132204640482818,0.019252310672576045
174,-0.02405733536759998,0.03165420322533828
175,-0.00959701914895772,-0.01863381188409625
176,0.0008098468860819586,-0.048077775992412614
177,-0.01125545197506314,-0.01919962475606796
178,0.011032943268037802,-0.006924330479443725
179,0.04246358704220512,0.00124957298284388
180,0.0061625991268034535,-0.011868096751435051
181,-0.02247659637488124,0.0214666100399052
182,0.03061178458662402,0.03773949008173942
183,-0.016529457108870157,-0.00945195183671122
184,-0.016643959650918316,-0.012219031372083015
185,0.015118644352156402,-0.01111376892796664
186,-0.00757182306228916,-0.0011670098270807863
187,-0.025225076938817276,-0.002306855699869573
188,-0.017574208250749287,-0.020851480274698693
189,-0.01398793799654815,-0.02653597739366738
190,0.03127823116671227,0.005853688401374229
191,0.018031193602965866,0.00812928086004068
192,0.00406961106549499,-0.01340298022921592
193,-0.033230849781867376,0.005448205465160856
194,0.02723369156828352,0.034165527282476606
195,0.020338340310350967,0.01529749362209037
196,0.022886517462954056,0.0004949360226653429
197,0.03541999704242125,0.007494512659996825
198,0.016584419115376843,-2.8961530482997684e-05
199,0.02332321662572846,-0.034515382519698566
200,-0.0012443424204899949,-0.008015239100295609
201,0.07439628074054465,-0.01116669062039758
202,0.0436923641119982,-0.002078453741790628
203,-0.03610893664140157,-0.013005563642302724
204,-0.025536750940307083,-0.013837686580299383
205,0.010574618459294392,-0.008357230230300515
206,-0.024725417366069848,-0.00993124508854526
207,0.01541898832655672,-0.001838504645703532
208,-0.02120792958305256,0.024902038840241354
209,0.03392086293882932,3.371291701310292e-05
210,0.000552604702405579,-0.029710115258737832
211,0.01482927702147693,0.009462781174220891
212,0.02780973443010899,0.024545629216845288
213,0.022153530391520643,-0.003156722054595307
214,-0.00453255157725759,0.03739093131451251
215,-0.04581199307915936,0.023461854018977664
216,0.03942171877985366,-0.000347639925559508
217,-0.0032294774417351577,-0.02431378358630603
218,0.012623726061277363,0.01051392755146659
219,0.011336076795986192,0.03712972183531974
220,-0.020912121999789337,-0.025259544871441542
221,-0.04005371147500168,-0.0014065898382175663
222,0.016545725626720912,0.03483605739080593
223,0.001201099963242072,-0.0027316353553681408
224,0.03091917293248589,-0.0006003600199844012
225,0.015261784074601884,0.03607117043661419
226,-0.07886425798266014,-0.00042614791198877615
227,0.00665725184745754,0.02738766786746185
228,-0.029800802939598692,-0.0006972445030193176
229,-0.004278832133049476,0.035858990763125695
230,0.022345160244304173,0.012676047206564596
231,0.014187494264610228,-0.025044094572231196
232,0.013537056314412635,-0.02432603945271861
233,-0.04960394573663418,0.037399181988240035
234,0.01864349625079796,-0.020345604744588103
235,-0.02593338832414862,-0.035041026150040115
236,-0.02975856319858353,0.022587534883294836
237,0.008935713092289202,0.01792859666187856
238,-0.03527615549179931,-0.005925288977638921
239,0.026599861570017112,0.02456205295596997
240,0.07387946329073894,-0.0033208466396872733
241,0.0002489560897271929,0.022121284831191836
242,-0.000879346156955071,-0.019041897122935417
243,-0.0033130725403886373,0.01471662211476658
244,0.010938130284976864,-0.0014163546867855088
245,0.024477207350690408,-0.0010484695385339785
246,0.03965142000486246,-0.03048914200194179
247,-0.04115271229999797,-0.03261529968040747
248,0.022078839963828287,0.008657772330048927
249,-0.05319531935802611,-0.008436859377935714
250,0.0064812159721473845,0.03664915408216139
251,-0.02203393462813855,-0.025630598354982825
252,0.01908861302854324,-0.029964547700171346
253,0.016899830464929336,0.020772499998792684
254,0.025228493596559695,0.021697078350774373
255,-0.01222818884976775,0.0428827778996535
256,0.004683553367080596,0.02260316079874524
257,0.0005054145824176806,0.03178936778995759
258,0.0337517313557009,0.03561883564640071
259,0.022015462929955903,-0.0158096718781929
260,-0.06331690913625547,0.062099214980276624
261,-0.017846198215181554,-0.03741817877156588
262,0.004583477288321946,-0.025537253734875257
263,-0.00471921753766927,-0.006721199983245814
264,-0.011975861271313684,0.018460945514419905
265,-0.01285976171835612,-0.002554223437557236
266,-0.02748136079748351,-0.007042921434729103
267,-0.002625481243320111,0.017636129286354937
268,-0.02212062062776874,-0.006468888958234769
269,-0.026774828262756893,0.0020700899517616844
270,0.019272681858742896,0.01793027036719058
271,0.01924494427154999,-0.004846334007685537
272,-0.001836921854023784,0.014018816939384468
273,0.027199498508336774,0.030748736489361845
274,-0.033323559617441136,-0.023570254051487417
275,0.0067132552091921024,-0.00630052645808849
276,-0.0431244415929272,0.044411807635765
277,-0.004960057577918707,-0.01000928515026995
278,-0.013254273261748916,0.0025051685443697384
279,-0.010705706807466756,-0.0740978532279126
280,-0.008532602766824802,0.007042727236283066
281,-0.00577596861205705,0.03035452304224459
282,-0.014284002798149448,-0.009418578252695663
283,0.03614283094408448,-0.0038549100665894584
284,-0.002370092812221788,0.02269843145272033
285,-0.09292313122087444,0.019681408123953786
286,-0.006304614329489578,-0.0020532929407540753
287,0.043782039887303184,0.00854629537280253
288,0.003973777606112838,-0.013269408877351094
289,0.057336934110765805,0.007194598949921384
290,0.016804323849933914,0.0114337556406046
291,-0.06636778997050939,0.00821272882680097
292,-0.006242768023268139,-0.020324723034007144
293,-0.006606240343453247,-0.04156637103997124
294,0.004707945478465744,-0.006773436862206756
295,0.02343600741653064,-0.025619315658136757
296,-0.012756803176258836,0.01504521322984967
297,0.017322611976121335,0.054168706466728576
298,-0.005198630274182933,0.019492707324410857
299,-0.03093759857310234,-0.003109542139095306
300,0.03707981025158328,0.0455911345519476
