step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-6-actor/grad_norm_step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-5-actor/grad_norm_step
115,0.04042896255850792,0.04100217670202255
116,0.042794011533260345,0.04269692301750183
117,0.039222363382577896,0.04029501602053642
118,0.0389607846736908,0.044131793081760406
119,0.03688759729266167,0.04284347593784332
120,0.039863962680101395,0.04093026369810104
121,0.0445106141269207,0.04636805877089501
122,0.03851349651813507,0.037956614047288895
123,0.04060116782784462,0.03939696028828621
124,0.041212018579244614,0.036959804594516754
125,0.03931586444377899,0.04404130205512047
126,0.04543117806315422,0.048949938267469406
127,0.04318775236606598,0.04432668164372444
128,0.04023204743862152,0.04002981260418892
129,0.03914608061313629,0.04061238467693329
130,0.03867249935865402,0.03785344958305359
131,0.044067781418561935,0.04691698774695397
132,0.04029981791973114,0.0427304208278656
133,0.04171324521303177,0.04300954192876816
134,0.04053191468119621,0.04232879355549812
135,0.03981975093483925,0.038326945155858994
136,0.04319039732217789,0.043701283633708954
137,0.03928054869174957,0.0410940945148468
138,0.04200517758727074,0.04081301763653755
139,0.04243815690279007,0.04046667739748955
140,0.03974326699972153,0.0403921939432621
141,0.0447109118103981,0.043287426233291626
142,0.0414712093770504,0.042728543281555176
143,0.03999081626534462,0.03986688330769539
144,0.04264156520366669,0.04756074771285057
145,0.04109381884336472,0.043213434517383575
146,0.048426177352666855,0.04667934775352478
147,0.04328599199652672,0.04169115051627159
148,0.04423684626817703,0.042671289294958115
149,0.040247201919555664,0.04131952300667763
150,0.04178005829453468,0.04299138858914375
151,0.04236069321632385,0.04558821767568588
152,0.04332466423511505,0.04086057096719742
153,0.04185296595096588,0.04347864165902138
154,0.040202584117650986,0.03832383453845978
155,0.04057106748223305,0.04197460040450096
156,0.044966861605644226,0.04461410269141197
157,0.040962617844343185,0.041892826557159424
158,0.041269026696681976,0.04228568822145462
159,0.04330085217952728,0.04012898728251457
160,0.042067911475896835,0.038880836218595505
161,0.04539043083786965,0.044166211038827896
162,0.04061301425099373,0.04097060486674309
163,0.04178803041577339,0.04006750136613846
164,0.04348524287343025,0.04197109863162041
165,0.04191446676850319,0.03866853192448616
166,0.04812703654170036,0.044503550976514816
167,0.044350765645504,0.04081896692514419
168,0.042107176035642624,0.04149368405342102
169,0.042023539543151855,0.04105731472373009
170,0.043743494898080826,0.03935777768492699
171,0.04731365665793419,0.04010239988565445
172,0.04149830341339111,0.03998683393001557
173,0.04475686699151993,0.04172059893608093
174,0.03972640633583069,0.04117778316140175
175,0.0404505617916584,0.04095291718840599
176,0.04580378904938698,0.04180615395307541
177,0.04366621375083923,0.041720155626535416
178,0.04032880812883377,0.039756134152412415
179,0.04414089396595955,0.040672656148672104
180,0.04302205145359039,0.04101927950978279
181,0.0449482724070549,0.044673580676317215
182,0.04172910749912262,0.04325413331389427
183,0.040272630751132965,0.03801947087049484
184,0.040253907442092896,0.04023206979036331
185,0.041066233068704605,0.04248248413205147
186,0.04844878613948822,0.04442267864942551
187,0.04053215682506561,0.04140015691518784
188,0.03988965228199959,0.03838014602661133
189,0.04115443676710129,0.04008888825774193
190,0.04263802617788315,0.04066057503223419
191,0.04787434637546539,0.04459957405924797
192,0.03978139907121658,0.03995153307914734
193,0.03948846086859703,0.03856986761093139
194,0.03999098762869835,0.03797811269760132
195,0.04418916255235672,0.03902503103017807
196,0.0473811961710453,0.03986182063817978
197,0.04530298709869385,0.04138645529747009
198,0.042681414633989334,0.04194585233926773
199,0.043422043323516846,0.04170729219913483
200,0.04187640547752381,0.0413418710231781
201,0.047025952488183975,0.04565586522221565
202,0.04580327495932579,0.04052426666021347
203,0.040557295083999634,0.03713636472821236
204,0.040114015340805054,0.0388796441257
205,0.0438588447868824,0.04007510095834732
206,0.04452250525355339,0.043358977884054184
207,0.045414600521326065,0.03891260176897049
208,0.04075639322400093,0.041556648910045624
209,0.04253203421831131,0.04101860523223877
210,0.04177488759160042,0.03989967703819275
211,0.04746123030781746,0.04462757706642151
212,0.043662697076797485,0.04089470952749252
213,0.042881667613983154,0.04013951867818832
214,0.04071929678320885,0.038737185299396515
215,0.04340295121073723,0.04038691148161888
216,0.04789552465081215,0.04608382284641266
217,0.04380520060658455,0.03912869468331337
218,0.04052368178963661,0.04121209681034088
219,0.04090861231088638,0.04264440760016441
220,0.04305779188871384,0.03819791227579117
221,0.04654410481452942,0.04512079432606697
222,0.040649209171533585,0.0403575673699379
223,0.04224669933319092,0.04024882987141609
224,0.04563172161579132,0.040891461074352264
225,0.04289741441607475,0.04291032627224922
226,0.04609619453549385,0.0475042387843132
227,0.04424499347805977,0.038872119039297104
228,0.04161780700087547,0.03998827561736107
229,0.04292828217148781,0.044061508029699326
230,0.04147496446967125,0.039831239730119705
231,0.04775279387831688,0.04460238665342331
232,0.04107169434428215,0.03932357206940651
233,0.04127141460776329,0.043239228427410126
234,0.04330245032906532,0.041938986629247665
235,0.04401381313800812,0.04319600760936737
236,0.04933448135852814,0.04287682846188545
237,0.04246119037270546,0.04067286103963852
238,0.04307626187801361,0.0407353974878788
239,0.04297078028321266,0.041611358523368835
240,0.04558101668953896,0.04053489863872528
241,0.04732503369450569,0.045218273997306824
242,0.04226656258106232,0.03794121742248535
243,0.03991018608212471,0.04034935310482979
244,0.04214487969875336,0.03918532654643059
245,0.04441136121749878,0.04419240355491638
246,0.047402650117874146,0.03954634815454483
247,0.04274563491344452,0.04051076993346214
248,0.04084273800253868,0.03828149661421776
249,0.041885703802108765,0.04090433195233345
250,0.04261385649442673,0.04139918833971024
251,0.04843263328075409,0.04235175997018814
252,0.04239228740334511,0.04023265093564987
253,0.04253696650266647,0.04215738922357559
254,0.04478760436177254,0.04270019009709358
255,0.04400131851434707,0.03982765972614288
256,0.0508403554558754,0.04442215710878372
257,0.042667195200920105,0.03986163064837456
258,0.04436159133911133,0.03869206830859184
259,0.04413338378071785,0.04008820652961731
260,0.04039991274476051,0.038152724504470825
261,0.048260048031806946,0.04310193657875061
262,0.04168815538287163,0.04055945202708244
263,0.04204372316598892,0.04143087565898895
264,0.04274341464042664,0.04282013326883316
265,0.04158654808998108,0.03651490807533264
266,0.04510446637868881,0.043583374470472336
267,0.0431123822927475,0.03798237815499306
268,0.04365747049450874,0.038724135607481
269,0.04240908846259117,0.04049389809370041
270,0.04213340952992439,0.040213245898485184
271,0.0483977347612381,0.045854244381189346
272,0.04230842366814613,0.038426484912633896
273,0.04339293763041496,0.041525885462760925
274,0.04259844496846199,0.04022487625479698
275,0.03942231833934784,0.0392313152551651
276,0.04681229963898659,0.0430387519299984
277,0.04012458398938179,0.04029536619782448
278,0.04052961990237236,0.040683068335056305
279,0.04395160079002381,0.03769196569919586
280,0.04247661307454109,0.0385914109647274
281,0.05029262229800224,0.04410187527537346
282,0.043898068368434906,0.040938083082437515
283,0.043803464621305466,0.039936818182468414
284,0.04206041246652603,0.04012373834848404
285,0.04262272268533707,0.03910008072853088
286,0.0456400103867054,0.04295505955815315
287,0.04321853443980217,0.04049842804670334
288,0.04395588859915733,0.03828088194131851
289,0.04256606847047806,0.039165981113910675
290,0.04167303070425987,0.03856807202100754
291,0.04700106382369995,0.0447683185338974
292,0.04417756572365761,0.03964408487081528
293,0.043087635189294815,0.03632199391722679
294,0.04187006130814552,0.04025668650865555
295,0.04563484713435173,0.04156429320573807
296,0.04789945110678673,0.042720917612314224
297,0.044796161353588104,0.04217611625790596
298,0.041213493794202805,0.040566086769104
299,0.04261070862412453,0.040115758776664734
300,0.04416275396943092,0.03976583853363991
