step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-6-actor/r_hat_step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-5-actor/r_hat_step
1,0.03544177911266872,0.05
2,0.03544177911266872,0.03993884441069403
3,0.03198109024156999,0.03311228905777336
4,0.03408247258143875,0.05028545510751878
5,0.02904173261233263,0.05403856639509862
6,0.03129369573467221,0.05403856639509862
7,0.03969985472486408,0.0386456550914945
8,0.04310504922874943,0.03414225548781867
9,0.03393343996876282,0.03414225548781867
10,0.03393343996876282,0.026488969347284504
11,0.028050759045991858,0.026488969347284504
12,0.028050759045991858,0.027837804486418993
13,0.03203802845226604,0.027837804486418993
14,0.03185183023613689,0.016727744827461262
15,0.03274641422135713,0.009979923021944464
16,0.03297965707360184,0.009979923021944464
17,0.03646040532660522,0.013032182067463831
18,0.03890052362885393,0.013769516202349265
19,0.03383402689141265,0.017906725668575343
20,0.03870693411971167,0.01417716006117115
21,0.03822023869806072,0.015411690392103498
22,0.0394274014405256,0.016958268549405117
23,0.0394274014405256,0.010677354697304752
24,0.03954918230691172,0.00619371104564373
25,0.04767010017899091,0.006766494561031981
26,0.04296312178448074,0.01112245397879676
27,0.03089870239897957,0.00665229356900428
28,0.03089870239897957,0.006677124831940308
29,0.033948754108483706,0.00871368131499264
30,0.02337787452506975,0.00871368131499264
31,0.014513912933293304,0.009356512549932803
32,0.017915054423867458,0.009356512549932803
33,0.022164181520370828,0.009356512549932803
34,0.02739770120435076,0.009140506101615674
35,0.02636642864497571,0.011017702215203503
36,0.023917110624343135,0.011148200547319303
37,0.013620020719115307,0.011148200547319303
38,0.013620020719115307,0.013311362582628763
39,0.01433559463266645,0.0108046664832404
40,0.012376491825707945,0.0108046664832404
41,0.012376491825707945,0.007416756472447186
42,0.014737558762296484,0.007406517225756417
43,0.015388047768853462,0.007620894337480887
44,0.022435731374409615,0.007620894337480887
45,0.022435731374409615,0.007620894337480887
46,0.025510349571631535,0.007739871216025512
47,0.030038050536436,0.004523441051157045
48,0.030038050536436,0.004523441051157045
49,0.026848229371477163,0.004523441051157045
50,0.022892830215372834,0.004523441051157045
51,0.022026832540754413,0.004523441051157045
52,0.013238124797253671,0.004523441051157045
53,0.013877868472490815,0.004523441051157045
54,0.025578232053201935,0.004523441051157045
55,0.026119882230318043,0.004523441051157045
56,0.026119882230318043,0.004523441051157045
57,0.026119882230318043,0.0026105381792756004
58,0.01461956444236446,0.0026401077063671905
59,0.015145958218634917,0.0026401077063671905
60,0.015695182175341542,0.0026401077063671905
61,0.019994927286120043,0.0013222112110439573
62,0.01041546761702132,0.0013222112110439573
63,0.011659437554542728,0.0013222112110439573
64,0.012633075148955192,0.0013222112110439573
65,0.013423654750358983,0.0018649282349151688
66,0.01576823804821846,0.002432431533261323
67,0.01576823804821846,0.003823703487784504
68,0.01576823804821846,0.003823703487784504
69,0.016538792538438776,0.0024359641739710646
70,0.016538792538438776,0.0024359641739710646
71,0.019347707939402284,0.006256597588790196
72,0.02187409739569757,0.006256597588790196
73,0.02323507043054913,0.007035881793584286
74,0.02323507043054913,0.007035881793584286
75,0.028959238721452257,0.007035881793584286
76,0.03310666730059065,0.007035881793584286
77,0.03310666730059065,0.009326445707406178
78,0.01757816582159909,0.0062546773681059235
79,0.01757816582159909,0.0062546773681059235
80,0.022511169970263256,0.005140745169642408
81,0.022511169970263256,0.005467037660981855
82,0.018832506253582303,0.005790389988361098
83,0.021068986588491233,0.006938172045189307
84,0.02116751307619387,0.013133928461997743
85,0.024216037058530048,0.008065103538588782
86,0.018327869104069652,0.008065103538588782
87,0.018327869104069652,0.008065103538588782
88,0.02044937255482699,0.008957972332699592
89,0.02044937255482699,0.005788851833691746
90,0.02080357607602802,0.006846504629589032
91,0.02080357607602802,0.007899452140867227
92,0.017791126294189535,0.007899452140867227
93,0.01486024248010044,0.007899452140867227
94,0.015027734261136627,0.008375469721614008
95,0.01553678794800549,0.010331077421142733
96,0.01553678794800549,0.009653087899343415
97,0.01553678794800549,0.010346670948900053
98,0.01553678794800549,0.010346670948900053
99,0.009536065613135676,0.00809166988602368
100,0.006264548424492557,0.009109226387026863
101,0.007785065789558022,0.010371553462914782
102,0.007785065789558022,0.010371553462914782
103,0.007785065789558022,0.010371553462914782
104,0.009471766314121152,0.010405593134506388
105,0.009471766314121152,0.010405593134506388
106,0.009813321392205731,0.010405593134506388
107,0.009813321392205731,0.010405593134506388
108,0.005211535315797364,0.010405593134506388
109,0.005211535315797364,0.0112737788330441
110,0.0070980533575691705,0.0112737788330441
111,0.0109663377690682,0.0112737788330441
112,0.008222049564784662,0.007614126769992053
113,0.011896018109378282,0.007614126769992053
114,0.011896018109378282,0.007614126769992053
115,0.012929294738480566,0.00875014881252376
116,0.01113033315711748,0.006241376195971075
117,0.01113033315711748,0.007226536820992715
118,0.007992752940705831,0.011531221489230584
119,0.007992752940705831,0.013108795143666184
120,0.007992752940705831,0.013108795143666184
121,0.00916080067778741,0.013108795143666184
122,0.00916080067778741,0.013516736836596124
123,0.012193486381163953,0.013516736836596124
124,0.019421586801220865,0.013516736836596124
125,0.017126672181051655,0.0142449382565807
126,0.020211731326291317,0.0142449382565807
127,0.017384894105365548,0.0142449382565807
128,0.017384894105365548,0.0142449382565807
129,0.01761748803420883,0.0142449382565807
130,0.01525610802507514,0.0142449382565807
131,0.01525610802507514,0.011699837962655852
132,0.016857596017854293,0.012655145896421494
133,0.01844268338734758,0.01280749218135224
134,0.01844268338734758,0.01280749218135224
135,0.019949589427130102,0.01280749218135224
136,0.017242931939647266,0.01280749218135224
137,0.02138122014456685,0.01280749218135224
138,0.02138122014456685,0.01280749218135224
139,0.02131440595735044,0.014789347949000102
140,0.024219912997100305,0.014789347949000102
141,0.020787678434208395,0.014789347949000102
142,0.0178198799546962,0.011581628028888624
143,0.014015363843290208,0.012535521121822569
144,0.014015363843290208,0.01607950014115743
145,0.014092267536252851,0.016038232755123935
146,0.02324770501138209,0.019018111323228365
147,0.02767294136565151,0.019018111323228365
148,0.027964892206308975,0.011912381301883414
149,0.017289174011441078,0.011912381301883414
150,0.014966461591109785,0.006651843693570673
151,0.014966461591109785,0.006651843693570673
152,0.014966461591109785,0.008203864591266631
153,0.015716878092029783,0.01028524149236362
154,0.015716878092029783,0.01028524149236362
155,0.015716878092029783,0.01494762842149098
156,0.01198771802113494,0.007800885456131082
157,0.01198771802113494,0.007800885456131082
158,0.008599962230465545,0.008835491416909634
159,0.00954356886823489,0.008835491416909634
160,0.01017769517559832,0.008835491416909634
161,0.011213323976031028,0.009572368895931802
162,0.011213323976031028,0.005641198754614439
163,0.010876234915892713,0.006860312835751076
164,0.014143599545433035,0.008281528814431598
165,0.007611535653962271,0.008248618817765053
166,0.010682650850906273,0.008248618817765053
167,0.0167846944226981,0.0062350541863710595
168,0.01788253457383899,0.005275802059046219
169,0.012894842767425077,0.005275802059046219
170,0.011835556363199438,0.005838507253401676
171,0.007344189693214491,0.005838507253401676
172,0.007344189693214491,0.006023074609727508
173,0.00974197536437586,0.007345998216012362
174,0.00974197536437586,0.009776818716944954
175,0.00974197536437586,0.009776818716944954
176,0.005275911125228909,0.009776818716944954
177,0.005275911125228909,0.009776818716944954
178,0.0058516143395097985,0.009776818716944954
179,0.00951281160977933,0.005513195849894417
180,0.007837705368291393,0.005513195849894417
181,0.007837705368291393,0.007108537268895496
182,0.010115113290124655,0.01017163255017989
183,0.010115113290124655,0.01017163255017989
184,0.010115113290124655,0.01017163255017989
185,0.010615466396327832,0.01017163255017989
186,0.010615466396327832,0.01017163255017989
187,0.010615466396327832,0.01017163255017989
188,0.010615466396327832,0.01017163255017989
189,0.010615466396327832,0.01017163255017989
190,0.012681742873366278,0.00801266047577706
191,0.013216687946326236,0.008024322514203422
192,0.008643149505910615,0.008024322514203422
193,0.008643149505910615,0.006736263989682139
194,0.010502203712147905,0.009479190318961586
195,0.01148581737196821,0.010061020649274466
196,0.012625887381066797,0.005277978335969905
197,0.014905298347202242,0.005499631768372597
198,0.0150732104240197,0.005499631768372597
199,0.015898211044190577,0.005499631768372597
200,0.015898211044190577,0.005499631768372597
201,0.021748018013825983,0.005499631768372597
202,0.02394245262364321,0.005499631768372597
203,0.02394245262364321,0.005499631768372597
204,0.02394245262364321,0.005499631768372597
205,0.0172585355414688,0.005499631768372597
206,0.0172585355414688,0.005499631768372597
207,0.01633876193401276,0.005499631768372597
208,0.01633876193401276,0.007439872475559472
209,0.018096972034494417,0.0037367926962862874
210,0.009324788368449998,0.0037367926962862874
211,0.009875237233752693,0.004309391544079748
212,0.011668686953388322,0.006333015311356303
213,0.012717171297201556,0.006333015311356303
214,0.012717171297201556,0.009438806911671925
215,0.012717171297201556,0.010841111622402498
216,0.015387626045466767,0.010841111622402498
217,0.015387626045466767,0.010841111622402498
218,0.014005676053372064,0.010677519586934544
219,0.01267087642467913,0.013322739811773064
220,0.01267087642467913,0.013322739811773064
221,0.01267087642467913,0.013322739811773064
222,0.013058361344883309,0.01547407156967635
223,0.00712973065406269,0.01547407156967635
224,0.00950867488190501,0.01547407156967635
225,0.010083985801174698,0.017533781456370134
226,0.010083985801174698,0.017533781456370134
227,0.008370618824316119,0.018519170097479307
228,0.008370618824316119,0.018519170097479307
229,0.008370618824316119,0.02025315216404395
230,0.009768072966314925,0.01646459968530427
231,0.010210015096144456,0.01646459968530427
232,0.010542719217971275,0.01646459968530427
233,0.010542719217971275,0.018558057915597847
234,0.011352796921253945,0.018558057915597847
235,0.011352796921253945,0.018558057915597847
236,0.011352796921253945,0.018961005612367545
237,0.010144255006771574,0.018444801137123053
238,0.010144255006771574,0.018444801137123053
239,0.011789815663096129,0.019056526319007745
240,0.01799878042586041,0.019056526319007745
241,0.0091238682577938,0.019363002170226153
242,0.0091238682577938,0.019363002170226153
243,0.0091238682577938,0.017039812142496367
244,0.009305294460512106,0.017039812142496367
245,0.010822485749529936,0.017039812142496367
246,0.013705379175063188,0.017039812142496367
247,0.013705379175063188,0.017039812142496367
248,0.0145427252539397,0.012848792236272649
249,0.0145427252539397,0.012848792236272649
250,0.010511970613043542,0.01522882842086152
251,0.010511970613043542,0.01522882842086152
252,0.011369634854593512,0.01522882842086152
253,0.011922654415627097,0.015783195578654638
254,0.013253238333720354,0.016374583855866612
255,0.013253238333720354,0.0190254032602453
256,0.008968395850400475,0.019383179014095295
257,0.004736905216409078,0.02062379789168153
258,0.007638387830338261,0.02212330166715345
259,0.009076095340300024,0.02212330166715345
260,0.009076095340300024,0.026120892998465768
261,0.009076095340300024,0.026120892998465768
262,0.006829786314310986,0.026120892998465768
263,0.006829786314310986,0.026120892998465768
264,0.006829786314310986,0.022290919256442835
265,0.006829786314310986,0.022290919256442835
266,0.006829786314310986,0.022290919256442835
267,0.006829786314310986,0.01996352427139889
268,0.006829786314310986,0.01996352427139889
269,0.006829786314310986,0.011016807111580283
270,0.008074075868754178,0.011708153437141317
271,0.00919116270903376,0.011708153437141317
272,0.00919116270903376,0.011939219787365632
273,0.01099199628896406,0.013820171457565254
274,0.01099199628896406,0.013820171457565254
275,0.008852625749078082,0.013820171457565254
276,0.008852625749078082,0.016879335075385228
277,0.008852625749078082,0.016879335075385228
278,0.008852625749078082,0.009692251809877483
279,0.008852625749078082,0.009692251809877483
280,0.008852625749078082,0.008367489523080276
281,0.008852625749078082,0.010566192874996707
282,0.008852625749078082,0.010566192874996707
283,0.01158164626857872,0.010566192874996707
284,0.01158164626857872,0.01177941673276907
285,0.01158164626857872,0.012569615871887542
286,0.01158164626857872,0.012569615871887542
287,0.014801685630451167,0.010557955622345036
288,0.009387731618282002,0.010557955622345036
289,0.014182651867530382,0.008876277286133211
290,0.014444819065770735,0.00913202512158035
291,0.014444819065770735,0.008672376974190661
292,0.014444819065770735,0.008672376974190661
293,0.014444819065770735,0.008672376974190661
294,0.00957638227211824,0.008672376974190661
295,0.01096234478655948,0.008672376974190661
296,0.01096234478655948,0.009309660599756565
297,0.011598371505515664,0.013795565186453765
298,0.011598371505515664,0.014365279400249476
299,0.011598371505515664,0.014365279400249476
300,0.014146515380122428,0.017487864915419288
