step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-6-actor/g_norm_A2_sq_step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-5-actor/g_norm_A2_sq_step
1,0.0006808743929946525,0.0007570971437020915
2,0.0017064189945739264,0.001709767575977847
3,0.001825757992517512,0.00188297739279471
4,0.0017329048785097686,0.001644836153938123
5,0.0019453357295862409,0.0021404473004543925
6,0.0007195516755128152,0.001052962793463996
7,0.001585203831703887,0.0018969000101877191
8,0.002049606072434343,0.002591149977527882
9,0.0020840107485090567,0.0029840162356403652
10,0.00196955510595971,0.00321729190549367
11,0.0006291133920933968,0.0022544354124680865
12,0.0015608112529876396,0.0027912888551013017
13,0.0015301979685720512,0.004041237619783712
14,0.001602916342955674,0.003612644379664134
15,0.0020241248033604346,0.003673391049305254
16,0.0005904145962658432,0.003974831908298485
17,0.001981134438508562,0.005344377725790878
18,0.0017415433513408437,0.005044304624411494
19,0.001535957825486751,0.004056618534898332
20,0.0017160231580912136,0.0037288785452410664
21,0.0007388715465469142,0.00347993229746462
22,0.0020807846249930044,0.0043301325609866655
23,0.0018075021940835352,0.003930690157461014
24,0.0020852259909369788,0.004426251233445094
25,0.002200613069656605,0.0035127767143330302
26,0.000973144220807774,0.0033233448524116384
27,0.0017921476339208462,0.003422248275518578
28,0.001798002151658656,0.003974999059160065
29,0.0018171164829063908,0.003742197197942401
30,0.0017080334794968624,0.0037870491907983305
31,0.0007497409324295056,0.002663746341767052
32,0.0022511668993519707,0.00372043130515761
33,0.0020439747128714416,0.004202548871945227
34,0.001990653514171665,0.003515225613998438
35,0.0021060556228414376,0.0032106530390809593
36,0.0009816271832026994,0.0032213591352549848
37,0.001956149045360199,0.004217572402451178
38,0.0017695705541002109,0.004914188019605048
39,0.0021209660563310966,0.004637379302967682
40,0.0019281991001342024,0.004079042357688316
41,0.0008570466827415177,0.002936257067032124
42,0.0019562587122665923,0.003978258583993569
43,0.0019250826584480156,0.0038017257269730145
44,0.00211566143401359,0.003761103339825076
45,0.002154858474431681,0.00343899582213509
46,0.0011462853085281732,0.00350715807426984
47,0.002233509639626406,0.004032732787802378
48,0.001818755139337629,0.0034225312578085062
49,0.002270359407974565,0.003920185561859679
50,0.0022859844810147827,0.0038165028223465553
51,0.0012181398374231608,0.0037578043962912216
52,0.0025503849716546835,0.0034632197753974776
53,0.0022167349018656812,0.003628779981737655
54,0.0025453423095885587,0.0036996535814908128
55,0.00268181793189581,0.003167286906493756
56,0.0010378153593445549,0.0030212219885558003
57,0.0025444490444238234,0.0040272056283975075
58,0.001949287268792571,0.003669989071370677
59,0.00211564438301449,0.003116279601530535
60,0.0019556780869435576,0.002836199294925582
61,0.0010331080973701918,0.0028738996121763084
62,0.0028870497143706052,0.003405016445765407
63,0.0019401781183153784,0.0032323151811736285
64,0.0024498151862954684,0.003557857372188624
65,0.002136962577948314,0.003124679706414799
66,0.0016633095838686689,0.003400199593659765
67,0.002456255725844052,0.0036055035247099815
68,0.0025139327317423047,0.0035924135033377326
69,0.002474903540324753,0.0036857717874757777
70,0.0026094515126742547,0.0033421113632139277
71,0.0015098683689345389,0.0029994218048754145
72,0.00286537051787831,0.0032638130124448064
73,0.002574740236540151,0.0035833625348153236
74,0.0025672463998150756,0.003511294250552608
75,0.0026798982434268373,0.003176194678815818
76,0.0019743287365102725,0.003813670924187607
77,0.002599776720501832,0.003640812296506958
78,0.0024258718058669747,0.003583474862081572
79,0.0028943807909734484,0.003572975137337595
80,0.003108696188462422,0.003758388967355237
81,0.0016696407338260492,0.0031511135898174116
82,0.0027440029154991875,0.0035826718302030235
83,0.0023404625024742816,0.0032081424934136686
84,0.002898363726168507,0.003557845032363683
85,0.002387975000374352,0.0029156066601738785
