step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-6-actor/g_norm_A2_sq_step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-5-actor/g_norm_A2_sq_step
86,0.0020905263275042786,0.002993508495180163
87,0.0026322241509486415,0.0026610060734412436
88,0.002393323299530535,0.0032741372103423498
89,0.002688707067198208,0.003534289675442078
90,0.0025294628309445095,0.0032554582232337094
91,0.001843831757153661,0.0029156338220356196
92,0.0028919158182901033,0.0029832083663367892
93,0.003024130635949034,0.003312464569833056
94,0.003125036510355387,0.0031390966846206085
95,0.003438420575114872,0.004179190964404861
96,0.0020610998658092783,0.002995175232172625
97,0.0029254833861263258,0.003422849667002692
98,0.0033688428474209385,0.003411334717001883
99,0.0026779854117489495,0.003593082522625038
100,0.003001205234343877,0.003544776120393597
101,0.002006456935710267,0.003338750436365204
102,0.0026316578003364897,0.0036935382804316984
103,0.0030836767594936854,0.003618781420214582
104,0.0029320430114031116,0.004498844046491318
105,0.0033247096491435773,0.004511589025398121
106,0.002109171569766821,0.002797195803071908
107,0.003055165947168102,0.003602776967346811
108,0.003005917296154639,0.0030197952057205526
109,0.002975002655168149,0.003124657390537754
110,0.002996120919493321,0.003447737426342911
111,0.0023335041305213283,0.0032110000865935157
112,0.0028857036270416485,0.003560280211411784
113,0.002775963925310872,0.003300019741276612
114,0.003009961901444311,0.004024802145715595
115,0.002877358129041004,0.0034312881251281073
116,0.002201020888592408,0.0031579268122534083
117,0.0033280875278325,0.0032859100367586503
118,0.002841953786448898,0.0039035615062310985
119,0.002799448695136434,0.0031354323297323556
120,0.0031771455958654353,0.003431467342064544
121,0.0021204239988169135,0.0032832930753933175
122,0.002758224609660186,0.002682747146306987
123,0.003413012734967767,0.0030272441191197823
124,0.0029684259342544136,0.0028451325414050703
125,0.0030555688963183492,0.003958427871384236
126,0.002464443504770249,0.0032936985921274537
127,0.0034612882559186702,0.004572705556197667
128,0.003141600117941064,0.0033697173497015016
129,0.0029214728588277524,0.003233177813259673
130,0.0031622684200011317,0.002951015764768751
131,0.002525058750502205,0.00322960005260157
132,0.003222147009425082,0.0035499083998607353
133,0.003189663339354215,0.0038829590585178512
134,0.003368770852481457,0.0037698136942936234
135,0.002961172198620266,0.002792415643328503
136,0.003018345614906932,0.002983849387177007
137,0.0031785743369746764,0.00345556276679368
138,0.0032466904856539632,0.003716889843499745
139,0.003638480743372022,0.0031169883385544672
140,0.00285764403408293,0.003220229765193507
141,0.0026483295900640233,0.003563570407362377
142,0.003648972614471713,0.003830738493244848
143,0.0031629730077236216,0.00322464681215215
144,0.003686365440476902,0.004936419811906085
145,0.0031128976190635746,0.0031086100230609
146,0.002888850650259014,0.0031911407177079966
147,0.0038932363603484425,0.004371183338212863
148,0.0038759819539596176,0.0037962416445397698
149,0.0028844868808256506,0.0034679409110314106
150,0.003756839072547537,0.003979756008880858
151,0.002632243651248656,0.0034078712907812812
152,0.004309138498894607,0.003397371287645672
153,0.003524449219991398,0.003662466357609751
154,0.0035061482975854916,0.0029634437543164267
155,0.0036150046122764862,0.0034124455980734498
156,0.0031261704252124557,0.003793172902943166
157,0.003328353637745054,0.003461504884676081
158,0.003049178539533728,0.003662917165249115
159,0.003860369906326813,0.0034212230611988677
160,0.003554132386312633,0.003472308723556645
161,0.003096553903255806,0.0032421935746082355
162,0.0033219911161302975,0.003339114552107691
163,0.003098155797242333,0.0028013084851546983
164,0.0033510461692313684,0.0036928623546600967
165,0.003699079022150503,0.003315846302828348
166,0.002650927633598456,0.0032085182993272514
167,0.003961343760476468,0.003172550619688859
168,0.0035587632413440584,0.0032407551542320643
169,0.0038932957481838063,0.0035792372684216706
170,0.004145615148624578,0.003291173188888451
171,0.0035186389670471157,0.002827869557732922
172,0.00355652407208707,0.0031780915823971007
173,0.003902418983505773,0.0035704280326047133
174,0.003696781465191569,0.003314285176592648
175,0.0032186579025123394,0.003151110277846404
176,0.003278154894288954,0.002716441469324623
177,0.003902376879161791,0.0031102749172465796
178,0.002787335832695124,0.003402008798907173
179,0.003463920777486704,0.0037569844944668174
180,0.00356119739955349,0.003145674137845111
181,0.003312351176627151,0.0035543693911754396
182,0.003491791853526776,0.003570907271711204
183,0.0032436426311191003,0.0031503629451404207
184,0.0032860797306125717,0.003158224849176849
185,0.0030863791887421593,0.003794895141981056
186,0.003609854325766346,0.003860606796217488
187,0.003433403559407013,0.0035364457220203325
188,0.0031499258674999274,0.003516849235237061
189,0.003275489526761505,0.003469462012875053
190,0.0034631388390299993,0.003229338053519052
191,0.003283962402690051,0.0034442615360821293
192,0.002999447990346399,0.003496880881837448
193,0.0031475600885075474,0.0028604966220230274
194,0.0029076500424053795,0.003154350681386663
195,0.004086943092187039,0.0030858293036301635
196,0.003891034508993122,0.002765720580165673
197,0.004421853795088127,0.003556501221968757
198,0.0036944676687677208,0.003145706695837365
199,0.003569478282684034,0.0033552990704146545
200,0.0032660600935400397,0.003667190424744298
201,0.003729946398596956,0.002948317605779323
202,0.003419969889638764,0.0035491480855433504
203,0.00360658393644082,0.0027603698190203406
204,0.003321580834477337,0.0030352625590228484
205,0.003593206311290827,0.0032477869072816837
206,0.003443261467978739,0.0033357867535842253
207,0.003926645924710163,0.002600049809845524
208,0.0034456831272215295,0.003556581895082172
209,0.003147301257174163,0.0034107614005063265
210,0.003411654557080003,0.0032552151889360583
211,0.0035628210149778604,0.004035281432450887
212,0.003136439645436371,0.003298640215412838
213,0.0033691548658708534,0.0033233567891627533
214,0.0034108940181601117,0.002822809432415856
215,0.0034608218999166,0.0031049620271203665
216,0.003673562584077384,0.0038216898048789856
217,0.004192321331550072,0.003302580861769657
218,0.003301455733343131,0.003155802202206237
219,0.0036263983493869728,0.0031939323123143706
220,0.003985058058919731,0.0027977220962578796
221,0.0034962387150577943,0.003729303138292392
222,0.0029763171027449332,0.003265307239597097
223,0.0037815990103084703,0.0034094659679430104
224,0.00371787003225894,0.003480173797015539
225,0.0031621474242825697,0.0028735394184977066
226,0.0038319014833956624,0.004165661844118543
227,0.004315509964186074,0.002741797342283878
228,0.003819483085507582,0.0033441243515681812
229,0.0036351532636608166,0.003487019239716801
230,0.0033221763644124213,0.0029995624330188594
231,0.003718204749122264,0.003539376726259483
232,0.00289976435790341,0.003299955926558834
233,0.004016514301081925,0.003744638875485298
234,0.003671968909504568,0.00346806484854046
235,0.003641589397515551,0.004058093159649707
236,0.003962442768533115,0.004064709666926566
237,0.003590579260763809,0.003143469818111155
238,0.003955202472520382,0.00315365839917018
239,0.0036643790913067622,0.003323391379320933
240,0.0035759601776561207,0.0033471519736920498
241,0.0035719141710779424,0.003523520472053294
242,0.0031382030889028634,0.0031608047822303327
243,0.0032928143997357404,0.003057839372769297
244,0.003402089266198636,0.0030539826975422403
245,0.003651628062345814,0.004108413861183817
246,0.0034018211086961274,0.003751574104084537
247,0.0038001511271433057,0.003004690326561309
248,0.0035303187007139068,0.002921830012812219
249,0.003384130863539824,0.003351972248315636
250,0.004003636763942157,0.0038367870576466855
251,0.003788685100625671,0.004154054196789862
252,0.003430342002618447,0.0028530051694739857
253,0.0036645958016693,0.003220297743523108
254,0.004159662299026549,0.003707297744349873
255,0.00386486112993106,0.003310806901038598
256,0.00361823326833714,0.0032325157483305287
257,0.0036841511632760646,0.0031897891555406647
258,0.003713447215408564,0.0028684256671003944
259,0.00391525729859333,0.003187514375523921
260,0.0035285546983876265,0.002396976279011329
261,0.0034867152145318433,0.003880376590238257
262,0.003572356289497812,0.0039399955444504794
263,0.003379154113550378,0.0030476862113219083
264,0.003900816613007445,0.003677647373117872
265,0.0035801130107472726,0.002802461452814817
266,0.0030949114493514654,0.0037226219881454454
267,0.003794651800988788,0.002793127830282196
268,0.003802739688278738,0.0031686098157494
269,0.0035304735098838124,0.002995879429194166
270,0.0035141147691628055,0.0033552689397675223
271,0.0035521669322028603,0.0036303337292199296
272,0.0035232337395167917,0.0028098961259118514
273,0.0034351296824463194,0.003000868946922854
274,0.0030265707886292788,0.002845924957124814
275,0.003271853114417203,0.003114821379530984
276,0.0038181808349437335,0.003382316677156787
277,0.002754124428201081,0.0032916965863469053
278,0.003146355407595406,0.0035658762086159816
279,0.004230707180346133,0.002845632625011308
280,0.004142093018499414,0.002583285627533515
281,0.003722546002963782,0.003494170988534941
282,0.004852157670019496,0.0037704942100987935
283,0.004331845040269387,0.0035429671073577175
284,0.003289313249586566,0.0025701029122740648
285,0.003760232016233147,0.003104529543071685
286,0.0032729163836844252,0.004065797900622361
287,0.0034142431998517206,0.0034966788808875027
288,0.00386985616271445,0.0028401046158077056
289,0.0034932471869201366,0.003048146418865224
290,0.0028891462976279596,0.003404844617174978
291,0.0038517389882725818,0.00373774028905603
292,0.003761481180423349,0.003580884374288232
293,0.003976193536001733,0.003164116349347849
294,0.003492755107785045,0.0029909415683783557
295,0.004028999873261272,0.004141524155346335
296,0.003218080861139224,0.003867320806387052
297,0.003926571066598928,0.0032631079034797527
298,0.0034268875378055926,0.003242056863869774
299,0.003341859171381415,0.0030298106534333343
300,0.0038716892207088854,0.0028055200938091086
