step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-6-actor/ratio_mean_step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-5-actor/ratio_mean_step
283,0.9999703764915466,0.999987006187439
284,1.0000056028366089,0.9999884963035583
285,1.0000399351119995,0.9999991655349731
286,0.999978005886078,0.999985694885254
287,0.9999886751174928,0.9999992847442628
288,1.000008225440979,1.00003981590271
289,1.0000066757202148,1.0000331401824951
290,1.0000123977661133,1.0000337362289429
291,1.0000120401382446,0.99999338388443
292,1.0000193119049072,0.9999958872795104
293,1.000009298324585,1.0000487565994265
294,0.9999961256980896,0.9999943375587464
295,0.9999688863754272,0.999976933002472
296,0.9999909996986388,1.0000052452087402
297,1.000008463859558,1.000016212463379
298,1.0000072717666626,0.9999937415122986
299,0.9999958276748656,1.0000247955322266
300,1.000022530555725,0.9999862909317015
