step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-6-actor/entropy_step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-5-actor/entropy_step
243,0.5518776178359985,0.42328038811683655
244,0.5487133264541626,0.41520994901657104
245,0.5426340699195862,0.4215291738510132
246,0.5485135912895203,0.43657007813453674
247,0.5383999347686768,0.4256342947483063
248,0.5324885845184326,0.42302462458610535
249,0.5370778441429138,0.4466582536697388
250,0.5604085326194763,0.4515018165111542
251,0.5177647471427917,0.4310307204723358
252,0.5475651621818542,0.46021905541419983
253,0.540598452091217,0.45906949043273926
254,0.5346376895904541,0.4556339383125305
255,0.5323665738105774,0.44697144627571106
256,0.5416697263717651,0.43161019682884216
257,0.543697714805603,0.4377403557300568
258,0.5349053144454956,0.43356454372406006
259,0.5565983057022095,0.4536425471305847
260,0.5589230060577393,0.4546492397785187
261,0.5444402694702148,0.4487003982067108
262,0.5161101222038269,0.42044001817703247
263,0.5223074555397034,0.4583566784858704
264,0.5172510147094727,0.4394849836826325
265,0.5347869396209717,0.44407516717910767
266,0.5298393368721008,0.4489375948905945
267,0.5440077781677246,0.44753047823905945
268,0.5372568964958191,0.4335364699363709
269,0.5308972597122192,0.460921972990036
270,0.542648196220398,0.4522842466831207
271,0.5434818863868713,0.45895349979400635
272,0.524167001247406,0.452012300491333
273,0.5316981673240662,0.4577069878578186
274,0.5375602841377258,0.4508220255374909
275,0.5235965847969055,0.43956103920936584
276,0.5483022928237915,0.44955477118492126
277,0.5267183184623718,0.4574514925479889
278,0.535457193851471,0.4368704557418823
279,0.5215851664543152,0.4403234124183655
280,0.5528953671455383,0.4737838804721832
281,0.5541760325431824,0.4642186760902405
282,0.5218974351882935,0.44040998816490173
283,0.5261303186416626,0.4483261704444885
284,0.5000039339065552,0.43084949254989624
285,0.5210611820220947,0.4326556324958801
286,0.5392373204231262,0.4385974705219269
287,0.5342568755149841,0.4342303276062012
288,0.5484458208084106,0.44405397772789
289,0.5152859091758728,0.42683807015419006
290,0.5358651280403137,0.4340308904647827
291,0.5256262421607971,0.4398590922355652
292,0.5351760983467102,0.4478227198123932
293,0.5414333343505859,0.452411025762558
294,0.5250045657157898,0.4375010728836059
295,0.5313318371772766,0.4359499514102936
296,0.5285095572471619,0.4312511384487152
297,0.5220697522163391,0.43213748931884766
298,0.5165809988975525,0.42447105050086975
299,0.5223197340965271,0.4337408840656281
300,0.5129057168960571,0.416561096906662
