step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-6-actor/entropy_step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-5-actor/entropy_step
1,0.67625492811203,0.6782050132751465
2,0.6714149117469788,0.6747836470603943
3,0.6743346452713013,0.6699841022491455
4,0.6676455736160278,0.6647756099700928
5,0.6918588280677795,0.6887030005455017
6,0.6447420716285706,0.642633318901062
7,0.6617932319641113,0.6574468016624451
8,0.6750249862670898,0.6565948128700256
9,0.6905709505081177,0.6743142604827881
10,0.658585250377655,0.6195331811904907
11,0.6686165928840637,0.6072218418121338
12,0.6736751794815063,0.577912449836731
13,0.6294974088668823,0.5127527713775635
14,0.6329522132873535,0.4840799570083618
15,0.6766877174377441,0.48075804114341736
16,0.6635466814041138,0.4743937849998474
17,0.6514828205108643,0.43802914023399353
18,0.629612147808075,0.4192972183227539
19,0.6683431267738342,0.4082097113132477
20,0.6753283739089966,0.4158801138401031
21,0.6853340864181519,0.412217378616333
22,0.6246538758277893,0.38507530093193054
23,0.6614882946014404,0.40434393286705017
24,0.6569260954856873,0.3928791284561157
25,0.6176055669784546,0.3803803026676178
26,0.6277605295181274,0.3915577232837677
27,0.6522238850593567,0.3814806342124939
28,0.6508852243423462,0.3957642316818238
29,0.650090217590332,0.3772437870502472
30,0.5977538228034973,0.37425947189331055
31,0.6426675319671631,0.38834071159362793
32,0.6428868174552917,0.36653199791908264
33,0.6395817995071411,0.3851688504219055
34,0.6411833763122559,0.38947445154190063
35,0.6547212600708008,0.3703317642211914
36,0.6633766293525696,0.3868778645992279
37,0.6123692989349365,0.3793154060840606
38,0.6626954078674316,0.3855210244655609
39,0.6605963706970215,0.3924857676029206
40,0.6316287517547607,0.380178838968277
41,0.6709685325622559,0.4050629734992981
42,0.6349453330039978,0.3850282430648804
43,0.6177497506141663,0.3693152964115143
44,0.619986891746521,0.39136016368865967
45,0.6418208479881287,0.3998450934886933
46,0.6336793899536133,0.39027196168899536
47,0.6285186409950256,0.37608200311660767
48,0.6375375986099243,0.39837098121643066
49,0.6284353733062744,0.37643811106681824
50,0.6238335967063904,0.378164678812027
51,0.5826901793479919,0.3698056638240814
52,0.5879727602005005,0.3669411540031433
53,0.6277292966842651,0.3835795819759369
54,0.6517545580863953,0.3947258889675141
55,0.6239694356918335,0.4002878963947296
56,0.6403480768203735,0.40113550424575806
57,0.6394955515861511,0.3872641921043396
58,0.6347489356994629,0.38526302576065063
59,0.6114426255226135,0.38453158736228943
60,0.6781680583953857,0.4152791202068329
61,0.6439194679260254,0.3995818793773651
62,0.649798572063446,0.3951489329338074
63,0.5908122062683105,0.3891070485115051
64,0.6402839422225952,0.4063015282154083
65,0.6126262545585632,0.3809441030025482
66,0.6007499098777771,0.3813198506832123
67,0.6347479820251465,0.38778990507125854
68,0.5782929062843323,0.35969409346580505
69,0.5915376543998718,0.35976916551589966
70,0.6116154193878174,0.3708999752998352
71,0.6065194606781006,0.3871315121650696
72,0.6510022282600403,0.3959617018699646
73,0.6371238827705383,0.3771454989910126
74,0.6033445000648499,0.3708403408527374
75,0.6053179502487183,0.3766354322433472
76,0.6443703770637512,0.400398313999176
77,0.6181913018226624,0.36724743247032166
78,0.5998644828796387,0.3819481134414673
79,0.6228043437004089,0.3880293071269989
80,0.5717788934707642,0.3725254535675049
81,0.6042414903640747,0.3767435550689697
82,0.6277580857276917,0.3889564871788025
83,0.6048004031181335,0.38650429248809814
84,0.6199167966842651,0.37676939368247986
85,0.6014546155929565,0.3767876625061035
86,0.5997450947761536,0.371227890253067
87,0.5909157395362854,0.3649506270885467
88,0.5931888222694397,0.366260290145874
89,0.5910158753395081,0.3652670979499817
90,0.5694109201431274,0.3600619435310364
91,0.5799716711044312,0.3736509680747986
92,0.5942575931549072,0.3616200387477875
93,0.6024721264839172,0.37634706497192383
94,0.6130361557006836,0.3783939778804779
95,0.5970550775527954,0.3544122278690338
96,0.591772735118866,0.34676089882850647
97,0.5844559073448181,0.3596409857273102
98,0.6014137268066406,0.3665264844894409
99,0.5780271291732788,0.34553393721580505
100,0.5669351816177368,0.3523605465888977
101,0.5796987414360046,0.34529539942741394
102,0.6045692563056946,0.3599315285682678
103,0.5775827169418335,0.3373256325721741
104,0.5837487578392029,0.3489544689655304
105,0.5867310166358948,0.3541991412639618
106,0.5756099820137024,0.3492760956287384
107,0.5776700377464294,0.35608482360839844
108,0.5709018111228943,0.34781429171562195
109,0.5710214376449585,0.3404685854911804
110,0.5859052538871765,0.3504543602466583
111,0.6005518436431885,0.35902905464172363
112,0.574743926525116,0.35103029012680054
113,0.5929393172264099,0.3721461594104767
114,0.610587477684021,0.34924477338790894
115,0.5970951914787292,0.35659274458885193
116,0.6263299584388733,0.36595597863197327
117,0.5718106627464294,0.3413684666156769
118,0.5826154947280884,0.3641149699687958
119,0.5857292413711548,0.35024917125701904
120,0.5498962998390198,0.3446587026119232
121,0.5788363218307495,0.35562023520469666
122,0.5546830892562866,0.3342093229293823
123,0.5650877952575684,0.345809668302536
124,0.6002093553543091,0.33975186944007874
125,0.5770053267478943,0.35116997361183167
126,0.5735036134719849,0.34899070858955383
127,0.5943724513053894,0.3425896167755127
128,0.5589313507080078,0.34365537762641907
129,0.5832532048225403,0.3451516628265381
130,0.5802679657936096,0.3582831621170044
131,0.5931503772735596,0.3606576919555664
132,0.5897443294525146,0.3548163175582886
133,0.5528740882873535,0.34437304735183716
134,0.5698438286781311,0.3470367193222046
135,0.5625928044319153,0.36557602882385254
136,0.5966052412986755,0.3799720108509064
137,0.5313411951065063,0.33772099018096924
138,0.5424297451972961,0.3477570414543152
139,0.5926238894462585,0.3755336999893189
140,0.5760902762413025,0.3749120235443115
141,0.545322597026825,0.357736200094223
142,0.5431033968925476,0.35817939043045044
143,0.5605906844139099,0.3690505623817444
144,0.5903432965278625,0.383969247341156
145,0.5455693006515503,0.3645109534263611
146,0.5889679193496704,0.39797869324684143
147,0.5677602291107178,0.40712547302246094
148,0.5449025630950928,0.3990851938724518
149,0.5430052876472473,0.39338070154190063
150,0.5696606636047363,0.4134538471698761
151,0.5722675919532776,0.4298574924468994
152,0.5561452507972717,0.4112532436847687
153,0.5613624453544617,0.4161745607852936
154,0.5507461428642273,0.41113877296447754
155,0.5807965993881226,0.4161234200000763
156,0.5801326036453247,0.41298362612724304
157,0.5805606245994568,0.4166918098926544
158,0.5513349175453186,0.4073533713817597
159,0.5884094834327698,0.42500266432762146
160,0.5440613031387329,0.3903131186962128
161,0.5693385601043701,0.3993929326534271
162,0.5643750429153442,0.40346407890319824
163,0.5471965670585632,0.38931289315223694
164,0.5663493871688843,0.3956355154514313
165,0.5995928645133972,0.3755672872066498
166,0.5508565306663513,0.36938923597335815
167,0.5822679996490479,0.3878471255302429
168,0.5499001741409302,0.36553484201431274
169,0.542238175868988,0.3491513133049011
170,0.5644345283508301,0.3766895234584808
171,0.5389357209205627,0.3570674657821655
172,0.554767370223999,0.37250858545303345
173,0.5536712408065796,0.36821404099464417
174,0.5510970950126648,0.3537770211696625
175,0.5520638823509216,0.3745405972003937
176,0.5604182481765747,0.369733065366745
177,0.5697013139724731,0.38148537278175354
178,0.5408862233161926,0.3631312847137451
179,0.532978892326355,0.3625178039073944
180,0.5340832471847534,0.36519625782966614
181,0.5535681247711182,0.3749561309814453
182,0.562164306640625,0.3654574155807495
183,0.5660164952278137,0.36629119515419006
184,0.5388792157173157,0.3561359941959381
185,0.5455759167671204,0.3664723336696625
186,0.5565926432609558,0.3639410436153412
187,0.5721909999847412,0.3670869767665863
188,0.5648463368415833,0.3658696413040161
189,0.5356975793838501,0.3472857177257538
190,0.5693612098693848,0.3698892295360565
191,0.5494424700737,0.3612246513366699
192,0.5409464836120605,0.35605868697166443
193,0.5465990900993347,0.36153388023376465
194,0.5492197871208191,0.3612398505210877
195,0.5732634663581848,0.3756239414215088
196,0.5428386330604553,0.3627985417842865
197,0.5436154007911682,0.3584531247615814
198,0.5622978210449219,0.374788761138916
199,0.5188257098197937,0.3614464402198791
200,0.5345473289489746,0.3676013052463531
201,0.5372411608695984,0.3516105115413666
202,0.5456308126449585,0.3750028908252716
203,0.5630230903625488,0.382206529378891
204,0.5657335519790649,0.3863460123538971
205,0.5693256258964539,0.393449991941452
206,0.5680726766586304,0.3819567859172821
207,0.5514430999755859,0.3845319449901581
208,0.5685096979141235,0.39580944180488586
209,0.5587016940116882,0.4061791002750397
210,0.5335757732391357,0.38246333599090576
211,0.5612187385559082,0.3954590559005738
212,0.5618513822555542,0.39822646975517273
213,0.5197223424911499,0.38142064213752747
214,0.5497345328330994,0.40227439999580383
215,0.5554686188697815,0.4072165787220001
216,0.5517271161079407,0.3898243010044098
217,0.5371608138084412,0.3965049088001251
218,0.5548085570335388,0.41859734058380127
219,0.5443161725997925,0.40153658390045166
220,0.5572032928466797,0.4127105474472046
221,0.5411439538002014,0.4079453647136688
222,0.5314590334892273,0.4183889925479889
223,0.5377750992774963,0.419959157705307
224,0.5423142313957214,0.4227832853794098
225,0.5565588474273682,0.43220239877700806
226,0.5478916764259338,0.4344017505645752
227,0.5362716317176819,0.4034591615200043
228,0.5314214825630188,0.41874560713768005
229,0.550021231174469,0.42170313000679016
230,0.5388662815093994,0.41907763481140137
231,0.5564233064651489,0.4341520667076111
232,0.5656430125236511,0.44158467650413513
233,0.5548244118690491,0.4123828709125519
234,0.5687121152877808,0.4218952357769013
235,0.5528002381324768,0.4243404269218445
236,0.5191077589988708,0.3887553811073303
237,0.5326195955276489,0.3938291668891907
238,0.5347098708152771,0.4005679190158844
239,0.5530238747596741,0.4067915380001068
240,0.5381198525428772,0.3945358693599701
241,0.5335189700126648,0.39081037044525146
242,0.5387476086616516,0.3958733379840851
