step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-6-actor/g_norm_A1_sq_step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-5-actor/g_norm_A1_sq_step
133,0.0035498763228337385,0.0034128791214938525
134,0.003632882928747395,0.003408672608069402
135,0.0031756226359343455,0.0032009112388686986
136,0.004336385662510784,0.004709480075583148
137,0.002651480551625632,0.0034666253785039154
138,0.0038437847115354055,0.0030775348544515124
139,0.0034156258649357205,0.0032262645393244214
140,0.0031574866658668948,0.0033349798790424465
141,0.005211520899963734,0.0042021856215757325
142,0.0031297931791746127,0.0034115292492530452
143,0.0031694288757815508,0.003001330164157976
144,0.003665963332443697,0.0036974656087265514
145,0.003543499012414061,0.004243384094002843
146,0.005595214613468832,0.005142707161395359
147,0.003127568243268119,0.002908282924304781
148,0.003719254909482585,0.0034522725119700533
149,0.003552293237436029,0.003494121332091044
150,0.003138272411421876,0.0034030107780456563
151,0.004623869413491092,0.004937625469217627
152,0.0035631877781562332,0.0031361133296914693
153,0.003328250261338313,0.003685870796768845
154,0.003144300768233685,0.002917035039110599
155,0.003164263347327769,0.0032555524030699343
156,0.004895656218760847,0.004163295481466221
157,0.003508100881203466,0.0037174254618663975
158,0.00372802788115638,0.003361921749869653
159,0.003506613545480153,0.003056000750031344
160,0.0034140160809255204,0.002575713415335359
161,0.004978792215198807,0.004436004800084573
162,0.003582094485441804,0.003363784771153167
163,0.0038139543738446705,0.003507803463858872
164,0.0038971615268194567,0.0032080115393893285
165,0.003320635063039588,0.002616437421320295
166,0.006271970102474718,0.004996941621229253
167,0.003380206722807612,0.0034641856399447225
168,0.0033417150926611052,0.0036165477908923944
169,0.003115198544185548,0.003235241985121283
170,0.003426756636307006,0.0028381383028832537
171,0.00541021700074637,0.003715283314403293
172,0.003529485997705683,0.003168924649399694
173,0.0038669381049421703,0.003260495159612464
174,0.002771580452188824,0.0032600491941920987
175,0.003389754132806081,0.003684834665401325
176,0.005107002462298532,0.0046276651481811796
177,0.0038113987348531294,0.003988300182809488
178,0.003647321280092845,0.002964273370729845
179,0.004012287479668281,0.002851817309135705
180,0.003797044093472087,0.003665486281663715
181,0.004954855679586657,0.004260781653333121
182,0.003266594339631491,0.003640613840828504
183,0.0033529337354774222,0.0026867293868679
184,0.0033051325655350096,0.003396343127111913
185,0.0035588950652724223,0.003505283317129151
186,0.005850919972177628,0.004042113681353348
187,0.0033080741533504897,0.003335298966176737
188,0.0033286680452894223,0.0025007699492429437
189,0.0035953700833398403,0.003134250070446007
190,0.0035883091136102952,0.003345305871212025
191,0.005721471790657972,0.004448066669131015
192,0.003305133058801029,0.0029743520628216407
193,0.003304191948479879,0.0030577980846924866
194,0.00331986822542433,0.002424396384957202
195,0.0035680935579913125,0.0029141975527995608
196,0.004887955389589467,0.0035869939494987584
197,0.003506756707365054,0.00324388720941973
198,0.0034734697022397766,0.003892314296243836
199,0.0038005248246599944,0.003851437513963707
200,0.0037572122257337978,0.0032246499496679636
201,0.004503292946191103,0.005483672080193444
202,0.004620483522635665,0.0030333981376057754
203,0.0032194745301952353,0.0028287585122184046
204,0.003283631461402714,0.0030960880365461653
205,0.004020673273720028,0.0032304080716904658
206,0.004686771068417351,0.004259649119496153
207,0.004198024613592673,0.003467868982152676
208,0.003342616830531076,0.0031833992358200076
209,0.0038511985476869194,0.0033191164608157766
210,0.003565055017545388,0.0033077070498455908
211,0.005315788027424291,0.003856523393755223
212,0.004282954399758938,0.0032306045258531915
213,0.003826779207732128,0.003141774850925738
214,0.0032515477955957087,0.0029631265559524967
215,0.004436222049000546,0.0032698827194952837
216,0.005154351165635163,0.00467613893669812
217,0.0035081288185832542,0.002974252236463086
218,0.0031853314517471644,0.003567259239279111
219,0.002992625168877272,0.0038198314323808786
220,0.003589230471252201,0.0031898428549459465
221,0.005530739787886749,0.004425711740558605
222,0.0035255379618307284,0.0030303115742563135
223,0.003348971049853954,0.0030881567055690818
224,0.004361343651402684,0.003212291015037746
225,0.004087955625028833,0.004235222881489666
226,0.005395226340340291,0.004864796654665134
227,0.003463184067516724,0.0031412460046926815
228,0.0033214912399456716,0.0030565881600459113
229,0.003767872168176375,0.004009817624532645
230,0.003408124500298172,0.0032671113827636568
231,0.005275515235588557,0.004622520697557568
232,0.003757650636895459,0.0030396338329591733
233,0.0031524117112542663,0.0034642783144895463
234,0.003691166597042392,0.003713564282632274
235,0.004313578302371617,0.0036765165692231954
236,0.0060717243832436735,0.003126547497735087
237,0.0035573600353695557,0.003357111370252391
238,0.003738456978610166,0.003523394586511492
239,0.003530198864087224,0.003436590649082509
240,0.0041628201622759264,0.003247059270563027
241,0.005384492099890139,0.004478239404188662
242,0.0040139355043617335,0.002709113557941323
243,0.003099655698232582,0.003359993600658466
244,0.0036258023719548736,0.0030966880552878483
245,0.004049350014136414,0.003711659217117867
246,0.0052434274277160286,0.002700809031957239
247,0.003822290147113692,0.0037811200098515846
248,0.002998058385252339,0.0028897469269716643
249,0.0040277978668899275,0.0033976319318095713
250,0.00321335200532349,0.002776415168738712
251,0.005805594142291471,0.003209360406074016
252,0.003623434862675703,0.003821662891941922
253,0.0034526971989069324,0.0037440179143963144
254,0.003666609873691412,0.003431045423125744
255,0.003975477365191385,0.0027732614999836807
256,0.006672536858520766,0.004486324968112015
257,0.0035941278863760515,0.002970187770379231
258,0.0039013428324935944,0.002913918511953116
259,0.0037079366121461,0.0033440037547109477
260,0.0034413707061689176,0.0030851125794696677
261,0.005998692252752938,0.003839597850137961
262,0.003347535025171815,0.00281272727563551
263,0.003725070297997417,0.003864844930857204
264,0.00349576200714311,0.0035236650806320796
265,0.0034277703822648115,0.002544550581893377
266,0.005272694137663467,0.003929312200266193
267,0.0036596294451162826,0.002877508512828614
268,0.003993620228625573,0.0028686799121382138
269,0.0038615693320167297,0.0035495935934773243
270,0.0034525157754922674,0.002999214749497209
271,0.005640287451670552,0.004821071573367636
272,0.003649953655814199,0.003014827270811496
273,0.003897222785969656,0.0036909631406520822
274,0.004482156823903992,0.0037824709432669377
275,0.002903169091807476,0.003080597758192862
276,0.005342429815599584,0.00371195020271614
277,0.003717905715225241,0.0032688359248307197
278,0.0035125024487226405,0.003038028677151794
279,0.003579884505619425,0.0032918806134596313
280,0.0031370680756892815,0.0033322412151466905
281,0.006453621471555383,0.00405653251035407
282,0.00296770248747156,0.0029969520043542012
283,0.003075409617737416,0.002861519805224906
284,0.003803812511679544,0.003726628522287748
285,0.004250982038232512,0.0028927016496818367
286,0.005111989371064381,0.0033299365420881733
287,0.003743733640117953,0.003008219591248287
288,0.00382803505990759,0.0031004259255804556
289,0.0033612202921137705,0.0030439193960455826
290,0.003942615713783647,0.0024778799919473226
291,0.005612801955918413,0.0042137648804912615
292,0.00409418946038202,0.002836153471258169
293,0.003499368605808694,0.002341897389477115
294,0.0034867940187353653,0.003535668480278932
295,0.0041104020773643874,0.0029505315221462804
296,0.006077936906921277,0.003324778835701285
297,0.003963535946737537,0.003486570626406643
298,0.00340282554920519,0.0032145171026678326
299,0.0041526934388470774,0.00342736517662966
300,0.003650774041256073,0.003243964876854537
