step,deepseek1.5b_sync_8gpu_lr3e-6-rollout_corr/log_ppl_abs_diff_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-rollout_corr/log_ppl_abs_diff_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-rollout_corr/log_ppl_abs_diff_step,deepseek1.5b_sync_8gpu_lr5e-6-rollout_corr/log_ppl_abs_diff_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-rollout_corr/log_ppl_abs_diff_step,deepseek1.5b_sync_lr1e-5-rollout_corr/log_ppl_abs_diff_step,deepseek1.5b_sync_lr1e-6-rollout_corr/log_ppl_abs_diff_step
83,0.000570257373079872,0.0008597642569126234,0.0006921462612719951,0.0006163361326343875,0.001952684102592605,0.0008972580126282992,0.0005316955519830165
84,0.0005632684479260697,0.0008433438390941749,0.0006809050754292492,0.0005547387431306561,0.0022113727195987435,0.0007396816206112687,0.0005463290667888176
85,0.0005664572905970999,0.0008130891364281093,0.0006238069893134664,0.0006007896652083091,0.002054085626073893,0.0007558451177167378,0.0005410402054188861
86,0.0005352574409794455,0.0007753571282288855,0.0006114508602943871,0.0005656863598536196,0.0021200988440897264,0.0007658184877939112,0.0005349623410793578
87,0.0006077715418924575,0.0007316848202543426,0.0006834466612639428,0.0005846589038324161,0.0020511061718732687,0.0006798498058721401,0.0005207145988340305
88,0.0005495434221744732,0.000773629122753895,0.000717048285700801,0.0005686306044375416,0.001958992306390428,0.0007394509423950998,0.0005612500184270175
89,0.0005306893889083815,0.0007286431152447461,0.0006578051449841316,0.0005890734927644106,0.0019761446899131192,0.0006906831713422434,0.0005160665562124493
90,0.0005265955892244209,0.0007682289513851222,0.00067598918767111,0.0005812135836052665,0.00195350709635442,0.0007619823401148816,0.0005071822791337798
91,0.0005683806472772726,0.0007572878419375991,0.0006965490980602647,0.0006667853867395202,0.001972855467685358,0.0007162830707741142,0.0005391466150589016
92,0.0005130773089972319,0.0007875170191542374,0.0006697971591728717,0.0006649124135781841,0.0019769517950610155,0.0007809475084840138,0.000513693874468334
93,0.0005899652187508764,0.0007839768020710688,0.0007934495836077706,0.0006460075446284464,0.0019723180858245877,0.0007323749941644478,0.0005572558066815921
94,0.0005672565632841341,0.0008455759278247668,0.0007565074635294877,0.0006291189090353285,0.0019329412044988624,0.0007401280999623676,0.0005653615507071663
95,0.0005614119295639992,0.0008613502758534094,0.0007398380339276254,0.0006015865747485804,0.0019100670343625168,0.0007266367715490604,0.0005435303697054592
96,0.0005218746883225609,0.00096725644533236,0.0006887531520677418,0.000547429133736686,0.0018856087745344097,0.0006850148503785714,0.0004884125307589149
97,0.0005654211025007259,0.0009442334119165408,0.0007059956215016427,0.0005612291289824413,0.0018631288491225608,0.0007350374956634672,0.0005529783960203835
98,0.0005468696946368972,0.0008489854171784827,0.000698917411793401,0.0005487776716954825,0.0018742122948312671,0.0007714510749272969,0.0005488777447991618
99,0.0005751603300113191,0.0009311048917496872,0.00074330972642028,0.0005202279037189857,0.0018970923135797917,0.000768240678510102,0.0005201917237447856
100,0.0005341161373414649,0.0008541253933012864,0.0007656472023786352,0.0005719008539017522,0.0019252889579892609,0.0008554005110324527,0.000529107719731179
101,0.000554279267498714,0.000920171226234264,0.0007069511767397108,0.0005722388356107764,0.001912816377201428,0.0007764827592754128,0.0005172683205230333
102,0.0005032832953778174,0.000855427756146367,0.0007628580291176539,0.0005530007644732151,0.001932999125074275,0.0007912926401851499,0.000537064325596605
103,0.0005513608962473881,0.0007825558468060702,0.0007107294929105924,0.0005736702532452736,0.001968298602150753,0.0007213109086230609,0.0005184616215623598
104,0.0005364088460976889,0.000885780075644588,0.0007419099895406888,0.0005870334082898737,0.0019160686642862856,0.0008047667804151258,0.0005559125112692224
105,0.0005475474772661196,0.0009097409249400643,0.000717534490412128,0.0005802734805049687,0.001939341437537223,0.0007855633543624121,0.000579038593261632
106,0.0005478123709205344,0.0008342655603612641,0.000656123453977454,0.0005892767578968362,0.001944704729061003,0.0007965756175205267,0.0005074945881590663
107,0.0005616620180825564,0.0009978982448764758,0.0007112273909634885,0.0005380119575048328,0.0019518269464518223,0.0007714041560219536,0.0005359416070296859
108,0.0005350894671209971,0.000896284290246439,0.0006858897694456107,0.0005521536720066035,0.002042963946634348,0.0007658274505872193,0.0005015684531144871
109,0.0005685841276317661,0.0009701026455762698,0.0006716275485294838,0.0005519436042028923,0.001903396787266472,0.0007999361702916628,0.0005037654072155073
110,0.0005288018549591227,0.00148509484183466,0.0006642126525814714,0.000551244564202433,0.0019161092784543143,0.0007223689832244418,0.0005148514975796085
111,0.0005501850277333256,0.0011000849617876405,0.0006435724288253585,0.0005335457037951776,0.0019212429895450248,0.0007402075402101868,0.000526298828711932
112,0.0005264888197512176,0.0011355461016137268,0.000774752904945695,0.0005681510170777584,0.0022118908560351787,0.0007115652679203777,0.0005209013904479636
113,0.000552594248737088,0.0011908126121953602,0.0007007926506048534,0.0005508841305754686,0.0019035192017327065,0.000728602309250577,0.0005166441903228831
114,0.0005384506941577696,0.0009712593131957368,0.0007139632404088355,0.0005503781173415302,0.0020155667048779185,0.0008800591986506507,0.0005096884255041145
115,0.0005118241066204638,0.0010297278826732913,0.000698767682789788,0.0005499854056931023,0.001988449186187195,0.00084069606364643,0.0005320471624911175
116,0.00051421602083359,0.000971101502536361,0.000680057647472991,0.000553357575214856,0.001960446729379542,0.0007436517080350313,0.0005151064799844919
117,0.0005092708716574635,0.0009565547858174896,0.0006764297895420985,0.0006385751240443261,0.0021379765342263613,0.0006611758953156476,0.0004942681977833697
118,0.00051554268095515,0.0009912160599137802,0.0006593053354973984,0.0006046488787909592,0.0018851432730169857,0.0008546828131529321,0.0005305531759404403
119,0.0005079267735213348,0.0008390374567170511,0.0006708170667681973,0.0005886689903656423,0.0020130714949439556,0.0007324396785002642,0.0004987200625395798
120,0.0005680687626019269,0.000942117024228414,0.0006734202621704422,0.000603323228092666,0.0020089408625727115,0.0007717105263942532,0.0005328797795982609
121,0.0005444784890945206,0.0010042564944514369,0.00066051678450921,0.000666435721151564,0.003694946425301688,0.0008157157375362225,0.0005335761962214746
122,0.0005732827703002094,0.0011543788695133925,0.0006337987609488968,0.0005763469077237459,0.003173483742607964,0.000775057856333747,0.0005539463618333684
123,0.0005493414456185957,0.000973777118714578,0.0006975638948460983,0.0005404643462497916,0.0028242621310921603,0.0007538602267453736,0.0005110365499038724
124,0.0005398705830083643,0.001089514290470106,0.0006693097542748463,0.0006284944071900776,0.0028464578318102055,0.0008967002640102609,0.0004938541508408889
125,0.0005078322413216328,0.0014386272256767068,0.0006967038017364757,0.0006206292388014845,0.0023178005973862196,0.0007234672698359645,0.0005240155114255398
126,0.0005197510677251744,0.001940885124849956,0.0006738606861766865,0.0006415845261017239,0.002233378179880674,0.0007483746604438321,0.0005238991579972208
127,0.0005983129306735685,0.0023882413459385787,0.0007452050076153683,0.0007167553356794088,0.00230106130426672,0.0007586649046840778,0.0005351324219061228
128,0.0005698512054045245,0.0027780036134106177,0.0008487414798310055,0.0006872944103610606,0.0020739811270253823,0.0008348310586370645,0.000542297571986897
129,0.0006495553969599362,0.002134353342853501,0.0006705357821973427,0.0006087992802804365,0.002095677353645442,0.0007536903069540997,0.000513009732998939
130,0.0005403197165789953,0.0010966164393266808,0.0006772579799871892,0.0006105244121846183,0.0021823961031346003,0.0008596463171771676,0.0004943730011912454
131,0.0005857925359219065,0.001458831894874143,0.0006948748970854667,0.0007167297657937658,0.002172518489085353,0.0007743299760223573,0.0005288823630280604
132,0.0005176767761344978,0.0013896111729711546,0.0006541444608734398,0.0006200463021514224,0.0021371145639932365,0.000790855988376533,0.0004926888609938592
133,0.0004927437434955023,0.001441460769092373,0.0006125528481522739,0.0006774072711550616,0.0020436458814258097,0.0007229562857818647,0.0004936654494229468
134,0.0005160410021348164,0.001395821562091908,0.0006869244578011581,0.0005889346792855576,0.0020585945691658876,0.0008107266813715606,0.0004962932942027308
135,0.0005149461751984962,0.002393461815816595,0.0006883297110318889,0.0005827711706102533,0.0020036146888742223,0.0007895026334035324,0.0004779077919010888
136,0.0005361344175352791,0.0011593902198953963,0.0007233093319882755,0.0006751289759752884,0.0018699092765660573,0.00078102855129853,0.0005192082206075354
137,0.0005099686122192884,0.0008709325961717695,0.0006704411893484316,0.0006377122238230119,0.001984568234092876,0.0007262709451701401,0.0004798998572415514
138,0.000609785059094901,0.0008948819203827665,0.0007040350452977387,0.0006823551735775451,0.0020599456208791316,0.0008742387337583861,0.0005089592493984835
139,0.0005875677856798015,0.0010808937216719831,0.000725347024809907,0.0007504682250838392,0.0020060603358280403,0.0008222275060970354,0.0005376763516520638
140,0.0005566320504883715,0.0009564671082013152,0.0006917154631818924,0.0007467576836331448,0.001997832504067836,0.000897742993878464,0.0005221051840979615
141,0.0005632856461998904,0.001008306600105686,0.000673566448356377,0.0006776292608005211,0.001994805156794863,0.0008029884195258049,0.0005208332910557589
142,0.0005755274453407858,0.0010306093610875234,0.0006472017103522198,0.0006883415775430366,0.001992159266513266,0.0009175912052905048,0.0005125915552338591
143,0.0005357148173288806,0.0008809771449868537,0.0007079947449494197,0.0006730774261885062,0.0019939825412750778,0.0008959587784226832,0.0005309843076354489
144,0.0005760890788607005,0.0010173392428872545,0.0006581841390698173,0.0006953616148621222,0.001977958508359734,0.000859250644024605,0.0005449915077085333
145,0.0005838404837189815,0.0008841117820147223,0.0006440943645884545,0.0007247274835208373,0.001947453178217984,0.0008813572413990707,0.0004974790381586927
146,0.0005237505271251456,0.0010248917943044944,0.0006482749021892058,0.0007073466560203002,0.001945777519391744,0.0009301487881875008,0.0005205142494339049
147,0.0005173980388545632,0.0013514684848437688,0.0006428030826230367,0.0007380901652790531,0.001983324261938991,0.0010257840808768632,0.0004949150798966986
148,0.0004838791688852389,0.0017934610443218137,0.0006454543194649887,0.0007081785801480092,0.0019583675151807257,0.0011906414534720636,0.0005307193480214611
149,0.00047381305636339346,0.0019826480019695565,0.0006281751688047301,0.0007057325911751477,0.001983071933791507,0.0009008360869172196,0.0004969723763411714
150,0.0005524400155980224,0.0010474818003785914,0.000689188531023086,0.0007445358772656619,0.0019550858669390436,0.001235672511122688,0.0005518755803731277
151,0.0005411804010590357,0.001116112386885756,0.0006939068243366087,0.0007636940021339714,0.0019142772752357732,0.0009539997648227488,0.0005175587685028548
152,0.0006416477149170346,0.001041789090322709,0.0006499427510789247,0.0007496217624066049,0.001920189376753776,0.0009970966435813777,0.0005162283183675326
153,0.0005227046923992443,0.001053799036136687,0.0006513029969848902,0.0006751491560169684,0.001953992760112063,0.0008131216614980407,0.000520581117981285
154,0.0005583809281796718,0.0014165915754780318,0.0006508345090767806,0.0006662997870340145,0.0019656470584759147,0.0009388871475557396,0.0005296198950370462
155,0.0005471184231932316,0.0011277035798518294,0.0006511940128348214,0.0007366538124099351,0.0019581625635440173,0.0009635202808313744,0.0005101652809318895
156,0.0005274864816307118,0.0011377488807283952,0.0006472330620454159,0.000689572082925091,0.001953446346585854,0.0009329741234458716,0.0005045193884382714
157,0.0005215730365567392,0.001226874228627932,0.0006146532105276492,0.0006315643162121308,0.0019193740727832147,0.0010656753546837454,0.0005196207888323107
158,0.0005984246824612326,0.001446896786702138,0.000721350940375487,0.0006717735378452046,0.0019082666843374051,0.0008592405090598203,0.0005167901206093391
159,0.0006086645044412026,0.0017877433846089324,0.0006580792970453331,0.0007176685045297269,0.001988265965617477,0.0010094328067362917,0.0005296396469762648
160,0.0005389180524130203,0.001646340243474342,0.0006805332928240936,0.0006384756570913028,0.0019941558267520224,0.0010625511705174258,0.000521510504433153
161,0.0005295201590776006,0.0013014845074697707,0.000631247011870073,0.0006921273979536462,0.001991201079237789,0.0008831224957826965,0.0005282500546376181
162,0.0005784044322074176,0.001456815443383502,0.0006490856146563985,0.0007179872267702844,0.0019678893112103214,0.0010814772812019718,0.0005445991412082495
163,0.0005292855467554805,0.001506903914188032,0.00068727640827114,0.000689942702484543,0.001909424142569252,0.0011021787983433269,0.0005061993349247334
164,0.0006044894674769006,0.0017550661927171775,0.00064455443000617,0.0006779464106662866,0.001931607382045643,0.001058568818734784,0.0005154863098141505
165,0.0006481585768788614,0.001616476183988363,0.0007269133777201107,0.0007002601630574645,0.001936373369093856,0.0010477744542020612,0.0005306748374310058
166,0.0005992945770696857,0.001689859955066905,0.0006797474834935489,0.0007159450102508778,0.001942771684358983,0.0009704205168335732,0.0004985611309686127
167,0.0005664848271667974,0.001548193369573077,0.0006575246212051775,0.0006735148244429597,0.001956492008563752,0.000889300515429864,0.0005310364868893049
168,0.0005849091805776837,0.001797182936957626,0.0005856358721530342,0.0006516861147412618,0.0019199563469252704,0.0009562884670865674,0.0004978982811484169
169,0.0005870770260356183,0.0039262824802979894,0.0006721496929212417,0.0006872754896593084,0.0019121156229837716,0.00092792901467051,0.0005143270377759888
170,0.0005883610037493608,0.001105471292829223,0.000668352884620218,0.0006785589094717926,0.0019026786188381568,0.0008368995032368629,0.000525329719371134
171,0.0005348482530150379,0.001015223859766316,0.0006326870847260579,0.0006649680577042586,0.0019218078938842331,0.0007588308185933234,0.0004757868745818504
172,0.0005525322686870433,0.0013732587721801308,0.0006428018595897811,0.0006569978725209418,0.0019051350129302592,0.0007667203422976814,0.0005254311062296773
173,0.0006100316563012112,0.0015267179700690866,0.0006413963526938459,0.0007408701205222737,0.0019858356106190263,0.0007487897734689695,0.0004990159740053649
174,0.0005665344173004476,0.001461807123064318,0.0006351018245195086,0.0007206523872055852,0.0018864991894412425,0.0007840538060206555,0.0005132085657231457
175,0.0006064073062944085,0.0009686560597595204,0.0006921930918906583,0.0006875367953831475,0.001934155423650289,0.0008142400711644874,0.0005119793175254017
176,0.0005773358393959089,0.0008074962402323157,0.0006513019291787714,0.0006598554190791869,0.0019658839272808344,0.0008762741273636089,0.0005295578636120095
177,0.0006315224332289157,0.0008395505384151739,0.0007099036768359395,0.0006643012688766161,0.0019309269302993928,0.0008930832639867562,0.0005207664692748307
178,0.0005590001463298739,0.0008853282419295283,0.0006694023855916818,0.0006632653075939743,0.0018980805566638653,0.0008184857393327706,0.0004751643750634498
179,0.0005818830579647468,0.0009595542462742892,0.0006350522453885787,0.0006644905945656567,0.001895435533228782,0.0007801337572244747,0.0004906387160573152
180,0.0005700155292669119,0.0010359549068743943,0.0006687876166324713,0.0006699190590752107,0.0019436421890055673,0.0007483240020203242,0.00047043621504729217
181,0.0005717588864648686,0.0012475952600016172,0.000655344582582984,0.0007099685379039218,0.0018897280951346,0.000784283571904424,0.0005318110102421457
182,0.0005636735504378434,0.0007117729123274331,0.0006359293189988664,0.0006772384825862467,0.001880174595123482,0.000790733883545529,0.0005138552802763067
183,0.0005621386363123921,0.0008546785734870354,0.0006115876733929326,0.0006784275910831639,0.0018748231637856047,0.0008557969687027859,0.0005242854155914904
184,0.0005957682646911097,0.0007792893401710898,0.0006066614783321711,0.0007142099126745384,0.00188264858743016,0.0008129555982040157,0.0005182015079046525
185,0.000556537998580184,0.00079052089002289,0.0005862005266862979,0.000716253784802819,0.0019719489311242023,0.0008349107321919292,0.00048685305301256047
186,0.0005935539945658959,0.0006817330491503526,0.0006255093861000204,0.0007194308663889476,0.001900077179470827,0.0008045723231690418,0.0005467240881069516
187,0.0006139842110401549,0.0008045463218877558,0.0006267140946420114,0.0007197758373184202,0.001911829954617893,0.000810197657380701,0.0005127477633727216
188,0.0006455423645516127,0.0005641269970546287,0.0006128317704265514,0.0006832946286604882,0.0018814028212070855,0.0008296335447539605,0.0005289479136081354
189,0.0006009577960607462,0.0005711902051734796,0.000622633729454676,0.0006588034838056377,0.0018710450214498185,0.000812071067907419,0.0004947116309464233
190,0.0006520637924127403,0.0005533645494142547,0.0006193489427806483,0.0007788731722112888,0.0018627284204258635,0.0008494859790365202,0.0005293118788973221
191,0.0005811376459383783,0.0005788799652145827,0.0005946890750038154,0.0007182438360662976,0.0018455383178661575,0.0009335507849677828,0.0005355564687880886
192,0.0005985022576909572,0.0005032858980121091,0.0006055230120355624,0.0006934822129043696,0.0019380001732232895,0.0008646447444486208,0.0004907373040384156
193,0.0006296680210919188,0.0005621662096382352,0.0005933356479501873,0.000737276758586218,0.001904205364339492,0.0007506067386009121,0.0005246446544579403
194,0.0006035683127265656,0.0005004484916025831,0.0005998023836495815,0.0006879619789039928,0.0019275931751026824,0.0007998105373073796,0.0005048865932143311
195,0.0005916489709506561,0.0005228453815731222,0.0006005824901421875,0.0006328789958884458,0.0019440136192398231,0.0008977052446662919,0.000531101850798665
