step,deepseek1.5b_sync_8gpu_lr3e-6-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_8gpu_lr5e-6-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_lr1e-5-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_lr1e-6-rollout_corr/training_log_ppl_step
30,0.43137927605090914,0.5256394359835044,0.3699058214153506,,11.839106219786183,0.35754682883424194,0.5334757071848099
31,,,0.3754380546033201,0.4494624603539705,11.850120103359222,0.3682035702746361,0.5569610971433576
32,0.43313467669067907,0.5076680402616384,0.35723451687386487,0.4275868296929885,11.860003796490757,0.3298314034251407,0.549127357051475
33,0.45213938746601345,0.513504206847686,0.35907739899121227,0.44370073031045887,11.86560835838318,0.35092798893044636,0.5478082591725979
34,0.45212948801927266,0.5106604835018516,0.35816737939603627,0.43657810388034896,,0.3411463890224695,0.5365971704324086
35,,,0.3376169292256236,0.41230880189687014,11.87024201665606,0.32188039366155863,0.5380453273915408
36,0.441762317426321,0.5173789722589301,0.3485848520677991,,,0.3326585941561839,0.5376624714709439
37,0.41912555499002335,0.4505163496558337,0.3265454305924083,0.4074701335967371,,0.31322197498459564,0.5014840975905267
38,0.4232957511105471,0.46056715784255753,0.3283580285742095,0.4114398105019653,11.881936367352804,0.3235029196114959,0.521590595276883
39,0.4281907031116517,0.4642138471628757,0.3256922025699168,0.41288136552350646,11.883604029129293,0.32013671575114133,0.524279958656374
40,0.4115357526028768,0.4343193467621776,0.3066293690831233,,,0.30340927662100736,0.504638384282589
41,0.4390825063276749,0.4471058022992855,0.3235529716592282,0.4137247452988874,,0.3254097029566765,0.5230705167325038
42,0.4109062653917231,0.3960277731219927,0.2999141002517371,0.39440196348975104,11.89212206476613,0.2983096625788936,0.4861572980880738
43,0.402825910686737,0.39977990380151474,,0.38968252838544903,11.891766874413742,0.2872102039733103,0.4703860060096933
44,0.40788926884997634,0.37715651770663816,0.29376659710847197,0.4056112684220785,11.894052700562913,0.287241453605863,0.4676196464926613
45,0.4052214083693376,0.3984004653909285,0.30203219936337583,0.4092010579175419,11.894917134195566,0.2930975948770841,0.4805504496702376
46,0.4000010283009426,0.3606146255042404,0.29316427057520267,0.40075955753464526,11.89632163196802,0.2668120366399221,0.4765236073946382
47,0.38668896393800106,0.3556216751656881,,0.3791006817260668,,0.270946105875607,0.4659292600320085
48,0.406199372825878,0.36129731210392146,0.29028635854140306,0.38395961546339097,11.898046449611062,0.27220001871266014,0.47103656153194606
49,0.379724273948293,0.36395040970473064,0.27297233670417753,,11.9009295054104,0.25525352935351076,0.4590359218317367
50,0.38270531908742017,0.34216706389561297,0.27544376416466176,0.36124661791364887,11.900752054608386,0.2490108925616369,0.4640131331980229
51,0.3647923143846648,0.3257792135927735,0.25934739676304164,0.3344722384782998,11.900028356484004,0.2486395113519393,0.434525946362151
52,0.3625504818842991,0.3386340003926307,0.2576351553404656,0.32800586350066097,11.900918512117295,0.23733200202696025,0.43262805870141496
53,0.3728298229492597,0.3253318478818983,0.2604319315011564,0.3272917045672473,11.901865142842995,0.24367720756287636,0.4469973133368926
54,0.3856536168605089,0.35191518504445146,0.2730712163749905,0.3365965307905124,11.903928596239824,0.25566831550427843,0.4660115576470676
55,0.3855557727317015,0.3565874632175376,0.27570638996435376,0.3421682605127755,11.905700172369295,0.25955603735166644,0.448363851836842
56,0.3830471230336489,0.34576007844880224,0.28021814973979464,0.3445103976588983,11.905596452454724,0.2534415773781283,0.465153326984081
57,0.3641105350842209,0.3320662647877869,0.2664399607793281,0.3255918493592425,11.906370653555944,0.2501842596500022,0.4577719111775243
58,0.3548990079157409,0.3383218057985817,0.26017854802987794,0.32843949477232637,11.907379577034398,0.24191453003635008,0.4458952869896834
59,0.338144895554121,0.3200206538196653,0.25781370843816104,0.31342329158048543,11.904607926096237,0.23303700707376349,0.42955592799040937
60,0.3640955575697479,0.3486195812888798,0.27092403632123024,0.3412860297553596,,0.25611209227513015,0.4677627538718904
61,0.34957151477666276,0.34491818670819446,0.2654405281963674,0.31588813649224384,11.907033549164826,0.2483259676753179,0.443428341133727
62,0.3424845362185604,0.32673484915377277,0.259447085717693,0.30349622294306755,11.908977510600254,0.23269099140140628,0.4426257950952277
63,0.32202283464568227,0.32131949301140433,0.2464887638371892,0.27675270016438197,11.909167924831651,0.22996251146436075,0.4193956549279392
64,0.34167899693258935,0.32942300266586244,0.26560380085347557,0.30195322460494933,11.909569750939095,0.24118591609987475,0.4424870983697474
65,0.31151927272612984,0.3126704613433072,0.2408645257989808,0.2839822882254209,11.909912421785553,0.22348721369746183,0.4137311397297751
66,0.30389777344424984,0.30841285762144255,0.23504883458372203,0.279475786368407,11.909448280416688,0.21178225057554387,0.4116596586049296
67,0.3204696334495738,0.288823248230313,0.24170581580838188,0.28434302210069556,11.910301294820062,0.22223493742058056,0.4304843839626153
68,0.28857301224747467,0.2640307222149874,0.22500911856500003,0.25516508089808315,11.911329824477434,0.18946888501245884,0.3951173068002559
69,0.30024860245553225,0.271394295964199,0.22443906378466635,0.2578242475837015,11.912215055012313,0.1946881755609952,0.3970742418261414
70,0.29879333582278844,0.28904146313863366,0.21545031827849312,0.25563308856903744,11.911616190274556,0.1969910303000794,0.4084727386402529
71,0.3074843991133902,0.30668583595635074,0.22604587798317272,0.26788796968758105,11.913128193347683,0.21286821050480717,0.4278961614306484
72,0.3220098564504749,0.31179325819309606,0.2340646666737321,0.2672065500657828,11.91384781188652,0.21694673076715495,0.4376002170500301
73,0.2989551071077585,0.2759300218221094,0.2097646839967048,0.25415215223300747,11.913742678239942,0.19500188912810168,0.4119960372222633
74,0.2867825928118986,0.3052063285588072,0.20440788385703376,0.248527785331556,11.914304058341418,0.1949929005821191,0.40036293576189946
75,0.2877467792584664,0.29456992351793143,0.20902936623837703,0.24491167145315557,11.911343691980138,0.19847761855150264,0.3977058597999375
76,0.3042358118109405,0.28733694594767356,0.21194763057620117,0.25778556715061024,11.905314833618874,0.201498495863478,0.4161643436644226
77,0.2743687053137508,0.27869164578518585,0.193508957978338,0.2372108112488474,11.90330557525158,0.18483379354611748,0.3886562808682876
78,0.27849207294953837,0.28805076157221116,0.19548739758320152,0.2361348871505115,11.89112206697464,0.18475494057028777,0.40054157172285376
79,0.2864068777401101,0.3168077002965698,0.2023771669715643,0.23685788398697263,11.896139459176498,0.1876589332795924,0.4070239706585805
80,0.2719199627948304,0.2944966406636947,0.18932959213349465,0.22684343901985304,11.905843977417264,0.17663577606990225,0.3916903129827819
81,0.26999435184131326,0.30664472031946244,0.19431431536074903,0.22695016342082192,11.909488649929273,0.17696420296228357,0.3883329079309034
82,0.28298194074650873,0.30484419357717824,0.19675503983162343,0.23771888367468264,11.91134330702991,0.18066047365928808,0.40056160259991885
83,0.2771044163229434,0.29898352752364166,0.1958146916600171,0.22564727175049484,11.912216976932855,0.1840036668914503,0.39039902594920833
84,0.26227641901051674,0.2802213823573815,0.1814333895364633,0.22262246925383805,11.913262846794996,0.16820278559767066,0.3847730652870317
85,0.2660992270801216,0.2827530882419332,0.19231705795530052,0.21457234666097996,11.911174614178506,0.17219798019240526,0.3842480153377567
86,0.26340515710609524,0.2672150838447528,0.1863927788032991,0.22142604822736411,11.910817450947231,0.17536470637701096,0.3804753026129996
87,0.2604653014262256,0.281110314643133,0.18920703034666253,0.21787582279377896,11.910940670304829,0.16784940353597427,0.3679197629879615
88,0.25013777840177753,0.29142856864711725,0.1811761159858689,0.20839119415600285,11.913208559155464,0.16691261639131144,0.3710267385467887
89,0.24256000111467743,0.2817407878556926,0.1784975055691808,0.2008629851466553,11.915396744554693,0.16324656977402893,0.3646950932397019
90,0.24675291204234448,0.26135813746919956,0.17518700316404215,0.20214378913366343,11.91665102656071,0.15639455631364482,0.3569714326544532
91,0.25015784393211726,0.26755376409336523,0.1794935390126051,0.2027918331824788,11.915300054370231,0.16235440466941023,0.3659232410912712
92,0.24319499752129473,0.2622582482076005,0.17517322371159458,0.19532311356372453,11.916665302382576,0.1585524954779944,0.3593933477809298
93,0.2500306512964399,0.2640156009410684,0.17013144934884247,0.200051836296916,11.916305663409055,0.17026942422879593,0.3732707563689665
94,0.25138512616486924,0.2524732828228357,0.1756057531456463,0.1971302684964723,11.9170135145004,0.16743733210577852,0.36949809500947595
95,0.23452654462825093,0.2575964442609499,0.16353098344272718,0.1887343371519819,11.917816638946531,0.15295923694332195,0.3556888498164512
96,0.21772069601636185,0.2521854445681368,0.16330725115882913,0.1764730758647003,11.91732962484713,0.15140216622967273,0.33748533344979204
97,0.2384678994207398,0.26403883642418996,0.17295484220972512,0.18666169172975905,11.918090592170584,0.161056637697454,0.35839370041130447
98,0.2448838435015396,0.24642808194686144,0.1678614211041571,0.18762506978304752,11.917976331292538,0.15401146932882034,0.3607335007499631
99,0.21899337419195147,0.2536565223463664,0.16151541482568496,0.17514086542867643,11.918789235028354,0.149500177762959,0.34782527723934414
100,0.22637555686136088,0.26180800470850757,0.16346730394779066,0.1754110858310014,11.918935740816185,0.14678576835874646,0.34362990298264084
101,0.22399770275224,0.24908902330667176,0.16329334638569326,0.1718564844535043,11.91893536845843,0.14975011557213624,0.3438175675636601
102,0.2296980687727531,0.2664074448402971,0.1615138434738453,0.17636091341605273,11.91938080638647,0.1495092010591179,0.3539792237404202
103,0.2176158589427359,0.24730070310301688,0.15117818498756827,0.15973917057272047,11.918535814446916,0.14139678091107105,0.32857360740805547
104,0.2245693241711706,0.22932425226934036,0.1615859941505876,0.1751453339910278,11.9194755256176,0.14258781797529774,0.3430907840245507
105,0.22301836377261455,0.23767665850327296,0.16272385936612502,0.17571347753370278,11.919387131929398,0.14423650699955898,0.34318244612465304
106,0.2128170175655257,0.26830905877255107,0.1558033061391186,0.17325059909905707,11.918668435465904,0.14584363716551,0.33126397730250445
107,0.22013951662839168,0.24878547291001796,0.15992182824439147,0.17601133985656567,11.919993859348876,0.1470871120336992,0.33452731286663384
108,0.20931833680384815,0.2496369557857916,0.14802770571010868,0.16373308923184163,11.920154817642704,0.13678692963494118,0.31488055624067784
109,0.2039421187597327,0.25857507944793295,0.14348705685032265,0.1560526215687914,11.919642452270754,0.13377717496769037,0.30883289544310955
110,0.2064702222350894,0.2545084432625261,0.1481365705499562,0.16075822569740314,11.919243652373552,0.14261202429835168,0.3185463129498419
111,0.2116917587424579,0.2560670179742816,0.15078004686317095,0.16513990591788155,11.919036377560008,0.14160995527691694,0.31320846098952176
112,0.20398844092300064,0.22645006004188745,0.14468609255093795,0.15501861668350855,11.920492544103023,0.1365229222657425,0.29924518580082804
113,0.21047141502744385,0.24692508097117147,0.14631483341905882,0.16301914126696912,11.919611742419582,0.1449138346202248,0.3067369166897928
114,0.1947720534180438,0.21855847338964748,0.13469962211234904,0.1494562232401222,11.91854550914159,0.13036163371621765,0.2992471975202744
115,0.1936684093242021,0.2286556109967124,0.14037008951531676,0.1516407788176799,11.918695910410449,0.13293986764204288,0.2936246305410015
116,0.19414270420869192,0.25131964659024225,0.14006318429760126,0.15620826213724084,11.920162244754678,0.13847646408248693,0.30600218878438074
117,0.186333285656292,0.22621736723198815,0.13079208857947733,0.13993886503435315,11.920715361833572,0.13075609630461604,0.2842108894995338
118,0.19305332458170596,0.26036681793630123,0.14056993734727546,0.15085364409744562,11.92035976227592,0.13948119563482156,0.29908847080077977
119,0.1967589916576716,0.247105259494856,0.13749839491210877,0.14607055787928402,11.920285829726389,0.1369131451886561,0.29032640312906616
120,0.1857789883645074,0.23626521320359128,0.13643387260195927,0.14046368593837888,11.919902122539025,0.1374602058203891,0.28675491258036345
121,0.1932795684607256,0.21774643584079031,0.14521878580456937,0.1456137130347391,11.92262395620346,0.13869335749630063,0.2934594691032544
122,0.17522099169974142,0.2201524935533396,0.13298058395628773,0.13935534553602338,11.921408593654633,0.12606960543919177,0.27212370905142863
123,0.1808854774094354,0.2096594042959623,0.12962082722224294,0.1429160617874004,11.919671783613603,0.1314092583091157,0.28541319610903393
124,0.1710456575133971,0.21159198563545945,0.12728468743576246,0.13548389901298769,11.91958592997657,0.12003281710415402,0.2723855908960104
125,0.17788491483278027,0.2056094093594509,0.12850860247854143,0.1366846735123545,11.915106628491328,0.1234873462182639,0.28261265408639846
126,0.17420626025742444,0.2184798339905683,0.1283471582379813,0.14046759584452956,11.913617578645548,0.12873150990344584,0.2817976063754606
127,0.16322483522565784,0.20081862767274755,0.12407544420857448,0.12859496291493996,11.909182846546171,0.11917522712056304,0.2712453019406114
128,0.1639170865495948,0.1889253170677246,0.11780091049731709,0.12668941458925986,11.905980643771944,0.11928395786089822,0.26636795460113455
129,0.15696069443794458,0.22162818095530384,0.12442738794517226,0.1320033719879575,11.906933856010436,0.12095812537674126,0.26102621287006783
130,0.16176823772756116,0.23663388795685025,0.1245262931545519,0.12803794565843418,11.907556312424797,0.12479452062915596,0.269472376239009
131,0.17121715422131514,0.2333233581485752,0.12145854570411668,0.13165283793719804,11.91230912391956,0.1294126674603281,0.2730984180700034
132,0.1535332759315344,0.22091524286243397,0.11819534872590404,0.12323612018954008,11.913299914449452,0.12309088510851009,0.2657681931860936
133,0.153869075820041,0.2469910406274721,0.11697677233279116,0.11900339504354632,11.916615781031156,0.12610274490064263,0.2505633831680872
134,0.1546366281198481,0.2346782627909516,0.1134554330662756,0.12705504383484367,11.917574663494907,0.12146732071143856,0.2517365232281583
135,0.1608294887091255,0.24527081868682915,0.11696817325211542,0.12353100049915876,11.91823798418045,0.12571024179519358,0.2600703011965379
136,0.16333700790779576,0.2535996857830988,0.11755217386896467,0.12405571801632288,11.916662482654347,0.12923836857597862,0.26583741040518266
137,0.14232096910321465,0.23764795963652433,0.10917829439443136,0.11078687331911811,11.914450697600842,0.11480520425728806,0.23014949908097967
138,0.14619528511035684,0.22036200571854256,0.11092837870073242,0.11403192733288615,11.916369727679662,0.11347153798745171,0.2292746692481968
139,0.16197546461644846,0.24936525393767575,0.11786859372642072,0.12389719512359036,11.918315561194168,0.11930842812649815,0.2565493743262581
140,0.15459277281825917,0.2434554369875083,0.11490728876725329,0.1194505286915782,11.918894628683724,0.12313531248253726,0.24816933757550008
141,0.14442962115039912,0.2507950556046592,0.10928482927071552,0.11009417397214012,11.917688846588137,0.11491149642028003,0.22716095444205145
142,0.1478015425113531,0.24459282750888775,0.10936691799973387,0.11203804109018388,11.91836746101794,0.11045672173523122,0.22480076162473245
143,0.14302180140221027,0.238746806119497,0.10965160216160472,0.1140037910195022,11.917948018936883,0.11577805157528843,0.23537806849515833
144,0.1551006074725209,0.2271527885704448,0.11349157307995485,0.1171667987597175,11.919965398311614,0.12098869925830512,0.2401324969387668
145,0.13967338105281576,0.22506176005117595,0.10600788643350824,0.10789899107767267,11.917486077547071,0.11722514635905446,0.220090435465064
146,0.15018175261874878,0.25558174478355794,0.11204759064241356,0.11137003363326713,11.920471771196883,0.11651745841600528,0.23478813041504976
147,0.1418889142382382,0.2406433223996584,0.1102518115658313,0.10931386048018578,11.92039001506308,0.1165377282196396,0.22387978604466124
148,0.13558751725873283,0.23265676647879,0.10339858897496015,0.1007821406237781,11.919985239505769,0.11174489439703351,0.21448700312141547
149,0.1308761303238994,0.23458239470519832,0.09920613886234128,0.09892634387275703,11.920179686546328,0.1074044981436427,0.20530343948699095
150,0.14174240770772462,0.2238040738971904,0.1051441200125294,0.10505807598819956,11.919612805951726,0.1080440084139506,0.21671197507256532
151,0.1396667116580324,0.24860448316515735,0.1070907986069825,0.10551994906960648,11.921190050515262,0.11785203603688968,0.21678068675713516
152,0.12682050673100043,0.2258222384611145,0.09875306947506032,0.09771857450250536,11.92047769914974,0.10408180263518106,0.20747528482666788
153,0.13234951139730944,0.25601262676840025,0.10297600988003355,0.10102236553073109,11.919971086084844,0.10805820602796631,0.20287154195830223
154,0.13520633726979472,0.2394433336310266,0.09846917928264635,0.10056399404337364,11.919552068321073,0.10778997902390222,0.20314811640664152
155,0.13521570060402155,0.22037546203767017,0.10189071027562022,0.10338546600329077,11.921942451825508,0.10816804230819609,0.20320324149603644
156,0.1296054336319988,0.24059777976945043,0.0970453106216155,0.09830965471408534,11.921955936230146,0.10369206993796286,0.1927103943644876
157,0.1335140759834931,0.2588419554209927,0.10029711454117204,0.10068325637257658,11.919982836796688,0.10621192719289949,0.2028307222614163
158,0.13037365524186975,0.25743823614334915,0.09886956594418736,0.10006670471887257,11.92151313411946,0.09840649625741292,0.19493768467391664
159,0.14167787864737744,0.27139060294056044,0.10494885521475224,0.10675927641845884,11.9221463570228,0.10654113445225236,0.20717894981958365
160,0.12449995991449024,0.282473437851522,0.0996081557738163,0.09769042082397002,11.921801249186196,0.10097765481755644,0.1846751116069132
161,0.1271071498118718,0.26876254770017804,0.09590940206544474,0.0993119582888626,11.9212873351985,0.09958355941820296,0.1879781166238612
162,0.12815258955248657,0.2937103815908943,0.10125530308792612,0.10387715488295292,11.921530253357355,0.09940431376231744,0.18870255721541232
163,0.12537070791170532,0.29274088819511235,0.1016982657374905,0.09635725775400976,11.92254122098287,0.09752935850771056,0.1795237529182082
164,0.12574153899764404,0.2826940214621242,0.09834253492667094,0.09889978295328414,11.922740291271891,0.1016508984559385,0.18608475931520976
165,0.12400046062018526,0.30389794569716533,0.09808912168798112,0.10052114035934208,11.92273521628873,0.10601467566712844,0.1819142957272775
166,0.11803763278578294,0.2906659054358236,0.09715466054867168,0.0943522985492434,11.923162978887555,0.09986008167404428,0.17296038222100055
167,0.12219989607997592,0.2939912766197939,0.10052081079592402,0.09659936823564666,11.922290690739947,0.10157887828752918,0.18244012757330327
168,0.1174071658003543,0.31933280996027147,0.09476500921300612,0.09220115282699803,11.922338380416234,0.10424265642596278,0.168859962226921
169,0.11383659459993636,0.2853932800741556,0.09120736179898518,0.09285443085927245,11.92032427745953,0.09906548081475888,0.15774040092448038
170,0.11620772431515866,0.2976266664472666,0.09754299928956642,0.0944970097625628,11.922760848204296,0.10506007496474518,0.17060196122809038
171,0.11030281105056584,0.32894901255064685,0.09292193809524178,0.09115764613538473,11.923360789975812,0.0987150071210466,0.15871497720001718
172,0.11182130332149212,0.32231668061874014,0.09501660655951127,0.09030609690007228,11.92332104903001,0.1029664237348302,0.16071587902689843
173,0.11149056297272623,0.31028555459441975,0.09217863240337464,0.09155225062331317,11.923509339491526,0.09502329772803932,0.1599429373855929
174,0.1064391055233067,0.338667687685908,0.08922072197310627,0.08931856931516582,11.922185153730457,0.09469760073609548,0.15178078810047163
175,0.10911207206308753,0.3110793252931313,0.09576262444024904,0.0949015923099415,11.922525818230676,0.09841778432289788,0.1559295878213431
176,0.11102777420698356,0.301304478693055,0.09203362583066337,0.08972901317091393,11.923646607706624,0.09519043259529604,0.15688342384591297
177,0.11247302365784602,0.2983784992049666,0.09329295113014104,0.08917004886704187,11.921575339511037,0.09245268855281824,0.15122511543963543
178,0.10806512470695782,0.3148714442597702,0.09158630665236464,0.0883108070702292,11.923200989837078,0.0959785149037919,0.14758485303117105
179,0.10541471758569104,0.3033801374064448,0.09048456835153049,0.08394392750712788,11.923756583170457,0.08750133509488983,0.1409396592429594
180,0.10230877950278566,0.28902741553261874,0.08960113931680098,0.08433236754726528,11.924171389095369,0.0920584719025773,0.13916753264410156
181,0.10568875686952932,0.3121566577255726,0.09440975373145193,0.08942775222438774,11.922936910583129,0.09758575498025215,0.14638356503564864
182,0.0993420223738732,0.2902354916371405,0.08825691966567098,0.08491535424365707,11.924158875904386,0.09244437195846568,0.14466217342200444
183,0.09943933536054655,0.2861047070659697,0.0871495732688345,0.08464042693164876,11.924260524186222,0.09035955601090488,0.1407477477175259
184,0.09920672996810116,0.2768368556722999,0.09028894857037811,0.08539977464711339,11.924375350795575,0.08734826793873006,0.14145986944074845
185,0.10071735454922807,0.28334204740822316,0.09235365187050774,0.08726334412832086,11.92438074133613,0.09108598162420094,0.13552472688024864
186,0.09714353860666354,0.29021910969167947,0.09038069824455304,0.08709015241801375,11.923575520515442,0.0888502282400926,0.13977144630488886
187,0.10208281340254914,0.3021151072838727,0.0925312938168645,0.08724463213002309,11.922319277008969,0.0927932433652408,0.14034202177491453
188,0.09828739470347415,0.3042336860762946,0.09057564847700468,0.08642888854162513,11.924239936159616,0.09045100668784774,0.13475842104526237
189,0.09371846568925928,0.30031447533518074,0.08649014568488513,0.08088991438059813,11.924224416999255,0.08200802502192636,0.12142320023849608
190,0.09712414320148084,0.3086198877543211,0.09150650978110551,0.08918824460653757,11.923452550874035,0.0921644678977221,0.13434623173954016
191,0.09644492520740078,0.3030543048493564,0.08833229904085761,0.08398180361837149,11.923759193131415,0.0914137797675373,0.1263558999022567
192,0.09308166380803816,0.2855721154250205,0.08597805216309748,0.08350119974767399,11.9233666026231,0.08590407274095924,0.12132433676283416
193,0.09328551184976608,0.2779259012732655,0.08873402447594951,0.08280915897127918,11.923513493117165,0.08573687001517875,0.12558079195661925
194,0.0934812714509793,0.27389967411756516,0.086599413560526,0.08466694544767961,11.924476835657568,0.08623064905801352,0.11953141844194186
195,0.09733206971275916,0.26572361131947414,0.09101296460139566,0.08675198654369028,11.923814583908428,0.08853411638056455,0.1297328465215459
196,0.09452262135767718,0.2559390037192726,0.08611006822391618,0.08401586418833838,11.924448934468357,0.08719453700921602,0.11944705983623864
197,0.0906931294768583,0.26801196081598977,0.08559005749993957,0.08060119356581032,11.924412807421898,0.08001778957391666,0.11545729908560004
198,0.09270046977326274,0.28252053867025234,0.0856244102663671,0.08303639156193557,11.923162111464668,0.08495361946883019,0.12037770903522246
199,0.08629773826219096,0.24383595009136047,0.0819124721569895,0.07973954157063329,11.924743226345848,0.07934833166721299,0.11053890425309136
200,0.09069167775596725,0.2451787201436953,0.08759725229564781,0.08413482140961358,11.922577309257845,0.0822087627430764,0.11862901961689608
201,0.08566146538803532,0.2461850952822715,0.08122463941773665,0.07886343950699286,11.924555783762653,0.08172202623632559,0.10737387973886844
202,0.09279278539110064,0.23306566331087164,0.08591940126999087,0.08487702802945436,11.9247598250707,0.08529124287736561,0.11581223107014713
203,0.09288621384517425,0.24350990070444015,0.08725120849543955,0.08408792300669607,11.925052096162524,0.08481569924995049,0.1230069660814479
204,0.09267661385681658,0.2369830784111939,0.08656613753798108,0.08271257451269776,11.923807116115794,0.08455004275184246,0.12159528520791546
205,0.0917409381136389,0.24231199490734273,0.0855505880234497,0.08353117640065245,11.92184065019383,0.085315709002316,0.12054149681506188
206,0.08710416508327443,0.2348272067805131,0.08430843950794419,0.08112053010369312,11.924316530642304,0.08206216330290772,0.112051087701203
207,0.08989051438103883,0.2126018800427792,0.08482419834585815,0.08351185125094361,11.924401785646166,0.08268586227363399,0.11427414421258228
208,0.0901784550709029,0.23582899446288744,0.08485860957460868,0.08270942930936474,11.924216985702516,0.08591568737756461,0.1150785701510568
209,0.0939594395691529,0.21849072540903255,0.08867394486220465,0.08585740357044745,11.920574845636592,0.0878062763738192,0.11542634244039152
210,0.08725976483297668,0.2337739730423147,0.08387603654733135,0.07850663099882448,11.924226352397133,0.08336247245593272,0.10837809738089764
211,0.0891498792974744,0.20922100243883,0.08356366924098915,0.08121582768349485,11.923746517726354,0.0841594355456023,0.10914759535118816
212,0.09033754848443516,0.21279230964783993,0.08401664064842321,0.08032167517707091,11.923903202309328,0.08463734451321546,0.10522813803384988
213,0.08234156408746328,0.22354103498919695,0.081015920401445,0.0781097943333655,11.924167605007396,0.07868010178693415,0.1008310267861816
214,0.08708331390374863,0.20239814727313135,0.08109427806497975,0.07739103568154712,11.923903221593184,0.08141716745607978,0.10335466820979491
215,0.08725215216939587,0.20289677854937813,0.08410249770683952,0.08068408515166746,11.922279856421731,0.08215392096793618,0.10681487096007912
216,0.08542159790746294,0.21109648148046323,0.08255076376584972,0.08018632408320195,11.923046112060549,0.08395862450230528,0.10202270842426896
