step,deepseek1.5b_sync_8gpu_lr3e-6-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_8gpu_lr5e-6-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_lr1e-5-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_lr1e-6-rollout_corr/training_log_ppl_step
217,0.08645456138907409,0.20684156900582215,0.08171099858802998,0.07951435429412265,11.923762036092354,0.0882820905721251,0.10133984148208248
218,0.08919876041112557,0.200409453784771,0.08485905457960649,0.08582958752651595,11.923416098551964,0.0874425676423319,0.10394019876726016
219,0.08545186269911938,0.20707649899715627,0.0817500981502235,0.0817859259130823,11.92256985315636,0.08412933533149276,0.10001301597367274
220,0.08529429952031933,0.21065549064358627,0.08248016258320687,0.07889052935561902,11.925133076581089,0.08681758509037342,0.09769144246238284
221,0.08535110056343512,0.1950644983013195,0.08139757431556725,0.08074542271449815,11.923515018188592,0.08382061293256508,0.0973481257497042
222,0.08330810192856006,0.1999461180013087,0.080425970765969,0.07725554994350775,11.923640821919296,0.08182408604382847,0.09256644641573077
223,0.08418040978722274,0.1923235003767466,0.08175621875852812,0.07880082458194176,11.9249126227463,0.08880176742612901,0.0953046416019788
224,0.08372738790134654,0.18682298887762483,0.0817819296027578,0.07825877100584053,11.9250063671582,0.08325078576389286,0.0962165101502453
225,0.08536290380643771,0.18352869371193703,0.08166897653617249,0.07936231434789741,11.925253672259194,0.08610761310652985,0.09573074268439832
226,0.08153201969218485,0.1820453677016,0.08195353273524318,0.07981001859827136,11.923656663473915,0.09083907832973637,0.09368374657596608
227,0.0802396195649635,0.1809685959359976,0.07815702646356923,0.07834411812079854,11.925329729038124,0.08435711105751882,0.09471858773490806
228,0.08263328095781616,0.17984596859767205,0.08103068120932827,0.07805861554346806,11.925313476253958,0.08810024659760529,0.09376911485257249
229,0.08106499326858306,0.18969142635318417,0.07980745215520627,0.07822414125654507,11.925377107718411,0.08607548445434077,0.09245346119278113
230,0.08190671554425867,0.20413556770869976,0.08191550427064713,0.07770195514471694,11.925276703493935,0.08895462004390235,0.09218037767313056
231,0.08509963101823814,0.19160340014086277,0.08394473913093944,0.08113041471435943,11.925105328219278,0.0875970342506965,0.09689355889139206
232,0.0886362251243554,0.18364976192134672,0.08330819187888308,0.07978279357992632,11.923875577207925,0.08841974357589304,0.09391616767204956
233,0.0806749814716903,0.17692023008647892,0.07996841701346316,0.07701477362636731,11.925193628243038,0.08244507446458253,0.08791456436518126
234,0.08407734619380024,0.2072284491042848,0.08468355354852974,0.0816701859214597,11.92406359740666,0.08680892253323691,0.09177690459029308
235,0.08122338612117125,0.18461774391363617,0.08315070490569396,0.07891359456359993,11.925059236798967,0.08457525886478834,0.0900361986499966
236,0.07579645101213828,0.19390618385471128,0.07739469604538976,0.07538328982032412,11.925041317939758,0.08336635606247,0.08893224325230611
237,0.07947641881540991,0.20418910602004164,0.08180414524395019,0.07654776495643133,11.9253331089721,0.08393985063920976,0.08756413946572977
238,0.08295467683675294,0.18342688070886112,0.08028487077654274,0.07912886842305578,11.924537860295352,0.08601476871218457,0.08956011572521866
239,0.08253255405551976,0.20104908442159217,0.08612189057748765,0.0818699807756477,11.92451734753216,0.08950725321035581,0.08907834880810697
240,0.08140106643669498,0.19320146149645248,0.08088978564469577,0.07796267619547011,11.924844823564802,0.08374917841380618,0.08846223963988259
241,0.07802437441423535,0.1789797113531015,0.07882922768211839,0.07668373162265528,11.92552088989931,0.07711820712532191,0.08561129319653112
242,0.07855642786016688,0.190953183736253,0.0794765491895801,0.07751734379332426,11.925343832548927,0.08123393347661477,0.08360133732494432
243,0.08567847450030967,0.19437878899690175,0.08174956924437235,0.07917894852968553,11.92345435479108,0.0840154636803513,0.0870466007530922
244,0.08083221451552408,0.17530454283749516,0.07929986224986524,0.0760269722696848,11.925333225727082,0.0791574336323595,0.08477559675009468
245,0.08121914111483747,0.17889628537730978,0.07820550774869678,0.07631102421543222,11.925247703773389,0.08020738950178313,0.08589863884553779
246,0.07898057705606334,0.1970284106370447,0.07896263353430423,0.07599636435043067,11.92492333820888,0.08066069292656791,0.08451062588608779
247,0.07987075626181486,0.18193036876618865,0.07861099705438722,0.07640458968316399,11.924829852581023,0.08027240501798909,0.0858608460597073
248,0.08068621223076032,0.18448606076457635,0.07824816370183336,0.0773947422316861,11.925418097632273,0.08042282854708341,0.08585417544542763
249,0.08200026358244941,0.1847610982510735,0.08225899811043556,0.07838110207731641,11.925446375556614,0.08390340814143062,0.08968693831947779
250,0.08120721246232279,0.1933370521613236,0.08108130845219075,0.07704483546231958,11.92536547564078,0.08195171240144052,0.08740689959668088
251,0.07556549463984802,0.1777501299431355,0.07530489299790047,0.0724307210820857,11.924993317467823,0.07541742868040903,0.08394334787347664
252,0.07902345882030204,0.18432642688878395,0.08025829754081894,0.07762620158286558,11.925445348875863,0.0825564592593798,0.08479792493371627
253,0.0804882111842744,0.18242940687221185,0.08074318016985092,0.0776564632840238,11.925403828280311,0.0799329406085976,0.08987830355028181
254,0.08101640977720553,0.15942972468950883,0.08072699672193266,0.07768437842747605,11.925467017718724,0.08056940486242709,0.08678947588972126
255,0.07848125879995917,0.17817442506905004,0.07956408999784481,0.07811291816843939,11.92469711644309,0.07909644612720093,0.08931202132340618
256,0.07713985453264262,0.17890669826161246,0.07895964301168555,0.07408134798454337,11.923534690469936,0.07765427830249623,0.08542621629768857
257,0.07757020942808594,0.17585337952839147,0.07822393731025624,0.07585641826221416,11.924904002659565,0.07546537796992601,0.08768448414205499
258,0.07566633724938863,0.1766398388624065,0.07718183575538783,0.0753668976360045,11.922544240951538,0.07515161655653545,0.08232064439614892
259,0.07927313414760508,0.1761016343814968,0.08014151253949174,0.07835623056797142,11.92498930587488,0.07873241105027354,0.08794004907280109
260,0.0803521523019299,0.1571450154928459,0.08215954852390236,0.07979973130171526,11.923401267632194,0.08014434741432164,0.08677677793376562
261,0.07669385840417817,0.1584476155260483,0.07880314295401886,0.07532601613043384,11.924575584522191,0.07448002517533799,0.08604670648865805
262,0.0728600960977089,0.15376151703117835,0.07607325336484369,0.07289267313370312,11.925269719532558,0.07033894171427864,0.08138058982532177
263,0.0743428660650915,0.1647640358734255,0.07933961848695097,0.07510681907826272,11.924483679022108,0.07423683735746804,0.08259494186058873
264,0.07557012217584998,0.15870883157476784,0.07986500332955011,0.07570012829224156,11.923932725104732,0.07602475602004044,0.0859789699017524
265,0.07527858316316269,0.16211388449394895,0.07884920022281056,0.07242342772272727,11.925375952236896,0.0763201641427629,0.08649534671138481
266,0.0752162964316085,0.14400657581075305,0.07699497379574248,0.0731955103435402,11.925443875789645,0.07206523268624156,0.08455323689850047
267,0.07496696224627204,0.1349370900352369,0.07648609184183269,0.07325788742640395,11.92458802802222,0.07037852605457838,0.08449878340675118
268,0.0751355459246583,0.13196385108312825,0.07836466572480276,0.07455179284781564,11.923299871172224,0.0732617598876138,0.08937883857611774
269,0.07634304568637162,0.12646803956930386,0.0784059735306073,0.07766606269962556,11.925114801951818,0.07531547462644565,0.08679944087084182
270,0.07339982597085719,0.124921889157232,0.07597824015898541,0.0757598214655776,11.925339894635338,0.07045559990068863,0.08129117814333815
271,0.07547092224413063,0.12417562159723328,0.07838752877432853,0.07742139005416032,11.925444975921089,0.07323022665891417,0.08617916107514727
272,0.0738572921410839,0.122240153151745,0.07734974352537062,0.07491086522738138,11.9247523188591,0.07167075807228684,0.08403856415411849
273,0.07471474275016823,0.10984617951326071,0.07562287472232822,0.07388211767697199,11.925228468009404,0.0661510121749921,0.08254290441369735
274,0.07807123191797963,0.10205216667880967,0.0813701676171539,0.07696972619742155,11.925528726107638,0.07191370396779988,0.08645875487280519
275,0.07310294991015996,0.1123898009669834,0.0765940382455786,0.07131673213602467,11.925466549396514,0.06964490017250043,0.08474696270580329
276,0.07454787480252746,0.11343260842526484,0.07595251837379433,0.07378850523899827,11.925359977994646,0.07085087622464117,0.08290951598722202
277,0.07542653537529986,0.11147281151214564,0.07965154977070844,0.07471643092382389,11.925669991970064,0.07080918059789769,0.08731038642760652
278,0.07383414557843934,0.103119102857277,0.07717639858412101,0.07291260491021806,11.924161040782929,0.06881215894717793,0.08449089817249363
279,0.07239509083156008,0.10617591990032108,0.07859095635025629,0.07206562238173898,11.92491342710412,0.06764094771530765,0.08207330547922634
280,0.07915055330668111,0.10972491077248107,0.0810881699647077,0.07646621721103153,11.925455919083428,0.07530150094707669,0.08738052351767883
281,0.07618516219954471,0.10301784032049614,0.07944620892167001,0.0748931130250678,11.925504224887792,0.07102033711381187,0.08666298388748263
282,0.07281072976420054,0.10191514987596556,0.07517956469844027,0.07075202895000322,11.925410757746016,0.06730940271689392,0.0834254826881483
283,0.07437243505514093,0.10804990206318171,0.07807446409821171,0.07313028572146625,11.925483431134904,0.07059119962354156,0.0805651305649334
284,0.07078111810019104,0.10536966794844424,0.07348452181932294,0.06938899363360732,11.92570481470653,0.06632016438022986,0.07894424733165532
285,0.07251410500305754,0.09896587238242652,0.0783649407007033,0.0714618646254001,11.925496694019865,0.06971808167174459,0.08476486635952503
286,0.07376700975163299,0.10363074314878568,0.07711269238445145,0.07127025922760367,11.924940199511392,0.07295034958032083,0.08287973752012476
287,0.07252944227019768,0.10704769842988372,0.07644173580014871,0.0713703160996529,11.92378873995372,0.07258403824212459,0.0824731817522731
288,0.0754337691797469,0.0980410427283986,0.08022606133904663,0.07296996226811663,11.925313992159706,0.07082086012101257,0.08098924969090149
289,0.07169330592846453,0.10714968249483622,0.07521434695015407,0.06844983823248185,11.925193100316184,0.06835512599450941,0.08055336296383757
290,0.07238122439594008,0.1048712737422872,0.07767476256164473,0.06851247964853731,11.92330345937184,0.07057325849924588,0.0827350877930018
291,0.07316508411895484,0.10009170824793193,0.07496691364628662,0.07024531678083197,11.923044747965676,0.06824625367557423,0.08372302835892984
292,0.07283002442962147,0.11097869277597427,0.07657443595373825,0.07142685536916057,11.925466207095557,0.06601388974967501,0.08289148637069095
293,0.0762118424550863,0.0911582279582753,0.080688567394845,0.07332660527899862,11.924118207182204,0.07499903794743266,0.08696210889045049
294,0.07358466805890203,0.10574407048682732,0.07787334819030631,0.07088126634009817,11.924808253560748,0.07098104913701427,0.08394826978052917
295,0.07456477730172789,0.10766828807627224,0.07871678541698379,0.07241514115847404,11.925233672346389,0.06538442237868759,0.0825214705908218
296,0.07148078693894715,0.10712037046547404,0.07735410434681744,0.06984319538848165,11.925232148170469,0.06617583620871575,0.08148725163252828
297,0.0746057795593515,0.10149070500240973,0.07644563051354554,0.07201591162205052,11.9252169915608,0.07397943499273862,0.08141934608992858
298,0.07402093774871901,0.10162092801720764,0.07791744986648805,0.06998306593838304,11.925117109503065,0.06816942693735913,0.08190289358485882
299,0.07346634366549551,0.0981048704850693,0.0763233645356238,0.07070324875530787,11.925459790229798,0.06957280659332389,0.07734211644090369
300,0.07341613708257039,0.10275892993041244,0.07654356811910348,0.06823595437648085,11.924147825310197,0.06883845657230941,0.07879034490753456
