step,deepseek1.5b_sync_8gpu_lr3e-6-rollout_corr/log_ppl_diff_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-rollout_corr/log_ppl_diff_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-rollout_corr/log_ppl_diff_step,deepseek1.5b_sync_8gpu_lr5e-6-rollout_corr/log_ppl_diff_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-rollout_corr/log_ppl_diff_step,deepseek1.5b_sync_lr1e-5-rollout_corr/log_ppl_diff_step,deepseek1.5b_sync_lr1e-6-rollout_corr/log_ppl_diff_step
196,0.00043927637450354536,0.00042047899109757414,0.00046583742428721255,0.0005830653095079634,0.001836886914767974,0.0006631662527575423,0.00035191229667848995
197,0.000455634178189257,0.0004250248086253912,0.0004540471021652337,0.0005734965573770582,0.0018686868670420831,0.0007910645870817297,0.0003232350137620545
198,0.00041929322122362985,0.0003836455860319229,0.0004858567113704534,0.0005453687791507698,0.001838561366586124,0.0008670372383738305,0.0003318458807011905
199,0.000401917210083633,0.0003710705333501378,0.00044572626901471287,0.0005666171374708405,0.0019118584254208732,0.0006864088235157727,0.00033719680510404105
200,0.00044896576476389783,0.00037579170136881914,0.00045944987348819975,0.0005638843296580376,0.001967658891397364,0.0006516249850495693,0.00032577762907079786
201,0.0004487564426978809,0.0003952735204814383,0.0004317444083339762,0.0005471527542597513,0.0019361560835557824,0.0008200891065977178,0.00031060031077437055
202,0.0004720009176199234,0.0004126968596314858,0.00044084960261655,0.0006172627328350121,0.0019077079883520157,0.0007598495378159521,0.0003444844826463057
203,0.00045207788542440887,0.000388860973763022,0.00047892205078569087,0.0006254823179594316,0.0020166839872087752,0.0007479106723787316,0.0003220323252224075
204,0.0004658660015026261,0.0004809971859869064,0.0004652500644280757,0.0005313879058907002,0.0018313448218738333,0.0006950523041308296,0.00034702384075863417
205,0.0005209081630615711,0.0003891555406233414,0.00042643943617041,0.0005810364300381226,0.0019032087396172917,0.000777661804559929,0.0003902017087312222
206,0.0004687976573294935,0.0004482432774129511,0.0004488445606279733,0.0005550621933733427,0.001951408558997555,0.000746100584335481,0.0003637658464065689
207,0.0004564690943267963,0.00038549387945160425,0.0004539861822578928,0.0006142503450435958,0.0020511695316859655,0.0007218922188950604,0.0003794682373122019
208,0.0004342604398364832,0.0003947271848848236,0.0004854449726460802,0.000593411439674376,0.001963413813534905,0.0007033707627163659,0.0003610002296061164
209,0.0004635429508985212,0.0004716497290760176,0.00044807682114840947,0.0005984382870048483,0.001933150431689094,0.0006932587429715072,0.00035240291474818804
210,0.0004663785923098441,0.0004048179247216798,0.00042940261784881134,0.0006164411237854495,0.00187418916646172,0.0006869944411598474,0.0003333520638262798
211,0.00044959933404129513,0.00034704483517792277,0.0004312343685504467,0.0006289256929325016,0.00221949645451137,0.0007708942145282807,0.0003882029960082216
212,0.000520556581793754,0.0003908904035354352,0.0004659712839982365,0.0006555779329821896,0.0019540997112498563,0.0007327231294105084,0.00035816363184401265
213,0.0004860756534791714,0.00039391497478357415,0.00043203677554712073,0.0005223449301739306,0.0018898450276430916,0.0006630692685168545,0.00034183793249411567
214,0.00045259470258269115,0.0003392198411528501,0.0004635206650957261,0.0005906805989197469,0.0018893603016348448,0.0006375512294363779,0.0003804167082080312
215,0.00042966532882706906,0.00035995655955460917,0.00045304177135570826,0.0005683783169126079,0.0018703582338110375,0.000598514296908351,0.000372290299485799
216,0.0004713788216402183,0.0003361439182122518,0.0004920339935679517,0.000638951262331827,0.0018796347692841664,0.0006463341796347777,0.0003791604457768172
217,0.0005108732517800194,0.00038443338197608954,0.0004490498474580627,0.000582547747748068,0.0018917906197726331,0.0006878081176618,0.000321582985098925
218,0.0005145405749274124,0.0004004976209265115,0.00047189204380831344,0.0006221613453296489,0.0018817130024475393,0.000706892189319556,0.0003722409879523317
219,0.000477035582683083,0.00033951777867897634,0.0004335723716931997,0.0005301021869041601,0.0018892483937783416,0.0007253955458209214,0.0003679853649956044
220,0.00045475024768535375,0.00039797542778417127,0.00041268586246897854,0.0006213039430157773,0.0018918795738665556,0.0007500130564209185,0.0003419078034930578
221,0.0004479521646813493,0.0003772038611465952,0.00043671366478938785,0.0005577813283451199,0.001896311693240987,0.0007744435951811587,0.0003621510492550328
222,0.0004930490658153986,0.0004199949464144218,0.00043146220662796015,0.0005900608034925278,0.0018447315479451472,0.0007964126079826883,0.00033096882433270025
223,0.0004632655011148147,0.00035474275606275197,0.0004152066314252972,0.0005497549917896032,0.0018763848963905783,0.0007704829687605121,0.00032932130173435326
224,0.00045678433479105703,0.00034662965600878797,0.000455285269654025,0.0006375122929425526,0.0018754031347191851,0.0006997080141445622,0.0003832752935216553
225,0.00048444135106494074,0.0003714049119857329,0.00045397950348951383,0.0006422327726650936,0.001862778833934239,0.000748647217354422,0.00038317172300139646
226,0.00047066976302241007,0.0003837934341222367,0.00044380849838507514,0.0006258826967744178,0.0019237767247592705,0.0006174241544130155,0.0003686456834735826
227,0.0005221182419283821,0.0003753725276641052,0.00042609888583911015,0.000682129813793476,0.0018775936435250675,0.0006790662272824951,0.00035841922262061656
228,0.0004748056311665749,0.0003337203815560854,0.0004559836865761705,0.0006887594586471603,0.0018538482048932243,0.0006893346790330194,0.0003370894348834624
229,0.0004808027046592764,0.0003969115695941515,0.0004433943293989891,0.0006078611375786833,0.0018823523731792671,0.0006289240045873612,0.0003688137149396198
230,0.0004999957383597714,0.0003913845319276961,0.0004378785166510271,0.0006301309492652184,0.001881809745516096,0.0007149751213262334,0.0003423683637773071
231,0.0005126986246764886,0.0003617838189829518,0.00043712153619294855,0.0005951748204634813,0.0019363462924957275,0.0006671568692103355,0.00041893892785083153
232,0.000488124095224407,0.00033898717945561954,0.0004540489064766007,0.0005921657619904731,0.0019025932187619417,0.000679375511708713,0.0004118193890187621
233,0.0004288007228626013,0.0003986938367469756,0.00044818031287483624,0.0006600359841038219,0.00187650237764631,0.0006693871317402511,0.0003811327445485072
234,0.00048623074581362406,0.0003922189472236655,0.0005051252538133998,0.0006719671127009199,0.0018477107797350205,0.0006837920608665135,0.0003940135483365867
235,0.0005745177691774511,0.0003893059276770651,0.00045439546528181976,0.0006853024992303057,0.0019395411014556884,0.000738918833716203,0.00036296724510115634
236,0.0004825762564223624,0.00038866369853259903,0.0004327027796112556,0.0005736905267109581,0.0019308226449148997,0.0006948578519422691,0.0003965924727741107
237,0.0004763095656290972,0.00041157426418305087,0.00043688171060441366,0.0006554194040933358,0.002022058648221633,0.0007437340534509957,0.0003635108917573203
238,0.0007035271904465518,0.0003533486905345845,0.0004197637746843548,0.0006708865753881942,0.001825312481207006,0.0006461929322897829,0.0003990369412502958
239,0.0004485328809285723,0.000365316721317615,0.0004672014856178857,0.0006549790781516802,0.001890019458882949,0.0006550640947427138,0.00040135665489948735
240,0.0004830682530588057,0.0004033423060766002,0.0004355179080025558,0.0006039317757478619,0.0020733926977430073,0.0006880753940616083,0.0003856891868932017
241,0.00046855546451745055,0.0003490086300189432,0.000443817863552712,0.0006191773976847902,0.001918867230415344,0.0006971866720837906,0.0003945088113404812
242,0.00048406796270903383,0.0003725909847064811,0.000414707300318572,0.0006248224465781637,0.001880563357297112,0.0007635301531172445,0.00042290484288258766
243,0.0004955529297561156,0.0003555382080085784,0.00037507169876739176,0.0005607250712071416,0.00188999403925503,0.0006568373726241707,0.00037473340852898216
244,0.0005253455736804708,0.0003411001564803552,0.00040856847399915015,0.0006796555707901129,0.0018631483827318465,0.0005898250510386681,0.00038710203744886785
245,0.0004883916177679846,0.00033884812520008315,0.0004538044426360764,0.0006234266723533273,0.0018468749695929928,0.0006822128699818327,0.00042513802397863286
246,0.00046059594198730733,0.0003754952564095063,0.0004263325997497888,0.0006005271819136934,0.001930147409439087,0.0007378140410933243,0.0004638835763525354
247,0.000501341063211268,0.0003707514378478374,0.0004663197602574407,0.0006784430650991136,0.001888805627822876,0.0007655630491653402,0.00047155330736505
248,0.0005498599145936075,0.00034768196327220345,0.00046114146932939635,0.000623396146999957,0.0018917390278407505,0.0006649394452103057,0.00047937109533529264
249,0.0005383762062137976,0.00036278559498002815,0.0004353375298748243,0.0007230786256122671,0.0018855566563813584,0.0006999462362135598,0.0004642505344694009
250,0.0005326785302202097,0.0003383147613343179,0.0004602921951498642,0.0006794066747643642,0.001916535522626794,0.00065508829598352,0.000518673759995636
251,0.0005527849517318971,0.0003650530219354958,0.0004368854942770538,0.0006368635898831789,0.0019202274935586111,0.000619729783293311,0.0004375771777394751
252,0.0005302146270793173,0.00038541708284097257,0.0004438491097918435,0.0006603498874230556,0.001951882668903896,0.0007166383158274011,0.0004239317203229849
253,0.0005526387309378933,0.00035204705842919917,0.0004411140465081913,0.0006411002310457218,0.0019490369728633336,0.0005961539568257076,0.00042953000807325513
254,0.0005470279519808653,0.00031871257788921036,0.0004431435350767288,0.0006479033611468345,0.0019560396671295167,0.00073279227077067,0.00047463710345299306
255,0.00051100733198358,0.0003224329130983373,0.0004604822656087996,0.000724045874817204,0.0021933300154549735,0.0006533997680557163,0.0004402725286705857
256,0.0004888531245432531,0.0003317039852331932,0.00044658053536472946,0.0006691741310856175,0.001930058002471924,0.0007286234299404745,0.00040760546790358384
257,0.00048581898557173984,0.0003238214000510919,0.0004680703718100804,0.0006445507940788745,0.001923727816429691,0.0007244330563659568,0.00042833274245379936
258,0.0004938375382298779,0.0003665089973580152,0.000416303606615235,0.0006081624495285117,0.0019700229167938232,0.0006444541279580352,0.0003991870750909536
259,0.0005577011187515615,0.0003780733273430796,0.0004114793890618206,0.0006206459179752114,0.0018916384262197155,0.0007043593512059068,0.0004484204219899742
260,0.0005660211867692056,0.00032824877361220436,0.00045569579352001624,0.0006929277780562353,0.0018977056378903596,0.0006869460796207142,0.00040086163517906296
261,0.0005145169123476733,0.0003195329878286211,0.0003895337046716783,0.0005882512243612258,0.001909918543221294,0.0007710209918227689,0.0004017610682075662
262,0.0004991614839553175,0.0003225830525141668,0.0003916334685805152,0.0005984957599904109,0.0020108274051121302,0.0006485834592502635,0.00041577000989584097
263,0.0004554849097752638,0.0002809580258166022,0.000417500602609488,0.0006198103266011789,0.001931325878415789,0.0007367278091713295,0.0004167301726567985
264,0.0004644371524562985,0.0003366670846996082,0.0004785090001151666,0.000597079118216987,0.0019346536069676497,0.0006978490378773311,0.00045859974320359097
265,0.0005343216656115146,0.0003469700420553988,0.0004434816441971634,0.0005940988416366761,0.0018691636513972628,0.0006387625144607564,0.0004181464994132966
266,0.0005390066944983118,0.0003799337028178871,0.0004160542114070929,0.0006352457872486242,0.001974280391420637,0.0006093132289670007,0.0004402253916850896
267,0.0004811585756436752,0.0003553656629406987,0.000425332481980723,0.0006513467893372846,0.0019148511545998708,0.0006270003699210422,0.0004220983858345249
268,0.0005189633674531804,0.0004296768372817894,0.0004254792084353198,0.0006308443575911698,0.0018936072077069964,0.000586600178844581,0.00042031700858223705
269,0.0005386194787290247,0.0003901350980696049,0.00041325578971888416,0.0007020718707260378,0.0019076764583587649,0.0005819603428412762,0.00041316377025405143
270,0.0005680702701318716,0.00041520082477015393,0.0004494029245382167,0.0006722784443505118,0.0018521572862352643,0.0005968024649215901,0.0004058126155889478
271,0.0005040126689920043,0.0004857747522317582,0.0004358588484737166,0.0006559596369522355,0.0019429496356419152,0.000666057069517373,0.0004163586931051549
272,0.0005140161187416485,0.0005705966315071603,0.0004122197416801431,0.0006065270537267982,0.001819821766444615,0.0006507359834367375,0.0004084491499407243
273,0.0005024491527464283,0.0005371914178665195,0.0003974760139239412,0.000611553297858336,0.0018543694700513568,0.0006246377709818194,0.0004309321521568085
274,0.0005543353550686666,0.00042542338903461184,0.0004640585439742175,0.000738128414963689,0.0018916440681672432,0.0006436867487704174,0.0004170911066694316
275,0.0005363723210896415,0.0003873727691825479,0.00042547112293823107,0.0006957801802979124,0.0018758952617645263,0.0005834870584467184,0.0004329316846549871
276,0.0005185524210896862,0.0005676645590495822,0.00042536102864822905,0.0006899425571999826,0.0018796171460832868,0.0006666101259253521,0.0004412125335175705
277,0.0004993989034005608,0.0008744120069250867,0.00043943504862330553,0.0006761264006627243,0.0020542144775390625,0.0007050432439058877,0.0004312329655744972
278,0.0005004051626258388,0.0005072092281881016,0.0003969654483488591,0.0006821520154668784,0.001950758695602417,0.0006966191845845489,0.0004350776804507835
279,0.000518686540959834,0.0003464147322685332,0.0004343447139960282,0.000667607075945527,0.002026627893033235,0.0007704599380247146,0.0003589661994208439
280,0.0005388075004702841,0.0005054016742301552,0.00042139479698603696,0.0006301414269012426,0.0018981888013727523,0.0007081661562911753,0.00047346494278001144
281,0.0005737858301372966,0.000517844403401722,0.0004382299608057398,0.0006622341988309307,0.0019368978514187577,0.0007397493118560842,0.0004347165543969403
282,0.0005488009256620555,0.0003883188022116787,0.00041341543495524623,0.0006082804046317589,0.001912395443235125,0.0006843464338492051,0.000417280266717452
283,0.000516351016390867,0.000379003564471771,0.0004501515457568737,0.0006216125993011209,0.0018936489309583392,0.0006883081454534308,0.0004120936981523872
284,0.0005297542652276273,0.0004465119456749802,0.00041717282760785,0.0006379268284035788,0.001967327083860125,0.0006546734266242881,0.00042804051797399977
285,0.0005021341891036675,0.00035797851772880867,0.00043396264750370504,0.0006411786931954049,0.001967207023075649,0.0006178646368638852,0.00041861546670088833
286,0.0004998494731342701,0.000407286686822772,0.0004250299106677796,0.0006810619858424615,0.001986782039914812,0.0006402973889086048,0.0004646615961874545
287,0.0005108862059159947,0.0003862365648322003,0.0004502734556000278,0.0006183125691559036,0.001955988577433995,0.0006434030067055119,0.0003878678004557747
288,0.0005309568329534952,0.000375565283895029,0.0004298029207293872,0.0007506379742579233,0.0019949615001678468,0.0006959994879111346,0.00040111808018679086
289,0.0004624076194478975,0.00039248450009740497,0.0004307191349539607,0.0007447609164377885,0.001928039108003889,0.0006760628522429988,0.0004355836325458994
290,0.00045814085256061786,0.00041792573189580593,0.00035964518688805437,0.000683190340438955,0.0018014107431684222,0.0005949247697057183,0.00042314738787415474
291,0.00046025351410889926,0.0004098797448349591,0.00043407943084346136,0.0006342366956767856,0.0020061041627611434,0.0005854482937416429,0.0004332690437994984
292,0.0005314283404703103,0.00035861025501687365,0.0004237916935981697,0.0006801768384118784,0.00222815786089216,0.0006642651625420598,0.0005115210826057879
293,0.000512698132024525,0.0005332480313403434,0.0004540343361676738,0.000664076107602164,0.001989128759929112,0.0007163667185558748,0.0004211986615336007
294,0.0005143380649577977,0.00030545562836586644,0.00041632713864055273,0.0006410157262940687,0.0020922141415732247,0.0006670478017618511,0.00048063238078854234
295,0.0005684300763530498,0.00032976285067640924,0.000396105021675977,0.0006612990974229868,0.0018747338226863316,0.0005955770269543328,0.0004915818988126677
296,0.0005148369239816198,0.0003552598899636322,0.0004076399226792525,0.0006327824745078203,0.001867830753326416,0.0006009830158763059,0.0004432981458266065
297,0.0004957417008142784,0.0004159197508273885,0.0004116671079461614,0.0007059805916706333,0.0018199716295514787,0.0005781704383483404,0.0004357804865898848
298,0.0005010644961675581,0.0004174379021442758,0.0004098271800836122,0.0006698620328838464,0.0018486874444144112,0.0005952630378170346,0.0004451263664502915
299,0.0005490097755085799,0.00024296965014624904,0.0004355836612013437,0.0006459424480738107,0.00207307083266122,0.0006351136838492055,0.0004251966697875344
300,0.0004887725936305842,0.00027757766656577587,0.0004111309897378432,0.0006121383893002985,0.0018843481506126511,0.000726695699229283,0.0004254803541714947
