step,deepseek1.5b_sync_8gpu_lr3e-6-rollout_corr/log_ppl_diff_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-rollout_corr/log_ppl_diff_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-rollout_corr/log_ppl_diff_step,deepseek1.5b_sync_8gpu_lr5e-6-rollout_corr/log_ppl_diff_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-rollout_corr/log_ppl_diff_step,deepseek1.5b_sync_lr1e-5-rollout_corr/log_ppl_diff_step,deepseek1.5b_sync_lr1e-6-rollout_corr/log_ppl_diff_step
50,0.0004170778123580021,0.0005250805212611454,0.0005726819265419181,0.0003945214739775184,0.002293926315083492,0.0005928180609160449,0.0004184073527966348
51,0.0004294013512955124,0.0004250743659518199,0.0004939352328639402,0.00042950986645744134,0.0024060707995280004,0.0005817213237925501,0.0003685661485860692
52,0.0003751603453027105,0.0004658881286758287,0.0005880114161836667,0.0004131800964059956,0.002413879335065195,0.0004408140099869229,0.0003430935524358409
53,0.0004028547967841497,0.0004603127863354927,0.0004980112706909111,0.00043540373823740193,0.002484906820704371,0.00050579026949256,0.00039297254142473486
54,0.00040821366477447135,0.00048127614099600143,0.00046423013116920976,0.00038985806025219715,0.002042894009858943,0.0005009923383779226,0.0004087296660344464
55,0.0004406651445495486,0.0005252773222398501,0.0004776345158738766,0.0004177316414185091,0.002326183422925309,0.0005902353617516708,0.00039805137491987847
56,0.00040275204271467423,0.0004842907393481255,0.0004898922396747123,0.0004637269807789998,0.001954682683087109,0.0005377031987287799,0.0004082388014163977
57,0.0004116247456073851,0.00046060848580366026,0.0005034807216131149,0.0005157369441444883,0.0021910212918345886,0.0005591502442379485,0.0003755169560849407
58,0.0003887646148304687,0.0004631055773001792,0.0005610713359374131,0.00047244612621203226,0.002369880353574429,0.0004947517391176209,0.000391305300404244
59,0.0003555460202624956,0.0004969673181889789,0.0005235776086877985,0.0004783707989520822,0.003255668167519022,0.0005785867264500898,0.0003722785138519236
60,0.000424345064363338,0.0005192885877358137,0.00048101941895595246,0.0004450065619824359,,0.000527969780441915,0.0004189463713667463
61,0.000397049861163249,0.0005394529573966171,0.00055004352298676,0.000485735576148727,0.002218063918402515,0.0006559117791915054,0.00040036449580864225
62,0.0004471417404394471,0.0005159864308044043,0.0005493378073264665,0.00042487491868078346,0.002146764066028168,0.0005084860462635074,0.0004073270718187416
63,0.0004143330744784036,0.0004840172737495334,0.0005557707356285569,0.0005143343868744742,0.0021747861291855925,0.0005279735375567766,0.0003813061407475454
64,0.0004042993712434711,0.0005031364204843145,0.0005608538309878405,0.0004865052064872089,0.002184786279810526,0.0005971274906154836,0.00040356005003729936
65,0.0004498756351336864,0.0004555464865736787,0.0005261995051136537,0.00045564067478326686,0.0019411797631995607,0.0004778284747796338,0.0003894053415663058
66,0.0003691754535205328,0.0004933781960499983,0.0004680968727456047,0.0004169317188760553,0.0022242442779503925,0.00047954563131909146,0.0004040560750364992
67,0.0004050185411537962,0.000694609390896068,0.0004734290174951639,0.00041149799753062633,0.002087655785701294,0.0005800979682638015,0.0003799157685187067
68,0.00036755953090475104,0.0006095154160328476,0.0006194802740024075,0.0003786780237122072,0.0021575233041062347,0.000505617925180483,0.000386037899928862
69,0.0003529976369052108,0.0006876436986559407,0.0005507465752373264,0.0003811907120690393,0.0020611484956805457,0.0006311927910717584,0.0003740493568939614
70,0.0003879802295829437,0.0005464349050522575,0.0005508040740488235,0.0004195321254405243,0.0020267582702217625,0.0006088193099630147,0.0003822481110323097
71,0.0003718030303954123,0.000623312036573135,0.0005684707994970786,0.00041892632693123487,0.0020032640539049624,0.0005585711729736431,0.0004039343761688553
72,0.000395828554644595,0.000578300859211523,0.0005591677634872492,0.0004116177064620361,0.0022696321877864662,0.00048153081188827073,0.00043430295456151465
73,0.00046429967774801954,0.000487868724505347,0.0005741962414885091,0.0003885210840933712,0.0022447574963280204,0.0005974374439796431,0.0003902057505439832
74,0.00038117734989883946,0.0005377115352507061,0.0005276183224898551,0.0004333863837251645,0.00317025623165618,0.0005464368241194149,0.00040790277651382874
75,0.0004563390330629444,0.0005291054964952256,0.0005448891442865599,0.0003763133353757553,0.002603658428998802,0.0004513219325276839,0.00040049758139525137
76,0.0004175979567930317,0.0005643950238679215,0.0006354650739036803,0.0003992101175987134,0.002873726158763612,0.0005613620969081389,0.0004211724900478941
77,0.00046032457833770256,0.0004996939741593115,0.0004968903735743879,0.00048754612063275785,0.0031223191522258276,0.0005009838011298078,0.00037827277315438136
78,0.00042761048533410193,0.0006172589753409615,0.0005712073990288502,0.0003840791933315614,0.002283287618774921,0.0006719293985822462,0.0003775434082559146
79,0.0004377440474971425,0.0005632359434255669,0.0006696701031181362,0.0004390169232616851,0.002556930195251797,0.0005898049154795208,0.0004063720516014546
80,0.0003312901697209251,0.0005541008172765425,0.0007195765811063113,0.0003873261758687987,0.002423122209230704,0.0006841925016455466,0.000372347852524064
81,0.0003981323488616047,0.0005697954606627844,0.0005907996132864788,0.0005152703745306805,0.002044230444024673,0.0007031509506824867,0.0003851410645680852
82,0.0003819860018222083,0.0006073556774280956,0.000469138399989788,0.00043385371958389144,0.001884019196107302,0.0006963865073176024,0.0004246202471534843
83,0.0003972347565479595,0.0006834300907287743,0.0005448381712790737,0.00048235316497766687,0.001946461636891953,0.0007786267456302605,0.000373281429564019
84,0.00036259680625851223,0.0007050893148706982,0.0005423651730882722,0.0003814449518898755,0.0022068040231136943,0.0006193808447879487,0.0003840714234654211
85,0.0004152861784358919,0.0006756274134461723,0.000475899461770539,0.0004521672273402907,0.0020457627261317897,0.000645041457870961,0.0003858929737092575
86,0.00036541392470318694,0.0006087797717810872,0.000452800734178681,0.00043138457231589334,0.002114967767233288,0.0006349507264165901,0.0003806349435244445
87,0.0004606788505463711,0.0005520862520846118,0.0005597407376306242,0.00044946716097197273,0.0020177827589375535,0.0005493207535870846,0.00035948080281816434
88,0.0003713817169977414,0.0006143091262997955,0.0005700410414197993,0.0004176574566425315,0.0019478217991945712,0.0006139330479773738,0.0004184204472475361
89,0.00037870319410983127,0.000569607800433627,0.0005275955257137718,0.00044855825780390745,0.0019749298391450957,0.0005795877422630466,0.0003625641067849186
90,0.0003784199626586653,0.0006347976172049273,0.0005239061626939799,0.00043500750373342206,0.00195350709635442,0.0006124462992213625,0.00036955810678510455
91,0.00040043632615967343,0.0005945629504514875,0.0005537539111794946,0.0005334151295778056,0.001972855467685358,0.0005788219784966216,0.00037944344772237554
92,0.0003428344963746592,0.0006503203407832141,0.0005470646001196569,0.000534929639203793,0.0019769517950610155,0.0006515800250781467,0.0003451008810879146
93,0.0004191296418202671,0.0006012788156687526,0.0006366165492091241,0.0005001279835168404,0.0019719295518438296,0.0006017071546174131,0.000389909193955873
94,0.0004059429404018775,0.0007006686186889203,0.0005951430083712239,0.000491135399015331,0.001930852749445386,0.0006014503118519445,0.00039881183817271906
95,0.0003836368276795257,0.0006882407233419485,0.0005994030890755872,0.000448699153108123,0.0019100670343625168,0.0005913353884380274,0.0003752998807416884
96,0.0003610680900993806,0.0007975041330400687,0.0005602850396306488,0.00042004932512687754,0.0018856087745344097,0.0005157579447811822,0.0003275045137686818
97,0.0004121289706906857,0.0007766056173884886,0.000575257174573824,0.0004233395298892584,0.0018631288491225608,0.0006064813603508074,0.0003982418543922123
98,0.0003648878903501746,0.0007008582353857188,0.0005247081863358733,0.0004003396468914256,0.0018742122948312671,0.0006208714471161633,0.0003961852921636863
99,0.0004290983646515586,0.000781560413674685,0.0006069618887974706,0.0003873903739740537,0.0018970923135797917,0.0006476546795722372,0.0003791199402518339
100,0.00038746856698241737,0.000701044187280786,0.0006123212400522885,0.0003989999311244219,0.0019252889579892609,0.0007202041265697647,0.0003603410558607071
101,0.00040195553593047606,0.0007795370688415316,0.0005722607719381553,0.0004451627774772403,0.001912816377201428,0.000650061395342082,0.00038011237312895487
102,0.00033032816936146155,0.0007029202791895123,0.0006278760383827105,0.00040685368930148686,0.001932999125074275,0.000645951093982181,0.00037226685914030594
103,0.00038954343879140654,0.0006142597244912682,0.0005722004339908958,0.0004307656266421743,0.001961593247823796,0.0005993231363354632,0.0003384810803176728
104,0.00038256158583375343,0.000745293006081524,0.0005866304737368541,0.0004316797478593752,0.0019160686642862856,0.0006868610868818472,0.0003869481345633277
105,0.00040040169521160816,0.0007374334128003819,0.0005666443251951792,0.0004283557457824827,0.0019297742294535664,0.0006560231360134864,0.0004141485067699809
106,0.00038929779282170784,0.0006786104779252668,0.0005127582713135954,0.00042494609145378383,0.0019407631315839207,0.0006796517915827533,0.00035081314717222954
107,0.0003886711270005045,0.0008692490357409616,0.000555119235595417,0.00039757383504608737,0.0019518269464518223,0.0006476991443773643,0.00039767743236379395
108,0.0003872500988158287,0.0007190513174095571,0.0005120283813306653,0.00040433909442790954,0.002042963946634348,0.0006384770031310603,0.0003292457802587023
109,0.0004231701559159973,0.0008479388379025615,0.0005331782593776509,0.000407980118126922,0.001903396787266472,0.0006633193341236793,0.0003538419637368948
110,0.000382127337959945,0.0013895223653674436,0.0005287822650948661,0.00040163782103314185,0.001913024738087188,0.0005803497167840356,0.0003762945431054461
111,0.0003804336871613295,0.0009514022740229716,0.0004957594044613854,0.0004108361626694287,0.0019005692088147484,0.0006219622632492026,0.0003748831043188469
112,0.00035816631091135703,0.0009624542708122266,0.0006526978287790067,0.00043271388345579554,0.0022106115802264176,0.0005879766328083592,0.00033136659804947993
113,0.0003853272963919521,0.001046655750352146,0.0005866197269054654,0.00043276143442224935,0.0019035192017327065,0.0006063449327794759,0.0003785101963530462
114,0.0003746077554237328,0.0008119371193989385,0.0005908998173891832,0.0004051088824738935,0.002000693925924318,0.0007603680523754433,0.0003492838173793317
115,0.00034209769242278895,0.0008962031840079968,0.0005589322430872885,0.00041932039958342537,0.001988449186187195,0.0007219279924641564,0.00034455875284023526
116,0.0003557604922160893,0.0008500637415627472,0.0005401159865579592,0.00043592847240713834,0.001960446729379542,0.0006202334882610283,0.0003703873328565318
117,0.0003708903947625686,0.0007959818777010241,0.0005303122986455625,0.0005029569916205544,0.0021379765342263613,0.0005391946727427023,0.00032365764962599534
118,0.00035220241740674396,0.0008374716023455663,0.0005264114272006005,0.0004551114704955104,0.0018851432730169857,0.0007099745103906437,0.00036524369709951544
119,0.00038021040782609816,0.0007049166061335654,0.0005259263621812554,0.0004377831880178333,0.0020130714949439556,0.0005753281173989914,0.00034445578396597804
120,0.0004035949823480407,0.0008019949105813352,0.0005356699933258824,0.0004787648293028637,0.0020089408625727115,0.0006442718912900265,0.000362268890357198
121,0.0004145822247101889,0.00088636365380869,0.0005279694066757656,0.000543043709060141,0.003694946425301688,0.0006875831987177403,0.00037427663281874857
122,0.0004106824632496379,0.0010227738552465047,0.0004997086869864342,0.00042286146194783216,0.003167165650261773,0.0006403885514330232,0.000380228900585609
123,0.000388437333896992,0.0008426134205631936,0.0005460902349703645,0.00039411725768658814,0.0028199900028317475,0.000609719234689768,0.000358537332770821
124,0.00040272679245168506,0.0009730243579639364,0.0005338376019856448,0.00047639519530860545,0.0028373729065707368,0.0007778834700605909,0.0003494976016753526
125,0.00035652127917551186,0.0013252056529404982,0.0005657382879988404,0.00047517490245923,0.002302914413695152,0.0005954225716571025,0.00035332618887158677
126,0.00035313129372164045,0.0018349251622737483,0.0005315192908948943,0.0004986466682264989,0.002206001351623854,0.0006039287246876897,0.0003543589599500688
127,0.0004241407804962315,0.002306022828913858,0.0006075160473088204,0.0005613799040695255,0.002120985531655606,0.0006184136340260963,0.0003584809000287237
128,0.00037046430360495225,0.0027053919922315262,0.0006931652646755993,0.0005351454001079686,0.0020505621242115184,0.0006975186580532977,0.00035578879215246873
129,0.0004576565038375616,0.002050222621727471,0.0005285176211771159,0.0004811953382343859,0.0020883123856037856,0.000619600543104969,0.0003605046167526657
130,0.000394735672996051,0.0009816810699817323,0.0005453100378955158,0.00046671786704098936,0.0021816849759835307,0.0007366288042046815,0.00034138204443795586
131,0.000429790395161801,0.0013436808506657354,0.0005652904305362627,0.0005829160288058342,0.0021705082326661795,0.0006624820009910552,0.0003576383642993619
132,0.0003469912864219575,0.001279614370216036,0.0005042354866651383,0.00046330902115601094,0.0020772007167124684,0.0006661217660853994,0.00033037295918056305
133,0.0003377962091271969,0.0013454439520387497,0.0004604512954196385,0.0004968654240585125,0.0020435758200811074,0.0006172305840912238,0.0003210279731535756
134,0.0003625384267823579,0.0012739597395425451,0.000557543095898681,0.0004443800867989011,0.0020530198251985576,0.0006975019498758081,0.00033610299222250193
135,0.0003733398559391043,0.002333377549593234,0.0005417086181560715,0.0004351867218733681,0.0020027488529816956,0.0006497811005512789,0.00033167833624467844
136,0.00037775837431906566,0.0010514996555024308,0.0006035694317151039,0.0005289004418680555,0.0018681883803390736,0.0006627154499609686,0.0003502810718717415
137,0.00035141304399224704,0.0007260030618908786,0.0005116290992700236,0.00048732346330624993,0.001978442969630123,0.0006089709670999108,0.0002763154038486795
138,0.0004464918784093071,0.0007416481543690392,0.0005665205298325232,0.0005024715266927928,0.0020382363914645146,0.0007275499135810761,0.00032110442899203743
139,0.00041631416649159713,0.0009486431841728996,0.0005880085767973757,0.0006020563963352843,0.002004088153817544,0.0006878194932058012,0.00033073551829399574
140,0.000399602115286208,0.0008203303725854252,0.0005351493161701423,0.0006259630089268901,0.001997832504067836,0.0007668219473522359,0.0003640340643563696
141,0.0004164632080691957,0.0008672362358707594,0.000536199319959624,0.0005451023411394219,0.001994805156794863,0.0007010183845127791,0.00033601832318748
142,0.00042042261309788024,0.0008959874552632497,0.0004823993698076864,0.0005678307371875612,0.0019915580370529233,0.0007870125419453004,0.0003135090346136969
143,0.0003707992763764878,0.0007463022754552348,0.0005647911843000418,0.000538752133895575,0.0019859656221385756,0.0007480372316136751,0.0003336322942961842
144,0.0004203555162749389,0.0008882003761019213,0.0004869210186825512,0.0005401430771883042,0.001977958508359734,0.0007526451892923158,0.00034221372705210777
145,0.0004155677272242778,0.0007541504448041499,0.0004882883949193229,0.0005779331842518332,0.0019357850011147092,0.0007517043458110926,0.0003074596550463453
146,0.00037540620697591503,0.0009038177145233916,0.0005089420296555891,0.0005784186600297122,0.0019456136066186116,0.0008109493653097635,0.0003314649876974604
147,0.00036676733613851616,0.0012468243918503017,0.0005080865263407542,0.0006002733563263973,0.001983324261938991,0.0009134468450359998,0.0003239354693019206
148,0.0003488946566650093,0.0016929079574765638,0.0005011767487900443,0.0005856038178369157,0.0019583675151807257,0.001069187947921311,0.00036803782148474377
149,0.00035047414283569236,0.0019066507954145588,0.0004850879778549218,0.0005594232354807412,0.001983071933791507,0.0007690122090344804,0.00031980734943376173
150,0.00039859482673247794,0.0009171980055725726,0.0005634219029942846,0.0006057722499178908,0.001940802426609232,0.001103384131637925,0.0003833428248701744
151,0.00041665204056692395,0.001010869885925829,0.0005279583564548214,0.0006215969591804341,0.0019142772752357732,0.0008424695092592381,0.00036624116331034583
152,0.0005171305013053102,0.0009244961703871011,0.0005036409476360859,0.0006302892991357112,0.001920189376753776,0.0008642792130279154,0.0003419016888039002
153,0.0003741727038150096,0.0009474660217901622,0.0004931612537381248,0.0005301721939867136,0.0019109894992652696,0.0006801961285315305,0.0003612750472556351
154,0.0004023627314116614,0.0013155298140104389,0.0005108780491210803,0.0005187745455577627,0.0019656470584759147,0.0007967946766294242,0.00035968386674692523
155,0.0004099718924880422,0.0010161975635638533,0.0005117875912105773,0.0006153188616497395,0.0019581625635440173,0.0008724418517558238,0.0003466454160350925
156,0.0003794167918117962,0.00101509038266272,0.0005214869330131932,0.0005472571711129465,0.0019514576146880595,0.0008028977973695072,0.0002924168412793941
157,0.000369024988713596,0.0011195442177667268,0.00047021675237459706,0.0004978540431450023,0.00191732115126797,0.0009478189025871456,0.0003710762502464604
158,0.0004467545289636681,0.0013598074593108144,0.0005750630470714668,0.0005399621385428217,0.0019082666843374051,0.0007505955134162203,0.0003547317291717005
159,0.0004571105286532072,0.0017044463986080483,0.0004788377102840968,0.0005637062207976365,0.001988265965617477,0.000883945512977358,0.0003539891811832107
160,0.0003875930176808504,0.001557426316672141,0.0005262644770138605,0.0004998436204757473,0.0019941558267520224,0.0009536194926185584,0.00035627317816689405
161,0.0003908459019829111,0.001226076177469319,0.00047155927391244744,0.0005431845232521937,0.001989686984196506,0.0007626499380922847,0.00034558334580855155
162,0.0004094557832559076,0.001369653011200474,0.0004883268766536132,0.0005799807756180339,0.001960134820264001,0.0009828798746533657,0.0003533595415899861
163,0.00038293671313264593,0.001407304294013559,0.0005510403996750694,0.0005905520718421204,0.001909424142569252,0.0009895590198310412,0.00033982390871598354
164,0.00045359498875687,0.0016794627599975602,0.0005140239672735896,0.0005240951894981064,0.001931607382045643,0.0009551118973573384,0.00031050460339413025
165,0.0004943634516238442,0.0015349571387911383,0.0005575316332877916,0.0005399041441842556,0.001936373369093856,0.0009401404928543012,0.00034683309158952747
166,0.0004419987475080789,0.0016050368611166216,0.0005119781922509878,0.0005675989387414336,0.001942771684358983,0.0008644834140702849,0.0003050109575107334
167,0.00041857731232160705,0.0014659603192586949,0.0005085383772631338,0.0005439723163672996,0.001956492008563752,0.000782766522033483,0.0003535178545233349
168,0.0004388321156049305,0.0017390120944795891,0.0004557299064487097,0.0005275751265401141,0.0019186993510326529,0.0008454972900780416,0.0003265981351782892
169,0.0004333494772021589,0.003879084864792048,0.0005194839902250769,0.0005487558247731303,0.00190573269716416,0.0007835071581386696,0.00031426799494381285
170,0.0004427075733525769,0.0010102762803332428,0.0005395737151147619,0.0005433170959057472,0.0019026786188381568,0.0007297968979097883,0.0003447433254241578
171,0.00039265461003066903,0.0009172358967510304,0.0004643703879793293,0.0005337762224516238,0.0019218078938842331,0.0006343270761029745,0.00032747459814603445
172,0.00041491829403011727,0.0013058649661831351,0.0004941669231527612,0.0005281237828532302,0.0019051350129302592,0.0006461866232712055,0.0003359185285190554
173,0.0004512570795188877,0.0014601498028072302,0.00046850978900181417,0.0006033373406779674,0.0019858356106190263,0.000620544447636146,0.00033014020220582243
174,0.00042033266423199426,0.001389153779249123,0.0005133253511714184,0.0005816860955791326,0.0018864991894412425,0.0006704160775331294,0.0003450191608584718
175,0.0004559564233759846,0.0008715619915213384,0.0005383462965419028,0.0005550636893000652,0.001934155423650289,0.0007115952131474508,0.0003520432688121998
176,0.0004236152771284196,0.0006843152274330263,0.0005030763101707691,0.0005242969746529438,0.0019658839272808344,0.0007455059385847562,0.0003445371006730081
177,0.0004939671229039516,0.000738913990904195,0.0005569019974569318,0.0005332151706178527,0.0019140625402087608,0.0007672385071945094,0.00032838541244807536
178,0.0004151280788329876,0.0007657111802475924,0.0005411673009965463,0.0005306621752135305,0.0018980805566638653,0.0007049309333919866,0.00034001550475650275
179,0.0004291108301320686,0.0008788994143884565,0.0004675151229719176,0.0005208737843557545,0.001895435533228782,0.0006648299111980628,0.00031215204570481835
180,0.0004245967975254094,0.0009545932176638416,0.0005296613387088201,0.0005443091649240382,0.0019436421890055673,0.0006243797156111727,0.00027962824047693044
181,0.0004317691037299266,0.0011696325526554573,0.0005106082936052303,0.0005659404215299308,0.0018897280951346,0.0006750046439502394,0.0003586946954537534
182,0.00042778911883293143,0.0006124274024546139,0.0004908722946266807,0.0005438543684725854,0.001880174595123482,0.0006727242545460523,0.000351096210359158
183,0.00042413493520245183,0.0007530071974866814,0.000491642249395241,0.0005240728909903034,0.0018748231637856047,0.0007439094713295921,0.00036761637332787314
184,0.000428184502253294,0.0006701990738639551,0.0004356474176915981,0.0005592269332998135,0.00188264858743016,0.0007007363836609412,0.00033435897661762383
185,0.0004338127700001288,0.0006860904302126869,0.0004164931339829536,0.0005905571603246177,0.0019698320631339975,0.000700806592357771,0.000305491987559334
186,0.0004308457938550635,0.0005820753292209702,0.0004954359252849372,0.0005841094817342087,0.001900077179470827,0.0006913898873083074,0.00035806774690590426
187,0.0004729608960934413,0.0007301473820873815,0.00047423235701415933,0.000575018709663969,0.0019067804624588029,0.0007054436353121713,0.00032142194456443975
188,0.0005187195965528338,0.00045594927661619635,0.0004818965576938374,0.0005532896941893093,0.0018814028212070855,0.0007471943914604632,0.0003604068659255333
189,0.0004525897344865912,0.0004613377011236253,0.0004822728036603372,0.0005213858352032152,0.0018710450214498185,0.0006792430776574699,0.00031517371022542846
190,0.00048433061917307896,0.00043246048666873094,0.000469226083001082,0.0006469763830109928,0.0018627284204258635,0.0007446606474665884,0.00035986658278202384
191,0.0004458313648461582,0.0004561879312245765,0.0004355586645581658,0.0005978750847336616,0.0018455383178661575,0.0008204792214375165,0.0003595206026656534
192,0.000478729973798012,0.0003800035980322036,0.00047283426052723866,0.0005645186828545309,0.0019380001732232895,0.0007601519973547965,0.0003101694332303439
193,0.0004696245610128843,0.0004444903871672068,0.0004602312781769802,0.0005862615278767242,0.001904205364339492,0.0006217545110012771,0.00035912036283766485
194,0.0004680161090262076,0.0004093460964907081,0.0004594881294170115,0.0005427078245619751,0.0019275931751026824,0.0007010815440548384,0.000317448159756551
195,0.00045926139616157585,0.000403861436043135,0.0004664639583097597,0.0004814692945920094,0.001943147846649288,0.0007864394954931017,0.00034881924535063043
