step,deepseek1.5b_sync_8gpu_lr3e-6-rollout_corr/rollout_log_ppl_step,deepseek1.5b_sync_8gpu_clip0.1_lr1e-5-rollout_corr/rollout_log_ppl_step,deepseek1.5b_sync_8gpu_cosine_lr1e-5-rollout_corr/rollout_log_ppl_step,deepseek1.5b_sync_8gpu_lr5e-6-rollout_corr/rollout_log_ppl_step,deepseek1.5b_sync_8gpu_ent0.01_lr1e-5-rollout_corr/rollout_log_ppl_step,deepseek1.5b_sync_lr1e-5-rollout_corr/rollout_log_ppl_step,deepseek1.5b_sync_lr1e-6-rollout_corr/rollout_log_ppl_step
49,0.37929739160953385,0.3634791670455819,0.2725288157927848,,11.898727196714152,0.2547357163746797,0.4586635760396071
50,0.38228823893836567,0.3416419815970585,0.27487108178245717,0.36085210005576546,11.898458149122154,0.24841807498596608,0.4635947243395177
51,0.3643629121461085,0.3253541372534705,0.25885346191935243,0.33404272956479536,11.897622290111723,0.24805778972804543,0.4341573798822032
52,0.3621753218191627,0.33816811265423896,0.25704714436179554,0.32759268410307796,11.898504680111294,0.23689118784386665,0.4322849650105292
53,0.3724269696536499,0.3248715361580253,0.259933921606525,0.32685630146021905,11.899380238159845,0.24317141803667733,0.44660433826290746
54,0.385245403547476,0.3514339092028577,0.2726069859539469,0.3362066735728429,11.901885692889874,0.2551673229650727,0.46560282818973064
55,0.3851151070438134,0.3560621865638873,0.2752287547989953,0.3417505306730929,11.90337397502019,0.2589658017137221,0.4479658013290685
56,0.3826443718698545,0.3452757887076586,0.27972825752889235,0.34404667051365745,11.903641742964586,0.25290387378828155,0.4647450865867237
57,0.36369891070123567,0.33160565548429366,0.2659364800508085,0.325076114729439,11.904179657881077,0.24962510949954753,0.45739639615423455
58,0.3545102420307341,0.33785870001607,0.2596174771050838,0.32796704911050345,11.905009650347523,0.24141977806058196,0.4455039804820352
59,0.3377893506105812,0.31952368579804896,0.2572901297271961,0.312944920667048,11.901352279040278,0.23245841927479863,0.42918364972928946
60,0.3636712118362387,0.3481002928955214,0.2704430154291913,0.34084102387229603,,0.25558412269773806,0.4673438078025356
61,0.3491744633862062,0.3443787327354274,0.2648904839615253,0.31540239988160984,11.904815509634195,0.24767005611615983,0.4430279759897126
62,0.3420373928319249,0.32621886182306825,0.25889774835668505,0.3030713488085148,11.90683073010938,0.2321825066049184,0.4422184684779495
63,0.321608502025667,0.32083547659791434,0.2459329932746364,0.27623836634059745,11.906993175375051,0.22943453793413937,0.4190143481828272
64,0.34127469536744887,0.328919866404153,0.26504294813061374,0.30146671934053304,11.907384968229705,0.24058878896314473,0.4420835376018658
65,0.31106939604757605,0.31221491466031265,0.2403383261819438,0.2835266469268217,11.907971186884518,0.2230093841263581,0.4133417328287448
66,0.3035285994410515,0.307919480453711,0.23458073735237123,0.27905885509348344,11.907224048828256,0.211302704859658,0.41125560439256736
67,0.32006461573512973,0.2881286382417832,0.24123238819884135,0.2839315241151603,11.908213625694144,0.22165483972501188,0.4301044683751845
68,0.2882054522116151,0.2634212081565669,0.224389637581622,0.25478640275123793,11.909172309562564,0.18896326743665015,0.3947312682000704
69,0.2998956065322902,0.27070665290841883,0.2238883174955845,0.25744305758896036,11.910153934212982,0.1940569839041148,0.3967001931212673
70,0.29840535559767,0.28849502888165024,0.21489951276295893,0.255213554829168,11.909589407841365,0.19638221173785453,0.40809049076119136
71,0.3071125967738529,0.30606252486866553,0.22547740749537185,0.2674690436106175,11.91112494276416,0.21230963965700497,0.42749222598615144
72,0.3216140274889767,0.3112149571901874,0.23350549775820512,0.2667949315870092,11.911578207719522,0.2164651996988271,0.4371659144581783
73,0.2984908057583703,0.27544215385262905,0.20919048803782947,0.2537636315768085,11.91149789094925,0.1944044515683611,0.4116058311447864
74,0.28640141368315025,0.304668615381114,0.20388026520805924,0.24809440036826744,11.911133813507416,0.1944464642188645,0.3999550318193817
75,0.28729043908727664,0.29404081688507605,0.2084844771724863,0.24453535904176532,11.90874002435628,0.19802629654960976,0.3973053633348971
76,0.3038182134947015,0.2867725507045786,0.21131216515909487,0.2573863567738998,11.902441099632618,0.20093713364586596,0.4157431711442768
77,0.2739083815525335,0.27819195098096605,0.19301206836244092,0.23672326465713836,11.900183126330376,0.1843328096105584,0.3882780072190577
78,0.27806446273383256,0.28743350254120054,0.19491618918254972,0.23575080824425307,11.88883871436119,0.1840830111787433,0.4001640258800416
79,0.28596913171428684,0.3162444639019668,0.20170749663375315,0.2364188658871821,11.893582501194691,0.18706912744701615,0.40661759745507015
80,0.2715886724181473,0.293942541714657,0.18861001611662073,0.22645611227376433,11.903420912367958,0.17595158334422326,0.39131796453148127
81,0.26959621842558446,0.3060749250611192,0.19372351567393967,0.22643489357350127,11.907444424488965,0.17626105233406028,0.38794776727445424
82,0.2825999533807909,0.30423683910875726,0.1962859014980495,0.23728503073315796,11.909459311787677,0.17996408604626912,0.400136982370168
83,0.27670718200112643,0.29830009714272376,0.19526985517089687,0.22516491860151291,11.910270540610604,0.18322504082295513,0.39002574514597654
84,0.2619138221583656,0.2795162920563205,0.1808910239726687,0.22224102488253267,11.91105608506636,0.1675834052175993,0.3843889946706201
85,0.26568394210189583,0.28207746025566993,0.19184115792935097,0.21412018103914895,11.90912884160092,0.17155293925580653,0.3838621239133534
86,0.2630397426454644,0.2666063050273806,0.1859399785355824,0.22099466371305643,11.90870248277982,0.17472975539220942,0.38009466698802097
87,0.2600046219304204,0.2805582287899022,0.18864728957868931,0.21742635625306256,11.908922884199354,0.16730008308293817,0.36756028207700425
88,0.2497663974912988,0.29081425956777623,0.180606075108233,0.20797353737099572,11.911260789632797,0.16629868280142546,0.37060831785202025
89,0.24218129783280587,0.2811711798912208,0.17796991074587715,0.2004144270692698,11.913421779870989,0.16266698211918332,0.36433252772050245
90,0.2463744920564861,0.26072333982569706,0.17466309744798178,0.20170878160333391,11.91469750725306,0.15578210981681856,0.3566018733683796
91,0.24975740845854344,0.26695920202276996,0.1789397849337902,0.2022584172919756,11.913327201357427,0.16177558249217414,0.36554379844799256
92,0.24285216260856635,0.2616079263818009,0.1746261590797942,0.19478818370473824,11.91468835760046,0.15790091560136163,0.35904824806909474
93,0.2496115227573012,0.26341432073732485,0.1694948328897739,0.1995517088565975,11.914333751908057,0.16966771651502877,0.3728808477815044
94,0.25097918235941935,0.2517726131702295,0.17501060999929904,0.19663913356738963,11.915082624325386,0.16683588150356496,0.3690992835443467
95,0.2341429079468879,0.2569082025438547,0.1629315792129208,0.18828563806600868,11.9159065934847,0.15236790137501752,0.3553135502277999
96,0.21735962681276233,0.2513879409648086,0.16274696586244716,0.1760530264525697,11.91544399438081,0.15088640854671775,0.33715782831098107
97,0.23805576984427476,0.26326223035146923,0.17237958464226344,0.18623835249089224,11.916227523622842,0.16045015651200498,0.3579954588546967
98,0.24451895626752,0.24572722414611944,0.16733671236419825,0.18722473024282343,11.91610212284222,0.1533905980482121,0.3603373147638106
99,0.21856427617461943,0.25287496264239673,0.1609084520577675,0.1747534750462618,11.916892144896767,0.14885252302822968,0.34744615826842395
100,0.22598808710105145,0.2611069618598432,0.1628549836183849,0.17501208463218065,11.917010479959949,0.14606556412763894,0.34326956208263126
101,0.2235957473050803,0.2483094854121047,0.16272108624911025,0.1714113220528123,11.917022573947907,0.14910005423536693,0.343437455361709
102,0.2293677407866105,0.265704523808764,0.1608859672366331,0.17595405999298502,11.9174477532506,0.14886325036197723,0.3536069570996222
103,0.21722631577868015,0.24668644336787493,0.1506059848953311,0.1593084039188744,11.916574229628353,0.14079745794350113,0.32823512685008166
104,0.22418676375558505,0.2285789583761738,0.16099936409706347,0.17471365430034125,11.917559485350337,0.1419009570076707,0.3427038379142889
105,0.222617962599002,0.2369392243049601,0.16215721431833047,0.1752851225043598,11.917457364002864,0.1435804838658355,0.3427682967028684
106,0.21242772162492787,0.2676304468532672,0.15529054698778227,0.17282565303945116,11.916727700541095,0.1451639854737247,0.330913163499818
107,0.2197508456828516,0.24791622531790236,0.15936670892517127,0.17561376466288825,11.918042020364242,0.1464394123809736,0.3341296344463314
108,0.20893108603568417,0.2489179048586536,0.14751567709736707,0.16332874992596252,11.918111876133947,0.1361484529753757,0.31455131210386755
109,0.2035189479822293,0.25772714264396773,0.14295387855686603,0.15564464225412109,11.917739033699036,0.13311385580856863,0.3084790546979223
110,0.20608809494935884,0.25311892002968017,0.14760778805740724,0.1603565872543388,11.917330615222454,0.1420316747105163,0.3181700175628066
111,0.21131132528381913,0.25511561507812225,0.15028428713170192,0.16472906947389923,11.917135816631896,0.1409879927107665,0.3128335783939536
112,0.20363027526457844,0.22548760548233987,0.14403339523153427,0.1545859030902204,11.91828193059608,0.13593494580570786,0.29891382054322296
113,0.21008608782098495,0.24587842519395053,0.14572821398773653,0.16258637988093225,11.917708210406763,0.14430748971327292,0.3063584075922646
114,0.1943974457619908,0.21774653712701467,0.1341087222553608,0.14905111434026844,11.916544813958426,0.12960126568214037,0.298897913728769
115,0.19332631182317672,0.22775940941129297,0.13981115705583516,0.15122145826795272,11.91670747236772,0.13221793999851106,0.2932800745689555
116,0.193786943597453,0.25046958225338084,0.13952306801167486,0.1557723339440094,11.918201800654916,0.13785623030217234,0.30563180206254836
117,0.1859623950207606,0.2254213863804277,0.13026177615109014,0.13943590800322236,11.918577392311658,0.13021690224386043,0.2838872316217906
118,0.19270112204540055,0.25952934520319104,0.14004352607014703,0.15039853340325257,11.918474612867133,0.13877122036022385,0.29872322622686626
119,0.19637878139672632,0.24640034209005535,0.13697246871112537,0.1456327744844285,11.91827276874991,0.13633781739821035,0.2899819478435918
120,0.185375393190909,0.23546321795800249,0.13589820306316883,0.1399849214635435,11.917893186859462,0.13681593438654782,0.28639264312805607
121,0.19286498551567396,0.21686007252365752,0.14469081647588278,0.1450706694851674,11.918929040431976,0.13800577419100418,0.2930851923651062
122,0.17481030977498263,0.21912971968089956,0.13248087546699458,0.1389324844814837,11.918241429660055,0.12542921738211243,0.27174348109646845
123,0.18049704057809252,0.20881679097591485,0.1290747364400886,0.14252194436558058,11.9168518171754,0.13079953963709315,0.2850546587661311
124,0.17064293058189964,0.21061896084574985,0.1267508496424522,0.13500750424383684,11.916748557561707,0.11925493387124415,0.2720360938226804
125,0.1775283937785411,0.2042842038357869,0.12794286415446549,0.13620949878823013,11.91280371775994,0.1228919241614428,0.2822593294182106
126,0.17385312917236334,0.21664490774273873,0.12781563917330155,0.13996894888114184,11.911411548654238,0.12812758096962087,0.2814432479882319
127,0.16280069428722602,0.1985126033467121,0.12346792779571844,0.12803358252276667,11.9070618669192,0.11855681381781497,0.27088681970323836
128,0.16354662169598871,0.1862199256548849,0.11710774580715223,0.1261542698678871,11.903930085045952,0.11858643918531016,0.26601216584177956
129,0.1565030377456232,0.21957795829512175,0.12389887019810152,0.13152217640308664,11.9048455119133,0.12033852495230912,0.26066570794461547
130,0.16137350233094322,0.23565220707969275,0.12398098299110476,0.12757122765539125,11.90537466889336,0.1240578918873022,0.2691309929984372
131,0.17078736274944326,0.2319796775610974,0.12089325525377673,0.1310699214908953,11.910138584100284,0.1287501853712033,0.2727407798403874
132,0.15318628470413387,0.2196356276384531,0.11769111328417572,0.1227728116326034,11.911222644150255,0.12242476388183963,0.26543782140391
133,0.1535312789193808,0.2456455969135277,0.11651632061409878,0.1185065295692766,11.91457214794661,0.12548551396255128,0.25024235650944787
134,0.1542740902141071,0.233404302271083,0.11289789018834508,0.12661066394794035,11.915521602297938,0.12076981877366644,0.2514004201481217
135,0.16045614802056837,0.24293744282271615,0.11642646438680417,0.12309581351325696,11.916235195963006,0.1250604602265293,0.25973862254759295
136,0.1629592494573444,0.2525481861029264,0.11694860409162092,0.12352681752582569,11.914794262717752,0.12857565270840293,0.2654871293582404
137,0.14196955649934423,0.23692195776384323,0.10866666538640855,0.11029954917910624,11.91247222200036,0.1141962328541052,0.229873183887834
138,0.14574879324818785,0.2196203573288298,0.11036185865314344,0.11352945525022978,11.91433150087084,0.11274398795170028,0.22895356473357728
139,0.16155915096020088,0.24841661077286853,0.11728058499709998,0.12329513883990484,11.916311499319578,0.11862060894712896,0.25621863817040985
140,0.15419317032432273,0.24263510573655367,0.11437213932956748,0.11882456600488651,11.916896805876778,0.12236849055625498,0.24780530401983775
141,0.1440131576680692,0.2499278189841276,0.10874863032118552,0.10954907164254804,11.91569406312445,0.11421047806895028,0.2268249363877584
142,0.14738111987184638,0.2436968386111977,0.10888451877299968,0.1114702101643538,11.916375903979592,0.10966970937304377,0.224487253189128
143,0.14265100233897102,0.23800050328748348,0.1090868105280346,0.11346503881533151,11.915962051777612,0.1150300138349764,0.23504443573491535
144,0.15468025217322923,0.22626458851032352,0.11300465266685931,0.11662665583426132,11.91798738837242,0.12023605397620866,0.23979028347222245
145,0.13925781262178832,0.2243076093053739,0.10551959814038128,0.10732105792849324,11.915550369024276,0.1164734421430954,0.2197829756293107
146,0.14980634601331902,0.25467792614363133,0.11153864803990084,0.1107916148801789,11.918526215986772,0.1157065090348782,0.2344566652853344
147,0.14152214693074877,0.2393964975220492,0.1097437251536619,0.10871358698378096,11.918406665325165,0.115624281122934,0.22355585180323673
148,0.1352386218658107,0.23096385793533267,0.10289741195738317,0.10019653667298303,11.918026869297028,0.11067570658768852,0.21411896413466072
149,0.13052565610798245,0.23267574317842013,0.09872105057972172,0.09836692093067984,11.918196592330933,0.1066354858381341,0.204983632929404
150,0.1413438132759638,0.22288687583059072,0.10458069851693626,0.10445230312761852,11.917672057043422,0.10694062439963604,0.2163286320043399
151,0.1392500593792647,0.24759361307535852,0.10656284026960593,0.10489835208863953,11.919275790452955,0.11700956616815264,0.21641444549038025
152,0.12630337672546887,0.22489774208515884,0.09824942839331924,0.0970882850466296,11.918557524681091,0.1032175233576265,0.207133383353186
153,0.13197533874014436,0.25506515990543577,0.10248284858492453,0.10049219335806334,11.91806010901928,0.10737800926620944,0.2025102668833968
154,0.13480397473488534,0.23812780375148923,0.09795830102932708,0.10004521911919471,11.917586423912828,0.10699318404591014,0.20278843296201607
155,0.1348057287811701,0.21935926322121083,0.10137892327620648,0.10277014689111127,11.919984221458437,0.10729560071905685,0.202856595796119
156,0.12922601699496486,0.23958268945571037,0.09652382363565266,0.09776239830818843,11.920004470990254,0.10288917182645362,0.19241797735326385
157,0.1331450516757156,0.25772240989637085,0.09982689783500973,0.1001854022509757,11.918065508970848,0.10526410818221682,0.20245964685454965
158,0.1299269007230621,0.2560784294292694,0.0982945031952113,0.0995267428360273,11.9196048756035,0.09765590055910654,0.1945829528157373
159,0.1412207681098066,0.2696861572053638,0.10447001706343144,0.10619557031895964,11.92015805381995,0.10565718873891286,0.2068249600890436
160,0.12411236643336368,0.2809160126872906,0.09908189182169735,0.09719057681615507,11.919807098529956,0.10002403556427451,0.1843188398909804
161,0.12671630396064193,0.26753647312788026,0.0954378420545254,0.09876877402088471,11.91929759855928,0.0988209095415765,0.18763253298637111
162,0.12774313334972623,0.2923407272790514,0.1007669758845096,0.1032971742291314,11.919570163444236,0.09842143387955037,0.18834919808774855
163,0.12498777187872856,0.29133358352224936,0.1011472254346988,0.09576670541649772,11.920631757488955,0.09653979937346388,0.17918392909147465
164,0.1252879443196341,0.2810145608805628,0.09782851075042824,0.09837568824452052,11.92080866439002,0.10069578640766189,0.1857742545194924
165,0.1235060972762049,0.30236298933794553,0.0975315896951518,0.09998123636469244,11.920798825806584,0.1050745358039752,0.18156746283228345
166,0.11759563450837826,0.28906087010082876,0.09664268261066784,0.09378469944931568,11.92122022708257,0.09899559820372485,0.17265537134039083
167,0.12178131873120689,0.2925253164367345,0.10001227280530985,0.09605539558899844,11.920334213972092,0.10079611144922024,0.1820866090019007
168,0.11696833336637132,0.31759379808964366,0.09430927947978487,0.0916735776276751,11.920419667164484,0.10339715882193644,0.1685333638084366
169,0.11340324502242238,0.28151419578352943,0.09068787775656864,0.0923056754939508,11.918418522466691,0.0982819734739938,0.15742613311324802
170,0.11576501739078336,0.29661638868298934,0.097003425545309,0.09395369243187209,11.92085818449656,0.10433027790859342,0.17025721818208694
171,0.10991015689935356,0.3280317763919416,0.09245756780728698,0.09062387006865306,11.921438965105242,0.09808068019662831,0.1583875023344582
172,0.11140638414681668,0.3210108161487795,0.09452244039275684,0.08977797308319208,11.921415908520038,0.10232023678406182,0.16037996010364672
173,0.1110393053869058,0.3088254053244724,0.09171012230217455,0.09094891339529652,11.921523495153949,0.0944027528929938,0.15961279806907516
174,0.10601877269246392,0.33727853600915597,0.0887073963503575,0.08873688330782986,11.92029865710966,0.09402718474650654,0.15143576915081786
175,0.10865611562408824,0.31020776422179125,0.09522427844349296,0.09434652871762712,11.92059166314172,0.09770618879431207,0.15557754391006062
176,0.11060415870798308,0.300620163208805,0.09153054931084624,0.08920471587805964,11.921680758076327,0.0944449265797933,0.15653888662219853
177,0.11197905617243634,0.2976395852190066,0.0927360493104714,0.08863683395819473,11.919661331921816,0.09168545005918848,0.15089673019589528
178,0.10764999653805386,0.3141057322686538,0.09104513898602733,0.08778014467944475,11.92130293419112,0.09527358405656464,0.14724483755894768
179,0.1049856060916292,0.302501238542997,0.09001705347909592,0.08342305399921977,11.921861151854197,0.08683650538894451,0.14062750754926942
180,0.1018841831246391,0.2880728217680007,0.08907147782156244,0.08378805865806233,11.922227708120197,0.09143409225583564,0.13888790400565734
181,0.1052569876912804,0.3109870263747871,0.09389914561761543,0.08886181167326868,11.92104717223875,0.0969107503327035,0.14602486937734727
182,0.098914233402216,0.289623064128682,0.08776604733997728,0.08437149960082024,11.922278733480544,0.0917716477921678,0.14431107699822046
183,0.09901520009762384,0.2853517010062933,0.08665793115505949,0.08411635402378372,11.922385705239844,0.08961564656055998,0.1403801312978455
184,0.09877854546747827,0.27616665594279766,0.08985330079449341,0.08484054752625525,11.92249269627813,0.0866475317955271,0.14112551058901268
185,0.10028354180256084,0.2826559569314122,0.0919371586642228,0.08667278712297358,11.92241088368676,0.0903851749918734,0.1352192353838796
186,0.09671269254093724,0.28963703408837316,0.0898852628073655,0.08650604269194712,11.921675466001034,0.08815883816116386,0.13941337805761791
187,0.10160985217607092,0.30138495865771,0.09205706149805336,0.086669613188687,11.920412508409417,0.0920877998122824,0.14002059920070073
188,0.0977686753491113,0.3037777367075357,0.09009375173958356,0.08587559864761053,11.922358541346307,0.0897038120237994,0.13439801456039083
189,0.09326587559466828,0.2998531379364431,0.08600787286247526,0.08036852861881595,11.922353365842032,0.08132878171795226,0.1211080266276022
190,0.09663981280616664,0.30818742645904423,0.09103728386773062,0.08854126850862733,11.921589833848616,0.09141980708470024,0.13398636549056783
191,0.09599909364589534,0.302598115876317,0.08789674050413163,0.08338392827038964,11.921913622003611,0.0905933004377925,0.12599637910515363
192,0.09260293373128746,0.28519211323931815,0.08550521791247385,0.08293668096235325,11.921428631652486,0.08514392103340167,0.1210141668163583
193,0.09281588721702376,0.27748141074553134,0.08827379302653883,0.08222289762290363,11.92160930703668,0.08511511574776724,0.12522167091987826
194,0.09301325592175336,0.2734903272613883,0.08613992572229888,0.08412423732277768,11.9225492477417,0.0855295677394408,0.11921397050671084
195,0.09687280793753791,0.26531974990468693,0.09054650060134008,0.08627051747912033,11.921871441783328,0.08774767701676034,0.1293840276744418
196,0.09408334449001748,0.2555185235561986,0.0856442312687272,0.08343279886652123,11.922612051169075,0.08653137046171146,0.11909514724143914
197,0.0902374952507671,0.26758693615501783,0.08513601023150841,0.08002769720448225,11.922544119963003,0.07922672505744478,0.11513406433431166
198,0.09228117627069532,0.282136893675973,0.0851385534291954,0.08249102255848068,11.921323558863472,0.08408658208050342,0.12004586328801356
199,0.08589582156145764,0.2434648794544585,0.08146674590037636,0.07917292433132123,11.922831353019266,0.07866192300967999,0.11020170701856448
200,0.0902427118155174,0.24480292872669032,0.08713780266016995,0.08357093718156895,11.920609667020685,0.08155713726988655,0.11830324151863654
201,0.08521270857281274,0.24578982191505255,0.08079289500546154,0.07831628715781414,11.922619589987924,0.08090193735242406,0.10706327862303276
202,0.0923207846270608,0.23265296761463913,0.08547855171829809,0.0842597651803358,11.922852148180423,0.08453139305018577,0.11546774688833512
203,0.09243413596691208,0.2431210393336153,0.08677228662276232,0.08346244063618224,11.923035446235112,0.08406778866827319,0.12268493389193384
204,0.09221074829942412,0.236502080672869,0.08610088734089263,0.08218118636763062,11.921975730096593,0.0838549903533219,0.12124826211335236
205,0.0912200305781259,0.2419228389410785,0.08512414885973114,0.08295014015463896,11.919937463367686,0.08453804735274223,0.12015129527150605
206,0.08663536711644222,0.2343789640020717,0.08385959520322703,0.0805654679769015,11.92236514195152,0.08131606292656877,0.11168732220539825
207,0.08943404554604338,0.21221638573506088,0.08437021201044866,0.0828976008427761,11.922350602490562,0.08196396997134964,0.11389467635058932
208,0.08974419510646146,0.2354342666351133,0.08437316482453498,0.0821160177425058,11.922253550852046,0.08521231667890045,0.11471757013947728
209,0.09349589658668264,0.21801907508806495,0.08822586803164865,0.08525896531699056,11.918641677674126,0.08711301783808846,0.115073939162382
210,0.08679338596716878,0.23336915442381392,0.08344663405894405,0.07789018977729772,11.92235215621836,0.08267547781460136,0.10804474527277506
211,0.08870027946395567,0.20887395778360465,0.08313243538473866,0.08058690187648278,11.921526994024005,0.08338854138062081,0.10875939204829352
212,0.08981699210864197,0.21240141972278556,0.08355066895074699,0.07966609712457284,11.921949121881934,0.08390462130773813,0.10486997440994646
213,0.08185548868329663,0.22314711961964215,0.08058388393626294,0.07758744985965843,11.922277781893223,0.07801703231719632,0.10048918876564132
214,0.08663071947393758,0.20205892661417071,0.08063075721094554,0.07680035485387889,11.92201385953847,0.08077961590342139,0.10297425111639312
215,0.0868224866813185,0.2025368215378236,0.08364945546680586,0.08011570728690871,11.920409498792706,0.08155540675348179,0.10644258061840542
216,0.08495021945773026,0.2107603378697402,0.08205872954709864,0.07954737266326058,11.921166484172527,0.08331229053278962,0.10164354820919566
