step,deepseek1.5b_sync_8gpu_entadapt_initial_lr1e-5-actor/ppo_kl_step,deepseek1.5b_sync_8gpu_entadapt_lr1e-5-actor/ppo_kl_step
170,3.606037931953259e-05,0.0003130514553847241
171,3.7876110606062627e-05,0.00026944433299260965
172,3.98951409122232e-05,0.0002044317072179385
173,6.719572641689098e-05,0.00027675028941716437
174,4.176590423859191e-06,0.0003062266625229387
175,7.915423055216135e-07,0.00027137268231298446
176,3.846714575395365e-05,0.00033270763305088223
177,7.126154205678858e-05,0.0003777407987218918
178,1.472499087123486e-05,0.0004757479850026256
179,3.893473132191413e-05,0.00042892899525041753
180,3.5976233734658075e-05,0.0003207248028480708
181,3.9510118601171486e-05,0.0002874696806518134
182,4.080132685220538e-05,0.0006262026555848226
183,1.1066975114760156e-05,0.000407056278113125
184,4.6360784568677e-05,0.0003320764453977041
185,6.186962483442163e-05,0.0003713796944224286
186,7.242700413971903e-05,0.0003775418476272935
187,4.41649625074092e-05,0.0003907014070569723
188,2.2142054432062643e-05,0.0004136002886748033
189,6.289011891529095e-05,0.0004964504173004946
190,-1.5943786855421816e-06,0.00031025420052704553
191,2.881274562195234e-05,0.00033793911540738384
192,2.7628000221493837e-05,0.0003273288912005512
193,6.19077980919615e-05,0.00030389648547313186
194,3.1712417553690514e-05,0.00031161643426744575
195,8.893427688028957e-06,0.0004660113063747221
196,4.586887467816499e-05,0.000648525228181091
197,4.75404205992902e-05,0.000490654180088706
198,3.827840416992245e-05,0.00029667216132364416
199,2.474638299669133e-05,0.0003405719747632392
200,5.990862790992781e-05,0.0003019515954206307
201,6.115578949858931e-05,0.0004057924825664472
202,3.7185880344373345e-05,0.0006524607895993416
203,2.6807896251053017e-05,0.0003671357946033864
204,3.980035909185114e-05,0.0005199331789585477
205,7.969062772595064e-05,0.0003972408767360491
206,0.00011187953474407594,0.0004712415081009815
207,6.234848967711146e-05,0.00041982075399748066
208,3.454682523146795e-05,0.0004583341236178108
209,2.2247391164275178e-05,0.000551559388774078
210,2.6532986425327935e-05,0.0005515784906509928
211,3.975044546091353e-05,0.00055744462036892
212,7.458932440043565e-05,0.0005408017801113847
213,4.114250924464552e-05,0.00032755147434339386
214,3.9989000764548594e-05,0.00047597250388365785
215,4.151738212191581e-05,0.0004426714287654479
216,4.244215177048127e-05,0.00034613221744292686
217,4.713378939769086e-05,0.0004624681141567382
218,5.90619063164478e-05,0.0004090204926146641
219,4.104644579487152e-05,0.0003562409051121523
220,4.473816268083889e-05,0.0003819900152258217
221,2.719881966516455e-05,0.00035111071995627154
222,5.5282678509950174e-05,0.00035749618533860905
223,5.568736173564676e-05,0.0003760067943625986
224,7.115371266902402e-05,0.0004698249631854013
225,5.736069349121015e-05,0.00036677197239745726
226,1.890452075296405e-05,0.00041972861051335815
227,3.677133213928062e-05,0.00048057447236260487
228,8.533085533341882e-06,0.0004072992824513509
229,3.687468295445549e-05,0.00040081613177752234
230,5.01990550491074e-05,0.0004427686873084623
231,6.460410652102625e-05,0.00041338079679971906
232,6.2166155789679e-05,0.00039381922272004505
233,1.919794795470104e-05,0.00047753348028733023
234,4.377329426777774e-05,0.0004206328044915608
235,5.210792327387099e-05,0.0003976212787615434
236,5.382258342478963e-05,0.0003791153248075914
237,1.917308137948447e-05,0.0003054174624967642
238,3.295432789461175e-05,0.00038299327838823655
239,4.260396928789202e-05,0.0003754729312852951
240,3.632228227094701e-05,0.0005134438252072284
241,3.464494484485966e-05,0.0004668040176064222
242,4.6804516892697665e-05,0.0004061481199629646
243,3.838447956832687e-05,0.0003937293009549
244,6.136861257016057e-05,0.000395414398415747
245,5.520471248264901e-05,0.0004231298062108379
246,5.70194402687068e-05,0.0005064816282448613
247,8.196212483910887e-05,0.0003347563502630324
248,9.061070748692774e-05,0.0003285046200672873
249,8.180614443373005e-05,0.00040499566824299025
250,7.535581081455608e-05,0.00038734303990758175
251,8.807031482803734e-05,0.0003852781958679098
252,0.00010019130471793473,0.0003638669996363154
253,0.00011385192914422268,0.0003467434889718272
254,4.116470607783986e-05,0.0004123754598491224
255,4.2351013966714e-05,0.0004193651477992135
256,5.568624116339801e-05,0.0005078108506969178
257,2.936715255584334e-05,0.0003977776415821233
258,3.7254512599071445e-05,0.0004244470715433638
259,2.679322009881372e-05,0.00032063118320642707
260,3.864402165922241e-05,0.000396350147681801
261,4.8736688507049275e-05,0.0004798527086703845
262,2.4739175568472915e-05,0.00033874860449856214
263,6.722364966454582e-05,0.00031495382380875014
264,7.536751608418721e-05,0.0005178257332023369
265,4.048043049839381e-05,0.0003123101695834407
266,2.864431312071309e-05,0.0003270782924885764
267,1.5582063309152328e-05,0.0004171763702728364
268,4.900778576768516e-05,0.00035904240604243867
269,3.856566809329196e-05,0.00030780275826257787
270,4.2185563142200315e-05,0.00030159775557714796
271,3.654041128896118e-05,0.000301904427655586
272,5.679147407360773e-05,0.0003327128404482238
273,4.6582653529488496e-05,0.000284745731361132
274,3.574096818582337e-05,0.0004092712082221321
275,4.722562657636073e-05,0.0003775543843737386
276,1.7983300037507264e-05,0.00035388640730419735
277,4.20486829751225e-05,0.00027490308373216975
278,6.527454429458245e-05,0.0003369830219767481
279,4.57374252360479e-05,0.0003177751214025193
280,7.449500146269631e-05,0.0003374459845169739
281,4.884009970952872e-05,0.0003374361129520054
282,6.615033338822818e-05,0.0003813173857007968
283,5.562583683121779e-05,0.00032987442417208967
284,4.210514079058417e-05,0.0003607967353862394
285,8.372445689541761e-06,0.00035594878281127357
286,1.844732434490323e-05,0.00037962832686616816
287,8.227115678961875e-05,0.0003220812113386273
288,2.521451598174347e-05,0.0003600477033558036
289,3.22812896108481e-05,0.0004097241787815165
290,2.9867613611193768e-05,0.0004196909202586958
291,1.572391746341123e-05,0.0002917486002729675
292,2.706855850896673e-05,0.0002443284685466551
293,4.160674894376899e-05,0.0002380287943146442
294,6.642296727403486e-05,0.0002566484848591699
295,4.32062929832e-05,0.00032052646246494515
296,2.485460565941496e-05,0.0002741284913886944
297,1.0308584911753211e-05,0.0002860812286070648
298,2.2230682722647004e-05,0.0003706963600877748
299,3.707424601476614e-05,0.0003277169816726655
300,4.5161349663076905e-05,0.00036152661718843744
