step,deepseek1.5b_sync_8gpu_entadapt_initial_lr1e-5-actor/grad_norm_step,deepseek1.5b_sync_8gpu_entadapt_lr1e-5-actor/grad_norm_step
103,0.09195208922028542,0.0792473740875721
104,0.08673843927681446,0.08791684545576572
105,0.09536242485046388,0.09148683771491052
106,0.0848232414573431,0.08000201359391212
107,0.08681160025298595,0.08469287492334843
108,0.08791282586753368,0.08497460186481476
109,0.09180201776325704,0.07895750179886818
110,0.08452207781374454,0.08033676259219646
111,0.09029521979391576,0.08651755377650261
112,0.08791259117424488,0.08339988626539707
113,0.09653634019196032,0.0815482921898365
114,0.08454529009759426,0.08690923638641834
115,0.07994600012898445,0.08026563003659248
116,0.08409210480749607,0.07412130571901798
117,0.08500281907618046,0.08426793292164803
118,0.09321428835391998,0.0830269493162632
119,0.09515320509672164,0.08778471872210503
120,0.09268971346318722,0.08729304373264313
121,0.09557593613862991,0.08361901715397835
122,0.08609507046639919,0.09179509989917278
123,0.08483980968594551,0.08303003199398518
124,0.0946479756385088,0.08930698595941067
125,0.09796667471528052,0.08962848782539368
126,0.09626682475209236,0.09045348688960075
127,0.09786554612219334,0.08795286156237125
128,0.09856628440320492,0.08911404013633728
129,0.09168753772974014,0.09026073664426804
130,0.0918772853910923,0.08192084729671478
131,0.08990056626498699,0.08736656978726387
132,0.09642776288092136,0.09665026515722276
133,0.09010635316371918,0.0861086081713438
134,0.0901248063892126,0.09154546447098257
135,0.08758238144218922,0.08582493104040623
136,0.09598126634955406,0.09076694026589394
137,0.08697845600545406,0.09222657419741154
138,0.09233025088906288,0.08236658945679665
139,0.0970412604510784,0.0920154359191656
140,0.10019627958536148,0.08595746010541916
141,0.092401385307312,0.08266786113381386
142,0.08696408942341805,0.08517483063042164
143,0.10072095319628716,0.08057495579123497
144,0.10721657425165176,0.09159519337117672
145,0.10038659162819386,0.08493629842996597
146,0.10461429879069328,0.09987077303230762
147,0.10005972161889076,0.09310015104711056
148,0.11234884336590768,0.10106374137103558
149,0.10034454986453056,0.0970111396163702
150,0.10533787682652472,0.10061291977763176
151,0.09988684765994547,0.08871118165552616
152,0.09745659120380878,0.08541549369692802
153,0.10605288110673428,0.09081686288118362
154,0.0910968780517578,0.08678249455988407
155,0.102012412622571,0.09508953243494034
156,0.099863825365901,0.095809580758214
157,0.11266506649553776,0.09565883688628674
158,0.1180743258446455,0.0958042349666357
159,0.10031265951693058,0.09277195855975152
160,0.10152630880475044,0.09546663984656334
161,0.1041356921195984,0.0937091913074255
162,0.10368949361145496,0.08924277499318123
163,0.09374427236616611,0.0833548828959465
164,0.09519988298416138,0.08655219338834286
165,0.09569687582552432,0.09222968854010104
166,0.08939377404749393,0.09758541360497476
167,0.10928708501160143,0.10639380104839802
168,0.11070851236581802,0.09955943375825882
169,0.10161036998033524,0.09539185278117655
170,0.11016130447387695,0.0928302016109228
171,0.09368203952908516,0.08847956173121929
172,0.09758500382304192,0.0934867188334465
173,0.107687471434474,0.096670214086771
174,0.0943259596824646,0.09017935954034328
175,0.10282890126109125,0.09410413913428783
176,0.09956402517855167,0.09748445637524128
177,0.11343798227608204,0.10625907778739928
178,0.10532916896045208,0.10617712140083312
179,0.10180159471929072,0.09841624461114408
180,0.1039427164942026,0.09283481538295746
181,0.11723813228309156,0.09641209803521632
182,0.10951512306928636,0.0975662898272276
183,0.0963051337748766,0.1012829765677452
184,0.0993338953703642,0.0979555081576109
185,0.10618917644023897,0.09612305648624896
186,0.10096186213195324,0.10025877691805364
187,0.10517767071723938,0.1059165671467781
188,0.10195739008486272,0.10827797651290894
189,0.11346156522631644,0.10492288880050182
190,0.09505713544785976,0.0929916463792324
191,0.0975588485598564,0.09849831461906432
192,0.10969348438084126,0.09658288396894932
193,0.10564402118325232,0.09831256605684756
194,0.10225838609039783,0.0844924058765173
195,0.10041357576847076,0.09217304736375807
196,0.10666879639029504,0.0980429109185934
197,0.10417436435818672,0.10886616818606852
198,0.10836939327418804,0.09808353893458845
199,0.10184364020824432,0.09594202227890491
200,0.10692857392132282,0.10531114786863328
201,0.10221982561051846,0.10195313580334188
202,0.11123248189687727,0.10137335024774076
203,0.09629289619624616,0.09323639422655106
204,0.10581009089946748,0.09653312154114246
205,0.11294296942651272,0.09675945527851582
206,0.10395334102213384,0.09991203993558884
207,0.09918814338743688,0.09746084734797478
208,0.1108335703611374,0.10052666813135148
209,0.11350233294069768,0.1175975650548935
210,0.11094297096133232,0.10701924934983252
211,0.10673149302601814,0.100267693400383
212,0.12188875116407873,0.10936061665415764
213,0.1040800828486681,0.10195741802453996
214,0.10584004782140256,0.0895636510103941
215,0.10312847793102264,0.09346257150173189
216,0.09900770522654057,0.09779993444681168
217,0.10760946199297904,0.10798819363117218
218,0.1128224041312933,0.09005195833742619
219,0.11134178563952446,0.09251210652291776
220,0.10544413328170776,0.09657043777406216
221,0.11099140904843809,0.0909760519862175
222,0.1021631620824337,0.09139696694910526
223,0.10811773501336576,0.10221504233777524
224,0.10905972123146056,0.10209948755800724
225,0.1130243707448244,0.09102384932339191
226,0.10579269751906396,0.09737412445247172
227,0.10018522292375565,0.10424674674868584
228,0.10034656710922718,0.08967353589832783
229,0.10245504416525364,0.09432682394981384
230,0.10219976119697094,0.09644690901041032
231,0.1020788624882698,0.09448346495628356
232,0.09931250661611556,0.08766272850334644
233,0.11180968210101128,0.1152680553495884
234,0.10076507739722727,0.10472920723259448
235,0.10266043245792388,0.0977335385978222
236,0.10396621748805046,0.10332968831062316
237,0.10473067685961723,0.10902272909879684
238,0.10554009862244128,0.1040431335568428
239,0.1072633434087038,0.0891167614609003
240,0.11477921158075333,0.1128616463392973
241,0.09690531343221664,0.10252744518220425
242,0.10423358343541622,0.0991088505834341
243,0.11237304285168648,0.09346829913556576
244,0.10505994781851768,0.0959693156182766
245,0.1123701836913824,0.10643813759088516
246,0.10134715400636196,0.08679878152906895
247,0.10329962335526945,0.08905214630067348
248,0.1037957463413477,0.094953041523695
249,0.1128405500203371,0.09264055266976357
250,0.11728625558316708,0.10084082558751106
251,0.1063535213470459,0.10047607310116292
252,0.12043127790093422,0.095307856798172
253,0.1276823692023754,0.09504230879247189
254,0.10540196299552916,0.09459700435400008
255,0.107780447229743,0.10026882588863371
256,0.10340415127575396,0.09901893138885498
257,0.10779053531587124,0.09575306437909605
258,0.10990345291793346,0.09505030512809752
259,0.10071974247694016,0.09717935509979723
260,0.10808935202658176,0.09484725259244442
261,0.10374853573739529,0.09691861271858215
262,0.10594403743743896,0.09672500006854534
263,0.10216622427105904,0.09320495091378687
264,0.1112083438783884,0.1034393645823002
265,0.09415731579065324,0.08647880144417286
266,0.09826571308076382,0.09299244172871111
267,0.10191557928919792,0.1004043072462082
268,0.10337425768375395,0.0901563223451376
269,0.10917181335389614,0.09170692041516304
270,0.1088276281952858,0.09423796087503432
271,0.10666976124048232,0.08787968382239342
272,0.09649987891316414,0.09581361524760725
273,0.10840405710041524,0.10050956904888152
274,0.10363714210689068,0.09218148328363895
275,0.09985811822116376,0.10088397189974783
276,0.10129800625145435,0.0854791235178709
277,0.10799504816532136,0.092623895034194
278,0.10007426887750626,0.0928555764257908
279,0.10088976845145226,0.08838815614581108
280,0.10577959567308426,0.09311567060649396
281,0.1125183254480362,0.09444024041295052
282,0.10028616897761822,0.09968667477369308
283,0.09908768348395824,0.09613863192498684
284,0.10721110552549362,0.1028225626796484
285,0.16855636052787304,0.0871947854757309
286,0.11182225868105888,0.1004693079739809
287,0.11112376675009727,0.09943009540438652
288,0.1082000806927681,0.08895732648670673
289,0.10240012407302856,0.092954371124506
290,0.10325093753635883,0.09349098987877368
291,0.11011234298348428,0.08977892994880676
292,0.10709554329514503,0.0830813180655241
293,0.0990824829787016,0.08017376065254211
294,0.10845527611672878,0.08863862231373787
295,0.09916368126869202,0.09495221078395844
296,0.09244411252439022,0.07814253680408001
297,0.11034448817372322,0.09467976354062556
298,0.11060462705790997,0.09234871715307236
299,0.10410739108920096,0.09002486430108547
300,0.109549842774868,0.09446011856198312
