step,deepseek1.5b_sync_8gpu_entadapt_initial_lr1e-5-actor/pg_loss_step,deepseek1.5b_sync_8gpu_entadapt_lr1e-5-actor/pg_loss_step
141,0.015021379618701758,0.012550240780910826
142,0.017409949603461428,0.02893205938016763
143,0.041831367024997235,0.019059328998991987
144,0.04426127477472619,0.027654189063468948
145,0.02816506571798527,0.026347389171405663
146,0.021332638660169323,0.03978291003659251
147,0.04356943474340369,0.063656314414402
148,0.052655957766546635,0.016324340445862617
149,0.030120733650619513,0.017692933918624476
150,0.03183811374765355,0.012623997323316871
151,0.03746321400831221,0.012720252207145675
152,0.04291089509069934,0.03590994312495255
153,0.04871599574539687,0.03734688981057843
154,0.026576195003144676,0.04316525750255096
155,0.06000766155557358,0.008518529108187067
156,0.05805618365548071,0.032836805688930326
157,0.044123797143129195,0.03401294122886611
158,0.051780973029963206,0.012709165921478416
159,0.03783901336737472,0.0030976088582974626
160,0.02329285364567113,0.03326652833857224
161,0.04400882563459163,0.03998926462901409
162,0.020057210822415072,0.026048722664654633
163,-0.007961598003021209,0.019473029366508857
164,0.013378650951381132,0.025506232153929886
165,-0.004930737839458743,0.024955430682894075
166,0.004150328878040455,0.045617768595548114
167,0.0371587489535159,0.049284240976703586
168,0.03125377085598302,0.038747612470160675
169,0.0373772145935618,0.02651231800155074
170,0.013278280469421588,0.016647386459226254
171,0.017589801640042424,0.04748249895783374
172,0.010158998641372818,0.01760527079363783
173,0.02712132863234729,0.03119514927493583
174,0.03367583440558519,0.023036713561396027
175,0.02183874281786302,0.007371534629783128
176,-0.00015878370504651684,0.02585912988797645
177,0.0132743019503323,0.027120030208607204
178,0.004321967158830375,0.006555565392773133
179,0.03430347204175632,0.005903297007535002
180,0.023639735429242137,0.034825675622414565
181,-0.015410160565352273,0.023013759231162112
182,0.052331448167024064,0.04172989260405302
183,0.0019785328386205947,0.016640497440675972
184,0.031114272593185888,0.029592858865726157
185,0.003532373315692894,0.0336748329391412
186,0.015726824560260866,0.047952860419172794
187,0.013558816959630349,0.01050380712877086
188,-0.0109646326964139,0.005668893438269151
189,0.05840668999826448,0.052258149939007126
190,0.023661889252252877,0.0196873940549267
191,0.02516617053424852,0.0060113078470749315
192,0.01572317598038353,0.029720428559812717
193,0.039394994237227365,0.007044363582281221
194,0.043569442837906536,0.012884294679679442
195,0.04393174331380578,-0.009936104582266124
196,-0.0030709330676472746,0.0189025911522549
197,0.034143512913942686,0.02118894040631858
198,0.014024201373104006,0.019735884562578576
199,0.02184940372444544,0.02914747355862346
200,0.04870701878826367,-0.003052798927456024
201,0.04443345441541169,0.027684012333338615
202,0.02859082471968577,0.03293619937630865
203,0.023119496443086973,0.024874558213014097
204,0.03679705776812625,0.012907803255075123
205,-0.00032644264501868747,-0.005787574263194983
206,0.0367388912000024,0.0029076721893943613
207,0.01234134417381938,0.016360555376195407
208,0.06302127657571077,0.018346506083616987
209,0.006779511819331674,0.0040261899657707545
210,0.041314597823657095,0.03277392884774599
211,0.023298412374060717,0.032999095379636856
212,0.040237904591776896,0.027939050432905788
213,0.03612821599926974,0.007009310667854152
214,0.044341278468209566,0.026177049679972697
215,-0.004606994076311821,-0.004006688572189887
216,0.041067903998737165,0.018583923658297863
217,0.029233902730993577,0.02764124391978839
218,0.008396268586693623,0.025186607703290065
219,0.045186228342572576,0.0023531983451903216
220,0.02976977422804339,0.062211144308093935
221,0.0010978695472658728,0.027495971253301832
222,0.029987705231178552,0.028128614176239353
223,0.02932275836997178,0.031156087475665117
224,0.017638097755479976,0.0682883772169589
225,0.030009115289431065,0.03791981548147305
226,0.03308607089365978,0.022605142322845495
227,0.006696363415812812,0.02107341965438536
228,0.026517135207541287,0.019777301811700457
229,-0.0047707992016512435,0.006160539684060495
230,0.035549478051734695,0.03543609589041807
231,-0.003858922365907347,0.03849107738642488
232,0.03551035995587881,0.031035473741212627
233,-0.008078712250608078,-0.008178426271115313
234,0.015822873207525845,-0.02058401640260854
235,0.02500374979354092,0.0032219267513937666
236,0.01396730190845119,0.004860318342252867
237,0.056508177611249266,-0.0075493416807148606
238,0.022132953096843263,0.04517687725092401
239,0.05776412262366648,0.044766677962115864
240,0.035703149525943445,0.00864700238344085
241,0.04958974477267475,0.03292955553752108
242,0.021855156886203982,0.015624935669620754
243,0.019723951535524975,0.01435296095223748
244,0.03895666362950578,0.04092056887384388
245,0.032485087387158273,0.024490904890626553
246,0.047895784191496205,0.0927107029237959
247,0.019229949032705917,0.06293125273805344
248,0.024624212686831015,0.016289527391563752
249,0.04832551757135661,0.04645560976132401
250,0.02798269261984387,0.02056555357921752
251,0.032515914375835564,0.02064913306003291
252,0.05342653758816596,0.0124534653241426
253,-0.004577412479648046,0.03407725450961152
254,0.02206321275116352,0.005740982689530938
255,0.04429173222342797,0.005841475135184737
256,0.03507788148090185,0.04024497808194383
257,0.024384868549532257,0.011628104324699962
258,0.04393591613370518,0.019338278776558585
259,-0.006569694126483228,0.009928101911100384
260,0.06174869117057824,0.016789097304354073
261,0.011784807651565645,0.014038222090675845
262,0.04736498790771293,0.051464312771713594
263,0.014158828109430033,0.04787971999485307
264,0.008439550962066278,0.012082830156941782
265,0.03315856572589837,0.04292181116397842
266,0.03335206827341608,0.04522752780985684
267,0.02183908725965011,0.007350191693774377
268,0.005776707752374932,-0.024477057888361745
269,0.03976103690592936,-0.047299217469571886
270,0.016975785339923277,0.04958693119806412
271,0.04225439363017358,0.031209277409288916
272,0.01265129490457184,0.01968109404697316
273,0.010931148288364056,0.0017778274564079766
274,0.013547197544539811,0.017200697974658397
275,0.028550742630613968,0.03586802337849804
276,0.032146116072908626,0.04801398911513388
277,-0.01990839020618296,0.006677287206912297
278,0.033856091289635515,0.04443088460720901
279,0.023080555041815387,0.010984335720422678
280,0.026671078416256933,0.02842073200736195
281,0.03190607291071501,0.01680808240053011
282,-0.022985050966781273,0.029034919390824143
283,0.0430453302396927,0.00137432468636689
284,0.026045794373203535,0.02042406233795191
285,0.0387291922543227,0.01356888358714059
286,0.02682098427112578,0.023329329967054942
287,0.001043017822667025,0.032057446455837635
288,0.0036646657843562025,0.027963655757503147
289,0.020295301097576157,-0.007671084852972854
290,0.032651733521561255,0.03231230530295193
291,0.04057084444229986,0.02613428805489093
292,0.03067858379927202,0.03084400973330048
293,0.04737434705657506,0.02392648078603088
294,0.018106821577930532,0.014825165580987232
295,0.030127546582207287,0.01384185419556161
296,0.015252356250130106,0.031441396626178175
297,0.01955367283517262,0.01519802384700597
298,0.028285703124311112,0.02088770226191627
299,0.022756208431928823,0.02701059722676291
300,0.011126718538434943,0.029685197316212
