step,deepseek1.5b_sync_8gpu_entadapt_initial_lr1e-5-actor/pg_clipfrac_step,deepseek1.5b_sync_8gpu_entadapt_lr1e-5-actor/pg_clipfrac_step
87,0.0011399176238910513,0.001213920488572469
88,0.0011642721711723424,0.0013078336028879026
89,0.001021674834129788,0.0014790473344626
90,0.0012557677650225484,0.0016269172815449311
91,0.0011010332135611397,0.0014013271559070702
92,0.0009835685843300294,0.0017256564349130109
93,0.0009390125481930714,0.0015849766591071424
94,0.0008837684575242054,0.0014634479234917391
95,0.0012507250971677236,0.001634030570217181
96,0.0011567606351750978,0.0014226588078930613
97,0.001113991049264552,0.001410102159879475
98,0.0011367523926266933,0.001713274477272838
99,0.0009829886002369842,0.0013747159635039722
100,0.0009598658651243785,0.0014548065233035098
101,0.0010614903160222596,0.00150569290328645
102,0.0010001968531209318,0.0015302860329462593
103,0.0014931084130824146,0.0016102189140275143
104,0.0011415944182096073,0.0019050720832183288
105,0.0014561091920768376,0.002226031105046307
106,0.001092162364784599,0.0017765354840445402
107,0.0013447134389562878,0.0018414913952039483
108,0.0011127228976225262,0.0019146229627776416
109,0.001374983583488312,0.0016006675271325677
110,0.0010160218493443349,0.0015399064715373762
111,0.001165259654780606,0.0018014115634113772
112,0.0010857496253942,0.0018710871477307547
113,0.001291789090828388,0.0017309440219746431
114,0.001056002868716903,0.0018574144883132249
115,0.0009521662026859952,0.001718631779933675
116,0.0010055453167296946,0.0015924799153336526
117,0.00113486451271001,0.00170441722353384
118,0.0011115435176978323,0.0017424149935810953
119,0.0013869223477575524,0.001861867092520697
120,0.0012140408140236436,0.0020381280646688538
121,0.0013839657553728017,0.0018217053499339692
122,0.001098759172669989,0.002413033595682161
123,0.001043563054151621,0.001698313562262295
124,0.0013581539539534952,0.0019272323359069156
125,0.001285171829567844,0.002113400783051729
126,0.0015388065462069616,0.002216729441153637
127,0.0013020323379350884,0.0019297341137644252
128,0.001199380023535923,0.002057472426349705
129,0.0011600195721257478,0.0020994162549911946
130,0.0012505493533064346,0.001908618572170698
131,0.00122997171016929,0.0020294106778402984
132,0.0012298970950723742,0.002705091750116976
133,0.0012130179597772354,0.00207166675072172
134,0.0011133684929085404,0.0023070438428909427
135,0.0011679728533720683,0.002198493704296804
136,0.0014077387117140462,0.002086781077774834
137,0.0012247017573913798,0.002419729058684342
138,0.0011325425667564558,0.001670708742797918
139,0.0012310367716054317,0.002051630299277793
140,0.0013095911542136277,0.001794369186096777
141,0.0012085407000241258,0.0019797039472905452
142,0.0012095430005361915,0.0018058265257509664
143,0.0011886256101339625,0.001739176531859706
144,0.0014198131642842785,0.002041274692146544
145,0.0012764190346842951,0.0021459746354924973
146,0.0015117767892488267,0.0025751359550566927
147,0.001502363403276485,0.002440845661264272
148,0.0016052184333026028,0.002705263226218651
149,0.0011530320895051373,0.0024357511551484504
150,0.0014667359039776786,0.002465671744112326
151,0.0012471025555214508,0.002205340242815308
152,0.0012312800140989566,0.0019404413078085603
153,0.001542147121121738,0.002007843421531354
154,0.0010576520689937752,0.001996437046343797
155,0.001409535862632499,0.0020272704263003434
156,0.001520695893371495,0.0023901963846087297
157,0.0017219829925807062,0.0021072760281723195
158,0.0018418272312130015,0.0024093347723960915
159,0.0011938331589168762,0.002253082196892303
160,0.0014168304973541776,0.002466265845578164
161,0.0015181429842500837,0.002099125874021569
162,0.0013587544116717256,0.001953602950379718
163,0.0013612519679310668,0.0018458044646346631
164,0.0013735747836671223,0.00177725807332701
165,0.001220543836750902,0.00207772033934097
166,0.0011752975957235669,0.0024073761790835606
167,0.00146643413509304,0.002618221805426211
168,0.00154242015771668,0.00277698116551619
169,0.0012530957485978435,0.0021762113394244095
170,0.001710335236133514,0.002240133229465953
171,0.0013158225075774058,0.0019666641641695446
172,0.0013191458903169073,0.0020911082393366897
173,0.0014828713589849938,0.0021411406083560987
174,0.0012924914504505328,0.0021920284545716563
175,0.0013863831340930164,0.0019906513721151793
176,0.0014226807224764432,0.0022223627853567123
177,0.0015660142509659634,0.002448223833942558
178,0.0014558687974964746,0.002619129762428606
179,0.00128620128232017,0.002295128358541247
180,0.0014085300366332375,0.002077627579074899
181,0.0016135123855747224,0.0022128716017404157
182,0.0016547806646358791,0.002629429692509196
183,0.0013376635398301352,0.0021699143051757182
184,0.0014368435169849474,0.0022708931480467853
185,0.0014895892529638354,0.0022445524325369415
186,0.0012752014487887207,0.0023469174039270173
187,0.0014664331744825177,0.002537338639492439
188,0.0015300740197248656,0.002785991425970797
189,0.0016486609676706265,0.002594888036148167
190,0.0012758569930935793,0.002097460908428022
191,0.001315171775786439,0.00234043753152946
192,0.001634157004446024,0.002420194692725393
193,0.0015688567481490843,0.0022228823480955643
194,0.001353699663592455,0.001774471382146737
195,0.0015406859357182572,0.0021191774206851155
196,0.0015081815278191663,0.002353707048149028
197,0.0015514674132646178,0.0027097490322127915
198,0.0017323178071819711,0.00230161557126187
199,0.0015380221522632166,0.002092268483762002
200,0.00146504820016465,0.0023311247456826263
201,0.001488920421759885,0.0024633209857049887
202,0.0016948161056379004,0.002550349200067682
203,0.0012726014850092569,0.002201863138824675
204,0.001573334465071887,0.00252530946582655
205,0.001541889925713959,0.0022854997357676945
206,0.0016328960887110997,0.0023785461820476812
207,0.001517867282473162,0.002177795024015888
208,0.001443834399362293,0.0024755095571486487
209,0.0016440531226815142,0.0028285658680198885
210,0.0016866233920154626,0.00286383667520093
211,0.0014782138477616976,0.0024807075379713853
212,0.0017477287501606042,0.0025324140923556923
213,0.001557110935870944,0.00252826724048962
214,0.0016245383291344866,0.002276698912638771
215,0.001494746273371076,0.002195821594630781
216,0.0013418843420545383,0.0021956863584313797
217,0.0015903209491842148,0.002708343442969231
218,0.0016929592164739336,0.0021673249940114205
219,0.00169093392750732,0.002378066627146757
220,0.0015560449044728774,0.002247541391941764
221,0.0015711248902118228,0.0020387225977948277
222,0.001461329969350283,0.0021992795422155114
223,0.0015966631497663216,0.002574662671616786
224,0.0016428302084777232,0.002693065326994933
225,0.0015048513206155883,0.00226038497598695
226,0.0015822752621239662,0.0023406390379892873
227,0.0013043206779132432,0.0026186859409790485
228,0.0013810382404403224,0.0021178590871030515
229,0.0013839547112762707,0.002285265135393881
230,0.001575400556450606,0.002295052399784588
231,0.00142738211260896,0.0021611237067797142
232,0.001391055091517046,0.002116532786506771
233,0.0017471583632022673,0.0030272959753030746
234,0.001410754585993432,0.002524663112284464
235,0.0015368300573331802,0.0023265372447591895
236,0.0016180018084436063,0.002642647276131712
237,0.0014515981629734769,0.002263572169360249
238,0.001634947314308848,0.002594856657954854
239,0.0015259057125728182,0.002089908114445576
240,0.001720975937243521,0.0030147079859212363
241,0.0013826010585627194,0.00250483085221731
242,0.001481983973018603,0.002538631457750655
243,0.001647537401450708,0.0022460905872018584
244,0.001526489652172952,0.0025359798980745204
245,0.0017100945968322352,0.0025891297803900667
246,0.0014265008861305737,0.0021616005299438254
247,0.0015655903166805814,0.002111828036201284
248,0.0014794458022931525,0.002068877012393584
249,0.0016783264945843257,0.002252755560647882
250,0.0016632685158335585,0.0023848810035022013
251,0.0017964368968112069,0.002343397486939743
252,0.0016610329041875295,0.002243467558939152
253,0.0020587621412622476,0.0023286745987055233
254,0.0014503052555416465,0.002152254465828365
255,0.0015386749509225198,0.0023648138113559172
256,0.0015685362075254531,0.002268121184594444
257,0.0016109803754737922,0.0022535466332160668
258,0.0015869906400482814,0.0022396986276633354
259,0.001557654957029693,0.0021274433304469035
260,0.001486825741700332,0.0020374003461256507
261,0.0013483895749058796,0.0021575407205697656
262,0.00153317778846073,0.00233440383613015
263,0.0015076647967766296,0.0019895569600786684
264,0.0016525288510154763,0.002652351587891403
265,0.001452376949456183,0.0018424116388663
266,0.0014386076505533392,0.002047045933402248
267,0.0014215141062820856,0.0021608219470220756
268,0.0015383206331080145,0.0020091914956639
269,0.0016459606500220394,0.0019261684515779207
270,0.0015860058426982885,0.002032089275784761
271,0.00154305822514627,0.001931908808001026
272,0.0013490599537976248,0.0021510790971509173
273,0.0015499344315772065,0.0022816984561965605
274,0.001297253774980565,0.0022038153100159734
275,0.0016786296008914096,0.0023716965305311533
276,0.0014622192755788482,0.0018040992952137456
277,0.001494727083230497,0.0021005822004190123
278,0.0013718932290811248,0.0020011115534164974
279,0.0013823895849604812,0.0019188966987258027
280,0.0014703734781588455,0.0020668959242517732
281,0.0015939589491695402,0.0021723018918843686
282,0.0015125609393957036,0.0022522754977671866
283,0.0015020006120418353,0.0023032564661843932
284,0.0016006796383971093,0.0022753974974003372
285,0.0014640504849921852,0.0018211886984621135
286,0.0016647422188624558,0.0021495761538972147
287,0.001766734592496909,0.0023020967117190596
288,0.0015278657807889762,0.002036186533805449
289,0.0015856526991807518,0.002094276633724803
290,0.001442547771727153,0.0022666165414015195
291,0.0016828933005663838,0.0019723284440260613
292,0.00151400941241463,0.0016512539416726217
293,0.0013148309799573834,0.0015174684256635375
294,0.0016010775908123537,0.0018836016253771955
295,0.0013128754540957742,0.001876244797817983
296,0.0012365774471370307,0.0016658030437974958
297,0.0016465525612551976,0.0019964600407333553
298,0.00164956411147917,0.002174258546837533
299,0.0016862090270435494,0.0018903324986604272
300,0.0015121668538168624,0.002164550436467763
