step,deepseek1.5b_sync_8gpu_entadapt_initial_lr1e-5-actor/entropy_step,deepseek1.5b_sync_8gpu_entadapt_lr1e-5-actor/entropy_step
132,0.11761615235757616,0.11428479188841512
133,0.117384789422864,0.11501109405600636
134,0.11628093066004416,0.11443237583929051
135,0.11954902485013008,0.11979813540561332
136,0.12249462547608549,0.12113622172248804
137,0.10785996008087836,0.1033230837519196
138,0.11034738624002784,0.10747568119716432
139,0.11775615966762416,0.11644469259501716
140,0.11771726371842392,0.113400038654535
141,0.1117262243287547,0.10551498849979704
142,0.1088586726393073,0.10815060409229428
143,0.11150469574736568,0.10719269877137226
144,0.1150568836077582,0.11812933947393586
145,0.10991464049438944,0.1088503113609146
146,0.115540826454803,0.11660643392759892
147,0.11307275324638578,0.11170776728734684
148,0.10621964537379582,0.10498901306806752
149,0.10362651535571075,0.09965984846084294
150,0.10729462280287408,0.10499602809093544
151,0.11055975419003516,0.10444231041086216
152,0.10460466821095908,0.1004414155613631
153,0.10499639820489216,0.10249636086254296
154,0.10534098322525444,0.10210160671008958
155,0.10789553966180128,0.1037509748553434
156,0.10418555235899075,0.09868680935522373
157,0.10702121549402364,0.09797606369565157
158,0.10367024722281934,0.09624167272440072
159,0.11039153626756516,0.1028988586251878
160,0.10408861105263766,0.0902649445226416
161,0.1026132566676963,0.0878937515359291
162,0.10637719175138044,0.09261821418079888
163,0.10364566950082052,0.0893727037551192
164,0.10354760952759534,0.09297325348333373
165,0.1046628662958168,0.09490611105832422
166,0.09943171618007388,0.09068712878728374
167,0.1042356416980577,0.0945055195357824
168,0.1008146555639457,0.08682430037814709
169,0.0964603976754006,0.08611641064422523
170,0.09950850243192344,0.08888028711637319
171,0.09861882518204612,0.08496362045306063
172,0.09922009845137258,0.08933694862191462
173,0.09752619845676236,0.09017375635713425
174,0.09358234425529928,0.08521671014149551
175,0.1006894426920065,0.09023084576603851
176,0.09832422412284536,0.08779130721417128
177,0.098545150028076,0.08744135190367656
178,0.09829232071933802,0.09032313033627969
179,0.09484695109477756,0.08432092629267242
180,0.09221963453455828,0.08261212479001621
181,0.10048761244397612,0.08686235800075034
182,0.0951612832127572,0.08131652619275782
183,0.09368101208071623,0.08127469673689286
184,0.09480868404867446,0.08253006016491868
185,0.09865449423470148,0.0855682373247956
186,0.09616099006962033,0.08232070228439711
187,0.09964654109207911,0.09066395003306256
188,0.09834417986911088,0.08769817974382971
189,0.09242235981704046,0.07938934932715948
190,0.09857204070292593,0.0852172938770511
191,0.09435221934638156,0.08458030492613983
192,0.09260755411056844,0.08143143833149225
193,0.09302719039399,0.08015065338589589
194,0.09264813489227725,0.0812008657287705
195,0.0961913961275458,0.08371740146222609
196,0.0956376447092469,0.08113098112517036
197,0.0932415613759076,0.07651484110233882
198,0.0958155831427906,0.08202712588668377
199,0.08869397927108885,0.07609905188545844
200,0.09541829067720324,0.07955171289477432
201,0.08908786823929743,0.07772124154937707
202,0.0971199172464284,0.0808701454106168
203,0.09767687792333252,0.08377664050203748
204,0.09700355922210624,0.08246064923216842
205,0.09801508745224012,0.08344154589188596
206,0.09380993158442943,0.07973611942196096
207,0.09359635861169192,0.07964878107569265
208,0.09628245600668545,0.08425327296135948
209,0.0965587551824662,0.08353139483899048
210,0.09124340327042672,0.07898637710604817
211,0.09444126746140766,0.08170722401183513
212,0.09461359947454184,0.0824331953888759
213,0.08915773261370222,0.08008274362604742
214,0.08929216206144151,0.08120022083976833
215,0.0920444686269592,0.08092420987139287
216,0.0912232399781848,0.08060079352257567
217,0.08977797477772193,0.08203746963408776
218,0.09433057357091457,0.08434263672778738
219,0.08889823345678104,0.07981453608195094
220,0.0903410007844546,0.08230096244496171
221,0.09122148873229025,0.08078434450447837
222,0.0897444783847525,0.07965453216699339
223,0.08991899386663656,0.0807926040990582
224,0.09133733862374978,0.07718027480523627
225,0.09340506323232232,0.08464587401375984
226,0.09147535284448947,0.08388549415141586
227,0.08815628902188369,0.07981090969923468
228,0.09132526857713454,0.08462274919324757
229,0.09087769968424585,0.07936724075261736
230,0.08980922352315651,0.08135268538810161
231,0.09409000674739132,0.08595654421515064
232,0.09329838467634877,0.08562309697056965
233,0.0876966786197235,0.07845508709737181
234,0.09463319717906415,0.0816448499124659
235,0.09136340131463352,0.08193012881092727
236,0.08686898437487643,0.07672370664785494
237,0.08893751053117394,0.08009190320887644
238,0.09251102531696996,0.07966352756678437
239,0.09373024584386835,0.08514082320545305
240,0.08988652929447863,0.07899738470871892
241,0.08875727079548809,0.08026953736892514
242,0.08757035017316771,0.07713349562128197
243,0.09193597319377164,0.08486871842372543
244,0.08830012627536568,0.07855090831024268
245,0.08895311554417361,0.08271502575371414
246,0.08875776186792386,0.08264845319092273
247,0.08747415398691027,0.07990870618717358
248,0.0869055051395359,0.08144192466937492
249,0.09197607618195684,0.08150838365141608
250,0.08986282554476269,0.08119670016582103
251,0.08305283622225611,0.07282616651576498
252,0.08918454728237438,0.08114519967383951
253,0.08940804172639868,0.07824024917499628
254,0.08809521335472421,0.07851087879389525
255,0.08828151157006708,0.07641909755507692
256,0.08587908997876746,0.07628424603899475
257,0.08857872457953081,0.07900886168657884
258,0.08562723089319964,0.07264040125053414
259,0.08762070403161754,0.07715358970555194
260,0.08984181593682262,0.07777398623875342
261,0.0874485243000977,0.07911245169331474
262,0.08355854679613786,0.07400557300328121
263,0.08705887396871631,0.07630737761792261
264,0.08596333699221381,0.07536426447426939
265,0.08606738139959899,0.07969821951458775
266,0.08968673407004893,0.07921029069955099
267,0.0853953645037975,0.07797643272762955
268,0.0883780399337411,0.07514390717001838
269,0.09028794605103208,0.07949961513868006
270,0.0850119246440658,0.07557564326859217
271,0.08940639733445159,0.0787681151740253
272,0.08698466272894727,0.07738846427431174
273,0.08740253821902333,0.07725962840292291
274,0.09064997000576452,0.07925718201052709
275,0.08626099475077353,0.07590369299578015
276,0.08702875317734046,0.07804040663662212
277,0.08913268175886266,0.08309938583523035
278,0.08730629900860232,0.07759351822702835
279,0.08559955270370333,0.07699182023497997
280,0.0914073731559752,0.08148267962193738
281,0.08963647649423884,0.07706607921621375
282,0.08653782922547403,0.07545238910339928
283,0.08407218303376189,0.07502583739813416
284,0.08150097296345934,0.072898956714198
285,0.08507164350885432,0.07441062467599599
286,0.0846969862985942,0.07460010713199153
287,0.08619608100917603,0.07570333571173252
288,0.08588895024504603,0.07528461090056225
289,0.08450845266237263,0.07463541374308988
290,0.08396531160740944,0.07170416250386658
291,0.08496981133641891,0.07217724764486774
292,0.08689334842932933,0.07268354759784415
293,0.08943909530116376,0.07422286039218307
294,0.08694184609136522,0.07127612689044327
295,0.08650562012335286,0.07257195039205633
296,0.08499956191305749,0.06967952149687334
297,0.08682756225009346,0.07221662120519243
298,0.0844842393943552,0.07161177010686301
299,0.0845912295806643,0.07001315530389547
300,0.08154933003243059,0.06902772711599063
