step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-rollout_corr/ppl_ratio_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-rollout_corr/ppl_ratio_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-rollout_corr/ppl_ratio_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-rollout_corr/ppl_ratio_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-rollout_corr/ppl_ratio_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-rollout_corr/ppl_ratio_step
59,1.0003572702407837,1.000412940979004,1.0005217790603638,1.0004202127456665,1.0003972053527832,1.000418186187744
60,1.000391960144043,1.000382423400879,1.0005701780319214,1.0003600120544434,1.000383377075195,1.0003681182861328
61,1.0003294944763184,1.0003747940063477,1.000524640083313,1.0003910064697266,1.0003973245620728,1.000369429588318
62,1.0003774166107178,1.000396490097046,1.000557780265808,1.0003985166549685,1.0004379749298096,1.0003807544708252
63,1.0003284215927124,1.0003838539123535,1.0005120038986206,1.0003747940063477,1.000386118888855,1.0003918409347534
64,1.0003793239593506,1.000375509262085,1.0005364418029783,1.0003662109375,1.000375509262085,1.0004255771636963
65,1.0003572702407837,1.0003440380096436,1.000464916229248,1.0003929138183594,1.0003807544708252,1.0003719329833984
66,1.0003447532653809,1.0003845691680908,1.0005013942718506,1.0003769397735596,1.0003894567489624,1.0003433227539062
67,1.0003646612167358,1.0003687143325806,1.0005115270614624,1.000410556793213,1.0003390312194824,1.0003776550292969
68,1.0003657341003418,1.0003983974456787,1.000469446182251,1.0003718137741089,1.0004104375839231,1.0003734827041626
69,1.0003691911697388,1.00038743019104,1.0004616975784302,1.0004220008850098,1.000349521636963,1.0003572702407837
70,1.000347137451172,1.0003949403762815,1.0004968643188477,1.0003814697265625,1.0004217624664309,1.0003893375396729
71,1.0004048347473145,1.000359296798706,1.0005067586898804,1.0003968477249146,1.0003666877746582,1.0003780126571655
72,1.0003966093063354,1.000385046005249,1.0004758834838867,1.0003682374954224,1.0003981590270996,1.0004067420959473
73,1.000407338142395,1.0004019737243652,1.000501036643982,1.0004067420959473,1.0004032850265503,1.0003864765167236
74,1.000366449356079,1.000429630279541,1.000444412231445,1.0003582239151,1.0004066228866575,1.000370740890503
75,1.0003747940063477,1.000380516052246,1.0005083084106443,1.0003782510757446,1.0003916025161743,1.0004005432128906
76,1.0004141330718994,1.0004186630249023,1.0005323886871338,1.000415563583374,1.0004003047943115,1.0003784894943235
77,1.000387191772461,1.000399112701416,1.000465750694275,1.0004141330718994,1.0004032850265503,1.0003788471221924
78,1.0003371238708496,1.000412106513977,1.0004717111587524,1.0003876686096191,1.0004069805145264,1.0003591775894165
79,1.000408172607422,1.0003818273544312,1.0004841089248655,1.0003831386566162,1.0003920793533323,1.0003690719604492
80,1.0003793239593506,1.0003896951675415,1.0004558563232422,1.0003796815872192,1.0003972053527832,1.0003962516784668
81,1.0003641843795776,1.0003913640975952,1.0004932880401611,1.0003873109817505,1.000377178192139,1.0003927946090698
82,1.0003966093063354,1.000420331954956,1.000475287437439,1.000383377075195,1.0004228353500366,1.0003827810287476
83,1.000406265258789,1.000380516052246,1.000483512878418,1.0003679990768433,1.0003843307495115,1.000348448753357
84,1.0004432201385498,1.0003877878189087,1.000464916229248,1.0004041194915771,1.0004067420959473,1.0003925561904907
85,1.00035560131073,1.000413179397583,1.000507354736328,1.0004191398620603,1.0004123449325562,1.0004193782806396
86,1.0004053115844729,1.0003693103790283,1.0004793405532837,1.0004398822784424,1.00037682056427,1.0004011392593384
87,1.0004136562347412,1.0003666877746582,1.0004913806915283,1.0003949403762815,1.000374436378479,1.0003697872161863
88,1.000396966934204,1.0004019737243652,1.0004723072052002,1.0003782510757446,1.0003907680511477,1.000376582145691
89,1.0003737211227417,1.0004024505615234,1.000469207763672,1.0004103183746338,1.0003870725631714,1.000397801399231
90,1.000413417816162,1.000417947769165,1.0005282163619995,1.0003633499145508,1.0003907680511477,1.0004000663757324
91,1.000410556793213,1.000383734703064,1.0004775524139404,1.0003867149353027,1.000371336936951,1.0003759860992432
92,1.0003832578659058,1.000380516052246,1.0004786252975464,1.0003993511199951,1.000430941581726,1.000386118888855
93,1.000413179397583,1.000424027442932,1.0004737377166748,1.0003873109817505,1.0004141330718994,1.000396966934204
94,1.0003896951675415,1.0003955364227295,1.0004923343658447,1.00041925907135,1.000414490699768,1.0003796815872192
95,1.000382423400879,1.0004029273986816,1.0004476308822632,1.0003581047058103,1.0004042387008667,1.000419020652771
96,1.0003719329833984,1.000352382659912,1.0004405975341797,1.0003677606582642,1.0003845691680908,1.000360369682312
97,1.0003904104232788,1.000382661819458,1.0004849433898926,1.0004103183746338,1.000382423400879,1.0004457235336304
98,1.000401258468628,1.0003584623336792,1.0004901885986328,1.0004115104675293,1.000403881072998,1.0003705024719238
99,1.000375270843506,1.0003786087036133,1.0004442930221558,1.0003985166549685,1.0003886222839355,1.0003576278686523
100,1.000398874282837,1.0004186630249023,1.0004962682724,1.0003676414489746,1.0004099607467651,1.000394344329834
101,1.00037682056427,1.0003899335861206,1.0004847049713137,1.0004233121871948,1.0003743171691897,1.0003927946090698
102,1.0003714561462402,1.0003924369812012,1.000488042831421,1.0003266334533691,1.000396490097046,1.000378966331482
103,1.0003992319107056,1.000413179397583,1.0004860162734983,1.0004080533981323,1.000369906425476,1.000409483909607
104,1.000373601913452,1.000370979309082,1.0004286766052246,1.0004087686538696,1.0003838539123535,1.0003716945648191
105,1.0003968477249146,1.0003656148910522,1.000472068786621,1.0003756284713743,1.000397801399231,1.000375509262085
106,1.0003973245620728,1.000373601913452,1.000460863113403,1.0003656148910522,1.0003628730773926,1.000403881072998
107,1.0003870725631714,1.0003658533096311,1.000492811203003,1.0003671646118164,1.0003780126571655,1.0004158020019531
108,1.0003867149353027,1.0003832578659058,1.0005040168762207,1.0003947019577026,1.0003809928894043,1.0003560781478882
109,1.000381588935852,1.0003843307495115,1.0004643201828003,1.0003703832626345,1.0003929138183594,1.0004160404205322
110,1.0003914833068848,1.0003453493118286,1.0004301071166992,1.0003721714019775,1.000415563583374,1.0004076957702637
111,1.000346541404724,1.0004197359085083,1.000490665435791,1.0003780126571655,1.0003585815429688,1.0004171133041382
112,1.000383734703064,1.0004010200500488,1.000462293624878,1.0004122257232666,1.0004072189331057,1.0003697872161863
113,1.0003315210342407,1.0003770589828491,1.0005048513412476,1.000422716140747,1.0003458261489868,1.0004351139068604
114,1.000352382659912,1.0003968477249146,1.0004355907440186,1.0003814697265625,1.0004408359527588,1.0004098415374756
115,1.0003511905670166,1.0004560947418213,1.000507354736328,1.000378131866455,1.0003628730773926,1.0003910064697266
116,1.0003902912139893,1.0003751516342163,1.0004842281341553,1.000382423400879,1.0003892183303833,1.000383734703064
117,1.0003761053085327,1.0003445148468018,1.0004626512527466,1.000396728515625,1.0003949403762815,1.0003790855407717
118,1.000382661819458,1.0004135370254517,1.000460147857666,1.0003726482391355,1.0003862380981443,1.0003993511199951
119,1.000394344329834,1.00036358833313,1.000481128692627,1.0003647804260254,1.0004034042358398,1.00041401386261
120,1.0003750324249268,1.00040602684021,1.0004496574401855,1.0003896951675415,1.0004122257232666,1.000388264656067
121,1.0004035234451294,1.0004072189331057,1.000497817993164,1.0004266500473022,1.0004369020462036,1.0004171133041382
122,1.0003907680511477,1.0004414319992063,1.0005009174346924,1.0004072189331057,1.000381588935852,1.0003647804260254
123,1.0003864765167236,1.0003697872161863,1.0004295110702517,1.000430703163147,1.000404953956604,1.000393986701965
124,1.0003787279129028,1.000382423400879,1.0004591941833496,1.0003741979599,1.0003955364227295,1.000434637069702
125,1.0004090070724487,1.0004117488861084,1.0005158185958862,1.0003947019577026,1.0004254579544067,1.0004045963287354
126,1.0004266500473022,1.000401735305786,1.0004562139511108,1.000393629074097,1.0004189014434814,1.0004514455795288
127,1.0003745555877686,1.0003817081451416,1.0004594326019287,1.0003668069839478,1.0004295110702517,1.0003578662872314
128,1.000349521636963,1.0003793239593506,1.0004514455795288,1.0003840923309326,1.0004066228866575,1.0004087686538696
129,1.000395894050598,1.00039541721344,1.000515103340149,1.0003886222839355,1.000422477722168,1.000381350517273
130,1.0003576278686523,1.0004091262817385,1.000513792037964,1.000399827957153,1.0004088878631592,1.0003992319107056
131,1.0003668069839478,1.000410079956055,1.0004963874816897,1.0003985166549685,1.0004291534423828,1.0004016160964966
132,1.0003856420516968,1.0004093647003174,1.0004572868347168,1.000361442565918,1.000388264656067,1.00038743019104
133,1.000436305999756,1.0003832578659058,1.000473976135254,1.000411033630371,1.0004345178604126,1.0003668069839478
134,1.000389814376831,1.0004000663757324,1.0004526376724243,1.000398874282837,1.0004281997680664,1.0004243850708008
135,1.0003666877746582,1.000351071357727,1.000483155250549,1.0003926753997805,1.000398874282837,1.0004345178604126
136,1.0003913640975952,1.0004005432128906,1.0004820823669434,1.0003900527954102,1.0004031658172607,1.00041401386261
137,1.0003578662872314,1.000389575958252,1.0004582405090332,1.000399827957153,1.0004125833511353,1.000401258468628
138,1.0003900527954102,1.000396490097046,1.000406265258789,1.0003576278686523,1.000401258468628,1.0003830194473269
139,1.0003712177276611,1.0004011392593384,1.0004825592041016,1.000385046005249,1.0004161596298218,1.000444412231445
140,1.000364065170288,1.0004119873046875,1.0004823207855225,1.0003674030303955,1.0004513263702393,1.0004172325134275
141,1.0003719329833984,1.0003721714019775,1.000497341156006,1.0003834962844849,1.000401496887207,1.000396490097046
142,1.0003784894943235,1.000408172607422,1.0004689693450928,1.000372052192688,1.0004150867462158,1.0004147291183472
143,1.0003910064697266,1.00038743019104,1.000417709350586,1.0004141330718994,1.000403642654419,1.0003924369812012
144,1.0003881454467771,1.0003783702850342,1.0004912614822388,1.0003633499145508,1.0004278421401978,1.0004234313964844
145,1.000390648841858,1.0003948211669922,1.0004591941833496,1.000388264656067,1.0003957748413086,1.0003626346588137
146,1.0003734827041626,1.000363826751709,1.000474214553833,1.000420093536377,1.000416278839111,1.000400424003601
147,1.000383377075195,1.0003726482391355,1.000516653060913,1.0004003047943115,1.0004034042358398,1.000377178192139
148,1.000371336936951,1.0003842115402222,1.0004734992980957,1.000407099723816,1.0003924369812012,1.0004123449325562
149,1.0003762245178225,1.0004264116287231,1.0004760026931765,1.0004262924194336,1.0004236698150637,1.0004247426986694
150,1.0003671646118164,1.000372290611267,1.0004562139511108,1.0004427433013916,1.000402331352234,1.0004059076309204
151,1.0003929138183594,1.0004165172576904,1.0004751682281494,1.0003999471664429,1.0004169940948486,1.0004078149795532
152,1.0003702640533447,1.000395655632019,1.000449776649475,1.0004196166992188,1.0003973245620728,1.000411033630371
153,1.0003820657730105,1.0003809928894043,1.00050950050354,1.0004007816314695,1.0004119873046875,1.0003732442855835
154,1.0003602504730225,1.0003604888916016,1.0004637241363523,1.0003669261932373,1.0003701448440552,1.0004236698150637
155,1.0003941059112549,1.0003368854522705,1.000456929206848,1.0003814697265625,1.0003662109375,1.000386118888855
156,1.0004441738128662,1.000378966331482,1.0004998445510864,1.0004068613052368,1.0003844499588013,1.0003783702850342
157,1.0003862380981443,1.0003690719604492,1.000490665435791,1.0003938674926758,1.000363826751709,1.0004210472106934
158,1.0003770589828491,1.0003583431243896,1.000496506690979,1.0003328323364258,1.0003738403320312,1.0004125833511353
159,1.0003905296325684,1.0003583431243896,1.0004984140396118,1.0003761053085327,1.000415921211243,1.0003987550735474
160,1.0003770589828491,1.00034499168396,1.0004820823669434,1.0004041194915771,1.0004104375839231,1.0004218816757202
161,1.0003801584243774,1.0003734827041626,1.0004780292510986,1.0004045963287354,1.0004178285598757,1.0004143714904783
162,1.00035560131073,1.0003931522369385,1.0005031824111938,1.00040864944458,1.000407099723816,1.0004332065582275
163,1.000420331954956,1.0003657341003418,1.0004842281341553,1.0003788471221924,1.00041663646698,1.0003814697265625
164,1.0003970861434937,1.0003376007080078,1.0005006790161133,1.000407338142395,1.0003399848937988,1.000402331352234
165,1.0003879070281982,1.000377178192139,1.0004743337631226,1.0003941059112549,1.000400185585022,1.0004003047943115
166,1.0003867149353027,1.0003539323806765,1.0004767179489136,1.0004160404205322,1.0003560781478882,1.000376582145691
167,1.0004308223724363,1.0003503561019895,1.000467300415039,1.0003615617752075,1.0003838539123535,1.000392198562622
168,1.00036358833313,1.0003660917282104,1.0004949569702148,1.000398874282837,1.0003767013549805,1.000400424003601
169,1.00041663646698,1.0003451108932495,1.000469446182251,1.0003818273544312,1.0003705024719238,1.0003669261932373
170,1.0003889799118042,1.0003725290298462,1.0005007982254028,1.0003951787948608,1.0003783702850342,1.0004475116729736
171,1.0004111528396606,1.0003703832626345,1.000490427017212,1.000424861907959,1.0004053115844729,1.0003862380981443
172,1.0003840923309326,1.0003703832626345,1.000499248504639,1.0003331899642944,1.0003539323806765,1.0003957748413086
173,1.0003931522369385,1.000354886054993,1.0004615783691406,1.000362753868103,1.0003427267074585,1.0004024505615234
174,1.0003631114959717,1.0003682374954224,1.0004791021347046,1.000377178192139,1.0003924369812012,1.0003674030303955
175,1.0004066228866575,1.0003244876861572,1.000485897064209,1.0003867149353027,1.0003931522369385,1.0004183053970337
176,1.000409483909607,1.000393986701965,1.000439167022705,1.0003702640533447,1.0003321170806885,1.0004178285598757
177,1.0003522634506226,1.0003430843353271,1.000457763671875,1.000383973121643,1.00032639503479,1.0004003047943115
178,1.000420331954956,1.0003705024719238,1.0004462003707886,1.0003974437713623,1.0003684759140017,1.0003533363342283
179,1.0004127025604248,1.0004289150238037,1.0004985332489014,1.0004135370254517,1.0003868341445925,1.0003509521484375
180,1.0003924369812012,1.0003643035888672,1.000409722328186,1.0003801584243774,1.0003725290298462,1.0003881454467771
181,1.0003846883773804,1.0004092454910278,1.0004712343215942,1.0003678798675537,1.0003929138183594,1.0004210472106934
182,1.0003535747528076,1.0004245042800903,1.000441551208496,1.0003739595413208,1.0003373622894287,1.0003787279129028
183,1.0004185438156128,1.000379204750061,1.0004167556762695,1.0003952980041504,1.0003764629364014,1.0003840923309326
184,1.0003929138183594,1.00039541721344,1.000441074371338,1.0004209280014038,1.0003842115402222,1.0003509521484375
185,1.0004019737243652,1.0004233121871948,1.0004677772521973,1.0004061460494995,1.0003896951675415,1.000408172607422
186,1.0003844499588013,1.0004048347473145,1.0004428625106812,1.0004308223724363,1.0003727674484253,1.0003814697265625
187,1.000386357307434,1.0003923177719116,1.000452995300293,1.0004396438598633,1.0003812313079834,1.0003769397735596
188,1.0003615617752075,1.00036883354187,1.0004334449768066,1.0003972053527832,1.0003854036331177,1.0003507137298584
189,1.0003997087478638,1.0003929138183594,1.0004432201385498,1.000433325767517,1.0003221035003662,1.000383734703064
190,1.0004018545150757,1.000394582748413,1.000488519668579,1.0004297494888306,1.0003547668457031,1.0004225969314575
191,1.0003989934921265,1.0003899335861206,1.0004528760910034,1.0004059076309204,1.000383377075195,1.0003899335861206
192,1.000392198562622,1.000415563583374,1.0004310607910156,1.0004165172576904,1.0003609657287598,1.000375270843506
193,1.0004186630249023,1.000396490097046,1.000433325767517,1.0003950595855713,1.000358819961548,1.00038480758667
194,1.0003982782363892,1.0004093647003174,1.0004762411117554,1.0004096031188965,1.000367522239685,1.000382423400879
195,1.0003759860992432,1.0004160404205322,1.0004308223724363,1.000369906425476,1.0003758668899536,1.000373601913452
196,1.00040864944458,1.0003831386566162,1.0004799365997314,1.0003880262374878,1.000377893447876,1.0003831386566162
197,1.0003732442855835,1.0003795623779297,1.0004537105560305,1.0003634691238403,1.0003873109817505,1.0003749132156372
198,1.0004042387008667,1.000381350517273,1.000438928604126,1.000413179397583,1.0003317594528198,1.0003665685653689
199,1.0003753900527954,1.0004481077194214,1.0004327297210691,1.0003881454467771,1.0004218816757202,1.0003745555877686
200,1.0003880262374878,1.0004332065582275,1.0004479885101318,1.0004255771636963,1.0003926753997805,1.000419855117798
201,1.0003455877304075,1.0004202127456665,1.0004377365112305,1.0003862380981443,1.000386357307434,1.000347375869751
202,1.0003623962402344,1.0003972053527832,1.0004712343215942,1.0003916025161743,1.0004026889801023,1.0004109144210815
203,1.0003596544265747,1.0003793239593506,1.000471591949463,1.0003995895385742,1.0003669261932373,1.0003769397735596
204,1.000353217124939,1.0004092454910278,1.0004881620407104,1.000364065170288,1.0003702640533447,1.0003814697265625
205,1.0003485679626465,1.0004185438156128,1.0004713535308838,1.0004370212554932,1.0003857612609863,1.0004158020019531
206,1.000324010848999,1.0003890991210938,1.0004433393478394,1.0003728866577148,1.0003926753997805,1.0004191398620603
207,1.0003840923309326,1.0004127025604248,1.0004699230194092,1.0004010200500488,1.000380039215088,1.0003950595855713
208,1.0003769397735596,1.0004010200500488,1.000483155250549,1.00040864944458,1.0004074573516846,1.000379204750061
209,1.0003411769866943,1.000408411026001,1.0004656314849854,1.000406265258789,1.0004067420959473,1.0004185438156128
210,1.0003330707550049,1.0004063844680786,1.0004675388336182,1.0003502368927002,1.000377178192139,1.000375509262085
211,1.000335693359375,1.0003561973571775,1.0004653930664062,1.0003896951675415,1.0003705024719238,1.0004080533981323
212,1.0003488063812256,1.000380039215088,1.0004675388336182,1.0003643035888672,1.000383377075195,1.0004295110702517
213,1.0003072023391724,1.000382423400879,1.0004727840423584,1.0003389120101929,1.000399112701416,1.000373601913452
214,1.0003706216812134,1.0004276037216189,1.000492811203003,1.0003539323806765,1.0004174709320068,1.0003933906555176
215,1.00035297870636,1.0003951787948608,1.000452756881714,1.0003361701965332,1.0004267692565918,1.0003783702850342
216,1.000370740890503,1.0004208087921145,1.000450611114502,1.0003637075424194,1.0004212856292725,1.000399112701416
217,1.0003538131713867,1.0003777742385864,1.0004218816757202,1.0003623962402344,1.000412106513977,1.0004043579101562
218,1.0003373622894287,1.000396490097046,1.000496745109558,1.0003772974014282,1.0003819465637207,1.0004339218139648
219,1.0003345012664795,1.000394344329834,1.000454306602478,1.0003809928894043,1.0003788471221924,1.0004138946533203
220,1.000322341918945,1.0004266500473022,1.0004355907440186,1.0004011392593384,1.0004007816314695,1.0004361867904663
221,1.0003600120544434,1.000377178192139,1.0004740953445437,1.000353455543518,1.0003724098205566,1.0003920793533323
222,1.0004018545150757,1.000419020652771,1.0004894733428955,1.0003892183303833,1.0003869533538818,1.0003827810287476
223,1.000390887260437,1.0004335641860962,1.0004451274871826,1.0003972053527832,1.0004020929336548,1.000393271446228
224,1.0003682374954224,1.0004082918167114,1.000480890274048,1.0003299713134766,1.00041663646698,1.0003910064697266
225,1.000380039215088,1.0003983974456787,1.000503659248352,1.0003468990325928,1.000370979309082,1.0004016160964966
226,1.000362515449524,1.0004160404205322,1.000436782836914,1.0003762245178225,1.0003644227981567,1.00040602684021
227,1.0003330707550049,1.0004109144210815,1.0004311800003052,1.0003256797790527,1.0004101991653442,1.0004208087921145
228,1.0003447532653809,1.0004057884216309,1.0004887580871582,1.0003613233566284,1.0003650188446045,1.000403881072998
229,1.000330686569214,1.000383973121643,1.000490427017212,1.0003364086151123,1.0003886222839355,1.0004218816757202
230,1.0003266334533691,1.0003961324691772,1.0004645586013794,1.0003303289413452,1.0003799200057983,1.0004318952560425
231,1.000343918800354,1.0004518032073977,1.0004682540893557,1.000340223312378,1.0003957748413086,1.0004695653915403
232,1.0003576278686523,1.000415325164795,1.0004825592041016,1.0003383159637451,1.000381588935852,1.0004335641860962
233,1.0002968311309814,1.0003697872161863,1.0004770755767822,1.000361084938049,1.000357151031494,1.00043785572052
234,1.0003447532653809,1.0004196166992188,1.000467300415039,1.000342607498169,1.000404953956604,1.000415325164795
235,1.0003650188446045,1.0004098415374756,1.000493407249451,1.000364899635315,1.0003455877304075,1.0004286766052246
236,1.0003488063812256,1.0004249811172483,1.0004234313964844,1.000373363494873,1.0003949403762815,1.0003864765167236
237,1.0003316402435305,1.0004161596298218,1.0004631280899048,1.0003504753112793,1.000364065170288,1.0003883838653564
238,1.00034499168396,1.0004132986068726,1.0004650354385376,1.0003875494003296,1.0004020929336548,1.0004247426986694
239,1.0003430843353271,1.0004180669784546,1.0004459619522097,1.000354290008545,1.0003787279129028,1.0004117488861084
240,1.0003803968429563,1.0004384517669678,1.000447392463684,1.000369668006897,1.0004210472106934,1.0004173517227173
241,1.0003747940063477,1.0003951787948608,1.0004489421844482,1.0003535747528076,1.0003660917282104,1.0003776550292969
242,1.0003626346588137,1.0003993511199951,1.000457525253296,1.0003670454025269,1.0003942251205444,1.0003658533096311
243,1.0003547668457031,1.0004022121429443,1.000519871711731,1.000362753868103,1.000385284423828,1.0004175901412964
244,1.000347375869751,1.0003846883773804,1.0004374980926514,1.0003576278686523,1.0003700256347656,1.000398874282837
