step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-rollout_corr/ppl_ratio_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-rollout_corr/ppl_ratio_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-rollout_corr/ppl_ratio_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-rollout_corr/ppl_ratio_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-rollout_corr/ppl_ratio_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-rollout_corr/ppl_ratio_step
245,1.0003666877746582,1.000357151031494,1.0004866123199463,1.0003459453582764,1.0004607439041138,1.000382423400879
246,1.0003583431243896,1.000368356704712,1.000478982925415,1.000347137451172,1.0003604888916016,1.000374674797058
247,1.000360369682312,1.000383973121643,1.0004806518554688,1.00034499168396,1.0005099773406982,1.000414252281189
248,1.000362515449524,1.000338792800903,1.0004454851150513,1.000346064567566,1.0003455877304075,1.0004174709320068
249,1.0003507137298584,1.0003888607025146,1.0004416704177856,1.0003776550292969,1.0004173517227173,1.000417709350586
250,1.000351905822754,1.0004132986068726,1.000483155250549,1.000341534614563,1.0003851652145386,1.0004041194915771
251,1.0003937482833862,1.0004026889801023,1.000441074371338,1.0003383159637451,1.0003668069839478,1.000428557395935
252,1.0003749132156372,1.0003827810287476,1.000497341156006,1.0003604888916016,1.0003739595413208,1.0003951787948608
253,1.0003376007080078,1.0003926753997805,1.000464916229248,1.000332593917847,1.0003899335861206,1.0004233121871948
254,1.000354886054993,1.0003628730773926,1.0004923343658447,1.000334620475769,1.0003809928894043,1.000396490097046
255,1.000360369682312,1.0004340410232544,1.0004538297653198,1.0003371238708496,1.0004311800003052,1.0004000663757324
256,1.0003572702407837,1.0004172325134275,1.000465989112854,1.0003446340560913,1.0004005432128906,1.0004425048828125
257,1.0003175735473633,1.00046706199646,1.000473976135254,1.0003621578216553,1.0004205703735352,1.0004371404647827
258,1.0003468990325928,1.0003968477249146,1.000440001487732,1.0003389120101929,1.0003721714019775,1.00040864944458
259,1.0003247261047363,1.0004596710205078,1.0004746913909912,1.0003362894058228,1.0003724098205566,1.000455021858215
260,1.0003498792648315,1.000439167022705,1.0005016326904297,1.0003267526626587,1.0004045963287354,1.000422120094299
261,1.0003864765167236,1.000523567199707,1.000495672225952,1.0003172159194946,1.000352144241333,1.0004509687423706
262,1.0003912448883057,1.0005133152008057,1.0004470348358154,1.0003513097763062,1.0004024505615234,1.0004172325134275
263,1.000346541404724,1.0004982948303225,1.0004788637161257,1.0003364086151123,1.000388503074646,1.0004231929779053
264,1.0003288984298706,1.000540256500244,1.0004658699035645,1.0003621578216553,1.00038480758667,1.0004189014434814
265,1.000351071357727,1.0004903078079224,1.0004559755325315,1.0003433227539062,1.0003628730773926,1.0004487037658691
266,1.000406265258789,1.00053870677948,1.0004868507385254,1.000339150428772,1.0003986358642578,1.0004358291625977
267,1.000372052192688,1.0005319118499756,1.0004045963287354,1.0003410577774048,1.0004030466079712,1.0003952980041504
268,1.0003732442855835,1.0005507469177246,1.0004678964614868,1.0003281831741333,1.000430464744568,1.0004215240478516
269,1.0003747940063477,1.000560998916626,1.000460505485535,1.000307321548462,1.0004068613052368,1.0004684925079346
270,1.0003405809402466,1.0005589723587036,1.0004678964614868,1.0003715753555298,1.0004042387008667,1.0004173517227173
271,1.0003738403320312,1.0005444288253784,1.0004677772521973,1.000343680381775,1.0003819465637207,1.0004507303237915
272,1.0003808736801147,1.000610589981079,1.000503420829773,1.0003066062927246,1.0004243850708008,1.00042986869812
273,1.00031316280365,1.0005581378936768,1.0004886388778689,1.0003416538238523,1.0004087686538696,1.0004609823226929
274,1.00033700466156,1.000544548034668,1.0005013942718506,1.0003259181976318,1.0003948211669922,1.0004658699035645
275,1.0003308057785034,1.000542402267456,1.0004451274871826,1.000355839729309,1.000375270843506,1.000436782836914
276,1.0003669261932373,1.0005158185958862,1.0004494190216064,1.0003541707992554,1.000432014465332,1.000411868095398
277,1.0003257989883425,1.0005038976669312,1.0004125833511353,1.0003118515014648,1.000422716140747,1.0004146099090576
278,1.0003628730773926,1.0004684925079346,1.0004456043243408,1.0003502368927002,1.0003941059112549,1.0004233121871948
279,1.0003620386123655,1.0004441738128662,1.0004349946975708,1.0003618001937866,1.000402808189392,1.0003902912139893
280,1.0003728866577148,1.0005004405975342,1.0004689693450928,1.000372052192688,1.0004347562789917,1.0004732608795166
281,1.0004019737243652,1.0004667043685913,1.0004949569702148,1.0003564357757568,1.0004076957702637,1.000454068183899
282,1.0003769397735596,1.0004456043243408,1.000431776046753,1.0003527402877808,1.0004384517669678,1.000430464744568
283,1.0003701448440552,1.0004090070724487,1.0004539489746094,1.0003541707992554,1.000400185585022,1.0004554986953735
284,1.0003573894500732,1.0003849267959597,1.0004143714904783,1.0003643035888672,1.000399112701416,1.0004563331604004
285,1.0003732442855835,1.0004117488861084,1.0004032850265503,1.000380516052246,1.0003637075424194,1.000475525856018
286,1.0003468990325928,1.000432372093201,1.000470757484436,1.0003632307052612,1.0004088878631592,1.0004937648773191
287,1.0003796815872192,1.0003526210784912,1.0004557371139526,1.000350832939148,1.0004236698150637,1.0004682540893557
288,1.000361442565918,1.0003770589828491,1.000439167022705,1.000330686569214,1.0004228353500366,1.0004640817642212
289,1.0003881454467771,1.0004287958145142,1.000431776046753,1.000349760055542,1.000407099723816,1.0004770755767822
290,1.000358819961548,1.0004245042800903,1.0004268884658811,1.000355243682861,1.000417947769165,1.000450849533081
291,1.0003247261047363,1.0004373788833618,1.0004229545593262,1.0003485679626465,1.0004167556762695,1.0004818439483645
292,1.0003840923309326,1.0004549026489258,1.000425100326538,1.0003271102905271,1.0004090070724487,1.0004602670669556
293,1.0003678798675537,1.0003972053527832,1.0004228353500366,1.000367283821106,1.000420331954956,1.000438928604126
294,1.000368595123291,1.0004063844680786,1.000435471534729,1.0003678798675537,1.0004127025604248,1.000504732131958
295,1.0003637075424194,1.0004020929336548,1.0004417896270752,1.000320315361023,1.0004243850708008,1.000463604927063
296,1.0003873109817505,1.000410079956055,1.000425934791565,1.0003458261489868,1.0004171133041382,1.0004408359527588
297,1.0003652572631836,1.00038480758667,1.0004216432571411,1.0003442764282229,1.0004231929779053,1.0004475116729736
298,1.0003738403320312,1.0004180669784546,1.0004277229309082,1.0003600120544434,1.000413179397583,1.000477910041809
299,1.0003024339675903,1.0004373788833618,1.000443458557129,1.0003397464752195,1.000445008277893,1.0004637241363523
300,1.0003695487976074,1.0004063844680786,1.000431776046753,1.000383377075195,1.0004005432128906,1.000435471534729
