step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-rollout_corr/rollout_log_ppl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-rollout_corr/rollout_log_ppl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-rollout_corr/rollout_log_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-rollout_corr/rollout_log_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-rollout_corr/rollout_log_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-rollout_corr/rollout_log_ppl_step
239,0.3240819573402405,0.28083550930023193,0.7355400323867798,0.19964076578617096,0.4489942789077759,0.46267688274383545
240,0.35098540782928467,0.2968411445617676,0.7116594314575195,0.21562163531780243,0.4765995740890503,0.4419180154800415
241,0.34205150604248047,0.27809938788414,0.7185043096542358,0.21413682401180267,0.4512615501880646,0.4411487579345703
242,0.3294471502304077,0.2837950587272644,0.7071519494056702,0.2172297090291977,0.4740544855594635,0.43758583068847656
243,0.3196817636489868,0.2869165241718292,0.7809837460517883,0.219295397400856,0.49197283387184143,0.4733862578868866
244,0.31936007738113403,0.26684480905532837,0.734952986240387,0.22118443250656128,0.4806393384933472,0.4495883584022522
245,0.32976752519607544,0.26353588700294495,0.7386800050735474,0.2415646016597748,0.4834372103214264,0.4629284739494324
246,0.3317551612854004,0.24641376733779907,0.7413090467453003,0.24461856484413147,0.48763033747673035,0.4595913887023926
247,0.3261248469352722,0.24619944393634796,0.7256288528442383,0.2481798231601715,0.5106914639472961,0.4556228518486023
248,0.3279212415218353,0.23370489478111267,0.7251839637756348,0.25336670875549316,0.4946124851703644,0.45470839738845825
249,0.33496981859207153,0.22995895147323608,0.7632203698158264,0.2643526494503021,0.5158219337463379,0.48671644926071167
250,0.3121379315853119,0.20942768454551697,0.7668794989585876,0.2477424591779709,0.5054191946983337,0.493755578994751
251,0.3265177309513092,0.19992928206920624,0.7160203456878662,0.26528316736221313,0.5033447742462158,0.46388304233551025
252,0.3176266849040985,0.18906790018081665,0.7595345973968506,0.2577857971191406,0.5002756118774414,0.4908905327320099
253,0.31475433707237244,0.18470709025859833,0.7697490453720093,0.2581281065940857,0.48258888721466064,0.4978708624839782
254,0.33942049741744995,0.1846410036087036,0.7469955086708069,0.28121912479400635,0.5006019473075867,0.4933813512325287
255,0.31938308477401733,0.18456286191940308,0.7667509317398071,0.2629087269306183,0.5308597087860107,0.5081952214241028
256,0.32441091537475586,0.17393863201141355,0.7462783455848694,0.26349303126335144,0.5139878988265991,0.49747103452682495
257,0.31785470247268677,0.17236436903476715,0.732461154460907,0.25995010137557983,0.5187504291534424,0.4924046993255615
258,0.31969425082206726,0.15286116302013397,0.7402466535568237,0.2495437413454056,0.4847654700279236,0.506107747554779
259,0.32484516501426697,0.14950451254844666,0.7639229893684387,0.2493062913417816,0.4852657914161682,0.5294960141181946
260,0.33629292249679565,0.1505395472049713,0.7769536972045898,0.24334363639354703,0.49743223190307617,0.5416823625564575
261,0.3277883529663086,0.13997946679592133,0.744198203086853,0.24412646889686584,0.48015445470809937,0.5239633321762085
262,0.3302558362483978,0.144943505525589,0.7061976790428162,0.2336854785680771,0.5014777779579163,0.4986943006515503
263,0.30325213074684143,0.14381994307041168,0.7393559217453003,0.20762766897678375,0.49353235960006714,0.5345690846443176
264,0.3307868242263794,0.14615866541862488,0.7432910203933716,0.22595004737377167,0.49582988023757935,0.5316295623779297
265,0.3250105082988739,0.13319596648216248,0.7494828701019287,0.21684321761131287,0.46157729625701904,0.5354512929916382
266,0.3181476891040802,0.14317025244235992,0.7450330257415771,0.2126263976097107,0.5139368176460266,0.5368013381958008
267,0.32598641514778137,0.14120188355445862,0.7290814518928528,0.2179679423570633,0.5241034030914307,0.5230486989021301
268,0.3315020799636841,0.13163545727729797,0.7213910222053528,0.21508951485157013,0.5006234645843506,0.5114630460739136
269,0.332312673330307,0.1262151449918747,0.7496428489685059,0.21392738819122312,0.5070679783821106,0.5269370675086975
270,0.3464256525039673,0.1170373633503914,0.7482796907424927,0.2226666361093521,0.4887318015098572,0.5165848135948181
271,0.344460129737854,0.1190263032913208,0.7697962522506714,0.22354599833488464,0.504057765007019,0.5320515632629395
272,0.3754972517490387,0.1235477328300476,0.7413755655288696,0.23421041667461395,0.5304750204086304,0.5067877769470215
273,0.36011773347854614,0.12273285537958144,0.753592312335968,0.2294078767299652,0.5379771590232849,0.5129954814910889
274,0.34050703048706055,0.12015892565250395,0.7615412473678589,0.21478824317455292,0.530858039855957,0.5231097936630249
275,0.357394814491272,0.11791002750396729,0.7096415162086487,0.22460082173347473,0.5310986042022705,0.4992580711841583
276,0.36226141452789307,0.12325718998908997,0.7240820527076721,0.2191149890422821,0.5406109094619751,0.523010790348053
277,0.3442543148994446,0.13155068457126615,0.715740978717804,0.20702415704727173,0.5632450580596924,0.5190721750259399
278,0.3651702404022217,0.1224522739648819,0.7048273086547852,0.2174752801656723,0.5254330039024353,0.5136969685554504
279,0.3698228895664215,0.12941579520702362,0.6890043020248413,0.213040292263031,0.5403462648391724,0.5011191964149475
280,0.3514893054962158,0.134993776679039,0.7495355010032654,0.20201563835144043,0.5594643950462341,0.5630665421485901
281,0.3710920810699463,0.132863849401474,0.7239509224891663,0.20261451601982117,0.5354313254356384,0.5577222108840942
282,0.36659085750579834,0.1417759358882904,0.6734887361526489,0.19636259973049164,0.5543923377990723,0.5295083522796631
283,0.349514901638031,0.14478689432144165,0.6877962350845337,0.18669654428958893,0.5650352835655212,0.5513238906860352
284,0.33925652503967285,0.14387813210487366,0.6703476905822754,0.181685134768486,0.5540366172790527,0.551472544670105
285,0.3522632122039795,0.14821752905845642,0.6830809116363525,0.1865673065185547,0.5645126104354858,0.5645879507064819
286,0.3559597432613373,0.1563110649585724,0.7103977203369141,0.1840919554233551,0.570675253868103,0.6130537986755371
287,0.33412569761276245,0.13625791668891907,0.6718569993972778,0.1733444482088089,0.5211402177810669,0.5950528383255005
288,0.3324761688709259,0.14502432942390442,0.6840494275093079,0.17419001460075378,0.5701104998588562,0.5999575257301331
289,0.34437835216522217,0.14083173871040344,0.6503563523292542,0.18370795249938965,0.5649086833000183,0.5762664675712585
290,0.35317492485046387,0.14066219329833984,0.6585161089897156,0.18357893824577332,0.5794358253479004,0.594993531703949
291,0.3225119709968567,0.13387173414230347,0.6692027449607849,0.1674741953611374,0.5515602827072144,0.5942931771278381
292,0.329722136259079,0.13617943227291107,0.6686110496520996,0.17300023138523102,0.552749752998352,0.6019962430000305
293,0.34405219554901123,0.13945230841636658,0.6739433407783508,0.1821378767490387,0.5559170842170715,0.6024940609931946
294,0.3291398584842682,0.14567439258098602,0.6682661175727844,0.1755281239748001,0.5664911270141602,0.6005740165710449
295,0.3263508379459381,0.1419449746608734,0.6649381518363953,0.16655327379703522,0.5484285950660706,0.5851313471794128
296,0.3324144780635834,0.147859588265419,0.6447674036026001,0.16958601772785187,0.5634698271751404,0.5801916122436523
297,0.34267327189445496,0.14804057776927948,0.6458005309104919,0.16866803169250488,0.5445539355278015,0.5757243037223816
298,0.31980857253074646,0.15426553785800934,0.6363562941551208,0.16245852410793304,0.5547476410865784,0.5737162232398987
299,0.31213122606277466,0.16336607933044434,0.6355830430984497,0.15620726346969604,0.5748249888420105,0.5681449174880981
300,0.33341091871261597,0.1639171838760376,0.6124119758605957,0.16925033926963806,0.5594568252563477,0.5519671440124512
