step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-rollout_corr/rollout_log_ppl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-rollout_corr/rollout_log_ppl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-rollout_corr/rollout_log_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-rollout_corr/rollout_log_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-rollout_corr/rollout_log_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-rollout_corr/rollout_log_ppl_step
16,0.467675119638443,0.4388677179813385,0.6594849824905396,0.5603991150856018,0.6247982978820801,0.6076561808586121
17,0.45892852544784546,0.4188591241836548,0.6518862247467041,0.5825551152229309,0.5806370973587036,0.5861713290214539
18,0.4737153947353363,0.43151620030403137,0.6400943398475647,0.579630434513092,0.5878992080688477,0.568369448184967
19,0.44114425778388977,0.4232128858566284,0.6537457704544067,0.5597320199012756,0.5867013931274414,0.5825139880180359
20,0.45868849754333496,0.4351210594177246,0.7325425744056702,0.5691421031951904,0.6027729511260986,0.588671088218689
21,0.4309842586517334,0.4108169972896576,0.7472464442253113,0.5520426630973816,0.572235107421875,0.5860665440559387
22,0.4229087829589844,0.4257228374481201,0.7440683841705322,0.5559715628623962,0.573235034942627,0.5299400091171265
23,0.4472219049930573,0.41709303855896,0.7982613444328308,0.5732038021087646,0.5701050162315369,0.5665589570999146
24,0.4386817514896393,0.4351508915424347,0.7895538806915283,0.5571269989013672,0.560504138469696,0.5454202890396118
25,0.444149911403656,0.43276312947273254,0.7739123106002808,0.574554443359375,0.559310257434845,0.5109848976135254
26,0.4339999258518219,0.4231627583503723,0.7995460033416748,0.5398815870285034,0.5625722408294678,0.5164501070976257
27,0.44165509939193726,0.442364901304245,0.8036539554595947,0.5764840841293335,0.5965550541877747,0.5249174237251282
28,0.4229123592376709,0.42623502016067505,0.81659996509552,0.562636137008667,0.5758445858955383,0.5178354382514954
29,0.4227725565433502,0.4280969202518463,0.8009020090103149,0.5475836992263794,0.5548648238182068,0.49751901626586914
30,0.4139632284641266,0.4009205102920532,0.8293384909629822,0.5307023525238037,0.5248474478721619,0.48760437965393066
31,0.41158750653266907,0.425821989774704,0.8493840098381042,0.5312409400939941,0.5581188201904297,0.4976072907447815
32,0.3852739930152893,0.40728744864463806,0.8276462554931641,0.5035610198974609,0.5296156406402588,0.48714444041252136
33,0.4129369258880615,0.3958849906921386,0.8453454971313477,0.5373197793960571,0.5059934854507446,0.48819679021835327
34,0.3943651616573334,0.4207743108272553,0.846523106098175,0.534774899482727,0.5248973369598389,0.494450956583023
35,0.41022545099258423,0.41204917430877686,0.804796576499939,0.5358591079711914,0.5251654386520386,0.4658413827419281
36,0.4076943099498749,0.419043242931366,0.8557048439979553,0.5187152624130249,0.5334846377372742,0.4885845780372619
37,0.3989654183387756,0.40838009119033813,0.8194420337677002,0.5299701690673828,0.5034499168395996,0.4515372216701507
38,0.3932969868183136,0.4165416955947876,0.7998636960983276,0.5143569707870483,0.5167573690414429,0.46200940012931824
39,0.40596264600753784,0.4263659119606018,0.8540581464767456,0.527149498462677,0.5254145264625549,0.4619113504886627
40,0.4119902551174164,0.41420668363571167,0.818661630153656,0.52360999584198,0.501711905002594,0.43366944789886475
41,0.3987050056457519,0.40288788080215454,0.8691034317016602,0.5060590505599976,0.4817126095294952,0.46506381034851074
42,0.4006394147872925,0.4231782555580139,0.8449217081069946,0.5070341229438782,0.5189171433448792,0.4352579712867737
43,0.4009122848510742,0.4060541987419128,0.8260231018066406,0.48773711919784546,0.4955978393554687,0.41418588161468506
44,0.3943450450897217,0.3997936546802521,0.8463082909584045,0.47573742270469666,0.4841166138648987,0.430896133184433
45,0.4139814078807831,0.39506831765174866,0.8773087859153748,0.47865867614746094,0.4815961420536041,0.43119609355926514
46,0.4111928939819336,0.39818888902664185,0.847441554069519,0.47104641795158386,0.482708215713501,0.41639214754104614
47,0.4049696624279022,0.4273699820041657,0.844178318977356,0.4579753577709198,0.5153275728225708,0.4090903699398041
48,0.4170559048652649,0.4012343585491181,0.838372528553009,0.46244126558303833,0.4892740249633789,0.4173666536808014
49,0.4125411808490753,0.39861592650413513,0.8256922960281372,0.44675254821777344,0.4924728274345398,0.40253379940986633
50,0.4371207058429718,0.4080107510089874,0.8339353203773499,0.4660303294658661,0.5075191259384155,0.4068463444709778
51,0.4054966866970062,0.3869812786579132,0.792368471622467,0.43390700221061707,0.4753287434577942,0.386242538690567
52,0.4175094068050385,0.3805314302444458,0.7923786044120789,0.4393960237503052,0.46384960412979126,0.3952997922897339
53,0.4358879923820496,0.4122437536716461,0.8082651495933533,0.4439857006072998,0.49632006883621216,0.4047531485557556
54,0.4266022741794586,0.40129220485687256,0.8539636731147766,0.44726431369781494,0.48670029640197754,0.4157295525074005
55,0.4447120428085327,0.39250648021698,0.8661359548568726,0.4522497057914734,0.470717340707779,0.432636559009552
56,0.4231801033020019,0.38671162724494934,0.8690289855003357,0.4332266449928284,0.464898020029068,0.4331997632980346
57,0.4155893325805664,0.3992946147918701,0.8297551870346069,0.4216900467872619,0.4754689931869507,0.4174761474132538
58,0.46039655804634094,0.3838002681732178,0.8628760576248169,0.4546041488647461,0.46117812395095825,0.4229311943054199
59,0.44331538677215576,0.4060025215148926,0.8494082093238831,0.4361138939857483,0.48086631298065186,0.4155503809452057
60,0.44952699542045593,0.3832424283027649,0.9005566835403442,0.43124184012413025,0.4567676484584808,0.4584112763404846
61,0.45096826553344727,0.4004895687103271,0.8844362497329712,0.4359745383262634,0.4725416898727417,0.43770772218704224
62,0.439635306596756,0.42455241084098816,0.8559784889221191,0.4220180809497833,0.49017852544784546,0.4303293228149414
63,0.4559455215930938,0.41048333048820496,0.8229168057441711,0.4294329881668091,0.46869105100631714,0.419482558965683
64,0.4487580955028534,0.4113713502883911,0.8587771058082581,0.42793428897857666,0.4744223356246948,0.4478781819343567
65,0.4459508359432221,0.405902236700058,0.8270164728164673,0.4203467071056366,0.46746626496315,0.4267834722995758
66,0.4523680508136749,0.4330437481403351,0.8217069506645203,0.42564618587493896,0.49483412504196167,0.42131003737449646
67,0.4803372025489807,0.40724438428878784,0.8466593623161316,0.4406295716762543,0.4669297039508819,0.4402511417865753
68,0.47131189703941345,0.4372519552707672,0.7652564644813538,0.44123461842536926,0.496893972158432,0.41002973914146423
69,0.4697546064853668,0.42972898483276367,0.7890816926956177,0.4357636868953705,0.49426817893981934,0.4190595746040344
70,0.4770326614379883,0.4313373863697052,0.8006547689437866,0.44425246119499207,0.49163347482681274,0.43443763256073
71,0.4728334248065949,0.4141090512275696,0.8323749899864197,0.43716979026794434,0.4758215546607971,0.4552648067474365
72,0.4792634844779968,0.42242759466171265,0.8485305905342102,0.4397212266921997,0.4834078848361969,0.4668644666671753
73,0.4921996295452118,0.41641998291015625,0.7975654006004333,0.45652109384536743,0.4824791550636291,0.44223088026046753
74,0.4645046293735504,0.4475418329238891,0.7950689196586609,0.4285199046134949,0.5068689584732056,0.4379097223281861
75,0.4748487770557403,0.4261249005794525,0.7815701365470886,0.4429489076137543,0.47643041610717773,0.4358541965484619
76,0.504645824432373,0.4352869689464569,0.8198859691619873,0.472586452960968,0.4967557191848755,0.4650624096393585
77,0.4848417639732361,0.45663079619407654,0.7973296642303467,0.45766013860702515,0.5051758885383606,0.4395634531974793
78,0.4756085276603699,0.4404151439666748,0.7954086661338806,0.439407616853714,0.4960157871246338,0.4407782554626465
79,0.4758965075016022,0.4347193241119385,0.7937988042831421,0.4440717697143554,0.48596930503845215,0.44490310549736023
80,0.4762142300605774,0.41751548647880554,0.7859405875205994,0.43780553340911865,0.47830891609191895,0.43878617882728577
81,0.4698923230171203,0.4355169236660004,0.7966358661651611,0.4392874836921692,0.48980653285980225,0.4461079835891723
82,0.4793334007263184,0.434283435344696,0.8176892995834351,0.4484110474586487,0.49673372507095337,0.4644424319267273
83,0.4804982542991638,0.4356108009815216,0.7980226874351501,0.4520473778247833,0.4924161434173584,0.45944204926490784
84,0.4936373233795166,0.4270091652870178,0.7774098515510559,0.4686841070652008,0.49001914262771606,0.4405793845653534
85,0.475820392370224,0.4402348399162293,0.8076937198638916,0.45024123787879944,0.5082345008850098,0.45458969473838806
86,0.4801810383796692,0.41538554430007935,0.7857359051704407,0.45548197627067566,0.47839534282684326,0.445865273475647
87,0.45946452021598816,0.42093604803085327,0.794376015663147,0.43362975120544434,0.48495081067085266,0.4468092024326325
88,0.4806414246559143,0.4467633366584778,0.7806051969528198,0.44710972905159,0.5151552557945251,0.44228172302246094
89,0.47870296239852905,0.430968165397644,0.7714574337005615,0.441275030374527,0.5082220435142517,0.4289129674434662
90,0.4862302541732788,0.4343833029270172,0.778020977973938,0.4519394040107727,0.5170474648475647,0.4389665126800537
91,0.46512314677238464,0.4237224459648132,0.7962216138839722,0.42891016602516174,0.5090829133987427,0.44551706314086914
92,0.46775132417678833,0.4144650995731354,0.7867592573165894,0.4259198904037475,0.5007721185684204,0.43725860118865967
93,0.4921130239963531,0.4288338720798493,0.7907644510269165,0.4407103955745697,0.5144966840744019,0.4438045620918274
94,0.48387932777404785,0.4335184693336487,0.7995079755783081,0.4262881278991699,0.5154508352279663,0.45158007740974426
95,0.4453490376472473,0.4300884008407593,0.7594771981239319,0.3973008990287781,0.5206962823867798,0.4245373606681824
96,0.4488027095794678,0.4303739368915558,0.7375770807266235,0.3972339332103729,0.5089867115020752,0.4104215800762177
97,0.4777459502220154,0.3974590301513672,0.7737700939178467,0.4141574501991272,0.4711624085903168,0.4391136169433594
98,0.4894720315933227,0.41207659244537354,0.7871750593185425,0.42294803261756897,0.4908072352409363,0.44888508319854736
99,0.4710569679737091,0.4068369865417481,0.7467244267463684,0.40026426315307617,0.4737268686294556,0.4236949682235718
100,0.4765852987766266,0.4353104531764984,0.7535130977630615,0.4071804881095886,0.4990009069442749,0.436585545539856
101,0.4745350480079651,0.3938775062561035,0.7813788652420044,0.3976859152317047,0.4528588950634002,0.44771188497543335
102,0.47844934463500977,0.40360283851623535,0.7876116633415222,0.39707714319229126,0.455946832895279,0.4503061771392822
103,0.5029087066650391,0.4112074971199035,0.7529710531234741,0.4210068285465241,0.4569005370140076,0.435842901468277
104,0.4828554391860962,0.42632168531417847,0.7600536942481995,0.39791223406791687,0.479999303817749,0.4467920660972595
105,0.4843665063381195,0.43487879633903503,0.7612825632095337,0.40321534872055054,0.4801324605941773,0.44913724064826965
106,0.5039051175117493,0.4094594717025757,0.7770068049430847,0.4164943993091583,0.45330119132995605,0.4546964466571808
107,0.471568763256073,0.43706387281417847,0.788415253162384,0.38694772124290466,0.4818459153175354,0.4633437693119049
108,0.4820981025695801,0.4442496299743652,0.7453762292861938,0.3982623517513275,0.49308013916015625,0.4412891268730163
109,0.4815621078014374,0.4248858392238617,0.7392364144325256,0.39576274156570435,0.4684721529483795,0.4413360059261322
110,0.49112024903297424,0.428038477897644,0.7555204033851624,0.4068461060523987,0.47827672958374023,0.4614627063274383
111,0.4880741834640503,0.4197097420692444,0.765332818031311,0.40663057565689087,0.47359350323677063,0.4670604467391968
112,0.4749202728271485,0.42556172609329224,0.7511572241783142,0.3958400189876557,0.4833558797836304,0.4560016393661499
113,0.4793849289417267,0.41126948595047,0.7978088855743408,0.39193660020828247,0.4744618833065033,0.47823819518089294
114,0.4791131317615509,0.4353066086769104,0.757931649684906,0.3943331837654114,0.5056254863739014,0.45645421743392944
115,0.496599555015564,0.4199584126472473,0.7613474130630493,0.4116716980934143,0.48866626620292664,0.4564925134181976
116,0.5084835290908813,0.4140509963035583,0.7868471145629883,0.4212546944618225,0.48191580176353455,0.4702759683132171
117,0.48634791374206543,0.4057455062866211,0.7601313591003418,0.40097469091415405,0.47172749042510986,0.44487306475639343
118,0.4891621470451355,0.4093952476978302,0.7798088788986206,0.4003252387046814,0.47104954719543457,0.4772965908050537
119,0.49811336398124695,0.3873930871486664,0.7843275666236877,0.40826764702796936,0.4541008472442627,0.47013404965400696
120,0.5128044486045837,0.40238380432128906,0.7663053274154663,0.4250679016113281,0.4723280370235443,0.4598708152770996
121,0.507586658000946,0.3938314616680145,0.8058988451957703,0.4143964946269989,0.4571085274219513,0.4749048352241516
122,0.49058759212493896,0.43346601724624634,0.7562739253044128,0.4143115282058716,0.5032251477241516,0.4490322768688202
123,0.5013710260391235,0.3997325003147125,0.7730373740196228,0.4165253341197967,0.4709606170654297,0.4578693509101868
124,0.5100938081741333,0.3966003954410553,0.7711463570594788,0.4288875460624695,0.4666481018066406,0.4612944722175598
125,0.4784437417984009,0.4265574812889099,0.782832682132721,0.4035116732120514,0.5100371241569519,0.46526461839675903
126,0.4964490830898285,0.3877382278442383,0.7859057188034058,0.4203132688999176,0.45902663469314575,0.47052955627441406
127,0.48711127042770386,0.40848469734191895,0.7652230858802795,0.41959869861602783,0.5012795925140381,0.4561370015144348
128,0.48587822914123535,0.3843518793582916,0.7703253626823425,0.41808658838272095,0.4790741205215454,0.4579059779644013
129,0.4767381548881531,0.3967857956886291,0.7810394167900085,0.40649065375328064,0.49528250098228455,0.4574981331825256
130,0.464267373085022,0.3923250138759613,0.8225347995758057,0.4024633765220642,0.4980204701423645,0.4685148596763611
131,0.46516600251197815,0.37852686643600464,0.819416344165802,0.4003334045410156,0.49023550748825073,0.4708819091320038
132,0.47397032380104065,0.36490869522094727,0.7681949138641357,0.4046787619590759,0.4801045954227447,0.44407033920288086
133,0.5028926134109497,0.3751901388168335,0.7748076319694519,0.4202793836593628,0.485520601272583,0.4446418285369873
134,0.4819395840167999,0.381033718585968,0.770565927028656,0.4057796597480774,0.49259692430496216,0.4413301348686218
135,0.4663918912410736,0.3493012487888336,0.8121193647384644,0.39129969477653503,0.4645189642906189,0.46118661761283875
136,0.4601593315601349,0.3646138608455658,0.8302921056747437,0.3955657482147217,0.4798137545585632,0.46731117367744446
137,0.4496571719646454,0.3630604743957519,0.7548217177391052,0.3860563337802887,0.4796900749206543,0.4208063185214996
138,0.4566555321216583,0.3810100853443146,0.7496551871299744,0.3872136175632477,0.5008099675178528,0.4185788631439209
139,0.48240604996681213,0.3680405914783478,0.807094395160675,0.398468017578125,0.4857003688812256,0.463594913482666
140,0.4851015210151672,0.3706297278404236,0.8090365529060364,0.3972862660884857,0.4844056963920593,0.4532712697982788
141,0.4752148985862732,0.34696802496910095,0.7707359790802002,0.39230215549468994,0.4637208878993988,0.4292583167552948
142,0.4534242451190949,0.3461889326572418,0.7497267723083496,0.3778007626533508,0.47145238518714905,0.4158779978752136
143,0.4669085144996643,0.3576551079750061,0.7719502449035645,0.3814399242401123,0.4854409992694855,0.4347987174987793
144,0.464061051607132,0.3472781479358673,0.8217120170593262,0.3822397291660309,0.47812166810035706,0.4485242962837219
145,0.47689932584762573,0.340907484292984,0.7578833103179932,0.3936192989349365,0.4766373336315155,0.4269436001777649
146,0.4670507311820984,0.3487470746040344,0.822833776473999,0.3920270800590515,0.47981658577919006,0.4562177360057831
147,0.45375168323516846,0.3573387861251831,0.8187013864517212,0.3774053156375885,0.5013144016265869,0.4415737986564636
148,0.4552019238471985,0.3494989275932312,0.7831234335899353,0.38516494631767273,0.4943303167819977,0.4267123639583587
149,0.4733647108078003,0.3456021547317505,0.7645326852798462,0.4013690948486328,0.4868027865886688,0.4087968170642853
150,0.4588775932788849,0.3349531590938568,0.8045474290847778,0.38131147623062134,0.47928348183631897,0.4331093430519104
151,0.5001493692398071,0.335610568523407,0.8280847668647766,0.4152182638645172,0.48642370104789734,0.4446782171726227
152,0.4534147977828979,0.3430204689502716,0.7697649598121643,0.3743031620979309,0.4925251603126526,0.41092225909233093
153,0.46597743034362793,0.32867124676704407,0.8021029233932495,0.3848460018634796,0.4901849627494812,0.42257800698280334
154,0.4632121622562408,0.32086625695228577,0.8007848262786865,0.3863106966018677,0.47726723551750183,0.419727087020874
155,0.4628342390060425,0.3258243203163147,0.8118301630020142,0.381866842508316,0.47451600432395935,0.4268152117729187
156,0.4739527404308319,0.32933059334754944,0.7843311429023743,0.38550740480422974,0.48076850175857544,0.41551074385643005
157,0.4534881114959717,0.32196134328842163,0.8303261995315552,0.369929164648056,0.4612155854701996,0.43801578879356384
158,0.4499432146549225,0.3167777359485626,0.8047083020210266,0.3688023090362549,0.457379549741745,0.41830044984817505
159,0.4505401849746704,0.3111935257911682,0.8409610986709595,0.3698827624320984,0.4462798535823822,0.44268998503685
160,0.4455571472644806,0.32930952310562134,0.7765903472900391,0.3626294732093811,0.46700379252433777,0.4024789035320282
161,0.4508350193500519,0.3147493898868561,0.798038125038147,0.3663616478443146,0.4495232403278351,0.4101075530052185
162,0.44570034742355347,0.31997090578079224,0.813899576663971,0.3603591024875641,0.4668539464473725,0.41702160239219666
163,0.4464385509490967,0.30907565355300903,0.7977074384689331,0.3635959029197693,0.44548770785331726,0.4054864645004273
164,0.431726336479187,0.2893444895744324,0.8029630184173584,0.3457164764404297,0.4180186986923218,0.409248411655426
165,0.4560360312461853,0.28703874349594116,0.795163094997406,0.3698846399784088,0.43099749088287354,0.39790353178977966
166,0.4665340483188629,0.2766116261482239,0.7698966860771179,0.3736202120780945,0.4158279299736023,0.39094820618629456
167,0.4724652767181397,0.29383277893066406,0.8186850547790527,0.3750690817832947,0.43247130513191223,0.40971559286117554
168,0.46157920360565186,0.27697673439979553,0.7805326581001282,0.37351831793785095,0.4156774878501892,0.38191652297973633
169,0.46140992641448975,0.2761896848678589,0.7659522891044617,0.3687283396720886,0.4236816167831421,0.37020376324653625
170,0.4696026742458343,0.276584655046463,0.8141339421272278,0.3736871480941773,0.41530466079711914,0.3870053291320801
171,0.4795182943344116,0.27578872442245483,0.7789620161056519,0.3783695101737976,0.4265722930431366,0.36784490942955017
172,0.451559841632843,0.25107714533805847,0.8100975155830383,0.3563271164894104,0.38838547468185425,0.37411320209503174
173,0.45191729068756104,0.2539554834365845,0.7917993068695068,0.3593633770942688,0.3827399015426636,0.3730372190475464
174,0.4455365538597107,0.26694121956825256,0.7559986114501953,0.35780948400497437,0.3899560570716858,0.35162314772605896
175,0.4697712063789368,0.2659320831298828,0.7802276611328125,0.374059796333313,0.3833307325839996,0.36127546429634094
176,0.4790935516357422,0.27013784646987915,0.785237193107605,0.3825566172599793,0.3799726963043213,0.36486199498176575
177,0.4370938539505005,0.2722911834716797,0.7859776020050049,0.349867582321167,0.3684830963611603,0.3653729259967804
178,0.46580207347869873,0.2881472706794739,0.7709535956382751,0.3716073334217071,0.3848686218261719,0.3589513897895813
179,0.48641374707221985,0.3193344473838806,0.77426677942276,0.3891922533512115,0.4164368808269501,0.35379546880722046
180,0.4503942131996155,0.28588828444480896,0.7494654655456543,0.3721253275871277,0.3680378794670105,0.34993427991867065
181,0.4444452226161957,0.30537188053131104,0.7814318537712097,0.3693484365940094,0.3821653723716736,0.36223477125167847
182,0.43290066719055176,0.3214486539363861,0.7673987746238708,0.3659128248691559,0.3958204388618469,0.3663869500160218
183,0.43789464235305786,0.2911202907562256,0.7700716853141785,0.37352514266967773,0.3659954369068146,0.3619629442691803
184,0.45763152837753296,0.3256830871105194,0.7420918345451355,0.3984164893627167,0.39272457361221313,0.3610166907310486
185,0.4379962086677551,0.32172125577926636,0.7798363566398621,0.38816890120506287,0.3860490322113037,0.3774392008781433
186,0.4437616169452667,0.3215084671974182,0.747707724571228,0.38794445991516113,0.3861671984195709,0.3716685473918915
187,0.43930551409721375,0.30180564522743225,0.781743049621582,0.3906790614128113,0.3610045611858368,0.38923245668411255
188,0.4225844442844391,0.3113422095775604,0.7828581929206848,0.3801673352718353,0.37364381551742554,0.3948245048522949
189,0.4396433234214782,0.308651864528656,0.7301501035690308,0.3895869851112366,0.36873891949653625,0.37410885095596313
190,0.4440363049507141,0.31397512555122375,0.7891002297401428,0.3901994526386261,0.3755948841571808,0.408613383769989
191,0.4206103980541229,0.30398908257484436,0.7516399621963501,0.3705669641494751,0.3585761785507202,0.3848927915096283
192,0.4369598627090454,0.3028145432472229,0.7452418804168701,0.3828087449073791,0.36640486121177673,0.3911468982696533
193,0.4265173077583313,0.314563125371933,0.7447322607040405,0.37706971168518066,0.3735252618789673,0.38609227538108826
194,0.43434303998947144,0.31402552127838135,0.7506911158561707,0.37859365344047546,0.37322166562080383,0.3969465494155884
195,0.4088938534259796,0.314982146024704,0.7654686570167542,0.3574008643627167,0.3700222671031952,0.414593368768692
196,0.3922836482524872,0.32707735896110535,0.7450903654098511,0.3481798470020294,0.3848035335540771,0.3951162099838257
197,0.38005155324935913,0.3377697467803955,0.7348303198814392,0.3368750810623169,0.3903608322143554,0.38637596368789673
198,0.3830046057701111,0.330375075340271,0.7421437501907349,0.3346789479255676,0.38014382123947144,0.3932548761367798
199,0.370949387550354,0.3721012771129608,0.7252626419067383,0.31915920972824097,0.4317288994789123,0.3802317976951599
200,0.38175421953201294,0.3686091899871826,0.7442917823791504,0.3377595543861389,0.4198198616504669,0.3928055763244629
201,0.3784335255622864,0.37294772267341614,0.7238956689834595,0.33596664667129517,0.4143012464046478,0.3882101774215698
202,0.37167561054229736,0.37033724784851074,0.7617999315261841,0.3399684727191925,0.4055872857570648,0.41752561926841736
203,0.3601597249507904,0.363427609205246,0.757564902305603,0.3275233507156372,0.4089015126228333,0.4219585359096527
204,0.349403440952301,0.3637603521347046,0.7545929551124573,0.3231538236141205,0.41775205731391907,0.4288104176521301
205,0.3388051390647888,0.37685349583625793,0.7574468851089478,0.31995290517807007,0.4358726143836975,0.4345835745334625
206,0.3453854024410248,0.3722842037677765,0.7270681262016296,0.3189380466938019,0.43079134821891785,0.41851791739463806
207,0.3413868546485901,0.3845062851905823,0.7322324514389038,0.3145594000816345,0.4465698003768921,0.4343048930168152
208,0.34211215376853943,0.37606626749038696,0.7481555938720703,0.3117222487926483,0.4438264667987823,0.4394578635692597
209,0.3473775386810303,0.3726152181625366,0.7709082961082458,0.31671804189682007,0.4511355459690094,0.4691051244735718
210,0.3354465961456299,0.3792518079280853,0.7373519539833069,0.306991845369339,0.45308831334114075,0.451764315366745
211,0.3301513195037842,0.3613942861557007,0.7550663352012634,0.30529263615608215,0.4356008768081665,0.459736704826355
212,0.34343966841697693,0.37027958035469055,0.7431690692901611,0.32130879163742065,0.4489414095878601,0.46024829149246216
213,0.3331209719181061,0.36115115880966187,0.7238889336585999,0.30812710523605347,0.4427353441715241,0.4366993010044098
214,0.33886516094207764,0.38663336634635925,0.7356241345405579,0.30973872542381287,0.4648441970348358,0.45207422971725464
215,0.3205554187297821,0.3880973160266876,0.7302035093307495,0.29982635378837585,0.4781534075736999,0.44925227761268616
216,0.34660738706588745,0.37143170833587646,0.7141680717468262,0.31430891156196594,0.4532347321510315,0.4327565729618073
217,0.3285003900527954,0.370413601398468,0.721958577632904,0.2952747046947479,0.4445992708206177,0.4388202130794525
218,0.32930684089660645,0.3652770519256592,0.7655015587806702,0.2946813702583313,0.4448399245738983,0.46792787313461304
219,0.34459394216537476,0.3631580173969269,0.7232974767684937,0.3020308017730713,0.4273361563682556,0.44127869606018066
220,0.33246126770973206,0.3805542588233948,0.7317152619361877,0.29039597511291504,0.441445529460907,0.4500531256198883
221,0.3422541916370392,0.36445093154907227,0.7319785952568054,0.2893814742565155,0.417479008436203,0.4524813890457154
222,0.3156951367855072,0.37533777952194214,0.7238994836807251,0.2701292037963867,0.42315810918807983,0.4527381956577301
223,0.33900120854377747,0.37813082337379456,0.7157489061355591,0.28528866171836853,0.4325159192085266,0.45510801672935486
224,0.3119257688522339,0.3727412521839142,0.7298051118850708,0.264157772064209,0.4309857487678528,0.4604211747646332
225,0.33153921365737915,0.3618510067462921,0.7454586625099182,0.2720862925052643,0.42856365442276,0.4720415472984314
226,0.3265681564807892,0.35210275650024414,0.7350084781646729,0.26808077096939087,0.4315612614154816,0.4725110530853271
227,0.3174877166748047,0.3665487766265869,0.7114388942718506,0.2600473165512085,0.4519962966442108,0.45516008138656616
228,0.30644068121910095,0.3421429991722107,0.7237370610237122,0.24559076130390167,0.43247103691101074,0.4674741923809051
229,0.3046278655529022,0.33935409784317017,0.7242540121078491,0.24070456624031067,0.4349651038646698,0.4735556244850158
230,0.29791486263275146,0.33472126722335815,0.7221229672431946,0.22496698796749115,0.4495084881782532,0.46628326177597046
231,0.3135070502758026,0.3221762776374817,0.7413628697395325,0.22617393732070923,0.4514404237270355,0.4893731474876404
232,0.3267369568347931,0.3371274471282959,0.7519811391830444,0.23023176193237305,0.4682527780532837,0.4999098479747772
233,0.31443580985069275,0.3086436986923218,0.7062588930130005,0.2162066400051117,0.4501037299633026,0.46370524168014526
234,0.3181898593902588,0.32031184434890747,0.7362281680107117,0.21372121572494507,0.46619713306427,0.4858698546886444
235,0.35836273431777954,0.303188294172287,0.7468984723091125,0.2361721992492676,0.4365658760070801,0.4837279319763184
236,0.3271804451942444,0.29525914788246155,0.6884439587593079,0.21293878555297852,0.4550092816352844,0.4387518167495727
237,0.34314867854118347,0.3011063039302826,0.6990343332290649,0.21852628886699677,0.4567738473415375,0.4487454295158386
238,0.32562991976737976,0.2899326682090759,0.7209006547927856,0.20038528740406036,0.4545225501060486,0.4581471979618073
