step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-rollout_corr/kl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-rollout_corr/kl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-rollout_corr/kl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-rollout_corr/kl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-rollout_corr/kl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-rollout_corr/kl_step
217,0.0003536870935931802,0.0003943421470467001,0.00042554596439003944,0.00037200903170742095,0.0004211133345961571,0.000419261516071856
218,0.0003455555415712297,0.0004039191408082843,0.0004950421280227602,0.0003695849154610187,0.0003922000469174236,0.000431221240432933
219,0.00032508285949006677,0.0004021830391138792,0.0004530575242824853,0.0003670779406093061,0.0004051754076499492,0.0004059389466419816
220,0.0003299351374153048,0.00041455423342995346,0.00047293282113969326,0.0003971151600126177,0.0004076350014656782,0.00043939275201410055
221,0.0003627453988883644,0.0003872853412758559,0.000460684415884316,0.0003544318024069071,0.0003848714404739439,0.000399408774683252
222,0.0003987948002759367,0.0004221968993078917,0.0004916684119962156,0.00039143807953223586,0.0004052430158481002,0.0003990423574578017
223,0.00036862975684925914,0.0004261246067471802,0.0004610285977832973,0.0003902610333170742,0.0004018942709080875,0.00040057365549728274
224,0.0003626151301432401,0.0004065034445375204,0.0004792929394170642,0.00033364194678142667,0.00042099301936104894,0.0004005176015198231
225,0.0003774242359213531,0.00039706644020043314,0.0005041411495767534,0.0003396387037355453,0.0003894531400874257,0.0004044473171234131
226,0.00037029010127298534,0.0004196159425191581,0.00044844893272966146,0.0003746015136130154,0.0003687743446789682,0.0004246798052918166
227,0.0003244249091949314,0.00041703134775161743,0.00044265962787903845,0.00032433916931040585,0.0004208926693536341,0.000421089818701148
228,0.00034857590799219906,0.0004310471704229713,0.0005002112593501806,0.0003613752778619528,0.0003739497042261064,0.00041406298987567425
229,0.00034240420791320503,0.0003834913368336856,0.0004733246169053018,0.0003491644165478647,0.000399585667764768,0.0004182370030321181
230,0.0003315405629109591,0.00041084259282797575,0.0004747332714032382,0.0003268744912929833,0.0003830285568255931,0.0004354659758973866
231,0.00035206027678214014,0.0004368327499832958,0.00047835661098361015,0.0003494440170470625,0.0003930077946279198,0.00047214655205607414
232,0.00037032042746432126,0.0004303731839172542,0.0004963878891430795,0.0003270887245889753,0.0003920661984011531,0.00043604066013358533
233,0.0003263248654548079,0.00040209226426668465,0.0004810845130123198,0.00033327541314065456,0.00037999817868694663,0.00043328196625225246
234,0.0003400089335627854,0.0004422932688612491,0.0004813011037185788,0.000342354120220989,0.0003946596698369831,0.0004324704059399664
235,0.0003713372861966491,0.0004117827629670501,0.0004963609389960766,0.0003669516299851238,0.0003457070852164179,0.00043219616054557264
236,0.00034421985037624836,0.0004173464549239725,0.0004312203091103584,0.0003755846992135048,0.000400051154429093,0.0003924997290596366
237,0.0003431782824918628,0.0004367191577330232,0.000475482054753229,0.00034590307041071355,0.00036026653833687305,0.00040481737232767045
238,0.0003529565583448857,0.0004240705748088658,0.0004677155229728669,0.0003764212306123227,0.0003961357579100877,0.0004128094587940722
239,0.00035811649286188185,0.0004211068153381348,0.00047655703383497894,0.00034566043177619576,0.00039157847641035914,0.00040765496669337153
240,0.0003774471115320921,0.0004433731664903462,0.00043700559763237834,0.00037553856964223087,0.00041878162301145494,0.00041629470069892704
241,0.00037629128200933337,0.0004153292684350163,0.0004655344528146088,0.0003629785496741534,0.0003784395521506667,0.0003824204031843692
242,0.0003636669716797769,0.0004033422446809709,0.00046671024756506085,0.00035706337075680494,0.0003937131550628692,0.0003756880760192871
243,0.0003605407546274364,0.0003976263978984207,0.0005195341655053198,0.00036557967541739345,0.000387008796678856,0.0004296813858672977
244,0.0003519480233080685,0.00038190913619473577,0.0004536067135632038,0.0003571209963411093,0.0003970808757003397,0.00040660391096025705
245,0.00036379907396622,0.0003731075848918408,0.0004804140189662576,0.0003501121245790273,0.0003862073936033994,0.00039056327659636736
246,0.00035473081516101956,0.0003889950748998672,0.00048497854731976986,0.0003494326665531844,0.0003559550968930125,0.00039400416426360607
247,0.0003601227654144168,0.00040215085027739406,0.0004798950394615531,0.0003557348682079464,0.0004227646277286112,0.0004206704907119274
248,0.0003620171337388456,0.00035152729833498597,0.00045861626858823,0.0003605443926062435,0.00034671573666855693,0.00042918039252981544
249,0.0003650208236649633,0.00040442426688969135,0.0004528157878667116,0.0003790254413615912,0.0004374436102807522,0.00041167729068547487
250,0.00034848283394239843,0.0004280106804799289,0.00049107416998595,0.00034437660360708833,0.00039177187136374414,0.0004113737668376416
251,0.0004002222267445177,0.0004058077174704522,0.00046164539526216686,0.000332097610225901,0.0003842780133709311,0.00042276267777197063
252,0.0003803936997428536,0.0004031058051623404,0.0005072992062196136,0.0003628490958362818,0.0003706671413965523,0.0004042745567858219
253,0.0003433852980379015,0.0004184678255114704,0.0004725765611510724,0.0003339794056955725,0.0003868407511617988,0.0004144081904087216
254,0.0003554433351382613,0.0003801010898314416,0.0004930093418806791,0.00034985074307769537,0.00039233468123711646,0.0004050419956911355
255,0.0003523265477269888,0.000438288931036368,0.0004799204471055418,0.0003451598167885095,0.00042441877303645015,0.000397346360841766
256,0.0003683152608573437,0.0004130223242100328,0.0004940074286423624,0.0003378097899258137,0.0003904023324139416,0.00043637919588945806
257,0.00035481073427945375,0.000463289994513616,0.0004929527640342712,0.000362063612556085,0.0004224455915391445,0.00044116040226072073
258,0.0003590434789657593,0.0004100801597815007,0.0004526545526459813,0.0003413090016692877,0.00037069094832986593,0.00041783208143897355
259,0.00034273372148163617,0.0004728530766442418,0.00047841816558502614,0.00033742765663191676,0.0003778448444791138,0.0004591744218487293
260,0.00036049060872755945,0.0004624536086339503,0.000497206870932132,0.00032755520078353584,0.0003976866428274662,0.0004383498453535139
261,0.0003775563673116266,0.0005324106896296144,0.0004941893275827169,0.00032438297057524323,0.0003685209958348423,0.00044480443466454744
262,0.0003935845452360809,0.0005291783600114286,0.00045831996249035,0.0003496126155368984,0.0004138018121011555,0.0004277984262444079
263,0.00036372235626913607,0.0005210423259995878,0.0004649651236832142,0.00034271145705133677,0.0003988122334703803,0.0004280314315110445
264,0.0003418995183892548,0.0005404509138315916,0.0004643235879484564,0.00036011647898703814,0.00038266475894488394,0.0004170416796114296
265,0.0003474437689874321,0.0004934580065310001,0.00046533404383808374,0.00034096918534487486,0.0003653794701676816,0.0004537004278972745
266,0.00041304825572296977,0.0005344309029169381,0.00049354019574821,0.00035022239899262786,0.0003897702554240823,0.0004433566355146468
267,0.00037865451304242015,0.0005528921028599143,0.0004245145246386528,0.00033847554004751146,0.0004213705542497337,0.000408593041356653
268,0.0003710052405949682,0.0005712573183700442,0.0004610970208887011,0.0003267195133958012,0.0004315514233894646,0.0004156443173997104
269,0.0003662328526843339,0.0005589378997683525,0.0004664514563046396,0.00031255005160346627,0.0004015292215626687,0.00046118395403027534
270,0.00035977878724224865,0.0005740291671827435,0.000464718381408602,0.0003644878161139786,0.0004116263007745147,0.00042001408291980624
271,0.0003673560859169811,0.0005562427686527371,0.0004678455879911781,0.0003377696266397834,0.0003921179159078747,0.0004636154917534441
272,0.00038629412301816046,0.0006244684336706996,0.0005047475569881499,0.0003248369030188769,0.00042191112879663706,0.0004513293970376253
273,0.0003163854999002069,0.0005672487313859165,0.0004857156600337475,0.00033392044133506715,0.0004008388204965741,0.00046988078975118697
274,0.00034104345832020044,0.000553831341676414,0.0005060178227722645,0.0003257998905610293,0.0004080059879925102,0.0004860305925831198
275,0.00034132847213186324,0.0005497584352269769,0.00045280062477104366,0.0003584192891139537,0.0003843959129881114,0.00044222379801794887
276,0.0003731856413651258,0.0005307603860273957,0.0004555374616757035,0.0003342056879773736,0.0004400035832077265,0.00043433968676254153
277,0.00034698829404078424,0.0005124396993778646,0.0004345235647633672,0.000322801701258868,0.000427532329922542,0.0004095430485904217
278,0.0003727758885361254,0.0004990827292203903,0.00044588360469788313,0.00035738557926379144,0.0003970643156208098,0.0004150885797571391
279,0.00036806039861403406,0.0004508754936978221,0.0004464861995074898,0.00035532956826500595,0.0003959447785746306,0.0004059511120431125
280,0.0003742756671272218,0.0004967200220562518,0.0004772068350575864,0.0003496372082736343,0.00043650405132211745,0.0004738856805488467
281,0.00039706495590507984,0.0004714136302936822,0.0004961946397088468,0.0003528693923726678,0.00041183698340319097,0.00046325079165399075
282,0.00037169011193327606,0.00044652889482676983,0.0004501705407164991,0.00035005438257940114,0.00043226240086369216,0.0004408344393596053
283,0.0003834019007626921,0.0004129576846025884,0.0004576815408654511,0.00035224438761360943,0.00042661576298996806,0.0004761713789775968
284,0.00036614268901757896,0.00038899516221135855,0.000446578545961529,0.0003603992226999253,0.0004094437463209033,0.0004685859603341669
285,0.0003868195926770568,0.00043117054156027734,0.00042457185918465257,0.0003732531622517854,0.0003853020607493818,0.00046773298527114093
286,0.0003758161910809577,0.0004418717871885746,0.00047486790572293103,0.0003499102604109794,0.0004219256807118654,0.0005046647856943309
287,0.0003973472339566797,0.00035843366640619934,0.0004506985715124756,0.0003535875875968486,0.0004365290224086493,0.00046234906767494977
288,0.00037104610237292945,0.00040931664989329875,0.0004597977385856211,0.0003285692655481398,0.0004364986089058221,0.0004779071314260363
289,0.00038905339897610247,0.00043666810961440206,0.0004420205659698695,0.00034450029488652945,0.00042575583211146295,0.0004886090755462646
290,0.00036602120962925255,0.0004318695282563567,0.0004388902161736042,0.00034943330683745444,0.0004196130321361125,0.00046013688552193344
291,0.00033810007153078914,0.0004297133127693087,0.00042764440877363086,0.0003560260229278356,0.0004193599743302911,0.00047152378829196095
292,0.0003905635967385024,0.0004532539751380682,0.000448573351604864,0.00032609206391498446,0.0003957354638259858,0.000469549500849098
293,0.0003608335100580007,0.0004067900008521974,0.0004406967491377145,0.0003726621216628701,0.000427732418756932,0.00045527226757258177
294,0.0003773856442421674,0.00041113750194199383,0.0004390664689708501,0.0003694806946441531,0.00040935323340818286,0.0004934322205372155
295,0.0003514312847983092,0.0004108014982193709,0.00044796380097977817,0.0003231063892599195,0.00042641948675736785,0.0004788055666722358
296,0.0003827659238595515,0.0004068768757861107,0.0004327149945311248,0.0003454115358181298,0.0004324447363615036,0.0004497281915973872
297,0.00036895187804475427,0.0003926997596863657,0.00042025744915008545,0.0003599614428821951,0.00042519078124314547,0.0004426120140124112
298,0.0003741199616342783,0.00043531012488529086,0.0004298019630368799,0.0003499175363685936,0.0004293350502848625,0.0004686157626565546
299,0.0003212033770978451,0.0004366819921415299,0.0004485426761675626,0.00033566466299816966,0.0004322189197409898,0.0004768359649460763
300,0.00037473515840247273,0.0003976859443355352,0.000435086723882705,0.00037559750489890575,0.0004101259983144701,0.0004354013653937727
