step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-rollout_corr/k3_kl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-rollout_corr/k3_kl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-rollout_corr/k3_kl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-rollout_corr/k3_kl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-rollout_corr/k3_kl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-rollout_corr/k3_kl_step
20,0.0003739312815014273,0.0003765813307836652,0.0005002479301765561,0.0004336954152677208,0.000427807419328019,0.0004353472322691232
21,0.000354102929122746,0.0003663113457150758,0.0005031417240388691,0.000423827936174348,0.0004227945464663207,0.0004355731362011283
22,0.0003425189934205264,0.00037875218549743295,0.0004943415988236666,0.0004208477621432394,0.0004265455063432455,0.0004141568497288972
23,0.0003639196511358022,0.0003739777021110058,0.00051197997527197,0.0004370444221422076,0.0004150814784225077,0.00042578624561429024
24,0.000359199708327651,0.0003851040673907846,0.000510425481479615,0.00042609337833710015,0.0004257106629665941,0.00042082456639036536
25,0.00036557638668455184,0.0003889638755936176,0.0005011786706745625,0.0004271059297025204,0.0004167870210949331,0.0004076498444192111
26,0.00035413153818808496,0.0003749617317225784,0.0005196879501454532,0.000427045306423679,0.00041488942224532366,0.0004138651129323989
27,0.0003620035713538527,0.00039184006163850427,0.0005107448087073863,0.0004335299599915743,0.0004316263657528907,0.00041026328108273447
28,0.00034955257433466613,0.000380973651772365,0.0005172208766452968,0.00042599698645062745,0.0004255033563822508,0.00040508442907594144
29,0.00035776812001131475,0.00038242802838794887,0.0005069400649517775,0.00042347065755166113,0.00041371077531948686,0.0003990355180576444
30,0.00034175298060290515,0.00037287044688127935,0.0005105073214508593,0.0004174601344857365,0.0004079689097125083,0.00039212690899148583
31,0.00034439651062712073,0.00038325670175254345,0.000520529632922262,0.000416246650274843,0.00041435021557845175,0.0004024417430628091
32,0.00033670413540676236,0.0003825510502792895,0.0005072589265182614,0.0004135898198001086,0.0004017855681013316,0.0003902994212694466
33,0.0003508318040985614,0.0003713239857461303,0.0005180764710530639,0.00042114738607779145,0.00039963971357792616,0.0003949643869418651
34,0.00032912238384597003,0.000381646619644016,0.0005188060458749533,0.00041155278449878097,0.000402921112254262,0.00039786414708942175
35,0.00034453533589839935,0.0003801770508289337,0.0005126430187374353,0.0004185405559837818,0.0004121622769162059,0.0003824326850008219
36,0.00034197905915789306,0.0003842878504656255,0.0005189845687709749,0.00042194410343654454,0.0004046105314046145,0.0003983107744716108
37,0.0003429025236982852,0.0003827263717539609,0.0005129762575961649,0.0004256569081917405,0.00040135093149729073,0.0003806562745012343
38,0.000329738890286535,0.000387244246667251,0.000507504097186029,0.0004102070233784616,0.0004096772754564882,0.0003947294317185879
39,0.0003447523049544543,0.0003924689081031829,0.0005221504252403975,0.0004239487752784043,0.000409832427976653,0.0003914113331120461
40,0.00034596817567944527,0.00038643417065031826,0.0005072049680165946,0.0004260109562892467,0.0004029945994261652,0.00037915006396360695
41,0.0003363894938956946,0.00038089341251179576,0.0005323148798197508,0.0004121764795854688,0.0003981119079980999,0.00039612920954823494
42,0.0003344193391967565,0.000389990716939792,0.0005200239247642457,0.0004081012448295951,0.00041063211392611265,0.0003797618264798075
43,0.00033429861650802195,0.0003851056389976293,0.0005082613788545132,0.0004054534656461328,0.0003973175771534443,0.0003672320453915745
44,0.0003263849939685315,0.00037402965244837105,0.0005155540420673788,0.0003923966723959893,0.0003884290053974837,0.0003772921918425709
45,0.00034882593899965286,0.00037637646892108023,0.0005313282017596066,0.0004117792996112257,0.00039642126648686826,0.0003759551327675581
46,0.0003432230732869357,0.0003755844081752002,0.0005263849161565304,0.00039997987914830446,0.00038908529677428305,0.0003753095224965364
47,0.0003408471529837698,0.00039685433148406446,0.0005118452827446163,0.0003980955516453832,0.0004185206489637494,0.00036608707159757614
48,0.0003385783638805151,0.0003807496395893395,0.0005235379794612527,0.00039681876660324633,0.0004028141556773335,0.0003808302863035351
49,0.0003488152287900448,0.0003815063973888755,0.0005169635405763984,0.00038726971251890063,0.0003995297593064606,0.0003638658090494573
50,0.0003555213625077158,0.0003906498895958066,0.0005153923411853611,0.0003975060244556517,0.0004162473778706044,0.0003661028167698532
51,0.0003397438849788159,0.00037106662057340145,0.0004973724717274308,0.0003822076250799,0.0003828619956038892,0.0003587583778426051
52,0.0003496712597552687,0.0003749447932932526,0.0005055090878158808,0.0003898899012710899,0.00039163173642009497,0.00035903285606764257
53,0.00035775278229266405,0.0003894339606631547,0.0005089844926260412,0.000391061621485278,0.0004036695754621178,0.0003725805727299303
54,0.0003545525833033025,0.0003815879172179848,0.0005207485519349575,0.0003912172105628997,0.0004035797610413283,0.0003779129183385521
55,0.0003740015963558107,0.0003829636552836746,0.0005309881526045501,0.0003984242794103921,0.0003879664000123739,0.0003826614120043814
56,0.00036364051629789174,0.0003716610954143107,0.0005255812429822981,0.0003953272826038301,0.00038179164403118193,0.0003896074485965073
57,0.00034542797948233783,0.0003809091867879033,0.0005104359006509185,0.0003761422703973949,0.00038667095941491425,0.0003804894513450563
58,0.00037482610787265,0.0003728482697624713,0.0005131459911353886,0.0004003935027867555,0.000384858314646408,0.0003763696004170925
59,0.00036783571704290807,0.00038816052256152034,0.000513484061229974,0.0003936673747375607,0.0004028964031022042,0.00037323471042327583
60,0.0003715631319209934,0.0003764157299883664,0.0005348593695089221,0.0003868974163196981,0.000385738821933046,0.00040243641706183553
61,0.0003672048624139279,0.000380640005460009,0.0005256013828329742,0.0003877230919897556,0.00038217342807911336,0.0003891587839461863
62,0.0003707701398525387,0.0004044079105369746,0.0005282991915009916,0.000387666339520365,0.000405474187573418,0.00038880170905031264
63,0.00037186991539783776,0.0003967102675233036,0.0005060748662799597,0.0003825252351816744,0.0003934370761271566,0.00037876618443988264
64,0.0003652570012491197,0.0003909612714778632,0.0005292040295898914,0.0003791824274230749,0.0003928454825654626,0.00040261843241751194
65,0.00037243630504235625,0.0003876102273352444,0.000505246629472822,0.00038646149914711714,0.0003882512100972235,0.0003868926432915032
66,0.0003700269444379955,0.0003997450112365186,0.0005105992313474417,0.0003830077184829861,0.00040155736496672034,0.0003845480969175696
67,0.0003938600129913538,0.0003898680442944169,0.0005161978187970817,0.0003963032504543662,0.0003832621150650084,0.0003954761486966163
68,0.00038483834941871464,0.00040034562698565423,0.00048004143172875047,0.00039096546242944896,0.0003985957009717822,0.0003797202080022544
69,0.00038054827018640935,0.0004027871182188392,0.0004871948331128806,0.0003905892081093043,0.00040334148798137903,0.00038005821988917887
70,0.0003895880945492536,0.0003904364421032369,0.0004965016851201653,0.0004015582380816341,0.00038868433330208063,0.00038424800732173026
71,0.0003894594265148043,0.0003857446135953069,0.0005158151616342366,0.0003911265230271965,0.0003867122286465019,0.000401267665438354
72,0.0003926725476048887,0.0004007688257843256,0.0005165708134882152,0.0003932516847271472,0.000400951859774068,0.0004062469233758747
73,0.0004005683294963091,0.0003895314293913543,0.0004918515915051103,0.00040360455750487745,0.0003976525622420013,0.0003889458603225648
74,0.00038457749178633094,0.00040781457209959626,0.0004886970855295658,0.0003869298961944878,0.0004010896082036197,0.0003867781488224864
75,0.00038000958738848567,0.0004062711959704757,0.0004840151232201606,0.00038735929410904646,0.0003955561260227114,0.00038415135350078344
76,0.0004011577693745494,0.0004045754030812532,0.0005108116311021149,0.0004097817000001669,0.0003951113030780107,0.00040904906927607954
77,0.000388096843380481,0.00041361668263562024,0.0004895793390460312,0.00040124839870259166,0.0004046082904096693,0.0003823584120254963
78,0.0003928387304767966,0.00040587878902442753,0.000490900594741106,0.00039749598363414407,0.0003990759141743183,0.0003890663501806557
79,0.00039238331373780966,0.00040516327135264874,0.0004914966993965209,0.0003960495814681053,0.0003964612842537462,0.0003958473971579224
80,0.0003849344502668828,0.0003969800600316375,0.0004936393816024065,0.00039017893141135573,0.0003947903460357338,0.0003889907675329596
81,0.0003915994602721185,0.0003993200371041894,0.0004907611291855574,0.0004014147561974823,0.000395372073398903,0.0003878677380271256
82,0.0003930976672563702,0.0004063428204972297,0.0004988858127035201,0.00039673849823884666,0.000404673395678401,0.0004028465482406318
83,0.00039749755524098873,0.000413496105466038,0.0004957881756126881,0.00040419300785288215,0.0004090264264959842,0.0003965676296502352
84,0.00040410904330201447,0.00039544780156575143,0.0004916169564239681,0.0004154702473897487,0.0003938537847716362,0.00039403545088134706
85,0.0003986223600804806,0.00040885977796278894,0.0004994274349883199,0.0004068540292792022,0.0004092830931767822,0.0004028300463687629
86,0.0003984971262980253,0.00039246375672519207,0.0004906598478555679,0.0004132114117965102,0.00039411766920238733,0.0003946781507693231
87,0.0003875083930324763,0.000396792427636683,0.0004902159562334418,0.0003980959882028401,0.000391995970858261,0.0003912945103365928
88,0.0003950461396016181,0.00041061642696149647,0.0004869858094025403,0.00039937871042639017,0.0004130931629333645,0.0003943486954085529
89,0.0003907562931999564,0.0004034716112073511,0.0004793756525032222,0.00039551235386170447,0.00040983446524478495,0.00038604409201070666
90,0.0004013314610347152,0.0004027338000014424,0.0004794829001184553,0.0004049366107210517,0.0004152911715209484,0.0003883061872329563
91,0.0003909171500708908,0.00040184141835197806,0.0004958569188602269,0.0004000692570116371,0.0004044682427775115,0.000393813184928149
92,0.0003824799496214837,0.0003983290516771376,0.000484851945657283,0.00038894161116331816,0.0004031664284411818,0.0003882267919834703
93,0.0003991892444901168,0.0004006175440736115,0.0004933764575980604,0.0004031113348901272,0.00041208224138244987,0.0003989365650340914
94,0.0004037258040625602,0.00041264574974775314,0.0004921843647025526,0.0003963601484429091,0.00041755783604457974,0.0004062613006681204
95,0.00037903059273958206,0.000402375910198316,0.0004779883893206715,0.0003820554702542722,0.0004119734512642026,0.000390384258935228
96,0.0003790976188611239,0.00040098867611959577,0.00047062843805179,0.0003813317744061351,0.0004122651007492095,0.0003768998722080142
97,0.0003960148897022009,0.00038402024074457586,0.0004906756221316755,0.0003916438727173954,0.0003892111999448389,0.00040057170554064214
98,0.00040397822158411145,0.00038960581878200173,0.0004883817746303976,0.0004000500193797052,0.00039572626701556146,0.00040919927414506674
99,0.00038943212712183595,0.0003854259266518056,0.0004763426259160042,0.0003823534934781492,0.00038466311525553465,0.0003967855009250343
100,0.00038703903555870056,0.0003983241331297904,0.00047996145440265536,0.00039801804814487696,0.0004005006339866668,0.0003999641921836883
101,0.00039082986768335104,0.00037720665568485856,0.0004836462903767824,0.00038842836511321366,0.0003796191595029086,0.0004013080906588584
102,0.0003917489084415138,0.00038590157055296,0.000494651438202709,0.00038803397910669446,0.00038504457916133106,0.0004090928705409169
103,0.0003989897086285054,0.00039312863373197615,0.0004712750378530473,0.0003999163454864174,0.0003889306099154055,0.0004821670008823275
104,0.0003903292235918343,0.000397331576095894,0.0004830941034015268,0.0003902575117535889,0.00040243822149932384,0.000410911365179345
105,0.0003966339863836766,0.0004028842085972428,0.00048780569341033697,0.0003949897072743624,0.00039590313099324703,0.0004095768090337515
106,0.00040283380076289177,0.0003843759186565876,0.00048256723675876856,0.0004044705128762871,0.00038403377402573824,0.0004103484097868204
107,0.00038531707832589746,0.0004026317328680306,0.0004842931521125138,0.00038884702371433377,0.00040635172626934946,0.00041139358654618263
108,0.00039284263039007783,0.0004084421962033957,0.0004732933011837304,0.0003940105088986456,0.0004068285634275526,0.0003981796035077423
109,0.0003875902912113815,0.0003959354944527149,0.0004697325057350099,0.0003943088522646576,0.0003925034252461046,0.0004017564351670444
110,0.0003946750948671251,0.00040264669223688543,0.0004787071084138006,0.0004014639707747847,0.0004067292029503733,0.0004175335925538093
111,0.0003912307147402316,0.0004018344334326685,0.0004833415150642395,0.0003980798937845975,0.00039611136890016496,0.000417981093050912
112,0.0003859306452795863,0.0004033350560348481,0.00047344027552753687,0.00039524835301563144,0.0004006324743386358,0.0004045981913805008
113,0.000385726016247645,0.0003925627679564059,0.0004911900032311678,0.0003922505711670965,0.0003963181225117296,0.00042379912338219583
114,0.0003862826561089605,0.0004096333868801594,0.0004731882363557816,0.00038848587428219616,0.000416952942032367,0.0004072745505254716
115,0.0003900762822013348,0.0004075901524629444,0.00047695630928501487,0.00039819267112761736,0.0004093042225576937,0.0004121239471714944
116,0.00040541525231674314,0.0004010736010968685,0.00048691005213186145,0.0004093141760677099,0.0004112826136406511,0.00041474137105979025
117,0.00038699779543094337,0.00039042325806804,0.0004747867351397872,0.0003931482788175345,0.00040125209488905966,0.00040565375820733607
118,0.0003932373365387321,0.00040412534144707024,0.0004782745090778917,0.0003970285761170089,0.0004012057033833116,0.0004170967440586537
119,0.0003925334895029664,0.000393316411646083,0.0004830894176848233,0.00039828161243349314,0.00040071451803669333,0.0004143505357205868
120,0.00040276828804053366,0.000400734570575878,0.00047460783389396966,0.0004092315211892128,0.0004074935568496585,0.0004084965330548585
121,0.0004001010966021568,0.0003960381727665663,0.0004903625813312829,0.00040324023575522006,0.0004048152477480471,0.0004210210463497788
122,0.00038842251524329185,0.0004123734252061695,0.0004700452263932675,0.0004041917563881725,0.0004234202788211406,0.0004067989648319781
123,0.00039528426714241505,0.00040109382825903594,0.00047989279846660793,0.00040379882557317615,0.0004081969091203064,0.0004127283173147589
124,0.0004043834051117301,0.00039993523387238383,0.00047684021410532296,0.0004182613338343799,0.00040324823930859566,0.000412771973060444
125,0.0003857251431327313,0.00041689767385832965,0.00048621383029967546,0.00039667729288339615,0.0004268368938937783,0.00042285132803954184
126,0.0003979516332037747,0.0003914916887879371,0.0004849671095144003,0.00041487725684419274,0.0003956608416046947,0.0004222690768074244
127,0.00038740498712286353,0.00040411081863567233,0.00048353910096921027,0.0004094273317605257,0.00042169957305304706,0.0004123855323996395
128,0.0003857866395264864,0.0003978740132879466,0.0004816077125724405,0.0004112830793019384,0.00041345442878082395,0.000417348142946139
129,0.0003862472658511251,0.0004110080481041223,0.0004849812830798328,0.0004030302807223052,0.0004236249951645732,0.00041798321763053536
130,0.00037935777800157666,0.0004051531432196498,0.0004930026479996741,0.0004049134731758386,0.000424756872234866,0.0004168142331764102
131,0.00037382665323093534,0.0003950154932681471,0.0004943051608279347,0.0003979698522016406,0.00042056976235471666,0.0004210204933770001
132,0.00038281030720099807,0.0003848628257401288,0.0004802201001439243,0.00040428637294098735,0.0004148244915995747,0.0004121809615753591
133,0.0003997971070930362,0.00039927763282321393,0.0004793516709469259,0.0004144152044318616,0.00042538021807558835,0.00040959130274131894
134,0.0003894315159413963,0.00040999226621352136,0.0004795923887286335,0.000404084799811244,0.0004290658689569682,0.0004070726572535932
135,0.0003796882811002434,0.00037990493001416326,0.0004935226170346141,0.0003995807201135904,0.0004010041884612292,0.0004225043230690062
136,0.0003707770665641874,0.0003996721643488854,0.0005071355844847858,0.00039491200004704297,0.0004211417690385133,0.0004284279129933566
137,0.00036678413744084537,0.0003976357111241669,0.0004655568045563996,0.0003901689487975091,0.00041467754635959864,0.0003902155731339008
138,0.0003785138542298227,0.0004011124256066978,0.0004714212554972619,0.0003989931719843298,0.0004205939476378262,0.0003984482900705189
139,0.0003871327789966017,0.0004008367541246116,0.0004909946001134813,0.0004028585681226105,0.0004157359362579882,0.0004215323133394122
140,0.00039264539373107255,0.00040411815280094743,0.0004963455139659345,0.0004054812015965581,0.00042414935887791216,0.0004211072518955916
141,0.0003835982643067837,0.00038942997343838215,0.0004749026265926659,0.0004015190061181784,0.00040568524855189025,0.0003993799618910998
142,0.0003773219068534672,0.0003913136606570333,0.0004714551905635744,0.0003955645952373743,0.0004098103381693363,0.0003983418282587081
143,0.0003905506164301187,0.0004049957497045398,0.0004795918066520244,0.0004009001131635159,0.0004193497879896313,0.0004060902865603566
144,0.00039110975922085345,0.0003857221163343638,0.0005035226931795478,0.00040767138125374913,0.0004098443896509707,0.0004218150570522994
145,0.0003975220024585724,0.00038176390808075666,0.0004727280465885997,0.0004080179496668279,0.0004082010418642312,0.00040431469096802175
146,0.0003886999620590359,0.00038434762973338366,0.0004916233592666686,0.00041214184602722526,0.0004098924982827157,0.0004134922637604177
147,0.0003892931854352355,0.00039452340570278466,0.0004969737492501736,0.00040146830724552274,0.00041965252603404224,0.0004112877359148115
148,0.0003830146451946348,0.0003868566709570586,0.0004821245092898607,0.0004052826843690127,0.00040996665484271944,0.00040399833233095706
149,0.000394480797694996,0.0003877345006912946,0.000472485349746421,0.0004123285470996052,0.0004107132263015956,0.00039390026358887553
150,0.0003929504018742591,0.0003824139712378382,0.0004903930821456015,0.0004069868882652372,0.00040624316898174584,0.0004070197173859924
151,0.00040655717020854354,0.0003831718349829316,0.0005016558570787311,0.000419661751948297,0.000405347382184118,0.00041447891271673143
152,0.0003907470963895321,0.000387519714422524,0.00048589034122414887,0.0004032133729197085,0.000407423241995275,0.0004016172024421394
153,0.0003952022234443575,0.0003826903703156858,0.0004828331002499908,0.00040800191345624626,0.0004113752220291644,0.0004003594513051212
154,0.0003945123753510416,0.0003735741483978927,0.0004897793987765908,0.0004086880944669246,0.0004013987781945616,0.00040499938768334687
155,0.0003844475722871721,0.0003722078399732709,0.0004916783655062318,0.0004006719973403961,0.0004002819187007845,0.000410574342822656
156,0.00039651806582696736,0.0003751443000510335,0.0004895554156973958,0.00040444949991069734,0.00040411020745523274,0.0004087270062882453
157,0.0003903135366272182,0.00038140665856190026,0.0004925687098875642,0.0004026110109407455,0.0003982646740041673,0.00041395940934307873
158,0.00038760091410949826,0.0003666277916636318,0.0004898092010989785,0.0004007723764516413,0.0003870292566716671,0.0004116413183510303
159,0.0003913262044079602,0.0003647523117251694,0.0005063468124717474,0.0003993775753770024,0.0003820028796326369,0.00042428294545970857
160,0.00038465208490379155,0.00038008965202607214,0.00047786967479623854,0.0003980870533268898,0.0003984164795838296,0.00040309320320375264
161,0.0003940009919460863,0.00036930115311406553,0.0004874995211139322,0.0003992415731772781,0.00038974438211880624,0.00040797004476189613
162,0.0003873555106110871,0.0003800558624789119,0.0004964948748238385,0.00039254859439097345,0.0004065399407409131,0.00041596018127165735
163,0.0003765917790587991,0.0003718871739692986,0.0004932736046612263,0.0003893079119734466,0.00038908180431462824,0.0004122435348108411
164,0.00037702592089772224,0.0003519047750160098,0.0004898750921711326,0.0003869560023304075,0.0003646514087449759,0.00041730678640306
165,0.0003911299572791904,0.0003671427839435637,0.0004886240931227803,0.0003991337725892663,0.0003820050333160907,0.0004056992183905095
166,0.0003943867050111294,0.00035383846261538565,0.00047537608770653605,0.00039956398541107774,0.00037271532346494496,0.00040116277523338795
167,0.0003988014068454504,0.00037360197165980935,0.0005024059792049229,0.00040256744250655174,0.0003876115079037845,0.00041038813651539385
168,0.000396127492422238,0.0003626409743446857,0.0004802851181011647,0.0004029451811220497,0.0003794565272983163,0.00039857535739429295
169,0.000397201074520126,0.0003644897369667888,0.0004678941913880408,0.0004082326486241072,0.00038349287933669984,0.00039049392216838896
170,0.0003965614887420088,0.0003764474531635642,0.0004977690987288952,0.000405019469326362,0.00037778064142912626,0.00041505260742269456
171,0.0003959023742936552,0.0003861785517074168,0.000469971215352416,0.00040016486309468746,0.0003871947410516441,0.0003848651540465653
172,0.0003869809443131089,0.00036267057294026017,0.0004957219935022295,0.0003960647736676038,0.0003665106778498739,0.00039883461431600153
173,0.0003846807812806219,0.00035685941111296415,0.00048604406765662134,0.00039507204201072454,0.0003564132784958929,0.0004027304530609399
174,0.00038420717464759946,0.00036836948129348457,0.0004680108686443418,0.00039876147639006376,0.000362822349416092,0.0003818343102466315
175,0.000398926786147058,0.0003756048390641809,0.0004809635865967721,0.0004120581434108317,0.0003663591924123466,0.00039143729372881353
176,0.00039782962994650006,0.0003829210181720555,0.00048189263907261193,0.00040607695700600743,0.0003658440546132624,0.00039856735384091735
177,0.0003811643982771784,0.0003796022792812437,0.0004901332431472838,0.0003897376882378012,0.00035592762287706137,0.0003981841146014631
178,0.0003985953808296472,0.00038840100751258433,0.0004663571016862989,0.0004088771238457411,0.000365381856681779,0.00037548269028775394
179,0.0004080010985489934,0.00041237016557715833,0.00047372165136039257,0.0004208482278045267,0.0003914041153620929,0.00037842444726265967
180,0.0003896043344866485,0.0003857917035929858,0.0004705894098151475,0.0004014017176814378,0.00036094285314902663,0.0003778660902753472
181,0.000392286543501541,0.00039736987673677504,0.0004833401180803776,0.0004005491500720382,0.0003707973810378462,0.00038355335709638894
182,0.00037952302955091,0.0004111311282031238,0.0004742633027490229,0.00040244232513941824,0.0003799370024353266,0.00038668609340675175
183,0.00039340590592473745,0.00038824501098133624,0.00047215993981808424,0.00040913073462434113,0.0003700940869748592,0.0003787161549553275
184,0.0003999892214778811,0.0004074120661243796,0.0004642571439035237,0.0004197005182504654,0.0003792141505982727,0.0003813585208263248
185,0.00039094407111406326,0.0004180464311502874,0.0004793260886799544,0.0004127996508032083,0.00037601558142341673,0.0003924867487512529
186,0.0003924095071852207,0.0004130951419938356,0.0004775501729454845,0.00040838069980964065,0.0003784206637647003,0.0003956035361625254
187,0.000388125074096024,0.00039710148121230304,0.000482631498016417,0.0004153969348408282,0.00036241469206288457,0.000395515700802207
188,0.0003842133446596563,0.0004040788917336613,0.0004772498505190015,0.0004135881899856031,0.0003714288468472659,0.0003950328682549298
189,0.0003906521596945822,0.0004145771381445229,0.00046402818406932056,0.00041593663627281785,0.000374280905816704,0.0003848741471301764
190,0.0003934417327400297,0.0004047635593451559,0.0004862298665102571,0.0004163951089140028,0.0003736403305083513,0.000400287943193689
191,0.00038950814632698894,0.0003916181740351022,0.0004695506358984858,0.0004072264418937266,0.000359092780854553,0.0003821492718998343
192,0.00039650805410929024,0.0003908853977918625,0.00046657692291773856,0.00041724788025021553,0.00036865007132291794,0.000383583246730268
193,0.0004021314380224794,0.0003945688076782971,0.0004758755676448345,0.000419131014496088,0.000370928377378732,0.0003905447665601969
194,0.000401294935727492,0.0004003600333817303,0.00046680375817231834,0.0004182116826996207,0.00037097377935424447,0.00038367483648471534
195,0.0003957579610869288,0.00040119964978657663,0.0004803162591997534,0.0004077673074789345,0.0003722078399732709,0.00039676716551184654
196,0.0003861892619170249,0.0003980258770752698,0.0004686506581492722,0.0004030719283036888,0.00038003968074917793,0.0003854669048450887
197,0.0003842320875264704,0.0004023289948236197,0.0004694141098298133,0.00039988706703297794,0.00037883242475800216,0.0003870325454045087
198,0.00037488588714040816,0.0003916931163985282,0.0004736567789223045,0.00039973968523554504,0.0003717040817718953,0.00039471653872169554
199,0.0003733675403054803,0.0004224741132929921,0.000461015006294474,0.0003933629486709833,0.0004063011147081852,0.0003826158354058862
200,0.0003725136339198798,0.0004113930335734039,0.0004656222590710968,0.0004049439448863268,0.0003944044001400471,0.00038986417348496616
201,0.00037006300408393145,0.00041641469579190016,0.0004553362086880952,0.000400824035750702,0.0003916178538929671,0.0003837758267764002
202,0.0003715674392879009,0.0004154711787123233,0.0004766073252540082,0.0004027375252917409,0.0003934755804948509,0.00040462639299221337
203,0.0003644123498816043,0.0004052600997965783,0.0004720387514680624,0.0003977049491368234,0.0003927319194190204,0.00040732265915721655
204,0.0003609050763770938,0.0004042715881951154,0.00047704903408885,0.00039755081525072455,0.00039337293128483,0.0004075219330843538
205,0.00035139816463924944,0.0004156373324804008,0.0004816605942323804,0.00038915855111554265,0.0004002222267445177,0.0004135328636039048
206,0.00035854484303854406,0.00041371595580130816,0.00046688702423125505,0.0004020131600555033,0.0003980507899541408,0.0003998497268185019
207,0.00035298996954225004,0.0004089721769560129,0.000468239450128749,0.0003970247635152191,0.0003999045875389129,0.00039736228063702583
208,0.0003511923423502594,0.000410892185755074,0.0004835977160837502,0.0003913523978553712,0.0004072852316312492,0.0004044459783472121
209,0.0003511758695822209,0.0004120114026591182,0.000484023621538654,0.0003915559209417552,0.0004015480517409742,0.00041836759191937745
210,0.00034158327616751194,0.00041206376045010984,0.0004657507233787328,0.0003877290873788297,0.0004083070671185851,0.00040388459456153214
211,0.00033986111520789564,0.0003949254169128835,0.00047543758410029113,0.0003873302193824202,0.0003906842030119151,0.0004044377128593624
212,0.00035671275691129267,0.0003985799557995051,0.0004755107802338898,0.00039780227234587073,0.0003954875865019858,0.000412852707086131
213,0.00034818259882740676,0.0004035556339658797,0.0004649718175642192,0.00038558332016691566,0.00039597388240508735,0.00039530618232674897
214,0.0003450412186793983,0.00041341426549479365,0.0004696226678788662,0.0003791899071075022,0.00040647201240062714,0.0004070968716405332
215,0.0003322108823340386,0.00041678978595882654,0.000473900610813871,0.00037372636143118143,0.000411724962759763,0.0004194838693365454
216,0.00035057435161434114,0.00040112624992616475,0.0004633338830899447,0.0003891072701662779,0.000403563171857968,0.0004056140605825931
