step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-rollout_corr/training_log_ppl_step
27,0.442076563835144,0.4427714049816131,0.8041273951530457,0.5769193768501282,0.5969918966293335,0.5253309011459351
28,0.42326879501342773,0.4266265034675598,0.8171014189720154,0.5630518794059753,0.5762792825698853,0.518244206905365
29,0.42313653230667114,0.4284989833831787,0.8013442754745483,0.5479873418807983,0.5553392767906189,0.4978871345520019
30,0.4143105745315552,0.40128228068351746,0.8298221826553345,0.531127393245697,0.5252448320388794,0.48801636695861816
31,0.41190335154533386,0.426185667514801,0.8498797416687012,0.5316596627235413,0.558502733707428,0.49799826741218567
32,0.3855981230735779,0.4076441824436188,0.8281183242797852,0.5039353966712952,0.5300566554069519,0.48751842975616455
33,0.4132683575153351,0.3962588906288147,0.8458545207977295,0.5377505421638489,0.5063711404800415,0.48859459161758423
34,0.3947053849697113,0.421160101890564,0.8470135927200317,0.5351686477661133,0.5252734422683716,0.49484783411026
35,0.41056719422340393,0.4123908281326294,0.8053067922592163,0.5362380743026733,0.5255964994430542,0.4662153422832489
36,0.40804755687713623,0.4194316267967224,0.856205940246582,0.5191317796707153,0.5339099764823914,0.48900049924850464
37,0.39930281043052673,0.4087319076061249,0.8199576139450073,0.5303794145584106,0.5038435459136963,0.4518796503543854
38,0.3936458230018616,0.41691040992736816,0.8003580570220947,0.5147715210914612,0.517173707485199,0.4623914957046509
39,0.406289666891098,0.42677173018455505,0.8546034693717957,0.5275723338127136,0.525834321975708,0.46228745579719543
40,0.41233575344085693,0.41456395387649536,0.8191398978233337,0.5240086913108826,0.5020791888237,0.4340400993824005
41,0.3990323841571808,0.40326088666915894,0.86961829662323,0.5064570903778076,0.48209017515182495,0.4654639959335327
42,0.4010060131549835,0.42354732751846313,0.8454390168190002,0.5074858665466309,0.5193240642547607,0.43566542863845825
43,0.40126198530197144,0.4064304530620575,0.8265464305877686,0.48810261487960815,0.4959794282913208,0.4145551919937134
44,0.3946636915206909,0.4001630544662475,0.8468073606491089,0.4761112332344055,0.4844971001148224,0.4312519133090973
45,0.4143138527870178,0.395388126373291,0.8778446912765503,0.479088842868805,0.4819693267345429,0.4315939247608185
46,0.41151294112205505,0.39854946732521057,0.8479053378105164,0.47143903374671936,0.4831048250198364,0.4167759120464325
47,0.4052730202674866,0.4277493357658386,0.844670295715332,0.4583660662174225,0.5157068967819214,0.4094470143318176
48,0.4174125790596008,0.40166231989860535,0.8388614654541016,0.4628417491912842,0.48968082666397095,0.4177617132663727
49,0.4129095673561096,0.39897269010543823,0.8262025713920593,0.4471111595630646,0.49284470081329346,0.40291649103164673
50,0.43746840953826904,0.4084111452102661,0.8343799114227295,0.4664216339588166,0.5079299807548523,0.4072156548500061
51,0.4058299958705902,0.3873814642429352,0.7928164005279541,0.43428319692611694,0.47571152448654175,0.38658660650253296
52,0.4178526997566223,0.38091030716896057,0.7928397059440613,0.43977513909339905,0.4642070531845093,0.3956371247768402
53,0.436244934797287,0.4126453101634979,0.8087656497955322,0.4443596303462982,0.4966917634010315,0.4051389992237091
54,0.4269563257694245,0.4016718566417694,0.8544341325759888,0.44766008853912354,0.4871082305908203,0.41605472564697266
55,0.4450961649417877,0.39290863275527954,0.8666481971740723,0.45262670516967773,0.47112956643104553,0.43306922912597656
56,0.423527479171753,0.38707002997398376,0.8695584535598755,0.4336377680301666,0.4652637243270874,0.4335705935955048
57,0.4159162640571594,0.3996685743331909,0.83022141456604,0.4220612645149231,0.47585374116897583,0.4178362488746643
58,0.4607797861099243,0.38417500257492065,0.8633490204811096,0.45499926805496216,0.4615424871444702,0.4233253300189972
59,0.4436723589897156,0.4064151346683502,0.8499295711517334,0.43653368949890137,0.4812630712985992,0.4159684479236603
60,0.4499186873435974,0.3836246430873871,0.9011263847351074,0.43160152435302734,0.4571506679058075,0.4587790966033935
61,0.4512975513935089,0.4008641242980957,0.8849605321884155,0.4363653957843781,0.4729386568069458,0.4380768835544586
62,0.4400123953819275,0.424948513507843,0.856535792350769,0.4224162995815277,0.490616112947464,0.4307096004486084
63,0.45627361536026,0.41086700558662415,0.8234285116195679,0.4298073947429657,0.46907684206962585,0.4198741614818573
64,0.44913721084594727,0.4117465019226074,0.8593131899833679,0.4283003509044647,0.47479745745658875,0.4483034908771515
65,0.4463077783584595,0.4062459468841553,0.8274810314178467,0.4207393229007721,0.46784666180610657,0.4271551072597504
66,0.4527125060558319,0.4334279894828797,0.8222079277038574,0.4260227382183075,0.4952232539653778,0.421653151512146
67,0.4807015359401703,0.40761274099349976,0.8471705317497253,0.44103968143463135,0.46726834774017334,0.44062861800193787
68,0.47167736291885376,0.4376500546932221,0.7657255530357361,0.4416061341762543,0.49730414152145386,0.4104028344154358
69,0.4701235592365265,0.43011605739593506,0.789543092250824,0.4361852705478668,0.4946174025535583,0.419416606426239
70,0.4773795008659363,0.4317319989204407,0.8011510968208313,0.44463375210762024,0.4920549690723419,0.43482664227485657
71,0.4732379615306854,0.41446805000305176,0.8328814506530762,0.4375663697719574,0.47618797421455383,0.4556425213813782
72,0.4796598255634308,0.422812283039093,0.849006175994873,0.4400891959667206,0.48380571603775024,0.467270940542221
73,0.49260663986206055,0.4168215990066528,0.7980661392211914,0.45692744851112366,0.48288220167160034,0.4426170289516449
74,0.4648708701133728,0.4479711651802063,0.7955129742622375,0.42887771129608154,0.5072753429412842,0.4382801055908203
75,0.47522327303886414,0.4265049993991852,0.7820780873298645,0.443326860666275,0.47682178020477295,0.43625444173812866
76,0.5050597190856934,0.435705304145813,0.8204178214073181,0.4730016589164734,0.49715569615364075,0.4654406309127808
77,0.48522865772247314,0.4570295214653015,0.7977949380874634,0.45807403326034546,0.5055786967277527,0.43994200229644775
78,0.4759454131126404,0.4408269822597504,0.7958799600601196,0.43979498744010925,0.49642252922058105,0.4411371350288391
79,0.4763043522834778,0.4351009130477905,0.7942825555801392,0.44445452094078064,0.4863611161708832,0.445271760225296
80,0.4765932857990265,0.41790494322776794,0.7863960862159729,0.438184916973114,0.4787058234214782,0.4391821622848511
81,0.47025617957115173,0.4359079599380493,0.7971287369728088,0.43967458605766296,0.49018344283103943,0.4465005397796631
82,0.47972968220710754,0.43470343947410583,0.818164050579071,0.4487940967082978,0.4971563220024109,0.46482500433921814
83,0.4809041917324066,0.4359911382198334,0.7985057830810547,0.45241501927375793,0.49280017614364624,0.4597901999950409
84,0.49408018589019775,0.42739662528038025,0.7778744101524353,0.4690880179405213,0.49042555689811707,0.4409716725349426
85,0.4761757254600525,0.4406477808952331,0.8082007169723511,0.4506601095199585,0.5086466670036316,0.4550086259841919
86,0.480586051940918,0.4157545566558838,0.7862148284912109,0.45592162013053894,0.4787718653678894,0.44626617431640625
87,0.4598778486251831,0.4213024079799652,0.7948668599128723,0.4340244233608246,0.485324889421463,0.4471786618232727
88,0.4810382127761841,0.44716504216194153,0.7810771465301514,0.4474876821041107,0.5155457854270935,0.442658007144928
89,0.4790763854980469,0.4313702583312988,0.7719261646270752,0.4416850805282593,0.5086088180541992,0.4293104410171509
90,0.48664331436157227,0.4348009824752808,0.7785486578941345,0.4523024559020996,0.5174379348754883,0.4393662214279175
91,0.4655333459377289,0.4241058826446533,0.7966987490653992,0.42929646372795105,0.5094538927078247,0.4458927214145661
92,0.4681342840194702,0.41484534740448,0.7872373461723328,0.4263189733028412,0.5012027621269226,0.4376445412635803
93,0.4925259351730346,0.4292576611042022,0.7912377715110779,0.4410974085330963,0.5149105787277222,0.4442012906074524
94,0.48426875472068787,0.4339137077331543,0.7999998927116394,0.4267069399356842,0.5158650279045105,0.4519594311714173
95,0.44573116302490234,0.43049097061157227,0.7599245309829712,0.39765864610672,0.5211003422737122,0.4249560534954071
96,0.4491744935512543,0.4307259619235992,0.7380172610282898,0.39760127663612366,0.5093710422515869,0.4107816815376282
97,0.4781360924243927,0.39784133434295654,0.7742546200752258,0.41456741094589233,0.47154462337493896,0.4395589530467987
98,0.4898730218410492,0.4124346971511841,0.7876648306846619,0.423359215259552,0.49121078848838806,0.4492552876472473
99,0.4714319109916687,0.4072153866291046,0.7471683025360107,0.40066245198249817,0.474115252494812,0.42405226826667786
100,0.4769838452339173,0.4357287883758545,0.754008948802948,0.4075477719306946,0.49941062927246094,0.4369795620441437
101,0.4749116599559784,0.39426711201667786,0.781863272190094,0.39810892939567566,0.4532330632209778,0.4481044411659241
102,0.4788206219673157,0.40399497747421265,0.7880994081497192,0.39740344882011414,0.45634302496910095,0.4506848156452179
103,0.5033076405525208,0.4116203188896179,0.7534567713737488,0.4214145839214325,0.4572701156139374,0.4362520575523377
104,0.48322874307632446,0.4266923666000366,0.7604820132255554,0.39832067489624023,0.4803828299045563,0.44716328382492065
105,0.48476314544677734,0.435244083404541,0.7617542743682861,0.4035907983779907,0.4805299639701843,0.4495125710964203
106,0.5043021440505981,0.4098328948020935,0.7774672508239746,0.41685980558395386,0.4536638557910919,0.4551001787185669
107,0.4719555377960205,0.43742960691452026,0.7889076471328735,0.3873145580291748,0.48222365975379944,0.4637592136859894
108,0.4824845492839813,0.4446326494216919,0.7458798885345459,0.3986567258834839,0.4934607744216919,0.44164496660232544
109,0.48194342851638794,0.4252699315547943,0.739700436592102,0.3961329460144043,0.4688647389411926,0.4417518079280853
110,0.49151140451431274,0.4283834993839264,0.7559502720832825,0.4072178304195404,0.4786919951438904,0.4618700444698334
111,0.4884205460548401,0.4201292097568512,0.7658230066299438,0.40700823068618774,0.47395187616348267,0.4674771726131439
112,0.4753037393093109,0.4259624183177948,0.7516191005706787,0.3962518870830536,0.483762800693512,0.45637112855911255
113,0.47971633076667786,0.4116462469100952,0.798313319683075,0.39235901832580566,0.47480741143226624,0.4786730706691742
114,0.4794652462005615,0.43570321798324585,0.7583669424057007,0.3947144150733948,0.5060661435127258,0.45686379075050354
115,0.49695059657096863,0.4204141199588776,0.761854350566864,0.4120495617389679,0.48902881145477295,0.4568832814693451
116,0.5088735222816467,0.4144259095191955,0.7873309850692749,0.421636700630188,0.4823048412799835,0.4706594049930573
117,0.48672381043434143,0.40608981251716614,0.7605936527252197,0.4013710916042328,0.47212228178977966,0.4452517628669739
118,0.4895445108413696,0.4098085165023804,0.780268669128418,0.4006975591182709,0.4714355766773224,0.47769564390182495
119,0.4985075294971466,0.3877562284469605,0.7848082780838013,0.4086321294307709,0.4545038342475891,0.47054776549339294
120,0.5131792426109314,0.402789443731308,0.7667546272277832,0.4254573881626129,0.47273993492126465,0.46025869250297546
121,0.5079898834228516,0.3942383825778961,0.8063962459564209,0.4148227572441101,0.45754504203796387,0.47532162070274353
122,0.4909781515598297,0.433907151222229,0.7567744851112366,0.4147183895111084,0.5036064982414246,0.44939687848091125
123,0.5017573237419128,0.400101900100708,0.7734665870666504,0.41695576906204224,0.4713652729988098,0.4582630395889282
124,0.510472297668457,0.3969825208187103,0.7716051340103149,0.4292614161968231,0.4670434296131134,0.4617287814617157
125,0.47885245084762573,0.4269687831401825,0.7833482623100281,0.4039061665534973,0.5104622840881348,0.4656689763069153
126,0.49687543511390686,0.3881396949291229,0.786361575126648,0.4207065403461456,0.4594452381134033,0.47098058462142944
127,0.48748552799224854,0.40886595845222473,0.7656821012496948,0.41996529698371887,0.5017087459564209,0.45649453997612
128,0.4862273931503296,0.3847309947013855,0.7707764506340027,0.4184703826904297,0.4794805645942688,0.4583143889904022
129,0.4771337807178498,0.39718097448349,0.7815541625022888,0.4068790376186371,0.49570465087890625,0.4578792452812195
130,0.4646246731281281,0.3927338719367981,0.8230482339859009,0.40286290645599365,0.49842900037765503,0.4689138233661651
131,0.4655326008796692,0.37893664836883545,0.8199122548103333,0.4007316529750824,0.4906643033027649,0.4712832272052765
132,0.4743557870388031,0.3653177320957184,0.7686519026756287,0.4050397574901581,0.48049262166023254,0.4444575607776642
133,0.5033285021781921,0.375573068857193,0.7752811908721924,0.42069000005722046,0.4859548807144165,0.4450083076953888
134,0.4823291599750519,0.38143348693847656,0.7710181474685669,0.40617814660072327,0.4930248558521271,0.4417542517185211
135,0.46675825119018555,0.3496520519256592,0.8126021027565002,0.39169207215309143,0.4649175703525543,0.461620956659317
136,0.46055033802986145,0.3650141954421997,0.8307739496231079,0.39595556259155273,0.4802166521549225,0.4677249491214752
137,0.4500148296356201,0.36344969272613525,0.755279541015625,0.38645583391189575,0.4801024198532105,0.4212071895599365
138,0.45704519748687744,0.38140639662742615,0.7500611543655396,0.3875710368156433,0.5012109279632568,0.4189615249633789
139,0.482776939868927,0.3684414625167846,0.807576596736908,0.39885270595550537,0.4861161708831787,0.4640389680862427
140,0.4854653477668762,0.3710414171218872,0.8095184564590454,0.39765334129333496,0.4848566949367523,0.45368823409080505
141,0.4755864441394806,0.34734001755714417,0.7712330222129822,0.39268532395362854,0.46412211656570435,0.429654598236084
142,0.4538024663925171,0.3465968370437622,0.7501954436302185,0.3781726062297821,0.47186723351478577,0.4162924289703369
143,0.46729928255081177,0.35804232954978943,0.7723675966262817,0.38185372948646545,0.4858444035053253,0.4351908266544342
144,0.46444883942604065,0.3476562201976776,0.8222028017044067,0.38260287046432495,0.4785492420196533,0.44894731044769287
145,0.47728973627090454,0.34130194783210754,0.7583422064781189,0.3940072059631348,0.4770328402519226,0.4273061454296112
146,0.4674240052700043,0.3491107225418091,0.8233076930046082,0.3924468159675598,0.4802326560020447,0.45661789178848267
147,0.4541347324848175,0.35771116614341736,0.8192176818847656,0.37780535221099854,0.5017175674438477,0.4419507384300232
148,0.4555729925632477,0.34988290071487427,0.7835965156555176,0.3855717778205872,0.49472248554229736,0.42712438106536865
149,0.47374069690704346,0.3460283875465393,0.7650084495544434,0.40179499983787537,0.4872261285781861,0.4092212617397308
150,0.4592445492744446,0.3353252112865448,0.8050032258033752,0.38175398111343384,0.4796854853630066,0.4335150122642517
151,0.5005419254302979,0.33602669835090637,0.8285595774650574,0.41561782360076904,0.486840307712555,0.4450857639312744
152,0.4537847340106964,0.34341585636138916,0.7702143788337708,0.3747224509716034,0.4929220974445343,0.41133299469947815
153,0.46635937690734863,0.32905203104019165,0.8026120066642761,0.3852466344833374,0.4905966222286224,0.4229510724544525
154,0.4635721445083618,0.32122647762298584,0.8012481331825256,0.3866773545742035,0.4776371121406555,0.4201505780220032
155,0.4632281959056854,0.32616081833839417,0.8122867345809937,0.3822481036186218,0.4748818576335907,0.4272010326385498
156,0.4743967056274414,0.3297092616558075,0.7848306894302368,0.3859139680862427,0.4811527132987976,0.4158888161182403
157,0.45387402176856995,0.32233014702796936,0.8308164477348328,0.37032273411750793,0.4615793228149414,0.4384366273880005
158,0.45031994581222534,0.31713593006134033,0.8052043318748474,0.3691348433494568,0.4577530324459076,0.418712854385376
159,0.4509304463863373,0.3115515410900116,0.8414590358734131,0.37025848031044006,0.4466954171657562,0.4430882930755615
160,0.4459339380264282,0.3296542465686798,0.7770720720291138,0.3630333244800568,0.4674140214920044,0.40290048718452454
161,0.45121490955352783,0.3151225745677948,0.7985156774520874,0.3667659461498261,0.4499408304691314,0.4105216860771179
162,0.4460556507110596,0.320363849401474,0.8144022822380066,0.3607674241065979,0.4672607481479645,0.41745448112487793
163,0.4468584656715393,0.30944105982780457,0.7981911301612854,0.36397451162338257,0.44590407609939575,0.40586769580841064
164,0.4321231842041016,0.28968194127082825,0.8034633994102478,0.34612345695495605,0.41835838556289673,0.409650444984436
165,0.4564235508441925,0.28741568326950073,0.7956370115280151,0.37027835845947266,0.43139728903770447,0.3983035385608673
166,0.46692055463790894,0.27696534991264343,0.7703730463981628,0.37403589487075806,0.41618379950523376,0.3913245797157288
167,0.4728957414627075,0.29418280720710754,0.8191520571708679,0.3754304051399231,0.43285492062568665,0.41010743379592896
168,0.46194255352020264,0.27734267711639404,0.7810273766517639,0.373916894197464,0.4160538911819458,0.3823166489601135
169,0.46182623505592346,0.27653464674949646,0.7664214968681335,0.3691099286079407,0.4240519106388092,0.37057042121887207
170,0.46999138593673706,0.2769569754600525,0.8146342039108276,0.3740820288658142,0.41568273305892944,0.3874526023864746
171,0.4799291789531708,0.2761588394641876,0.7794522047042847,0.37879401445388794,0.4269772469997406,0.3682309985160827
172,0.451943576335907,0.25144729018211365,0.8105964064598083,0.35665997862815857,0.38873910903930664,0.3745087385177612
173,0.45231008529663086,0.2543099820613861,0.7922606468200684,0.35972586274147034,0.3830824792385102,0.37343940138816833
174,0.4458993077278137,0.2673092484474182,0.756477415561676,0.3581864535808563,0.39034825563430786,0.351990282535553
175,0.4701775312423706,0.2662564516067505,0.7807131409645081,0.37444621324539185,0.38372358679771423,0.3616933822631836
176,0.47950267791748047,0.27053165435791016,0.7856760025024414,0.38292646408081055,0.38030457496643066,0.36527955532073975
177,0.4374458491802216,0.2726340591907501,0.7864350080490112,0.3502512574195862,0.3688091039657593,0.36577287316322327
178,0.4662221670150757,0.28851744532585144,0.7713994383811951,0.372004508972168,0.3852369785308838,0.35930436849594116
179,0.4868261516094208,0.31976282596588135,0.7747650146484375,0.38960540294647217,0.416823536157608,0.35414615273475647
180,0.4507863223552704,0.28625237941741943,0.7498748898506165,0.3725053071975708,0.3684101402759552,0.35032206773757935
181,0.4448297321796417,0.30578094720840454,0.7819027900695801,0.3697160184383392,0.3825578987598419,0.3626555204391479
182,0.4332539439201355,0.32187288999557495,0.7678400874137878,0.3662865161895752,0.396157443523407,0.36676543951034546
183,0.4383129477500915,0.29149916768074036,0.7704881429672241,0.37392014265060425,0.3663716912269592,0.3623468577861786
184,0.4580242037773132,0.3260781764984131,0.7425326108932495,0.3988371789455414,0.3931084871292114,0.3613673150539398
185,0.4383978545665741,0.3221442997455597,0.7803035974502563,0.3885748088359833,0.38643842935562134,0.3778471052646637
186,0.4441457390785218,0.32191309332847595,0.7481502294540405,0.38837501406669617,0.3865397572517395,0.3720497786998749
187,0.4396916329860687,0.30219778418540955,0.782195508480072,0.39111849665641785,0.3613854646682739,0.38960912823677063
188,0.4229458272457123,0.31171074509620667,0.7832912802696228,0.38056427240371704,0.3740289807319641,0.3951748013496399
189,0.440042644739151,0.30904433131217957,0.7305930256843567,0.3900200128555298,0.3690607249736786,0.3744922876358032
190,0.4444379508495331,0.3143693506717682,0.7895883321762085,0.390628844499588,0.37594935297966,0.4090356528759002
191,0.42100924253463745,0.3043787479400635,0.7520925998687744,0.3709726333618164,0.3589593470096588,0.3852825164794922
192,0.4373518228530884,0.3032298982143402,0.7456727027893066,0.38322505354881287,0.3667656183242798,0.3915218710899353
193,0.42693567276000977,0.31495916843414307,0.7451651692390442,0.3774644732475281,0.3738838136196137,0.3864768445491791
194,0.4347411096096039,0.3144347369670868,0.7511670589447021,0.3790028393268585,0.37358883023262024,0.397328644990921
195,0.40926942229270935,0.3153979480266571,0.7658990621566772,0.35777056217193604,0.3703978657722473,0.41496673226356506
196,0.39269202947616577,0.3274601697921753,0.7455699443817139,0.34856748580932617,0.3851811587810517,0.3954991400241852
197,0.3804244995117187,0.3381491005420685,0.7352837324142456,0.3372383117675781,0.39074787497520447,0.38675054907798767
198,0.3834086060523987,0.33075621724128723,0.742582380771637,0.3350917398929596,0.38047540187835693,0.3936210572719574
199,0.3713245093822479,0.3725489675998688,0.7256949543952942,0.3195470869541168,0.43215057253837585,0.3806059658527374
200,0.3821419775485992,0.36904215812683105,0.7447394132614136,0.3381848633289337,0.4202122986316681,0.39322513341903687
201,0.3787789046764374,0.37336769700050354,0.7243331074714661,0.3363526165485382,0.414687305688858,0.3885572850704193
202,0.3720378577709198,0.3707340955734253,0.7622708678245544,0.3403598666191101,0.4059898257255554,0.41793620586395264
203,0.3605190515518189,0.3638066351413727,0.7580363154411316,0.32792267203330994,0.40926817059516907,0.4223352074623108
204,0.3497564196586609,0.3641694486141205,0.7550809383392334,0.3235175609588623,0.41812217235565186,0.4291916489601135
205,0.3391534090042114,0.3772717714309693,0.7579178214073181,0.32038959860801697,0.4362581074237823,0.434999018907547
206,0.34570908546447754,0.3726730346679687,0.7275111675262451,0.3193107843399048,0.43118375539779663,0.41893693804740906
207,0.34177064895629883,0.3849187195301056,0.7327020168304443,0.31496015191078186,0.4469495117664337,0.4346996545791626
208,0.34248873591423035,0.3764670193195343,0.7486385107040405,0.3121306300163269,0.4442337453365326,0.4398368895053863
209,0.34771841764450073,0.3730234205722809,0.7713736295700073,0.31712400913238525,0.4515420794486999,0.4695233106613159
210,0.3357793688774109,0.3796579837799072,0.737819254398346,0.30734172463417053,0.4534653425216675,0.45213955640792847
211,0.33048683404922485,0.3617503046989441,0.7555314302444458,0.30568215250968933,0.4359709620475769,0.4601445496082306
212,0.343788206577301,0.3706594705581665,0.7436363101005554,0.3216729164123535,0.4493245780467987,0.46067750453948975
213,0.3334280848503113,0.3615334033966065,0.7243613600730896,0.30846577882766724,0.44313421845436096,0.4370726943016052
214,0.3392356038093567,0.3870607316493988,0.7361166477203369,0.31009238958358765,0.46526145935058594,0.4524674415588379
215,0.32090818881988525,0.3884923458099365,0.7306559681892395,0.3001621961593628,0.4785797894001007,0.4496303200721741
216,0.34697791934013367,0.37185215950012207,0.714618444442749,0.3146723806858063,0.45365577936172485,0.43315547704696655
217,0.3288538455963135,0.3707910180091858,0.7223801016807556,0.2956368327140808,0.4450110793113709,0.4392243623733521
218,0.32964393496513367,0.3656732141971588,0.7659980058670044,0.29505839943885803,0.4452215433120727,0.4683615863323212
219,0.34492823481559753,0.3635520935058594,0.7237514853477478,0.3024114668369293,0.42771482467651367,0.4416923522949219
220,0.33278340101242065,0.3809806704521179,0.7321505546569824,0.29079681634902954,0.4418460130691528,0.4504889845848083
221,0.3426138758659363,0.36482784152030945,0.7324524521827698,0.28973469138145447,0.41785115003585815,0.4528732299804687
222,0.3160967528820038,0.3757564425468445,0.724388837814331,0.27051809430122375,0.4235447943210602,0.45312070846557617
223,0.339391827583313,0.3785641491413117,0.716193675994873,0.285685658454895,0.43291765451431274,0.4555010199546814
224,0.31229376792907715,0.3731492757797241,0.73028564453125,0.2644874155521393,0.4314020574092865,0.460811972618103
225,0.3319190740585327,0.36224907636642456,0.7459619045257568,0.27243277430534363,0.4289344251155853,0.4724428653717041
226,0.326930433511734,0.3525184392929077,0.7354449033737183,0.2684567868709564,0.4319254159927368,0.472916841506958
227,0.31782060861587524,0.3669595122337342,0.7118698358535767,0.26037272810935974,0.4524062573909759,0.45558059215545654
228,0.3067852854728699,0.34254854917526245,0.7242254018783569,0.2459518164396286,0.4328358769416809,0.4678777754306793
229,0.3049583435058594,0.33973777294158936,0.7247441411018372,0.24104070663452148,0.4353534281253814,0.4739770591259002
230,0.29824119806289673,0.3351171612739563,0.7225871682167053,0.22529712319374084,0.4498882591724396,0.46671491861343384
231,0.31385087966918945,0.3226277828216553,0.7418308854103088,0.22651387751102448,0.4518360197544098,0.48984235525131226
232,0.3270944058895111,0.3375423848628998,0.7524633407592773,0.23056983947753903,0.46863409876823425,0.5003432035446167
233,0.31473249197006226,0.3090132474899292,0.7067354917526245,0.21656742691993713,0.4504604935646057,0.46414291858673096
234,0.31853434443473816,0.3207312226295471,0.7366950511932373,0.21406354010105133,0.46660181879997253,0.48628485202789307
235,0.3587275445461273,0.3035978078842163,0.7473915219306946,0.23653686046600345,0.43691128492355347,0.4841563403606415
236,0.3275291323661804,0.2956838011741638,0.6888671517372131,0.21331189572811127,0.4554038941860199,0.4391380846500397
237,0.3434801697731018,0.3015221655368805,0.6994971632957458,0.2188764661550522,0.4571375250816345,0.44913366436958313
238,0.32597458362579346,0.290345698595047,0.7213653326034546,0.20077255368232727,0.45492446422576904,0.4585717022418976
239,0.3244248628616333,0.28125330805778503,0.7359856367111206,0.19999487698078156,0.44937264919281006,0.46308839321136475
