step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-rollout_corr/training_log_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-rollout_corr/training_log_ppl_step
240,0.35136547684669495,0.29727932810783386,0.7121063470840454,0.2159910500049591,0.4770202338695526,0.4423351287841797
241,0.3424261808395386,0.2784942388534546,0.7189528346061707,0.2144901007413864,0.4516274929046631,0.4415261745452881
242,0.3298095464706421,0.28419411182403564,0.7076090574264526,0.21759642660617828,0.4744483530521393,0.4379514753818512
243,0.3200363516807556,0.28731849789619446,0.7815032005310059,0.21965789794921875,0.49235787987709045,0.4738036394119262
244,0.31970733404159546,0.26722919940948486,0.7353901863098145,0.22154183685779572,0.4810090363025666,0.4499870240688324
245,0.33013391494750977,0.2638927400112152,0.7391664385795593,0.2419103682041168,0.4838965833187103,0.4633105397224426
246,0.3321133553981781,0.24678188562393188,0.7417876124382019,0.24496546387672424,0.4879905879497528,0.4599657654762268
247,0.3264850080013275,0.24658320844173431,0.726108968257904,0.24852460622787476,0.5111970901489258,0.45603686571121216
248,0.32828351855278015,0.2340434193611145,0.7256290912628174,0.25371259450912476,0.4949576258659363,0.4551255702972412
249,0.33532020449638367,0.23034752905368805,0.7636617422103882,0.2647300958633423,0.5162389874458313,0.4871338605880738
250,0.3124895989894867,0.20984071493148804,0.7673622965812683,0.24808375537395477,0.5058040618896484,0.494159460067749
251,0.32691121101379395,0.20033177733421328,0.7164612412452698,0.2656213045120239,0.5037113428115845,0.4643113315105438
252,0.318001389503479,0.18945050239562988,0.7600315809249878,0.2581460177898407,0.5006493926048279,0.4912854433059693
253,0.31509166955947876,0.18509957194328308,0.7702137231826782,0.2584606111049652,0.4829786419868469,0.4982938766479492
254,0.3397752046585083,0.1850036084651947,0.7474875450134277,0.2815534174442291,0.5009825825691223,0.4937775731086731
255,0.31974321603775024,0.1849966049194336,0.7672044038772583,0.26324573159217834,0.531290590763092,0.5085951089859009
256,0.32476794719696045,0.17435555160045624,0.7467439770698547,0.26383745670318604,0.5143882036209106,0.4979133009910583
257,0.3181719183921814,0.17283104360103607,0.7329347133636475,0.26031196117401123,0.5191706418991089,0.4928414523601532
258,0.3200409412384033,0.15325778722763062,0.7406863570213318,0.24988235533237457,0.4851373434066773,0.50651615858078
259,0.3251696527004242,0.14996378123760223,0.764397382736206,0.24964234232902527,0.48563796281814575,0.5299509763717651
260,0.3366425335407257,0.15097838640213013,0.7774547338485718,0.24367016553878784,0.4978365302085877,0.542104184627533
261,0.3281746208667755,0.1405026912689209,0.7446935176849365,0.24444344639778137,0.4805062413215637,0.5244140625
262,0.3306468427181244,0.14545653760433197,0.7066442370414734,0.23403654992580417,0.5018799304962158,0.49911126494407654
263,0.3035983741283417,0.14431777596473694,0.7398344874382019,0.20796382427215576,0.49392056465148926,0.5349920988082886
264,0.3311154544353485,0.14669856429100037,0.7437565326690674,0.22631195187568665,0.49621444940567017,0.5320481061935425
265,0.32536131143569946,0.13368593156337738,0.7499386072158813,0.2171861827373505,0.4619400203227997,0.5358997583389282
266,0.3185535967350006,0.14370854198932648,0.7455196380615234,0.21296529471874237,0.5143352150917053,0.5372369885444641
267,0.3263581693172455,0.14173339307308197,0.7294856309890747,0.21830879151821136,0.5245062112808228,0.5234438180923462
268,0.33187511563301086,0.13218575716018677,0.7218586206436157,0.2154175043106079,0.5010535717010498,0.511884331703186
269,0.33268722891807556,0.12677574157714844,0.7501029372215271,0.21423447132110596,0.5074745416641235,0.5274052023887634
270,0.34676608443260193,0.1175958886742592,0.7487473487854004,0.22303788363933563,0.4891358017921448,0.5170018672943115
271,0.3448336720466614,0.11957033723592758,0.770263671875,0.22388945519924164,0.5044392943382263,0.5325020551681519
272,0.37587791681289673,0.12415793538093568,0.7418786287307739,0.23451684415340424,0.5308991074562073,0.5072171688079834
273,0.3604307174682617,0.12329058349132538,0.7540806531906128,0.22974933683872223,0.5383857488632202,0.5134561061859131
274,0.3408438265323639,0.12070309370756148,0.7620422840118408,0.21511393785476685,0.5312527418136597,0.5235753059387207
275,0.35772544145584106,0.11845201998949052,0.7100863456726074,0.2249564379453659,0.5314736366271973,0.4996945261955261
276,0.3626281917095184,0.12377256900072098,0.7245311737060547,0.21946892142295835,0.5410426259040833,0.5234223008155823
277,0.3445799648761749,0.1320541352033615,0.7161531448364258,0.20733579993247983,0.5636675357818604,0.5194864869117737
278,0.3655329644680023,0.12292032688856123,0.7052726149559021,0.21782530844211576,0.5258268713951111,0.5141201019287109
279,0.37018465995788574,0.12985959649086,0.689439058303833,0.21340185403823853,0.5407488942146301,0.5015092492103577
280,0.3518618047237396,0.13549388945102692,0.7500041127204895,0.20238743722438812,0.559898853302002,0.5635393857955933
281,0.37149369716644287,0.13333027064800262,0.7244455814361572,0.2029706984758377,0.5358387231826782,0.5581760406494141
282,0.366967499256134,0.14222124218940735,0.673920214176178,0.19671514630317688,0.5548306107521057,0.5299383997917175
283,0.34988483786582947,0.14519570767879486,0.6882500052452087,0.1870504170656204,0.5654351115226746,0.55177903175354
284,0.3396137058734894,0.14426274597644806,0.67076176404953,0.18204912543296817,0.5544354915618896,0.5519285798072815
285,0.35263627767562866,0.14862892031669617,0.683483898639679,0.1869475543498993,0.5648760795593262,0.5650632381439209
286,0.3563064634799957,0.1567431539297104,0.7108681797981262,0.18445488810539248,0.5710838437080383,0.6135473251342773
287,0.3345050811767578,0.1366102397441864,0.6723123788833618,0.17369504272937775,0.5215635299682617,0.5955209732055664
288,0.3328372836112976,0.14540114998817444,0.6844883561134338,0.1745205521583557,0.5705330967903137,0.6004212498664856
289,0.3447663187980652,0.1412602663040161,0.650787889957428,0.18405751883983612,0.5653156042098999,0.5767432451248169
290,0.35353368520736694,0.1410864293575287,0.6589427590370178,0.18393389880657196,0.5798535346984863,0.5954440236091614
291,0.3228364884853363,0.134308859705925,0.6696255207061768,0.16782251000404358,0.55197674036026,0.5947746634483337
292,0.33010590076446533,0.1366339921951294,0.669035792350769,0.1733269989490509,0.5531585216522217,0.6024562120437622
293,0.34441983699798584,0.1398492008447647,0.6743658781051636,0.18250489234924316,0.5563372373580933,0.6029326915740967
294,0.3295081853866577,0.14608049392700195,0.6687012314796448,0.1758958250284195,0.5669035911560059,0.601078450679779
295,0.32671430706977844,0.14234676957130432,0.6653796434402466,0.16687336564064026,0.5488527417182922,0.5855947136878967
296,0.3328014612197876,0.148269385099411,0.6451930403709412,0.1699315756559372,0.5638865828514099,0.580632209777832
297,0.3430382311344147,0.14842508733272552,0.646221935749054,0.1690121591091156,0.5449768900871277,0.5761714577674866
298,0.3201821446418762,0.15468324720859528,0.63678377866745,0.16281820833683014,0.5551607012748718,0.5741938352584839
299,0.3124334514141083,0.1638031154870987,0.63602614402771,0.15654683113098145,0.5752698183059692,0.568608283996582
300,0.33378028869628906,0.16432330012321472,0.6128435134887695,0.16963334381580353,0.5598571300506592,0.5524024367332458
