step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-rollout_corr/training_ppl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-rollout_corr/training_ppl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-rollout_corr/training_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-rollout_corr/training_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-rollout_corr/training_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-rollout_corr/training_ppl_step
125,1.6356364488601685,1.5476422309875488,2.2490711212158203,1.5115083456039429,1.6849899291992188,1.607448697090149
126,1.665910005569458,1.4868597984313965,2.258557081222534,1.5363432168960571,1.5991771221160889,1.6159389019012451
127,1.6507965326309204,1.5194109678268433,2.2185428142547607,1.5364998579025269,1.6697890758514404,1.5949580669403076
128,1.6492974758148191,1.484460711479187,2.2371609210968018,1.5326498746871948,1.6342686414718628,1.5997484922409058
129,1.6326690912246704,1.5021899938583374,2.2649927139282227,1.515014886856079,1.6611597537994385,1.5983338356018066
130,1.6103174686431885,1.494231104850769,2.3489277362823486,1.5081154108047483,1.6653861999511719,1.613724708557129
131,1.6148004531860352,1.473544955253601,2.3525357246398926,1.505662202835083,1.6521583795547483,1.6196993589401243
132,1.6276251077651978,1.4540624618530271,2.22554349899292,1.5117782354354858,1.6347334384918213,1.5787349939346311
133,1.675049066543579,1.4695627689361572,2.240973711013794,1.535765528678894,1.6449803113937378,1.5771116018295288
134,1.6428941488265991,1.4756678342819214,2.222029447555542,1.514078974723816,1.6530030965805054,1.5695290565490725
135,1.6168149709701538,1.431305766105652,2.3291122913360596,1.4931297302246094,1.610516905784607,1.6042922735214231
136,1.6081222295761108,1.4524508714675903,2.3676109313964844,1.4990365505218506,1.632645606994629,1.6127716302871704
137,1.5865306854248051,1.451302170753479,2.180661201477051,1.4831905364990234,1.633596420288086,1.5367592573165894
138,1.5980981588363647,1.477490782737732,2.1758363246917725,1.4851360321044922,1.6695970296859741,1.5334850549697876
139,1.6391503810882568,1.458257794380188,2.313579559326172,1.500986933708191,1.6469595432281494,1.6079741716384888
140,1.6475282907485962,1.4610843658447266,2.326256275177002,1.5012872219085691,1.640882134437561,1.5917596817016602
141,1.6318609714508057,1.4273606538772583,2.228626251220703,1.4937360286712646,1.6087491512298584,1.5528144836425781
142,1.5934785604476929,1.4260932207107544,2.1735730171203613,1.4704242944717407,1.6217865943908691,1.5291999578475952
143,1.6138246059417725,1.442383885383606,2.231095790863037,1.4754520654678345,1.643133521080017,1.5618534088134766
144,1.6090997457504272,1.4255573749542236,2.346421718597412,1.476624846458435,1.6300981044769287,1.5813333988189695
145,1.6317962408065796,1.4168757200241089,2.197813034057617,1.494776725769043,1.6280269622802734,1.5479117631912231
146,1.6155306100845337,1.4281128644943235,2.34598445892334,1.4925167560577393,1.6312533617019649,1.593918800354004
147,1.59586763381958,1.4430984258651731,2.3366668224334717,1.470799446105957,1.6729661226272583,1.5698745250701904
148,1.5973474979400637,1.4306930303573608,2.252621650695801,1.4827300310134888,1.6612824201583862,1.545325517654419
149,1.6283749341964722,1.4247677326202393,2.216508388519287,1.5098450183868408,1.6472679376602173,1.5196349620819092
150,1.6007437705993652,1.408921718597412,2.3142805099487305,1.4758880138397217,1.633400321006775,1.558728814125061
151,1.67123281955719,1.4087843894958496,2.367867946624756,1.5278611183166504,1.6427490711212158,1.5767940282821655
152,1.5899286270141602,1.4198007583618164,2.227258682250977,1.4638230800628662,1.6541448831558228,1.5227755308151243
153,1.6134545803070068,1.4010825157165527,2.303501605987549,1.4810969829559326,1.652539849281311,1.5397337675094604
154,1.6110272407531738,1.3888027667999268,2.29085111618042,1.485507845878601,1.6315431594848633,1.5339250564575195
155,1.6064462661743164,1.3972375392913818,2.333878755569458,1.476528286933899,1.6284112930297852,1.5472545623779297
156,1.6249535083770752,1.3999303579330444,2.262387275695801,1.4806994199752808,1.6346203088760376,1.5321215391159058
157,1.5975072383880615,1.3901166915893557,2.365232229232788,1.4610143899917605,1.6042349338531494,1.5631176233291626
158,1.5863643884658811,1.3829739093780518,2.301229476928711,1.4579931497573853,1.5970122814178471,1.5329949855804443
159,1.5874390602111816,1.3764997720718384,2.403999090194702,1.4591275453567505,1.5830037593841553,1.5766481161117554
160,1.578733205795288,1.4004952907562256,2.2472517490386963,1.4490121603012085,1.6133487224578855,1.508647084236145
161,1.5905848741531372,1.381270170211792,2.293426990509033,1.4569416046142578,1.5854028463363647,1.5200412273406982
162,1.5771245956420898,1.388696551322937,2.332108497619629,1.4439268112182615,1.6139947175979614,1.531246304512024
163,1.5831849575042725,1.3730703592300415,2.294248580932617,1.4501787424087524,1.5817898511886597,1.5118279457092283
164,1.5577723979949951,1.3440518379211426,2.3015129566192627,1.424814224243164,1.5347652435302734,1.51895010471344
165,1.5995771884918213,1.3421779870986938,2.2903695106506348,1.4611189365386963,1.5593609809875488,1.5031849145889282
166,1.6113218069076538,1.3256760835647583,2.2264280319213867,1.4638280868530271,1.531920313835144,1.493741750717163
167,1.6257587671279907,1.3512850999832149,2.3426995277404785,1.46836519241333,1.5598318576812744,1.5195164680480957
168,1.6062865257263184,1.328121542930603,2.255340576171875,1.4659711122512815,1.5325000286102295,1.4769550561904907
169,1.6063385009765625,1.325374960899353,2.2132039070129395,1.4577369689941406,1.542001485824585,1.4581453800201416
170,1.6198850870132446,1.3259634971618652,2.3268609046936035,1.4648629426956177,1.5302021503448486,1.4864550828933716
171,1.6387302875518799,1.3247956037521362,2.2386302947998047,1.4740771055221558,1.5464823246002195,1.4557075500488281
172,1.5905945301055908,1.291050672531128,2.3164286613464355,1.440157413482666,1.4869269132614136,1.4637963771820068
173,1.5910950899124146,1.295526146888733,2.2766053676605225,1.4433685541152954,1.4793124198913574,1.4630945920944214
174,1.5782580375671391,1.3134880065917969,2.200472116470337,1.4408820867538452,1.4919471740722656,1.4320552349090576
175,1.6174733638763428,1.3111872673034668,2.248914957046509,1.464331865310669,1.4793365001678471,1.447007656097412
176,1.6370304822921753,1.3184956312179563,2.264638900756836,1.4790838956832886,1.4779846668243408,1.450998067855835
177,1.5663173198699951,1.320409893989563,2.2716197967529297,1.429250955581665,1.4571253061294556,1.453317642211914
178,1.6120541095733645,1.3426973819732666,2.228623867034912,1.4605883359909058,1.4829882383346558,1.4427199363708496
179,1.6480427980422974,1.3843268156051636,2.234847068786621,1.489022731781006,1.5284314155578609,1.4340484142303471
180,1.587786078453064,1.3384836912155151,2.1892154216766357,1.4617996215820312,1.4569860696792605,1.4314664602279663
181,1.5800838470458984,1.367129921913147,2.262615919113159,1.4589722156524658,1.4789073467254639,1.4489803314208984
182,1.5601553916931152,1.38910973072052,2.2186436653137207,1.4531383514404297,1.5000622272491455,1.4536775350570679
183,1.5678434371948242,1.3446639776229858,2.225120306015014,1.4632526636123655,1.4528626203536987,1.4471988677978516
184,1.600041151046753,1.3948228359222412,2.167123317718506,1.5029232501983645,1.4950729608535769,1.4471360445022583
185,1.5682094097137451,1.3882492780685425,2.256641149520874,1.4861849546432495,1.4835374355316162,1.4712557792663574
186,1.576079249382019,1.3882933855056765,2.1785695552825928,1.4856292009353638,1.4838682413101196,1.4620999097824097
187,1.569640040397644,1.360416054725647,2.2563936710357666,1.490360975265503,1.4460725784301758,1.4895058870315552
188,1.544739007949829,1.3740862607955933,2.2473087310791016,1.4749531745910645,1.4657222032546997,1.4959214925765991
189,1.5687402486801147,1.369504690170288,2.132668972015381,1.486870527267456,1.4566302299499512,1.4644412994384766
190,1.5791699886322021,1.3797539472579956,2.267251491546631,1.4896618127822876,1.4726283550262451,1.5188103914260864
191,1.5367710590362549,1.3637943267822266,2.194088935852051,1.4572138786315918,1.4440853595733645,1.4861509799957275
192,1.5644581317901611,1.3617594242095947,2.1694295406341553,1.4762775897979736,1.4542597532272339,1.492932677268982
193,1.5472689867019649,1.379392385482788,2.1676149368286133,1.4678173065185551,1.466073751449585,1.4848718643188477
194,1.5611708164215088,1.3773571252822876,2.1785929203033447,1.4707727432250977,1.4646196365356443,1.5007054805755615
195,1.524444818496704,1.3805203437805176,2.2147440910339355,1.440131902694702,1.4627013206481934,1.529578685760498
196,1.4940574169158936,1.3967700004577637,2.1770920753479004,1.4254063367843628,1.4836914539337158,1.500162124633789
197,1.4768681526184082,1.412782073020935,2.141343355178833,1.410033941268921,1.4928001165390017,1.4840526580810551
198,1.484671115875244,1.3997341394424438,2.163074493408203,1.4082129001617432,1.4735709428787231,1.495210886001587
199,1.461666226387024,1.460578203201294,2.122816562652588,1.3836932182312012,1.5910511016845703,1.476562738418579
200,1.478119730949402,1.4562797546386719,2.1628096103668213,1.4098457098007202,1.5363316535949707,1.495296597480774
201,1.474149465560913,1.4637318849563599,2.125978946685791,1.4080278873443604,1.5274171829223633,1.488953948020935
202,1.4641227722167969,1.4621176719665527,2.2145185470581055,1.4146265983581543,1.5168507099151611,1.536444902420044
203,1.4491925239562988,1.448922634124756,2.2115068435668945,1.397536039352417,1.5198537111282349,1.5442317724227903
204,1.4300336837768557,1.4488224983215332,2.196143627166748,1.3888344764709473,1.5327773094177246,1.5527994632720947
205,1.414567232131958,1.468270182609558,2.1982762813568115,1.385663628578186,1.5629725456237793,1.5619008541107178
206,1.422833800315857,1.4632068872451782,2.1266286373138428,1.3827061653137207,1.554732084274292,1.5361436605453491
207,1.417920708656311,1.479990005493164,2.145939588546753,1.3771671056747437,1.578044056892395,1.5622657537460327
208,1.4200294017791748,1.4689573049545288,2.166332483291626,1.3740708827972412,1.5762709379196167,1.5651644468307495
209,1.429987907409668,1.4631896018981934,2.2252800464630127,1.3819786310195925,1.5896834135055542,1.6162071228027344
210,1.4102634191513062,1.4724171161651611,2.1464619636535645,1.367347240447998,1.58955717086792,1.5924208164215088
211,1.4021706581115725,1.4477415084838867,2.1899940967559814,1.363978385925293,1.5644367933273315,1.6028691530227661
212,1.4236469268798828,1.4594314098358154,2.1660349369049072,1.3881126642227173,1.583301067352295,1.6038001775741575
213,1.4064806699752808,1.4466896057128906,2.1177291870117188,1.3682774305343628,1.5761780738830566,1.56386399269104
214,1.4161078929901123,1.4846786260604858,2.1481432914733887,1.3716332912445068,1.6115763187408447,1.5884714126586914
215,1.3867157697677612,1.4862797260284424,2.1311373710632324,1.3559520244598389,1.6316087245941162,1.583682894706726
216,1.425459384918213,1.4622753858566284,2.100583076477051,1.3766465187072754,1.593851923942566,1.5591256618499756
217,1.400996208190918,1.463791847229004,2.1138815879821777,1.3518396615982056,1.582306146621704,1.5666828155517578
218,1.401993751525879,1.4517158269882202,2.22299861907959,1.3506693840026855,1.5772733688354492,1.6181918382644649
219,1.4250149726867676,1.4491766691207886,2.1222586631774902,1.3619641065597534,1.5497431755065918,1.573922872543335
220,1.406275749206543,1.4750189781188965,2.134575843811035,1.34426748752594,1.5710017681121826,1.584633708000183
221,1.4194163084030151,1.4519566297531128,2.136418581008911,1.3429722785949707,1.534377098083496,1.5891093015670776
222,1.3831921815872192,1.4679396152496338,2.109344005584717,1.317775011062622,1.5412225723266602,1.5881683826446529
223,1.4147632122039795,1.472108244895935,2.1049985885620117,1.3371775150299072,1.5600879192352295,1.5938222408294678
224,1.3780370950698853,1.46437668800354,2.1254262924194336,1.309274196624756,1.5566784143447876,1.5998815298080444
225,1.4036312103271484,1.4481693506240845,2.161195993423462,1.318360686302185,1.5523654222488403,1.6206187009811401
226,1.3959238529205322,1.4349956512451172,2.1466898918151855,1.312259554862976,1.5598371028900146,1.6256868839263916
227,1.3838653564453125,1.454412817955017,2.0880422592163086,1.3022148609161377,1.5892196893692017,1.593764305114746
228,1.3690903186798096,1.4156309366226196,2.114902973175049,1.2833832502365112,1.5558910369873051,1.612149953842163
229,1.3664486408233645,1.4148446321487431,2.114539623260498,1.277899980545044,1.5654836893081665,1.6224653720855713
230,1.3564338684082031,1.4065427780151367,2.111751079559326,1.2564425468444824,1.584494948387146,1.611600637435913
231,1.3774303197860718,1.3887392282485962,2.1592273712158203,1.2583158016204834,1.5896646976470947,1.6509289741516109
232,1.3994582891464231,1.4101353883743286,2.183405637741089,1.2647335529327393,1.6170668601989746,1.6700679063796997
233,1.382242202758789,1.37043297290802,2.089107036590576,1.246384620666504,1.5874238014221191,1.6107733249664309
234,1.3850693702697754,1.3868755102157593,2.145606279373169,1.2422436475753784,1.6151645183563232,1.6465528011322021
235,1.4449793100357056,1.3620644807815552,2.1783547401428223,1.2721145153045654,1.5672160387039185,1.6419233083724976
236,1.4008136987686155,1.3516318798065186,2.0413103103637695,1.242561101913452,1.597105860710144,1.567144513130188
237,1.423681616783142,1.359078049659729,2.0672495365142822,1.2494490146636963,1.599278450012207,1.5847856998443604
238,1.3946495056152344,1.3431650400161743,2.1067192554473877,1.225406289100647,1.5946036577224731,1.5972723960876465
239,1.3933658599853516,1.331795334815979,2.134641170501709,1.2252577543258667,1.5857884883880615,1.6056737899780271
240,1.432924509048462,1.3547484874725342,2.0888805389404297,1.2452750205993652,1.6365019083023071,1.571445107460022
241,1.4181700944900513,1.3265790939331057,2.101285934448242,1.2427550554275513,1.590535044670105,1.5706251859664917
242,1.4015552997589111,1.3360424041748051,2.0852997303009033,1.2476028203964231,1.6353507041931152,1.567033052444458
243,1.3877568244934082,1.3398960828781128,2.2594363689422607,1.250282645225525,1.657576084136963,1.6283841133117676
244,1.3868600130081177,1.311434268951416,2.145937442779541,1.2525041103363037,1.641342043876648,1.5877536535263062
