step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-rollout_corr/log_ppl_diff_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-rollout_corr/log_ppl_diff_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-rollout_corr/log_ppl_diff_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-rollout_corr/log_ppl_diff_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-rollout_corr/log_ppl_diff_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-rollout_corr/log_ppl_diff_step
47,0.00030332873575389385,0.0003793871728703379,0.0004919971106573939,0.00039069316699169576,0.0003793858631979674,0.0003566593222785741
48,0.0003566467494238168,0.00042800456867553294,0.0004888643743470311,0.00040048963273875415,0.0004068163398187607,0.0003950782702304423
49,0.0003684129915200174,0.0003567892126739025,0.0005102878203615546,0.0003586420207284391,0.00037193455500528216,0.00038270611548796296
50,0.00034771731588989496,0.0004003829089924693,0.0004445539962034673,0.0003913214895874262,0.0004109084256924689,0.000369308574590832
51,0.0003332985215820372,0.0004001952765975147,0.00044798184535466135,0.0003761785919778049,0.0003827918262686581,0.0003440406289882958
52,0.00034328558831475675,0.00037886406062170863,0.0004611149488482624,0.0003791024792008102,0.0003574681468307972,0.0003373821673449129
53,0.0003569271066226065,0.0004015571321360767,0.0005006258143112063,0.0003739206294994802,0.0003716780338436365,0.0003858132986351848
54,0.0003540143370628357,0.00037966895615682006,0.00047043239464983344,0.0003958051966037601,0.00040794501546770334,0.000325207831338048
55,0.0003841511206701398,0.0004021779168397188,0.0005122598959133029,0.00037701334804296494,0.00041224315646104515,0.00043261528480798006
56,0.0003473146934993565,0.0003583883517421782,0.000529472017660737,0.0004111278976779431,0.0003657254274003208,0.00037080602487549186
57,0.00032693639514036477,0.0003739881794899702,0.00046621618093922734,0.0003712530015036464,0.00038476346526294947,0.0003601266071200371
58,0.00038323638727888465,0.0003747251466847956,0.00047296102275140584,0.0003950910759158433,0.00036436773370951414,0.0003941699396818876
59,0.0003569815889932215,0.0004126201965846122,0.0005213626427575946,0.0004198083479423076,0.000396815303247422,0.00041807861998677254
60,0.000391693552955985,0.00038224237505346537,0.0005696929292753339,0.0003596752940211445,0.00038301688618958,0.00036786062992177904
61,0.0003292312612757087,0.0003745220601558686,0.0005242537008598447,0.00039084325544536114,0.000396997231291607,0.00036910694325342774
62,0.0003770908224396408,0.0003961197508033365,0.0005573290400207043,0.00039820410893298686,0.0004376466094981879,0.0003803362196777016
63,0.0003281024401076138,0.00038367242086678743,0.0005116690881550312,0.00037441152380779386,0.0003857772098854184,0.0003916163987014442
64,0.0003790758200921118,0.0003751478216145187,0.000536022474989295,0.00036603311309590936,0.0003751330077648163,0.000425300735514611
65,0.0003569781838450581,0.00034366134786978364,0.0004646284505724907,0.0003926081699319184,0.00038041453808546066,0.00037160434294492006
66,0.0003444916510488838,0.0003842618316411972,0.0005009685410186648,0.0003765835426747799,0.0003891341621056199,0.00034310112823732197
67,0.00036430073669180274,0.0003683451795950532,0.0005110957426950336,0.0004101354570593685,0.0003386695170775056,0.0003774279612116515
68,0.0003654791507869959,0.0003981285262852907,0.00046905112685635686,0.0003715085331350565,0.0004101803060621023,0.00037306276499293745
69,0.00036895432276651263,0.0003871398512274027,0.0004613903001882136,0.0004215797525830567,0.00034925469662994146,0.0003569854306988418
70,0.00034685703576542437,0.0003946328070014715,0.0004963950486853719,0.0003812779614236206,0.0004214856890030205,0.00038902118103578687
71,0.0004045256064273417,0.0003589671105146408,0.0005064124707132578,0.0003965754294767976,0.00036643852945417166,0.00037773372605443
72,0.0003963167255278677,0.0003847238258458674,0.0004755729460157454,0.00036797602660954,0.00039788096910342574,0.0004064914828632027
73,0.00040701450780034065,0.0004016270977444947,0.0005007279105484486,0.00040635833283886313,0.00040300245746038854,0.000386187806725502
74,0.00036624097265303135,0.0004293493693694472,0.00044401304330676794,0.0003578281030058861,0.0004064036183990538,0.00037033858825452626
75,0.00037449822411872447,0.0003800911945290863,0.0005079470574855804,0.0003779284306801856,0.0003913382824975997,0.0004002149507869035
76,0.00041384954238310456,0.00041836738819256425,0.0005319417687132955,0.000415244314353913,0.00040002167224884033,0.0003781957784667611
77,0.0003868763451464474,0.00039876229129731655,0.0004652862262446434,0.00041390335536561906,0.000402857200242579,0.0003785692970268428
78,0.0003368784673511982,0.00041183491703122854,0.0004713222733698786,0.0003874078684020787,0.00040672963950783014,0.0003588498802855611
79,0.00040786064346320927,0.0003815737436525524,0.0004836726584471762,0.0003827906330116093,0.0003918154980055988,0.0003686996060423553
80,0.0003790843766182661,0.00038945014239288867,0.0004555225314106792,0.0003793785872403532,0.0003968827077187598,0.000396002025809139
81,0.0003639054484665394,0.0003910232917405665,0.000492942810524255,0.0003871056251227856,0.0003768860769923776,0.0003925597993656993
82,0.0003963192575611174,0.0004200205439701677,0.0004747893835883587,0.00038306816713884473,0.00042257201857864857,0.0003825561725534498
83,0.0004059661878272891,0.0003803049330599606,0.0004830770776607096,0.0003676225896924734,0.0003840468416456133,0.00034818344283849
84,0.0004428502870723605,0.0003874507965520024,0.000464551878394559,0.0004039354098495096,0.0004063989035785198,0.0003922615433111787
85,0.00035537214716896415,0.0004129377193748951,0.0005070711486041546,0.0004188482416793704,0.00041209039045497775,0.0004189243190921843
86,0.0004049834969919175,0.0003690273442771286,0.00047891581198200583,0.0004396476433612406,0.000376529002096504,0.000400851626181975
87,0.0004133177571929991,0.00036635156720876694,0.0004909271374344826,0.00039468996692448854,0.00037410244112834334,0.000369500630768016
88,0.0003967656521126628,0.0004016616148874163,0.0004719443095382303,0.0003779989783652127,0.0003905149060301482,0.0003763170971069485
89,0.00037343145231716335,0.0004021309432573617,0.0004687111941166222,0.0004100886872038245,0.0003867713385261595,0.0003974767751060426
90,0.000413077650591731,0.0004176705260761082,0.0005278193857520819,0.0003630620485637337,0.00039042255957610905,0.00039975877734832466
91,0.0004102255043108016,0.00038345393841154873,0.0004771681851707399,0.0003863334422931075,0.0003709681914187968,0.0003756623191293329
92,0.000382977188564837,0.0003802541468758136,0.0004781774478033185,0.0003990718978457153,0.00043058738810941577,0.000385906983865425
93,0.000412941531976685,0.00042379117803648114,0.000473370891995728,0.00038698932621628046,0.000413876143284142,0.0003967061638832092
94,0.00038946111453697085,0.00039518187986686826,0.0004919274942949414,0.000418818584876135,0.0004141742829233408,0.0003793647629208863
95,0.00038209318881854415,0.0004025803646072746,0.0004472841101232916,0.00035773066338151693,0.0004040093044750392,0.0004186774021945894
96,0.0003717428771778941,0.0003520162426866591,0.0004401876649353653,0.00036740530049428344,0.0003843015874736011,0.0003601008793339133
97,0.000390165630960837,0.0003823558217845857,0.0004845769435632974,0.0004099983198102563,0.00038219772977754474,0.00044537775102071464
98,0.0004010068951174617,0.0003580771153792739,0.0004897895269095898,0.0004111918096896261,0.00040356843965128064,0.000370166904758662
99,0.000374954950530082,0.00037841295124962926,0.0004438745090737939,0.0003981465706601739,0.00038840429624542594,0.00035730478703044355
100,0.0003985354560427368,0.0004183502751402557,0.0004958317149430513,0.0003673065803013742,0.00040972966235131025,0.00039405288407579064
101,0.00037661154055967927,0.00038961341488175094,0.0004843842179980129,0.00042299542110413313,0.0003741431573871523,0.00039251751150004566
102,0.00037127791438251734,0.0003921505995094776,0.0004877456813119352,0.000326329143717885,0.00039619693416170776,0.000378658645786345
103,0.0003988955286331475,0.0004128068394493312,0.0004856657178606838,0.0004077693447470665,0.0003695674822665751,0.0004091271839570254
104,0.00037334358785301447,0.0003706635325215757,0.0004283377493266016,0.00040843221358954906,0.0003835293464362622,0.0003712618199642747
105,0.00039659300819039345,0.0003652902669273317,0.00047170990728773177,0.00037545018130913377,0.0003975137951783836,0.0003753206110559404
106,0.0003970552061218768,0.00037337769754230976,0.0004604850837495178,0.0003653675667010248,0.0003626637626439333,0.0004037155886180699
107,0.0003867842606268823,0.0003656778135336935,0.0004923326196148992,0.00036683297366835177,0.0003777607926167548,0.000415448535932228
108,0.0003864722675643862,0.0003829857741948217,0.000503657734952867,0.00039437011582776904,0.00038064480759203434,0.0003558195603545755
109,0.0003813609946519136,0.00038407850661315024,0.0004640176775865257,0.0003701884415932,0.0003925933851860464,0.00041580593097023666
110,0.000391156761907041,0.00034503097413107753,0.0004298296989873051,0.00037175192846916616,0.0004152945475652814,0.0004073107265867293
111,0.0003463777247816324,0.000419499643612653,0.0004902405198663473,0.0003776695521082729,0.00035832528374157846,0.0004167472943663597
112,0.0003834685194306075,0.0004006985982414335,0.00046185654355213046,0.00041184580186381936,0.0004068931448273361,0.0003694638726301491
113,0.0003313678316771984,0.0003767840098589659,0.0005044661229476333,0.00042241584742441773,0.0003455253317952156,0.0004348304937593639
114,0.0003521169419400394,0.00039663928328081965,0.0004353528784122318,0.00038120392127893865,0.0004406195657793433,0.0004095390904694795
115,0.0003510048845782876,0.000455762492492795,0.0005069694598205388,0.0003778889076784253,0.00036252575227990746,0.00039079092675819993
116,0.00038999354001134634,0.0003749174647964537,0.00048389751464128494,0.0003820518613792956,0.00038905450492165983,0.0003834380186162889
117,0.0003758544917218387,0.0003443285240791738,0.00046225031837821007,0.0003964185598306358,0.00039477398968301713,0.000378723896574229
118,0.0003823204606305808,0.0004132696776650846,0.0004597755032591522,0.00037231273017823696,0.0003859909775201231,0.00039905228186398745
119,0.00039420637767761946,0.0003631686849985272,0.0004807286022696644,0.0003645193064585328,0.00040306616574525833,0.0004137000942137093
120,0.00037482863990589976,0.0004056415054947138,0.000449306913651526,0.000389436143450439,0.0004119129735045135,0.0003878969291690737
121,0.00040325289592146873,0.0004068941343575716,0.0004973681061528623,0.0004262719303369522,0.0004365555942058563,0.0004167614388279617
122,0.0003905511985067278,0.00044109555892646313,0.0005005398415960371,0.0004068746347911656,0.00038133340422064066,0.0003645822289399802
123,0.00038625154411420226,0.00036945880856364965,0.00042922975262627006,0.00043040758464485407,0.0004047210095450282,0.0003936702269129455
124,0.0003785052977036685,0.00038209607009775937,0.0004587904550135136,0.0003738758969120682,0.0003953093546442687,0.00043432542588561773
125,0.00040873157558962703,0.00041137111838907,0.0005155573599040508,0.00039442756678909063,0.00042511202627792954,0.0004043600056320429
126,0.0004263856098987162,0.00040145590901374817,0.0004558011132758111,0.0003933075058739632,0.00041856401367112994,0.0004510337021201849
127,0.000374261406250298,0.0003812274080701173,0.0004589793970808387,0.0003665576223284006,0.00042924360604956746,0.00035753543488681316
128,0.00034918825258500874,0.0003791220369748771,0.00045106091420166194,0.00038379617035388947,0.0004064093227498234,0.0004084045649506152
129,0.0003955777501687407,0.0003952033002860844,0.0005147057818248868,0.0003883467288687825,0.0004220901464577764,0.0003810470225289464
130,0.00035730874515138566,0.0004088379791937769,0.0005134334787726402,0.00039954541716724634,0.00040851239464245737,0.0003990247496403754
131,0.000366561725968495,0.0004097102209925651,0.0004958885838277638,0.0003982351627200842,0.0004288122872821986,0.00040132831782102585
132,0.0003854110254906118,0.0004090885922778398,0.00045697970199398696,0.0003610351122915745,0.000388060841942206,0.000387210282497108
133,0.0004359435988590121,0.0003829250927083194,0.0004735827387776226,0.0004106154665350914,0.000434302375651896,0.00036650346009992063
134,0.000389524910133332,0.0003997652675025165,0.0004521987284533679,0.0003985032963100821,0.00042793358443304896,0.00042410893365740776
135,0.00036640354664996266,0.00035083515103906393,0.00048282070201821625,0.00039240659680217505,0.0003985647927038371,0.0004343080217950046
136,0.0003910540835931897,0.0004002917266916483,0.0004817841399926692,0.00038976978976279497,0.00040293089114129543,0.0004137495416216552
137,0.00035761791514232755,0.0003892336681019515,0.0004578200459945947,0.0003995096776634454,0.0004123599792364985,0.0004008459800388664
138,0.0003896623384207487,0.0003962837508879602,0.0004060062055941671,0.00035740717430599034,0.0004009319527540356,0.0003826793981716037
139,0.0003708646399900317,0.0004008727555628866,0.0004822026821784675,0.000384718703571707,0.0004158224328421056,0.0004440529737621546
140,0.000363817234756425,0.0004116710042580962,0.00048196641728281975,0.0003670709556899965,0.0004509829450398683,0.0004169793101027608
141,0.000371523667126894,0.0003720159293152392,0.0004970357986167073,0.00038317427970469,0.0004012595163658262,0.0003962834889534861
142,0.0003782398998737335,0.0004079167265444994,0.0004686177708208561,0.000371809903299436,0.0004148292646277696,0.00041440007044002414
143,0.0003908075159415602,0.0003871973603963852,0.0004173513152636587,0.00041380448965355754,0.00040340531268157065,0.0003920860472135246
144,0.0003878119168803096,0.0003780586994253099,0.0004908682894892991,0.00036311132134869695,0.0004275920800864697,0.0004229923360981047
145,0.00039037875831127167,0.00039449153700843453,0.00045878480887040496,0.0003879512660205364,0.00039550766814500093,0.00036251230631023645
146,0.0003732354380190373,0.0003636596375145018,0.0004738791612908244,0.0004197022062726319,0.00041606061859056354,0.00040015036938712
147,0.0003830278292298317,0.0003723375266417861,0.0005162980523891747,0.00040005138725973666,0.00040313502540811896,0.0003769233589991927
148,0.0003710835881065577,0.00038397382013499737,0.0004731127410195768,0.00040682125836610794,0.0003921444294974208,0.000411974877351895
149,0.00037592212902382016,0.00042624116758815944,0.0004756299313157797,0.0004259215493220836,0.00042338843923062086,0.00042437954107299447
150,0.0003669332945719362,0.00037203781539574265,0.0004558124055620283,0.00044247909681871533,0.00040204875404015183,0.00040562122012488544
151,0.00039262569043785334,0.000416159542510286,0.0004747325729113072,0.00039960426511242986,0.0004166177532169968,0.0004075659671798349
152,0.0003699007793329656,0.00039536584517918527,0.00044952481403015554,0.0004193081404082477,0.0003969587269239128,0.00041072769090533257
153,0.0003819148114416748,0.0003807475441135466,0.0005090319318696856,0.0004006382077932358,0.00041156637598760426,0.00037304055877029896
154,0.0003599383635446429,0.0003601841744966805,0.0004633626667782664,0.0003666277043521404,0.00036992650711908937,0.0004234599182382226
155,0.0003939057351090014,0.00033652319689281285,0.0004565196577459574,0.0003812521754298359,0.0003658836067188531,0.0003858323325403034
156,0.00044394563883543015,0.0003786886518355459,0.0004995467024855316,0.00040652957977727056,0.000384198734536767,0.0003781068080570549
157,0.0003859236603602767,0.00036880618426948786,0.0004902512882836163,0.0003935771528631449,0.00036367890425026417,0.0004207853053230792
158,0.0003767770831473172,0.0003581703349482268,0.0004960598889738321,0.0003325193247292191,0.0003734772908501327,0.0004123672260902822
159,0.0003902613534592092,0.00035803302307613194,0.0004979656659998,0.0003757294616661966,0.0004155857604928314,0.00039837969234213233
160,0.0003767689340747893,0.0003447311755735427,0.0004815966822206974,0.0004038403858430683,0.00041018359479494393,0.00042156880954280496
161,0.0003798877587541938,0.00037319608964025974,0.0004776373680215329,0.0004042860527988523,0.0004175823414698243,0.00041409244295209646
162,0.0003552932757884264,0.0003929442900698632,0.0005027428269386292,0.00040835700929164886,0.0004068045527674258,0.0004329027142375707
163,0.00041996146319434047,0.0003654110187198967,0.0004837519372813403,0.0003785841690842062,0.00041631527710706,0.0003812562208622694
164,0.00039686119998805225,0.000337466160999611,0.0005003540427424014,0.00040698371594771743,0.00033967301715165377,0.0004019597254227847
165,0.000387522712117061,0.0003769699833355844,0.0004739667347166687,0.000393705500755459,0.0003998508036602289,0.0004000133485533297
166,0.00038649793714284897,0.0003536880249157548,0.0004763118922710418,0.000415701448218897,0.0003558279713615775,0.00037633671308867633
167,0.0004304319154471159,0.0003500423626974225,0.00046702695544809103,0.00036131031811237335,0.00038361860788427293,0.0003918446018360555
168,0.0003633683663792908,0.00036594184348359704,0.0004946474218741059,0.0003985916846431792,0.00037641130620613694,0.0004001273191533983
169,0.0004163389385212213,0.00034492986742407084,0.000469162710942328,0.0003815729869529605,0.00037031626561656594,0.0003666439442895353
170,0.00038871041033416986,0.0003722759429365397,0.0005003118421882391,0.00039491208735853434,0.0003780794213525951,0.00044727709610015154
171,0.00041090045124292374,0.00037009455263614655,0.0004901415668427944,0.00042453897185623646,0.00040497403824701905,0.0003860639699269086
172,0.00038372655399143696,0.0003701217938214541,0.0004988558357581496,0.0003328702296130359,0.00035361837944947183,0.000395561452023685
173,0.0003928412334062159,0.0003545244107954204,0.00046129009569995105,0.000362461491022259,0.00034257228253409266,0.0004021757049486041
174,0.000362763530574739,0.00036801182432100177,0.00047873565927147865,0.00037695339415222406,0.0003921914903912693,0.0003671587619464845
175,0.00040629340219311416,0.0003243583196308464,0.000485517579363659,0.00038644339656457305,0.000392897316487506,0.00041793289710767567
176,0.0004091397568117827,0.0003937810251954943,0.00043881763122044504,0.0003698556392919272,0.0003318889648653567,0.00041755050187930465
177,0.0003519930178299546,0.0003429013886488974,0.00045730723650194705,0.0003836869145743549,0.0003260611556470394,0.00039996945997700095
178,0.0004200925468467176,0.0003701965033542365,0.0004458324983716011,0.00039717755862511694,0.0003683606628328562,0.00035297864815220237
179,0.0004124476690776646,0.0004284075694158674,0.0004981552483513951,0.00041320768650621176,0.0003866307670250535,0.0003506567736621946
180,0.0003920678864233196,0.00036406528670340776,0.00040942616760730743,0.000379982782760635,0.0003722597029991448,0.00038776925066486
181,0.0003844686434604227,0.0004090640286449343,0.00047096816706471145,0.0003675995976664126,0.00039252438000403345,0.00042073478107340634
182,0.00035327638033777475,0.0004242205177433789,0.00044123869156464934,0.0003736840153578669,0.00033703696681186557,0.0003784964792430401
183,0.000418277777498588,0.00037888874066993594,0.0004165043064858765,0.0003950432874262333,0.0003762638079933822,0.0003839142736978829
184,0.0003927018551621586,0.0003951143298763782,0.0004407603992149234,0.0004207079182378948,0.0003839115088339895,0.000350633985362947
185,0.0004016773891635239,0.00042308447882533073,0.0004673120565712452,0.0004059143248014152,0.00038938981015235186,0.0004079140489920974
186,0.0003841345896944403,0.00040463011828251183,0.000442563381511718,0.0004305510956328362,0.00037255691131576896,0.00038122752448543906
187,0.00038614647928625345,0.0003921237657777965,0.0004525465483311564,0.00043944548815488815,0.0003808952169492841,0.000376711948774755
188,0.0003613609005697072,0.0003685510600917042,0.0004331202362664044,0.0003968966193497181,0.0003851705405395478,0.00035036838380619884
189,0.00039935411768965423,0.00039249303517863154,0.00044297875137999654,0.00043300294782966375,0.0003218150231987238,0.00038344436325132847
190,0.00040167104452848434,0.00039426644798368216,0.00048806489212438464,0.0004294294049032033,0.0003544350329320878,0.00042233194108121097
191,0.0003988229436799884,0.0003896607959177345,0.0004526165430434048,0.00040563472430221736,0.0003831498906947672,0.0003897377173416317
192,0.00039196471334435046,0.00041534911724738777,0.0004307869530748576,0.0004162892000749707,0.000360720616299659,0.0003749201714526862
193,0.0004183660494163632,0.000396080722566694,0.00043296010699123144,0.00039474997902289033,0.0003585608210414648,0.0003845602041110397
194,0.00039808929432183504,0.0004092000890523195,0.0004759097646456212,0.0004092278541065753,0.0003671961021609605,0.0003821090213023126
195,0.0003756108053494245,0.0004158114898018539,0.0004304097965359688,0.0003697412903420627,0.0003755703219212592,0.00037339358823373914
196,0.00040838398854248226,0.0003828112094197422,0.0004796751018147915,0.0003876432601828128,0.00037762688589282334,0.0003829604829661548
197,0.0003729719610419125,0.0003793732903432101,0.0004534298204816878,0.0003632178995758295,0.0003870454966090619,0.00037459336454048753
198,0.0004040142521262169,0.00038112240144982934,0.00043860796722583473,0.0004128265427425504,0.00033158675068989396,0.0003662497329059988
199,0.0003751122276298702,0.0004477235779631883,0.0004323951725382358,0.0003878773713950068,0.0004216704401187598,0.0003741970576811582
200,0.0003877306007780134,0.00043294939678162336,0.0004476002650335431,0.0004253213410265744,0.0003924332559108734,0.0004194832581561059
201,0.00034538720501586795,0.0004200233379378915,0.0004373663105070591,0.0003859353601001203,0.00038606481393799186,0.0003471144591458142
202,0.0003622459480538964,0.0003968992969021201,0.0004710312641691417,0.0003913784166797995,0.0004024863301310688,0.0004105909611098468
203,0.0003593305591493845,0.0003790607443079352,0.0004713955568149686,0.00039933330845087767,0.0003666107077151537,0.00037665746640414
204,0.0003529555397108197,0.0004091067821718752,0.00048789315042085946,0.0003637408372014761,0.00037006993079558015,0.0003812446375377476
205,0.0003482617321424186,0.0004182760894764215,0.00047096479102037847,0.0004366637149360031,0.00038545660208910704,0.00041543287807144225
206,0.0003236968768760562,0.00038882173248566687,0.0004430301778484136,0.0003727374132722616,0.0003924283373635262,0.0004189934115856886
207,0.000383792124921456,0.0004124448460061103,0.0004696011310443282,0.0004007666138932109,0.0003797020763158798,0.00039474840741604567
208,0.0003765547298826277,0.00040076649747788906,0.0004828532983083278,0.0004083652456756681,0.0004072641604579985,0.00037897052243351936
209,0.0003409075434319675,0.00040820345748215914,0.0004653840442188084,0.0004059643251821399,0.0004065458779223263,0.0004181533004157245
210,0.00033279284252785146,0.0004061585059389472,0.000467278907308355,0.0003499054873827845,0.00037699009408243,0.00037524267099797726
211,0.0003354876535013318,0.0003559541655704379,0.0004651107592508197,0.0003894911496900022,0.0003701578825712204,0.0004078296187799424
212,0.0003485037595964968,0.0003798903780989349,0.0004671479109674692,0.00036413007183000445,0.0003831963986158371,0.0004292020457796753
213,0.0003071124665439129,0.0003822728176601231,0.0004724996106233448,0.00033864544820971787,0.0003988641547039151,0.0003733802586793899
214,0.0003704383852891624,0.0004273552331142127,0.0004925200482830405,0.00035369201214052737,0.0004172464541625231,0.0003931973478756845
215,0.0003527647058945149,0.00039501828723587096,0.0004524709365796298,0.00033581285970285535,0.00042642230982892215,0.00037804755265824497
