step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-rollout_corr/log_ppl_abs_diff_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-rollout_corr/log_ppl_abs_diff_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-rollout_corr/log_ppl_abs_diff_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-rollout_corr/log_ppl_abs_diff_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-rollout_corr/log_ppl_abs_diff_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-rollout_corr/log_ppl_abs_diff_step
50,0.000574156700167805,0.0006207393016666174,0.0007053357549011707,0.0006905006594024599,0.0006644638488069177,0.0006019939901307225
51,0.0005646119243465364,0.0006136202136985958,0.0006874780519865453,0.000626219785772264,0.0006255032494664192,0.0006188045954331756
52,0.0005614247638732195,0.0005897103110328317,0.0007020823541097343,0.0006340230465866625,0.0005912849446758628,0.0006051842356100678
53,0.0006000819848850369,0.0006115972646512091,0.0007348809158429503,0.0006618739571422338,0.0006222192896530032,0.0006437245174311101
54,0.0005680560716427863,0.0005946981837041676,0.0006908460054546595,0.0006628005066886544,0.0006446853512898088,0.0005811632727272809
55,0.0006041653105057776,0.0005994612583890557,0.0007400873582810163,0.00065882399212569,0.0006156726740300655,0.000682405719999224
56,0.0005825301050208509,0.0005894009373150766,0.0007423023926094174,0.0006805950542911887,0.0006035358528606594,0.0005997027037665248
57,0.00055145681835711,0.0006369983311742544,0.000730730127543211,0.0006233726162463427,0.0006272029131650925,0.0006207222468219697
58,0.0005994971143081784,0.0006080996245145798,0.0006743174744769931,0.000638911034911871,0.0006127728265710175,0.0005971194477751851
59,0.0005661856848746538,0.0006099024903960526,0.000720996642485261,0.0006286118878051639,0.000609404465649277,0.0005907903541810811
60,0.0005936995730735362,0.0005918059032410383,0.0007357794092968106,0.0006108023226261139,0.0006384163862094283,0.0006151106208562851
61,0.0005764643428847194,0.0005804141983389854,0.0007168547017499804,0.0006376943783834577,0.000607944733928889,0.0005807798588648438
62,0.0005824859836138785,0.0006348494789563119,0.0007496674079447985,0.0006154247093945742,0.0006623463705182076,0.0006018872954882681
63,0.0005756416940130293,0.000621968531049788,0.0007105226395651698,0.0006244417163543403,0.000628929934464395,0.0005896396469324827
64,0.0005892694462090731,0.0005889683379791677,0.00076596240978688,0.0005836610216647387,0.0005981563008390367,0.0006475508562289178
65,0.0005803077947348356,0.0005537696415558457,0.0006800175178796053,0.00061229825951159,0.0006043654284439981,0.0005933301290497184
66,0.0005987873300909996,0.0005862730322405696,0.0006995409494265914,0.0006048178765922785,0.0005995141691528261,0.0005922308191657066
67,0.0005978175322525203,0.0005997616099193692,0.000716811278834939,0.0006407891632989049,0.0005897244554944336,0.000595139164943248
68,0.0005746062379330397,0.0005903601995669305,0.0007252455689013004,0.0006059659644961357,0.0005920049734413624,0.0006025545299053192
69,0.0005486682057380676,0.00061951664974913,0.0006871505756862462,0.0006353637436404824,0.0005925013101659715,0.0005626106867566705
70,0.0005888626328669488,0.0005814440082758665,0.0007367718499153852,0.0006261312519200146,0.0005931226187385619,0.0006029725773259997
71,0.0006034969119355083,0.0005804470274597406,0.0007185654249042273,0.0006265047122724354,0.0006032110541127622,0.000598554324824363
72,0.0005959019181318581,0.0005935407243669033,0.0006995543953962624,0.0006248799036256969,0.0006087245419621468,0.0006127303931862116
73,0.0006121295155026019,0.0006053588585928082,0.0007141024107113481,0.0006192789878696203,0.0006364301079884171,0.0006170355482026935
74,0.0005993376253172755,0.0006252742605283856,0.0007013921858742833,0.0006045333575457335,0.0006136870360933244,0.0006017257692292333
75,0.0006089376984164119,0.0005875236238352954,0.0007149970042519271,0.0006188241532072425,0.000585392932407558,0.000600284431129694
76,0.0006221313960850239,0.0006285036215558648,0.0007323750760406256,0.0006082794279791415,0.0006281222449615598,0.0006144159706309438
77,0.0005975803942419589,0.0006045260815881193,0.000669919652864337,0.0005900968099012971,0.0006383272120729089,0.0005820702062919736
78,0.0005905913421884179,0.0005994473467580974,0.0007176062790676951,0.0006117069278843701,0.0006218648049980402,0.0005824279505759478
79,0.0006026927148923278,0.0006186492973938584,0.000722908996976912,0.0005867622094228864,0.0005972514045424759,0.0006031307857483625
80,0.0006127906963229179,0.0006068297079764307,0.0006995375151745975,0.0006008267519064248,0.0006069398950785398,0.0006003198213875294
81,0.0006047234055586159,0.0006102420156821609,0.000699348165653646,0.0006090691895224154,0.0005930400220677257,0.0005951318889856339
82,0.0006113348063081503,0.000610674440395087,0.0007142761023715138,0.0006301041576080024,0.0006114778225310147,0.0005845717969350517
83,0.0006138500175438821,0.0006104925414547324,0.0007218343671411276,0.0006279670051299036,0.0006073774420656264,0.0005742416251450777
84,0.0006271419115364552,0.0005797286867164075,0.0006985558429732919,0.0005986104370094836,0.0005843107937835157,0.0005956430686637759
85,0.0005876047071069479,0.0006189399864524603,0.0006932726828381419,0.0006424321327358484,0.0005998981650918722,0.0005931741325184703
86,0.000628658221103251,0.0005797577323392034,0.0006983883795328438,0.0006305833230726421,0.0005890530301257968,0.0006075924029573798
87,0.0005896277725696564,0.0005810668808408082,0.0007065139943733811,0.0006042479653842747,0.0005675968714058399,0.00058382423594594
88,0.0005776782054454088,0.0006021828739903867,0.0007069585262797773,0.0005771779688075185,0.0005900903488509357,0.0005941324634477496
89,0.0005806019180454314,0.0006108969682827592,0.0006560335168614984,0.0005998746491968632,0.0005941836279816926,0.0005714435246773064
90,0.0006317233783192933,0.0005991912912577391,0.0006883151363581419,0.0006065251072868705,0.0005831181770190597,0.0006073706899769604
91,0.0006202528020367026,0.0006246268749237061,0.0007071247091516852,0.0006023169262334704,0.0005871644243597984,0.000614306190982461
92,0.000596751575358212,0.0005978413973934948,0.0006695179617963731,0.0006010424694977701,0.0006316513172350824,0.000590723822824657
93,0.0005790054565295577,0.0006134230061434209,0.0006792766507714987,0.0005924184224568307,0.0005973785882815719,0.0006168103427626193
94,0.0006096102297306061,0.0006158383912406862,0.0006957781733945012,0.0006370876217260957,0.0006160857155919075,0.0005951569182798266
95,0.0005765967653132975,0.0005965846357867122,0.0006609251722693443,0.0006117295706644654,0.0005998936831019819,0.0006328253075480461
96,0.0005727726384066045,0.0005861354293301702,0.0006566995289176702,0.0006058790604583919,0.0005938583635725081,0.0005777207552455366
97,0.000584897119551897,0.0005859721568413079,0.0006857382832095027,0.0006001911824569106,0.0005980143323540688,0.0006235822220332921
98,0.0006169346161186695,0.0005862419493496418,0.0006842142320238054,0.0006633625598624349,0.0006130918045528233,0.0005947628524154425
99,0.0006067685899324715,0.0005780904903076589,0.0006470170337706804,0.0006264045368880033,0.0005916416994296014,0.0005857722135260701
100,0.0005861433455720544,0.0006067171925678849,0.0006800738628953695,0.0005937304231338203,0.0006079997401684523,0.0006187536055222154
101,0.0005711650010198355,0.0005602865130640566,0.0006647559348493814,0.000650114961899817,0.0005853436305187643,0.0005975024541839957
102,0.0005637387512251735,0.0006001917063258588,0.0006921091699041426,0.0005889587919227779,0.0006176605820655823,0.0005784559180028737
103,0.0005741934874095023,0.0006114998832345009,0.0006790728075429797,0.0006017287960276008,0.0005829028668813407,0.0006183107616379857
104,0.0005652919644489884,0.0005988515913486481,0.0006813104846514761,0.0006451490917243063,0.0006092187250033021,0.0006318220403045416
105,0.0005926011363044381,0.000578668899834156,0.0006794511573389173,0.0006012304220348597,0.0006008020718581975,0.0006228512502275407
106,0.0005798396887257695,0.0005937450332567096,0.0006630182033404708,0.000603234046138823,0.0005686129443347454,0.000603359192609787
107,0.0005538371624425054,0.0005777304177172482,0.0006885138573125005,0.0005759454215876758,0.0005925746518187225,0.0006176978931762278
108,0.0005601466982625425,0.0006038780556991696,0.0006979247555136681,0.0006185932434163988,0.0005845528794452548,0.0005755916936323047
109,0.0005643200711347163,0.0005890188040211797,0.0006770715699531138,0.0005852840840816498,0.0005789741408079863,0.0006061033345758915
110,0.0005771973519586027,0.0005910679465159774,0.0006389357149600983,0.0006341206026263535,0.000589679111726582,0.0006009819335304201
111,0.0005512568750418723,0.0005946479504927993,0.0006923188921064138,0.000604174449108541,0.0005913440836593509,0.0006292610196396708
112,0.0005813859752379358,0.0005996392574161291,0.000699768541380763,0.0006372869247570634,0.0005922431591898203,0.0006256638444028795
113,0.0005299910553731024,0.0005749879055656493,0.0006965356296859682,0.000597737729549408,0.0005645259516313672,0.000604912405833602
114,0.0005650649545714259,0.0005792999290861189,0.0006702313548885286,0.0006035871338099241,0.0005886502913199365,0.0006127433734945953
115,0.0005383726675063372,0.0006301593966782093,0.000681044883094728,0.000576597754843533,0.0005775854224339128,0.0005757587496191263
116,0.0005975189269520342,0.0005829654983244836,0.0006685888511128724,0.0006096162833273411,0.0005898434901610017,0.0005885940627194941
117,0.0005540658603422344,0.000575622427277267,0.0006757577648386359,0.000590974697843194,0.0005777115584351122,0.0005960348644293845
118,0.0005734749138355255,0.000603312801104039,0.0006902944296598434,0.0005957655957899988,0.0006032576784491539,0.0006110346294008195
119,0.0005645181518048048,0.000588403083384037,0.0006631556316278875,0.0006119942991062999,0.0006246346747502685,0.0005897425580769777
120,0.0005641726893372834,0.0006063977489247918,0.0006907808128744364,0.0006094007985666394,0.0006207862752489746,0.0005892097251489758
121,0.0005823919200338423,0.0006115191499702632,0.0006986586377024651,0.0006123438943177462,0.0006326970178633928,0.0006098390440456569
122,0.0005647636717185378,0.0006137009477242827,0.0006780618568882346,0.0006347277667373419,0.0005897614755667746,0.0005802010418847203
123,0.0005740763153880835,0.0005768010159954429,0.0006454822141677141,0.0006220884388312697,0.0006089871749281883,0.000612500763963908
124,0.0005525820306502283,0.0005743671790696681,0.0006804551230743527,0.0006001967121846974,0.0005701702903024852,0.0006121685146354139
125,0.000587965187150985,0.0006104179774411023,0.0006795055232942104,0.0005919257528148592,0.0006245868862606585,0.0006038566934876144
126,0.0005812420276924968,0.0005777495098300278,0.0006801331182941794,0.0005878456868231297,0.0006185470265336335,0.0006347002345137298
127,0.0005605716723948717,0.0005952072679065168,0.0007204137509688735,0.0006063899490982294,0.000613827258348465,0.0005968775367364287
128,0.0005653600092045963,0.0005724595976062119,0.000678582233376801,0.0006102443439885974,0.0006048474460840225,0.000619268452282995
129,0.0005593054229393601,0.0006053080433048308,0.0007143892580643296,0.0006101588951423764,0.0006104070926085114,0.0006075648125261068
130,0.0005686237709596753,0.00061262515373528,0.0006936886347830296,0.0006256111664697528,0.0006182652432471514,0.000608727044891566
131,0.0005622518947347999,0.0006081507308408618,0.0006732769543305039,0.0005999384447932243,0.0006248494028113782,0.0006121092010289431
132,0.0005516711971722543,0.0005787003319710493,0.000647256092634052,0.0005925324512645602,0.0006071283714845777,0.0006024794420227408
133,0.0005969810299575329,0.00060972262872383,0.0006734521011821926,0.0006058967555873096,0.0006329012685455382,0.0005788737908005714
134,0.0005891693872399628,0.000593962671700865,0.0006540610920637846,0.0006021559820510447,0.0006141167832538486,0.0006293258629739285
135,0.0005485006258822978,0.0005578292766585946,0.0006698711076751351,0.0005848940345458686,0.0005922226700931787,0.000620292208623141
136,0.0005726802046410739,0.0005808696732856333,0.0006850615609437227,0.0006061120075173676,0.0005697302985936403,0.0006020292639732361
137,0.0005345352692529559,0.0005883786361664534,0.0006472797249443829,0.0005908221355639398,0.0006122556515038013,0.0006030171061865985
138,0.0005866860738024116,0.0005613493267446756,0.0006718827644363046,0.0005777349579147995,0.0005848710425198078,0.0006290166638791561
139,0.0005565500468946993,0.0005818723002448678,0.0006906563648954034,0.0005829327274113894,0.0005939151160418987,0.0006343164714053273
140,0.0005738991312682629,0.0005856401403434575,0.000692321511451155,0.0005923100397922099,0.0006128067616373301,0.0006149047403596342
141,0.0005644690245389938,0.0005574187962338328,0.0006942241452634335,0.0005886995350010693,0.0005987001932226121,0.000583051354624331
142,0.0005571115761995316,0.0005808525602333248,0.0006986957741901278,0.0005561215220950544,0.0005953360814601183,0.0006247569108381867
143,0.0005670132231898606,0.0005910876207053661,0.0006692908355034888,0.0006233376916497946,0.0005768685368821025,0.0005957428365945816
144,0.0005654877750203013,0.0005810558213852346,0.0006906072376295924,0.0005863822298124433,0.0006072957767173648,0.0006281480891630054
145,0.0005716560990549624,0.0005910862819291651,0.0006927505601197481,0.0005694650462828577,0.0005852648173458874,0.0006034192047081888
146,0.0005722751375287771,0.000551853678189218,0.0006829941412433982,0.0006057307473383844,0.0006148410029709339,0.0006147091626189649
147,0.0005775518948212266,0.0005640954477712512,0.0006881415611132979,0.000606109038926661,0.0006155224982649088,0.0005835086922161281
148,0.0005395559128373861,0.0005777205806225538,0.0006568615790456533,0.0005991905345581472,0.0005873287445865571,0.0006058483850210905
149,0.0005773577140644193,0.0005818500067107379,0.0006793461507186294,0.0006064758636057377,0.0006202008808031678,0.0006035070400685072
150,0.0005669912206940353,0.0005814331234432757,0.0006645679823122919,0.0006000164430588484,0.0006229107966646552,0.0005960562266409397
151,0.0005638267030008137,0.0005997305852361023,0.0006777188973501325,0.0006237599300220609,0.000606263056397438,0.0005888794548809528
152,0.0005562164587900043,0.0005395590560510755,0.0007119007059372962,0.0005886888829991221,0.0005934115033596754,0.0006014997488819063
153,0.0005576165858656168,0.0005806650151498616,0.0007242514984682202,0.0005836441414430737,0.0006531041581183672,0.000568236515391618
154,0.0005598877905867994,0.000559657986741513,0.0006585470400750637,0.0005653875996358693,0.0005933296051807702,0.0006099370075389743
155,0.0005551757058128715,0.0005625833873637021,0.000682176323607564,0.0005977900000289083,0.000620603677816689,0.0005987187032587826
156,0.0005737332394346595,0.0005519955884665251,0.0006858043489046395,0.0005930705810897052,0.0005923553835600615,0.0005601957091130316
157,0.0005688124219886959,0.0005503117572516203,0.0006819140980951488,0.0006054603727534413,0.0005807981360703707,0.0005720765329897404
158,0.0005636295536532998,0.0005749475676566362,0.0006791152991354465,0.0006057331920601428,0.0006085467175580561,0.0005883458070456982
159,0.0005601972225122154,0.0005603713798336685,0.0007283487357199192,0.0005947814788669348,0.0005809178110212088,0.0006089548696763813
160,0.0005485820583999157,0.0005342377116903663,0.00067484489409253,0.0006043175817467272,0.0005812300369143486,0.0006014149985276163
161,0.0005774789024144411,0.000554669473785907,0.0006780406110920012,0.0006272129248827696,0.0006071968819014728,0.0006181689677760005
162,0.0005457982188090682,0.0005628926446661353,0.0007078524213284254,0.0006167864194139838,0.0005991199868731201,0.000624792359303683
163,0.0005574746755883098,0.0005528219044208527,0.0006963888881728053,0.0005961410934105515,0.0006001173169352114,0.0006052145618014038
164,0.0005733522120863199,0.0005120065179653466,0.0007088214624673128,0.0006283148541115224,0.0005305522354319692,0.000623569474555552
165,0.0005793862510472536,0.0005680815083906054,0.000693735433742404,0.0006237013731151819,0.0005839696386829019,0.0006096507422626019
166,0.0005705790827050805,0.0005302973440848291,0.0006637437036260962,0.0006150248227640986,0.0005570646026171744,0.0006192497676238418
167,0.0006018720450811088,0.0005535829113796353,0.0006877683917991817,0.0005847636493854225,0.0005776690086349845,0.0006229408900253475
168,0.0005478208186104894,0.0005411553429439664,0.0006614263984374702,0.0005993935046717525,0.0005500197876244783,0.0005926488083787262
169,0.0005971957580186427,0.0005440921522676945,0.0006886881310492754,0.0005940102855674922,0.0005598448333330452,0.0005953972577117383
170,0.0005699801258742809,0.000554819533135742,0.000693234265781939,0.0006004266906529665,0.0005665466305799782,0.0006408604676835239
171,0.0005702836788259447,0.0005652373074553907,0.0006790983024984598,0.00062365218764171,0.0005861796671524644,0.0005662953481078148
172,0.0005563225713558495,0.0005601226584985852,0.0006748324958607554,0.0005643884651362896,0.0005512203206308186,0.0005835733027197421
173,0.0005535922828130424,0.0005401853704825044,0.0006810638005845249,0.0005782194784842432,0.0005165612674318254,0.0006232160376384854
174,0.0005726243834942579,0.000556610175408423,0.0006633095908910036,0.0006144526414573193,0.0005677808658219874,0.0005706994561478496
175,0.0005816137418150902,0.0005184139590710402,0.0006937625585123897,0.0006222512456588447,0.0005383224925026298,0.0006328226299956441
176,0.0005727018578909338,0.0006017436971887946,0.0006618899060413241,0.0005906651495024562,0.0005517035024240613,0.0006261635571718216
177,0.0005316295428201556,0.0005196023848839104,0.0006803169380873442,0.0005748144467361271,0.0005524590378627181,0.0006156912422738969
178,0.0005854282644577324,0.0005645388155244291,0.0006399250123649836,0.0005982742877677083,0.0005415513878688216,0.0005865818820893764
179,0.0005662778276018798,0.0006216472247615457,0.0006714981282129884,0.0006060053710825741,0.000556061218958348,0.0005675049615092576
180,0.0005684569478034973,0.000556838174816221,0.0006522045005112886,0.0005931894993409514,0.0005643734475597739,0.0005918593960814178
181,0.0005618705181404948,0.0005744744557887316,0.0006587198004126549,0.0005857935175299644,0.0005914241774007678,0.0006171868881210685
182,0.000551089528016746,0.0006128640961833298,0.0006434265524148941,0.0005772548029199243,0.0005628752405755222,0.0005964590818621218
183,0.0005745552480220795,0.00056076719192788,0.0006411228096112609,0.0006005585310049355,0.0005800499930046499,0.0005808246787637472
184,0.0005676004220731556,0.0005778304766863585,0.000670562731102109,0.0005953352665528655,0.0005926951998844743,0.0005748769035562873
185,0.0005840327357873321,0.0006201622891239822,0.0006915002013556659,0.0005947246099822223,0.0005929037579335272,0.0006135220173746347
186,0.0005820043152198195,0.0005700349574908614,0.000652304501272738,0.0005890781758353114,0.0005447953008115292,0.000592691358178854
187,0.0005701573099941015,0.0005583969177678227,0.0006939079612493515,0.0005910014733672142,0.0005844524130225182,0.0005782840889878571
188,0.0005583576858043671,0.0005587548948824406,0.0006242363015189767,0.0005791339208371937,0.0005597842973656952,0.000556021521333605
189,0.0005695342551916838,0.0005904611898586154,0.0006429144996218383,0.0006203376105986536,0.000558096042368561,0.0005857505020685494
190,0.0005604882608167827,0.0005624763434752822,0.000668669119477272,0.0006158536998555064,0.0005601478624157608,0.0005959389382041991
191,0.0005620974698103964,0.0005625365884043276,0.0006117409793660045,0.0005957523244433105,0.0005777725600637496,0.0005649799713864923
192,0.0005544794839806855,0.0005614566616714001,0.0006286535644903779,0.0005969450576230884,0.0005664076888933778,0.0005638730945065618
193,0.0005678159068338573,0.0005711455596610904,0.0006216300535015762,0.0005872714100405574,0.0005667138029821217,0.0005712282727472484
194,0.0005829011788591743,0.0005832057795487344,0.0006407470209524035,0.0005944509757682681,0.000547496194485575,0.0005530197522602975
195,0.0005620145238935947,0.0005757307517342269,0.0006381181301549077,0.0005964221782051027,0.0005592340021394193,0.0005841335514560342
196,0.0006004585884511471,0.0005392484599724412,0.0006721962708979845,0.0005941863055340946,0.0005476595251820982,0.0005870051681995392
197,0.0005836198106408119,0.000560527085326612,0.0006552550476044416,0.0005893682828173041,0.0005814281175844371,0.0005786254769191146
198,0.0005753401201218367,0.0005355406901799142,0.000620208797045052,0.0006111269467510283,0.0005325619131326675,0.0005688302917405963
199,0.000579696090426296,0.0005910321488045156,0.0006372962961904705,0.0005790962604805827,0.0005818948266096413,0.0006073742406442761
200,0.0005854712217114866,0.0005845934501849115,0.00064968375954777,0.0005979335401207209,0.0005710734985768795,0.0006289472221396863
201,0.000543622300028801,0.0005855318158864975,0.0006466567283496261,0.000596444180700928,0.0005797355552203953,0.0005868277512490749
202,0.0005610869266092777,0.0005832662573084235,0.0006628426490351558,0.0005903702694922686,0.0005766474641859531,0.0006106157670728862
203,0.0005740189808420837,0.000563041539862752,0.0006482931785285473,0.0006057133432477713,0.0005602334858849645,0.0006093900301493704
204,0.0005559413693845272,0.0005565730389207602,0.0006710769957862794,0.0005811357405036688,0.0005350949941202998,0.000587984046433121
205,0.0005556470714509487,0.0005908404127694666,0.0006708127912133932,0.0006062728352844715,0.0005746518727391958,0.0005911134649068117
206,0.0005606338381767273,0.0005592817906290293,0.0006473975954577327,0.0005840103258378804,0.000569506548345089,0.0006060113082639873
207,0.0005719261826016009,0.000555702717974782,0.000654155679512769,0.0006016292609274387,0.0005551017820835114,0.0005919263930991292
208,0.0005743397050537169,0.0005774397868663073,0.0006501453462988138,0.0005982580478303134,0.000577691534999758,0.0005696953739970922
209,0.0005686533986590803,0.0005702133639715612,0.0006665944820269942,0.0005998482229188085,0.0005689952522516251,0.0005927587626501918
210,0.0005469524185173213,0.0006046313792467117,0.0006305291317403316,0.0005839597433805466,0.0005746809765696526,0.0005447121220640838
211,0.0005404329276643693,0.0005216355202719569,0.0006404326995834708,0.0005976561224088073,0.0005681485636159778,0.0005735955783165991
212,0.0005413179751485586,0.0005515886005014181,0.0006472370587289333,0.0005780875217169523,0.0005444943672046065,0.0006148286047391593
213,0.0005192782846279442,0.0005444120615720749,0.000648083514533937,0.0005431517492979765,0.000583732733502984,0.0005733147263526917
214,0.0005495159421116114,0.0005939334514550865,0.0006513046100735664,0.0005749655538238585,0.00059928820701316,0.0005816255579702556
215,0.0005209482042118907,0.0005576528492383659,0.0006429672939702868,0.000558774103410542,0.0005749384872615337,0.0005821553058922291
