step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-rollout_corr/rollout_ppl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-rollout_corr/rollout_ppl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-rollout_corr/rollout_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-rollout_corr/rollout_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-rollout_corr/rollout_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-rollout_corr/rollout_ppl_step
245,1.4040520191192627,1.3069425821304321,2.1464362144470215,1.2794526815414429,1.6459895372390747,1.6066699028015137
246,1.4018031358718872,1.2844611406326294,2.1509618759155273,1.2816296815872192,1.6569057703018188,1.600456714630127
247,1.397255539894104,1.2829996347427368,2.1117303371429443,1.2880884408950806,1.7183573246002195,1.592482089996338
248,1.4002305269241333,1.2675992250442505,2.1173336505889893,1.2950340509414673,1.6630375385284424,1.5927150249481201
249,1.408526062965393,1.2625758647918701,2.2107443809509277,1.308657169342041,1.7020604610443115,1.65207839012146
250,1.376569151878357,1.2364805936813354,2.2017900943756104,1.2864971160888672,1.6767077445983891,1.6552088260650637
251,1.3956520557403564,1.2246569395065308,2.082629442214966,1.3093661069869995,1.6785633563995361,1.604513168334961
252,1.3834995031356812,1.211501121520996,2.190080165863037,1.3002285957336426,1.6783473491668701,1.654693841934204
253,1.3801149129867554,1.2053903341293335,2.218569278717041,1.3011187314987185,1.6416666507720947,1.6646816730499268
254,1.4184073209762569,1.205440878868103,2.1673760414123535,1.3322992324829102,1.6744028329849243,1.6594547033309937
255,1.3858870267868042,1.2054662704467771,2.2112343311309814,1.306465983390808,1.7292968034744265,1.6860389709472656
256,1.3943148851394649,1.1923398971557615,2.158480405807495,1.3083579540252686,1.6965380907058716,1.6630030870437622
257,1.3859237432479858,1.1909584999084473,2.139129400253296,1.3041408061981201,1.7066656351089478,1.6575841903686523
258,1.3857983350753784,1.1663658618927002,2.153428316116333,1.2889916896820068,1.641108751296997,1.6802244186401367
259,1.3941621780395508,1.1633708477020264,2.2084593772888184,1.288741946220398,1.6508400440216064,1.7218228578567505
260,1.4106389284133911,1.1643180847167969,2.2389838695526123,1.2808138132095337,1.671717882156372,1.747008204460144
261,1.4015138149261477,1.1521520614624023,2.164425849914551,1.2831637859344482,1.6419752836227417,1.7108609676361084
262,1.4007999897003174,1.1572798490524292,2.0824944972991943,1.2675104141235352,1.6761822700500488,1.6717462539672852
263,1.3622331619262695,1.1563040018081665,2.1443116664886475,1.2341444492340088,1.6613247394561768,1.7277671098709106
264,1.400968313217163,1.1590890884399414,2.155895948410034,1.2574429512023926,1.6680234670639038,1.7250196933746338
265,1.3948237895965576,1.1436924934387207,2.1665730476379395,1.2464337348937988,1.6061570644378662,1.7314844131469729
266,1.3839236497879028,1.15523362159729,2.161024332046509,1.2405774593353271,1.6946195363998413,1.7360774278640747
267,1.3951655626296997,1.1529853343963623,2.1230263710021973,1.247577667236328,1.716284155845642,1.7078393697738647
268,1.404106855392456,1.1418460607528689,2.1182751655578613,1.2439295053482056,1.674749732017517,1.697801113128662
269,1.4052526950836182,1.135409951210022,2.1765129566192627,1.242497801780701,1.6832581758499146,1.7188730239868164
270,1.4235467910766602,1.1252294778823853,2.1716089248657227,1.2528175115585327,1.651228666305542,1.6993504762649536
271,1.421883463859558,1.127249836921692,2.2135844230651855,1.2541635036468506,1.679051399230957,1.721440315246582
272,1.4669474363327026,1.1325232982635498,2.151283025741577,1.2683477401733398,1.7250295877456665,1.6806786060333252
273,1.445164442062378,1.1316360235214231,2.1764819622039795,1.261766791343689,1.7421395778656006,1.6896518468856812
274,1.4151310920715332,1.128678560256958,2.195106029510498,1.2432076930999756,1.7222015857696529,1.7067164182662964
275,1.441308856010437,1.1260265111923218,2.082902193069458,1.2558459043502808,1.7249641418457031,1.6688750982284546
276,1.448025107383728,1.132233500480652,2.115867853164673,1.2487117052078247,1.7445189952850342,1.7111371755599976
277,1.4207508563995361,1.1421016454696655,2.094125270843506,1.2332162857055664,1.7895195484161377,1.7062623500823977
278,1.4535378217697144,1.1310837268829346,2.0710084438323975,1.2469708919525146,1.711849331855774,1.6916176080703735
279,1.4586421251296997,1.1395466327667236,2.0352869033813477,1.2407820224761963,1.7430493831634521,1.6694891452789309
280,1.4354922771453855,1.1460989713668823,2.1711292266845703,1.2289687395095823,1.7832614183425903,1.7788410186767578
281,1.4618985652923584,1.143697738647461,2.121403932571411,1.2279820442199707,1.7299444675445557,1.7723743915557861
282,1.4575148820877075,1.153968334197998,2.002706289291382,1.2207815647125244,1.7683991193771362,1.7198641300201416
283,1.4284027814865112,1.1573312282562256,2.027301788330078,1.208021879196167,1.7872965335845947,1.7550673484802246
284,1.4143145084381104,1.1564958095550537,2.0003464221954346,1.2020145654678345,1.7716963291168213,1.7599735260009766
285,1.4361722469329834,1.1616315841674805,2.029287099838257,1.208480954170227,1.798600673675537,1.7846347093582149
286,1.4410459995269775,1.1708104610443115,2.0841002464294434,1.2055094242095947,1.7950119972229004,1.874405860900879
287,1.4071695804595947,1.147520661354065,1.9987027645111084,1.1919811964035034,1.7070086002349854,1.8366819620132449
288,1.4047597646713257,1.1576862335205078,2.025951385498047,1.1930937767028809,1.7994378805160522,1.846873998641968
289,1.419801950454712,1.152639389038086,1.9561375379562376,1.2047104835510254,1.7873460054397583,1.8051503896713257
290,1.4348766803741455,1.1525297164916992,1.9766757488250732,1.204316258430481,1.8158968687057495,1.8446886539459229
291,1.3909127712249756,1.145077109336853,1.9961215257644649,1.1849117279052734,1.7677009105682373,1.8368220329284668
292,1.4014067649841309,1.1473379135131836,1.9904234409332275,1.1915650367736816,1.768913984298706,1.8521238565444944
293,1.4200717210769649,1.1512759923934937,2.0133402347564697,1.2026088237762451,1.7758678197860718,1.8598647117614744
294,1.398484706878662,1.158365249633789,1.9920538663864136,1.1948025226593018,1.7880065441131592,1.847446084022522
295,1.3943321704864502,1.1537761688232422,1.987391710281372,1.183756709098816,1.757079839706421,1.8235783576965332
296,1.4039416313171391,1.1608613729476929,1.9406465291976929,1.1874420642852783,1.7839194536209106,1.8086140155792236
297,1.417034387588501,1.1612662076950069,1.9475512504577637,1.1858806610107422,1.752136468887329,1.8025226593017576
298,1.3849692344665527,1.16835618019104,1.9313037395477295,1.1785778999328609,1.770132064819336,1.8025752305984497
299,1.3760082721710205,1.1794087886810305,1.9232583045959473,1.1715270280838013,1.8070831298828125,1.7871757745742798
300,1.4055616855621338,1.1804596185684204,1.8844575881958008,1.1867742538452148,1.783603310585022,1.7620954513549805
