step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-rollout_corr/rollout_ppl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-rollout_corr/rollout_ppl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-rollout_corr/rollout_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-rollout_corr/rollout_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-rollout_corr/rollout_ppl_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-rollout_corr/rollout_ppl_step
48,1.5428636074066162,1.5072813034057615,2.384902000427246,1.6124250888824463,1.6520967483520508,1.5325324535369873
49,1.5273033380508425,1.504514217376709,2.350580930709839,1.5807369947433472,1.6578693389892578,1.5103665590286257
50,1.5649126768112185,1.5186028480529783,2.3757097721099862,1.609399676322937,1.6829595565795898,1.5182291269302368
51,1.518445372581482,1.48860764503479,2.2749991416931152,1.5619205236434937,1.6335855722427368,1.483924150466919
52,1.5367896556854248,1.4759602546691897,2.2827041149139404,1.5676512718200684,1.607028841972351,1.5008735656738281
53,1.5658241510391235,1.5221081972122192,2.319678544998169,1.5760972499847412,1.6599982976913452,1.5150506496429443
54,1.5513339042663574,1.5090370178222656,2.422611951828003,1.5820828676223757,1.6491472721099854,1.5307507514953609
55,1.5797260999679563,1.4932221174240112,2.448927402496338,1.589781403541565,1.6194863319396973,1.5568768978118896
56,1.543914794921875,1.4852089881896973,2.4722938537597656,1.558019995689392,1.6098613739013672,1.5592175722122192
57,1.5314486026763916,1.5035300254821775,2.3686089515686035,1.5402276515960691,1.6268694400787354,1.5343072414398191
58,1.6046720743179321,1.4807968139648438,2.4420065879821777,1.5933175086975098,1.603685975074768,1.541646957397461
59,1.5740150213241575,1.5150901079177856,2.4097726345062256,1.5611414909362793,1.63779878616333,1.5318334102630615
60,1.5863523483276367,1.4801676273345947,2.5457146167755127,1.5558276176452637,1.5966969728469849,1.6005219221115112
61,1.5888068675994873,1.504681944847107,2.4941914081573486,1.5639668703079224,1.6201870441436768,1.5629899501800537
62,1.571947693824768,1.548349142074585,2.429898738861084,1.5420018434524536,1.656333088874817,1.5530362129211426
63,1.599982500076294,1.5222492218017578,2.3437466621398926,1.5556806325912476,1.6156158447265625,1.5346348285675049
64,1.587264060974121,1.5216269493103027,2.4353315830230713,1.551055669784546,1.6245368719100952,1.580010175704956
65,1.580305814743042,1.516646146774292,2.365159273147583,1.5388292074203491,1.6177127361297607,1.548732876777649
66,1.5916600227355957,1.5567620992660522,2.3497893810272217,1.5482542514801023,1.6611628532409668,1.5373939275741575
67,1.6382383108139038,1.5166054964065552,2.4101240634918213,1.5715303421020508,1.615536093711853,1.5688443183898926
68,1.6210318803787231,1.5650842189788818,2.206667900085449,1.5705584287643433,1.664588451385498,1.5183439254760742
69,1.6215177774429321,1.5545169115066528,2.271599292755127,1.561597466468811,1.662273645401001,1.5363550186157229
70,1.6358036994934082,1.5535528659820557,2.2997989654541016,1.5786707401275637,1.654096007347107,1.5605134963989258
71,1.6254420280456543,1.527977705001831,2.373800039291382,1.5653060674667358,1.6297101974487305,1.5931545495986938
72,1.6377419233322144,1.540469765663147,2.4188930988311768,1.5719103813171391,1.6402095556259155,1.6154462099075315
73,1.655859112739563,1.5298049449920654,2.2817444801330566,1.5971672534942627,1.638414740562439,1.572007656097412
74,1.610919713973999,1.5813944339752195,2.2890303134918213,1.5530537366867063,1.6822665929794312,1.5652539730072021
75,1.6321213245391846,1.5470271110534668,2.2497410774230957,1.579092025756836,1.6306512355804443,1.564322829246521
76,1.6868252754211426,1.5635977983474731,2.344541549682617,1.6278724670410156,1.6686427593231201,1.610997200012207
77,1.6450246572494511,1.5995018482208252,2.2944345474243164,1.5996073484420776,1.6798391342163086,1.5701682567596436
78,1.6293079853057861,1.5687834024429321,2.2816102504730225,1.5683414936065674,1.6609423160552979,1.5693707466125488
79,1.6302528381347656,1.560945987701416,2.2785892486572266,1.5757263898849487,1.6478313207626345,1.5767492055892944
80,1.63161301612854,1.5346508026123051,2.2593300342559814,1.5664410591125488,1.6341962814331057,1.5666937828063965
81,1.6211469173431396,1.5608274936676023,2.289767265319824,1.5693352222442627,1.651631236076355,1.5807759761810305
82,1.6352972984313965,1.5605030059814449,2.3279879093170166,1.5833863019943235,1.6641234159469604,1.6093523502349854
83,1.6407880783081057,1.5649470090866089,2.2967958450317383,1.5897626876831057,1.6601356267929075,1.603074073791504
84,1.658501148223877,1.5456191301345823,2.247183322906494,1.614502191543579,1.6501986980438232,1.5708749294281006
85,1.631591796875,1.5671581029891968,2.3108134269714355,1.5875945091247559,1.6814132928848269,1.5927956104278564
86,1.6387393474578855,1.5302444696426392,2.2485334873199463,1.5955835580825806,1.6348885297775269,1.5766472816467283
87,1.6009260416030884,1.5369609594345093,2.281619071960449,1.5584608316421509,1.642366886138916,1.5792808532714844
88,1.6368134021759029,1.5787568092346191,2.2442450523376465,1.5808910131454468,1.6944842338562012,1.5715962648391724
89,1.6364439725875854,1.5549784898757937,2.2222976684570312,1.5733387470245361,1.6853615045547483,1.549730896949768
90,1.653238296508789,1.5590717792510986,2.2350339889526367,1.5943830013275146,1.6987656354904177,1.5660276412963867
91,1.6132858991622925,1.5429850816726685,2.294893503189087,1.5529816150665283,1.6867142915725708,1.5783560276031494
92,1.613661527633667,1.5271888971328735,2.257903575897217,1.5454014539718628,1.6699352264404297,1.5635707378387451
93,1.661141037940979,1.5494798421859741,2.283182144165039,1.574164628982544,1.6920897960662842,1.5759153366088867
94,1.6450914144515991,1.5592747926712036,2.3020548820495605,1.5482550859451294,1.6980476379394531,1.5885632038116455
95,1.5814214944839478,1.554019570350647,2.2027275562286377,1.502639889717102,1.7057220935821529,1.545041561126709
96,1.5820025205612185,1.552252173423767,2.1497747898101807,1.4981298446655271,1.6842182874679563,1.5212359428405762
97,1.6346672773361206,1.502302646636963,2.2343413829803467,1.5286803245544434,1.6242873668670654,1.5649702548980713
98,1.654456615447998,1.5276813507080078,2.2672128677368164,1.541876196861267,1.6588410139083862,1.584492564201355
99,1.6227118968963623,1.5156009197235107,2.178737163543701,1.5062458515167236,1.6257202625274658,1.5434223413467407
100,1.635574460029602,1.5615280866622925,2.193704605102539,1.5196559429168701,1.667789340019226,1.562607765197754
101,1.627009391784668,1.4957404136657717,2.2464869022369385,1.5017337799072266,1.5893844366073608,1.5788062810897827
102,1.6348572969436646,1.5118918418884275,2.272474765777588,1.5015132427215576,1.59786057472229,1.585717797279358
103,1.6812317371368408,1.5223878622055054,2.1768603324890137,1.5412156581878662,1.6001298427581787,1.5592657327651978
104,1.6391304731369019,1.5470249652862549,2.207199811935425,1.5003838539123535,1.6359291076660156,1.5806773900985718
105,1.6501669883728027,1.5603978633880615,2.2108192443847656,1.512681245803833,1.636348009109497,1.5844309329986572
106,1.681389331817627,1.5200928449630735,2.239138126373291,1.531072974205017,1.5907161235809326,1.5901694297790527
107,1.6259421110153198,1.5637907981872559,2.2695398330688477,1.4862183332443235,1.6388745307922363,1.6050969362258911
108,1.6413713693618774,1.57550048828125,2.1676290035247803,1.5021694898605351,1.6587384939193726,1.570342779159546
109,1.6407244205474854,1.5435285568237305,2.1538476943969727,1.4981818199157717,1.6156402826309204,1.5687222480773926
110,1.6587752103805542,1.5493136644363403,2.195681095123291,1.5162851810455322,1.6325050592422483,1.6026517152786257
111,1.6535738706588743,1.5384160280227661,2.217780590057373,1.5164289474487305,1.628874659538269,1.613645315170288
112,1.6312144994735718,1.5459351539611816,2.1792619228363037,1.4988642930984497,1.642930507659912,1.5925925970077517
113,1.6343790292739868,1.5253490209579468,2.2913637161254883,1.4914268255233765,1.627648115158081,1.6310348510742188
114,1.6377944946289062,1.55930495262146,2.197441339492798,1.4956719875335691,1.677435278892517,1.5955878496170044
115,1.6660585403442385,1.5351358652114868,2.2148733139038086,1.5222351551055908,1.6474730968475342,1.5962235927581787
116,1.6846246719360352,1.5293102264404297,2.2756507396698,1.535006046295166,1.6390165090560913,1.6204452514648438
117,1.650343894958496,1.5156145095825195,2.215324878692627,1.5071008205413818,1.6228264570236206,1.577506184577942
118,1.653315544128418,1.5220427513122559,2.253437042236328,1.5047953128814695,1.6241438388824463,1.6294591426849363
119,1.6696643829345703,1.4857065677642822,2.255358934402466,1.5171529054641724,1.5903003215789795,1.6153193712234497
120,1.6967748403549194,1.5111119747161863,2.214777946472168,1.5456351041793823,1.6236248016357422,1.598954200744629
121,1.6839525699615479,1.4964197874069214,2.313567638397217,1.5266880989074707,1.596287727355957,1.6246815919876099
122,1.6585307121276855,1.5614142417907717,2.200549602508545,1.527915120124817,1.6768085956573486,1.5823967456817627
123,1.676788330078125,1.5071587562561035,2.247821807861328,1.531424880027771,1.6218390464782717,1.5986485481262207
124,1.6881937980651855,1.5013583898544312,2.227908134460449,1.5491840839385986,1.6148041486740112,1.6026861667633057
125,1.6349455118179321,1.5469828844070437,2.2478549480438232,1.510898232460022,1.684248447418213,1.6067759990692139
126,1.6651629209518433,1.4862512350082395,2.257436037063598,1.535719633102417,1.5984809398651123,1.615182876586914
127,1.6501551866531372,1.5188215970993042,2.217454195022583,1.5359123945236206,1.669042944908142,1.5943621397018433
128,1.6486904621124268,1.483873724937439,2.236072301864624,1.5320451259613037,1.633579134941101,1.5990709066390991
129,1.632002353668213,1.5015813112258911,2.263704299926758,1.5144187211990356,1.6604278087615971,1.597702980041504
130,1.6097170114517212,1.4935978651046753,2.347664594650269,1.507497787475586,1.664684534072876,1.6130553483963013
131,1.6141788959503174,1.4729207754135132,2.35129714012146,1.5050468444824219,1.6514313220977783,1.6190277338027954
132,1.6269733905792236,1.453451156616211,2.22448992729187,1.5112147331237793,1.6340769529342651,1.5781047344207764
133,1.6742937564849854,1.4689726829528809,2.2398602962493896,1.535117268562317,1.6442363262176514,1.5765191316604614
134,1.6422255039215088,1.4750657081604004,2.220952272415161,1.5134578943252563,1.6522830724716189,1.5688445568084717
135,1.6162002086639404,1.430782437324524,2.327909231185913,1.4925220012664795,1.6098499298095703,1.603582501411438
136,1.6074645519256592,1.451850652694702,2.36639404296875,1.4984304904937744,1.631973385810852,1.6120686531066897
137,1.5859441757202148,1.4507163763046265,2.1796305179595947,1.4825854301452637,1.6328973770141602,1.5361303091049194
138,1.597442388534546,1.4768919944763184,2.1749022006988525,1.4845885038375854,1.6689079999923706,1.532882571220398
139,1.6385271549224854,1.4576574563980105,2.3124213218688965,1.5003962516784668,1.646250605583191,1.6072430610656738
140,1.6469029188156128,1.4604638814926147,2.3250532150268555,1.500722885131836,1.640120267868042,1.591071367263794
141,1.631224513053894,1.4268112182617188,2.227461099624634,1.4931411743164062,1.6080902814865112,1.5521811246871948
142,1.59284245967865,1.4254881143569946,2.172485828399658,1.4698625802993774,1.6210774183273315,1.5285431146621704
143,1.6131683588027954,1.4418094158172607,2.230128288269043,1.4748189449310305,1.6424494981765747,1.5612246990203855
144,1.6084461212158203,1.4249992370605469,2.3452396392822266,1.4760751724243164,1.6293771266937256,1.5806434154510498
145,1.6311269998550415,1.4163085222244265,2.1967532634735107,1.4941775798797607,1.6273672580718994,1.547330379486084
146,1.6149132251739502,1.4275867938995361,2.3447744846343994,1.491868257522583,1.630550742149353,1.5932612419128418
147,1.5952244997024536,1.4425477981567385,2.3354172706604004,1.4701985120773315,1.672260046005249,1.5692660808563232
148,1.5967342853546145,1.4301233291625977,2.251506090164185,1.4821043014526367,1.6606048345565796,1.544675588607788
149,1.6277377605438232,1.4241470098495483,2.2153851985931396,1.509178876876831,1.6465449333190918,1.5189714431762695
150,1.6001412868499756,1.4083775281906128,2.313136339187622,1.4752191305160522,1.6327234506607056,1.5580862760543823
151,1.6705472469329834,1.408177137374878,2.3666718006134033,1.527239441871643,1.6420462131500244,1.576128363609314
152,1.5893163681030271,1.419227957725525,2.2261962890625,1.4631962776184082,1.6534656286239624,1.5221259593963623
153,1.6128203868865971,1.4005374908447266,2.302250385284424,1.4804881811141968,1.6518375873565674,1.5391416549682615
154,1.6104111671447754,1.3882933855056765,2.289741277694702,1.4849475622177124,1.6309173107147217,1.5332645177841189
155,1.6057957410812378,1.3967512845993042,2.3327462673187256,1.4759541749954224,1.627771258354187,1.5466424226760864
156,1.624212384223938,1.399387001991272,2.261187791824341,1.4800889492034912,1.6339572668075562,1.5315158367156982
157,1.5968830585479736,1.389588713645935,2.364020347595215,1.4604240655899048,1.6036362648010254,1.5624363422393799
158,1.585750937461853,1.3824585676193235,2.3000340461730957,1.457495927810669,1.5963892936706543,1.5323467254638672
159,1.5867908000946045,1.3759853839874268,2.40272855758667,1.4585657119750977,1.5823192596435551,1.5760000944137569
160,1.5781223773956299,1.4000070095062256,2.2461097240448,1.4484134912490845,1.6126728057861328,1.5079944133758545
161,1.5899550914764404,1.3807337284088137,2.29226016998291,1.4563401937484741,1.5847196578979492,1.5193933248519895
162,1.576539158821106,1.3881385326385498,2.330861806869507,1.4433131217956543,1.6133073568344116,1.5305713415145874
163,1.5824908018112185,1.3725485801696775,2.2930986881256104,1.4496064186096191,1.5811042785644531,1.511234998703003
164,1.5571269989013672,1.3435882329940796,2.300283193588257,1.4242162704467771,1.5342252254486084,1.5183258056640625
165,1.5989296436309814,1.3416632413864136,2.289219856262207,1.4605298042297363,1.5587236881256104,1.5025608539581299
166,1.610681414604187,1.3251973390579224,2.225309371948242,1.463211178779602,1.5313661098480225,1.493167757987976
167,1.6250337362289429,1.350792407989502,2.3415279388427734,1.4678168296813965,1.5592135190963743,1.51890230178833
168,1.6056855916976929,1.327618956565857,2.254171371459961,1.4653728008270264,1.531895637512207,1.4763462543487549
169,1.6056402921676636,1.3249033689498901,2.2121052742004395,1.4571573734283447,1.5414139032363892,1.4575915336608891
170,1.6192348003387451,1.3254601955413818,2.3256139755249023,1.4642717838287354,1.5296030044555664,1.485771894454956
171,1.638016939163208,1.3242937326431274,2.237476348876953,1.4734336137771606,1.5458424091339111,1.455134391784668
172,1.5899536609649658,1.2905622720718384,2.315208673477173,1.4396607875823977,1.4863858222961426,1.463202953338623
173,1.5904412269592283,1.2950600385665894,2.275487184524536,1.442830204963684,1.4787851572036743,1.4624942541122437
174,1.5776584148406982,1.3129922151565552,2.19935941696167,1.4403178691864014,1.4913405179977417,1.4315119981765747
175,1.6167919635772705,1.3107541799545288,2.247764587402344,1.4637478590011597,1.478735327720642,1.4463857412338257
176,1.636322259902954,1.3179574012756348,2.2635698318481445,1.4785127639770508,1.477475881576538,1.4503724575042725
177,1.56574285030365,1.3199483156204224,2.270512580871582,1.4286974668502808,1.4566371440887451,1.4527239799499512
178,1.6113471984863281,1.3421810865402222,2.2275710105895996,1.4599943161010742,1.4824247360229492,1.4421950578689575
179,1.6473382711410522,1.3837038278579712,2.233692169189453,1.4883822202682495,1.5278264284133911,1.4335346221923828
180,1.5871386528015137,1.3379836082458496,2.1882498264312744,1.46123206615448,1.4564307928085327,1.4308937788009644
181,1.5794490575790403,1.3665530681610107,2.2614777088165283,1.4584202766418457,1.4783060550689695,1.4483472108840942
182,1.5595859289169312,1.3885047435760498,2.217616319656372,1.4525808095932011,1.4995330572128296,1.4531092643737793
183,1.5671632289886477,1.3441461324691772,2.224153518676758,1.462660551071167,1.4523050785064695,1.4466283321380615
184,1.5993821620941162,1.3942581415176392,2.1660726070404053,1.5022754669189449,1.4944818019866943,1.4466155767440796
185,1.5675585269927979,1.3876456022262569,2.255537271499634,1.4855682849884029,1.4829444885253906,1.470638632774353
186,1.575455665588379,1.3877153396606443,2.177537441253662,1.4849748611450195,1.4833039045333862,1.4615271091461182
187,1.5690104961395264,1.3598703145980835,2.2552990913391113,1.489695429801941,1.4454936981201172,1.488930344581604
188,1.5441455841064449,1.3735657930374146,2.2463200092315674,1.4743512868881226,1.4651410579681396,1.4953863620758057
189,1.5680949687957764,1.368959903717041,2.1316826343536377,1.486217737197876,1.4561502933502195,1.4638707637786863
190,1.5785067081451416,1.3791865110397339,2.266080617904663,1.4890083074569702,1.4720864295959473,1.5181509256362915
191,1.536142110824585,1.363259196281433,2.193045139312744,1.456610918045044,1.4435160160064695,1.485551118850708
192,1.5638271570205688,1.361180305480957,2.168410062789917,1.4756450653076172,1.4537265300750732,1.4923635721206665
193,1.546607494354248,1.3788336515426636,2.166635036468506,1.4672333002090454,1.465526819229126,1.4842822551727295
194,1.5605307817459106,1.3767759799957275,2.1775076389312744,1.4701519012451172,1.464065670967102,1.5001170635223389
195,1.5238524675369265,1.379928469657898,2.213731288909912,1.439585566520691,1.4621309041976929,1.5289907455444336
196,1.4934319257736206,1.3962209224700928,2.1759536266326904,1.4248497486114502,1.4831095933914185,1.4995639324188232
197,1.4762977361679075,1.412230134010315,2.1403121948242188,1.4095121622085571,1.492203712463379,1.4834786653518677
198,1.4840418100357056,1.3991934061050415,2.162071704864502,1.4076168537139893,1.4730652570724487,1.4946409463882446
199,1.461095929145813,1.4599090814590454,2.1218440532684326,1.3831417560577393,1.5903515815734863,1.4759929180145264
200,1.4775292873382568,1.4556429386138916,2.1617770195007324,1.4092315435409546,1.535722255706787,1.494652271270752
201,1.4736201763153076,1.4630990028381348,2.124993324279785,1.4074677228927612,1.5268127918243408,1.488417625427246
202,1.4635733366012569,1.461519718170166,2.2134227752685547,1.4140557050704956,1.5162193775177002,1.5357948541641235
203,1.448644757270813,1.4483611583709717,2.2103686332702637,1.3969671726226809,1.5192861557006836,1.5436203479766846
204,1.429513454437256,1.4482145309448242,2.1950368881225586,1.3883187770843506,1.532205581665039,1.5521795749664309
205,1.4140591621398926,1.4676415920257568,2.1971592903137207,1.3850483894348145,1.5623539686203003,1.561234951019287
206,1.4223541021347046,1.4626274108886719,2.125615119934082,1.382183313369751,1.554100751876831,1.5354900360107422
207,1.4173556566238403,1.4793701171875,2.144874095916748,1.3766065835952759,1.5774186849594116,1.5616239309310913
208,1.419477939605713,1.468351125717163,2.165210723876953,1.3734979629516602,1.5756144523620603,1.5645577907562256
209,1.429479718208313,1.4625756740570068,2.2241528034210205,1.3814051151275637,1.5890183448791504,1.6155064105987549
210,1.4097784757614136,1.4718061685562134,2.145383358001709,1.3668577671051023,1.5889434814453125,1.5918021202087402
211,1.4016852378845217,1.4472111463546753,2.1889078617095947,1.3634350299835205,1.5638314485549931,1.6021891832351685
212,1.423129916191101,1.458860158920288,2.164949417114258,1.3875941038131714,1.5826683044433594,1.6030815839767456
213,1.4060288667678833,1.4461272954940796,2.116666316986084,1.367806911468506,1.5755279064178471,1.5632598400115971
214,1.415563941001892,1.4840275049209597,2.1470346450805664,1.3711308240890503,1.6108825206756592,1.5878249406814575
215,1.3862184286117554,1.4856765270233154,2.1301333904266357,1.3554859161376949,1.630892276763916,1.5830624103546145
216,1.4249162673950195,1.4616369009017944,2.0995798110961914,1.3761374950408936,1.5931600332260132,1.558483600616455
217,1.4004807472229004,1.4632151126861572,2.112953186035156,1.3513357639312744,1.5816274881362915,1.5660297870635986
218,1.4015074968338013,1.451122522354126,2.2218289375305176,1.3501546382904053,1.576653242111206,1.6174653768539429
219,1.42452073097229,1.4485902786254885,2.121248245239258,1.3614356517791748,1.5491340160369873,1.5732452869415283
220,1.4058061838150024,1.4743657112121582,2.133601427078247,1.343717098236084,1.5703455209732056,1.5839301347732544
221,1.4188950061798096,1.4513943195343018,2.13535475730896,1.3424888849258425,1.5337759256362915,1.588468313217163
222,1.3826216459274292,1.4673086404800415,2.108259439468384,1.3172575235366821,1.5406101942062378,1.587537169456482
223,1.4141931533813477,1.4714598655700684,2.1040146350860596,1.336635708808899,1.5594429969787598,1.593179702758789
224,1.3775131702423096,1.463759183883667,2.124332904815674,1.3088346719741821,1.556011438369751,1.5992435216903689
225,1.4030805826187134,1.4475717544555664,2.160053253173828,1.317897081375122,1.5517792701721191,1.6199555397033691
226,1.3954061269760132,1.4343736171722412,2.1456990242004395,1.3117578029632568,1.559248924255371,1.6250051259994511
227,1.3833926916122437,1.453803300857544,2.0870981216430664,1.301783800125122,1.5885506868362431,1.5930752754211426
228,1.3686034679412842,1.415045142173767,2.1138179302215576,1.2829067707061768,1.5553112030029297,1.6114741563796997
229,1.3659827709197998,1.4142887592315674,2.113455295562744,1.2774628400802612,1.5648493766784668,1.621758222579956
230,1.3559800386428833,1.405975341796875,2.110713481903076,1.2560193538665771,1.5838669538497925,1.6108829975128174
231,1.3769450187683103,1.3881006240844729,2.1581523418426514,1.2578766345977783,1.5890203714370728,1.6501350402832031
232,1.3989408016204834,1.4095356464385986,2.182277202606201,1.264295220375061,1.6164295673370361,1.6693198680877686
233,1.3818187713623051,1.3699135780334473,2.0880649089813232,1.245924711227417,1.5868322849273682,1.6100361347198486
234,1.3845850229263306,1.3862770795822144,2.1445462703704834,1.2418142557144165,1.6145031452178955,1.645848035812378
235,1.44443678855896,1.3614907264709473,2.177212953567505,1.2716407775878906,1.566652774810791,1.6411869525909424
236,1.4003087282180786,1.3510431051254272,2.0404012203216553,1.2420876026153564,1.5964524745941162,1.5665230751037598
237,1.423188328742981,1.3585060834884644,2.0662314891815186,1.2490030527114868,1.5986777544021606,1.5841405391693115
238,1.3941572904586792,1.342599630355835,2.1056876182556152,1.2249243259429932,1.5939478874206543,1.5965790748596191
239,1.3928741216659546,1.331228733062744,2.1336421966552734,1.2248175144195557,1.585174322128296,1.604996919631958
240,1.4323657751083374,1.3541443347930908,2.087912082672119,1.2448115348815918,1.635770320892334,1.5707732439041138
241,1.417621374130249,1.3260446786880489,2.100294351577759,1.2423077821731567,1.5899250507354736,1.5700101852416992
242,1.4010266065597534,1.335494875907898,2.084296226501465,1.24714195728302,1.6346757411956787,1.5664379596710205
243,1.3872489929199219,1.3393433094024658,2.258195161819458,1.2498180866241455,1.6569085121154783,1.6276665925979614
244,1.3863670825958252,1.3109184503555298,2.144951581954956,1.2520475387573242,1.6407787799835205,1.5870966911315918
