step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed1-rollout_corr/rollout_probs_diff_p99_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed0-rollout_corr/rollout_probs_diff_p99_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5_alpha_shuffled_seed42-rollout_corr/rollout_probs_diff_p99_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed1-rollout_corr/rollout_probs_diff_p99_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed0-rollout_corr/rollout_probs_diff_p99_step,deepseek1.5b_sync_8gpu_matched_alpha_3.10e-6_seed42-rollout_corr/rollout_probs_diff_p99_step
152,0.030967287719249725,0.034846313297748566,0.03069460391998291,0.03333190828561783,0.031008675694465637,0.03131921589374542
153,0.030967414379119873,0.035272568464279175,0.030638813972473145,0.03366813063621521,0.0310555100440979,0.03133554011583328
154,0.030989058315753937,0.035106152296066284,0.03066803514957428,0.03358624875545502,0.031014621257781982,0.031497396528720856
155,0.030966758728027344,0.034379422664642334,0.03065786510705948,0.03402885049581528,0.030994191765785217,0.031454235315322876
156,0.031006723642349243,0.03446847200393677,0.030674271285533905,0.03353768587112427,0.031026452779769897,0.031588852405548096
157,0.03098568320274353,0.035333529114723206,0.030647575855255127,0.03437769412994385,0.03102773427963257,0.03157545626163483
158,0.030998259782791138,0.03474952280521393,0.03068304806947708,0.03362853825092316,0.03101925551891327,0.03190828859806061
159,0.03100709617137909,0.034901395440101624,0.030673205852508545,0.03387361764907837,0.03103665262460709,0.03183811902999878
160,0.030995525419712067,0.034870147705078125,0.030665919184684753,0.0343530997633934,0.03107389807701111,0.032048262655735016
161,0.03105495125055313,0.03513115644454956,0.030676141381263733,0.03437012434005737,0.03107309341430664,0.0319557785987854
162,0.030992157757282257,0.03529500961303711,0.03070337325334549,0.03432151675224304,0.03115127980709076,0.0320955365896225
163,0.030980288982391357,0.03593301773071289,0.030671164393424988,0.03420518338680267,0.031117349863052368,0.03251446783542633
164,0.03098200261592865,0.03597211837768555,0.03069150447845459,0.0343778133392334,0.031068772077560425,0.03236031532287598
165,0.0310203954577446,0.03771189600229263,0.03066821396350861,0.03416308015584946,0.03112451732158661,0.03284728527069092
166,0.030993103981018063,0.03729591518640518,0.03063148260116577,0.03379717469215393,0.03115198016166687,0.03282821923494339
167,0.03106275200843811,0.03839367628097534,0.03068055957555771,0.03437817096710205,0.0311775803565979,0.03238421678543091
168,0.031003296375274655,0.039028994739055634,0.030670419335365295,0.03378358483314514,0.03119497746229172,0.03303655982017517
169,0.03102795034646988,0.039120763540267944,0.03064364194869995,0.0344119593501091,0.03118973970413208,0.03372985124588013
170,0.03101889044046402,0.04027359560132027,0.030676648020744324,0.03437478840351105,0.0311746746301651,0.03409995138645172
171,0.03099164366722107,0.04027789831161499,0.0306398868560791,0.03426828980445862,0.03119790554046631,0.03351634740829468
172,0.030988693237304688,0.04029494524002075,0.030657649040222168,0.034377872943878174,0.031204715371131897,0.034013018012046814
173,0.03097289800643921,0.04027479887008667,0.030670106410980225,0.034391939640045166,0.031176745891571045,0.03426286578178406
174,0.03097948431968689,0.04027348756790161,0.030643358826637268,0.03450489044189453,0.031188905239105225,0.03405827283859253
175,0.03103065490722656,0.0402754545211792,0.030633211135864254,0.03448939323425293,0.03120952844619751,0.03402543067932129
176,0.031043171882629395,0.04028207063674927,0.030647218227386475,0.03447685390710831,0.03120899200439453,0.03437536954879761
177,0.031001955270767212,0.04028330743312836,0.030650921165943142,0.03447303920984268,0.03120940923690796,0.03391893208026886
178,0.03102239966392517,0.040274083614349365,0.03060571849346161,0.034388184547424316,0.03120899200439453,0.033118754625320435
179,0.031053736805915833,0.04027436673641205,0.030648551881313324,0.03450767695903778,0.03128352016210556,0.033742114901542664
180,0.031028449535369873,0.0402754545211792,0.030643992125988007,0.034376561641693115,0.031232044100761417,0.033626675605773926
181,0.03106981515884399,0.04026283696293831,0.030664503574371334,0.034359999001026154,0.03123950958251953,0.03349533677101135
182,0.03106817603111267,0.04024322330951691,0.030668146908283234,0.034763187170028687,0.03125151991844177,0.03323519974946976
183,0.031142525374889377,0.0402754545211792,0.03063921630382538,0.03468707203865051,0.03144890069961548,0.0326390266418457
184,0.03114340454339981,0.03980603069067001,0.03060847520828247,0.03443169593811035,0.03137272596359253,0.032918721437454224
185,0.03112094849348068,0.040275514125823975,0.03065701574087143,0.034377992153167725,0.031406402587890625,0.03288578987121582
186,0.03115320205688477,0.04027515649795532,0.030658364295959473,0.03437846899032593,0.031476765871047974,0.03249487280845642
187,0.031129181385040283,0.0402754545211792,0.030665919184684753,0.0343971848487854,0.03154940903186798,0.032149285078048706
188,0.03113832324743271,0.04027509689331055,0.030647486448287964,0.03500810265541077,0.031534343957901,0.0319710373878479
189,0.03112813830375671,0.04031988978385925,0.030650079250335693,0.03440980613231659,0.031595826148986816,0.03182932734489441
190,0.031167127192020416,0.0402754545211792,0.03068556636571884,0.03483891487121582,0.031704649329185486,0.031551480293273926
191,0.031180977821350098,0.04016652703285217,0.030665338039398193,0.035211458802223206,0.031419843435287476,0.031442396342754364
192,0.031186923384666443,0.040275514125823975,0.03067082166671753,0.03477410972118378,0.03187768906354904,0.03134274482727051
193,0.03121472150087357,0.04027107357978821,0.030699387192726135,0.03596682846546173,0.03170343488454819,0.03140869736671448
194,0.03120887279510498,0.040273070335388184,0.030663490295410156,0.03544282913208008,0.031600773334503174,0.03124593198299408
195,0.031242117285728455,0.0402752161026001,0.030705899000167847,0.03654493764042854,0.031930506229400635,0.03125731647014618
196,0.031245112419128414,0.03899417817592621,0.030652940273284912,0.036872971802949905,0.03152424842119217,0.03130083531141281
197,0.031245708465576172,0.03875255584716797,0.030713319778442383,0.03696578741073608,0.03161501884460449,0.03142525255680084
198,0.031212717294692993,0.038729071617126465,0.03069174289703369,0.0370040237903595,0.03133488446474075,0.03143182396888733
199,0.03141301870346069,0.03835901618003845,0.03069908916950226,0.03849035128951073,0.03171193599700928,0.03149336576461792
200,0.031246371567249295,0.037171460688114166,0.03069869428873062,0.03873175382614136,0.03139781951904297,0.03146285563707352
201,0.031292855739593506,0.03667179495096207,0.030656374990940097,0.037796370685100555,0.03130539506673813,0.03153250366449356
202,0.03132355213165283,0.03652084618806839,0.030717432498931885,0.037453293800354,0.03136023133993149,0.03152436763048172
203,0.03148913383483887,0.036293208599090576,0.03070107102394104,0.03868117183446884,0.031392902135849,0.031377822160720825
204,0.031357765197753906,0.03620940446853638,0.030712053179740902,0.03919962793588638,0.031245186924934387,0.0312834158539772
205,0.03127925097942352,0.03682197630405426,0.03072789311408997,0.03855825960636139,0.031229570508003235,0.0312463641166687
206,0.03130504488945007,0.036843061447143555,0.030743777751922607,0.04027031362056732,0.03123420476913452,0.031227022409439087
207,0.03126257658004761,0.03481370210647583,0.03071105480194092,0.04008648917078972,0.03120654821395874,0.03119903802871704
208,0.03137882798910141,0.035643450915813446,0.03074890375137329,0.03995116055011749,0.03120914101600647,0.031190484762191772
209,0.031234271824359897,0.03618755936622619,0.03074544668197632,0.03957395255565643,0.03119891881942749,0.031191512942314148
210,0.031209468841552734,0.035247862339019775,0.030717425048351288,0.03988689184188843,0.03120902180671692,0.031175076961517337
211,0.031208574771881104,0.03575807809829712,0.030708007514476776,0.038989126682281494,0.0312005877494812,0.031134217977523804
212,0.031236939132213593,0.03537803888320923,0.030717693269252777,0.03869786858558655,0.031176000833511353,0.031194336712360386
213,0.031209878623485565,0.036894842982292175,0.03070715069770813,0.03786563873291016,0.0311991348862648,0.031185418367385864
214,0.031209349632263184,0.035837531089782715,0.03068460524082184,0.037471503019332886,0.03118818998336792,0.031171545386314392
215,0.03120814263820648,0.035537585616111755,0.03072948008775711,0.03818976879119873,0.031183838844299316,0.031210482120513916
216,0.031226933002471924,0.03550752252340317,0.030726470053195953,0.039121076464653015,0.03120163083076477,0.031209051609039307
217,0.031238019466400143,0.03555591404438019,0.030744455754756927,0.038846246898174286,0.031203389167785645,0.031207896769046783
218,0.031285665929317474,0.03575599938631058,0.030727028846740723,0.03860637545585632,0.031208813190460205,0.03120817244052887
219,0.03135301172733307,0.036514878273010254,0.030725345015525814,0.03837474063038826,0.031230829656124115,0.03120863437652588
220,0.03128892183303833,0.03578300029039383,0.030726909637451172,0.040013134479522705,0.031210005283355713,0.031208783388137817
221,0.031271398067474365,0.03610910475254059,0.030718624591827393,0.03881174325942993,0.031214997172355652,0.031202644109725952
222,0.03175884485244751,0.03667506575584411,0.03074425458908081,0.04027339071035385,0.03130308538675308,0.031199276447296143
223,0.03170508146286011,0.035909503698349,0.030701592564582825,0.04026974737644195,0.03124415874481201,0.0312020406126976
224,0.03155297040939331,0.03678321838378906,0.03079218417406082,0.03967443108558655,0.031236454844474792,0.031202971935272217
225,0.03207167983055115,0.037052251398563385,0.030799269676208496,0.0402790904045105,0.031215965747833252,0.031202256679534912
226,0.03173463046550751,0.03692208230495453,0.030756831169128414,0.0402754545211792,0.031183570623397827,0.031169965863227844
227,0.031660616397857666,0.03787602484226227,0.030706048011779785,0.04027378559112549,0.031207621097564697,0.03115350753068924
228,0.03191358596086502,0.039371609687805176,0.030744269490242004,0.0402754545211792,0.031208187341690063,0.031121186912059784
229,0.03204406052827835,0.038837581872940063,0.03073480725288391,0.040275514125823975,0.031166672706604004,0.03113383799791336
230,0.03193195164203644,0.04019045829772949,0.030746877193450928,0.040279027074575424,0.03116030991077423,0.03112509846687317
231,0.031880855560302734,0.0402754545211792,0.030766397714614868,0.04095810651779175,0.031123049557209015,0.0311434268951416
232,0.03171112388372421,0.040276169776916504,0.03077130764722824,0.0403258204460144,0.031168684363365173,0.031155765056610107
233,0.031594157218933105,0.041488587856292725,0.030783429741859436,0.041120678186416626,0.03114156424999237,0.03112238645553589
234,0.03188216686248779,0.04086211323738098,0.030838072299957275,0.041192375123500824,0.03109133243560791,0.03115639835596085
235,0.03184506297111511,0.042501240968704224,0.030791521072387695,0.04230862855911255,0.031086675822734833,0.03117893636226654
236,0.03158804774284363,0.04261711239814758,0.03073038160800934,0.040957480669021606,0.03107261657714844,0.031165897846221924
