step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/r_ctrl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1e-5-actor/r_ctrl_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr7.5e-6-actor/r_ctrl_step
230,0.0145356137634688,0.020331658807937136,0.0181092236063694
231,0.017255238866204947,0.022235026126029855,0.0181092236063694
232,0.01,0.022235026126029855,0.01
233,0.010938504505135367,0.022235026126029855,0.012642793939501394
234,0.01130487197725914,0.022235026126029855,0.015308889917963218
235,0.01,0.022235026126029855,0.015308889917963218
236,0.01,0.022235026126029855,0.015308889917963218
237,0.01,0.01800357906191971,0.010953322410095504
238,0.01,0.020119302593974785,0.01313110616402936
239,0.01,0.020119302593974785,0.01313110616402936
240,0.01,0.020119302593974785,0.01313110616402936
241,0.01,0.020119302593974785,0.01313110616402936
242,0.01,0.020119302593974785,0.013624119237661445
243,0.01,0.020119302593974785,0.013624119237661445
244,0.01,0.020119302593974785,0.013624119237661445
245,0.01,0.020119302593974785,0.015339419300344943
246,0.01,0.02017932665416887,0.016631347709968575
247,0.01,0.01,0.01
248,0.0103164498914005,0.014354137306027175,0.011117021332810968
249,0.0103164498914005,0.01,0.011117021332810968
250,0.01,0.01,0.01
251,0.01,0.011794052842805672,0.01
252,0.01,0.01369170263393133,0.01
253,0.011384088672826306,0.01369170263393133,0.012540967459120186
254,0.011384088672826306,0.014257623392259769,0.012540967459120186
255,0.011384088672826306,0.016336744952326662,0.013628707261289315
256,0.013056113007396656,0.016336744952326662,0.01
257,0.013056113007396656,0.016336744952326662,0.013924143754957022
258,0.013056113007396656,0.016336744952326662,0.017356787330922958
259,0.01,0.016336744952326662,0.01
260,0.01,0.016642696789360402,0.01082402280359841
261,0.01,0.016402357395465826,0.013026365697930833
262,0.01,0.016522527092413114,0.013026365697930833
263,0.01,0.01,0.01314848495832929
264,0.01,0.010446496905037137,0.01314848495832929
265,0.01,0.010446496905037137,0.015647211094637334
266,0.01,0.013398813200323318,0.017534919913109084
267,0.01,0.014068080109940977,0.017534919913109084
268,0.01,0.01,0.017534919913109084
269,0.01,0.01,0.018924679265782555
270,0.01,0.01,0.018924679265782555
271,0.01,0.01,0.018924679265782555
272,0.01,0.01,0.018924679265782555
273,0.01,0.01,0.01
274,0.01,0.01,0.011241056151501708
275,0.01,0.01,0.011241056151501708
276,0.01,0.01,0.011241056151501708
277,0.01,0.01,0.01
278,0.01,0.01089319640422826,0.01
279,0.01,0.012011473208781072,0.01
280,0.011394835986849252,0.012452617019205334,0.01
281,0.012330191293491707,0.012452617019205334,0.01
282,0.011792359071913812,0.012452617019205334,0.01
283,0.012540362495886193,0.01889044052386313,0.01
284,0.012540362495886193,0.01889044052386313,0.01
285,0.012540362495886193,0.01932161203403609,0.01
286,0.012540362495886193,0.01,0.01
287,0.012540362495886193,0.01098268530738534,0.01
288,0.013131927774498968,0.01098268530738534,0.01
289,0.01,0.01098268530738534,0.011972175230061822
290,0.01,0.01098268530738534,0.01
291,0.01,0.011955489804537672,0.01
292,0.01,0.011955489804537672,0.01
293,0.01,0.01,0.01030905574134943
294,0.01,0.011157895194699195,0.01030905574134943
295,0.01,0.011157895194699195,0.010933246863661492
296,0.01,0.011157895194699195,0.010933246863661492
297,0.01,0.011157895194699195,0.01
298,0.01,0.011157895194699195,0.01
299,0.010850156111084516,0.011157895194699195,0.01
300,0.010850156111084516,0.011157895194699195,0.01
