step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1.25e-5-actor/grad_norm_post_clip_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr1e-5-actor/grad_norm_post_clip_step,deepseek1.5b_sync_8gpu_sigfrac_cfixed_lr7.5e-6-actor/grad_norm_post_clip_step
68,0.04070264846086502,0.04243842139840126,0.04064539819955826
69,0.03875087574124336,0.03857618197798729,0.03871960937976837
70,0.041252825409173965,0.03888485208153725,0.03963272273540497
71,0.04016657918691635,0.039962247014045715,0.03925066441297531
72,0.038700226694345474,0.040573108941316605,0.04161067306995392
73,0.043928440660238266,0.04132721945643425,0.04272716864943504
74,0.039621081203222275,0.04148146137595177,0.03983603045344353
75,0.041746024042367935,0.04125693812966347,0.04082571715116501
76,0.04170358180999756,0.042498696595430374,0.04210905358195305
77,0.03870611265301704,0.0401235930621624,0.03835228085517883
78,0.04190060496330261,0.03910398483276367,0.03957530111074448
79,0.04234004765748978,0.04078065976500511,0.04276568070054054
80,0.04392899200320244,0.04517022892832756,0.04289436712861061
81,0.04279215261340141,0.0450986847281456,0.04168695583939552
82,0.042802728712558746,0.04220140352845192,0.04030759260058403
83,0.04065048322081566,0.042169857770204544,0.03970976918935776
84,0.0386526957154274,0.04452196881175041,0.04246935248374939
85,0.03944143280386925,0.03989193961024285,0.03918686881661415
86,0.03991704434156418,0.0408770889043808,0.03919506072998047
87,0.03909454494714737,0.04067540168762207,0.04033873230218887
88,0.040426913648843765,0.04149775207042694,0.04107016697525978
89,0.04012765735387802,0.03873785212635994,0.03881906718015671
90,0.038340575993061066,0.03991007432341576,0.04008753225207329
91,0.039835695177316666,0.04200417920947075,0.041162870824337006
92,0.03651006519794464,0.03854009136557579,0.03798621520400047
93,0.04032390937209129,0.04236498475074768,0.040381159633398056
94,0.039680950343608856,0.038911089301109314,0.03972572833299637
95,0.041989631950855255,0.04290536791086197,0.04237488657236099
96,0.03814543038606644,0.04201629012823105,0.03877655044198036
97,0.03934323042631149,0.041003789752721786,0.04055902734398842
98,0.04119972884654999,0.04171532765030861,0.039676401764154434
99,0.04073289781808853,0.041238851845264435,0.03895062580704689
100,0.03918984904885292,0.03973475098609924,0.04058126732707024
101,0.03732789307832718,0.039934080094099045,0.03980863094329834
102,0.03761766105890274,0.04047179967164993,0.03921166807413101
103,0.039221443235874176,0.04235563054680824,0.03967013210058212
104,0.03971152380108833,0.04031050205230713,0.03850362449884415
105,0.04063409939408302,0.044997040182352066,0.04486275091767311
106,0.03586999326944351,0.04077423736453056,0.04090794548392296
107,0.03642633184790611,0.03909894451498985,0.04009608551859856
108,0.03643215447664261,0.03901657462120056,0.039714109152555466
109,0.03680151328444481,0.03910539299249649,0.03748089447617531
110,0.03705551102757454,0.03869333490729332,0.03865530341863632
111,0.04016661271452904,0.04044536501169205,0.04219735041260719
112,0.03579268977046013,0.03938020393252373,0.04016497731208801
113,0.03841180354356766,0.03921173885464668,0.0413280688226223
114,0.037200335413217545,0.03939666599035263,0.03811122104525566
115,0.03502512723207474,0.03970734030008316,0.03959894925355911
116,0.035662248730659485,0.03901734948158264,0.03950631991028786
117,0.03742751106619835,0.0413988009095192,0.03935842216014862
118,0.03578455373644829,0.040651194751262665,0.038941897451877594
119,0.036881301552057266,0.039130669087171555,0.041517406702041626
120,0.03736348822712898,0.04160425066947937,0.03973419964313507
121,0.0376809723675251,0.04162853956222534,0.04056238755583763
122,0.03518807888031006,0.039774246513843536,0.03682123124599457
123,0.035148803144693375,0.03822935372591019,0.040889471769332886
124,0.03607288375496864,0.03861021250486374,0.0387263186275959
125,0.0363815501332283,0.040118034929037094,0.041324056684970856
126,0.03786275535821915,0.04279068857431412,0.042671795934438705
127,0.03701823577284813,0.04264668747782707,0.04210321977734566
128,0.03627242147922516,0.04130706191062927,0.04149475693702698
129,0.036135803908109665,0.04153330251574516,0.04262160509824753
130,0.036149222403764725,0.03823356702923775,0.03934633731842041
131,0.036481697112321854,0.03852982446551323,0.03853883221745491
132,0.03600328415632248,0.040030140429735184,0.0396442636847496
133,0.03526061028242111,0.03906628489494324,0.038089826703071594
134,0.03811868280172348,0.03850118815898895,0.04227660968899727
135,0.03751493990421295,0.03895056992769241,0.038729678839445114
136,0.03691035509109497,0.03981008380651474,0.040407516062259674
137,0.03747110068798065,0.038973625749349594,0.04074980318546295
138,0.03647894784808159,0.04088759049773216,0.041637469083070755
139,0.036624643951654434,0.04099290817975998,0.03819608688354492
140,0.0375109501183033,0.03971207141876221,0.04171016812324524
141,0.036499399691820145,0.039388738572597504,0.041158732026815414
142,0.03469233587384224,0.03888511285185814,0.03833111375570297
143,0.033909618854522705,0.03969496861100197,0.0389973409473896
144,0.03912412375211716,0.04266900569200516,0.04003830999135971
145,0.038772083818912506,0.04048779606819153,0.04019257798790932
146,0.03883408010005951,0.03856628388166427,0.04093964770436287
147,0.03764565661549568,0.04091501981019974,0.038707997649908066
148,0.03717753291130066,0.04181985184550285,0.04155442491173744
149,0.03715309500694275,0.038151830434799194,0.04127131775021553
150,0.040333472192287445,0.039246734231710434,0.0407768078148365
151,0.03800184652209282,0.03949619457125664,0.037575531750917435
152,0.036621179431676865,0.04118586331605911,0.04031031206250191
153,0.03926711902022362,0.03844623640179634,0.03914650157094002
154,0.034390464425086975,0.04070517048239708,0.040495436638593674
155,0.03868856281042099,0.03932025656104088,0.04103126376867294
156,0.0381447896361351,0.04021073877811432,0.04158768802881241
157,0.03880760818719864,0.03820573911070824,0.04095205292105675
158,0.03783724829554558,0.04043610021471977,0.04114814847707749
159,0.03709029778838158,0.03981473296880722,0.04028936102986336
160,0.037792354822158813,0.03899386152625084,0.0385059118270874
161,0.03828786313533783,0.04091685637831688,0.03782688453793526
162,0.03926746174693107,0.039710067212581635,0.03951852396130562
163,0.038511279970407486,0.03676728531718254,0.03980426862835884
164,0.0390101820230484,0.037238311022520065,0.03879960626363754
165,0.03983903303742409,0.042311422526836395,0.03825295716524124
166,0.037615325301885605,0.03865276277065277,0.039925117045640945
167,0.037877049297094345,0.039328984916210175,0.03956814110279083
168,0.04024867340922356,0.039501484483480453,0.03925468027591705
169,0.04089897125959397,0.03712007403373718,0.038466937839984894
170,0.03990844637155533,0.037213150411844254,0.04048040509223938
171,0.035995639860630035,0.04024798050522804,0.03741014748811722
172,0.036031268537044525,0.037877172231674194,0.039444699883461
173,0.038345154374837875,0.040465038269758224,0.04108136519789696
174,0.038012612611055374,0.03739243745803833,0.042631845921278
175,0.03889922797679901,0.03951835259795189,0.03887125104665756
176,0.03711778298020363,0.03761013224720955,0.03850171342492104
177,0.03752385452389717,0.04015830531716347,0.040930911898612976
178,0.03571111336350441,0.037134069949388504,0.037935178726911545
179,0.03791336715221405,0.04062587395310402,0.038864072412252426
180,0.039662040770053864,0.037436336278915405,0.038807693868875504
181,0.03717181831598282,0.03974459692835808,0.03870011866092682
182,0.037116363644599915,0.04042232409119606,0.03833277150988579
183,0.03703968971967697,0.03627770021557808,0.038415614515542984
184,0.03860185295343399,0.0383739173412323,0.0386829786002636
185,0.036706194281578064,0.03991377353668213,0.04028664156794548
186,0.039413932710886,0.039935093373060226,0.038070451468229294
187,0.03702039271593094,0.03954952210187912,0.03885452076792717
188,0.03833491355180741,0.03854679688811302,0.04005620628595352
189,0.038244228810071945,0.04194553568959236,0.03759058192372322
190,0.038449726998806,0.038287967443466187,0.039376210421323776
191,0.03714348003268242,0.03609289601445198,0.038256920874118805
192,0.03840284049510956,0.03989638388156891,0.03767011314630509
193,0.03844268247485161,0.03908442705869675,0.04057058319449425
194,0.034721214324235916,0.03499267250299454,0.03587833046913147
195,0.03786016628146171,0.040281087160110474,0.03814687952399254
196,0.03970694914460182,0.038183704018592834,0.03768552467226982
197,0.03700099512934685,0.03807109221816063,0.03992201015353203
198,0.04011267051100731,0.037765901535749435,0.038451120257377625
199,0.03965696319937706,0.03985404595732689,0.03903256356716156
200,0.03891796991229057,0.04169242084026337,0.038956135511398315
201,0.037334144115448,0.03734830394387245,0.03954745829105377
202,0.03931175172328949,0.03878013417124748,0.039029818028211594
203,0.03436567261815071,0.03848704323172569,0.03801116347312927
204,0.037897925823926926,0.03961843252182007,0.04077550768852234
205,0.038754768669605255,0.04024069011211395,0.03885259851813316
206,0.0347941629588604,0.03956341743469238,0.03865492343902588
207,0.036684613674879074,0.03656407818198204,0.04026200249791145
208,0.038826510310173035,0.036903467029333115,0.04033017158508301
209,0.03821898251771927,0.03805677220225334,0.04100961983203888
210,0.036784976720809937,0.039909351617097855,0.04061641916632652
211,0.037824954837560654,0.03772576525807381,0.04076029732823372
212,0.04051391780376434,0.0400887131690979,0.03903757780790329
213,0.03886903449892998,0.03911745548248291,0.03710230439901352
214,0.03944750130176544,0.033889882266521454,0.03661918267607689
215,0.03870900347828865,0.037361714988946915,0.04213358089327812
216,0.03967217355966568,0.04034249484539032,0.039056528359651566
217,0.04052656143903732,0.03928555175662041,0.03811100870370865
218,0.03872416540980339,0.03631904348731041,0.03918805345892906
219,0.042210329324007034,0.03977535665035248,0.03853034228086472
220,0.04191765561699867,0.035219963639974594,0.03897545486688614
221,0.04072096571326256,0.03606665134429931,0.03911587595939636
222,0.040312159806489944,0.03830000013113022,0.037534892559051514
223,0.04604218155145645,0.037356533110141754,0.03856043890118599
224,0.05062723159790039,0.03886270523071289,0.04218021035194397
225,0.045031964778900146,0.0388517789542675,0.03768664225935936
226,0.047575537115335464,0.038112323731184006,0.03754120692610741
227,0.05164880305528641,0.0381602868437767,0.03809471055865288
228,0.05555487424135208,0.03525391221046448,0.03761483356356621
229,0.05457119271159172,0.03477087989449501,0.03714818134903908
230,0.05499357357621193,0.03696446120738983,0.0368216298520565
231,0.05645890161395073,0.03740296512842178,0.03560350835323334
232,0.05562687665224075,0.03371306136250496,0.03678235411643982
233,0.05288272351026535,0.03827739879488945,0.03857068344950676
234,0.04924073442816734,0.037241626530885696,0.0368930958211422
235,0.05024178326129913,0.03566357120871544,0.03836572915315628
236,0.05037605389952659,0.03732525184750557,0.03922021761536598
237,0.04884510487318039,0.03794864937663078,0.03953088819980621
238,0.05046038329601288,0.037813812494277954,0.037125300616025925
239,0.04448710381984711,0.03633715212345123,0.037691909819841385
240,0.04709843918681145,0.03893090784549713,0.04011701419949531
241,0.042750854045152664,0.03713807463645935,0.035383883863687515
242,0.04395141452550888,0.03731143102049827,0.038920629769563675
243,0.04553399235010147,0.037673503160476685,0.03723473474383354
244,0.041997842490673065,0.03786225989460945,0.03724059462547302
245,0.04236014187335968,0.03800436854362488,0.03925396129488945
246,0.04065927863121033,0.03686141595244408,0.03475597873330116
247,0.04176602885127067,0.03684423491358757,0.038042522966861725
248,0.03894488885998726,0.03776206821203232,0.038649220019578934
249,0.04316853731870651,0.04066593572497368,0.03601398691534996
250,0.03992395102977753,0.03868697211146355,0.03850547596812248
251,0.041688211262226105,0.038098305463790894,0.03900909423828125
252,0.03837538883090019,0.03987038880586624,0.03802789747714996
253,0.04224612936377525,0.03875039890408516,0.03954239562153816
254,0.038119904696941376,0.03962813690304756,0.03854817897081375
255,0.03802868723869324,0.03666834160685539,0.03889264166355133
256,0.03847622498869896,0.03951730206608772,0.038255173712968826
257,0.039308641105890274,0.03799629211425781,0.03802011162042618
258,0.03838995471596718,0.036868926137685776,0.03846167400479317
259,0.03915606066584587,0.03711584955453873,0.03965187817811966
260,0.03864722326397896,0.03888699412345886,0.03640344738960266
261,0.03676759451627731,0.0400826595723629,0.037965934723615646
262,0.03842843323945999,0.03944901004433632,0.03597300127148628
263,0.04220809042453766,0.038756389170885086,0.037046995013952255
264,0.03781070560216904,0.038959745317697525,0.03964424505829811
265,0.037155065685510635,0.03735031560063362,0.03678100183606148
266,0.03758857399225235,0.03740517422556877,0.03904811665415764
267,0.03657920286059379,0.03644832223653793,0.03544556722044945
268,0.034625351428985596,0.037475187331438065,0.037812456488609314
269,0.03952452167868614,0.039804425090551376,0.03813004121184349
270,0.04040379449725151,0.036797091364860535,0.038701727986335754
271,0.03625504672527313,0.037563178688287735,0.03867786377668381
272,0.03687344864010811,0.036159586161375046,0.040361035615205765
273,0.038055963814258575,0.03815703839063645,0.03987662494182587
274,0.04018034785985947,0.03691473603248596,0.036836061626672745
275,0.040124308317899704,0.03826230391860008,0.04127642884850502
276,0.03575301915407181,0.038300469517707825,0.03798346593976021
277,0.035663798451423645,0.03654241934418678,0.03472938761115074
278,0.038189467042684555,0.039444103837013245,0.0378648117184639
279,0.037904221564531326,0.03840956836938858,0.03743152692914009
280,0.03828323259949684,0.03836045414209366,0.03940368443727493
281,0.03879380598664284,0.040957991033792496,0.039161715656518936
282,0.039083413779735565,0.040986478328704834,0.041672855615615845
283,0.03866161406040192,0.04219667986035347,0.03992938995361328
284,0.03517550975084305,0.03846142813563347,0.03835611417889595
285,0.0359530933201313,0.0369427427649498,0.03821110725402832
286,0.035388484597206116,0.0384407639503479,0.03816843032836914
287,0.036309413611888885,0.03832920640707016,0.04169365018606186
288,0.039075177162885666,0.03917001560330391,0.040999237447977066
289,0.03609180077910423,0.0358576625585556,0.03732744976878166
290,0.03391341492533684,0.03494584560394287,0.0377921462059021
291,0.03630450367927551,0.03868827968835831,0.037808097898960114
292,0.0361294224858284,0.03931412100791931,0.04056727513670921
293,0.03210296854376793,0.03712155297398567,0.03548759967088699
294,0.03580503165721893,0.038885608315467834,0.04109545052051544
295,0.0377250500023365,0.040638141334056854,0.04066506400704384
296,0.03649820759892464,0.03918709605932236,0.03774271532893181
297,0.03670802339911461,0.03910036012530327,0.03903806209564209
298,0.03733475133776665,0.036540959030389786,0.03873474895954132
299,0.03676009178161621,0.03740370273590088,0.03767087310552597
300,0.03587419539690018,0.03637416288256645,0.03742070496082306
