step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-6-actor/c_t_step,deepseek1.5b_sync_8gpu_sigfrac_lr1e-5-actor/c_t_step
56,1.9900249583853645e-05,0.00018814612405746464
57,1.9900249583853645e-05,0.00018814612405746464
58,1.9900249583853645e-05,0.00018814612405746464
59,1.9900249583853645e-05,0.00018814612405746464
60,1.9900249583853645e-05,0.00018814612405746464
61,1.9900249583853645e-05,0.00018814612405746464
62,1.9900249583853645e-05,0.00018814612405746464
63,1.9900249583853645e-05,0.00018814612405746464
64,1.9900249583853645e-05,0.00018814612405746464
65,1.9900249583853645e-05,0.00018814612405746464
66,1.9712092374647645e-05,0.00018814612405746464
67,1.9712092374647645e-05,0.00018814612405746464
68,1.9712092374647645e-05,0.00018814612405746464
69,1.9712092374647645e-05,0.00018814612405746464
70,1.9712092374647645e-05,0.00018814612405746464
71,1.944679497196744e-05,0.0001833017609170041
72,1.944679497196744e-05,0.0001833017609170041
73,1.944679497196744e-05,0.0001833017609170041
74,1.944679497196744e-05,0.0001833017609170041
75,1.944679497196744e-05,0.0001833017609170041
76,1.944679497196744e-05,0.00017815556371069847
77,1.944679497196744e-05,0.00017815556371069847
78,1.944679497196744e-05,0.00017815556371069847
79,1.944679497196744e-05,0.00017815556371069847
80,1.944679497196744e-05,0.00017815556371069847
81,1.944679497196744e-05,0.00017278156151793406
82,1.944679497196744e-05,0.00017278156151793406
83,1.944679497196744e-05,0.00017278156151793406
84,1.944679497196744e-05,0.00017278156151793406
85,1.944679497196744e-05,0.00017278156151793406
86,1.9115265822791644e-05,0.00017278156151793406
87,1.9115265822791644e-05,0.00017278156151793406
88,1.9115265822791644e-05,0.00017278156151793406
89,1.9115265822791644e-05,0.00017278156151793406
90,1.9115265822791644e-05,0.00017278156151793406
91,1.9115265822791644e-05,0.0001672453788618309
92,1.9115265822791644e-05,0.0001672453788618309
93,1.9115265822791644e-05,0.0001672453788618309
94,,0.0001672453788618309
95,,0.0001672453788618309
96,,0.0001672453788618309
97,,0.0001672453788618309
98,,0.0001672453788618309
99,,0.0001672453788618309
100,,0.0001672453788618309
101,,0.0001672453788618309
102,,0.0001672453788618309
103,,0.0001672453788618309
104,,0.0001672453788618309
105,,0.0001672453788618309
106,,0.0001672453788618309
107,,0.0001672453788618309
108,,0.0001672453788618309
109,,0.0001672453788618309
110,,0.0001672453788618309
111,,0.0001672453788618309
112,,0.0001672453788618309
113,,0.0001672453788618309
114,,0.0001672453788618309
115,,0.0001672453788618309
116,,0.0001672453788618309
117,,0.0001672453788618309
118,,0.0001672453788618309
119,,0.0001672453788618309
120,,0.0001672453788618309
121,,0.0001672453788618309
122,,0.0001672453788618309
123,,0.0001672453788618309
124,,0.0001672453788618309
125,,0.0001672453788618309
126,,0.0001672453788618309
127,,0.0001672453788618309
128,,0.0001672453788618309
129,,0.0001672453788618309
130,,0.0001672453788618309
131,,0.0001672453788618309
132,,0.0001672453788618309
133,,0.0001672453788618309
134,,0.0001672453788618309
135,,0.0001672453788618309
136,,0.0001672453788618309
137,,0.0001672453788618309
138,,0.0001672453788618309
